"plh0206i05","year","sex","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2014","Female","","","",""
"7 Strongly agree","2014","Male","","","",""
"7 Strongly agree","2014","Female","","","",""
"1 Strongly disagree","2015","Male","2655","0.198452593487853","0.191401359189633","0.205503827786072"
"1 Strongly disagree","2015","Female","4366","0.300078358915979","0.292600331154038","0.307556386677921"
"2 on scale 1-7 ","2015","Male","2987","0.232235512976443","0.224770157788405","0.239700868164481"
"2 on scale 1-7 ","2015","Female","3817","0.259190561900417","0.252040531815647","0.266340591985187"
"3 on scale 1-7 ","2015","Male","2100","0.182895616043231","0.176061024455191","0.18973020763127"
"3 on scale 1-7 ","2015","Female","2151","0.149486035172274","0.143667869813611","0.155304200530936"
"4 on scale 1-7","2015","Male","2061","0.174024727039519","0.167321851532859","0.180727602546179"
"4 on scale 1-7","2015","Female","1939","0.138366518947371","0.132732454443925","0.144000583450817"
"5 on scale 1-7","2015","Male","1185","0.101387509076816","0.0960510817213956","0.106723936432235"
"5 on scale 1-7","2015","Female","997","0.0720749451996723","0.0678551280264298","0.0762947623729147"
"6 on scale 1-7","2015","Male","715","0.0630938076436411","0.0587953408809544","0.0673922744063277"
"6 on scale 1-7","2015","Female","644","0.0466734638056472","0.0432315429369319","0.0501153846743625"
"7 Strongly agree","2015","Male","587","0.0479102337324982","0.0441342923569868","0.0516861751080096"
"7 Strongly agree","2015","Female","514","0.0341301160586399","0.0311675146896954","0.0370927174275844"
"1 Strongly disagree","2016","Male","1774","0.516597600698888","0.497723750335568","0.535471451062208"
"1 Strongly disagree","2016","Female","1200","0.565292292043522","0.541358876039884","0.589225708047161"
"2 on scale 1-7 ","2016","Male","309","0.162045828921635","0.148128401145935","0.175963256697335"
"2 on scale 1-7 ","2016","Female","138","0.199694083788805","0.180393070920298","0.218995096657312"
"3 on scale 1-7 ","2016","Male","180","0.0874791698941774","0.0768082063943897","0.0981501333939652"
"3 on scale 1-7 ","2016","Female","79","0.0607275735269064","0.0491968054198237","0.0722583416339892"
"4 on scale 1-7","2016","Male","153","0.0847602337966437","0.0742407742451514","0.0952796933481359"
"4 on scale 1-7","2016","Female","85","0.0543133393069302","0.0433713478481145","0.0652553307657458"
"5 on scale 1-7","2016","Male","85","0.0517293822192648","0.0433644060643409","0.0600943583741886"
"5 on scale 1-7","2016","Female","48","0.045150629348514","0.0351259884444895","0.0551752702525386"
"6 on scale 1-7","2016","Male","54","0.0387375510167699","0.0314494063681597","0.0460256956653802"
"6 on scale 1-7","2016","Female","24","","",""
"7 Strongly agree","2016","Male","138","0.0586502334526214","0.049775806959467","0.0675246599457758"
"7 Strongly agree","2016","Female","74","0.0468480005162345","0.0366457472877859","0.057050253744683"
"1 Strongly disagree","2017","Male","1131","0.676194358299447","0.653506158291843","0.69888255830705"
"1 Strongly disagree","2017","Female","886","0.714279012607067","0.688918895530933","0.739639129683201"
"2 on scale 1-7 ","2017","Male","154","0.0936005066180648","0.0794777006743889","0.107723312561741"
"2 on scale 1-7 ","2017","Female","115","0.0914964762984206","0.0753115125608574","0.107681440035984"
"3 on scale 1-7 ","2017","Male","82","0.0548771067343028","0.0438347490807342","0.0659194643878714"
"3 on scale 1-7 ","2017","Female","60","0.0518349212779662","0.0393897912681322","0.0642800512878001"
"4 on scale 1-7","2017","Male","110","0.071006046510813","0.0585529838067563","0.0834591092148698"
"4 on scale 1-7","2017","Female","65","0.0562150341442205","0.0432847221201142","0.0691453461683269"
"5 on scale 1-7","2017","Male","41","0.0301347997777175","0.0218456133279434","0.0384239862274916"
"5 on scale 1-7","2017","Female","23","","",""
"6 on scale 1-7","2017","Male","20","","",""
"6 on scale 1-7","2017","Female","9","","",""
"7 Strongly agree","2017","Male","96","0.0611409466310169","0.0495240976534875","0.0727577956085464"
"7 Strongly agree","2017","Female","61","0.0568167317127084","0.0438215485174827","0.0698119149079341"
"1 Strongly disagree","2018","Male","106","0.614940788553219","0.546642284075143","0.683239293031296"
"1 Strongly disagree","2018","Female","143","0.663316829507903","0.601291815400519","0.725341843615288"
"2 on scale 1-7 ","2018","Male","18","","",""
"2 on scale 1-7 ","2018","Female","20","","",""
"3 on scale 1-7 ","2018","Male","11","","",""
"3 on scale 1-7 ","2018","Female","17","","",""
"4 on scale 1-7","2018","Male","24","","",""
"4 on scale 1-7","2018","Female","14","","",""
"5 on scale 1-7","2018","Male","12","","",""
"5 on scale 1-7","2018","Female","7","","",""
"6 on scale 1-7","2018","Male","2","","",""
"6 on scale 1-7","2018","Female","2","","",""
"7 Strongly agree","2018","Male","22","","",""
"7 Strongly agree","2018","Female","20","","",""
"1 Strongly disagree","2019","Male","62","0.507410499425895","0.423076342665094","0.591744656186696"
"1 Strongly disagree","2019","Female","75","0.53343956636958","0.45080140637358","0.616077726365579"
"2 on scale 1-7 ","2019","Male","19","","",""
"2 on scale 1-7 ","2019","Female","21","","",""
"3 on scale 1-7 ","2019","Male","12","","",""
"3 on scale 1-7 ","2019","Female","17","","",""
"4 on scale 1-7","2019","Male","19","","",""
"4 on scale 1-7","2019","Female","10","","",""
"5 on scale 1-7","2019","Male","8","","",""
"5 on scale 1-7","2019","Female","4","","",""
"6 on scale 1-7","2019","Male","4","","",""
"6 on scale 1-7","2019","Female","4","","",""
"7 Strongly agree","2019","Male","11","","",""
"7 Strongly agree","2019","Female","9","","",""
