"plh0206i05","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no degree/no degree yet","in school","74","0.131666766945148","0.105612596623039","0.157720937267258"
"1 Strongly disagree","2005","no degree/no degree yet","inadequately","50","0.265834341205049","0.203668788260886","0.327999894149211"
"1 Strongly disagree","2005","no degree/no degree yet","general elemantary","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","middle vocational","16","","",""
"1 Strongly disagree","2005","no degree/no degree yet","vocational + Abi","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","higher vocational","1","","",""
"1 Strongly disagree","2005","no degree/no degree yet","higher education","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","in school","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","inadequately","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","general elemantary","236","0.161084743337877","0.142425435901058","0.179744050774695"
"2 on scale 1-7 ","2005","lower secondary degree","middle vocational","926","0.183290270100069","0.172481386083081","0.194099154117057"
"2 on scale 1-7 ","2005","lower secondary degree","vocational + Abi","5","","",""
"2 on scale 1-7 ","2005","lower secondary degree","higher vocational","114","0.24298012847334","0.203441837592719","0.282518419353962"
"2 on scale 1-7 ","2005","lower secondary degree","higher education","30","0.165675470309052","0.111661138341444","0.21968980227666"
"2 on scale 1-7 ","2005","secondary school degree","in school","","","",""
"2 on scale 1-7 ","2005","secondary school degree","inadequately","","","",""
"2 on scale 1-7 ","2005","secondary school degree","general elemantary","96","0.154747430377327","0.125186429003368","0.184308431751287"
"2 on scale 1-7 ","2005","secondary school degree","middle vocational","856","0.211397506266102","0.198872135400879","0.223922877131326"
"2 on scale 1-7 ","2005","secondary school degree","vocational + Abi","7","","",""
"2 on scale 1-7 ","2005","secondary school degree","higher vocational","152","0.198853176535034","0.169179045322435","0.228527307747633"
"2 on scale 1-7 ","2005","secondary school degree","higher education","175","0.269759176530266","0.234851297796035","0.304667055264497"
"2 on scale 1-7 ","2005","college entrance qualification","in school","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","inadequately","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","general elemantary","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","middle vocational","154","0.182957580226097","0.154910725346384","0.211004435105809"
"2 on scale 1-7 ","2005","college entrance qualification","vocational + Abi","231","0.213628460125941","0.187592531910342","0.23966438834154"
"2 on scale 1-7 ","2005","college entrance qualification","higher vocational","93","0.263277482656853","0.216804839508833","0.309750125804872"
"2 on scale 1-7 ","2005","college entrance qualification","higher education","893","0.259470294259545","0.244177224900007","0.274763363619084"
"2 on scale 1-7 ","2005","Other degree","in school","","","",""
"2 on scale 1-7 ","2005","Other degree","inadequately","5","","",""
"2 on scale 1-7 ","2005","Other degree","general elemantary","60","0.201091492477955","0.157911807873144","0.244271177082767"
"2 on scale 1-7 ","2005","Other degree","middle vocational","49","0.1092328445351","0.0782747297063577","0.140190959363842"
"2 on scale 1-7 ","2005","Other degree","vocational + Abi","24","","",""
"2 on scale 1-7 ","2005","Other degree","higher vocational","10","","",""
"2 on scale 1-7 ","2005","Other degree","higher education","34","0.196102907516321","0.139042632008512","0.253163183024131"
"2 on scale 1-7 ","2005","no degree/no degree yet","in school","104","0.169380726688109","0.140478656684448","0.19828279669177"
"2 on scale 1-7 ","2005","no degree/no degree yet","inadequately","26","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","general elemantary","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","middle vocational","8","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","higher vocational","1","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","higher education","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","in school","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","inadequately","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","general elemantary","232","0.154184122365573","0.135853930427204","0.172514314303942"
"3 on scale 1-7 ","2005","lower secondary degree","middle vocational","815","0.157135049805612","0.146968049951404","0.167302049659821"
"3 on scale 1-7 ","2005","lower secondary degree","vocational + Abi","4","","",""
"3 on scale 1-7 ","2005","lower secondary degree","higher vocational","80","0.139489712269338","0.107550220865912","0.171429203672763"
"3 on scale 1-7 ","2005","lower secondary degree","higher education","41","0.183456611960603","0.127226530244206","0.239686693676999"
"3 on scale 1-7 ","2005","secondary school degree","in school","","","",""
"3 on scale 1-7 ","2005","secondary school degree","inadequately","","","",""
"3 on scale 1-7 ","2005","secondary school degree","general elemantary","102","0.164678957315515","0.134363792487125","0.194994122143905"
"3 on scale 1-7 ","2005","secondary school degree","middle vocational","698","0.165493976561441","0.154093646518913","0.176894306603968"
"3 on scale 1-7 ","2005","secondary school degree","vocational + Abi","8","","",""
"3 on scale 1-7 ","2005","secondary school degree","higher vocational","127","0.18353090510532","0.154751609031278","0.212310201179363"
"3 on scale 1-7 ","2005","secondary school degree","higher education","110","0.192961841803601","0.161924462512337","0.223999221094865"
"3 on scale 1-7 ","2005","college entrance qualification","in school","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","inadequately","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","general elemantary","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","middle vocational","127","0.174764005987023","0.147215266154051","0.202312745819994"
"3 on scale 1-7 ","2005","college entrance qualification","vocational + Abi","182","0.179795525679995","0.155401688327798","0.204189363032193"
"3 on scale 1-7 ","2005","college entrance qualification","higher vocational","54","0.188339359062187","0.147082483908741","0.229596234215632"
"3 on scale 1-7 ","2005","college entrance qualification","higher education","635","0.204909495288485","0.19082734681164","0.21899164376533"
"3 on scale 1-7 ","2005","Other degree","in school","","","",""
"3 on scale 1-7 ","2005","Other degree","inadequately","4","","",""
"3 on scale 1-7 ","2005","Other degree","general elemantary","51","0.165257137508888","0.125245109493411","0.205269165524365"
"3 on scale 1-7 ","2005","Other degree","middle vocational","60","0.124343816379564","0.0915950689890629","0.157092563770066"
"3 on scale 1-7 ","2005","Other degree","vocational + Abi","18","","",""
"3 on scale 1-7 ","2005","Other degree","higher vocational","13","","",""
"3 on scale 1-7 ","2005","Other degree","higher education","33","0.193458154880579","0.136690808705626","0.250225501055532"
"3 on scale 1-7 ","2005","no degree/no degree yet","in school","109","0.146889046381579","0.119612246627457","0.174165846135701"
"3 on scale 1-7 ","2005","no degree/no degree yet","inadequately","34","0.171485534007359","0.118444617593619","0.2245264504211"
"3 on scale 1-7 ","2005","no degree/no degree yet","general elemantary","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","middle vocational","8","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","higher vocational","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","higher education","2","","",""
"4 on scale 1-7","2005","lower secondary degree","in school","","","",""
"4 on scale 1-7","2005","lower secondary degree","inadequately","","","",""
"4 on scale 1-7","2005","lower secondary degree","general elemantary","304","0.203664874079856","0.183223255895051","0.224106492264661"
"4 on scale 1-7","2005","lower secondary degree","middle vocational","951","0.19845164853995","0.187309485619057","0.209593811460843"
"4 on scale 1-7","2005","lower secondary degree","vocational + Abi","3","","",""
"4 on scale 1-7","2005","lower secondary degree","higher vocational","76","0.176404641125942","0.141265525873942","0.211543756377942"
"4 on scale 1-7","2005","lower secondary degree","higher education","34","0.229267684254127","0.168196603788524","0.29033876471973"
"4 on scale 1-7","2005","secondary school degree","in school","","","",""
"4 on scale 1-7","2005","secondary school degree","inadequately","","","",""
"4 on scale 1-7","2005","secondary school degree","general elemantary","125","0.211171426003598","0.177811654913999","0.244531197093197"
"4 on scale 1-7","2005","secondary school degree","middle vocational","806","0.189283834028259","0.177266648406945","0.201301019649572"
"4 on scale 1-7","2005","secondary school degree","vocational + Abi","5","","",""
"4 on scale 1-7","2005","secondary school degree","higher vocational","132","0.215630626399111","0.185055291340328","0.246205961457893"
"4 on scale 1-7","2005","secondary school degree","higher education","106","0.172192380170299","0.14249802044506","0.201886739895539"
"4 on scale 1-7","2005","college entrance qualification","in school","","","",""
"4 on scale 1-7","2005","college entrance qualification","inadequately","","","",""
"4 on scale 1-7","2005","college entrance qualification","general elemantary","","","",""
"4 on scale 1-7","2005","college entrance qualification","middle vocational","168","0.254845855534825","0.223234107680092","0.286457603389558"
"4 on scale 1-7","2005","college entrance qualification","vocational + Abi","190","0.210992128867151","0.185074013913095","0.236910243821207"
"4 on scale 1-7","2005","college entrance qualification","higher vocational","68","0.197686425286714","0.155662265630238","0.23971058494319"
"4 on scale 1-7","2005","college entrance qualification","higher education","514","0.16645380361792","0.153458354516423","0.179449252719418"
"4 on scale 1-7","2005","Other degree","in school","","","",""
"4 on scale 1-7","2005","Other degree","inadequately","8","","",""
"4 on scale 1-7","2005","Other degree","general elemantary","63","0.170527717964976","0.130011161865366","0.211044274064585"
"4 on scale 1-7","2005","Other degree","middle vocational","68","0.210115539223376","0.169683405715795","0.250547672730958"
"4 on scale 1-7","2005","Other degree","vocational + Abi","17","","",""
"4 on scale 1-7","2005","Other degree","higher vocational","8","","",""
"4 on scale 1-7","2005","Other degree","higher education","44","0.240601626496858","0.179172303412487","0.302030949581229"
"4 on scale 1-7","2005","no degree/no degree yet","in school","152","0.210429567175521","0.179021242616862","0.24183789173418"
"4 on scale 1-7","2005","no degree/no degree yet","inadequately","30","0.129969111668266","0.0826502120131286","0.177288011323404"
"4 on scale 1-7","2005","no degree/no degree yet","general elemantary","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","middle vocational","7","","",""
"4 on scale 1-7","2005","no degree/no degree yet","vocational + Abi","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","higher vocational","2","","",""
"4 on scale 1-7","2005","no degree/no degree yet","higher education","","","",""
"5 on scale 1-7","2005","lower secondary degree","in school","","","",""
"5 on scale 1-7","2005","lower secondary degree","inadequately","","","",""
"5 on scale 1-7","2005","lower secondary degree","general elemantary","169","0.117497160166465","0.101152307501259","0.133842012831672"
"5 on scale 1-7","2005","lower secondary degree","middle vocational","567","0.111102575758551","0.10232316893504","0.119881982582062"
"5 on scale 1-7","2005","lower secondary degree","vocational + Abi","1","","",""
"5 on scale 1-7","2005","lower secondary degree","higher vocational","45","0.0899862754787015","0.0636052919272203","0.116367259030183"
"5 on scale 1-7","2005","lower secondary degree","higher education","19","","",""
"5 on scale 1-7","2005","secondary school degree","in school","","","",""
"5 on scale 1-7","2005","secondary school degree","inadequately","","","",""
"5 on scale 1-7","2005","secondary school degree","general elemantary","75","0.136089289341755","0.108063324622422","0.164115254061088"
"5 on scale 1-7","2005","secondary school degree","middle vocational","501","0.118942132258996","0.109011390979529","0.128872873538463"
"5 on scale 1-7","2005","secondary school degree","vocational + Abi","4","","",""
"5 on scale 1-7","2005","secondary school degree","higher vocational","81","0.0824050995829921","0.0619614593970737","0.102848739768911"
"5 on scale 1-7","2005","secondary school degree","higher education","59","0.0867721392771298","0.0646319148168956","0.108912363737364"
"5 on scale 1-7","2005","college entrance qualification","in school","","","",""
"5 on scale 1-7","2005","college entrance qualification","inadequately","","","",""
"5 on scale 1-7","2005","college entrance qualification","general elemantary","","","",""
"5 on scale 1-7","2005","college entrance qualification","middle vocational","112","0.137710797408106","0.112713265495624","0.162708329320588"
"5 on scale 1-7","2005","college entrance qualification","vocational + Abi","100","0.0977727812187256","0.0789060542793314","0.11663950815812"
"5 on scale 1-7","2005","college entrance qualification","higher vocational","38","0.0868964924832101","0.057173011284691","0.116619973681729"
"5 on scale 1-7","2005","college entrance qualification","higher education","279","0.090924368208578","0.0808939336688191","0.100954802748337"
"5 on scale 1-7","2005","Other degree","in school","","","",""
"5 on scale 1-7","2005","Other degree","inadequately","4","","",""
"5 on scale 1-7","2005","Other degree","general elemantary","37","0.1300633110729","0.0938260536891012","0.1663005684567"
"5 on scale 1-7","2005","Other degree","middle vocational","50","0.150527198769442","0.115037851122317","0.186016546416568"
"5 on scale 1-7","2005","Other degree","vocational + Abi","20","","",""
"5 on scale 1-7","2005","Other degree","higher vocational","2","","",""
"5 on scale 1-7","2005","Other degree","higher education","16","","",""
"5 on scale 1-7","2005","no degree/no degree yet","in school","83","0.112235862306741","0.0879132300787115","0.13655849453477"
"5 on scale 1-7","2005","no degree/no degree yet","inadequately","19","","",""
"5 on scale 1-7","2005","no degree/no degree yet","general elemantary","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","middle vocational","5","","",""
"5 on scale 1-7","2005","no degree/no degree yet","vocational + Abi","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","higher vocational","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","higher education","","","",""
"6 on scale 1-7","2005","lower secondary degree","in school","","","",""
"6 on scale 1-7","2005","lower secondary degree","inadequately","","","",""
"6 on scale 1-7","2005","lower secondary degree","general elemantary","136","0.0894572634694735","0.0749706377116834","0.103943889227264"
"6 on scale 1-7","2005","lower secondary degree","middle vocational","375","0.0801144099470358","0.0725303891825796","0.0876984307114921"
"6 on scale 1-7","2005","lower secondary degree","vocational + Abi","1","","",""
"6 on scale 1-7","2005","lower secondary degree","higher vocational","38","0.105215070996686","0.0769287034499102","0.133501438543462"
"6 on scale 1-7","2005","lower secondary degree","higher education","11","","",""
"6 on scale 1-7","2005","secondary school degree","in school","","","",""
"6 on scale 1-7","2005","secondary school degree","inadequately","","","",""
"6 on scale 1-7","2005","secondary school degree","general elemantary","48","0.0903628216261037","0.0669289977446146","0.113796645507593"
"6 on scale 1-7","2005","secondary school degree","middle vocational","285","0.0795432083707471","0.0712425059215663","0.0878439108199279"
"6 on scale 1-7","2005","secondary school degree","vocational + Abi","2","","",""
"6 on scale 1-7","2005","secondary school degree","higher vocational","37","0.0606977164516384","0.0429458282525979","0.0784496046506788"
"6 on scale 1-7","2005","secondary school degree","higher education","30","0.0493365197368108","0.0323031743946767","0.0663698650789449"
"6 on scale 1-7","2005","college entrance qualification","in school","","","",""
"6 on scale 1-7","2005","college entrance qualification","inadequately","","","",""
"6 on scale 1-7","2005","college entrance qualification","general elemantary","","","",""
"6 on scale 1-7","2005","college entrance qualification","middle vocational","43","0.0658847230502168","0.0478885872923429","0.0838808588080907"
"6 on scale 1-7","2005","college entrance qualification","vocational + Abi","61","0.0663692988911817","0.0505567895898412","0.0821818081925222"
"6 on scale 1-7","2005","college entrance qualification","higher vocational","10","","",""
"6 on scale 1-7","2005","college entrance qualification","higher education","134","0.0467331329472632","0.0393693786140391","0.0540968872804873"
"6 on scale 1-7","2005","Other degree","in school","","","",""
"6 on scale 1-7","2005","Other degree","inadequately","1","","",""
"6 on scale 1-7","2005","Other degree","general elemantary","12","","",""
"6 on scale 1-7","2005","Other degree","middle vocational","26","","",""
"6 on scale 1-7","2005","Other degree","vocational + Abi","9","","",""
"6 on scale 1-7","2005","Other degree","higher vocational","2","","",""
"6 on scale 1-7","2005","Other degree","higher education","10","","",""
"6 on scale 1-7","2005","no degree/no degree yet","in school","73","0.136344925915864","0.10990345534269","0.162786396489037"
"6 on scale 1-7","2005","no degree/no degree yet","inadequately","14","","",""
"6 on scale 1-7","2005","no degree/no degree yet","general elemantary","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","middle vocational","2","","",""
"6 on scale 1-7","2005","no degree/no degree yet","vocational + Abi","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","higher vocational","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","higher education","","","",""
"7 Strongly agree","2005","lower secondary degree","in school","","","",""
"7 Strongly agree","2005","lower secondary degree","inadequately","","","",""
"7 Strongly agree","2005","lower secondary degree","general elemantary","116","0.0768742835781586","0.0633526166228137","0.0903959505335036"
"7 Strongly agree","2005","lower secondary degree","middle vocational","331","0.0695460512165038","0.0624394660341565","0.0766526363988511"
"7 Strongly agree","2005","lower secondary degree","vocational + Abi","3","","",""
"7 Strongly agree","2005","lower secondary degree","higher vocational","9","","",""
"7 Strongly agree","2005","lower secondary degree","higher education","7","","",""
"7 Strongly agree","2005","secondary school degree","in school","","","",""
"7 Strongly agree","2005","secondary school degree","inadequately","","","",""
"7 Strongly agree","2005","secondary school degree","general elemantary","53","0.0990310873247694","0.074616193188524","0.123445981461015"
"7 Strongly agree","2005","secondary school degree","middle vocational","180","0.0468698803876524","0.0403860057362045","0.0533537550391003"
"7 Strongly agree","2005","secondary school degree","vocational + Abi","2","","",""
"7 Strongly agree","2005","secondary school degree","higher vocational","26","","",""
"7 Strongly agree","2005","secondary school degree","higher education","14","","",""
"7 Strongly agree","2005","college entrance qualification","in school","","","",""
"7 Strongly agree","2005","college entrance qualification","inadequately","","","",""
"7 Strongly agree","2005","college entrance qualification","general elemantary","","","",""
"7 Strongly agree","2005","college entrance qualification","middle vocational","31","0.048024465416378","0.0325137859092904","0.0635351449234656"
"7 Strongly agree","2005","college entrance qualification","vocational + Abi","31","0.0385211652622193","0.0262961562187308","0.0507461743057078"
"7 Strongly agree","2005","college entrance qualification","higher vocational","10","","",""
"7 Strongly agree","2005","college entrance qualification","higher education","53","0.0220395815535713","0.0169175540643153","0.0271616090428273"
"7 Strongly agree","2005","Other degree","in school","","","",""
"7 Strongly agree","2005","Other degree","inadequately","8","","",""
"7 Strongly agree","2005","Other degree","general elemantary","23","","",""
"7 Strongly agree","2005","Other degree","middle vocational","34","0.0736099596225637","0.0476931811876563","0.099526738057471"
"7 Strongly agree","2005","Other degree","vocational + Abi","6","","",""
"7 Strongly agree","2005","Other degree","higher vocational","5","","",""
"7 Strongly agree","2005","Other degree","higher education","8","","",""
"7 Strongly agree","2005","no degree/no degree yet","in school","52","0.0930531045870387","0.070668351226609","0.115437857947468"
"7 Strongly agree","2005","no degree/no degree yet","inadequately","21","","",""
"7 Strongly agree","2005","no degree/no degree yet","general elemantary","","","",""
"7 Strongly agree","2005","no degree/no degree yet","middle vocational","","","",""
"7 Strongly agree","2005","no degree/no degree yet","vocational + Abi","","","",""
"7 Strongly agree","2005","no degree/no degree yet","higher vocational","","","",""
"7 Strongly agree","2005","no degree/no degree yet","higher education","","","",""
"1 Strongly disagree","2006","lower secondary degree","in school","","","",""
"1 Strongly disagree","2006","lower secondary degree","inadequately","","","",""
"1 Strongly disagree","2006","lower secondary degree","general elemantary","","","",""
"1 Strongly disagree","2006","lower secondary degree","middle vocational","","","",""
"1 Strongly disagree","2006","lower secondary degree","vocational + Abi","","","",""
"1 Strongly disagree","2006","lower secondary degree","higher vocational","","","",""
"1 Strongly disagree","2006","lower secondary degree","higher education","","","",""
"1 Strongly disagree","2006","secondary school degree","in school","","","",""
"1 Strongly disagree","2006","secondary school degree","inadequately","","","",""
"1 Strongly disagree","2006","secondary school degree","general elemantary","","","",""
"1 Strongly disagree","2006","secondary school degree","middle vocational","","","",""
"1 Strongly disagree","2006","secondary school degree","vocational + Abi","","","",""
"1 Strongly disagree","2006","secondary school degree","higher vocational","","","",""
"1 Strongly disagree","2006","secondary school degree","higher education","","","",""
"1 Strongly disagree","2006","college entrance qualification","in school","","","",""
"1 Strongly disagree","2006","college entrance qualification","inadequately","","","",""
"1 Strongly disagree","2006","college entrance qualification","general elemantary","","","",""
"1 Strongly disagree","2006","college entrance qualification","middle vocational","","","",""
"1 Strongly disagree","2006","college entrance qualification","vocational + Abi","","","",""
"1 Strongly disagree","2006","college entrance qualification","higher vocational","","","",""
"1 Strongly disagree","2006","college entrance qualification","higher education","","","",""
"1 Strongly disagree","2006","Other degree","in school","","","",""
"1 Strongly disagree","2006","Other degree","inadequately","","","",""
"1 Strongly disagree","2006","Other degree","general elemantary","","","",""
"1 Strongly disagree","2006","Other degree","middle vocational","","","",""
"1 Strongly disagree","2006","Other degree","vocational + Abi","","","",""
"1 Strongly disagree","2006","Other degree","higher vocational","","","",""
"1 Strongly disagree","2006","Other degree","higher education","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","in school","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","inadequately","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","general elemantary","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","middle vocational","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","vocational + Abi","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","higher vocational","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","higher education","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","in school","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","inadequately","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","general elemantary","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","middle vocational","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","higher vocational","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","higher education","","","",""
"2 on scale 1-7 ","2006","secondary school degree","in school","","","",""
"2 on scale 1-7 ","2006","secondary school degree","inadequately","","","",""
"2 on scale 1-7 ","2006","secondary school degree","general elemantary","","","",""
"2 on scale 1-7 ","2006","secondary school degree","middle vocational","","","",""
"2 on scale 1-7 ","2006","secondary school degree","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","secondary school degree","higher vocational","","","",""
"2 on scale 1-7 ","2006","secondary school degree","higher education","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","in school","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","inadequately","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","general elemantary","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","middle vocational","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","higher vocational","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","higher education","","","",""
"2 on scale 1-7 ","2006","Other degree","in school","","","",""
"2 on scale 1-7 ","2006","Other degree","inadequately","","","",""
"2 on scale 1-7 ","2006","Other degree","general elemantary","","","",""
"2 on scale 1-7 ","2006","Other degree","middle vocational","","","",""
"2 on scale 1-7 ","2006","Other degree","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","Other degree","higher vocational","","","",""
"2 on scale 1-7 ","2006","Other degree","higher education","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","in school","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","inadequately","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","general elemantary","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","middle vocational","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","higher vocational","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","higher education","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","in school","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","inadequately","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","general elemantary","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","middle vocational","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","higher vocational","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","higher education","","","",""
"3 on scale 1-7 ","2006","secondary school degree","in school","","","",""
"3 on scale 1-7 ","2006","secondary school degree","inadequately","","","",""
"3 on scale 1-7 ","2006","secondary school degree","general elemantary","","","",""
"3 on scale 1-7 ","2006","secondary school degree","middle vocational","","","",""
"3 on scale 1-7 ","2006","secondary school degree","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","secondary school degree","higher vocational","","","",""
"3 on scale 1-7 ","2006","secondary school degree","higher education","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","in school","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","inadequately","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","general elemantary","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","middle vocational","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","higher vocational","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","higher education","","","",""
"3 on scale 1-7 ","2006","Other degree","in school","","","",""
"3 on scale 1-7 ","2006","Other degree","inadequately","","","",""
"3 on scale 1-7 ","2006","Other degree","general elemantary","","","",""
"3 on scale 1-7 ","2006","Other degree","middle vocational","","","",""
"3 on scale 1-7 ","2006","Other degree","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","Other degree","higher vocational","","","",""
"3 on scale 1-7 ","2006","Other degree","higher education","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","in school","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","inadequately","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","general elemantary","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","middle vocational","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","higher vocational","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","higher education","","","",""
"4 on scale 1-7","2006","lower secondary degree","in school","","","",""
"4 on scale 1-7","2006","lower secondary degree","inadequately","","","",""
"4 on scale 1-7","2006","lower secondary degree","general elemantary","","","",""
