"plh0206i05","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2006","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2006","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Male","","","","","4"
"4 on scale 1-7","2006","66 and older","Female","","","","","4"
"4 on scale 1-7","2006","66 and older","Male","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Male","","","","","4"
"5 on scale 1-7","2006","66 and older","Female","","","","","5"
"5 on scale 1-7","2006","66 and older","Male","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Male","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Female","","","","","5"
"6 on scale 1-7","2006","66 and older","Female","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2006","66 and older","Male","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Male","","","","","6"
"7 Strongly agree","2006","66 and older","Female","","","","","7"
"7 Strongly agree","2006","35-65 y.","Male","","","","","7"
"7 Strongly agree","2006","35-65 y.","Female","","","","","7"
"7 Strongly agree","2006","66 and older","Male","","","","","7"
"7 Strongly agree","2006","16-34 y.","Male","","","","","7"
"7 Strongly agree","2006","16-34 y.","Female","","","","","7"
"1 Strongly disagree","2007","16-34 y.","Male","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2007","66 and older","Male","","","","","1"
"1 Strongly disagree","2007","66 and older","Female","","","","","1"
"2 on scale 1-7 ","2007","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Female","","","","","2"
"3 on scale 1-7 ","2007","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Male","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Male","","","","","3"
"4 on scale 1-7","2007","16-34 y.","Male","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2007","66 and older","Female","","","","","4"
"4 on scale 1-7","2007","66 and older","Male","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Female","","","","","4"
"5 on scale 1-7","2007","66 and older","Female","","","","","5"
"5 on scale 1-7","2007","66 and older","Male","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Male","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Female","","","","","5"
"6 on scale 1-7","2007","66 and older","Female","","","","","6"
"6 on scale 1-7","2007","66 and older","Male","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Male","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Female","","","","","6"
"7 Strongly agree","2007","66 and older","Female","","","","","7"
"7 Strongly agree","2007","16-34 y.","Male","","","","","7"
"7 Strongly agree","2007","16-34 y.","Female","","","","","7"
"7 Strongly agree","2007","35-65 y.","Male","","","","","7"
"7 Strongly agree","2007","35-65 y.","Female","","","","","7"
"7 Strongly agree","2007","66 and older","Male","","","","","7"
"1 Strongly disagree","2008","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2008","66 and older","Male","","","","","1"
"1 Strongly disagree","2008","66 and older","Female","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Male","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Male","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Male","","","","","3"
"4 on scale 1-7","2008","66 and older","Female","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2008","66 and older","Male","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Male","","","","","4"
"5 on scale 1-7","2008","66 and older","Female","","","","","5"
"5 on scale 1-7","2008","66 and older","Male","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Female","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Male","","","","","5"
"6 on scale 1-7","2008","66 and older","Female","","","","","6"
"6 on scale 1-7","2008","66 and older","Male","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Male","","","","","6"
"7 Strongly agree","2008","66 and older","Female","","","","","7"
"7 Strongly agree","2008","16-34 y.","Male","","","","","7"
"7 Strongly agree","2008","35-65 y.","Male","","","","","7"
"7 Strongly agree","2008","35-65 y.","Female","","","","","7"
"7 Strongly agree","2008","66 and older","Male","","","","","7"
"7 Strongly agree","2008","16-34 y.","Female","","","","","7"
"1 Strongly disagree","2009","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2009","66 and older","Male","","","","","1"
"1 Strongly disagree","2009","66 and older","Female","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2009","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Female","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Male","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Female","","","","","3"
"4 on scale 1-7","2009","66 and older","Female","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2009","66 and older","Male","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Male","","","","","4"
"5 on scale 1-7","2009","66 and older","Female","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2009","66 and older","Male","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Female","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Male","","","","","5"
"6 on scale 1-7","2009","66 and older","Female","","","","","6"
"6 on scale 1-7","2009","66 and older","Male","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Male","","","","","6"
"7 Strongly agree","2009","66 and older","Female","","","","","7"
"7 Strongly agree","2009","16-34 y.","Male","","","","","7"
"7 Strongly agree","2009","16-34 y.","Female","","","","","7"
"7 Strongly agree","2009","35-65 y.","Male","","","","","7"
"7 Strongly agree","2009","35-65 y.","Female","","","","","7"
"7 Strongly agree","2009","66 and older","Male","","","","","7"
"1 Strongly disagree","2010","16-34 y.","Female","255","0.141990845117934","0.126107123497863","0.157874566738006","1"
"1 Strongly disagree","2010","35-65 y.","Male","688","0.162740521393233","0.151705002124167","0.173776040662299","1"
"1 Strongly disagree","2010","35-65 y.","Female","1134","0.236994274600208","0.224910173757044","0.249078375443372","1"
"1 Strongly disagree","2010","66 and older","Male","408","0.216728812385125","0.198275339833495","0.235182284936755","1"
"1 Strongly disagree","2010","66 and older","Female","595","0.30107928782445","0.281501473895646","0.320657101753254","1"
"1 Strongly disagree","2010","16-34 y.","Male","183","0.125433427163361","0.109780810521453","0.141086043805269","1"
"2 on scale 1-7 ","2010","35-65 y.","Male","981","0.220324805982977","0.207933889147199","0.232715722818756","2"
"2 on scale 1-7 ","2010","35-65 y.","Female","1171","0.223675742128017","0.211834083496414","0.23551740075962","2"
"2 on scale 1-7 ","2010","16-34 y.","Female","450","0.218245538555265","0.199448734876721","0.237042342233809","2"
"2 on scale 1-7 ","2010","66 and older","Female","458","0.206329569110245","0.189058841406555","0.223600296813936","2"
"2 on scale 1-7 ","2010","66 and older","Male","428","0.219923629919911","0.201372592105892","0.23847466773393","2"
"2 on scale 1-7 ","2010","16-34 y.","Male","283","0.158739741383153","0.141469759245448","0.176009723520858","2"
"3 on scale 1-7 ","2010","16-34 y.","Female","399","0.215319988724149","0.196614691947402","0.234025285500895","3"
"3 on scale 1-7 ","2010","35-65 y.","Male","792","0.182682149090599","0.171130115749979","0.194234182431219","3"
"3 on scale 1-7 ","2010","16-34 y.","Male","346","0.203377193007047","0.184354966006083","0.22239942000801","3"
"3 on scale 1-7 ","2010","66 and older","Female","364","0.168689525049656","0.152707364638436","0.184671685460875","3"
"3 on scale 1-7 ","2010","66 and older","Male","333","0.169622777399207","0.152813714556891","0.186431840241524","3"
"3 on scale 1-7 ","2010","35-65 y.","Female","861","0.189222700623047","0.1780920917029","0.200353309543194","3"
"4 on scale 1-7","2010","66 and older","Female","356","0.16142857583769","0.145726031140622","0.177131120534758","4"
"4 on scale 1-7","2010","66 and older","Male","348","0.178132980377878","0.1609959074238","0.195270053331955","4"
"4 on scale 1-7","2010","35-65 y.","Male","823","0.177878803487523","0.166446206141196","0.18931140083385","4"
"4 on scale 1-7","2010","16-34 y.","Female","326","0.177689811891122","0.160294779837143","0.195084843945102","4"
"4 on scale 1-7","2010","35-65 y.","Female","783","0.155152833957081","0.144864372204251","0.165441295709911","4"
"4 on scale 1-7","2010","16-34 y.","Male","398","0.219535280876848","0.199973307318066","0.239097254435631","4"
"5 on scale 1-7","2010","66 and older","Female","155","0.0715781477666303","0.0605761207757783","0.0825801747574823","5"
"5 on scale 1-7","2010","35-65 y.","Male","520","0.127805116708506","0.117823617576143","0.137786615840869","5"
"5 on scale 1-7","2010","66 and older","Male","192","0.0978611473755109","0.084553369384175","0.111168925366847","5"
"5 on scale 1-7","2010","35-65 y.","Female","432","0.101779260067836","0.0931870932702924","0.110371426865379","5"
"5 on scale 1-7","2010","16-34 y.","Female","204","0.12186009470914","0.106973726862961","0.13674646255532","5"
"5 on scale 1-7","2010","16-34 y.","Male","239","0.137064358464026","0.120811290932792","0.153317425995261","5"
"6 on scale 1-7","2010","66 and older","Female","100","0.0458902924069685","0.0369599240903072","0.0548206607236298","6"
"6 on scale 1-7","2010","35-65 y.","Male","277","0.0666700497130206","0.0592124704813392","0.074127628944702","6"
"6 on scale 1-7","2010","66 and older","Male","102","0.0541037611053203","0.0439716678217557","0.0642358543888849","6"
"6 on scale 1-7","2010","16-34 y.","Female","135","0.079987898418276","0.0676430703066884","0.0923327265298635","6"
"6 on scale 1-7","2010","35-65 y.","Female","222","0.0575263495596361","0.0509095263401133","0.0641431727791588","6"
"6 on scale 1-7","2010","16-34 y.","Male","157","0.0938081884308556","0.080029296024192","0.107587080837519","6"
"7 Strongly agree","2010","66 and older","Female","81","0.0450046020043602","0.0361567285362237","0.0538524754724966","7"
"7 Strongly agree","2010","16-34 y.","Male","114","0.0620418106747093","0.0506414697395812","0.0734421516098373","7"
"7 Strongly agree","2010","16-34 y.","Female","86","0.0449058225841132","0.0354814909344971","0.0543301542337293","7"
"7 Strongly agree","2010","35-65 y.","Male","217","0.0618985536241411","0.0546944485462633","0.0691026587020188","7"
"7 Strongly agree","2010","35-65 y.","Female","154","0.0356488390641759","0.0303799165141923","0.0409177616141594","7"
"7 Strongly agree","2010","66 and older","Male","104","0.0636268914370482","0.0526946674514094","0.0745591154226871","7"
"1 Strongly disagree","2011","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2011","66 and older","Male","","","","","1"
"1 Strongly disagree","2011","66 and older","Female","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2011","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Male","","","","","2"
"3 on scale 1-7 ","2011","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2011","66 and older","Male","","","","","4"
"4 on scale 1-7","2011","66 and older","Female","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Male","","","","","4"
"5 on scale 1-7","2011","66 and older","Female","","","","","5"
"5 on scale 1-7","2011","66 and older","Male","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Female","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Male","","","","","5"
"6 on scale 1-7","2011","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2011","66 and older","Female","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Male","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2011","66 and older","Male","","","","","6"
"7 Strongly agree","2011","16-34 y.","Female","","","","","7"
"7 Strongly agree","2011","35-65 y.","Male","","","","","7"
"7 Strongly agree","2011","66 and older","Female","","","","","7"
"7 Strongly agree","2011","16-34 y.","Male","","","","","7"
"7 Strongly agree","2011","35-65 y.","Female","","","","","7"
"7 Strongly agree","2011","66 and older","Male","","","","","7"
"1 Strongly disagree","2012","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2012","66 and older","Male","","","","","1"
"1 Strongly disagree","2012","66 and older","Female","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2012","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Male","","","","","2"
"3 on scale 1-7 ","2012","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2012","66 and older","Female","","","","","4"
"4 on scale 1-7","2012","66 and older","Male","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Male","","","","","4"
"5 on scale 1-7","2012","66 and older","Female","","","","","5"
"5 on scale 1-7","2012","66 and older","Male","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Female","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Male","","","","","5"
"6 on scale 1-7","2012","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2012","66 and older","Female","","","","","6"
"6 on scale 1-7","2012","66 and older","Male","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Male","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Female","","","","","6"
"7 Strongly agree","2012","66 and older","Female","","","","","7"
"7 Strongly agree","2012","35-65 y.","Male","","","","","7"
"7 Strongly agree","2012","16-34 y.","Male","","","","","7"
"7 Strongly agree","2012","16-34 y.","Female","","","","","7"
"7 Strongly agree","2012","35-65 y.","Female","","","","","7"
"7 Strongly agree","2012","66 and older","Male","","","","","7"
"1 Strongly disagree","2013","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2013","66 and older","Female","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Male","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2013","66 and older","Male","","","","","1"
"2 on scale 1-7 ","2013","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Male","","","","","2"
"3 on scale 1-7 ","2013","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2013","66 and older","Female","","","","","4"
"4 on scale 1-7","2013","66 and older","Male","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Male","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Female","","","","","4"
"5 on scale 1-7","2013","66 and older","Female","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2013","66 and older","Male","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Female","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Male","","","","","5"
"6 on scale 1-7","2013","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2013","66 and older","Female","","","","","6"
"6 on scale 1-7","2013","66 and older","Male","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2013","16-34 y.","Male","","","","","6"
"7 Strongly agree","2013","66 and older","Female","","","","","7"
"7 Strongly agree","2013","16-34 y.","Male","","","","","7"
"7 Strongly agree","2013","16-34 y.","Female","","","","","7"
"7 Strongly agree","2013","35-65 y.","Male","","","","","7"
"7 Strongly agree","2013","35-65 y.","Female","","","","","7"
"7 Strongly agree","2013","66 and older","Male","","","","","7"
"1 Strongly disagree","2014","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2014","66 and older","Male","","","","","1"
"1 Strongly disagree","2014","66 and older","Female","","","","","1"
"1 Strongly disagree","2014","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2014","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2014","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Female","","","","","2"
