"plh0206i05","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2007","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2007","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Female","","","","","2"
"3 on scale 1-7 ","2007","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2007","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Male","","","","","3"
"4 on scale 1-7","2007","Full Time","Male","","","","","4"
"4 on scale 1-7","2007","Full Time","Female","","","","","4"
"4 on scale 1-7","2007","Not Working","Female","","","","","4"
"4 on scale 1-7","2007","Not Working","Male","","","","","4"
"4 on scale 1-7","2007","Part Time","Male","","","","","4"
"4 on scale 1-7","2007","Part Time","Female","","","","","4"
"5 on scale 1-7","2007","Not Working","Female","","","","","5"
"5 on scale 1-7","2007","Not Working","Male","","","","","5"
"5 on scale 1-7","2007","Part Time","Male","","","","","5"
"5 on scale 1-7","2007","Part Time","Female","","","","","5"
"5 on scale 1-7","2007","Full Time","Male","","","","","5"
"5 on scale 1-7","2007","Full Time","Female","","","","","5"
"6 on scale 1-7","2007","Not Working","Female","","","","","6"
"6 on scale 1-7","2007","Not Working","Male","","","","","6"
"6 on scale 1-7","2007","Part Time","Female","","","","","6"
"6 on scale 1-7","2007","Full Time","Male","","","","","6"
"6 on scale 1-7","2007","Part Time","Male","","","","","6"
"6 on scale 1-7","2007","Full Time","Female","","","","","6"
"7 Strongly agree","2007","Not Working","Female","","","","","7"
"7 Strongly agree","2007","Full Time","Male","","","","","7"
"7 Strongly agree","2007","Full Time","Female","","","","","7"
"7 Strongly agree","2007","Part Time","Male","","","","","7"
"7 Strongly agree","2007","Part Time","Female","","","","","7"
"7 Strongly agree","2007","Not Working","Male","","","","","7"
"1 Strongly disagree","2008","Full Time","Female","","","","","1"
"1 Strongly disagree","2008","Part Time","Male","","","","","1"
"1 Strongly disagree","2008","Part Time","Female","","","","","1"
"1 Strongly disagree","2008","Not Working","Male","","","","","1"
"1 Strongly disagree","2008","Not Working","Female","","","","","1"
"1 Strongly disagree","2008","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2008","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2008","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Male","","","","","2"
"3 on scale 1-7 ","2008","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2008","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Male","","","","","3"
"4 on scale 1-7","2008","Not Working","Female","","","","","4"
"4 on scale 1-7","2008","Part Time","Male","","","","","4"
"4 on scale 1-7","2008","Not Working","Male","","","","","4"
"4 on scale 1-7","2008","Part Time","Female","","","","","4"
"4 on scale 1-7","2008","Full Time","Female","","","","","4"
"4 on scale 1-7","2008","Full Time","Male","","","","","4"
"5 on scale 1-7","2008","Not Working","Female","","","","","5"
"5 on scale 1-7","2008","Not Working","Male","","","","","5"
"5 on scale 1-7","2008","Part Time","Male","","","","","5"
"5 on scale 1-7","2008","Part Time","Female","","","","","5"
"5 on scale 1-7","2008","Full Time","Female","","","","","5"
"5 on scale 1-7","2008","Full Time","Male","","","","","5"
"6 on scale 1-7","2008","Not Working","Female","","","","","6"
"6 on scale 1-7","2008","Not Working","Male","","","","","6"
"6 on scale 1-7","2008","Part Time","Male","","","","","6"
"6 on scale 1-7","2008","Part Time","Female","","","","","6"
"6 on scale 1-7","2008","Full Time","Female","","","","","6"
"6 on scale 1-7","2008","Full Time","Male","","","","","6"
"7 Strongly agree","2008","Not Working","Female","","","","","7"
"7 Strongly agree","2008","Full Time","Male","","","","","7"
"7 Strongly agree","2008","Part Time","Male","","","","","7"
"7 Strongly agree","2008","Part Time","Female","","","","","7"
"7 Strongly agree","2008","Not Working","Male","","","","","7"
"7 Strongly agree","2008","Full Time","Female","","","","","7"
"1 Strongly disagree","2009","Full Time","Female","","","","","1"
"1 Strongly disagree","2009","Part Time","Male","","","","","1"
"1 Strongly disagree","2009","Part Time","Female","","","","","1"
"1 Strongly disagree","2009","Not Working","Male","","","","","1"
"1 Strongly disagree","2009","Not Working","Female","","","","","1"
"1 Strongly disagree","2009","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2009","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2009","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2009","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2009","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2009","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2009","Full Time","Female","","","","","2"
"3 on scale 1-7 ","2009","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2009","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2009","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2009","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2009","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2009","Part Time","Female","","","","","3"
"4 on scale 1-7","2009","Not Working","Female","","","","","4"
"4 on scale 1-7","2009","Part Time","Male","","","","","4"
"4 on scale 1-7","2009","Not Working","Male","","","","","4"
"4 on scale 1-7","2009","Full Time","Female","","","","","4"
"4 on scale 1-7","2009","Part Time","Female","","","","","4"
"4 on scale 1-7","2009","Full Time","Male","","","","","4"
"5 on scale 1-7","2009","Not Working","Female","","","","","5"
"5 on scale 1-7","2009","Part Time","Male","","","","","5"
"5 on scale 1-7","2009","Not Working","Male","","","","","5"
"5 on scale 1-7","2009","Full Time","Female","","","","","5"
"5 on scale 1-7","2009","Part Time","Female","","","","","5"
"5 on scale 1-7","2009","Full Time","Male","","","","","5"
"6 on scale 1-7","2009","Not Working","Female","","","","","6"
"6 on scale 1-7","2009","Not Working","Male","","","","","6"
"6 on scale 1-7","2009","Part Time","Male","","","","","6"
"6 on scale 1-7","2009","Part Time","Female","","","","","6"
"6 on scale 1-7","2009","Full Time","Female","","","","","6"
"6 on scale 1-7","2009","Full Time","Male","","","","","6"
"7 Strongly agree","2009","Not Working","Female","","","","","7"
"7 Strongly agree","2009","Full Time","Male","","","","","7"
"7 Strongly agree","2009","Full Time","Female","","","","","7"
"7 Strongly agree","2009","Part Time","Male","","","","","7"
"7 Strongly agree","2009","Part Time","Female","","","","","7"
"7 Strongly agree","2009","Not Working","Male","","","","","7"
"1 Strongly disagree","2010","Full Time","Female","499","0.209858965145425","0.193066825104732","0.226651105186118","1"
"1 Strongly disagree","2010","Part Time","Male","147","0.153310582088775","0.131813203694736","0.174807960482815","1"
"1 Strongly disagree","2010","Part Time","Female","562","0.19557999491759","0.180932670049484","0.210227319785695","1"
"1 Strongly disagree","2010","Not Working","Male","526","0.198683205383584","0.18357108146232","0.213795329304849","1"
"1 Strongly disagree","2010","Not Working","Female","923","0.280757572844437","0.266169339100583","0.295345806588291","1"
"1 Strongly disagree","2010","Full Time","Male","606","0.148855761058758","0.138060025158167","0.159651496959349","1"
"2 on scale 1-7 ","2010","Part Time","Male","217","0.203452130523483","0.179432051607912","0.227472209439054","2"
"2 on scale 1-7 ","2010","Part Time","Female","683","0.229949150552375","0.214409892656998","0.245488408447752","2"
"2 on scale 1-7 ","2010","Full Time","Female","597","0.231436388184963","0.214044541175552","0.248828235194374","2"
"2 on scale 1-7 ","2010","Not Working","Female","799","0.200606450430389","0.1876061888407","0.213606712020078","2"
"2 on scale 1-7 ","2010","Not Working","Male","550","0.199467995394779","0.184333471411348","0.214602519378211","2"
"2 on scale 1-7 ","2010","Full Time","Male","925","0.210290435744311","0.197930639668363","0.222650231820259","2"
"3 on scale 1-7 ","2010","Full Time","Female","425","0.199032819080004","0.18256789685822","0.215497741301789","3"
"3 on scale 1-7 ","2010","Part Time","Male","215","0.194605420574322","0.17098328344271","0.218227557705935","3"
"3 on scale 1-7 ","2010","Full Time","Male","804","0.195262378129474","0.183239615137286","0.207285141121662","3"
"3 on scale 1-7 ","2010","Not Working","Female","636","0.176109110060534","0.163743228393558","0.18847499172751","3"
"3 on scale 1-7 ","2010","Not Working","Male","452","0.164141276346083","0.150112553107153","0.178169999585012","3"
"3 on scale 1-7 ","2010","Part Time","Female","563","0.197084740097307","0.182394935359539","0.211774544835075","3"
"4 on scale 1-7","2010","Not Working","Female","609","0.15677914467147","0.1449755540197","0.16858273532324","4"
"4 on scale 1-7","2010","Not Working","Male","515","0.187661181153355","0.172873549266796","0.202448813039913","4"
"4 on scale 1-7","2010","Part Time","Male","230","0.189089149073972","0.165724609437222","0.212453688710723","4"
"4 on scale 1-7","2010","Full Time","Female","377","0.158122405549748","0.143076748522398","0.173168062577098","4"
"4 on scale 1-7","2010","Part Time","Female","479","0.17192157414219","0.157988222683415","0.185854925600964","4"
"4 on scale 1-7","2010","Full Time","Male","824","0.187599235296712","0.175758776259783","0.199439694333642","4"
"5 on scale 1-7","2010","Not Working","Female","329","0.0906804931046305","0.0813583768400826","0.100002609369178","5"
"5 on scale 1-7","2010","Part Time","Male","124","0.112383197625128","0.0935379946921657","0.131228400558089","5"
"5 on scale 1-7","2010","Not Working","Male","300","0.110211644532025","0.0983512289960928","0.122072060067956","5"
"5 on scale 1-7","2010","Part Time","Female","264","0.101679652837774","0.0905190587459822","0.112840246929566","5"
"5 on scale 1-7","2010","Full Time","Female","198","0.101750724209764","0.0892838617569779","0.11421758666255","5"
"5 on scale 1-7","2010","Full Time","Male","527","0.134546345033767","0.124196694003048","0.144895996064486","5"
"6 on scale 1-7","2010","Not Working","Female","192","0.0483376571508989","0.0413748628440867","0.0553004514577111","6"
"6 on scale 1-7","2010","Part Time","Male","77","0.0875720373944702","0.0707057541737987","0.104438320615142","6"
"6 on scale 1-7","2010","Not Working","Male","169","0.0663350827554184","0.0569094619830666","0.0757607035277703","6"
"6 on scale 1-7","2010","Full Time","Female","95","0.0622349401797674","0.0522727658456344","0.0721971145139005","6"
"6 on scale 1-7","2010","Part Time","Female","170","0.0707293377588819","0.0612620500244882","0.0801966254932755","6"
"6 on scale 1-7","2010","Full Time","Male","290","0.0677623483162174","0.0601393576182424","0.0753853390141924","6"
"7 Strongly agree","2010","Not Working","Female","157","0.0467295717376402","0.039877793701168","0.0535813497741124","7"
"7 Strongly agree","2010","Full Time","Male","200","0.05568349642076","0.0487286125213462","0.0626383803201739","7"
"7 Strongly agree","2010","Full Time","Female","68","0.0375637576503286","0.0297229558673622","0.0454045594332949","7"
"7 Strongly agree","2010","Part Time","Male","69","0.0595874827198491","0.045462950009084","0.0737120154306142","7"
"7 Strongly agree","2010","Part Time","Female","96","0.0330555496938823","0.0264535177412062","0.0396575816465583","7"
"7 Strongly agree","2010","Not Working","Male","166","0.0734996144347562","0.0636161742710422","0.0833830545984702","7"
"1 Strongly disagree","2011","Full Time","Female","","","","","1"
"1 Strongly disagree","2011","Part Time","Male","","","","","1"
"1 Strongly disagree","2011","Part Time","Female","","","","","1"
"1 Strongly disagree","2011","Not Working","Male","","","","","1"
"1 Strongly disagree","2011","Not Working","Female","","","","","1"
"1 Strongly disagree","2011","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2011","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2011","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2011","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2011","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2011","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2011","Not Working","Male","","","","","2"
"3 on scale 1-7 ","2011","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2011","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2011","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2011","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2011","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2011","Full Time","Male","","","","","3"
"4 on scale 1-7","2011","Not Working","Male","","","","","4"
"4 on scale 1-7","2011","Not Working","Female","","","","","4"
"4 on scale 1-7","2011","Part Time","Male","","","","","4"
"4 on scale 1-7","2011","Part Time","Female","","","","","4"
"4 on scale 1-7","2011","Full Time","Female","","","","","4"
"4 on scale 1-7","2011","Full Time","Male","","","","","4"
"5 on scale 1-7","2011","Not Working","Female","","","","","5"
"5 on scale 1-7","2011","Not Working","Male","","","","","5"
"5 on scale 1-7","2011","Part Time","Male","","","","","5"
"5 on scale 1-7","2011","Part Time","Female","","","","","5"
"5 on scale 1-7","2011","Full Time","Female","","","","","5"
"5 on scale 1-7","2011","Full Time","Male","","","","","5"
"6 on scale 1-7","2011","Full Time","Female","","","","","6"
"6 on scale 1-7","2011","Not Working","Female","","","","","6"
"6 on scale 1-7","2011","Part Time","Male","","","","","6"
"6 on scale 1-7","2011","Full Time","Male","","","","","6"
"6 on scale 1-7","2011","Part Time","Female","","","","","6"
"6 on scale 1-7","2011","Not Working","Male","","","","","6"
"7 Strongly agree","2011","Full Time","Female","","","","","7"
"7 Strongly agree","2011","Part Time","Male","","","","","7"
"7 Strongly agree","2011","Not Working","Female","","","","","7"
"7 Strongly agree","2011","Full Time","Male","","","","","7"
"7 Strongly agree","2011","Part Time","Female","","","","","7"
"7 Strongly agree","2011","Not Working","Male","","","","","7"
"1 Strongly disagree","2012","Full Time","Female","","","","","1"
"1 Strongly disagree","2012","Part Time","Male","","","","","1"
"1 Strongly disagree","2012","Not Working","Male","","","","","1"
"1 Strongly disagree","2012","Not Working","Female","","","","","1"
"1 Strongly disagree","2012","Part Time","Female","","","","","1"
"1 Strongly disagree","2012","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2012","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2012","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2012","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2012","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2012","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2012","Not Working","Male","","","","","2"
"3 on scale 1-7 ","2012","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2012","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2012","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2012","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2012","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2012","Full Time","Male","","","","","3"
"4 on scale 1-7","2012","Not Working","Female","","","","","4"
"4 on scale 1-7","2012","Not Working","Male","","","","","4"
"4 on scale 1-7","2012","Part Time","Male","","","","","4"
"4 on scale 1-7","2012","Part Time","Female","","","","","4"
"4 on scale 1-7","2012","Full Time","Female","","","","","4"
"4 on scale 1-7","2012","Full Time","Male","","","","","4"
"5 on scale 1-7","2012","Not Working","Female","","","","","5"
"5 on scale 1-7","2012","Not Working","Male","","","","","5"
"5 on scale 1-7","2012","Part Time","Male","","","","","5"
"5 on scale 1-7","2012","Part Time","Female","","","","","5"
"5 on scale 1-7","2012","Full Time","Female","","","","","5"
"5 on scale 1-7","2012","Full Time","Male","","","","","5"
"6 on scale 1-7","2012","Full Time","Female","","","","","6"
"6 on scale 1-7","2012","Not Working","Female","","","","","6"
"6 on scale 1-7","2012","Not Working","Male","","","","","6"
"6 on scale 1-7","2012","Full Time","Male","","","","","6"
"6 on scale 1-7","2012","Part Time","Male","","","","","6"
"6 on scale 1-7","2012","Part Time","Female","","","","","6"
"7 Strongly agree","2012","Not Working","Female","","","","","7"
"7 Strongly agree","2012","Part Time","Male","","","","","7"
"7 Strongly agree","2012","Full Time","Male","","","","","7"
"7 Strongly agree","2012","Full Time","Female","","","","","7"
"7 Strongly agree","2012","Part Time","Female","","","","","7"
"7 Strongly agree","2012","Not Working","Male","","","","","7"
"1 Strongly disagree","2013","Full Time","Female","","","","","1"
"1 Strongly disagree","2013","Part Time","Male","","","","","1"
"1 Strongly disagree","2013","Not Working","Female","","","","","1"
"1 Strongly disagree","2013","Full Time","Male","","","","","1"
"1 Strongly disagree","2013","Part Time","Female","","","","","1"
"1 Strongly disagree","2013","Not Working","Male","","","","","1"
"2 on scale 1-7 ","2013","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2013","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2013","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2013","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2013","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2013","Not Working","Male","","","","","2"
"3 on scale 1-7 ","2013","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2013","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2013","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2013","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2013","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2013","Full Time","Male","","","","","3"
"4 on scale 1-7","2013","Not Working","Female","","","","","4"
"4 on scale 1-7","2013","Not Working","Male","","","","","4"
"4 on scale 1-7","2013","Part Time","Male","","","","","4"
"4 on scale 1-7","2013","Part Time","Female","","","","","4"
"4 on scale 1-7","2013","Full Time","Male","","","","","4"
"4 on scale 1-7","2013","Full Time","Female","","","","","4"
"5 on scale 1-7","2013","Not Working","Female","","","","","5"
"5 on scale 1-7","2013","Part Time","Male","","","","","5"
"5 on scale 1-7","2013","Part Time","Female","","","","","5"
"5 on scale 1-7","2013","Not Working","Male","","","","","5"
"5 on scale 1-7","2013","Full Time","Female","","","","","5"
"5 on scale 1-7","2013","Full Time","Male","","","","","5"
"6 on scale 1-7","2013","Full Time","Female","","","","","6"
"6 on scale 1-7","2013","Not Working","Female","","","","","6"
"6 on scale 1-7","2013","Not Working","Male","","","","","6"
"6 on scale 1-7","2013","Part Time","Male","","","","","6"
"6 on scale 1-7","2013","Part Time","Female","","","","","6"
"6 on scale 1-7","2013","Full Time","Male","","","","","6"
"7 Strongly agree","2013","Not Working","Female","","","","","7"
"7 Strongly agree","2013","Full Time","Male","","","","","7"
"7 Strongly agree","2013","Full Time","Female","","","","","7"
"7 Strongly agree","2013","Part Time","Male","","","","","7"
"7 Strongly agree","2013","Part Time","Female","","","","","7"
"7 Strongly agree","2013","Not Working","Male","","","","","7"
"1 Strongly disagree","2014","Full Time","Female","","","","","1"
"1 Strongly disagree","2014","Part Time","Male","","","","","1"
"1 Strongly disagree","2014","Part Time","Female","","","","","1"
"1 Strongly disagree","2014","Not Working","Male","","","","","1"
"1 Strongly disagree","2014","Not Working","Female","","","","","1"
"1 Strongly disagree","2014","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2014","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2014","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2014","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2014","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2014","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2014","Full Time","Male","","","","","2"
"3 on scale 1-7 ","2014","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2014","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2014","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2014","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2014","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2014","Full Time","Male","","","","","3"
"4 on scale 1-7","2014","Not Working","Female","","","","","4"
"4 on scale 1-7","2014","Part Time","Male","","","","","4"
"4 on scale 1-7","2014","Not Working","Male","","","","","4"
"4 on scale 1-7","2014","Part Time","Female","","","","","4"
"4 on scale 1-7","2014","Full Time","Female","","","","","4"
"4 on scale 1-7","2014","Full Time","Male","","","","","4"
"5 on scale 1-7","2014","Part Time","Male","","","","","5"
"5 on scale 1-7","2014","Full Time","Female","","","","","5"
"5 on scale 1-7","2014","Full Time","Male","","","","","5"
"5 on scale 1-7","2014","Not Working","Female","","","","","5"
"5 on scale 1-7","2014","Part Time","Female","","","","","5"
