"plh0206i05","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2006","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","Female","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","Male","","","","","3"
"4 on scale 1-7","2006","Urban Area","Female","","","","","4"
"4 on scale 1-7","2006","Rural Area","Male","","","","","4"
"4 on scale 1-7","2006","Rural Area","Female","","","","","4"
"4 on scale 1-7","2006","Urban Area","Male","","","","","4"
"5 on scale 1-7","2006","Rural Area","Male","","","","","5"
"5 on scale 1-7","2006","Urban Area","Female","","","","","5"
"5 on scale 1-7","2006","Rural Area","Female","","","","","5"
"5 on scale 1-7","2006","Urban Area","Male","","","","","5"
"6 on scale 1-7","2006","Rural Area","Male","","","","","6"
"6 on scale 1-7","2006","Urban Area","Female","","","","","6"
"6 on scale 1-7","2006","Rural Area","Female","","","","","6"
"6 on scale 1-7","2006","Urban Area","Male","","","","","6"
"7 Strongly agree","2006","Urban Area","Female","","","","","7"
"7 Strongly agree","2006","Rural Area","Male","","","","","7"
"7 Strongly agree","2006","Rural Area","Female","","","","","7"
"7 Strongly agree","2006","Urban Area","Male","","","","","7"
"1 Strongly disagree","2007","Urban Area","Male","","","","","1"
"1 Strongly disagree","2007","Urban Area","Female","","","","","1"
"1 Strongly disagree","2007","Rural Area","Male","","","","","1"
"1 Strongly disagree","2007","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2007","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2007","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","Female","","","","","3"
"4 on scale 1-7","2007","Urban Area","Male","","","","","4"
"4 on scale 1-7","2007","Urban Area","Female","","","","","4"
"4 on scale 1-7","2007","Rural Area","Male","","","","","4"
"4 on scale 1-7","2007","Rural Area","Female","","","","","4"
"5 on scale 1-7","2007","Urban Area","Male","","","","","5"
"5 on scale 1-7","2007","Urban Area","Female","","","","","5"
"5 on scale 1-7","2007","Rural Area","Male","","","","","5"
"5 on scale 1-7","2007","Rural Area","Female","","","","","5"
"6 on scale 1-7","2007","Rural Area","Male","","","","","6"
"6 on scale 1-7","2007","Urban Area","Male","","","","","6"
"6 on scale 1-7","2007","Urban Area","Female","","","","","6"
"6 on scale 1-7","2007","Rural Area","Female","","","","","6"
"7 Strongly agree","2007","Urban Area","Male","","","","","7"
"7 Strongly agree","2007","Urban Area","Female","","","","","7"
"7 Strongly agree","2007","Rural Area","Male","","","","","7"
"7 Strongly agree","2007","Rural Area","Female","","","","","7"
"1 Strongly disagree","2008","Urban Area","Female","","","","","1"
"1 Strongly disagree","2008","Rural Area","Male","","","","","1"
"1 Strongly disagree","2008","Urban Area","Male","","","","","1"
"1 Strongly disagree","2008","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2008","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2008","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2008","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2008","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","Female","","","","","3"
"4 on scale 1-7","2008","Urban Area","Female","","","","","4"
"4 on scale 1-7","2008","Rural Area","Male","","","","","4"
"4 on scale 1-7","2008","Urban Area","Male","","","","","4"
"4 on scale 1-7","2008","Rural Area","Female","","","","","4"
"5 on scale 1-7","2008","Rural Area","Male","","","","","5"
"5 on scale 1-7","2008","Urban Area","Male","","","","","5"
"5 on scale 1-7","2008","Urban Area","Female","","","","","5"
"5 on scale 1-7","2008","Rural Area","Female","","","","","5"
"6 on scale 1-7","2008","Urban Area","Female","","","","","6"
"6 on scale 1-7","2008","Rural Area","Female","","","","","6"
"6 on scale 1-7","2008","Urban Area","Male","","","","","6"
"6 on scale 1-7","2008","Rural Area","Male","","","","","6"
"7 Strongly agree","2008","Urban Area","Male","","","","","7"
"7 Strongly agree","2008","Urban Area","Female","","","","","7"
"7 Strongly agree","2008","Rural Area","Male","","","","","7"
"7 Strongly agree","2008","Rural Area","Female","","","","","7"
"1 Strongly disagree","2009","Urban Area","Female","","","","","1"
"1 Strongly disagree","2009","Rural Area","Male","","","","","1"
"1 Strongly disagree","2009","Rural Area","Female","","","","","1"
"1 Strongly disagree","2009","Urban Area","Male","","","","","1"
"2 on scale 1-7 ","2009","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2009","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2009","Rural Area","Female","","","","","2"
"2 on scale 1-7 ","2009","Urban Area","Male","","","","","2"
"3 on scale 1-7 ","2009","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2009","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2009","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2009","Rural Area","Female","","","","","3"
"4 on scale 1-7","2009","Urban Area","Female","","","","","4"
"4 on scale 1-7","2009","Rural Area","Male","","","","","4"
"4 on scale 1-7","2009","Urban Area","Male","","","","","4"
"4 on scale 1-7","2009","Rural Area","Female","","","","","4"
"5 on scale 1-7","2009","Urban Area","Male","","","","","5"
"5 on scale 1-7","2009","Rural Area","Male","","","","","5"
"5 on scale 1-7","2009","Urban Area","Female","","","","","5"
"5 on scale 1-7","2009","Rural Area","Female","","","","","5"
"6 on scale 1-7","2009","Urban Area","Female","","","","","6"
"6 on scale 1-7","2009","Urban Area","Male","","","","","6"
"6 on scale 1-7","2009","Rural Area","Male","","","","","6"
"6 on scale 1-7","2009","Rural Area","Female","","","","","6"
"7 Strongly agree","2009","Urban Area","Male","","","","","7"
"7 Strongly agree","2009","Urban Area","Female","","","","","7"
"7 Strongly agree","2009","Rural Area","Male","","","","","7"
"7 Strongly agree","2009","Rural Area","Female","","","","","7"
"1 Strongly disagree","2010","Urban Area","Male","884","0.175371392270754","0.165044266033878","0.18569851850763","1"
"1 Strongly disagree","2010","Urban Area","Female","1358","0.246996982261998","0.235900037844722","0.258093926679274","1"
"1 Strongly disagree","2010","Rural Area","Male","395","0.146968681057692","0.133672117127285","0.160265244988098","1"
"1 Strongly disagree","2010","Rural Area","Female","626","0.214504314337383","0.199613413850311","0.229395214824455","1"
"2 on scale 1-7 ","2010","Urban Area","Male","1159","0.214108478238203","0.202968889780879","0.225248066695526","2"
"2 on scale 1-7 ","2010","Urban Area","Female","1408","0.217539098334948","0.20692313979559","0.228155056874307","2"
"2 on scale 1-7 ","2010","Rural Area","Male","533","0.186792734176089","0.172156641387738","0.201428826964439","2"
"2 on scale 1-7 ","2010","Rural Area","Female","671","0.217217024143555","0.202258158575061","0.232175889712049","2"
"3 on scale 1-7 ","2010","Urban Area","Male","1003","0.191744323485133","0.181053613411775","0.202435033558491","3"
"3 on scale 1-7 ","2010","Urban Area","Female","1109","0.190017586587597","0.179922874836488","0.200112298338706","3"
"3 on scale 1-7 ","2010","Rural Area","Female","515","0.18474807407487","0.170669232559985","0.198826915589754","3"
"3 on scale 1-7 ","2010","Rural Area","Male","468","0.168637666729751","0.154576640975239","0.182698692484263","3"
"4 on scale 1-7","2010","Urban Area","Female","955","0.164441894329278","0.15490397175515","0.173979816903407","4"
"4 on scale 1-7","2010","Rural Area","Male","579","0.202455729022942","0.187365807726891","0.217545650318992","4"
"4 on scale 1-7","2010","Urban Area","Male","990","0.181219274096981","0.170758666500477","0.191679881693484","4"
"4 on scale 1-7","2010","Rural Area","Female","510","0.155122611755233","0.141989566488535","0.168255657021931","4"
"5 on scale 1-7","2010","Urban Area","Male","568","0.112497245789815","0.103916466883128","0.121078024696503","5"
"5 on scale 1-7","2010","Rural Area","Male","383","0.146169007602347","0.132902453086744","0.159435562117951","5"
"5 on scale 1-7","2010","Urban Area","Female","494","0.0945124705398724","0.0869850700427434","0.102039871037001","5"
"5 on scale 1-7","2010","Rural Area","Female","297","0.102064244565235","0.0910820157270027","0.113046473403468","5"
"6 on scale 1-7","2010","Urban Area","Male","325","0.0658109850774104","0.0590775374565268","0.072544432698294","6"
"6 on scale 1-7","2010","Urban Area","Female","273","0.0511292870421477","0.0454617075734062","0.0567968665108893","6"
"6 on scale 1-7","2010","Rural Area","Male","211","0.0798173382540924","0.069640094349642","0.0899945821585428","6"
"6 on scale 1-7","2010","Rural Area","Female","184","0.0751415202143008","0.0655782005333147","0.084704839895287","6"
"7 Strongly agree","2010","Urban Area","Male","280","0.0592483010417045","0.0528369970615542","0.0656596050218548","7"
"7 Strongly agree","2010","Urban Area","Female","205","0.0353626809041582","0.0306102714666555","0.040115090341661","7"
"7 Strongly agree","2010","Rural Area","Male","155","0.0691588431570874","0.0596307457565605","0.0786869405576143","7"
"7 Strongly agree","2010","Rural Area","Female","116","0.0512022109094231","0.0432064051998296","0.0591980166190166","7"
"1 Strongly disagree","2011","Urban Area","Male","","","","","1"
"1 Strongly disagree","2011","Urban Area","Female","","","","","1"
"1 Strongly disagree","2011","Rural Area","Male","","","","","1"
"1 Strongly disagree","2011","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2011","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2011","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2011","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2011","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2011","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2011","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2011","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2011","Rural Area","Female","","","","","3"
"4 on scale 1-7","2011","Urban Area","Male","","","","","4"
"4 on scale 1-7","2011","Urban Area","Female","","","","","4"
"4 on scale 1-7","2011","Rural Area","Male","","","","","4"
"4 on scale 1-7","2011","Rural Area","Female","","","","","4"
"5 on scale 1-7","2011","Rural Area","Male","","","","","5"
"5 on scale 1-7","2011","Urban Area","Female","","","","","5"
"5 on scale 1-7","2011","Urban Area","Male","","","","","5"
"5 on scale 1-7","2011","Rural Area","Female","","","","","5"
"6 on scale 1-7","2011","Urban Area","Male","","","","","6"
"6 on scale 1-7","2011","Urban Area","Female","","","","","6"
"6 on scale 1-7","2011","Rural Area","Male","","","","","6"
"6 on scale 1-7","2011","Rural Area","Female","","","","","6"
"7 Strongly agree","2011","Urban Area","Male","","","","","7"
"7 Strongly agree","2011","Urban Area","Female","","","","","7"
"7 Strongly agree","2011","Rural Area","Male","","","","","7"
"7 Strongly agree","2011","Rural Area","Female","","","","","7"
"1 Strongly disagree","2012","Urban Area","Male","","","","","1"
"1 Strongly disagree","2012","Urban Area","Female","","","","","1"
"1 Strongly disagree","2012","Rural Area","Male","","","","","1"
"1 Strongly disagree","2012","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2012","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2012","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2012","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2012","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2012","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2012","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2012","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2012","Rural Area","Female","","","","","3"
"4 on scale 1-7","2012","Urban Area","Male","","","","","4"
"4 on scale 1-7","2012","Urban Area","Female","","","","","4"
"4 on scale 1-7","2012","Rural Area","Male","","","","","4"
"4 on scale 1-7","2012","Rural Area","Female","","","","","4"
"5 on scale 1-7","2012","Urban Area","Male","","","","","5"
"5 on scale 1-7","2012","Urban Area","Female","","","","","5"
"5 on scale 1-7","2012","Rural Area","Male","","","","","5"
"5 on scale 1-7","2012","Rural Area","Female","","","","","5"
"6 on scale 1-7","2012","Urban Area","Male","","","","","6"
"6 on scale 1-7","2012","Urban Area","Female","","","","","6"
"6 on scale 1-7","2012","Rural Area","Male","","","","","6"
"6 on scale 1-7","2012","Rural Area","Female","","","","","6"
"7 Strongly agree","2012","Urban Area","Male","","","","","7"
"7 Strongly agree","2012","Urban Area","Female","","","","","7"
"7 Strongly agree","2012","Rural Area","Male","","","","","7"
"7 Strongly agree","2012","Rural Area","Female","","","","","7"
"1 Strongly disagree","2013","Urban Area","Male","","","","","1"
"1 Strongly disagree","2013","Urban Area","Female","","","","","1"
"1 Strongly disagree","2013","Rural Area","Male","","","","","1"
"1 Strongly disagree","2013","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2013","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2013","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2013","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2013","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2013","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2013","Rural Area","Female","","","","","3"
"3 on scale 1-7 ","2013","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2013","Urban Area","Female","","","","","3"
"4 on scale 1-7","2013","Urban Area","Male","","","","","4"
"4 on scale 1-7","2013","Urban Area","Female","","","","","4"
"4 on scale 1-7","2013","Rural Area","Male","","","","","4"
"4 on scale 1-7","2013","Rural Area","Female","","","","","4"
"5 on scale 1-7","2013","Urban Area","Male","","","","","5"
"5 on scale 1-7","2013","Rural Area","Male","","","","","5"
"5 on scale 1-7","2013","Urban Area","Female","","","","","5"
"5 on scale 1-7","2013","Rural Area","Female","","","","","5"
"6 on scale 1-7","2013","Urban Area","Male","","","","","6"
"6 on scale 1-7","2013","Urban Area","Female","","","","","6"
"6 on scale 1-7","2013","Rural Area","Male","","","","","6"
"6 on scale 1-7","2013","Rural Area","Female","","","","","6"
"7 Strongly agree","2013","Urban Area","Male","","","","","7"
"7 Strongly agree","2013","Urban Area","Female","","","","","7"
"7 Strongly agree","2013","Rural Area","Male","","","","","7"
"7 Strongly agree","2013","Rural Area","Female","","","","","7"
"1 Strongly disagree","2014","Urban Area","Male","","","","","1"
"1 Strongly disagree","2014","Urban Area","Female","","","","","1"
"1 Strongly disagree","2014","Rural Area","Male","","","","","1"
"1 Strongly disagree","2014","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2014","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2014","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2014","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2014","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2014","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2014","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2014","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2014","Rural Area","Female","","","","","3"
"4 on scale 1-7","2014","Urban Area","Male","","","","","4"
"4 on scale 1-7","2014","Rural Area","Female","","","","","4"
"4 on scale 1-7","2014","Urban Area","Female","","","","","4"
"4 on scale 1-7","2014","Rural Area","Male","","","","","4"
"5 on scale 1-7","2014","Urban Area","Female","","","","","5"
"5 on scale 1-7","2014","Urban Area","Male","","","","","5"
"5 on scale 1-7","2014","Rural Area","Male","","","","","5"
"5 on scale 1-7","2014","Rural Area","Female","","","","","5"
"6 on scale 1-7","2014","Urban Area","Male","","","","","6"
"6 on scale 1-7","2014","Urban Area","Female","","","","","6"
"6 on scale 1-7","2014","Rural Area","Male","","","","","6"
"6 on scale 1-7","2014","Rural Area","Female","","","","","6"
"7 Strongly agree","2014","Urban Area","Male","","","","","7"
"7 Strongly agree","2014","Urban Area","Female","","","","","7"
"7 Strongly agree","2014","Rural Area","Male","","","","","7"
"7 Strongly agree","2014","Rural Area","Female","","","","","7"
"1 Strongly disagree","2015","Urban Area","Male","1799","0.205611123005467","0.196783656309444","0.214438589701491","1"
"1 Strongly disagree","2015","Urban Area","Female","3042","0.314466521132481","0.305154414341711","0.32377862792325","1"
"1 Strongly disagree","2015","Rural Area","Male","856","0.182887045535936","0.171248461819703","0.194525629252169","1"
"1 Strongly disagree","2015","Rural Area","Female","1324","0.26820702882783","0.255774588383743","0.280639469271917","1"
"2 on scale 1-7 ","2015","Urban Area","Male","1998","0.236710242825066","0.227425936723265","0.245994548926866","2"
"2 on scale 1-7 ","2015","Urban Area","Female","2546","0.262261629283021","0.253439671628886","0.271083586937156","2"
"2 on scale 1-7 ","2015","Rural Area","Female","1271","0.25238781664351","0.240197932682877","0.264577700604144","2"
"2 on scale 1-7 ","2015","Rural Area","Male","989","0.222505634534338","0.209983258341032","0.235028010727644","2"
"3 on scale 1-7 ","2015","Urban Area","Male","1359","0.179726046890977","0.171339538621689","0.188112555160264","3"
"3 on scale 1-7 ","2015","Rural Area","Male","741","0.189787545524687","0.177981595871012","0.201593495178362","3"
"3 on scale 1-7 ","2015","Urban Area","Female","1368","0.143441460990509","0.136411348413367","0.150471573567651","3"
"3 on scale 1-7 ","2015","Rural Area","Female","783","0.162875418478529","0.152513265186049","0.173237571771009","3"
"4 on scale 1-7","2015","Urban Area","Male","1314","0.173306556542408","0.165039023274318","0.181574089810498","4"
"4 on scale 1-7","2015","Rural Area","Female","695","0.1378567492308","0.128182195832652","0.147531302628948","4"
"4 on scale 1-7","2015","Urban Area","Female","1244","0.138596652090694","0.131666766690197","0.145526537491191","4"
"4 on scale 1-7","2015","Rural Area","Male","747","0.175586321118713","0.164131572858722","0.187041069378704","4"
"5 on scale 1-7","2015","Urban Area","Male","738","0.0970263513410787","0.0905612014793913","0.103491501202766","5"
"5 on scale 1-7","2015","Urban Area","Female","631","0.067933755014263","0.0628869955552775","0.0729805144732484","5"
"5 on scale 1-7","2015","Rural Area","Male","447","0.110870435660333","0.10141768902679","0.120323182293876","5"
"5 on scale 1-7","2015","Rural Area","Female","366","0.0812481278043005","0.0735809948781717","0.0889152607304293","5"
"6 on scale 1-7","2015","Rural Area","Female","251","0.0604382155865204","0.053750994498005","0.0671254366750358","6"
"6 on scale 1-7","2015","Urban Area","Male","459","0.063760855626004","0.0584242307824206","0.0690974804695874","6"
"6 on scale 1-7","2015","Urban Area","Female","393","0.0404594312897365","0.036507694931489","0.0444111676479839","6"
"6 on scale 1-7","2015","Rural Area","Male","256","0.0616433746559512","0.0544024374671568","0.0688843118447456","6"
"7 Strongly agree","2015","Rural Area","Female","188","0.0369866434285092","0.031690425969913","0.0422828608871054","7"
"7 Strongly agree","2015","Urban Area","Male","385","0.0438588237690001","0.039385959610102","0.0483316879278982","7"
"7 Strongly agree","2015","Urban Area","Female","326","0.032840550199296","0.0292661707272494","0.0364149296713425","7"
"7 Strongly agree","2015","Rural Area","Male","202","0.0567196429700419","0.0497557072390939","0.0636835787009898","7"
"1 Strongly disagree","2016","Urban Area","Male","1192","0.481175024217782","0.458207555832814","0.504142492602751","1"
"1 Strongly disagree","2016","Urban Area","Female","872","0.525151636409835","0.496695524960649","0.55360774785902","1"
"1 Strongly disagree","2016","Rural Area","Male","582","0.60767642434644","0.575324325437553","0.640028523255326","1"
"1 Strongly disagree","2016","Rural Area","Female","328","0.678726172466363","0.636283122342954","0.721169222589772","1"
"2 on scale 1-7 ","2016","Urban Area","Female","97","0.226153683866758","0.202314855234412","0.249992512499104","2"
"2 on scale 1-7 ","2016","Rural Area","Female","41","0.124921635160443","0.0948702899077919","0.154972980413094","2"
"2 on scale 1-7 ","2016","Urban Area","Male","216","0.182496040909591","0.164740953794689","0.200251128024492","2"
"2 on scale 1-7 ","2016","Rural Area","Male","93","0.10946407354877","0.0887766888908608","0.13015145820668","2"
"3 on scale 1-7 ","2016","Urban Area","Male","130","0.0803684034312296","0.0678715474704372","0.092865259392022","3"
"3 on scale 1-7 ","2016","Rural Area","Male","50","0.105762431842195","0.0853856200478084","0.126139243636582","3"
"3 on scale 1-7 ","2016","Rural Area","Female","18","","","","3"
"3 on scale 1-7 ","2016","Urban Area","Female","61","0.075476067743584","0.0604231936040983","0.0905289418830698","3"
"4 on scale 1-7","2016","Urban Area","Male","104","0.0928968836738395","0.0795530673987114","0.106240699948968","4"
"4 on scale 1-7","2016","Rural Area","Female","26","","","","4"
"4 on scale 1-7","2016","Urban Area","Female","59","0.0617567365861022","0.0480398478660623","0.0754736253061422","4"
"4 on scale 1-7","2016","Rural Area","Male","49","0.0638392118703511","0.0476411502752553","0.080037273465447","4"
"5 on scale 1-7","2016","Urban Area","Male","50","0.0552178229372961","0.0447186125730035","0.0657170333015887","5"
"5 on scale 1-7","2016","Urban Area","Female","28","","","","5"
"5 on scale 1-7","2016","Rural Area","Male","35","0.042759874393317","0.0293546921541555","0.0561650566324786","5"
"5 on scale 1-7","2016","Rural Area","Female","20","","","","5"
"6 on scale 1-7","2016","Urban Area","Male","38","0.0462899528822774","0.0366316082081291","0.0559482975564258","6"
"6 on scale 1-7","2016","Urban Area","Female","14","","","","6"
"6 on scale 1-7","2016","Rural Area","Female","10","","","","6"
"6 on scale 1-7","2016","Rural Area","Male","16","","","","6"
"7 Strongly agree","2016","Urban Area","Male","88","0.0615558719479845","0.0505077081099813","0.0726040357859877","7"
"7 Strongly agree","2016","Rural Area","Female","22","","","","7"
"7 Strongly agree","2016","Urban Area","Female","52","0.0498373147976905","0.0374370196706491","0.0622376099247318","7"
"7 Strongly agree","2016","Rural Area","Male","50","0.0511792315551769","0.0365782169284605","0.0657802461818933","7"
"1 Strongly disagree","2017","Urban Area","Male","794","0.642525198933201","0.61524964712798","0.669800750738421","1"
"1 Strongly disagree","2017","Urban Area","Female","625","0.68001183486146","0.64941703932155","0.710606630401371","1"
"1 Strongly disagree","2017","Rural Area","Male","337","0.766987333097038","0.727840832535022","0.806133833659055","1"
"1 Strongly disagree","2017","Rural Area","Female","261","0.811547262176098","0.769095333580101","0.853999190772094","1"
"2 on scale 1-7 ","2017","Urban Area","Male","123","0.105839831617743","0.0883317736246221","0.123347889610863","2"
"2 on scale 1-7 ","2017","Rural Area","Male","31","0.0605956812184343","0.0385026047190412","0.0826887577178274","2"
"2 on scale 1-7 ","2017","Rural Area","Female","30","0.0865561688800509","0.0560330275653922","0.11707931019471","2"
"2 on scale 1-7 ","2017","Urban Area","Female","85","0.0932369249358052","0.0741663737393881","0.112307476132222","2"
"3 on scale 1-7 ","2017","Urban Area","Male","62","0.0479569022642741","0.0357961732161959","0.0601176313123523","3"
"3 on scale 1-7 ","2017","Urban Area","Female","52","0.0572332345764489","0.0419980177568041","0.0724684513960937","3"
"3 on scale 1-7 ","2017","Rural Area","Male","20","","","","3"
"3 on scale 1-7 ","2017","Rural Area","Female","8","","","","3"
"4 on scale 1-7","2017","Urban Area","Male","83","0.0789348053680578","0.0635891583802822","0.0942804523558334","4"
"4 on scale 1-7","2017","Urban Area","Female","55","0.0693242659613084","0.0526646802699853","0.0859838516526315","4"
"4 on scale 1-7","2017","Rural Area","Male","27","","","","4"
"4 on scale 1-7","2017","Rural Area","Female","10","","","","4"
"5 on scale 1-7","2017","Urban Area","Male","33","0.0379789653181021","0.0271004508182918","0.0488574798179123","5"
"5 on scale 1-7","2017","Urban Area","Female","20","","","","5"
"5 on scale 1-7","2017","Rural Area","Male","8","","","","5"
"5 on scale 1-7","2017","Rural Area","Female","3","","","","5"
"6 on scale 1-7","2017","Urban Area","Male","15","","","","6"
"6 on scale 1-7","2017","Urban Area","Female","7","","","","6"
"6 on scale 1-7","2017","Rural Area","Female","2","","","","6"
"6 on scale 1-7","2017","Rural Area","Male","5","","","","6"
"7 Strongly agree","2017","Urban Area","Male","76","0.0724482566257392","0.0576949696880176","0.0872015435634609","7"
"7 Strongly agree","2017","Urban Area","Female","49","0.0639538352177245","0.0479064494646018","0.0800012209708472","7"
"7 Strongly agree","2017","Rural Area","Male","20","","","","7"
"7 Strongly agree","2017","Rural Area","Female","12","","","","7"
