"plh0206i05","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2005","Part Time","vocational + Abi","53","0.147096438025704","0.108288180450466","0.185904695600942","4"
"4 on scale 1-7","2005","Part Time","higher vocational","58","0.177904760019746","0.136829452347377","0.218980067692114","4"
"4 on scale 1-7","2005","Not Working","inadequately","20","","","","4"
"4 on scale 1-7","2005","Not Working","general elemantary","255","0.18664500196626","0.165814645169565","0.207475358762955","4"
"4 on scale 1-7","2005","Not Working","middle vocational","691","0.176937835283699","0.165002233676358","0.18887343689104","4"
"4 on scale 1-7","2005","Not Working","vocational + Abi","54","0.197157227169288","0.150804373614348","0.243510080724228","4"
"4 on scale 1-7","2005","Not Working","higher vocational","78","0.176390483037982","0.141406929440854","0.211374036635109","4"
"4 on scale 1-7","2005","Not Working","higher education","152","0.170021748380171","0.146750662578621","0.193292834181721","4"
"4 on scale 1-7","2005","Part Time","inadequately","9","","","","4"
"4 on scale 1-7","2005","Part Time","general elemantary","103","0.219485562674204","0.183133683245716","0.255837442102692","4"
"4 on scale 1-7","2005","Part Time","middle vocational","519","0.198224972301208","0.182607055251206","0.213842889351211","4"
"4 on scale 1-7","2005","Full Time","middle vocational","796","0.219065176253282","0.205923074425508","0.232207278081056","4"
"4 on scale 1-7","2005","Full Time","vocational + Abi","108","0.230285223249789","0.194408051243389","0.26616239525619","4"
"4 on scale 1-7","2005","Full Time","higher vocational","151","0.229383611171541","0.199629243701072","0.25913797864201","4"
"4 on scale 1-7","2005","Full Time","higher education","369","0.167893297868687","0.152387033436234","0.18339956230114","4"
"5 on scale 1-7","2005","Not Working","general elemantary","157","0.118026391812929","0.100777316565833","0.135275467060024","5"
"5 on scale 1-7","2005","Not Working","inadequately","10","","","","5"
"5 on scale 1-7","2005","Not Working","in school","73","0.120192992295014","0.0929913452635805","0.147394639326448","5"
"5 on scale 1-7","2005","Not Working","middle vocational","450","0.117970769654804","0.107881811152413","0.128059728157195","5"
"5 on scale 1-7","2005","Not Working","vocational + Abi","31","0.088445479033376","0.0553640686265675","0.121526889440184","5"
"5 on scale 1-7","2005","Not Working","higher vocational","38","0.0625518283218456","0.0403259308316874","0.0847777258120038","5"
"5 on scale 1-7","2005","Not Working","higher education","101","0.10186787397548","0.0831300226342286","0.120605725316731","5"
"5 on scale 1-7","2005","Full Time","in school","1","","","","5"
"5 on scale 1-7","2005","Full Time","inadequately","5","","","","5"
"5 on scale 1-7","2005","Full Time","general elemantary","71","0.140430168649181","0.111525207471542","0.16933512982682","5"
"5 on scale 1-7","2005","Full Time","middle vocational","486","0.113426772898115","0.103350826356231","0.123502719439999","5"
"5 on scale 1-7","2005","Full Time","vocational + Abi","57","0.113553857589874","0.0865175500193672","0.140590165160381","5"
"5 on scale 1-7","2005","Full Time","higher vocational","90","0.0785662624201155","0.0595247907714351","0.0976077340687959","5"
"5 on scale 1-7","2005","Full Time","higher education","205","0.0921315319835911","0.0801333178516246","0.104129746115558","5"
"5 on scale 1-7","2005","Part Time","in school","9","","","","5"
"5 on scale 1-7","2005","Part Time","inadequately","8","","","","5"
"5 on scale 1-7","2005","Part Time","general elemantary","53","0.117435448741135","0.0891602109913295","0.145710686490941","5"
"5 on scale 1-7","2005","Part Time","middle vocational","305","0.122106489320084","0.109279995444679","0.134932983195489","5"
"5 on scale 1-7","2005","Part Time","vocational + Abi","37","0.0948518031340806","0.0627480547599588","0.126955551508202","5"
"5 on scale 1-7","2005","Part Time","higher vocational","40","0.140065289856568","0.102789747084987","0.17734083262815","5"
"5 on scale 1-7","2005","Part Time","higher education","69","0.0770043019578333","0.0598516436802618","0.0941569602354048","5"
"6 on scale 1-7","2005","Not Working","inadequately","11","","","","6"
"6 on scale 1-7","2005","Not Working","in school","63","0.13998317221854","0.110959436633338","0.169006907803741","6"
"6 on scale 1-7","2005","Not Working","general elemantary","104","0.0764222891361735","0.0622187948962603","0.0906257833760866","6"
"6 on scale 1-7","2005","Not Working","middle vocational","286","0.0774396893164253","0.0690798712733854","0.0857995073594651","6"
"6 on scale 1-7","2005","Not Working","higher vocational","27","","","","6"
"6 on scale 1-7","2005","Not Working","higher education","43","0.0329242362125171","0.0218702439458801","0.043978228479154","6"
"6 on scale 1-7","2005","Not Working","vocational + Abi","19","","","","6"
"6 on scale 1-7","2005","Part Time","in school","9","","","","6"
"6 on scale 1-7","2005","Part Time","inadequately","1","","","","6"
"6 on scale 1-7","2005","Part Time","general elemantary","46","0.0945303354208718","0.0688349005811466","0.120225770260597","6"
"6 on scale 1-7","2005","Part Time","middle vocational","161","0.0681122885875876","0.0582424012554684","0.0779821759197067","6"
"6 on scale 1-7","2005","Part Time","vocational + Abi","25","","","","6"
"6 on scale 1-7","2005","Part Time","higher vocational","21","","","","6"
"6 on scale 1-7","2005","Full Time","in school","1","","","","6"
"6 on scale 1-7","2005","Full Time","inadequately","3","","","","6"
"6 on scale 1-7","2005","Full Time","general elemantary","46","0.0834455600887876","0.0604373756972437","0.106453744480332","6"
"6 on scale 1-7","2005","Full Time","middle vocational","290","0.0860393699764603","0.077129258954968","0.0949494809979527","6"
"6 on scale 1-7","2005","Part Time","higher education","36","0.0507427927911652","0.0366221899655343","0.064863395616796","6"
"6 on scale 1-7","2005","Full Time","higher education","108","0.0568991323804666","0.0472889221084984","0.0665093426524347","6"
"6 on scale 1-7","2005","Full Time","vocational + Abi","29","","","","6"
"6 on scale 1-7","2005","Full Time","higher vocational","39","0.0732948798935263","0.0548507569236152","0.0917390028634374","6"
"7 Strongly agree","2005","Not Working","inadequately","23","","","","7"
"7 Strongly agree","2005","Not Working","in school","49","0.0999654324579208","0.0748745209820533","0.125056343933788","7"
"7 Strongly agree","2005","Not Working","general elemantary","96","0.0710011894781382","0.0572706105845806","0.0847317683716959","7"
"7 Strongly agree","2005","Not Working","higher vocational","10","","","","7"
"7 Strongly agree","2005","Not Working","higher education","21","","","","7"
"7 Strongly agree","2005","Not Working","middle vocational","213","0.0531873072483976","0.046168655763184","0.0602059587336112","7"
"7 Strongly agree","2005","Part Time","in school","3","","","","7"
"7 Strongly agree","2005","Part Time","inadequately","1","","","","7"
"7 Strongly agree","2005","Not Working","vocational + Abi","9","","","","7"
"7 Strongly agree","2005","Part Time","general elemantary","45","0.0834469475813558","0.059157510425823","0.107736384736889","7"
"7 Strongly agree","2005","Part Time","middle vocational","141","0.0692055043620294","0.059262562765334","0.0791484459587248","7"
"7 Strongly agree","2005","Part Time","vocational + Abi","10","","","","7"
"7 Strongly agree","2005","Part Time","higher vocational","10","","","","7"
"7 Strongly agree","2005","Part Time","higher education","20","","","","7"
"7 Strongly agree","2005","Full Time","in school","","","","","7"
"7 Strongly agree","2005","Full Time","inadequately","5","","","","7"
"7 Strongly agree","2005","Full Time","general elemantary","51","0.0978577775600517","0.0731384428388259","0.122577112281277","7"
"7 Strongly agree","2005","Full Time","middle vocational","229","0.0618154524479493","0.0541636557187498","0.0694672491771488","7"
"7 Strongly agree","2005","Full Time","vocational + Abi","23","","","","7"
"7 Strongly agree","2005","Full Time","higher vocational","30","0.0327646106244711","0.0201661058843807","0.0453631153645614","7"
"7 Strongly agree","2005","Full Time","higher education","42","0.0242398521797304","0.0178596048016721","0.0306200995577886","7"
"1 Strongly disagree","2006","Part Time","general elemantary","","","","","1"
"1 Strongly disagree","2006","Part Time","middle vocational","","","","","1"
"1 Strongly disagree","2006","Part Time","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","Part Time","higher vocational","","","","","1"
"1 Strongly disagree","2006","Part Time","higher education","","","","","1"
"1 Strongly disagree","2006","Not Working","in school","","","","","1"
"1 Strongly disagree","2006","Not Working","inadequately","","","","","1"
"1 Strongly disagree","2006","Not Working","general elemantary","","","","","1"
"1 Strongly disagree","2006","Not Working","middle vocational","","","","","1"
"1 Strongly disagree","2006","Not Working","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","Not Working","higher vocational","","","","","1"
"1 Strongly disagree","2006","Not Working","higher education","","","","","1"
"1 Strongly disagree","2006","Full Time","in school","","","","","1"
"1 Strongly disagree","2006","Full Time","inadequately","","","","","1"
"1 Strongly disagree","2006","Full Time","general elemantary","","","","","1"
"1 Strongly disagree","2006","Full Time","middle vocational","","","","","1"
"1 Strongly disagree","2006","Full Time","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","Full Time","higher vocational","","","","","1"
"1 Strongly disagree","2006","Full Time","higher education","","","","","1"
"1 Strongly disagree","2006","Part Time","in school","","","","","1"
"1 Strongly disagree","2006","Part Time","inadequately","","","","","1"
"2 on scale 1-7 ","2006","Not Working","inadequately","","","","","2"
"2 on scale 1-7 ","2006","Not Working","in school","","","","","2"
"2 on scale 1-7 ","2006","Not Working","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","Part Time","inadequately","","","","","2"
"2 on scale 1-7 ","2006","Not Working","higher education","","","","","2"
"2 on scale 1-7 ","2006","Part Time","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","Not Working","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","Not Working","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","Not Working","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","Part Time","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","Part Time","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","Full Time","inadequately","","","","","2"
"2 on scale 1-7 ","2006","Full Time","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","Part Time","in school","","","","","2"
"2 on scale 1-7 ","2006","Part Time","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","Part Time","higher education","","","","","2"
"2 on scale 1-7 ","2006","Full Time","in school","","","","","2"
"2 on scale 1-7 ","2006","Full Time","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","Full Time","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","Full Time","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","Full Time","higher education","","","","","2"
"3 on scale 1-7 ","2006","Not Working","in school","","","","","3"
"3 on scale 1-7 ","2006","Not Working","inadequately","","","","","3"
"3 on scale 1-7 ","2006","Not Working","general elemantary","","","","","3"
"3 on scale 1-7 ","2006","Part Time","in school","","","","","3"
"3 on scale 1-7 ","2006","Part Time","inadequately","","","","","3"
"3 on scale 1-7 ","2006","Part Time","general elemantary","","","","","3"
"3 on scale 1-7 ","2006","Part Time","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","Part Time","higher education","","","","","3"
"3 on scale 1-7 ","2006","Not Working","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","Not Working","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","Not Working","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","Not Working","higher education","","","","","3"
"3 on scale 1-7 ","2006","Part Time","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","Part Time","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","Full Time","inadequately","","","","","3"
"3 on scale 1-7 ","2006","Full Time","general elemantary","","","","","3"
"3 on scale 1-7 ","2006","Full Time","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","Full Time","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","Full Time","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","Full Time","higher education","","","","","3"
"3 on scale 1-7 ","2006","Full Time","in school","","","","","3"
"4 on scale 1-7","2006","Part Time","higher education","","","","","4"
"4 on scale 1-7","2006","Part Time","higher vocational","","","","","4"
"4 on scale 1-7","2006","Not Working","middle vocational","","","","","4"
"4 on scale 1-7","2006","Not Working","in school","","","","","4"
"4 on scale 1-7","2006","Not Working","inadequately","","","","","4"
"4 on scale 1-7","2006","Not Working","general elemantary","","","","","4"
"4 on scale 1-7","2006","Not Working","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","Not Working","higher vocational","","","","","4"
"4 on scale 1-7","2006","Not Working","higher education","","","","","4"
"4 on scale 1-7","2006","Part Time","in school","","","","","4"
"4 on scale 1-7","2006","Part Time","inadequately","","","","","4"
"4 on scale 1-7","2006","Part Time","general elemantary","","","","","4"
"4 on scale 1-7","2006","Part Time","middle vocational","","","","","4"
"4 on scale 1-7","2006","Part Time","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","Full Time","in school","","","","","4"
"4 on scale 1-7","2006","Full Time","inadequately","","","","","4"
"4 on scale 1-7","2006","Full Time","general elemantary","","","","","4"
"4 on scale 1-7","2006","Full Time","middle vocational","","","","","4"
"4 on scale 1-7","2006","Full Time","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","Full Time","higher vocational","","","","","4"
"4 on scale 1-7","2006","Full Time","higher education","","","","","4"
"5 on scale 1-7","2006","Not Working","inadequately","","","","","5"
"5 on scale 1-7","2006","Not Working","in school","","","","","5"
"5 on scale 1-7","2006","Not Working","general elemantary","","","","","5"
"5 on scale 1-7","2006","Not Working","middle vocational","","","","","5"
"5 on scale 1-7","2006","Not Working","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","Part Time","inadequately","","","","","5"
"5 on scale 1-7","2006","Part Time","general elemantary","","","","","5"
"5 on scale 1-7","2006","Part Time","middle vocational","","","","","5"
"5 on scale 1-7","2006","Part Time","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","Part Time","higher vocational","","","","","5"
"5 on scale 1-7","2006","Part Time","higher education","","","","","5"
"5 on scale 1-7","2006","Not Working","higher vocational","","","","","5"
"5 on scale 1-7","2006","Not Working","higher education","","","","","5"
"5 on scale 1-7","2006","Full Time","general elemantary","","","","","5"
"5 on scale 1-7","2006","Full Time","middle vocational","","","","","5"
"5 on scale 1-7","2006","Full Time","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","Full Time","higher vocational","","","","","5"
"5 on scale 1-7","2006","Full Time","higher education","","","","","5"
"5 on scale 1-7","2006","Part Time","in school","","","","","5"
"5 on scale 1-7","2006","Full Time","in school","","","","","5"
"5 on scale 1-7","2006","Full Time","inadequately","","","","","5"
"6 on scale 1-7","2006","Not Working","inadequately","","","","","6"
"6 on scale 1-7","2006","Not Working","in school","","","","","6"
"6 on scale 1-7","2006","Part Time","inadequately","","","","","6"
"6 on scale 1-7","2006","Part Time","higher vocational","","","","","6"
"6 on scale 1-7","2006","Part Time","higher education","","","","","6"
"6 on scale 1-7","2006","Not Working","general elemantary","","","","","6"
"6 on scale 1-7","2006","Not Working","middle vocational","","","","","6"
"6 on scale 1-7","2006","Not Working","higher vocational","","","","","6"
"6 on scale 1-7","2006","Not Working","higher education","","","","","6"
"6 on scale 1-7","2006","Part Time","general elemantary","","","","","6"
"6 on scale 1-7","2006","Part Time","middle vocational","","","","","6"
"6 on scale 1-7","2006","Part Time","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","Not Working","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","Full Time","inadequately","","","","","6"
"6 on scale 1-7","2006","Full Time","general elemantary","","","","","6"
"6 on scale 1-7","2006","Full Time","middle vocational","","","","","6"
"6 on scale 1-7","2006","Part Time","in school","","","","","6"
"6 on scale 1-7","2006","Full Time","in school","","","","","6"
"6 on scale 1-7","2006","Full Time","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","Full Time","higher vocational","","","","","6"
"6 on scale 1-7","2006","Full Time","higher education","","","","","6"
"7 Strongly agree","2006","Not Working","higher education","","","","","7"
"7 Strongly agree","2006","Not Working","higher vocational","","","","","7"
"7 Strongly agree","2006","Not Working","in school","","","","","7"
"7 Strongly agree","2006","Not Working","inadequately","","","","","7"
"7 Strongly agree","2006","Not Working","middle vocational","","","","","7"
"7 Strongly agree","2006","Not Working","vocational + Abi","","","","","7"
"7 Strongly agree","2006","Not Working","general elemantary","","","","","7"
"7 Strongly agree","2006","Part Time","in school","","","","","7"
"7 Strongly agree","2006","Part Time","inadequately","","","","","7"
"7 Strongly agree","2006","Part Time","general elemantary","","","","","7"
"7 Strongly agree","2006","Part Time","middle vocational","","","","","7"
"7 Strongly agree","2006","Part Time","vocational + Abi","","","","","7"
"7 Strongly agree","2006","Part Time","higher vocational","","","","","7"
"7 Strongly agree","2006","Part Time","higher education","","","","","7"
"7 Strongly agree","2006","Full Time","in school","","","","","7"
"7 Strongly agree","2006","Full Time","inadequately","","","","","7"
"7 Strongly agree","2006","Full Time","general elemantary","","","","","7"
"7 Strongly agree","2006","Full Time","middle vocational","","","","","7"
"7 Strongly agree","2006","Full Time","vocational + Abi","","","","","7"
"7 Strongly agree","2006","Full Time","higher vocational","","","","","7"
"7 Strongly agree","2006","Full Time","higher education","","","","","7"
"1 Strongly disagree","2007","Part Time","general elemantary","","","","","1"
"1 Strongly disagree","2007","Part Time","middle vocational","","","","","1"
"1 Strongly disagree","2007","Part Time","vocational + Abi","","","","","1"
"1 Strongly disagree","2007","Part Time","higher vocational","","","","","1"
"1 Strongly disagree","2007","Part Time","higher education","","","","","1"
"1 Strongly disagree","2007","Not Working","in school","","","","","1"
"1 Strongly disagree","2007","Not Working","inadequately","","","","","1"
"1 Strongly disagree","2007","Not Working","general elemantary","","","","","1"
"1 Strongly disagree","2007","Not Working","middle vocational","","","","","1"
"1 Strongly disagree","2007","Not Working","vocational + Abi","","","","","1"
"1 Strongly disagree","2007","Not Working","higher vocational","","","","","1"
"1 Strongly disagree","2007","Not Working","higher education","","","","","1"
"1 Strongly disagree","2007","Full Time","in school","","","","","1"
"1 Strongly disagree","2007","Full Time","inadequately","","","","","1"
"1 Strongly disagree","2007","Full Time","general elemantary","","","","","1"
"1 Strongly disagree","2007","Full Time","middle vocational","","","","","1"
"1 Strongly disagree","2007","Full Time","vocational + Abi","","","","","1"
"1 Strongly disagree","2007","Full Time","higher vocational","","","","","1"
"1 Strongly disagree","2007","Full Time","higher education","","","","","1"
"1 Strongly disagree","2007","Part Time","in school","","","","","1"
"1 Strongly disagree","2007","Part Time","inadequately","","","","","1"
"2 on scale 1-7 ","2007","Not Working","in school","","","","","2"
"2 on scale 1-7 ","2007","Not Working","inadequately","","","","","2"
"2 on scale 1-7 ","2007","Not Working","higher vocational","","","","","2"
"2 on scale 1-7 ","2007","Part Time","inadequately","","","","","2"
"2 on scale 1-7 ","2007","Part Time","general elemantary","","","","","2"
"2 on scale 1-7 ","2007","Part Time","middle vocational","","","","","2"
"2 on scale 1-7 ","2007","Not Working","general elemantary","","","","","2"
"2 on scale 1-7 ","2007","Not Working","middle vocational","","","","","2"
"2 on scale 1-7 ","2007","Not Working","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2007","Full Time","inadequately","","","","","2"
"2 on scale 1-7 ","2007","Part Time","in school","","","","","2"
"2 on scale 1-7 ","2007","Part Time","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2007","Part Time","higher vocational","","","","","2"
"2 on scale 1-7 ","2007","Part Time","higher education","","","","","2"
"2 on scale 1-7 ","2007","Not Working","higher education","","","","","2"
"2 on scale 1-7 ","2007","Full Time","in school","","","","","2"
"2 on scale 1-7 ","2007","Full Time","general elemantary","","","","","2"
"2 on scale 1-7 ","2007","Full Time","middle vocational","","","","","2"
"2 on scale 1-7 ","2007","Full Time","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2007","Full Time","higher vocational","","","","","2"
"2 on scale 1-7 ","2007","Full Time","higher education","","","","","2"
"3 on scale 1-7 ","2007","Not Working","in school","","","","","3"
"3 on scale 1-7 ","2007","Not Working","inadequately","","","","","3"
"3 on scale 1-7 ","2007","Not Working","general elemantary","","","","","3"
"3 on scale 1-7 ","2007","Part Time","in school","","","","","3"
"3 on scale 1-7 ","2007","Part Time","inadequately","","","","","3"
"3 on scale 1-7 ","2007","Part Time","general elemantary","","","","","3"
"3 on scale 1-7 ","2007","Part Time","middle vocational","","","","","3"
"3 on scale 1-7 ","2007","Part Time","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2007","Part Time","higher vocational","","","","","3"
"3 on scale 1-7 ","2007","Part Time","higher education","","","","","3"
"3 on scale 1-7 ","2007","Not Working","middle vocational","","","","","3"
"3 on scale 1-7 ","2007","Not Working","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2007","Not Working","higher vocational","","","","","3"
"3 on scale 1-7 ","2007","Not Working","higher education","","","","","3"
"3 on scale 1-7 ","2007","Full Time","inadequately","","","","","3"
"3 on scale 1-7 ","2007","Full Time","general elemantary","","","","","3"
"3 on scale 1-7 ","2007","Full Time","middle vocational","","","","","3"
"3 on scale 1-7 ","2007","Full Time","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2007","Full Time","higher vocational","","","","","3"
"3 on scale 1-7 ","2007","Full Time","higher education","","","","","3"
"3 on scale 1-7 ","2007","Full Time","in school","","","","","3"
"4 on scale 1-7","2007","Part Time","higher vocational","","","","","4"
"4 on scale 1-7","2007","Part Time","higher education","","","","","4"
"4 on scale 1-7","2007","Not Working","in school","","","","","4"
"4 on scale 1-7","2007","Not Working","inadequately","","","","","4"
"4 on scale 1-7","2007","Not Working","general elemantary","","","","","4"
