"plh0206i05","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2005","Not Employed","Urban Area","274","0.0535997834671751","0.0474764111608776","0.0597231557734727","7"
"1 Strongly disagree","2006","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2006","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2006","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Urban Area","","","","","3"
"4 on scale 1-7","2006","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2006","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2006","Employed","Rural Area","","","","","4"
"4 on scale 1-7","2006","Not Employed","Urban Area","","","","","4"
"5 on scale 1-7","2006","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2006","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2006","Employed","Rural Area","","","","","5"
"5 on scale 1-7","2006","Not Employed","Urban Area","","","","","5"
"6 on scale 1-7","2006","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2006","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2006","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2006","Not Employed","Urban Area","","","","","6"
"7 Strongly agree","2006","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2006","Employed","Urban Area","","","","","7"
"7 Strongly agree","2006","Employed","Rural Area","","","","","7"
"7 Strongly agree","2006","Not Employed","Urban Area","","","","","7"
"1 Strongly disagree","2007","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2007","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2007","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2007","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2007","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2007","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2007","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2007","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2007","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2007","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2007","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2007","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2007","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2007","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2007","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2007","Employed","Rural Area","","","","","6"
"7 Strongly agree","2007","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2007","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2007","Employed","Urban Area","","","","","7"
"7 Strongly agree","2007","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2008","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2008","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2008","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2008","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2008","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2008","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2008","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2008","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2008","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2008","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2008","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2008","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2008","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2008","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2008","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2008","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2008","Employed","Urban Area","","","","","6"
"7 Strongly agree","2008","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2008","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2008","Employed","Urban Area","","","","","7"
"7 Strongly agree","2008","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2009","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2009","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2009","Employed","Rural Area","","","","","1"
"1 Strongly disagree","2009","Not Employed","Urban Area","","","","","1"
"2 on scale 1-7 ","2009","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","Urban Area","","","","","2"
"3 on scale 1-7 ","2009","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2009","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2009","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2009","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2009","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2009","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2009","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2009","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2009","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2009","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2009","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2009","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2009","Employed","Rural Area","","","","","6"
"7 Strongly agree","2009","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2009","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2009","Employed","Urban Area","","","","","7"
"7 Strongly agree","2009","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2010","Not Employed","Urban Area","1006","0.261125797997431","0.247800344120654","0.274451251874208","1"
"1 Strongly disagree","2010","Not Employed","Rural Area","443","0.209466085055539","0.192261389404977","0.226670780706101","1"
"1 Strongly disagree","2010","Employed","Urban Area","1236","0.179332231110932","0.17023879195077","0.188425670271095","1"
"1 Strongly disagree","2010","Employed","Rural Area","578","0.163491353092293","0.151229128902025","0.175753577282561","1"
"2 on scale 1-7 ","2010","Not Employed","Urban Area","925","0.198823294573428","0.186715371351426","0.210931217795429","2"
"2 on scale 1-7 ","2010","Not Employed","Rural Area","424","0.20306684215341","0.186058564406666","0.220075119900153","2"
"2 on scale 1-7 ","2010","Employed","Urban Area","1642","0.226961986741127","0.217033289027509","0.236890684454745","2"
"2 on scale 1-7 ","2010","Employed","Rural Area","780","0.201609277340682","0.188306275902044","0.21491227877932","2"
"3 on scale 1-7 ","2010","Not Employed","Urban Area","716","0.166540765764673","0.155238270633754","0.177843260895591","3"
"3 on scale 1-7 ","2010","Not Employed","Rural Area","372","0.181022812414757","0.164743635623644","0.197301989205869","3"
"3 on scale 1-7 ","2010","Employed","Rural Area","611","0.174145159673285","0.161570558952101","0.186719760394468","3"
"3 on scale 1-7 ","2010","Employed","Urban Area","1396","0.206757349839982","0.197157845530678","0.216356854149286","3"
"4 on scale 1-7","2010","Not Employed","Rural Area","389","0.162825955007609","0.147216074520687","0.178435835494531","4"
"4 on scale 1-7","2010","Employed","Urban Area","1210","0.172367252543184","0.163414398303669","0.181320106782699","4"
"4 on scale 1-7","2010","Not Employed","Urban Area","735","0.173267079752276","0.161785212742174","0.184748946762378","4"
"4 on scale 1-7","2010","Employed","Rural Area","700","0.188286273370291","0.175323515298572","0.20124903144201","4"
"5 on scale 1-7","2010","Not Employed","Urban Area","381","0.0954199600240325","0.0865071431368104","0.104332776911255","5"
"5 on scale 1-7","2010","Employed","Urban Area","681","0.108593376208774","0.10121849724017","0.115968255177379","5"
"5 on scale 1-7","2010","Not Employed","Rural Area","248","0.10749106190868","0.094395554006222","0.120586569811137","5"
"5 on scale 1-7","2010","Employed","Rural Area","432","0.134052748895765","0.122755564390502","0.145349933401028","5"
"6 on scale 1-7","2010","Not Employed","Urban Area","213","0.0513909432464773","0.0446927326724656","0.0580891538204891","6"
"6 on scale 1-7","2010","Not Employed","Rural Area","148","0.0668280301952748","0.0562698260252478","0.0773862343653018","6"
"6 on scale 1-7","2010","Employed","Urban Area","385","0.0629370047312975","0.057180581328152","0.0686934281344429","6"
"6 on scale 1-7","2010","Employed","Rural Area","247","0.0840493464394554","0.0748493036022775","0.0932493892766332","6"
"7 Strongly agree","2010","Not Employed","Urban Area","198","0.0534321586416826","0.0466095713424464","0.0602547459409188","7"
"7 Strongly agree","2010","Not Employed","Rural Area","125","0.069299213264732","0.0585618146560407","0.0800366118734232","7"
"7 Strongly agree","2010","Employed","Urban Area","287","0.0430507988247027","0.0382396327280845","0.047861964921321","7"
"7 Strongly agree","2010","Employed","Rural Area","146","0.0543658411882293","0.0468476862332917","0.0618839961431669","7"
"1 Strongly disagree","2011","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2011","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2011","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2011","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2011","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2011","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2011","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2011","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2011","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2011","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2011","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2011","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2011","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2011","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2011","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2011","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2011","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2011","Employed","Rural Area","","","","","6"
"7 Strongly agree","2011","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2011","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2011","Employed","Urban Area","","","","","7"
"7 Strongly agree","2011","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2012","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2012","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2012","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2012","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2012","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2012","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2012","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2012","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2012","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2012","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2012","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2012","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2012","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2012","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2012","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2012","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2012","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2012","Employed","Rural Area","","","","","6"
"7 Strongly agree","2012","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2012","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2012","Employed","Urban Area","","","","","7"
"7 Strongly agree","2012","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2013","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2013","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2013","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2013","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2013","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2013","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","Rural Area","","","","","3"
"4 on scale 1-7","2013","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2013","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2013","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2013","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2013","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2013","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2013","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2013","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2013","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2013","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2013","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2013","Employed","Rural Area","","","","","6"
"7 Strongly agree","2013","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2013","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2013","Employed","Urban Area","","","","","7"
"7 Strongly agree","2013","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2014","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2014","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2014","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2014","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2014","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2014","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2014","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2014","Employed","Rural Area","","","","","4"
"4 on scale 1-7","2014","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2014","Employed","Urban Area","","","","","4"
"5 on scale 1-7","2014","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2014","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2014","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2014","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2014","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2014","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2014","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2014","Employed","Rural Area","","","","","6"
"7 Strongly agree","2014","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2014","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2014","Employed","Urban Area","","","","","7"
"7 Strongly agree","2014","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2015","Not Employed","Urban Area","2053","0.294481146410556","0.283573410274645","0.305388882546467","1"
"1 Strongly disagree","2015","Not Employed","Rural Area","867","0.23791305714667","0.223608819574157","0.252217294719184","1"
"1 Strongly disagree","2015","Employed","Urban Area","2788","0.240557323051173","0.232531100530686","0.248583545571659","1"
"1 Strongly disagree","2015","Employed","Rural Area","1313","0.219190461992552","0.20846200233227","0.229918921652835","1"
"2 on scale 1-7 ","2015","Not Employed","Urban Area","1654","0.240008214901106","0.229787787293309","0.250228642508904","2"
"2 on scale 1-7 ","2015","Not Employed","Rural Area","775","0.215669407286254","0.201852935160857","0.229485879411652","2"
"2 on scale 1-7 ","2015","Employed","Rural Area","1485","0.250908616974479","0.239665695416903","0.262151538532056","2"
"2 on scale 1-7 ","2015","Employed","Urban Area","2890","0.255977516364957","0.247782527913417","0.264172504816497","2"
"3 on scale 1-7 ","2015","Not Employed","Urban Area","946","0.143978883301874","0.135577646936698","0.15238011966705","3"
"3 on scale 1-7 ","2015","Employed","Urban Area","1781","0.171935843225017","0.164850357781084","0.17902132866895","3"
"3 on scale 1-7 ","2015","Not Employed","Rural Area","537","0.164110120261062","0.151667967454286","0.176552273067839","3"
"3 on scale 1-7 ","2015","Employed","Rural Area","987","0.183336379215848","0.173301782535976","0.19337097589572","3"
"4 on scale 1-7","2015","Not Employed","Urban Area","881","0.140898025929454","0.132572218211892","0.149223833647017","4"
"4 on scale 1-7","2015","Employed","Rural Area","900","0.154890967781694","0.145508363285508","0.16427357227788","4"
"4 on scale 1-7","2015","Not Employed","Rural Area","542","0.158977567334388","0.146693985348333","0.171261149320444","4"
"4 on scale 1-7","2015","Employed","Urban Area","1677","0.164728430866853","0.157762927027805","0.171693934705902","4"
"5 on scale 1-7","2015","Not Employed","Urban Area","486","0.0752723542361269","0.0689587662888973","0.0815859421833564","5"
"5 on scale 1-7","2015","Not Employed","Rural Area","306","0.0987189733659505","0.0886986036734807","0.10873934305842","5"
"5 on scale 1-7","2015","Employed","Urban Area","883","0.0864283247743099","0.0811517297185109","0.0917049198301088","5"
"5 on scale 1-7","2015","Employed","Rural Area","507","0.0940882154349597","0.0865170181663787","0.101659412703541","5"
"6 on scale 1-7","2015","Employed","Rural Area","304","0.0566034091637739","0.0506107105387076","0.0625961077888403","6"
"6 on scale 1-7","2015","Not Employed","Urban Area","358","0.0563788098350375","0.0508592002731181","0.0618984193969569","6"
"6 on scale 1-7","2015","Not Employed","Rural Area","203","0.0684002610476939","0.0599202410972801","0.0768802809981077","6"
"6 on scale 1-7","2015","Employed","Urban Area","494","0.048946157455184","0.0448946535736062","0.0529976613367618","6"
"7 Strongly agree","2015","Employed","Rural Area","216","0.0409819494366929","0.0358407590243677","0.0461231398490182","7"
"7 Strongly agree","2015","Not Employed","Urban Area","330","0.0489825653858451","0.043817610090689","0.0541475206810013","7"
"7 Strongly agree","2015","Not Employed","Rural Area","174","0.0562106135579805","0.0484731249473871","0.0639481021685739","7"
"7 Strongly agree","2015","Employed","Urban Area","381","0.0314264042625064","0.0281502219238685","0.0347025866011443","7"
"1 Strongly disagree","2016","Not Employed","Urban Area","2057","0.496331549237828","0.478407197880808","0.514255900594847","1"
"1 Strongly disagree","2016","Not Employed","Rural Area","901","0.630571658294855","0.60463257646124","0.656510740128469","1"
"1 Strongly disagree","2016","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2016","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2016","Not Employed","Rural Area","134","0.115199186967947","0.0980410656563139","0.132357308279581","2"
"2 on scale 1-7 ","2016","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","Not Employed","Urban Area","313","0.198256220947893","0.183963452934245","0.21254898896154","2"
"2 on scale 1-7 ","2016","Employed","Urban Area","","","","","2"
"3 on scale 1-7 ","2016","Not Employed","Urban Area","190","0.0787289403875547","0.0690740788248263","0.0883838019502831","3"
"3 on scale 1-7 ","2016","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2016","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","Not Employed","Rural Area","68","0.07749105558104","0.0631218303629888","0.0918602807990912","3"
"4 on scale 1-7","2016","Not Employed","Urban Area","159","0.0815031237668183","0.0716944316573014","0.0913118158763353","4"
"4 on scale 1-7","2016","Employed","Rural Area","","","","","4"
"4 on scale 1-7","2016","Not Employed","Rural Area","75","0.054019480751352","0.0418705356467341","0.0661684258559699","4"
"4 on scale 1-7","2016","Employed","Urban Area","","","","","4"
"5 on scale 1-7","2016","Not Employed","Urban Area","78","0.0460948148931446","0.0385774821183151","0.053612147667974","5"
"5 on scale 1-7","2016","Not Employed","Rural Area","54","0.057535035524798","0.0450203174465446","0.0700497536030514","5"
"5 on scale 1-7","2016","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2016","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2016","Not Employed","Urban Area","52","0.0415425417406147","0.0343890498929346","0.0486960335882948","6"
"6 on scale 1-7","2016","Not Employed","Rural Area","26","","","","6"
"6 on scale 1-7","2016","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2016","Employed","Urban Area","","","","","6"
"7 Strongly agree","2016","Not Employed","Urban Area","140","0.0575428090261474","0.0491942508262425","0.0658913672260523","7"
"7 Strongly agree","2016","Employed","Rural Area","","","","","7"
"7 Strongly agree","2016","Not Employed","Rural Area","72","0.0472058063047949","0.0358080456849113","0.0586035669246785","7"
"7 Strongly agree","2016","Employed","Urban Area","","","","","7"
"1 Strongly disagree","2017","Not Employed","Urban Area","1419","0.655344710890074","0.634915658625337","0.67577376315481","1"
"1 Strongly disagree","2017","Not Employed","Rural Area","598","0.781715736023602","0.752614378246544","0.81081709380066","1"
"1 Strongly disagree","2017","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2017","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2017","Not Employed","Urban Area","208","0.10152994600385","0.0885471053345682","0.114512786673131","2"
"2 on scale 1-7 ","2017","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2017","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","Not Employed","Rural Area","61","0.0691764067795541","0.0512995853557978","0.0870532282033104","2"
"3 on scale 1-7 ","2017","Not Employed","Urban Area","114","0.0511291808656251","0.0416611686563626","0.0605971930748877","3"
"3 on scale 1-7 ","2017","Not Employed","Rural Area","28","","","","3"
"3 on scale 1-7 ","2017","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2017","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2017","Not Employed","Urban Area","138","0.0756482361204837","0.0642814186384327","0.0870150536025347","4"
"4 on scale 1-7","2017","Not Employed","Rural Area","37","0.0395040078407699","0.0257811056295906","0.0532269100519493","4"
"4 on scale 1-7","2017","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2017","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2017","Not Employed","Urban Area","53","0.0344711608432439","0.0266290779997681","0.0423132436867198","5"
