"plh0206i05","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","higher vocational","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","higher education","705","0.265785251868166","0.248517235737533","0.283053267998799"
"3 on scale 1-7 ","2005","(0) in school","in school","109","0.146889046381579","0.119612246627457","0.174165846135701"
"3 on scale 1-7 ","2005","(0) in school","inadequately","","","",""
"3 on scale 1-7 ","2005","(0) in school","general elemantary","","","",""
"3 on scale 1-7 ","2005","(0) in school","middle vocational","1","","",""
"3 on scale 1-7 ","2005","(0) in school","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(0) in school","higher vocational","","","",""
"3 on scale 1-7 ","2005","(0) in school","higher education","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","in school","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","inadequately","34","0.171485534007359","0.118444617593619","0.2245264504211"
"3 on scale 1-7 ","2005","(1a) inadequately completed","general elemantary","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","middle vocational","7","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","higher vocational","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","higher education","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","in school","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","inadequately","4","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","general elemantary","283","0.15630566477048","0.139617381344955","0.172993948196005"
"3 on scale 1-7 ","2005","(1b) general elementary school","middle vocational","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","higher vocational","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","higher education","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","in school","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","inadequately","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","general elemantary","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","middle vocational","866","0.154847846555972","0.145047278064479","0.164648415047465"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","higher vocational","89","0.155508179177844","0.122815430666245","0.188200927689444"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","higher education","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","in school","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","inadequately","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","general elemantary","102","0.163134757578119","0.133012661592379","0.19325685356386"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","middle vocational","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","higher vocational","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","higher education","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","in school","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","inadequately","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","general elemantary","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","middle vocational","698","0.165267715735365","0.153891737419651","0.176643694051079"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","higher vocational","126","0.182120506267105","0.153427254243175","0.210813758291035"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","higher education","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","in school","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","middle vocational","136","0.171977830439123","0.145746414009274","0.198209246868972"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","higher education","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","vocational + Abi","212","0.173441864611448","0.151385265645521","0.195498463577374"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","higher vocational","59","0.184687303755863","0.145671827206675","0.223702780305051"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","in school","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","inadequately","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","general elemantary","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","middle vocational","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","higher vocational","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","higher education","306","0.184295567092957","0.165570423909972","0.203020710275942"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","in school","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","inadequately","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","general elemantary","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","middle vocational","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","higher vocational","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","higher education","517","0.213535295640672","0.197516129411466","0.229554461869879"
"4 on scale 1-7","2005","(0) in school","in school","152","0.210429567175521","0.179021242616862","0.24183789173418"
"4 on scale 1-7","2005","(0) in school","inadequately","","","",""
"4 on scale 1-7","2005","(0) in school","general elemantary","","","",""
"4 on scale 1-7","2005","(0) in school","middle vocational","2","","",""
"4 on scale 1-7","2005","(0) in school","vocational + Abi","","","",""
"4 on scale 1-7","2005","(0) in school","higher vocational","","","",""
"4 on scale 1-7","2005","(0) in school","higher education","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","in school","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","inadequately","30","0.129969111668266","0.0826502120131286","0.177288011323404"
"4 on scale 1-7","2005","(1a) inadequately completed","general elemantary","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","middle vocational","5","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","vocational + Abi","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","higher vocational","2","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","higher education","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","in school","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","inadequately","8","","",""
"4 on scale 1-7","2005","(1b) general elementary school","general elemantary","366","0.198715353426179","0.180377822306225","0.217052884546134"
"4 on scale 1-7","2005","(1b) general elementary school","middle vocational","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","vocational + Abi","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","higher vocational","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","higher education","","","",""
"4 on scale 1-7","2005","(1c) basic vocational qualification","in school","","","",""
"4 on scale 1-7","2005","(1c) basic vocational qualification","inadequately","","","",""
"4 on scale 1-7","2005","(1c) basic vocational qualification","general elemantary","","","",""
"4 on scale 1-7","2005","(1c) basic vocational qualification","middle vocational","1000","0.198273656854464","0.187472337242086","0.209074976466843"
"4 on scale 1-7","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"4 on scale 1-7","2005","(1c) basic vocational qualification","higher vocational","78","0.171113837337126","0.137138239927438","0.205089434746814"
"4 on scale 1-7","2005","(1c) basic vocational qualification","higher education","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","in school","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","inadequately","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","general elemantary","126","0.210074325244594","0.176864715252069","0.243283935237119"
"4 on scale 1-7","2005","(2b) intermediate general qualification","middle vocational","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","higher vocational","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","higher education","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","in school","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","inadequately","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","general elemantary","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","middle vocational","810","0.189730919807823","0.177721975594602","0.201739864021044"
"4 on scale 1-7","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","higher vocational","133","0.218217830988915","0.187510385719511","0.248925276258319"
"4 on scale 1-7","2005","(2a) intermediate vocational","higher education","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","in school","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","middle vocational","183","0.256024476818091","0.225686641181238","0.286362312454945"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","higher education","","","",""
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","vocational + Abi","215","0.197201829089719","0.174023424780165","0.220380233399273"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","higher vocational","73","0.207546315020279","0.166770678354413","0.248321951686144"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","in school","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","inadequately","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","general elemantary","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","middle vocational","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","higher vocational","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","higher education","290","0.189316842701588","0.17039682697548","0.208236858427697"
"4 on scale 1-7","2005","(3b) higher tertiary education","in school","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","inadequately","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","general elemantary","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","middle vocational","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","higher vocational","","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","higher education","411","0.166028455983168","0.151482832718187","0.18057407924815"
"5 on scale 1-7","2005","(0) in school","in school","83","0.112235862306741","0.0879132300787115","0.13655849453477"
"5 on scale 1-7","2005","(0) in school","inadequately","","","",""
"5 on scale 1-7","2005","(0) in school","general elemantary","","","",""
"5 on scale 1-7","2005","(0) in school","middle vocational","","","",""
"5 on scale 1-7","2005","(0) in school","vocational + Abi","","","",""
"5 on scale 1-7","2005","(0) in school","higher vocational","","","",""
"5 on scale 1-7","2005","(0) in school","higher education","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","in school","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","inadequately","19","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","general elemantary","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","middle vocational","5","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","vocational + Abi","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","higher vocational","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","higher education","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","in school","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","inadequately","4","","",""
"5 on scale 1-7","2005","(1b) general elementary school","general elemantary","205","0.117986412886492","0.103161731168583","0.132811094604402"
"5 on scale 1-7","2005","(1b) general elementary school","middle vocational","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","vocational + Abi","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","higher vocational","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","higher education","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","in school","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","inadequately","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","general elemantary","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","middle vocational","610","0.11456674666254","0.105938184417948","0.123195308907133"
"5 on scale 1-7","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","higher vocational","45","0.0856073649979488","0.0603668032518112","0.110847926744086"
"5 on scale 1-7","2005","(1c) basic vocational qualification","higher education","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","in school","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","inadequately","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","general elemantary","76","0.141612809051847","0.113189341778856","0.170036276324839"
"5 on scale 1-7","2005","(2b) intermediate general qualification","middle vocational","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","higher vocational","","","",""
"5 on scale 1-7","2005","(2b) intermediate general qualification","higher education","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","in school","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","inadequately","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","general elemantary","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","middle vocational","502","0.118430480264729","0.10853399081034","0.128326969719118"
"5 on scale 1-7","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","higher vocational","81","0.0819373985317489","0.061546661565537","0.102328135497961"
"5 on scale 1-7","2005","(2a) intermediate vocational","higher education","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","in school","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","middle vocational","118","0.133882013741065","0.110211146294639","0.157552881187491"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","higher education","","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","vocational + Abi","125","0.101329783964985","0.0837508064687912","0.118908761461178"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","higher vocational","40","0.0893045543417495","0.0606311222821037","0.117977986401395"
