"plh0206i05","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2007","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2007","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","","","","","2"
"3 on scale 1-7 ","2007","Single parent ","","","","","3"
"3 on scale 1-7 ","2007","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2007","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","","","","","3"
"4 on scale 1-7","2007","1-pers.-HH","","","","","4"
"4 on scale 1-7","2007","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2007","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2007","Single parent ","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE 16 ","","","","","4"
"5 on scale 1-7","2007","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2007","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2007","Single parent ","","","","","5"
"5 on scale 1-7","2007","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2007","1-pers.-HH","","","","","5"
"5 on scale 1-7","2007","(Married) couple without C. ","","","","","5"
"6 on scale 1-7","2007","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2007","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2007","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2007","1-pers.-HH","","","","","6"
"6 on scale 1-7","2007","Single parent ","","","","","6"
"6 on scale 1-7","2007","(Married) couple without C. ","","","","","6"
"7 Strongly agree","2007","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2007","1-pers.-HH","","","","","7"
"7 Strongly agree","2007","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2007","Single parent ","","","","","7"
"7 Strongly agree","2007","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2007","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2008","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2008","Single parent ","","","","","1"
"1 Strongly disagree","2008","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2008","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2008","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2008","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2008","Single parent ","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2008","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2008","1-pers.-HH","","","","","2"
"3 on scale 1-7 ","2008","Single parent ","","","","","3"
"3 on scale 1-7 ","2008","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2008","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","","","","","3"
"4 on scale 1-7","2008","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2008","Single parent ","","","","","4"
"4 on scale 1-7","2008","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2008","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2008","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2008","1-pers.-HH","","","","","4"
"5 on scale 1-7","2008","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2008","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2008","Single parent ","","","","","5"
"5 on scale 1-7","2008","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2008","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2008","1-pers.-HH","","","","","5"
"6 on scale 1-7","2008","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2008","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2008","Single parent ","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2008","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2008","1-pers.-HH","","","","","6"
"7 Strongly agree","2008","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2008","1-pers.-HH","","","","","7"
"7 Strongly agree","2008","Single parent ","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2008","(Married) couple without C. ","","","","","7"
"1 Strongly disagree","2009","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2009","Single parent ","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2009","(Married) couple without C. ","","","","","2"
"3 on scale 1-7 ","2009","Single parent ","","","","","3"
"3 on scale 1-7 ","2009","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","","","","","3"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2009","Single parent ","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","","","","","4"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2009","Single parent ","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","","","","","5"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2009","Single parent ","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","","","","","6"
"7 Strongly agree","2009","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2009","Single parent ","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2010","(Married) couple without C. ","1348","0.209468588470704","0.199428155756579","0.219509021184829","1"
"1 Strongly disagree","2010","Single parent ","179","0.188820399427557","0.163035857408259","0.214604941446855","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","383","0.167895105317311","0.153379281965063","0.182410928669559","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","427","0.139389441583681","0.126615232539457","0.152163650627906","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","187","0.162545109789461","0.140154103994413","0.184936115584509","1"
"1 Strongly disagree","2010","1-pers.-HH","680","0.249735263971721","0.233527615360813","0.265942912582629","1"
"2 on scale 1-7 ","2010","Single parent ","193","0.210968613141566","0.184088411681957","0.237848814601175","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","600","0.227745430117141","0.211458520073991","0.244032340160292","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","1454","0.209652866885734","0.199609189475465","0.219696544296003","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","245","0.232105244269009","0.206484056208983","0.257726432329034","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","616","0.20214756714441","0.18733564941603","0.21695948487279","2"
"2 on scale 1-7 ","2010","1-pers.-HH","603","0.213010997745047","0.19768043296543","0.228341562524664","2"
"3 on scale 1-7 ","2010","(Married) couple without C. ","1182","0.192584212741933","0.182854671325314","0.202313754158553","3"
"3 on scale 1-7 ","2010","Single parent ","149","0.172731739549505","0.14782678748626","0.197636691612751","3"
"3 on scale 1-7 ","2010","1-pers.-HH","484","0.177844159136878","0.163526576907106","0.192161741366651","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","200","0.179778832728453","0.156474283798765","0.203083381658141","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","533","0.199970591483258","0.18521856150549","0.214722621461027","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","489","0.168779747794471","0.15423347113284","0.183326024456102","3"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","189","0.195182202639928","0.171128893667275","0.21923551161258","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","560","0.194821195085392","0.180213556558441","0.209428833612344","4"
"4 on scale 1-7","2010","Single parent ","173","0.171554302160295","0.14671672176051","0.196391882560081","4"
"4 on scale 1-7","2010","(Married) couple without C. ","1118","0.173673565455418","0.164326482551804","0.183020648359031","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","475","0.174469755004843","0.159731020739698","0.189208489269989","4"
"4 on scale 1-7","2010","1-pers.-HH","449","0.158353087565018","0.14468363744086","0.172022537689176","4"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","118","0.125656767269022","0.105540849361793","0.145772685176251","5"
"5 on scale 1-7","2010","Single parent ","96","0.107613950804207","0.0871971764156013","0.128030725192813","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","349","0.12711156965225","0.114826216241481","0.139396923063018","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","295","0.123177606804067","0.110414531962416","0.135940681645718","5"
"5 on scale 1-7","2010","(Married) couple without C. ","594","0.101924768325056","0.0944597713275433","0.10938976532257","5"
"5 on scale 1-7","2010","1-pers.-HH","264","0.105380180909929","0.0938835248998501","0.116876836920009","5"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","72","0.0737271257225522","0.0578676414214052","0.0895866100236993","6"
"6 on scale 1-7","2010","Single parent ","49","0.0836145603974349","0.0653774300943315","0.101851690700538","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","208","0.0783446803910927","0.0684339703875912","0.0882553903945941","6"
"6 on scale 1-7","2010","(Married) couple without C. ","350","0.0636813592051431","0.0576564374882305","0.0697062809220557","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","164","0.0748367045076052","0.0646178987708062","0.0850555102444043","6"
"6 on scale 1-7","2010","1-pers.-HH","139","0.0490295306181554","0.040944434396448","0.0571146268398629","6"
"7 Strongly agree","2010","Couple + C. LE and GT 16","32","0.0310047175815752","0.0204855673402853","0.0415238678228651","7"
"7 Strongly agree","2010","1-pers.-HH","121","0.0466467800532517","0.0387507177991791","0.0545428423073242","7"
"7 Strongly agree","2010","(Married) couple without C. ","264","0.0490146389160112","0.0436876323627355","0.0543416454692868","7"
"7 Strongly agree","2010","Single parent ","46","0.0646964345194338","0.0484897967987752","0.0809030722400924","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","141","0.0630956504545616","0.0536532816991875","0.0725380192099358","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","131","0.0582149546599154","0.049579028474572","0.0668508808452588","7"
"1 Strongly disagree","2011","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2011","Single parent ","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2011","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","","","","","2"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2011","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2011","1-pers.-HH","","","","","3"
"4 on scale 1-7","2011","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2011","Single parent ","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2011","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2011","1-pers.-HH","","","","","4"
"5 on scale 1-7","2011","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2011","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2011","Single parent ","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2011","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2011","1-pers.-HH","","","","","5"
"6 on scale 1-7","2011","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2011","Single parent ","","","","","6"
"6 on scale 1-7","2011","1-pers.-HH","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2011","Couple + C. GT 16 ","","","","","6"
"7 Strongly agree","2011","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2011","Single parent ","","","","","7"
"7 Strongly agree","2011","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2011","1-pers.-HH","","","","","7"
"7 Strongly agree","2011","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2011","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2012","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2012","Single parent ","","","","","1"
"1 Strongly disagree","2012","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2012","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2012","Single parent ","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2012","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2012","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","","","","","2"
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2012","Single parent ","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2012","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2012","1-pers.-HH","","","","","3"
"4 on scale 1-7","2012","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2012","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2012","Single parent ","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2012","1-pers.-HH","","","","","4"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2012","Single parent ","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2012","1-pers.-HH","","","","","5"
"6 on scale 1-7","2012","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2012","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2012","1-pers.-HH","","","","","6"
"6 on scale 1-7","2012","Single parent ","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE 16 ","","","","","6"
"7 Strongly agree","2012","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2012","Single parent ","","","","","7"
"7 Strongly agree","2012","1-pers.-HH","","","","","7"
"7 Strongly agree","2012","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2012","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2012","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2013","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2013","Single parent ","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2013","1-pers.-HH","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2013","Couple + C. GT 16 ","","","","","1"
"2 on scale 1-7 ","2013","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2013","Single parent ","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2013","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","","","","","2"
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2013","Single parent ","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2013","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2013","1-pers.-HH","","","","","3"
"4 on scale 1-7","2013","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2013","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2013","Single parent ","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2013","1-pers.-HH","","","","","4"
"4 on scale 1-7","2013","(Married) couple without C. ","","","","","4"
"5 on scale 1-7","2013","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2013","Single parent ","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2013","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2013","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2013","1-pers.-HH","","","","","5"
"6 on scale 1-7","2013","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2013","Couple + C. GT 16 ","","","","","6"
