"plh0206i05","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2010","Not Working","East Germany","317","0.172982825341923","0.154858624006718","0.191107026677127"
"5 on scale 1-7","2010","Full Time","West Germany","536","0.126609835856997","0.11717398095527","0.136045690758723"
"5 on scale 1-7","2010","Full Time","East Germany","189","0.108083192268994","0.0931651207223247","0.123001263815663"
"5 on scale 1-7","2010","Part Time","West Germany","303","0.105422384584141","0.0946137050904485","0.116231064077833"
"5 on scale 1-7","2010","Part Time","East Germany","85","0.104040451017786","0.082817301141913","0.125263600893659"
"5 on scale 1-7","2010","Not Working","West Germany","454","0.097452570954689","0.0889283778058648","0.105976764103513"
"5 on scale 1-7","2010","Not Working","East Germany","175","0.105777526650731","0.0910401692931805","0.120514884008281"
"6 on scale 1-7","2010","Full Time","West Germany","273","0.0645057273785674","0.0575352409236403","0.0714762138334945"
"6 on scale 1-7","2010","Full Time","East Germany","112","0.0714233532367974","0.0590496291832239","0.083797077290371"
"6 on scale 1-7","2010","Part Time","West Germany","190","0.0783514049066732","0.0688933183393717","0.0878094914739746"
"6 on scale 1-7","2010","Part Time","East Germany","57","0.065098889038355","0.0479500725411112","0.0822477055355987"
"6 on scale 1-7","2010","Not Working","West Germany","235","0.0510257927430116","0.0447010378567279","0.0573505476292954"
"6 on scale 1-7","2010","Not Working","East Germany","126","0.0766820941700961","0.0639317258065307","0.0894324625336615"
"7 Strongly agree","2010","Full Time","West Germany","202","0.0479563620102905","0.041893259300486","0.0540194647200951"
"7 Strongly agree","2010","Full Time","East Germany","66","0.0552064772759414","0.0442332366805001","0.0661797178713828"
"7 Strongly agree","2010","Part Time","West Germany","132","0.0416614186408513","0.0346286922517327","0.04869414502997"
"7 Strongly agree","2010","Part Time","East Germany","33","0.042529935726844","0.0285026225869191","0.056557248866769"
"7 Strongly agree","2010","Not Working","West Germany","229","0.0568111515432036","0.0501578418452387","0.0634644612411684"
"7 Strongly agree","2010","Not Working","East Germany","94","0.0641733889008139","0.0524304905104756","0.0759162872911523"
"1 Strongly disagree","2011","Full Time","West Germany","","","",""
"1 Strongly disagree","2011","Full Time","East Germany","","","",""
"1 Strongly disagree","2011","Part Time","West Germany","","","",""
"1 Strongly disagree","2011","Part Time","East Germany","","","",""
"1 Strongly disagree","2011","Not Working","West Germany","","","",""
"1 Strongly disagree","2011","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2011","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2011","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2011","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2011","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2011","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2011","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2011","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2011","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2011","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2011","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2011","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2011","Not Working","East Germany","","","",""
"4 on scale 1-7","2011","Full Time","West Germany","","","",""
"4 on scale 1-7","2011","Full Time","East Germany","","","",""
"4 on scale 1-7","2011","Part Time","West Germany","","","",""
"4 on scale 1-7","2011","Part Time","East Germany","","","",""
"4 on scale 1-7","2011","Not Working","West Germany","","","",""
"4 on scale 1-7","2011","Not Working","East Germany","","","",""
"5 on scale 1-7","2011","Full Time","West Germany","","","",""
"5 on scale 1-7","2011","Full Time","East Germany","","","",""
"5 on scale 1-7","2011","Part Time","West Germany","","","",""
"5 on scale 1-7","2011","Part Time","East Germany","","","",""
"5 on scale 1-7","2011","Not Working","West Germany","","","",""
"5 on scale 1-7","2011","Not Working","East Germany","","","",""
"6 on scale 1-7","2011","Full Time","West Germany","","","",""
"6 on scale 1-7","2011","Full Time","East Germany","","","",""
"6 on scale 1-7","2011","Part Time","West Germany","","","",""
"6 on scale 1-7","2011","Part Time","East Germany","","","",""
"6 on scale 1-7","2011","Not Working","West Germany","","","",""
"6 on scale 1-7","2011","Not Working","East Germany","","","",""
"7 Strongly agree","2011","Full Time","West Germany","","","",""
"7 Strongly agree","2011","Full Time","East Germany","","","",""
"7 Strongly agree","2011","Part Time","West Germany","","","",""
"7 Strongly agree","2011","Part Time","East Germany","","","",""
"7 Strongly agree","2011","Not Working","West Germany","","","",""
"7 Strongly agree","2011","Not Working","East Germany","","","",""
"1 Strongly disagree","2012","Full Time","West Germany","","","",""
"1 Strongly disagree","2012","Full Time","East Germany","","","",""
"1 Strongly disagree","2012","Part Time","West Germany","","","",""
"1 Strongly disagree","2012","Part Time","East Germany","","","",""
"1 Strongly disagree","2012","Not Working","West Germany","","","",""
"1 Strongly disagree","2012","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2012","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2012","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2012","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2012","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2012","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2012","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2012","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2012","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2012","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2012","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2012","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2012","Not Working","East Germany","","","",""
"4 on scale 1-7","2012","Full Time","West Germany","","","",""
"4 on scale 1-7","2012","Full Time","East Germany","","","",""
"4 on scale 1-7","2012","Part Time","West Germany","","","",""
"4 on scale 1-7","2012","Part Time","East Germany","","","",""
"4 on scale 1-7","2012","Not Working","West Germany","","","",""
"4 on scale 1-7","2012","Not Working","East Germany","","","",""
"5 on scale 1-7","2012","Full Time","West Germany","","","",""
"5 on scale 1-7","2012","Full Time","East Germany","","","",""
"5 on scale 1-7","2012","Part Time","West Germany","","","",""
"5 on scale 1-7","2012","Part Time","East Germany","","","",""
"5 on scale 1-7","2012","Not Working","West Germany","","","",""
"5 on scale 1-7","2012","Not Working","East Germany","","","",""
"6 on scale 1-7","2012","Full Time","West Germany","","","",""
"6 on scale 1-7","2012","Full Time","East Germany","","","",""
"6 on scale 1-7","2012","Part Time","West Germany","","","",""
"6 on scale 1-7","2012","Part Time","East Germany","","","",""
"6 on scale 1-7","2012","Not Working","West Germany","","","",""
"6 on scale 1-7","2012","Not Working","East Germany","","","",""
"7 Strongly agree","2012","Full Time","West Germany","","","",""
"7 Strongly agree","2012","Full Time","East Germany","","","",""
"7 Strongly agree","2012","Part Time","West Germany","","","",""
"7 Strongly agree","2012","Part Time","East Germany","","","",""
"7 Strongly agree","2012","Not Working","West Germany","","","",""
"7 Strongly agree","2012","Not Working","East Germany","","","",""
"1 Strongly disagree","2013","Full Time","West Germany","","","",""
"1 Strongly disagree","2013","Full Time","East Germany","","","",""
"1 Strongly disagree","2013","Part Time","West Germany","","","",""
"1 Strongly disagree","2013","Part Time","East Germany","","","",""
"1 Strongly disagree","2013","Not Working","West Germany","","","",""
"1 Strongly disagree","2013","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2013","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2013","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2013","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2013","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2013","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2013","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2013","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2013","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2013","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2013","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2013","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2013","Not Working","East Germany","","","",""
"4 on scale 1-7","2013","Full Time","West Germany","","","",""
"4 on scale 1-7","2013","Full Time","East Germany","","","",""
"4 on scale 1-7","2013","Part Time","West Germany","","","",""
"4 on scale 1-7","2013","Part Time","East Germany","","","",""
"4 on scale 1-7","2013","Not Working","West Germany","","","",""
"4 on scale 1-7","2013","Not Working","East Germany","","","",""
"5 on scale 1-7","2013","Full Time","West Germany","","","",""
"5 on scale 1-7","2013","Full Time","East Germany","","","",""
"5 on scale 1-7","2013","Part Time","West Germany","","","",""
"5 on scale 1-7","2013","Part Time","East Germany","","","",""
"5 on scale 1-7","2013","Not Working","West Germany","","","",""
"5 on scale 1-7","2013","Not Working","East Germany","","","",""
"6 on scale 1-7","2013","Full Time","West Germany","","","",""
"6 on scale 1-7","2013","Full Time","East Germany","","","",""
"6 on scale 1-7","2013","Part Time","West Germany","","","",""
"6 on scale 1-7","2013","Part Time","East Germany","","","",""
"6 on scale 1-7","2013","Not Working","West Germany","","","",""
"6 on scale 1-7","2013","Not Working","East Germany","","","",""
"7 Strongly agree","2013","Full Time","West Germany","","","",""
"7 Strongly agree","2013","Full Time","East Germany","","","",""
"7 Strongly agree","2013","Part Time","West Germany","","","",""
"7 Strongly agree","2013","Part Time","East Germany","","","",""
"7 Strongly agree","2013","Not Working","West Germany","","","",""
"7 Strongly agree","2013","Not Working","East Germany","","","",""
"1 Strongly disagree","2014","Full Time","West Germany","","","",""
"1 Strongly disagree","2014","Full Time","East Germany","","","",""
"1 Strongly disagree","2014","Part Time","West Germany","","","",""
"1 Strongly disagree","2014","Part Time","East Germany","","","",""
"1 Strongly disagree","2014","Not Working","West Germany","","","",""
"1 Strongly disagree","2014","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2014","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2014","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2014","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2014","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2014","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2014","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2014","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2014","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2014","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2014","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2014","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2014","Not Working","East Germany","","","",""
"4 on scale 1-7","2014","Full Time","West Germany","","","",""
"4 on scale 1-7","2014","Full Time","East Germany","","","",""
"4 on scale 1-7","2014","Part Time","West Germany","","","",""
"4 on scale 1-7","2014","Part Time","East Germany","","","",""
"4 on scale 1-7","2014","Not Working","West Germany","","","",""
"4 on scale 1-7","2014","Not Working","East Germany","","","",""
"5 on scale 1-7","2014","Full Time","West Germany","","","",""
"5 on scale 1-7","2014","Full Time","East Germany","","","",""
"5 on scale 1-7","2014","Part Time","West Germany","","","",""
"5 on scale 1-7","2014","Part Time","East Germany","","","",""
"5 on scale 1-7","2014","Not Working","West Germany","","","",""
