"plh0206i05","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","154","0.219877504861431","0.188446593445076","0.251308416277787"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","214","0.22705473903655","0.198808580563496","0.255300897509605"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Male","212","0.197924441666648","0.171614644968871","0.224234238364425"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Female","218","0.276851833658275","0.245165568438491","0.308538098878058"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Male","397","0.268527761799708","0.245524901166889","0.291530622432528"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Female","308","0.262247790503802","0.236111447460234","0.288384133547371"
"3 on scale 1-7 ","2005","(0) in school","Male","54","0.143337066191477","0.104392027452452","0.182282104930501"
"3 on scale 1-7 ","2005","(0) in school","Female","56","0.151228772943786","0.113146648221263","0.189310897666309"
"3 on scale 1-7 ","2005","(1a) inadequately completed","Male","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Female","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","Male","89","0.135753790882153","0.10773258187856","0.163774999885746"
"3 on scale 1-7 ","2005","(1b) general elementary school","Female","198","0.164523656716747","0.144228830639062","0.184818482794433"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","516","0.153460085832176","0.140731089215178","0.166189082449173"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","439","0.156581382775089","0.142682100217746","0.170480665332431"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","41","0.149836660977804","0.103304405771293","0.196368916184315"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","61","0.172469037881525","0.133002915745648","0.211935160017402"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Male","356","0.168479104291499","0.152308173741679","0.184650034841319"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Female","468","0.167047770560806","0.153060333900289","0.181035207221323"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","60","0.177880503370164","0.138541221545222","0.217219785195107"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","76","0.166438915955864","0.13131504505195","0.201562786859778"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","119","0.17103230693022","0.142456858558016","0.199607755302425"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","152","0.180544956386665","0.154610629343252","0.206479283430079"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Male","168","0.186470661148919","0.16075178411344","0.212189538184397"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Female","138","0.181434660387991","0.15414359374253","0.208725727033451"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Male","305","0.233949047782229","0.211976632555246","0.255921463009212"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Female","212","0.187204357447187","0.164026018826313","0.210382696068061"
"4 on scale 1-7","2005","(0) in school","Male","79","0.223573522924987","0.177268484377871","0.269878561472102"
"4 on scale 1-7","2005","(0) in school","Female","75","0.200028165457158","0.157508331810689","0.242547999103627"
"4 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","Female","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","Male","133","0.246540051818843","0.211281378098641","0.281798725539045"
"4 on scale 1-7","2005","(1b) general elementary school","Female","241","0.179268020585862","0.158271072815566","0.200264968356159"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Male","624","0.210454712258464","0.196058753861417","0.224850670655511"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Female","454","0.1793905421065","0.164715858029715","0.194065226183286"
"4 on scale 1-7","2005","(2b) intermediate general qualification","Male","51","0.203144581618287","0.150689658115374","0.2555995051212"
"4 on scale 1-7","2005","(2b) intermediate general qualification","Female","75","0.214938492755392","0.172025806570645","0.257851178940139"
"4 on scale 1-7","2005","(2a) intermediate vocational","Male","446","0.219787248941316","0.201896308325751","0.237678189556882"
"4 on scale 1-7","2005","(2a) intermediate vocational","Female","497","0.172324678386826","0.158163105727158","0.186486251046494"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","89","0.280785094022886","0.234556451294759","0.327013736751012"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","94","0.232789758775553","0.192938196771393","0.272641320779713"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","146","0.232287703467458","0.200239954313918","0.264335452620997"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","142","0.171517025525594","0.146100560445361","0.196933490605827"
"4 on scale 1-7","2005","(3a) lower tertiary education","Male","172","0.214948685608571","0.187823260307331","0.242074110909811"
"4 on scale 1-7","2005","(3a) lower tertiary education","Female","118","0.155603214993279","0.129933782061058","0.1812726479255"
"4 on scale 1-7","2005","(3b) higher tertiary education","Male","234","0.149614294023852","0.131101036263235","0.168127551784469"
"4 on scale 1-7","2005","(3b) higher tertiary education","Female","177","0.187200471840497","0.164022318363327","0.210378625317666"
"5 on scale 1-7","2005","(0) in school","Male","45","0.143797712390697","0.104800633505062","0.182794791276333"
"5 on scale 1-7","2005","(0) in school","Female","38","0.0811023530171524","0.0520849240832968","0.110119781951008"
"5 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","Female","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","Male","72","0.123666071501199","0.0967350863542108","0.150597056648187"
"5 on scale 1-7","2005","(1b) general elementary school","Female","137","0.115090234151369","0.0976210425070665","0.132559425795671"
"5 on scale 1-7","2005","(1c) basic vocational qualification","Male","373","0.113180408482219","0.101991801965703","0.124369014998736"
"5 on scale 1-7","2005","(1c) basic vocational qualification","Female","282","0.111214495643912","0.0991896389352165","0.123239352352607"
"5 on scale 1-7","2005","(2b) intermediate general qualification","Male","32","0.130719478060393","0.0867709839885631","0.174667972132222"
"5 on scale 1-7","2005","(2b) intermediate general qualification","Female","44","0.149259121751186","0.112033166509735","0.186485076992637"
"5 on scale 1-7","2005","(2a) intermediate vocational","Male","288","0.128093063313464","0.113654523387441","0.142531603239487"
"5 on scale 1-7","2005","(2a) intermediate vocational","Female","295","0.100801832907567","0.0895124640093705","0.112091201805763"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","64","0.152869567617268","0.115850076974509","0.189889058260027"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","54","0.116064587907848","0.0858604565089916","0.146268719306705"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","80","0.110934091125342","0.0871007643462412","0.134767417904444"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","85","0.0876642099603737","0.0685960733698086","0.106732346550939"
"5 on scale 1-7","2005","(3a) lower tertiary education","Male","104","0.138474579994219","0.115666999662472","0.161282160325966"
"5 on scale 1-7","2005","(3a) lower tertiary education","Female","55","0.0573926430583296","0.04092136755272","0.0738639185639393"
"5 on scale 1-7","2005","(3b) higher tertiary education","Male","140","0.0968407043990546","0.0814910190902293","0.11219038970788"
"5 on scale 1-7","2005","(3b) higher tertiary education","Female","76","0.0644282356868102","0.0498397465666112","0.0790167248070092"
"6 on scale 1-7","2005","(0) in school","Male","40","0.158662988908295","0.118056942250099","0.199269035566491"
"6 on scale 1-7","2005","(0) in school","Female","33","0.113810004236371","0.0800531262688632","0.147566882203879"
"6 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"6 on scale 1-7","2005","(1a) inadequately completed","Female","","","",""
"6 on scale 1-7","2005","(1b) general elementary school","Male","57","0.112471208054954","0.0866245706576909","0.138317845452217"
"6 on scale 1-7","2005","(1b) general elementary school","Female","91","0.0637251049413531","0.0503541924232518","0.0770960174594543"
"6 on scale 1-7","2005","(1c) basic vocational qualification","Male","261","0.0949105355615282","0.0845596930796934","0.105261378043363"
"6 on scale 1-7","2005","(1c) basic vocational qualification","Female","175","0.0677655360552241","0.0581523411766361","0.0773787309338121"
"6 on scale 1-7","2005","(2b) intermediate general qualification","Male","","","",""
"6 on scale 1-7","2005","(2b) intermediate general qualification","Female","","","",""
"6 on scale 1-7","2005","(2a) intermediate vocational","Male","148","0.0839057116545785","0.0719275200413465","0.0958839032678104"
"6 on scale 1-7","2005","(2a) intermediate vocational","Female","174","0.0703038212855118","0.060717152298821","0.0798904902722026"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","","","",""
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","","","",""
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","44","0.0619691781199072","0.0436721061416625","0.080266250098152"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","40","0.0454802651686615","0.0314319679634459","0.0595285623738771"
"6 on scale 1-7","2005","(3a) lower tertiary education","Male","43","0.035931230789066","0.0236412786724171","0.0482211829057149"
"6 on scale 1-7","2005","(3a) lower tertiary education","Female","31","0.043297211830415","0.0288842846893542","0.0577101389714759"
"6 on scale 1-7","2005","(3b) higher tertiary education","Male","76","0.064299307000027","0.0515683822843877","0.0770302317156664"
"6 on scale 1-7","2005","(3b) higher tertiary education","Female","37","0.0447506220319437","0.0324651580417659","0.0570360860221215"
"7 Strongly agree","2005","(0) in school","Male","","","",""
"7 Strongly agree","2005","(0) in school","Female","","","",""
"7 Strongly agree","2005","(1a) inadequately completed","Male","","","",""
"7 Strongly agree","2005","(1a) inadequately completed","Female","","","",""
"7 Strongly agree","2005","(1b) general elementary school","Male","61","0.0888189246432987","0.0655461992133731","0.112091650073224"
"7 Strongly agree","2005","(1b) general elementary school","Female","86","0.0709983729140345","0.056939952917875","0.0850567929101939"
"7 Strongly agree","2005","(1c) basic vocational qualification","Male","227","0.0754146202356896","0.0660890796211931","0.0847401608501862"
"7 Strongly agree","2005","(1c) basic vocational qualification","Female","145","0.0555006727518435","0.0467437669034206","0.0642575786002663"
"7 Strongly agree","2005","(2b) intermediate general qualification","Male","","","",""
"7 Strongly agree","2005","(2b) intermediate general qualification","Female","","","",""
"7 Strongly agree","2005","(2a) intermediate vocational","Male","105","0.0541445313925042","0.0443673179759455","0.063921744809063"
"7 Strongly agree","2005","(2a) intermediate vocational","Female","100","0.0399499200469165","0.0326062586380815","0.0472935814557515"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","Male","","","",""
"7 Strongly agree","2005","(2c_gen) general maturity certificate","Female","","","",""
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","Male","30","0.0614882023492618","0.0432576032672391","0.0797188014312846"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"7 Strongly agree","2005","(3a) lower tertiary education","Male","","","",""
"7 Strongly agree","2005","(3a) lower tertiary education","Female","","","",""
"7 Strongly agree","2005","(3b) higher tertiary education","Male","","","",""
"7 Strongly agree","2005","(3b) higher tertiary education","Female","","","",""
"1 Strongly disagree","2006","(0) in school","Male","","","",""
"1 Strongly disagree","2006","(0) in school","Female","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","Male","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","Female","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","Male","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","Female","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","Male","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","Female","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","Male","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","Female","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","Male","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","Female","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","Male","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","Female","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","Male","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","Female","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","Male","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","Female","","","",""
"2 on scale 1-7 ","2006","(0) in school","Male","","","",""
"2 on scale 1-7 ","2006","(0) in school","Female","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","Male","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","Female","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","Male","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","Female","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","Male","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","Female","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","Male","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","Female","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","Male","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","Female","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Male","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Female","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","Male","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","Female","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","Male","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","Female","","","",""
"3 on scale 1-7 ","2006","(0) in school","Male","","","",""
"3 on scale 1-7 ","2006","(0) in school","Female","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","Male","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","Female","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","Male","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","Female","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","Male","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","Female","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","Male","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","Female","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","Male","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","Female","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Male","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Female","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","Male","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","Female","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","Male","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","Female","","","",""
"4 on scale 1-7","2006","(0) in school","Male","","","",""
"4 on scale 1-7","2006","(0) in school","Female","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","Male","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","Female","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","Male","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","Female","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","Male","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","Female","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","Male","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","Female","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","Male","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","Female","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","Male","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","Female","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","Male","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","Female","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","Male","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","Female","","","",""
"5 on scale 1-7","2006","(0) in school","Male","","","",""
"5 on scale 1-7","2006","(0) in school","Female","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","Male","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","Female","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","Male","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","Female","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","Male","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","Female","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","Male","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","Female","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","Male","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","Female","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","Male","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","Female","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","Male","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","Female","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","Male","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","Female","","","",""
"6 on scale 1-7","2006","(0) in school","Male","","","",""
"6 on scale 1-7","2006","(0) in school","Female","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","Male","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","Female","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","Male","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","Female","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","Male","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","Female","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","Male","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","Female","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","Male","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","Female","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","Male","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","Female","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","Male","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","Female","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","Male","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","Female","","","",""
"7 Strongly agree","2006","(0) in school","Male","","","",""
"7 Strongly agree","2006","(0) in school","Female","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","Male","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","Female","","","",""
"7 Strongly agree","2006","(1b) general elementary school","Male","","","",""
"7 Strongly agree","2006","(1b) general elementary school","Female","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","Male","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","Female","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","Male","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","Female","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","Male","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","Female","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","Male","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","Female","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","Male","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","Female","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","Male","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","Female","","","",""
"1 Strongly disagree","2007","(0) in school","Male","","","",""
"1 Strongly disagree","2007","(0) in school","Female","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","Male","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","Female","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","Male","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","Female","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","Male","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","Female","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","Male","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","Female","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","Male","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","Female","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","Male","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","Female","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","Male","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","Female","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","Male","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","Female","","","",""
"2 on scale 1-7 ","2007","(0) in school","Male","","","",""
"2 on scale 1-7 ","2007","(0) in school","Female","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","Male","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","Female","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","Male","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","Female","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","Male","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","Female","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","Male","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","Female","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","Male","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","Female","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","Male","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","Female","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","Male","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","Female","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","Male","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","Female","","","",""
"3 on scale 1-7 ","2007","(0) in school","Male","","","",""
"3 on scale 1-7 ","2007","(0) in school","Female","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","Male","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","Female","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","Male","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","Female","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","Male","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","Female","","","",""
"3 on scale 1-7 ","2007","(2b) intermediate general qualification","Male","","","",""
