"plh0206i05","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","16-34 y.","Rural Area","174","0.0892998611834869","0.0759767745965179","0.102622947770456"
"6 on scale 1-7","2005","35-65 y.","Urban Area","448","0.0691908123777566","0.0635494971456278","0.0748321276098854"
"6 on scale 1-7","2005","35-65 y.","Rural Area","235","0.0732314040772938","0.0649570527654322","0.0815057553891555"
"6 on scale 1-7","2005","66 and older","Urban Area","143","0.0608575539719922","0.0514955847896979","0.0702195231542866"
"6 on scale 1-7","2005","66 and older","Rural Area","86","0.0617934449288473","0.0485038732804593","0.0750830165772353"
"7 Strongly agree","2005","16-34 y.","Urban Area","246","0.0739596964797667","0.0653520334050026","0.0825673595545308"
"7 Strongly agree","2005","16-34 y.","Rural Area","127","0.0843799436338712","0.0713941343243109","0.0973657529434316"
"7 Strongly agree","2005","35-65 y.","Urban Area","343","0.047473315733158","0.0427462767792608","0.0522003546870552"
"7 Strongly agree","2005","35-65 y.","Rural Area","177","0.0596228226559591","0.0521021458166209","0.0671434994952972"
"7 Strongly agree","2005","66 and older","Urban Area","108","0.0428577032727464","0.0349263567096182","0.0507890498358747"
"7 Strongly agree","2005","66 and older","Rural Area","64","0.0584591566939813","0.0455101515660191","0.0714081618219435"
"1 Strongly disagree","2006","16-34 y.","Urban Area","","","",""
"1 Strongly disagree","2006","16-34 y.","Rural Area","","","",""
"1 Strongly disagree","2006","35-65 y.","Urban Area","","","",""
"1 Strongly disagree","2006","35-65 y.","Rural Area","","","",""
"1 Strongly disagree","2006","66 and older","Urban Area","","","",""
"1 Strongly disagree","2006","66 and older","Rural Area","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Urban Area","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Rural Area","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Urban Area","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Rural Area","","","",""
"2 on scale 1-7 ","2006","66 and older","Urban Area","","","",""
"2 on scale 1-7 ","2006","66 and older","Rural Area","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Urban Area","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Rural Area","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Urban Area","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Rural Area","","","",""
"3 on scale 1-7 ","2006","66 and older","Urban Area","","","",""
"3 on scale 1-7 ","2006","66 and older","Rural Area","","","",""
"4 on scale 1-7","2006","16-34 y.","Urban Area","","","",""
"4 on scale 1-7","2006","16-34 y.","Rural Area","","","",""
"4 on scale 1-7","2006","35-65 y.","Urban Area","","","",""
"4 on scale 1-7","2006","35-65 y.","Rural Area","","","",""
"4 on scale 1-7","2006","66 and older","Urban Area","","","",""
"4 on scale 1-7","2006","66 and older","Rural Area","","","",""
"5 on scale 1-7","2006","16-34 y.","Urban Area","","","",""
"5 on scale 1-7","2006","16-34 y.","Rural Area","","","",""
"5 on scale 1-7","2006","35-65 y.","Urban Area","","","",""
"5 on scale 1-7","2006","35-65 y.","Rural Area","","","",""
"5 on scale 1-7","2006","66 and older","Urban Area","","","",""
"5 on scale 1-7","2006","66 and older","Rural Area","","","",""
"6 on scale 1-7","2006","16-34 y.","Urban Area","","","",""
"6 on scale 1-7","2006","16-34 y.","Rural Area","","","",""
"6 on scale 1-7","2006","35-65 y.","Urban Area","","","",""
"6 on scale 1-7","2006","35-65 y.","Rural Area","","","",""
"6 on scale 1-7","2006","66 and older","Urban Area","","","",""
"6 on scale 1-7","2006","66 and older","Rural Area","","","",""
"7 Strongly agree","2006","16-34 y.","Urban Area","","","",""
"7 Strongly agree","2006","16-34 y.","Rural Area","","","",""
"7 Strongly agree","2006","35-65 y.","Urban Area","","","",""
"7 Strongly agree","2006","35-65 y.","Rural Area","","","",""
"7 Strongly agree","2006","66 and older","Urban Area","","","",""
"7 Strongly agree","2006","66 and older","Rural Area","","","",""
"1 Strongly disagree","2007","16-34 y.","Urban Area","","","",""
"1 Strongly disagree","2007","16-34 y.","Rural Area","","","",""
"1 Strongly disagree","2007","35-65 y.","Urban Area","","","",""
"1 Strongly disagree","2007","35-65 y.","Rural Area","","","",""
"1 Strongly disagree","2007","66 and older","Urban Area","","","",""
"1 Strongly disagree","2007","66 and older","Rural Area","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Urban Area","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Rural Area","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Urban Area","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Rural Area","","","",""
"2 on scale 1-7 ","2007","66 and older","Urban Area","","","",""
"2 on scale 1-7 ","2007","66 and older","Rural Area","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Urban Area","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Rural Area","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Urban Area","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Rural Area","","","",""
"3 on scale 1-7 ","2007","66 and older","Urban Area","","","",""
"3 on scale 1-7 ","2007","66 and older","Rural Area","","","",""
"4 on scale 1-7","2007","16-34 y.","Urban Area","","","",""
"4 on scale 1-7","2007","16-34 y.","Rural Area","","","",""
"4 on scale 1-7","2007","35-65 y.","Urban Area","","","",""
"4 on scale 1-7","2007","35-65 y.","Rural Area","","","",""
"4 on scale 1-7","2007","66 and older","Urban Area","","","",""
"4 on scale 1-7","2007","66 and older","Rural Area","","","",""
"5 on scale 1-7","2007","16-34 y.","Urban Area","","","",""
"5 on scale 1-7","2007","16-34 y.","Rural Area","","","",""
"5 on scale 1-7","2007","35-65 y.","Urban Area","","","",""
"5 on scale 1-7","2007","35-65 y.","Rural Area","","","",""
"5 on scale 1-7","2007","66 and older","Urban Area","","","",""
"5 on scale 1-7","2007","66 and older","Rural Area","","","",""
"6 on scale 1-7","2007","16-34 y.","Urban Area","","","",""
"6 on scale 1-7","2007","16-34 y.","Rural Area","","","",""
"6 on scale 1-7","2007","35-65 y.","Urban Area","","","",""
"6 on scale 1-7","2007","35-65 y.","Rural Area","","","",""
"6 on scale 1-7","2007","66 and older","Urban Area","","","",""
"6 on scale 1-7","2007","66 and older","Rural Area","","","",""
"7 Strongly agree","2007","16-34 y.","Urban Area","","","",""
"7 Strongly agree","2007","16-34 y.","Rural Area","","","",""
"7 Strongly agree","2007","35-65 y.","Urban Area","","","",""
"7 Strongly agree","2007","35-65 y.","Rural Area","","","",""
"7 Strongly agree","2007","66 and older","Urban Area","","","",""
"7 Strongly agree","2007","66 and older","Rural Area","","","",""
"1 Strongly disagree","2008","16-34 y.","Urban Area","","","",""
"1 Strongly disagree","2008","16-34 y.","Rural Area","","","",""
"1 Strongly disagree","2008","35-65 y.","Urban Area","","","",""
"1 Strongly disagree","2008","35-65 y.","Rural Area","","","",""
"1 Strongly disagree","2008","66 and older","Urban Area","","","",""
"1 Strongly disagree","2008","66 and older","Rural Area","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Urban Area","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Rural Area","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Urban Area","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Rural Area","","","",""
"2 on scale 1-7 ","2008","66 and older","Urban Area","","","",""
"2 on scale 1-7 ","2008","66 and older","Rural Area","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Urban Area","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Rural Area","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Urban Area","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Rural Area","","","",""
"3 on scale 1-7 ","2008","66 and older","Urban Area","","","",""
"3 on scale 1-7 ","2008","66 and older","Rural Area","","","",""
"4 on scale 1-7","2008","16-34 y.","Urban Area","","","",""
"4 on scale 1-7","2008","16-34 y.","Rural Area","","","",""
"4 on scale 1-7","2008","35-65 y.","Urban Area","","","",""
"4 on scale 1-7","2008","35-65 y.","Rural Area","","","",""
"4 on scale 1-7","2008","66 and older","Urban Area","","","",""
"4 on scale 1-7","2008","66 and older","Rural Area","","","",""
"5 on scale 1-7","2008","16-34 y.","Urban Area","","","",""
"5 on scale 1-7","2008","16-34 y.","Rural Area","","","",""
"5 on scale 1-7","2008","35-65 y.","Urban Area","","","",""
"5 on scale 1-7","2008","35-65 y.","Rural Area","","","",""
"5 on scale 1-7","2008","66 and older","Urban Area","","","",""
"5 on scale 1-7","2008","66 and older","Rural Area","","","",""
"6 on scale 1-7","2008","16-34 y.","Urban Area","","","",""
"6 on scale 1-7","2008","16-34 y.","Rural Area","","","",""
"6 on scale 1-7","2008","35-65 y.","Urban Area","","","",""
"6 on scale 1-7","2008","35-65 y.","Rural Area","","","",""
"6 on scale 1-7","2008","66 and older","Urban Area","","","",""
"6 on scale 1-7","2008","66 and older","Rural Area","","","",""
"7 Strongly agree","2008","16-34 y.","Urban Area","","","",""
"7 Strongly agree","2008","16-34 y.","Rural Area","","","",""
"7 Strongly agree","2008","35-65 y.","Urban Area","","","",""
"7 Strongly agree","2008","35-65 y.","Rural Area","","","",""
"7 Strongly agree","2008","66 and older","Urban Area","","","",""
"7 Strongly agree","2008","66 and older","Rural Area","","","",""
"1 Strongly disagree","2009","16-34 y.","Urban Area","","","",""
"1 Strongly disagree","2009","16-34 y.","Rural Area","","","",""
"1 Strongly disagree","2009","35-65 y.","Urban Area","","","",""
"1 Strongly disagree","2009","35-65 y.","Rural Area","","","",""
"1 Strongly disagree","2009","66 and older","Urban Area","","","",""
"1 Strongly disagree","2009","66 and older","Rural Area","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Urban Area","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Rural Area","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Urban Area","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Rural Area","","","",""
"2 on scale 1-7 ","2009","66 and older","Urban Area","","","",""
"2 on scale 1-7 ","2009","66 and older","Rural Area","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Urban Area","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Rural Area","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Urban Area","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Rural Area","","","",""
"3 on scale 1-7 ","2009","66 and older","Urban Area","","","",""
"3 on scale 1-7 ","2009","66 and older","Rural Area","","","",""
"4 on scale 1-7","2009","16-34 y.","Urban Area","","","",""
"4 on scale 1-7","2009","16-34 y.","Rural Area","","","",""
"4 on scale 1-7","2009","35-65 y.","Urban Area","","","",""
"4 on scale 1-7","2009","35-65 y.","Rural Area","","","",""
"4 on scale 1-7","2009","66 and older","Urban Area","","","",""
"4 on scale 1-7","2009","66 and older","Rural Area","","","",""
"5 on scale 1-7","2009","16-34 y.","Urban Area","","","",""
"5 on scale 1-7","2009","16-34 y.","Rural Area","","","",""
"5 on scale 1-7","2009","35-65 y.","Urban Area","","","",""
"5 on scale 1-7","2009","35-65 y.","Rural Area","","","",""
"5 on scale 1-7","2009","66 and older","Urban Area","","","",""
"5 on scale 1-7","2009","66 and older","Rural Area","","","",""
"6 on scale 1-7","2009","16-34 y.","Urban Area","","","",""
"6 on scale 1-7","2009","16-34 y.","Rural Area","","","",""
"6 on scale 1-7","2009","35-65 y.","Urban Area","","","",""
"6 on scale 1-7","2009","35-65 y.","Rural Area","","","",""
"6 on scale 1-7","2009","66 and older","Urban Area","","","",""
"6 on scale 1-7","2009","66 and older","Rural Area","","","",""
"7 Strongly agree","2009","16-34 y.","Urban Area","","","",""
"7 Strongly agree","2009","16-34 y.","Rural Area","","","",""
"7 Strongly agree","2009","35-65 y.","Urban Area","","","",""
"7 Strongly agree","2009","35-65 y.","Rural Area","","","",""
"7 Strongly agree","2009","66 and older","Urban Area","","","",""
"7 Strongly agree","2009","66 and older","Rural Area","","","",""
"1 Strongly disagree","2010","16-34 y.","Urban Area","308","0.146238937616709","0.13212006684509","0.160357808388328"
"1 Strongly disagree","2010","16-34 y.","Rural Area","130","0.102439788381043","0.0850574993160925","0.119822077445993"
"1 Strongly disagree","2010","35-65 y.","Urban Area","1222","0.2035774175884","0.193341064117684","0.213813771059117"
"1 Strongly disagree","2010","35-65 y.","Rural Area","600","0.190421536746142","0.176624507290077","0.204218566202208"
"1 Strongly disagree","2010","66 and older","Urban Area","712","0.281558597960112","0.264470027770525","0.298647168149699"
"1 Strongly disagree","2010","66 and older","Rural Area","291","0.225599557905049","0.203409824661386","0.247789291148711"
"2 on scale 1-7 ","2010","16-34 y.","Urban Area","515","0.200915964020812","0.184905506984881","0.216926421056743"
"2 on scale 1-7 ","2010","16-34 y.","Rural Area","218","0.152350110864556","0.131749956367107","0.172950265362005"
"2 on scale 1-7 ","2010","35-65 y.","Urban Area","1451","0.225174624452709","0.214555949376429","0.235793299528988"
"2 on scale 1-7 ","2010","35-65 y.","Rural Area","701","0.215133976754356","0.200694536684902","0.229573416823809"
"2 on scale 1-7 ","2010","66 and older","Urban Area","601","0.210503965217903","0.195014701616928","0.225993228818877"
"2 on scale 1-7 ","2010","66 and older","Rural Area","285","0.216174829958219","0.194321766403643","0.238027893512795"
"3 on scale 1-7 ","2010","16-34 y.","Urban Area","517","0.208217528003462","0.191993381315292","0.224441674691632"
"3 on scale 1-7 ","2010","16-34 y.","Rural Area","228","0.210572690891479","0.187200580334298","0.233944801448659"
"3 on scale 1-7 ","2010","35-65 y.","Urban Area","1127","0.194595588704475","0.18453132081795","0.204659856590999"
"3 on scale 1-7 ","2010","35-65 y.","Rural Area","526","0.167308966045048","0.154193019520596","0.180424912569501"
"3 on scale 1-7 ","2010","66 and older","Urban Area","468","0.169301974554283","0.155053175741195","0.18355077336737"
"3 on scale 1-7 ","2010","66 and older","Rural Area","229","0.168630542014158","0.148752879447419","0.188508204580897"
"4 on scale 1-7","2010","16-34 y.","Urban Area","477","0.199466859700646","0.183499786641477","0.215433932759815"
"4 on scale 1-7","2010","16-34 y.","Rural Area","247","0.201595163269073","0.178597036203047","0.224593290335099"
"4 on scale 1-7","2010","35-65 y.","Urban Area","1011","0.161655014361329","0.152296332881866","0.171013695840791"
"4 on scale 1-7","2010","35-65 y.","Rural Area","595","0.177385441202752","0.163962265730767","0.190808616674738"
"4 on scale 1-7","2010","66 and older","Urban Area","457","0.171530782262226","0.157207753100702","0.18585381142375"
"4 on scale 1-7","2010","66 and older","Rural Area","247","0.162312464745385","0.142736772622098","0.181888156868672"
"5 on scale 1-7","2010","16-34 y.","Urban Area","271","0.115776987678114","0.102992235643744","0.128561739712484"
"5 on scale 1-7","2010","16-34 y.","Rural Area","172","0.163283211132221","0.14209468036362","0.184471741900822"
"5 on scale 1-7","2010","35-65 y.","Urban Area","599","0.113507745639407","0.105443589789471","0.121571901489343"
"5 on scale 1-7","2010","35-65 y.","Rural Area","353","0.118068866590981","0.106729648204668","0.129408084977294"
"5 on scale 1-7","2010","66 and older","Urban Area","192","0.0737660374202637","0.0638345514890647","0.0836975233514627"
"5 on scale 1-7","2010","66 and older","Rural Area","155","0.103879871739957","0.0876823347034903","0.120077408776424"
"6 on scale 1-7","2010","16-34 y.","Urban Area","180","0.076065331001656","0.0654724451831035","0.0866582168202085"
"6 on scale 1-7","2010","16-34 y.","Rural Area","112","0.113881935802356","0.0956717636748202","0.132092107929892"
"6 on scale 1-7","2010","35-65 y.","Urban Area","296","0.0559573840336179","0.0501144202807814","0.0618003477864544"
"6 on scale 1-7","2010","35-65 y.","Rural Area","203","0.0754348872955243","0.0661547808164507","0.0847149937745978"
"6 on scale 1-7","2010","66 and older","Urban Area","122","0.0482391592278578","0.0400979402792454","0.0563803781764701"
"6 on scale 1-7","2010","66 and older","Rural Area","80","0.0522295278287472","0.040417898758871","0.0640411568986235"
"7 Strongly agree","2010","16-34 y.","Urban Area","138","0.0533183919786015","0.0443411946620046","0.0622955892951985"
"7 Strongly agree","2010","16-34 y.","Rural Area","62","0.0558770996592722","0.0427105485529006","0.0690436507656439"
"7 Strongly agree","2010","35-65 y.","Urban Area","238","0.0455322252200631","0.0402325560058974","0.0508318944342287"
"7 Strongly agree","2010","35-65 y.","Rural Area","133","0.0562463253651959","0.0481502509625812","0.0643423997678106"
"7 Strongly agree","2010","66 and older","Urban Area","109","0.0450994833573558","0.0372146866346801","0.0529842800800315"
"7 Strongly agree","2010","66 and older","Rural Area","76","0.0711732058084847","0.0575234213160874","0.084822990300882"
"1 Strongly disagree","2011","16-34 y.","Urban Area","","","",""
"1 Strongly disagree","2011","16-34 y.","Rural Area","","","",""
"1 Strongly disagree","2011","35-65 y.","Urban Area","","","",""
"1 Strongly disagree","2011","35-65 y.","Rural Area","","","",""
"1 Strongly disagree","2011","66 and older","Urban Area","","","",""
"1 Strongly disagree","2011","66 and older","Rural Area","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Urban Area","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Rural Area","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Urban Area","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Rural Area","","","",""
"2 on scale 1-7 ","2011","66 and older","Urban Area","","","",""
"2 on scale 1-7 ","2011","66 and older","Rural Area","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Urban Area","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Rural Area","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Urban Area","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Rural Area","","","",""
"3 on scale 1-7 ","2011","66 and older","Urban Area","","","",""
"3 on scale 1-7 ","2011","66 and older","Rural Area","","","",""
"4 on scale 1-7","2011","16-34 y.","Urban Area","","","",""
"4 on scale 1-7","2011","16-34 y.","Rural Area","","","",""
"4 on scale 1-7","2011","35-65 y.","Urban Area","","","",""
"4 on scale 1-7","2011","35-65 y.","Rural Area","","","",""
"4 on scale 1-7","2011","66 and older","Urban Area","","","",""
"4 on scale 1-7","2011","66 and older","Rural Area","","","",""
"5 on scale 1-7","2011","16-34 y.","Urban Area","","","",""
"5 on scale 1-7","2011","16-34 y.","Rural Area","","","",""
"5 on scale 1-7","2011","35-65 y.","Urban Area","","","",""
"5 on scale 1-7","2011","35-65 y.","Rural Area","","","",""
"5 on scale 1-7","2011","66 and older","Urban Area","","","",""
"5 on scale 1-7","2011","66 and older","Rural Area","","","",""
"6 on scale 1-7","2011","16-34 y.","Urban Area","","","",""
"6 on scale 1-7","2011","16-34 y.","Rural Area","","","",""
"6 on scale 1-7","2011","35-65 y.","Urban Area","","","",""
"6 on scale 1-7","2011","35-65 y.","Rural Area","","","",""
"6 on scale 1-7","2011","66 and older","Urban Area","","","",""
"6 on scale 1-7","2011","66 and older","Rural Area","","","",""
"7 Strongly agree","2011","16-34 y.","Urban Area","","","",""
"7 Strongly agree","2011","16-34 y.","Rural Area","","","",""
"7 Strongly agree","2011","35-65 y.","Urban Area","","","",""
"7 Strongly agree","2011","35-65 y.","Rural Area","","","",""
"7 Strongly agree","2011","66 and older","Urban Area","","","",""
"7 Strongly agree","2011","66 and older","Rural Area","","","",""
"1 Strongly disagree","2012","16-34 y.","Urban Area","","","",""
"1 Strongly disagree","2012","16-34 y.","Rural Area","","","",""
"1 Strongly disagree","2012","35-65 y.","Urban Area","","","",""
"1 Strongly disagree","2012","35-65 y.","Rural Area","","","",""
"1 Strongly disagree","2012","66 and older","Urban Area","","","",""
"1 Strongly disagree","2012","66 and older","Rural Area","","","",""
"2 on scale 1-7 ","2012","16-34 y.","Urban Area","","","",""
"2 on scale 1-7 ","2012","16-34 y.","Rural Area","","","",""
"2 on scale 1-7 ","2012","35-65 y.","Urban Area","","","",""
"2 on scale 1-7 ","2012","35-65 y.","Rural Area","","","",""
"2 on scale 1-7 ","2012","66 and older","Urban Area","","","",""
"2 on scale 1-7 ","2012","66 and older","Rural Area","","","",""
"3 on scale 1-7 ","2012","16-34 y.","Urban Area","","","",""
"3 on scale 1-7 ","2012","16-34 y.","Rural Area","","","",""
"3 on scale 1-7 ","2012","35-65 y.","Urban Area","","","",""
"3 on scale 1-7 ","2012","35-65 y.","Rural Area","","","",""
"3 on scale 1-7 ","2012","66 and older","Urban Area","","","",""
"3 on scale 1-7 ","2012","66 and older","Rural Area","","","",""
"4 on scale 1-7","2012","16-34 y.","Urban Area","","","",""
"4 on scale 1-7","2012","16-34 y.","Rural Area","","","",""
"4 on scale 1-7","2012","35-65 y.","Urban Area","","","",""
"4 on scale 1-7","2012","35-65 y.","Rural Area","","","",""
"4 on scale 1-7","2012","66 and older","Urban Area","","","",""
"4 on scale 1-7","2012","66 and older","Rural Area","","","",""
"5 on scale 1-7","2012","16-34 y.","Urban Area","","","",""
"5 on scale 1-7","2012","16-34 y.","Rural Area","","","",""
"5 on scale 1-7","2012","35-65 y.","Urban Area","","","",""
"5 on scale 1-7","2012","35-65 y.","Rural Area","","","",""
"5 on scale 1-7","2012","66 and older","Urban Area","","","",""
"5 on scale 1-7","2012","66 and older","Rural Area","","","",""
"6 on scale 1-7","2012","16-34 y.","Urban Area","","","",""
"6 on scale 1-7","2012","16-34 y.","Rural Area","","","",""
"6 on scale 1-7","2012","35-65 y.","Urban Area","","","",""
"6 on scale 1-7","2012","35-65 y.","Rural Area","","","",""
"6 on scale 1-7","2012","66 and older","Urban Area","","","",""
"6 on scale 1-7","2012","66 and older","Rural Area","","","",""
"7 Strongly agree","2012","16-34 y.","Urban Area","","","",""
"7 Strongly agree","2012","16-34 y.","Rural Area","","","",""
"7 Strongly agree","2012","35-65 y.","Urban Area","","","",""
"7 Strongly agree","2012","35-65 y.","Rural Area","","","",""
"7 Strongly agree","2012","66 and older","Urban Area","","","",""
"7 Strongly agree","2012","66 and older","Rural Area","","","",""
"1 Strongly disagree","2013","16-34 y.","Urban Area","","","",""
"1 Strongly disagree","2013","16-34 y.","Rural Area","","","",""
"1 Strongly disagree","2013","35-65 y.","Urban Area","","","",""
"1 Strongly disagree","2013","35-65 y.","Rural Area","","","",""
"1 Strongly disagree","2013","66 and older","Urban Area","","","",""
"1 Strongly disagree","2013","66 and older","Rural Area","","","",""
"2 on scale 1-7 ","2013","16-34 y.","Urban Area","","","",""
"2 on scale 1-7 ","2013","16-34 y.","Rural Area","","","",""
"2 on scale 1-7 ","2013","35-65 y.","Urban Area","","","",""
"2 on scale 1-7 ","2013","35-65 y.","Rural Area","","","",""
"2 on scale 1-7 ","2013","66 and older","Urban Area","","","",""
"2 on scale 1-7 ","2013","66 and older","Rural Area","","","",""
"3 on scale 1-7 ","2013","16-34 y.","Urban Area","","","",""
"3 on scale 1-7 ","2013","16-34 y.","Rural Area","","","",""
"3 on scale 1-7 ","2013","35-65 y.","Urban Area","","","",""
"3 on scale 1-7 ","2013","35-65 y.","Rural Area","","","",""
"3 on scale 1-7 ","2013","66 and older","Urban Area","","","",""
"3 on scale 1-7 ","2013","66 and older","Rural Area","","","",""
"4 on scale 1-7","2013","16-34 y.","Urban Area","","","",""
"4 on scale 1-7","2013","16-34 y.","Rural Area","","","",""
"4 on scale 1-7","2013","35-65 y.","Urban Area","","","",""
"4 on scale 1-7","2013","35-65 y.","Rural Area","","","",""
"4 on scale 1-7","2013","66 and older","Urban Area","","","",""
"4 on scale 1-7","2013","66 and older","Rural Area","","","",""
"5 on scale 1-7","2013","16-34 y.","Urban Area","","","",""
"5 on scale 1-7","2013","16-34 y.","Rural Area","","","",""
"5 on scale 1-7","2013","35-65 y.","Urban Area","","","",""
"5 on scale 1-7","2013","35-65 y.","Rural Area","","","",""
"5 on scale 1-7","2013","66 and older","Urban Area","","","",""
"5 on scale 1-7","2013","66 and older","Rural Area","","","",""
"6 on scale 1-7","2013","16-34 y.","Urban Area","","","",""
"6 on scale 1-7","2013","16-34 y.","Rural Area","","","",""
"6 on scale 1-7","2013","35-65 y.","Urban Area","","","",""
"6 on scale 1-7","2013","35-65 y.","Rural Area","","","",""
"6 on scale 1-7","2013","66 and older","Urban Area","","","",""
"6 on scale 1-7","2013","66 and older","Rural Area","","","",""
"7 Strongly agree","2013","16-34 y.","Urban Area","","","",""
"7 Strongly agree","2013","16-34 y.","Rural Area","","","",""
"7 Strongly agree","2013","35-65 y.","Urban Area","","","",""
"7 Strongly agree","2013","35-65 y.","Rural Area","","","",""
"7 Strongly agree","2013","66 and older","Urban Area","","","",""
