"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","indirect migration background","Male","","","","","","","","","","",""
"2005","no migration background","Female","","","","","","","","","","",""
"2005","no migration background","Male","","","","","","","","","","",""
"2006","direct migration background","Female","","","","","","","","","","",""
"2006","direct migration background","Male","","","","","","","","","","",""
"2006","indirect migration background","Female","","","","","","","","","","",""
"2006","indirect migration background","Male","","","","","","","","","","",""
"2006","no migration background","Female","","","","","","","","","","",""
"2006","no migration background","Male","","","","","","","","","","",""
"2007","direct migration background","Female","","","","","","","","","","",""
"2007","direct migration background","Male","","","","","","","","","","",""
"2007","indirect migration background","Female","","","","","","","","","","",""
"2007","indirect migration background","Male","","","","","","","","","","",""
"2007","no migration background","Female","","","","","","","","","","",""
"2007","no migration background","Male","","","","","","","","","","",""
"2008","direct migration background","Female","6.12","7","934","2","5","8","9","5.95","6.29","6","7"
"2008","direct migration background","Male","6.2","6","802","3","5","8","9","6.03","6.37","6","7"
"2008","indirect migration background","Female","6.96","8","383","3","6","9","10","6.74","7.18","7","8"
"2008","indirect migration background","Male","6.79","7","363","3","5","8","10","6.55","7.03","7","8"
"2008","no migration background","Female","7.19","8","8012","5","6","9","10","7.15","7.23","8","8"
"2008","no migration background","Male","7.34","8","7426","5","6","9","10","7.3","7.38","8","8"
"2009","direct migration background","Female","","","","","","","","","","",""
"2009","direct migration background","Male","","","","","","","","","","",""
"2009","indirect migration background","Female","","","","","","","","","","",""
"2009","indirect migration background","Male","","","","","","","","","","",""
"2009","no migration background","Female","","","","","","","","","","",""
"2009","no migration background","Male","","","","","","","","","","",""
"2010","direct migration background","Female","","","","","","","","","","",""
"2010","direct migration background","Male","","","","","","","","","","",""
"2010","indirect migration background","Female","","","","","","","","","","",""
"2010","indirect migration background","Male","","","","","","","","","","",""
"2010","no migration background","Female","","","","","","","","","","",""
"2010","no migration background","Male","","","","","","","","","","",""
"2011","direct migration background","Female","","","","","","","","","","",""
"2011","direct migration background","Male","","","","","","","","","","",""
"2011","indirect migration background","Female","","","","","","","","","","",""
"2011","indirect migration background","Male","","","","","","","","","","",""
"2011","no migration background","Female","","","","","","","","","","",""
"2011","no migration background","Male","","","","","","","","","","",""
"2012","direct migration background","Female","","","","","","","","","","",""
"2012","direct migration background","Male","","","","","","","","","","",""
"2012","indirect migration background","Female","","","","","","","","","","",""
"2012","indirect migration background","Male","","","","","","","","","","",""
"2012","no migration background","Female","","","","","","","","","","",""
"2012","no migration background","Male","","","","","","","","","","",""
"2013","direct migration background","Female","","","","","","","","","","",""
"2013","direct migration background","Male","","","","","","","","","","",""
"2013","indirect migration background","Female","","","","","","","","","","",""
"2013","indirect migration background","Male","","","","","","","","","","",""
"2013","no migration background","Female","","","","","","","","","","",""
"2013","no migration background","Male","","","","","","","","","","",""
"2014","direct migration background","Female","6.91","8","2637","3","5","9","10","6.81","7.01","7","8"
"2014","direct migration background","Male","6.88","7","2217","3","5","9","10","6.78","6.98","8","8"
"2014","indirect migration background","Female","7.42","8","934","5","6","9","10","7.27","7.57","8","8"
"2014","indirect migration background","Male","7.29","8","808","5","6","9","10","7.13","7.45","8","8"
"2014","no migration background","Female","7.48","8","10034","5","7","9","10","7.44","7.52","8","8"
"2014","no migration background","Male","7.67","8","8554","5","7","9","10","7.63","7.71","8","8"
"2015","direct migration background","Female","","","","","","","","","","",""
"2015","direct migration background","Male","","","","","","","","","","",""
"2015","indirect migration background","Female","","","","","","","","","","",""
"2015","indirect migration background","Male","","","","","","","","","","",""
"2015","no migration background","Female","","","","","","","","","","",""
"2015","no migration background","Male","","","","","","","","","","",""
"2016","direct migration background","Female","","","","","","","","","","",""
"2016","direct migration background","Male","","","","","","","","","","",""
"2016","indirect migration background","Female","","","","","","","","","","",""
"2016","indirect migration background","Male","","","","","","","","","","",""
"2016","no migration background","Female","","","","","","","","","","",""
"2016","no migration background","Male","","","","","","","","","","",""
"2017","direct migration background","Female","","","","","","","","","","",""
"2017","direct migration background","Male","","","","","","","","","","",""
"2017","indirect migration background","Female","","","","","","","","","","",""
"2017","indirect migration background","Male","","","","","","","","","","",""
"2017","no migration background","Female","","","","","","","","","","",""
"2017","no migration background","Male","","","","","","","","","","",""
"2018","direct migration background","Female","","","","","","","","","","",""
"2018","direct migration background","Male","","","","","","","","","","",""
"2018","indirect migration background","Female","","","","","","","","","","",""
"2018","indirect migration background","Male","","","","","","","","","","",""
"2018","no migration background","Female","","","","","","","","","","",""
"2018","no migration background","Male","","","","","","","","","","",""
"2019","direct migration background","Female","6.95","8","1961","3","6","9","10","6.84","7.06","8","8"
"2019","direct migration background","Male","7.21","8","1637","5","6","9","10","7.1","7.32","8","8"
"2019","indirect migration background","Female","7.54","8","878","5","7","9","10","7.39","7.69","8","8"
"2019","indirect migration background","Male","7.42","8","778","4","6","9","10","7.28","7.56","8","8"
"2019","no migration background","Female","7.74","8","9719","5","7","9","10","7.7","7.78","8","8"
"2019","no migration background","Male","7.82","8","9198","5","7","9","10","7.78","7.86","8","8"
