"plh0216","year","sampreg","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2010","West Germany","","","",""
"6 on scale 1-7","2010","East Germany","","","",""
"7 Strongly agree","2010","West Germany","","","",""
"7 Strongly agree","2010","East Germany","","","",""
"1 Strongly disagree","2011","West Germany","","","",""
"1 Strongly disagree","2011","East Germany","","","",""
"2 on scale 1-7 ","2011","West Germany","","","",""
"2 on scale 1-7 ","2011","East Germany","","","",""
"3 on scale 1-7 ","2011","West Germany","","","",""
"3 on scale 1-7 ","2011","East Germany","","","",""
"4 on scale 1-7","2011","West Germany","","","",""
"4 on scale 1-7","2011","East Germany","","","",""
"5 on scale 1-7","2011","West Germany","","","",""
"5 on scale 1-7","2011","East Germany","","","",""
"6 on scale 1-7","2011","West Germany","","","",""
"6 on scale 1-7","2011","East Germany","","","",""
"7 Strongly agree","2011","West Germany","","","",""
"7 Strongly agree","2011","East Germany","","","",""
"1 Strongly disagree","2012","West Germany","229","0.0465538326554395","0.0411280845973937","0.0519795807134852"
"1 Strongly disagree","2012","East Germany","48","0.0386152426203168","0.0282912417063163","0.0489392435343174"
"2 on scale 1-7 ","2012","West Germany","547","0.0862923848465205","0.0790609634067685","0.0935238062862726"
"2 on scale 1-7 ","2012","East Germany","112","0.08431610614013","0.069427703923764","0.099204508356496"
"3 on scale 1-7 ","2012","West Germany","691","0.11454154614741","0.106339930192423","0.122743162102396"
"3 on scale 1-7 ","2012","East Germany","150","0.115358128447752","0.0982411193793048","0.132475137516199"
"4 on scale 1-7","2012","West Germany","998","0.163599757449817","0.154073282776513","0.17312623212312"
"4 on scale 1-7","2012","East Germany","232","0.174091178820763","0.153773482275195","0.194408875366331"
"5 on scale 1-7","2012","West Germany","1156","0.197367771174871","0.187117620959637","0.207617921390104"
"5 on scale 1-7","2012","East Germany","271","0.213943420053885","0.191970063391246","0.235916776716524"
"6 on scale 1-7","2012","West Germany","1191","0.212058922319956","0.201531817180256","0.222586027459657"
"6 on scale 1-7","2012","East Germany","275","0.198976238066141","0.177584634486961","0.220367841645321"
"7 Strongly agree","2012","West Germany","980","0.179585785405987","0.169700564435593","0.189471006376381"
"7 Strongly agree","2012","East Germany","250","0.174699685851012","0.154354010912266","0.195045360789759"
"1 Strongly disagree","2013","West Germany","775","0.0575107231247743","0.053708529461501","0.0613129167880476"
"1 Strongly disagree","2013","East Germany","154","0.0359184431693367","0.0304571398057442","0.0413797465329292"
"2 on scale 1-7 ","2013","West Germany","2032","0.139866382132097","0.134201886550027","0.145530877714167"
"2 on scale 1-7 ","2013","East Germany","522","0.119171061992466","0.109662565436526","0.128679558548406"
"3 on scale 1-7 ","2013","West Germany","2305","0.156577212972787","0.150642379259374","0.162512046686201"
"3 on scale 1-7 ","2013","East Germany","666","0.14385890215221","0.133559270217509","0.15415853408691"
"4 on scale 1-7","2013","West Germany","2922","0.19940243375503","0.192877231602355","0.205927635907705"
"4 on scale 1-7","2013","East Germany","931","0.217892870549707","0.20577753926064","0.230008201838775"
"5 on scale 1-7","2013","West Germany","2773","0.195715060655243","0.189235602309978","0.202194519000508"
"5 on scale 1-7","2013","East Germany","934","0.195043412999326","0.183414676361996","0.206672149636656"
"6 on scale 1-7","2013","West Germany","2167","0.14943317052544","0.143610806737288","0.155255534313592"
"6 on scale 1-7","2013","East Germany","774","0.169328494091827","0.158321712689558","0.180335275494096"
"7 Strongly agree","2013","West Germany","1429","0.101495016834628","0.0965632309226074","0.10642680274665"
"7 Strongly agree","2013","East Germany","479","0.118786815045127","0.109291589746271","0.128282040343983"
"1 Strongly disagree","2014","West Germany","","","",""
"1 Strongly disagree","2014","East Germany","","","",""
"2 on scale 1-7 ","2014","West Germany","","","",""
"2 on scale 1-7 ","2014","East Germany","","","",""
"3 on scale 1-7 ","2014","West Germany","","","",""
"3 on scale 1-7 ","2014","East Germany","","","",""
"4 on scale 1-7","2014","West Germany","","","",""
"4 on scale 1-7","2014","East Germany","","","",""
"5 on scale 1-7","2014","West Germany","","","",""
"5 on scale 1-7","2014","East Germany","","","",""
"6 on scale 1-7","2014","West Germany","","","",""
"6 on scale 1-7","2014","East Germany","","","",""
"7 Strongly agree","2014","West Germany","","","",""
"7 Strongly agree","2014","East Germany","","","",""
"1 Strongly disagree","2015","West Germany","","","",""
"1 Strongly disagree","2015","East Germany","","","",""
"2 on scale 1-7 ","2015","West Germany","","","",""
"2 on scale 1-7 ","2015","East Germany","","","",""
"3 on scale 1-7 ","2015","West Germany","","","",""
"3 on scale 1-7 ","2015","East Germany","","","",""
"4 on scale 1-7","2015","West Germany","","","",""
"4 on scale 1-7","2015","East Germany","","","",""
"5 on scale 1-7","2015","West Germany","","","",""
"5 on scale 1-7","2015","East Germany","","","",""
"6 on scale 1-7","2015","West Germany","","","",""
"6 on scale 1-7","2015","East Germany","","","",""
"7 Strongly agree","2015","West Germany","","","",""
"7 Strongly agree","2015","East Germany","","","",""
"1 Strongly disagree","2016","West Germany","","","",""
"1 Strongly disagree","2016","East Germany","","","",""
"2 on scale 1-7 ","2016","West Germany","","","",""
"2 on scale 1-7 ","2016","East Germany","","","",""
"3 on scale 1-7 ","2016","West Germany","","","",""
"3 on scale 1-7 ","2016","East Germany","","","",""
"4 on scale 1-7","2016","West Germany","","","",""
"4 on scale 1-7","2016","East Germany","","","",""
"5 on scale 1-7","2016","West Germany","","","",""
"5 on scale 1-7","2016","East Germany","","","",""
"6 on scale 1-7","2016","West Germany","","","",""
"6 on scale 1-7","2016","East Germany","","","",""
"7 Strongly agree","2016","West Germany","","","",""
"7 Strongly agree","2016","East Germany","","","",""
"1 Strongly disagree","2017","West Germany","1273","0.0499160269045067","0.0471133655307585","0.0527186882782549"
"1 Strongly disagree","2017","East Germany","276","0.0409541958907561","0.0359787717105038","0.0459296200710083"
"2 on scale 1-7 ","2017","West Germany","2932","0.13371909820821","0.129338880298901","0.138099316117519"
"2 on scale 1-7 ","2017","East Germany","702","0.116619148590451","0.10856128038526","0.124677016795642"
"3 on scale 1-7 ","2017","West Germany","3205","0.140323298504064","0.135853354343235","0.144793242664892"
"3 on scale 1-7 ","2017","East Germany","838","0.148237750699814","0.139317032134356","0.157158469265272"
"4 on scale 1-7","2017","West Germany","4149","0.181956021925866","0.176990771358616","0.186921272493116"
"4 on scale 1-7","2017","East Germany","1099","0.183648922443961","0.173928303619116","0.193369541268807"
"5 on scale 1-7","2017","West Germany","4323","0.191215266087355","0.186154137392708","0.196276394782003"
"5 on scale 1-7","2017","East Germany","1222","0.208912447914853","0.198706445413683","0.219118450416022"
"6 on scale 1-7","2017","West Germany","4043","0.179602341686337","0.174662217909908","0.184542465462766"
"6 on scale 1-7","2017","East Germany","1119","0.183997790331126","0.174270022269807","0.193725558392444"
"7 Strongly agree","2017","West Germany","3268","0.123267946683661","0.119037091597524","0.127498801769798"
"7 Strongly agree","2017","East Germany","839","0.11762974412904","0.109541667781059","0.125717820477021"
"1 Strongly disagree","2018","West Germany","","","",""
"1 Strongly disagree","2018","East Germany","","","",""
"2 on scale 1-7 ","2018","West Germany","","","",""
"2 on scale 1-7 ","2018","East Germany","","","",""
"3 on scale 1-7 ","2018","West Germany","","","",""
"3 on scale 1-7 ","2018","East Germany","","","",""
"4 on scale 1-7","2018","West Germany","","","",""
"4 on scale 1-7","2018","East Germany","","","",""
"5 on scale 1-7","2018","West Germany","","","",""
"5 on scale 1-7","2018","East Germany","","","",""
"6 on scale 1-7","2018","West Germany","","","",""
"6 on scale 1-7","2018","East Germany","","","",""
"7 Strongly agree","2018","West Germany","","","",""
"7 Strongly agree","2018","East Germany","","","",""
"1 Strongly disagree","2019","West Germany","1722","0.0815283639178535","0.0777478938325839","0.085308834003123"
"1 Strongly disagree","2019","East Germany","367","0.0673710980198317","0.0607865081704274","0.073955687869236"
"2 on scale 1-7 ","2019","West Germany","3657","0.179323536000387","0.174023690565664","0.184623381435111"
"2 on scale 1-7 ","2019","East Germany","925","0.158946229997611","0.14934173627493","0.168550723720292"
"3 on scale 1-7 ","2019","West Germany","3069","0.150163043152155","0.145227807383252","0.155098278921058"
"3 on scale 1-7 ","2019","East Germany","903","0.158446207481528","0.148853982743458","0.168038432219598"
"4 on scale 1-7","2019","West Germany","3618","0.190465796574833","0.185040984878037","0.195890608271629"
"4 on scale 1-7","2019","East Germany","1052","0.194182605901759","0.183791519363671","0.204573692439846"
"5 on scale 1-7","2019","West Germany","3480","0.173370341002946","0.16814034374518","0.178600338260712"
"5 on scale 1-7","2019","East Germany","1003","0.186025516283334","0.175803674957436","0.196247357609233"
"6 on scale 1-7","2019","West Germany","2808","0.141127254045673","0.136317438470848","0.145937069620497"
"6 on scale 1-7","2019","East Germany","823","0.151475115824313","0.142057511961433","0.160892719687193"
"7 Strongly agree","2019","West Germany","1773","0.0840216653061519","0.0801890360449925","0.0878542945673114"
"7 Strongly agree","2019","East Germany","494","0.083553226491623","0.0762842591727933","0.0908221938104526"
