"plh0216","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2008","direct migration background","West Germany","","","",""
"1 Strongly disagree","2008","direct migration background","East Germany","","","",""
"1 Strongly disagree","2008","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2008","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2008","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2008","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2008","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2008","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2008","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2008","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2008","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2008","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2008","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2008","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2008","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2008","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2008","no migration background","West Germany","","","",""
"4 on scale 1-7","2008","no migration background","East Germany","","","",""
"4 on scale 1-7","2008","direct migration background","West Germany","","","",""
"4 on scale 1-7","2008","direct migration background","East Germany","","","",""
"4 on scale 1-7","2008","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2008","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2008","no migration background","West Germany","","","",""
"5 on scale 1-7","2008","no migration background","East Germany","","","",""
"5 on scale 1-7","2008","direct migration background","West Germany","","","",""
"5 on scale 1-7","2008","direct migration background","East Germany","","","",""
"5 on scale 1-7","2008","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2008","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2008","no migration background","West Germany","","","",""
"6 on scale 1-7","2008","no migration background","East Germany","","","",""
"6 on scale 1-7","2008","direct migration background","West Germany","","","",""
"6 on scale 1-7","2008","direct migration background","East Germany","","","",""
"6 on scale 1-7","2008","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2008","indirect migration background","East Germany","","","",""
"7 Strongly agree","2008","no migration background","West Germany","","","",""
"7 Strongly agree","2008","no migration background","East Germany","","","",""
"7 Strongly agree","2008","direct migration background","West Germany","","","",""
"7 Strongly agree","2008","direct migration background","East Germany","","","",""
"7 Strongly agree","2008","indirect migration background","West Germany","","","",""
"7 Strongly agree","2008","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2009","no migration background","West Germany","498","0.0434380241991576","0.0396652622503787","0.0472107861479364"
"1 Strongly disagree","2009","no migration background","East Germany","112","0.029381398986879","0.0244068481853372","0.0343559497884209"
"1 Strongly disagree","2009","direct migration background","West Germany","60","0.0383117759409717","0.0288411674675395","0.0477823844144038"
"1 Strongly disagree","2009","direct migration background","East Germany","5","","",""
"1 Strongly disagree","2009","indirect migration background","West Germany","46","0.0673354740363301","0.0483881385577249","0.0862828095149353"
"1 Strongly disagree","2009","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2009","no migration background","West Germany","1492","0.129245903168936","0.123036870123485","0.135454936214387"
"2 on scale 1-7 ","2009","no migration background","East Germany","467","0.107849444740361","0.0987120715705703","0.116986817910152"
"2 on scale 1-7 ","2009","direct migration background","West Germany","155","0.103262842445127","0.0882487456246094","0.118276939265644"
"2 on scale 1-7 ","2009","direct migration background","East Germany","2","","",""
"2 on scale 1-7 ","2009","indirect migration background","West Germany","79","0.122585812721385","0.0977895695890848","0.147382055853685"
"2 on scale 1-7 ","2009","indirect migration background","East Germany","5","","",""
"3 on scale 1-7 ","2009","no migration background","West Germany","1798","0.156003805136354","0.149287882955721","0.162719727316988"
"3 on scale 1-7 ","2009","no migration background","East Germany","660","0.142244977587281","0.131955497395374","0.152534457779188"
"3 on scale 1-7 ","2009","direct migration background","West Germany","173","0.105150968955184","0.0900161887889993","0.120285749121368"
"3 on scale 1-7 ","2009","direct migration background","East Germany","8","","",""
"3 on scale 1-7 ","2009","indirect migration background","West Germany","104","0.168412244126341","0.140117593935004","0.196706894317678"
"3 on scale 1-7 ","2009","indirect migration background","East Germany","6","","",""
"4 on scale 1-7","2009","no migration background","West Germany","2342","0.207326130925154","0.199823007207638","0.214829254642669"
"4 on scale 1-7","2009","no migration background","East Germany","945","0.200706581521784","0.188908069062321","0.212505093981247"
"4 on scale 1-7","2009","direct migration background","West Germany","328","0.205471043331324","0.185535651804405","0.225406434858242"
"4 on scale 1-7","2009","direct migration background","East Germany","17","","",""
"4 on scale 1-7","2009","indirect migration background","West Germany","141","0.188388985781094","0.158824850928847","0.217953120633341"
"4 on scale 1-7","2009","indirect migration background","East Germany","12","","",""
"5 on scale 1-7","2009","no migration background","West Germany","2065","0.184254487567015","0.177078954026239","0.191430021107791"
"5 on scale 1-7","2009","no migration background","East Germany","910","0.20258153445279","0.190741951564556","0.214421117341023"
"5 on scale 1-7","2009","direct migration background","West Germany","315","0.198794795748531","0.179103741085845","0.218485850411217"
"5 on scale 1-7","2009","direct migration background","East Germany","16","","",""
"5 on scale 1-7","2009","indirect migration background","West Germany","128","0.188813813189821","0.159224109960568","0.218403516419074"
"5 on scale 1-7","2009","indirect migration background","East Germany","6","","",""
"6 on scale 1-7","2009","no migration background","West Germany","1789","0.166320038237091","0.159428125265506","0.173211951208677"
"6 on scale 1-7","2009","no migration background","East Germany","829","0.195417262997436","0.183736797570961","0.207097728423912"
"6 on scale 1-7","2009","direct migration background","West Germany","305","0.192915487170863","0.173446756128791","0.212384218212935"
"6 on scale 1-7","2009","direct migration background","East Germany","14","","",""
"6 on scale 1-7","2009","indirect migration background","West Germany","102","0.180542554148232","0.151461077912039","0.209624030384424"
"6 on scale 1-7","2009","indirect migration background","East Germany","9","","",""
"7 Strongly agree","2009","no migration background","West Germany","1230","0.113411610766292","0.107542698812383","0.119280522720201"
"7 Strongly agree","2009","no migration background","East Germany","504","0.121818799713469","0.112184002998156","0.131453596428781"
"7 Strongly agree","2009","direct migration background","West Germany","242","0.156093086408001","0.138185638439477","0.174000534376526"
"7 Strongly agree","2009","direct migration background","East Germany","14","","",""
"7 Strongly agree","2009","indirect migration background","West Germany","72","0.0839211159967975","0.0629575328147362","0.104884699178859"
"7 Strongly agree","2009","indirect migration background","East Germany","3","","",""
"1 Strongly disagree","2010","no migration background","West Germany","","","",""
"1 Strongly disagree","2010","no migration background","East Germany","","","",""
"1 Strongly disagree","2010","direct migration background","West Germany","","","",""
"1 Strongly disagree","2010","direct migration background","East Germany","","","",""
"1 Strongly disagree","2010","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2010","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2010","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2010","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2010","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2010","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2010","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2010","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2010","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2010","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2010","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2010","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2010","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2010","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2010","no migration background","West Germany","","","",""
"4 on scale 1-7","2010","no migration background","East Germany","","","",""
"4 on scale 1-7","2010","direct migration background","West Germany","","","",""
"4 on scale 1-7","2010","direct migration background","East Germany","","","",""
"4 on scale 1-7","2010","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2010","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2010","no migration background","West Germany","","","",""
"5 on scale 1-7","2010","no migration background","East Germany","","","",""
"5 on scale 1-7","2010","direct migration background","West Germany","","","",""
"5 on scale 1-7","2010","direct migration background","East Germany","","","",""
"5 on scale 1-7","2010","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2010","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2010","no migration background","West Germany","","","",""
"6 on scale 1-7","2010","no migration background","East Germany","","","",""
"6 on scale 1-7","2010","direct migration background","West Germany","","","",""
"6 on scale 1-7","2010","direct migration background","East Germany","","","",""
"6 on scale 1-7","2010","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2010","indirect migration background","East Germany","","","",""
"7 Strongly agree","2010","no migration background","West Germany","","","",""
"7 Strongly agree","2010","no migration background","East Germany","","","",""
"7 Strongly agree","2010","direct migration background","West Germany","","","",""
"7 Strongly agree","2010","direct migration background","East Germany","","","",""
"7 Strongly agree","2010","indirect migration background","West Germany","","","",""
"7 Strongly agree","2010","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2011","no migration background","West Germany","","","",""
"1 Strongly disagree","2011","no migration background","East Germany","","","",""
"1 Strongly disagree","2011","direct migration background","West Germany","","","",""
"1 Strongly disagree","2011","direct migration background","East Germany","","","",""
"1 Strongly disagree","2011","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2011","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2011","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2011","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2011","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2011","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2011","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2011","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2011","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2011","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2011","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2011","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2011","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2011","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2011","no migration background","West Germany","","","",""
"4 on scale 1-7","2011","no migration background","East Germany","","","",""
"4 on scale 1-7","2011","direct migration background","West Germany","","","",""
"4 on scale 1-7","2011","direct migration background","East Germany","","","",""
"4 on scale 1-7","2011","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2011","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2011","no migration background","West Germany","","","",""
"5 on scale 1-7","2011","no migration background","East Germany","","","",""
"5 on scale 1-7","2011","direct migration background","West Germany","","","",""
"5 on scale 1-7","2011","direct migration background","East Germany","","","",""
"5 on scale 1-7","2011","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2011","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2011","no migration background","West Germany","","","",""
"6 on scale 1-7","2011","no migration background","East Germany","","","",""
"6 on scale 1-7","2011","direct migration background","West Germany","","","",""
"6 on scale 1-7","2011","direct migration background","East Germany","","","",""
"6 on scale 1-7","2011","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2011","indirect migration background","East Germany","","","",""
"7 Strongly agree","2011","no migration background","West Germany","","","",""
"7 Strongly agree","2011","no migration background","East Germany","","","",""
"7 Strongly agree","2011","direct migration background","West Germany","","","",""
"7 Strongly agree","2011","direct migration background","East Germany","","","",""
"7 Strongly agree","2011","indirect migration background","West Germany","","","",""
"7 Strongly agree","2011","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2012","no migration background","West Germany","178","0.0477132951305042","0.0413451122715585","0.0540814779894499"
"1 Strongly disagree","2012","no migration background","East Germany","42","0.0377347427237997","0.0271753842017819","0.0482941012458175"
"1 Strongly disagree","2012","direct migration background","West Germany","38","0.0460118642076824","0.0332540987160288","0.058769629699336"
"1 Strongly disagree","2012","direct migration background","East Germany","3","","",""
"1 Strongly disagree","2012","indirect migration background","West Germany","13","","",""
"1 Strongly disagree","2012","indirect migration background","East Germany","3","","",""
"2 on scale 1-7 ","2012","no migration background","West Germany","436","0.0938339373532267","0.0851223794761191","0.102545495230334"
"2 on scale 1-7 ","2012","no migration background","East Germany","104","0.0861890278562747","0.070637480346713","0.101740575365836"
"2 on scale 1-7 ","2012","direct migration background","West Germany","67","0.0698654830427414","0.0543425985116985","0.0853883675737842"
"2 on scale 1-7 ","2012","direct migration background","East Germany","4","","",""
"2 on scale 1-7 ","2012","indirect migration background","West Germany","44","0.0766482031490951","0.0521229520779449","0.101173454220245"
"2 on scale 1-7 ","2012","indirect migration background","East Germany","4","","",""
"3 on scale 1-7 ","2012","no migration background","West Germany","574","0.133205432805134","0.123053914104626","0.143356951505642"
"3 on scale 1-7 ","2012","no migration background","East Germany","143","0.118926852063886","0.100989208881352","0.136864495246421"
"3 on scale 1-7 ","2012","direct migration background","West Germany","77","0.0698567317212331","0.0543347463956408","0.0853787170468253"
"3 on scale 1-7 ","2012","direct migration background","East Germany","4","","",""
"3 on scale 1-7 ","2012","indirect migration background","West Germany","40","0.102599503364918","0.0746261419996318","0.130572864730204"
"3 on scale 1-7 ","2012","indirect migration background","East Germany","3","","",""
"4 on scale 1-7","2012","no migration background","West Germany","784","0.172580881676998","0.161291476059257","0.183870287294739"
"4 on scale 1-7","2012","no migration background","East Germany","218","0.173788423823884","0.15279054156412","0.194786306083647"
"4 on scale 1-7","2012","direct migration background","West Germany","154","0.147821348861405","0.126208992557418","0.169433705165392"
"4 on scale 1-7","2012","direct migration background","East Germany","7","","",""
"4 on scale 1-7","2012","indirect migration background","West Germany","60","0.140920614088887","0.108844423436488","0.172996804741286"
"4 on scale 1-7","2012","indirect migration background","East Germany","7","","",""
"5 on scale 1-7","2012","no migration background","West Germany","850","0.198720717657189","0.186799366245399","0.21064206906898"
"5 on scale 1-7","2012","no migration background","East Germany","256","0.212631836659234","0.18995813088792","0.235305542430548"
"5 on scale 1-7","2012","direct migration background","West Germany","215","0.200640163783122","0.176253729038633","0.22502659852761"
"5 on scale 1-7","2012","direct migration background","East Germany","10","","",""
"5 on scale 1-7","2012","indirect migration background","West Germany","91","0.177239890192845","0.142035548832327","0.212444231553362"
"5 on scale 1-7","2012","indirect migration background","East Germany","5","","",""
"6 on scale 1-7","2012","no migration background","West Germany","866","0.208712449834676","0.196571482127697","0.220853417541656"
"6 on scale 1-7","2012","no migration background","East Germany","255","0.192995745849531","0.171126630450362","0.214864861248701"
"6 on scale 1-7","2012","direct migration background","West Germany","227","0.221401696564918","0.196119464575823","0.246683928554012"
"6 on scale 1-7","2012","direct migration background","East Germany","14","","",""
"6 on scale 1-7","2012","indirect migration background","West Germany","98","0.210263770186318","0.172697149622526","0.247830390750109"
"6 on scale 1-7","2012","indirect migration background","East Germany","6","","",""
"7 Strongly agree","2012","no migration background","West Germany","616","0.145233285542272","0.134707152816555","0.155759418267988"
"7 Strongly agree","2012","no migration background","East Germany","233","0.17773337102339","0.156549259319756","0.198917482727025"
"7 Strongly agree","2012","direct migration background","West Germany","258","0.244402711818899","0.218234959601155","0.270570464036642"
"7 Strongly agree","2012","direct migration background","East Germany","13","","",""
"7 Strongly agree","2012","indirect migration background","West Germany","106","0.253124545322456","0.213040633568314","0.293208457076598"
"7 Strongly agree","2012","indirect migration background","East Germany","4","","",""
"1 Strongly disagree","2013","no migration background","West Germany","664","0.058266447695648","0.0540981840283492","0.0624347113629468"
"1 Strongly disagree","2013","no migration background","East Germany","147","0.035508017122726","0.0299984667402587","0.0410175675051933"
"1 Strongly disagree","2013","direct migration background","West Germany","76","0.0548445105678866","0.0436955328300341","0.0659934883057391"
"1 Strongly disagree","2013","direct migration background","East Germany","3","","",""
"1 Strongly disagree","2013","indirect migration background","West Germany","35","0.046599441950118","0.0306273025859449","0.062571581314291"
"1 Strongly disagree","2013","indirect migration background","East Germany","4","","",""
"2 on scale 1-7 ","2013","no migration background","West Germany","1789","0.145717150756856","0.139438908505283","0.151995393008429"
"2 on scale 1-7 ","2013","no migration background","East Germany","508","0.119577636293852","0.109917702441725","0.129237570145978"
"2 on scale 1-7 ","2013","direct migration background","West Germany","148","0.088124189427715","0.07424282197783","0.1020055568776"
"2 on scale 1-7 ","2013","direct migration background","East Germany","7","","",""
"2 on scale 1-7 ","2013","indirect migration background","West Germany","95","0.158126739442704","0.130478909599514","0.185774569285894"
"2 on scale 1-7 ","2013","indirect migration background","East Germany","7","","",""
"3 on scale 1-7 ","2013","no migration background","West Germany","1996","0.16026331835106","0.153735463068052","0.166791173634067"
"3 on scale 1-7 ","2013","no migration background","East Germany","653","0.144719500500925","0.134245286325414","0.155193714676437"
"3 on scale 1-7 ","2013","direct migration background","West Germany","208","0.125411312176197","0.109193692219022","0.141628932133372"
"3 on scale 1-7 ","2013","direct migration background","East Germany","9","","",""
"3 on scale 1-7 ","2013","indirect migration background","West Germany","101","0.163348792941175","0.135335431941607","0.191362153940743"
"3 on scale 1-7 ","2013","indirect migration background","East Germany","4","","",""
"4 on scale 1-7","2013","no migration background","West Germany","2473","0.200894591725655","0.193764944396824","0.208024239054486"
"4 on scale 1-7","2013","no migration background","East Germany","908","0.217229081677146","0.204952429210682","0.22950573414361"
"4 on scale 1-7","2013","direct migration background","West Germany","296","0.184086977917721","0.165108984070035","0.203064971765407"
"4 on scale 1-7","2013","direct migration background","East Germany","15","","",""
"4 on scale 1-7","2013","indirect migration background","West Germany","153","0.211060263310052","0.180138789511953","0.24198173710815"
"4 on scale 1-7","2013","indirect migration background","East Germany","8","","",""
"5 on scale 1-7","2013","no migration background","West Germany","2333","0.192312264369575","0.185299211303357","0.199325317435792"
"5 on scale 1-7","2013","no migration background","East Germany","915","0.19782293919409","0.185963146931217","0.209682731456963"
"5 on scale 1-7","2013","direct migration background","West Germany","319","0.218214606539573","0.197988955037872","0.238440258041274"
"5 on scale 1-7","2013","direct migration background","East Germany","11","","",""
"5 on scale 1-7","2013","indirect migration background","West Germany","121","0.210178942250842","0.179304864934627","0.241053019567056"
"5 on scale 1-7","2013","indirect migration background","East Germany","8","","",""
"6 on scale 1-7","2013","no migration background","West Germany","1765","0.14542294998039","0.139149968894106","0.151695931066674"
"6 on scale 1-7","2013","no migration background","East Germany","742","0.169274520318119","0.158110305125613","0.180438735510624"
"6 on scale 1-7","2013","direct migration background","West Germany","302","0.186401237563304","0.167331427366258","0.205471047760349"
"6 on scale 1-7","2013","direct migration background","East Germany","23","","",""
"6 on scale 1-7","2013","indirect migration background","West Germany","100","0.131952155823382","0.106306423288787","0.157597888357977"
"6 on scale 1-7","2013","indirect migration background","East Germany","9","","",""
"7 Strongly agree","2013","no migration background","West Germany","1112","0.0971232771208167","0.0918539181876115","0.102392636054022"
