"pld0045","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Often","2003","secondary school degree","(Married) couple without C. ","126","0.0723782543369107","0.0604576221217512","0.0842988865520702"
"Often","2003","secondary school degree","Single parent ","37","0.10824904276167","0.0766339135869279","0.139864171936411"
"Often","2003","secondary school degree","Couple + C. LE 16 ","145","0.0928450943105652","0.0784941590227567","0.107196029598374"
"Often","2003","secondary school degree","Couple + C. GT 16 ","89","0.0558808778986509","0.042922833516984","0.0688389222803177"
"Often","2003","secondary school degree","Couple + C. LE and GT 16","59","0.115075700779191","0.0887161036694611","0.141435297888921"
"Often","2003","college entrance qualification","1-pers.-HH","60","0.0710602066941979","0.0528775463585632","0.0892428670298327"
"Often","2003","college entrance qualification","(Married) couple without C. ","146","0.0883085072297114","0.0748481510100565","0.101768863449366"
"Often","2003","college entrance qualification","Single parent ","21","","",""
"Often","2003","college entrance qualification","Couple + C. LE 16 ","164","0.13348215626544","0.115037232502652","0.151927080028229"
"Often","2003","college entrance qualification","Couple + C. GT 16 ","101","0.101580506818315","0.0826570045775483","0.120504009059082"
"Often","2003","college entrance qualification","Couple + C. LE and GT 16","40","0.133477916354597","0.0985404082374998","0.168415424471695"
"Often","2003","Other degree","1-pers.-HH","5","","",""
"Often","2003","Other degree","(Married) couple without C. ","29","","",""
"Often","2003","Other degree","Single parent ","6","","",""
"Often","2003","Other degree","Couple + C. LE 16 ","18","","",""
"Often","2003","Other degree","Couple + C. GT 16 ","14","","",""
"Often","2003","Other degree","Couple + C. LE and GT 16","12","","",""
"Often","2003","no degree/no degree yet","1-pers.-HH","1","","",""
"Often","2003","no degree/no degree yet","(Married) couple without C. ","4","","",""
"Often","2003","no degree/no degree yet","Single parent ","8","","",""
"Often","2003","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"Often","2003","no degree/no degree yet","Couple + C. GT 16 ","25","","",""
"Often","2003","no degree/no degree yet","Couple + C. LE and GT 16","22","","",""
"Sometimes","2003","lower secondary degree","1-pers.-HH","87","0.0626541545803253","0.0494450403743611","0.0758632687862894"
"Sometimes","2003","lower secondary degree","(Married) couple without C. ","269","0.0772043281353673","0.0680460642617831","0.0863625920089515"
"Sometimes","2003","lower secondary degree","Single parent ","26","","",""
"Sometimes","2003","lower secondary degree","Couple + C. LE 16 ","121","0.111355588962032","0.0930628413718625","0.129648336552201"
"Sometimes","2003","lower secondary degree","Couple + C. GT 16 ","116","0.115964138713449","0.0971453142141939","0.134782963212705"
"Sometimes","2003","lower secondary degree","Couple + C. LE and GT 16","47","0.113589122347011","0.0840408469339508","0.143137397760071"
"Sometimes","2003","secondary school degree","1-pers.-HH","64","0.0868348396762571","0.0669194342835411","0.106750245068973"
"Sometimes","2003","secondary school degree","(Married) couple without C. ","157","0.0915392115087855","0.0782724032230886","0.104806019794482"
"Sometimes","2003","secondary school degree","Single parent ","45","0.126087190397696","0.0923094438584184","0.159864936936974"
"Sometimes","2003","secondary school degree","Couple + C. LE 16 ","204","0.140315793418396","0.123141346864803","0.157490239971989"
"Sometimes","2003","secondary school degree","Couple + C. GT 16 ","136","0.109564808430958","0.0919437839033221","0.127185832958595"
"Sometimes","2003","secondary school degree","Couple + C. LE and GT 16","87","0.140368467822228","0.111674880885552","0.169062054758904"
"Sometimes","2003","college entrance qualification","1-pers.-HH","81","0.129529287170468","0.10576572847319","0.153292845867746"
"Sometimes","2003","college entrance qualification","(Married) couple without C. ","161","0.105252469206757","0.0906946027455391","0.119810335667975"
"Sometimes","2003","college entrance qualification","Single parent ","32","0.206936254080896","0.147754997985067","0.266117510176725"
"Sometimes","2003","college entrance qualification","Couple + C. LE 16 ","200","0.170472786645625","0.150077991296186","0.190867581995065"
"Sometimes","2003","college entrance qualification","Couple + C. GT 16 ","130","0.138608178971818","0.116963480210607","0.160252877733029"
"Sometimes","2003","college entrance qualification","Couple + C. LE and GT 16","59","0.137670948023613","0.102274876857415","0.173067019189812"
"Sometimes","2003","Other degree","1-pers.-HH","9","","",""
"Sometimes","2003","Other degree","(Married) couple without C. ","28","","",""
"Sometimes","2003","Other degree","Single parent ","3","","",""
"Sometimes","2003","Other degree","Couple + C. LE 16 ","32","0.119290912711567","0.0817257742524645","0.15685605117067"
"Sometimes","2003","Other degree","Couple + C. GT 16 ","12","","",""
"Sometimes","2003","Other degree","Couple + C. LE and GT 16","15","","",""
"Sometimes","2003","no degree/no degree yet","1-pers.-HH","3","","",""
"Sometimes","2003","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Sometimes","2003","no degree/no degree yet","Single parent ","8","","",""
"Sometimes","2003","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Sometimes","2003","no degree/no degree yet","Couple + C. GT 16 ","38","0.113878152302251","0.0800627023850109","0.14769360221949"
"Sometimes","2003","no degree/no degree yet","Couple + C. LE and GT 16","30","0.104539955674359","0.0672782723202666","0.141801639028452"
"Rarely","2003","lower secondary degree","1-pers.-HH","163","0.124106311066553","0.106135343492348","0.142077278640757"
"Rarely","2003","lower secondary degree","(Married) couple without C. ","493","0.150838830449918","0.138559033219954","0.163118627679881"
"Rarely","2003","lower secondary degree","Single parent ","59","0.162693722725424","0.124984137669305","0.200403307781542"
"Rarely","2003","lower secondary degree","Couple + C. LE 16 ","235","0.196186656687171","0.173094140110409","0.219279173263932"
"Rarely","2003","lower secondary degree","Couple + C. GT 16 ","205","0.173528380958003","0.151269930510206","0.1957868314058"
"Rarely","2003","lower secondary degree","Couple + C. LE and GT 16","78","0.182250175574859","0.146300875815184","0.218199475334534"
"Rarely","2003","secondary school degree","1-pers.-HH","108","0.121315983696447","0.0982249775831702","0.144406989809725"
"Rarely","2003","secondary school degree","(Married) couple without C. ","298","0.159288258938174","0.14245279009608","0.176123727780267"
"Rarely","2003","secondary school degree","Single parent ","72","0.216954511504051","0.175013492795736","0.258895530212367"
"Rarely","2003","secondary school degree","Couple + C. LE 16 ","332","0.223629079616324","0.203024736814842","0.244233422417807"
"Rarely","2003","secondary school degree","Couple + C. GT 16 ","251","0.192537537360279","0.170293514470712","0.214781560249845"
"Rarely","2003","secondary school degree","Couple + C. LE and GT 16","116","0.188023517422127","0.1557481120593","0.220298922784954"
"Rarely","2003","college entrance qualification","1-pers.-HH","143","0.191368069935605","0.163528623817361","0.219207516053849"
"Rarely","2003","college entrance qualification","(Married) couple without C. ","342","0.19241513180682","0.173714984474084","0.211115279139556"
"Rarely","2003","college entrance qualification","Single parent ","25","","",""
"Rarely","2003","college entrance qualification","Couple + C. LE 16 ","281","0.19715024211134","0.175573180567853","0.218727303654827"
"Rarely","2003","college entrance qualification","Couple + C. GT 16 ","205","0.198842951371404","0.173841186046242","0.223844716696565"
"Rarely","2003","college entrance qualification","Couple + C. LE and GT 16","76","0.239478825038107","0.19563720298756","0.283320447088655"
"Rarely","2003","Other degree","1-pers.-HH","11","","",""
"Rarely","2003","Other degree","(Married) couple without C. ","37","0.0949900092650101","0.064869448640123","0.125110569889897"
"Rarely","2003","Other degree","Single parent ","12","","",""
"Rarely","2003","Other degree","Couple + C. LE 16 ","42","0.182548255125545","0.137778473078274","0.227318037172815"
"Rarely","2003","Other degree","Couple + C. GT 16 ","38","0.152791224712713","0.106192419817893","0.199390029607533"
"Rarely","2003","Other degree","Couple + C. LE and GT 16","21","","",""
"Rarely","2003","no degree/no degree yet","1-pers.-HH","6","","",""
"Rarely","2003","no degree/no degree yet","(Married) couple without C. ","8","","",""
"Rarely","2003","no degree/no degree yet","Single parent ","20","","",""
"Rarely","2003","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Rarely","2003","no degree/no degree yet","Couple + C. GT 16 ","66","0.172872865496695","0.132619908294126","0.213125822699263"
"Rarely","2003","no degree/no degree yet","Couple + C. LE and GT 16","52","0.20643471898544","0.157142211775082","0.255727226195798"
"Never","2003","lower secondary degree","1-pers.-HH","921","0.716841023985727","0.692284017727252","0.741398030244203"
"Never","2003","lower secondary degree","(Married) couple without C. ","2211","0.690240470215811","0.674375030911554","0.706105909520067"
"Never","2003","lower secondary degree","Single parent ","234","0.623175121169165","0.573664426574553","0.672685815763776"
"Never","2003","lower secondary degree","Couple + C. LE 16 ","626","0.566501876302518","0.537684581281869","0.595319171323168"
"Never","2003","lower secondary degree","Couple + C. GT 16 ","645","0.558552482523861","0.52936697633609","0.587737988711632"
"Never","2003","lower secondary degree","Couple + C. LE and GT 16","256","0.557909503737409","0.511662489747776","0.604156517727042"
"Never","2003","secondary school degree","1-pers.-HH","500","0.668272435370944","0.634973140658884","0.701571730083005"
"Never","2003","secondary school degree","(Married) couple without C. ","1168","0.631718014155579","0.609527792252762","0.653908236058397"
"Never","2003","secondary school degree","Single parent ","198","0.500634788611682","0.449756699627996","0.551512877595368"
"Never","2003","secondary school degree","Couple + C. LE 16 ","805","0.489413769088772","0.464694669925475","0.514132868252069"
"Never","2003","secondary school degree","Couple + C. GT 16 ","671","0.586366596456812","0.558583101957807","0.614150090955816"
"Never","2003","secondary school degree","Couple + C. LE and GT 16","273","0.507737640819642","0.466441269868246","0.549034011771037"
"Never","2003","college entrance qualification","1-pers.-HH","433","0.559513203793596","0.524379654450263","0.594646753136929"
"Never","2003","college entrance qualification","(Married) couple without C. ","983","0.568079993604725","0.544581623579681","0.591578363629768"
"Never","2003","college entrance qualification","Single parent ","85","0.437033558876094","0.364571530732495","0.509495587019693"
"Never","2003","college entrance qualification","Couple + C. LE 16 ","565","0.431062496340345","0.404204172633381","0.457920820047308"
"Never","2003","college entrance qualification","Couple + C. GT 16 ","498","0.521514195832754","0.490222842884877","0.552805548780631"
"Never","2003","college entrance qualification","Couple + C. LE and GT 16","163","0.416777988149899","0.366129470467185","0.467426505832612"
"Never","2003","Other degree","1-pers.-HH","72","0.711414896159327","0.622608034408357","0.800221757910298"
"Never","2003","Other degree","(Married) couple without C. ","255","0.755503042650582","0.711350853916628","0.799655231384535"
"Never","2003","Other degree","Single parent ","46","0.678105915406765","0.5686587960685","0.787553034745029"
"Never","2003","Other degree","Couple + C. LE 16 ","181","0.564556428185157","0.507093904642578","0.622018951727736"
"Never","2003","Other degree","Couple + C. GT 16 ","160","0.757549719419928","0.70204278196182","0.813056656878036"
"Never","2003","Other degree","Couple + C. LE and GT 16","79","0.496806068774774","0.412150245932991","0.581461891616557"
"Never","2003","no degree/no degree yet","1-pers.-HH","26","","",""
"Never","2003","no degree/no degree yet","(Married) couple without C. ","68","0.790184609543323","0.705112008940179","0.875257210146468"
"Never","2003","no degree/no degree yet","Single parent ","45","0.436493427421257","0.331675103078782","0.541311751763732"
"Never","2003","no degree/no degree yet","Couple + C. LE 16 ","30","0.618361008138766","0.476426089750506","0.760295926527026"
"Never","2003","no degree/no degree yet","Couple + C. GT 16 ","190","0.557282005754512","0.504407132525761","0.610156878983262"
"Never","2003","no degree/no degree yet","Couple + C. LE and GT 16","137","0.52009116938048","0.459247230751627","0.580935108009334"
"Very often","2004","lower secondary degree","1-pers.-HH","","","",""
"Very often","2004","lower secondary degree","(Married) couple without C. ","","","",""
"Very often","2004","lower secondary degree","Single parent ","","","",""
"Very often","2004","lower secondary degree","Couple + C. LE 16 ","","","",""
"Very often","2004","lower secondary degree","Couple + C. GT 16 ","","","",""
"Very often","2004","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Very often","2004","secondary school degree","1-pers.-HH","","","",""
"Very often","2004","secondary school degree","(Married) couple without C. ","","","",""
"Very often","2004","secondary school degree","Single parent ","","","",""
"Very often","2004","secondary school degree","Couple + C. LE 16 ","","","",""
"Very often","2004","secondary school degree","Couple + C. GT 16 ","","","",""
"Very often","2004","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very often","2004","college entrance qualification","1-pers.-HH","","","",""
"Very often","2004","college entrance qualification","(Married) couple without C. ","","","",""
"Very often","2004","college entrance qualification","Single parent ","","","",""
"Very often","2004","college entrance qualification","Couple + C. LE 16 ","","","",""
"Very often","2004","college entrance qualification","Couple + C. GT 16 ","","","",""
"Very often","2004","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2004","Other degree","1-pers.-HH","","","",""
"Very often","2004","Other degree","(Married) couple without C. ","","","",""
"Very often","2004","Other degree","Single parent ","","","",""
"Very often","2004","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2004","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2004","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2004","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2004","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2004","no degree/no degree yet","Single parent ","","","",""
"Very often","2004","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2004","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2004","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Often","2004","lower secondary degree","1-pers.-HH","","","",""
"Often","2004","lower secondary degree","(Married) couple without C. ","","","",""
"Often","2004","lower secondary degree","Single parent ","","","",""
"Often","2004","lower secondary degree","Couple + C. LE 16 ","","","",""
"Often","2004","lower secondary degree","Couple + C. GT 16 ","","","",""
"Often","2004","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Often","2004","secondary school degree","1-pers.-HH","","","",""
"Often","2004","secondary school degree","(Married) couple without C. ","","","",""
"Often","2004","secondary school degree","Single parent ","","","",""
"Often","2004","secondary school degree","Couple + C. LE 16 ","","","",""
"Often","2004","secondary school degree","Couple + C. GT 16 ","","","",""
"Often","2004","secondary school degree","Couple + C. LE and GT 16","","","",""
"Often","2004","college entrance qualification","1-pers.-HH","","","",""
"Often","2004","college entrance qualification","(Married) couple without C. ","","","",""
"Often","2004","college entrance qualification","Single parent ","","","",""
"Often","2004","college entrance qualification","Couple + C. LE 16 ","","","",""
"Often","2004","college entrance qualification","Couple + C. GT 16 ","","","",""
"Often","2004","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Often","2004","Other degree","1-pers.-HH","","","",""
"Often","2004","Other degree","(Married) couple without C. ","","","",""
"Often","2004","Other degree","Single parent ","","","",""
"Often","2004","Other degree","Couple + C. LE 16 ","","","",""
"Often","2004","Other degree","Couple + C. GT 16 ","","","",""
"Often","2004","Other degree","Couple + C. LE and GT 16","","","",""
"Often","2004","no degree/no degree yet","1-pers.-HH","","","",""
"Often","2004","no degree/no degree yet","(Married) couple without C. ","","","",""
"Often","2004","no degree/no degree yet","Single parent ","","","",""
"Often","2004","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2004","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Often","2004","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Sometimes","2004","lower secondary degree","1-pers.-HH","","","",""
"Sometimes","2004","lower secondary degree","(Married) couple without C. ","","","",""
"Sometimes","2004","lower secondary degree","Single parent ","","","",""
"Sometimes","2004","lower secondary degree","Couple + C. LE 16 ","","","",""
"Sometimes","2004","lower secondary degree","Couple + C. GT 16 ","","","",""
"Sometimes","2004","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2004","secondary school degree","1-pers.-HH","","","",""
"Sometimes","2004","secondary school degree","(Married) couple without C. ","","","",""
"Sometimes","2004","secondary school degree","Single parent ","","","",""
"Sometimes","2004","secondary school degree","Couple + C. LE 16 ","","","",""
"Sometimes","2004","secondary school degree","Couple + C. GT 16 ","","","",""
"Sometimes","2004","secondary school degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2004","college entrance qualification","1-pers.-HH","","","",""
"Sometimes","2004","college entrance qualification","(Married) couple without C. ","","","",""
"Sometimes","2004","college entrance qualification","Single parent ","","","",""
"Sometimes","2004","college entrance qualification","Couple + C. LE 16 ","","","",""
"Sometimes","2004","college entrance qualification","Couple + C. GT 16 ","","","",""
"Sometimes","2004","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Sometimes","2004","Other degree","1-pers.-HH","","","",""
"Sometimes","2004","Other degree","(Married) couple without C. ","","","",""
"Sometimes","2004","Other degree","Single parent ","","","",""
"Sometimes","2004","Other degree","Couple + C. LE 16 ","","","",""
"Sometimes","2004","Other degree","Couple + C. GT 16 ","","","",""
"Sometimes","2004","Other degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2004","no degree/no degree yet","1-pers.-HH","","","",""
"Sometimes","2004","no degree/no degree yet","(Married) couple without C. ","","","",""
"Sometimes","2004","no degree/no degree yet","Single parent ","","","",""
"Sometimes","2004","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Sometimes","2004","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Sometimes","2004","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","2004","lower secondary degree","1-pers.-HH","","","",""
"Rarely","2004","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","2004","lower secondary degree","Single parent ","","","",""
"Rarely","2004","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","2004","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","2004","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","2004","secondary school degree","1-pers.-HH","","","",""
"Rarely","2004","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","2004","secondary school degree","Single parent ","","","",""
"Rarely","2004","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","2004","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","2004","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","2004","college entrance qualification","1-pers.-HH","","","",""
"Rarely","2004","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","2004","college entrance qualification","Single parent ","","","",""
"Rarely","2004","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","2004","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","2004","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","2004","Other degree","1-pers.-HH","","","",""
"Rarely","2004","Other degree","(Married) couple without C. ","","","",""
"Rarely","2004","Other degree","Single parent ","","","",""
"Rarely","2004","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","2004","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","2004","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","2004","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","2004","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","2004","no degree/no degree yet","Single parent ","","","",""
"Rarely","2004","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","2004","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","2004","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","2004","lower secondary degree","1-pers.-HH","","","",""
"Never","2004","lower secondary degree","(Married) couple without C. ","","","",""
"Never","2004","lower secondary degree","Single parent ","","","",""
"Never","2004","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","2004","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","2004","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","2004","secondary school degree","1-pers.-HH","","","",""
"Never","2004","secondary school degree","(Married) couple without C. ","","","",""
"Never","2004","secondary school degree","Single parent ","","","",""
"Never","2004","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","2004","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","2004","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","2004","college entrance qualification","1-pers.-HH","","","",""
"Never","2004","college entrance qualification","(Married) couple without C. ","","","",""
"Never","2004","college entrance qualification","Single parent ","","","",""
"Never","2004","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","2004","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","2004","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","2004","Other degree","1-pers.-HH","","","",""
"Never","2004","Other degree","(Married) couple without C. ","","","",""
"Never","2004","Other degree","Single parent ","","","",""
"Never","2004","Other degree","Couple + C. LE 16 ","","","",""
"Never","2004","Other degree","Couple + C. GT 16 ","","","",""
"Never","2004","Other degree","Couple + C. LE and GT 16","","","",""
"Never","2004","no degree/no degree yet","1-pers.-HH","","","",""
"Never","2004","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","2004","no degree/no degree yet","Single parent ","","","",""
"Never","2004","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","2004","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","2004","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Very often","2005","lower secondary degree","1-pers.-HH","","","",""
"Very often","2005","lower secondary degree","(Married) couple without C. ","","","",""
"Very often","2005","lower secondary degree","Single parent ","","","",""
"Very often","2005","lower secondary degree","Couple + C. LE 16 ","","","",""
"Very often","2005","lower secondary degree","Couple + C. GT 16 ","","","",""
"Very often","2005","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Very often","2005","secondary school degree","1-pers.-HH","","","",""
"Very often","2005","secondary school degree","(Married) couple without C. ","","","",""
"Very often","2005","secondary school degree","Single parent ","","","",""
"Very often","2005","secondary school degree","Couple + C. LE 16 ","","","",""
"Very often","2005","secondary school degree","Couple + C. GT 16 ","","","",""
"Very often","2005","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very often","2005","college entrance qualification","1-pers.-HH","","","",""
"Very often","2005","college entrance qualification","(Married) couple without C. ","","","",""
"Very often","2005","college entrance qualification","Single parent ","","","",""
"Very often","2005","college entrance qualification","Couple + C. LE 16 ","","","",""
"Very often","2005","college entrance qualification","Couple + C. GT 16 ","","","",""
"Very often","2005","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2005","Other degree","1-pers.-HH","","","",""
"Very often","2005","Other degree","(Married) couple without C. ","","","",""
"Very often","2005","Other degree","Single parent ","","","",""
"Very often","2005","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2005","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2005","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2005","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2005","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2005","no degree/no degree yet","Single parent ","","","",""
"Very often","2005","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2005","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2005","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Often","2005","lower secondary degree","1-pers.-HH","","","",""
"Often","2005","lower secondary degree","(Married) couple without C. ","","","",""
"Often","2005","lower secondary degree","Single parent ","","","",""
"Often","2005","lower secondary degree","Couple + C. LE 16 ","","","",""
"Often","2005","lower secondary degree","Couple + C. GT 16 ","","","",""
"Often","2005","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Often","2005","secondary school degree","1-pers.-HH","","","",""
"Often","2005","secondary school degree","(Married) couple without C. ","","","",""
"Often","2005","secondary school degree","Single parent ","","","",""
"Often","2005","secondary school degree","Couple + C. LE 16 ","","","",""
"Often","2005","secondary school degree","Couple + C. GT 16 ","","","",""
"Often","2005","secondary school degree","Couple + C. LE and GT 16","","","",""
"Often","2005","college entrance qualification","1-pers.-HH","","","",""
"Often","2005","college entrance qualification","(Married) couple without C. ","","","",""
"Often","2005","college entrance qualification","Single parent ","","","",""
"Often","2005","college entrance qualification","Couple + C. LE 16 ","","","",""
"Often","2005","college entrance qualification","Couple + C. GT 16 ","","","",""
"Often","2005","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Often","2005","Other degree","1-pers.-HH","","","",""
"Often","2005","Other degree","(Married) couple without C. ","","","",""
"Often","2005","Other degree","Single parent ","","","",""
"Often","2005","Other degree","Couple + C. LE 16 ","","","",""
"Often","2005","Other degree","Couple + C. GT 16 ","","","",""
"Often","2005","Other degree","Couple + C. LE and GT 16","","","",""
"Often","2005","no degree/no degree yet","1-pers.-HH","","","",""
"Often","2005","no degree/no degree yet","(Married) couple without C. ","","","",""
"Often","2005","no degree/no degree yet","Single parent ","","","",""
"Often","2005","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2005","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Often","2005","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Sometimes","2005","lower secondary degree","1-pers.-HH","","","",""
"Sometimes","2005","lower secondary degree","(Married) couple without C. ","","","",""
"Sometimes","2005","lower secondary degree","Single parent ","","","",""
"Sometimes","2005","lower secondary degree","Couple + C. LE 16 ","","","",""
"Sometimes","2005","lower secondary degree","Couple + C. GT 16 ","","","",""
