"pld0045","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2009","higher education","Female","","","","","3"
"Very often","2009","in school","Male","","","","","1"
"Very often","2009","in school","Female","","","","","1"
"Very often","2009","inadequately","Male","","","","","1"
"Very often","2009","inadequately","Female","","","","","1"
"Very often","2009","general elemantary","Male","","","","","1"
"Very often","2009","general elemantary","Female","","","","","1"
"Very often","2009","middle vocational","Male","","","","","1"
"Very often","2009","middle vocational","Female","","","","","1"
"Very often","2009","vocational + Abi","Male","","","","","1"
"Very often","2009","vocational + Abi","Female","","","","","1"
"Very often","2009","higher vocational","Male","","","","","1"
"Very often","2009","higher vocational","Female","","","","","1"
"Very often","2009","higher education","Male","","","","","1"
"Very often","2009","higher education","Female","","","","","1"
"Never","2010","general elemantary","Female","","","","","5"
"Never","2010","middle vocational","Male","","","","","5"
"Never","2010","middle vocational","Female","","","","","5"
"Never","2010","vocational + Abi","Male","","","","","5"
"Never","2010","vocational + Abi","Female","","","","","5"
"Never","2010","higher vocational","Male","","","","","5"
"Never","2010","higher vocational","Female","","","","","5"
"Never","2010","higher education","Male","","","","","5"
"Never","2010","higher education","Female","","","","","5"
"Never","2010","in school","Male","","","","","5"
"Never","2010","in school","Female","","","","","5"
"Never","2010","inadequately","Male","","","","","5"
"Never","2010","inadequately","Female","","","","","5"
"Never","2010","general elemantary","Male","","","","","5"
"Often","2010","vocational + Abi","Male","","","","","2"
"Often","2010","vocational + Abi","Female","","","","","2"
"Often","2010","higher vocational","Male","","","","","2"
"Often","2010","higher vocational","Female","","","","","2"
"Often","2010","higher education","Male","","","","","2"
"Often","2010","higher education","Female","","","","","2"
"Often","2010","in school","Male","","","","","2"
"Often","2010","in school","Female","","","","","2"
"Often","2010","inadequately","Male","","","","","2"
"Often","2010","inadequately","Female","","","","","2"
"Often","2010","general elemantary","Male","","","","","2"
"Often","2010","general elemantary","Female","","","","","2"
"Often","2010","middle vocational","Male","","","","","2"
"Often","2010","middle vocational","Female","","","","","2"
"Rarely","2010","middle vocational","Male","","","","","4"
"Rarely","2010","middle vocational","Female","","","","","4"
"Rarely","2010","higher education","Male","","","","","4"
"Rarely","2010","higher education","Female","","","","","4"
"Rarely","2010","vocational + Abi","Male","","","","","4"
"Rarely","2010","vocational + Abi","Female","","","","","4"
"Rarely","2010","higher vocational","Male","","","","","4"
"Rarely","2010","higher vocational","Female","","","","","4"
"Rarely","2010","in school","Male","","","","","4"
"Rarely","2010","in school","Female","","","","","4"
"Rarely","2010","inadequately","Male","","","","","4"
"Rarely","2010","inadequately","Female","","","","","4"
"Rarely","2010","general elemantary","Male","","","","","4"
"Rarely","2010","general elemantary","Female","","","","","4"
"Sometimes","2010","in school","Male","","","","","3"
"Sometimes","2010","in school","Female","","","","","3"
"Sometimes","2010","inadequately","Male","","","","","3"
"Sometimes","2010","inadequately","Female","","","","","3"
"Sometimes","2010","general elemantary","Male","","","","","3"
"Sometimes","2010","general elemantary","Female","","","","","3"
"Sometimes","2010","higher vocational","Female","","","","","3"
"Sometimes","2010","higher education","Male","","","","","3"
"Sometimes","2010","higher education","Female","","","","","3"
"Sometimes","2010","middle vocational","Male","","","","","3"
"Sometimes","2010","middle vocational","Female","","","","","3"
"Sometimes","2010","vocational + Abi","Male","","","","","3"
"Sometimes","2010","vocational + Abi","Female","","","","","3"
"Sometimes","2010","higher vocational","Male","","","","","3"
"Very often","2010","vocational + Abi","Female","","","","","1"
"Very often","2010","higher vocational","Male","","","","","1"
"Very often","2010","higher vocational","Female","","","","","1"
"Very often","2010","higher education","Male","","","","","1"
"Very often","2010","higher education","Female","","","","","1"
"Very often","2010","in school","Male","","","","","1"
"Very often","2010","in school","Female","","","","","1"
"Very often","2010","inadequately","Male","","","","","1"
"Very often","2010","inadequately","Female","","","","","1"
"Very often","2010","general elemantary","Male","","","","","1"
"Very often","2010","general elemantary","Female","","","","","1"
"Very often","2010","middle vocational","Male","","","","","1"
"Very often","2010","middle vocational","Female","","","","","1"
"Very often","2010","vocational + Abi","Male","","","","","1"
"Never","2011","general elemantary","Female","","","","","5"
"Never","2011","middle vocational","Male","","","","","5"
"Never","2011","middle vocational","Female","","","","","5"
"Never","2011","vocational + Abi","Male","","","","","5"
"Never","2011","vocational + Abi","Female","","","","","5"
"Never","2011","higher vocational","Male","","","","","5"
"Never","2011","higher vocational","Female","","","","","5"
"Never","2011","higher education","Male","","","","","5"
"Never","2011","higher education","Female","","","","","5"
"Never","2011","in school","Male","","","","","5"
"Never","2011","in school","Female","","","","","5"
"Never","2011","inadequately","Male","","","","","5"
"Never","2011","inadequately","Female","","","","","5"
"Never","2011","general elemantary","Male","","","","","5"
"Often","2011","vocational + Abi","Male","","","","","2"
"Often","2011","vocational + Abi","Female","","","","","2"
"Often","2011","higher vocational","Male","","","","","2"
"Often","2011","higher vocational","Female","","","","","2"
"Often","2011","higher education","Male","","","","","2"
"Often","2011","higher education","Female","","","","","2"
"Often","2011","inadequately","Male","","","","","2"
"Often","2011","inadequately","Female","","","","","2"
"Often","2011","general elemantary","Male","","","","","2"
"Often","2011","general elemantary","Female","","","","","2"
"Often","2011","in school","Male","","","","","2"
"Often","2011","in school","Female","","","","","2"
"Often","2011","middle vocational","Male","","","","","2"
"Often","2011","middle vocational","Female","","","","","2"
"Rarely","2011","middle vocational","Male","","","","","4"
"Rarely","2011","middle vocational","Female","","","","","4"
"Rarely","2011","vocational + Abi","Male","","","","","4"
"Rarely","2011","vocational + Abi","Female","","","","","4"
"Rarely","2011","higher vocational","Male","","","","","4"
"Rarely","2011","higher vocational","Female","","","","","4"
"Rarely","2011","higher education","Male","","","","","4"
"Rarely","2011","higher education","Female","","","","","4"
"Rarely","2011","in school","Male","","","","","4"
"Rarely","2011","in school","Female","","","","","4"
"Rarely","2011","inadequately","Male","","","","","4"
"Rarely","2011","inadequately","Female","","","","","4"
"Rarely","2011","general elemantary","Male","","","","","4"
"Rarely","2011","general elemantary","Female","","","","","4"
"Sometimes","2011","inadequately","Female","","","","","3"
"Sometimes","2011","general elemantary","Male","","","","","3"
"Sometimes","2011","general elemantary","Female","","","","","3"
"Sometimes","2011","middle vocational","Male","","","","","3"
"Sometimes","2011","middle vocational","Female","","","","","3"
"Sometimes","2011","in school","Male","","","","","3"
"Sometimes","2011","in school","Female","","","","","3"
"Sometimes","2011","inadequately","Male","","","","","3"
"Sometimes","2011","vocational + Abi","Male","","","","","3"
"Sometimes","2011","vocational + Abi","Female","","","","","3"
"Sometimes","2011","higher vocational","Male","","","","","3"
"Sometimes","2011","higher vocational","Female","","","","","3"
"Sometimes","2011","higher education","Male","","","","","3"
"Sometimes","2011","higher education","Female","","","","","3"
"Very often","2011","vocational + Abi","Female","","","","","1"
"Very often","2011","higher vocational","Male","","","","","1"
"Very often","2011","higher vocational","Female","","","","","1"
"Very often","2011","higher education","Male","","","","","1"
"Very often","2011","higher education","Female","","","","","1"
"Very often","2011","in school","Male","","","","","1"
"Very often","2011","in school","Female","","","","","1"
"Very often","2011","inadequately","Male","","","","","1"
"Very often","2011","inadequately","Female","","","","","1"
"Very often","2011","general elemantary","Male","","","","","1"
"Very often","2011","general elemantary","Female","","","","","1"
"Very often","2011","middle vocational","Male","","","","","1"
"Very often","2011","middle vocational","Female","","","","","1"
"Very often","2011","vocational + Abi","Male","","","","","1"
"Never","2012","in school","Male","","","","","5"
"Never","2012","in school","Female","","","","","5"
"Never","2012","inadequately","Male","","","","","5"
"Never","2012","inadequately","Female","","","","","5"
"Never","2012","general elemantary","Male","","","","","5"
"Never","2012","general elemantary","Female","","","","","5"
"Never","2012","middle vocational","Male","","","","","5"
"Never","2012","middle vocational","Female","","","","","5"
"Never","2012","vocational + Abi","Male","","","","","5"
"Never","2012","vocational + Abi","Female","","","","","5"
"Never","2012","higher vocational","Male","","","","","5"
"Never","2012","higher vocational","Female","","","","","5"
"Never","2012","higher education","Male","","","","","5"
"Never","2012","higher education","Female","","","","","5"
"Often","2012","in school","Male","","","","","2"
"Often","2012","vocational + Abi","Male","","","","","2"
"Often","2012","vocational + Abi","Female","","","","","2"
"Often","2012","higher vocational","Male","","","","","2"
"Often","2012","higher vocational","Female","","","","","2"
"Often","2012","higher education","Male","","","","","2"
"Often","2012","higher education","Female","","","","","2"
"Often","2012","in school","Female","","","","","2"
"Often","2012","inadequately","Male","","","","","2"
"Often","2012","inadequately","Female","","","","","2"
"Often","2012","general elemantary","Male","","","","","2"
"Often","2012","general elemantary","Female","","","","","2"
"Often","2012","middle vocational","Male","","","","","2"
"Often","2012","middle vocational","Female","","","","","2"
"Rarely","2012","in school","Male","","","","","4"
"Rarely","2012","in school","Female","","","","","4"
"Rarely","2012","inadequately","Male","","","","","4"
"Rarely","2012","inadequately","Female","","","","","4"
"Rarely","2012","general elemantary","Male","","","","","4"
"Rarely","2012","general elemantary","Female","","","","","4"
"Rarely","2012","middle vocational","Male","","","","","4"
"Rarely","2012","middle vocational","Female","","","","","4"
"Rarely","2012","vocational + Abi","Male","","","","","4"
"Rarely","2012","vocational + Abi","Female","","","","","4"
"Rarely","2012","higher vocational","Male","","","","","4"
"Rarely","2012","higher vocational","Female","","","","","4"
"Rarely","2012","higher education","Male","","","","","4"
"Rarely","2012","higher education","Female","","","","","4"
"Sometimes","2012","in school","Male","","","","","3"
"Sometimes","2012","in school","Female","","","","","3"
"Sometimes","2012","inadequately","Male","","","","","3"
"Sometimes","2012","inadequately","Female","","","","","3"
"Sometimes","2012","general elemantary","Female","","","","","3"
"Sometimes","2012","middle vocational","Male","","","","","3"
"Sometimes","2012","middle vocational","Female","","","","","3"
"Sometimes","2012","vocational + Abi","Male","","","","","3"
"Sometimes","2012","vocational + Abi","Female","","","","","3"
"Sometimes","2012","higher vocational","Male","","","","","3"
"Sometimes","2012","higher vocational","Female","","","","","3"
"Sometimes","2012","higher education","Male","","","","","3"
"Sometimes","2012","higher education","Female","","","","","3"
"Sometimes","2012","general elemantary","Male","","","","","3"
"Very often","2012","vocational + Abi","Female","","","","","1"
"Very often","2012","higher vocational","Male","","","","","1"
"Very often","2012","higher vocational","Female","","","","","1"
"Very often","2012","higher education","Male","","","","","1"
"Very often","2012","higher education","Female","","","","","1"
"Very often","2012","in school","Male","","","","","1"
"Very often","2012","in school","Female","","","","","1"
"Very often","2012","inadequately","Male","","","","","1"
"Very often","2012","inadequately","Female","","","","","1"
"Very often","2012","general elemantary","Male","","","","","1"
"Very often","2012","general elemantary","Female","","","","","1"
"Very often","2012","middle vocational","Male","","","","","1"
"Very often","2012","middle vocational","Female","","","","","1"
"Very often","2012","vocational + Abi","Male","","","","","1"
"Never","2013","vocational + Abi","Female","571","0.53719092297399","0.508522071550485","0.565859774397496","5"
"Never","2013","in school","Male","132","0.678784581736996","0.615630326248095","0.741938837225897","5"
"Never","2013","in school","Female","110","0.472365156205502","0.407277365176867","0.537452947234136","5"
"Never","2013","inadequately","Male","72","0.612003767258764","0.530702119059173","0.693305415458355","5"
"Never","2013","inadequately","Female","117","0.608137095274916","0.538724366964506","0.677549823585327","5"
"Never","2013","general elemantary","Male","494","0.604698873016942","0.572003588953481","0.637394157080402","5"
"Never","2013","general elemantary","Female","1028","0.626219212159026","0.603301677747863","0.649136746570188","5"
"Never","2013","middle vocational","Male","2977","0.569926794814862","0.55678149736659","0.583072092263134","5"
"Never","2013","middle vocational","Female","3860","0.593646256600199","0.582101680907321","0.605190832293077","5"
"Never","2013","vocational + Abi","Male","313","0.53625273000102","0.496613816458317","0.575891643543724","5"
"Never","2013","higher vocational","Male","484","0.497240157177414","0.466779357218851","0.527700957135977","5"
"Never","2013","higher vocational","Female","307","0.516956809625064","0.478332323288436","0.555581295961692","5"
"Never","2013","higher education","Male","1445","0.523134439908267","0.505180685851176","0.541088193965357","5"
"Never","2013","higher education","Female","1320","0.498152658556219","0.479786370243691","0.516518946868746","5"
"Often","2013","in school","Male","16","","","","2"
"Often","2013","in school","Female","22","","","","2"
"Often","2013","inadequately","Male","14","","","","2"
"Often","2013","vocational + Abi","Male","66","0.112212115249411","0.0871238413168172","0.137300389182004","2"
"Often","2013","vocational + Abi","Female","151","0.0964866640444665","0.0795102501039547","0.113463077984978","2"
"Often","2013","higher vocational","Male","143","0.123133591285405","0.103115027975246","0.143152154595564","2"
"Often","2013","higher vocational","Female","102","0.126364909311049","0.10068337985646","0.152046438765639","2"
"Often","2013","higher education","Male","342","0.0973726231607751","0.086715908876533","0.108029337445017","2"
"Often","2013","higher education","Female","396","0.130989150550398","0.118595917411402","0.143382383689394","2"
"Often","2013","general elemantary","Female","158","0.0678618243818975","0.0559480567928706","0.0797755919709244","2"
"Often","2013","middle vocational","Male","562","0.092479492425407","0.0847874684423554","0.100171516408459","2"
"Often","2013","inadequately","Female","17","","","","2"
"Often","2013","general elemantary","Male","79","0.0809650176647622","0.0627232786496825","0.0992067566798419","2"
"Often","2013","middle vocational","Female","736","0.0915115213446771","0.084734176623824","0.0982888660655301","2"
"Rarely","2013","inadequately","Female","22","","","","4"
"Rarely","2013","general elemantary","Male","162","0.181528367393577","0.155751770737666","0.207304964049487","4"
"Rarely","2013","in school","Male","33","0.155064712476628","0.106108630103882","0.204020794849373","4"
"Rarely","2013","in school","Female","40","0.168197758985214","0.119432109017177","0.216963408953251","4"
"Rarely","2013","inadequately","Male","27","","","","4"
"Rarely","2013","higher vocational","Female","117","0.171391953154044","0.142263837399607","0.200520068908482","4"
"Rarely","2013","higher education","Male","607","0.205176939304774","0.190660833017336","0.219693045592212","4"
"Rarely","2013","higher education","Female","534","0.181699647830501","0.167535587456258","0.195863708204745","4"
"Rarely","2013","general elemantary","Female","252","0.151314365417307","0.134339368002547","0.168289362832068","4"
"Rarely","2013","middle vocational","Male","1038","0.187621260416592","0.177255289495081","0.197987231338104","4"
"Rarely","2013","middle vocational","Female","1121","0.167815198654416","0.159031296045842","0.176599101262989","4"
"Rarely","2013","vocational + Abi","Male","117","0.187852185975308","0.156805019681856","0.21889935226876","4"
"Rarely","2013","vocational + Abi","Female","200","0.20046150482661","0.177442835755167","0.223480173898054","4"
"Rarely","2013","higher vocational","Male","230","0.222208983110623","0.196881607939593","0.247536358281652","4"
"Sometimes","2013","inadequately","Female","18","","","","3"
"Sometimes","2013","in school","Male","16","","","","3"
"Sometimes","2013","in school","Female","27","","","","3"
"Sometimes","2013","inadequately","Male","15","","","","3"
"Sometimes","2013","higher vocational","Female","80","0.110921939385101","0.0866490610840155","0.135194817686186","3"
"Sometimes","2013","higher education","Male","392","0.110529998375411","0.0992591561326041","0.121800840618218","3"
"Sometimes","2013","higher education","Female","380","0.125326685574968","0.113164851528009","0.137488519621927","3"
"Sometimes","2013","general elemantary","Male","91","0.100692560540137","0.0805690245604051","0.12081609651987","3"
"Sometimes","2013","general elemantary","Female","177","0.101933560903019","0.087601486887748","0.116265634918291","3"
"Sometimes","2013","middle vocational","Male","572","0.103163884280853","0.0950876283233823","0.111240140238323","3"
"Sometimes","2013","middle vocational","Female","706","0.0898961893698036","0.0831729575824105","0.0966194211571967","3"
"Sometimes","2013","vocational + Abi","Male","72","0.102249020464181","0.0781663954554098","0.126331645472952","3"
"Sometimes","2013","vocational + Abi","Female","140","0.111903260043696","0.0937774871439225","0.130029032943469","3"
"Sometimes","2013","higher vocational","Male","122","0.115330033072091","0.0958701706130173","0.134789895531164","3"
"Very often","2013","vocational + Abi","Female","100","0.0539576481112371","0.040967119543895","0.0669481766785793","1"
"Very often","2013","higher vocational","Male","56","0.0420872353544677","0.0298547108157111","0.0543197598932243","1"
"Very often","2013","higher vocational","Female","37","0.0743643885247418","0.0540854537903698","0.0946433232591137","1"
"Very often","2013","higher education","Male","187","0.063785999250773","0.0550018261798569","0.072570172321689","1"
"Very often","2013","higher education","Female","217","0.0638318574879142","0.054852401466621","0.0728113135092074","1"
"Very often","2013","in school","Male","13","","","","1"
"Very often","2013","in school","Female","27","","","","1"
"Very often","2013","inadequately","Male","10","","","","1"
"Very often","2013","inadequately","Female","16","","","","1"
"Very often","2013","general elemantary","Male","33","0.0321151813845823","0.0203250529057597","0.0439053098634048","1"
"Very often","2013","general elemantary","Female","97","0.0526710371387503","0.0420898948750505","0.0632521794024501","1"
"Very often","2013","middle vocational","Male","300","0.0468085680622857","0.0412001235195371","0.0524170126050343","1"
"Very often","2013","middle vocational","Female","530","0.0571308340309046","0.0516754795558677","0.0625861885059414","1"
"Very often","2013","vocational + Abi","Male","40","0.0614339483100801","0.0423471565131762","0.0805207401069841","1"
"Never","2014","in school","Male","","","","","5"
"Never","2014","in school","Female","","","","","5"
"Never","2014","inadequately","Male","","","","","5"
"Never","2014","inadequately","Female","","","","","5"
"Never","2014","general elemantary","Male","","","","","5"
"Never","2014","general elemantary","Female","","","","","5"
"Never","2014","middle vocational","Male","","","","","5"
"Never","2014","middle vocational","Female","","","","","5"
"Never","2014","vocational + Abi","Male","","","","","5"
"Never","2014","vocational + Abi","Female","","","","","5"
"Never","2014","higher vocational","Male","","","","","5"
"Never","2014","higher vocational","Female","","","","","5"
"Never","2014","higher education","Male","","","","","5"
"Never","2014","higher education","Female","","","","","5"
"Often","2014","in school","Male","","","","","2"
"Often","2014","in school","Female","","","","","2"
"Often","2014","inadequately","Male","","","","","2"
"Often","2014","inadequately","Female","","","","","2"
"Often","2014","vocational + Abi","Female","","","","","2"
"Often","2014","higher vocational","Male","","","","","2"
"Often","2014","higher vocational","Female","","","","","2"
"Often","2014","higher education","Male","","","","","2"
"Often","2014","higher education","Female","","","","","2"
"Often","2014","general elemantary","Male","","","","","2"
"Often","2014","general elemantary","Female","","","","","2"
"Often","2014","middle vocational","Male","","","","","2"
"Often","2014","middle vocational","Female","","","","","2"
"Often","2014","vocational + Abi","Male","","","","","2"
"Rarely","2014","in school","Male","","","","","4"
"Rarely","2014","in school","Female","","","","","4"
"Rarely","2014","inadequately","Male","","","","","4"
"Rarely","2014","inadequately","Female","","","","","4"
"Rarely","2014","general elemantary","Male","","","","","4"
"Rarely","2014","higher vocational","Female","","","","","4"
"Rarely","2014","higher education","Male","","","","","4"
"Rarely","2014","higher education","Female","","","","","4"
"Rarely","2014","middle vocational","Male","","","","","4"
"Rarely","2014","middle vocational","Female","","","","","4"
"Rarely","2014","vocational + Abi","Male","","","","","4"
"Rarely","2014","vocational + Abi","Female","","","","","4"
"Rarely","2014","higher vocational","Male","","","","","4"
"Rarely","2014","general elemantary","Female","","","","","4"
"Sometimes","2014","in school","Male","","","","","3"
"Sometimes","2014","in school","Female","","","","","3"
"Sometimes","2014","inadequately","Male","","","","","3"
"Sometimes","2014","inadequately","Female","","","","","3"
"Sometimes","2014","general elemantary","Male","","","","","3"
"Sometimes","2014","general elemantary","Female","","","","","3"
"Sometimes","2014","middle vocational","Male","","","","","3"
"Sometimes","2014","middle vocational","Female","","","","","3"
"Sometimes","2014","higher vocational","Female","","","","","3"
"Sometimes","2014","higher education","Male","","","","","3"
"Sometimes","2014","higher education","Female","","","","","3"
"Sometimes","2014","vocational + Abi","Male","","","","","3"
"Sometimes","2014","vocational + Abi","Female","","","","","3"
"Sometimes","2014","higher vocational","Male","","","","","3"
"Very often","2014","in school","Male","","","","","1"
"Very often","2014","in school","Female","","","","","1"
"Very often","2014","inadequately","Male","","","","","1"
"Very often","2014","inadequately","Female","","","","","1"
"Very often","2014","general elemantary","Male","","","","","1"
"Very often","2014","general elemantary","Female","","","","","1"
"Very often","2014","middle vocational","Male","","","","","1"
"Very often","2014","middle vocational","Female","","","","","1"
"Very often","2014","vocational + Abi","Male","","","","","1"
"Very often","2014","vocational + Abi","Female","","","","","1"
"Very often","2014","higher vocational","Male","","","","","1"
"Very often","2014","higher vocational","Female","","","","","1"
"Very often","2014","higher education","Male","","","","","1"
"Very often","2014","higher education","Female","","","","","1"
"Never","2015","in school","Male","","","","","5"
"Never","2015","in school","Female","","","","","5"
"Never","2015","inadequately","Male","","","","","5"
"Never","2015","inadequately","Female","","","","","5"
"Never","2015","general elemantary","Male","","","","","5"
"Never","2015","general elemantary","Female","","","","","5"
"Never","2015","middle vocational","Male","","","","","5"
"Never","2015","middle vocational","Female","","","","","5"
"Never","2015","vocational + Abi","Male","","","","","5"
"Never","2015","vocational + Abi","Female","","","","","5"
"Never","2015","higher vocational","Male","","","","","5"
"Never","2015","higher vocational","Female","","","","","5"
"Never","2015","higher education","Male","","","","","5"
"Never","2015","higher education","Female","","","","","5"
"Often","2015","vocational + Abi","Female","","","","","2"
"Often","2015","in school","Male","","","","","2"
"Often","2015","in school","Female","","","","","2"
"Often","2015","inadequately","Male","","","","","2"
"Often","2015","inadequately","Female","","","","","2"
"Often","2015","higher vocational","Male","","","","","2"
"Often","2015","higher vocational","Female","","","","","2"
"Often","2015","higher education","Male","","","","","2"
"Often","2015","higher education","Female","","","","","2"
"Often","2015","general elemantary","Female","","","","","2"
"Often","2015","middle vocational","Male","","","","","2"
"Often","2015","middle vocational","Female","","","","","2"
"Often","2015","vocational + Abi","Male","","","","","2"
"Often","2015","general elemantary","Male","","","","","2"
"Rarely","2015","in school","Male","","","","","4"
"Rarely","2015","in school","Female","","","","","4"
"Rarely","2015","inadequately","Male","","","","","4"
"Rarely","2015","inadequately","Female","","","","","4"
"Rarely","2015","general elemantary","Male","","","","","4"
"Rarely","2015","general elemantary","Female","","","","","4"
"Rarely","2015","middle vocational","Male","","","","","4"
"Rarely","2015","middle vocational","Female","","","","","4"
"Rarely","2015","vocational + Abi","Male","","","","","4"
"Rarely","2015","higher vocational","Female","","","","","4"
"Rarely","2015","vocational + Abi","Female","","","","","4"
"Rarely","2015","higher vocational","Male","","","","","4"
"Rarely","2015","higher education","Male","","","","","4"
"Rarely","2015","higher education","Female","","","","","4"
"Sometimes","2015","vocational + Abi","Male","","","","","3"
"Sometimes","2015","vocational + Abi","Female","","","","","3"
"Sometimes","2015","in school","Male","","","","","3"
"Sometimes","2015","in school","Female","","","","","3"
"Sometimes","2015","inadequately","Male","","","","","3"
"Sometimes","2015","inadequately","Female","","","","","3"
"Sometimes","2015","general elemantary","Male","","","","","3"
"Sometimes","2015","general elemantary","Female","","","","","3"
"Sometimes","2015","middle vocational","Male","","","","","3"
"Sometimes","2015","middle vocational","Female","","","","","3"
"Sometimes","2015","higher vocational","Male","","","","","3"
"Sometimes","2015","higher vocational","Female","","","","","3"
"Sometimes","2015","higher education","Male","","","","","3"
"Sometimes","2015","higher education","Female","","","","","3"
"Very often","2015","in school","Male","","","","","1"
"Very often","2015","in school","Female","","","","","1"
"Very often","2015","inadequately","Male","","","","","1"
"Very often","2015","inadequately","Female","","","","","1"
"Very often","2015","general elemantary","Male","","","","","1"
"Very often","2015","general elemantary","Female","","","","","1"
"Very often","2015","middle vocational","Male","","","","","1"
"Very often","2015","middle vocational","Female","","","","","1"
"Very often","2015","vocational + Abi","Male","","","","","1"
"Very often","2015","vocational + Abi","Female","","","","","1"
"Very often","2015","higher vocational","Male","","","","","1"
"Very often","2015","higher vocational","Female","","","","","1"
"Very often","2015","higher education","Male","","","","","1"
"Very often","2015","higher education","Female","","","","","1"
"Never","2016","in school","Male","","","","","5"
"Never","2016","in school","Female","","","","","5"
"Never","2016","inadequately","Male","","","","","5"
"Never","2016","inadequately","Female","","","","","5"
"Never","2016","general elemantary","Male","","","","","5"
"Never","2016","general elemantary","Female","","","","","5"
"Never","2016","middle vocational","Male","","","","","5"
"Never","2016","middle vocational","Female","","","","","5"
"Never","2016","vocational + Abi","Male","","","","","5"
"Never","2016","vocational + Abi","Female","","","","","5"
"Never","2016","higher vocational","Male","","","","","5"
"Never","2016","higher vocational","Female","","","","","5"
"Never","2016","higher education","Male","","","","","5"
"Never","2016","higher education","Female","","","","","5"
"Often","2016","in school","Male","","","","","2"
"Often","2016","in school","Female","","","","","2"
"Often","2016","inadequately","Male","","","","","2"
"Often","2016","inadequately","Female","","","","","2"
"Often","2016","vocational + Abi","Female","","","","","2"
"Often","2016","higher vocational","Female","","","","","2"
"Often","2016","higher education","Male","","","","","2"
"Often","2016","higher education","Female","","","","","2"
"Often","2016","general elemantary","Female","","","","","2"
"Often","2016","middle vocational","Male","","","","","2"
"Often","2016","middle vocational","Female","","","","","2"
"Often","2016","higher vocational","Male","","","","","2"
"Often","2016","general elemantary","Male","","","","","2"
"Often","2016","vocational + Abi","Male","","","","","2"
"Rarely","2016","inadequately","Female","","","","","4"
"Rarely","2016","general elemantary","Male","","","","","4"
"Rarely","2016","in school","Male","","","","","4"
"Rarely","2016","in school","Female","","","","","4"
"Rarely","2016","inadequately","Male","","","","","4"
"Rarely","2016","general elemantary","Female","","","","","4"
"Rarely","2016","vocational + Abi","Male","","","","","4"
"Rarely","2016","middle vocational","Male","","","","","4"
"Rarely","2016","middle vocational","Female","","","","","4"
"Rarely","2016","vocational + Abi","Female","","","","","4"
"Rarely","2016","higher vocational","Male","","","","","4"
"Rarely","2016","higher vocational","Female","","","","","4"
"Rarely","2016","higher education","Male","","","","","4"
"Rarely","2016","higher education","Female","","","","","4"
"Sometimes","2016","inadequately","Male","","","","","3"
"Sometimes","2016","inadequately","Female","","","","","3"
"Sometimes","2016","vocational + Abi","Male","","","","","3"
"Sometimes","2016","vocational + Abi","Female","","","","","3"
"Sometimes","2016","higher vocational","Male","","","","","3"
"Sometimes","2016","higher vocational","Female","","","","","3"
"Sometimes","2016","higher education","Male","","","","","3"
"Sometimes","2016","in school","Male","","","","","3"
"Sometimes","2016","in school","Female","","","","","3"
"Sometimes","2016","general elemantary","Female","","","","","3"
"Sometimes","2016","general elemantary","Male","","","","","3"
"Sometimes","2016","middle vocational","Male","","","","","3"
"Sometimes","2016","middle vocational","Female","","","","","3"
"Sometimes","2016","higher education","Female","","","","","3"
"Very often","2016","higher education","Male","","","","","1"
"Very often","2016","higher education","Female","","","","","1"
"Very often","2016","in school","Male","","","","","1"
"Very often","2016","in school","Female","","","","","1"
"Very often","2016","inadequately","Male","","","","","1"
"Very often","2016","inadequately","Female","","","","","1"
"Very often","2016","general elemantary","Male","","","","","1"
"Very often","2016","general elemantary","Female","","","","","1"
"Very often","2016","middle vocational","Male","","","","","1"
"Very often","2016","middle vocational","Female","","","","","1"
"Very often","2016","vocational + Abi","Male","","","","","1"
"Very often","2016","vocational + Abi","Female","","","","","1"
"Very often","2016","higher vocational","Male","","","","","1"
"Very often","2016","higher vocational","Female","","","","","1"
"Never","2017","in school","Male","","","","","5"
"Never","2017","in school","Female","","","","","5"
"Never","2017","inadequately","Male","","","","","5"
"Never","2017","inadequately","Female","","","","","5"
"Never","2017","general elemantary","Male","","","","","5"
"Never","2017","general elemantary","Female","","","","","5"
"Never","2017","middle vocational","Male","","","","","5"
"Never","2017","middle vocational","Female","","","","","5"
"Never","2017","vocational + Abi","Male","","","","","5"
"Never","2017","vocational + Abi","Female","","","","","5"
"Never","2017","higher vocational","Male","","","","","5"
"Never","2017","higher vocational","Female","","","","","5"
"Never","2017","higher education","Male","","","","","5"
"Never","2017","higher education","Female","","","","","5"
"Often","2017","vocational + Abi","Female","","","","","2"
"Often","2017","higher vocational","Male","","","","","2"
"Often","2017","higher vocational","Female","","","","","2"
"Often","2017","higher education","Male","","","","","2"
"Often","2017","higher education","Female","","","","","2"
"Often","2017","inadequately","Female","","","","","2"
"Often","2017","general elemantary","Male","","","","","2"
"Often","2017","general elemantary","Female","","","","","2"
"Often","2017","middle vocational","Male","","","","","2"
"Often","2017","middle vocational","Female","","","","","2"
"Often","2017","vocational + Abi","Male","","","","","2"
"Often","2017","in school","Male","","","","","2"
"Often","2017","in school","Female","","","","","2"
"Often","2017","inadequately","Male","","","","","2"
"Rarely","2017","in school","Male","","","","","4"
"Rarely","2017","general elemantary","Female","","","","","4"
"Rarely","2017","middle vocational","Male","","","","","4"
"Rarely","2017","middle vocational","Female","","","","","4"
