"pld0045","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Never","2003","lower secondary degree","Male","2360","0.629273906442725","0.613989265850886","0.644558547034564"
"Never","2003","lower secondary degree","Female","2695","0.679104426607013","0.664723794274046","0.69348505893998"
"Never","2003","secondary school degree","Male","1580","0.581199003988752","0.562816283021154","0.59958172495635"
"Never","2003","secondary school degree","Female","2115","0.580367683813241","0.564403674487776","0.596331693138706"
"Never","2003","college entrance qualification","Male","1498","0.509220238313043","0.491034927686849","0.527405548939236"
"Never","2003","college entrance qualification","Female","1291","0.522556439945976","0.503062340736287","0.542050539155665"
"Never","2003","Other degree","Male","409","0.652954435151453","0.614896471903323","0.691012398399582"
"Never","2003","Other degree","Female","423","0.685328963150792","0.649379119582255","0.721278806719329"
"Never","2003","no degree/no degree yet","Male","249","0.601514842985663","0.554524424543173","0.648505261428152"
"Never","2003","no degree/no degree yet","Female","271","0.578823095620817","0.534089854652238","0.623556336589397"
"Very often","2004","lower secondary degree","Male","","","",""
"Very often","2004","lower secondary degree","Female","","","",""
"Very often","2004","secondary school degree","Male","","","",""
"Very often","2004","secondary school degree","Female","","","",""
"Very often","2004","college entrance qualification","Male","","","",""
"Very often","2004","college entrance qualification","Female","","","",""
"Very often","2004","Other degree","Male","","","",""
"Very often","2004","Other degree","Female","","","",""
"Very often","2004","no degree/no degree yet","Male","","","",""
"Very often","2004","no degree/no degree yet","Female","","","",""
"Often","2004","lower secondary degree","Male","","","",""
"Often","2004","lower secondary degree","Female","","","",""
"Often","2004","secondary school degree","Male","","","",""
"Often","2004","secondary school degree","Female","","","",""
"Often","2004","college entrance qualification","Male","","","",""
"Often","2004","college entrance qualification","Female","","","",""
"Often","2004","Other degree","Male","","","",""
"Often","2004","Other degree","Female","","","",""
"Often","2004","no degree/no degree yet","Male","","","",""
"Often","2004","no degree/no degree yet","Female","","","",""
"Sometimes","2004","lower secondary degree","Male","","","",""
"Sometimes","2004","lower secondary degree","Female","","","",""
"Sometimes","2004","secondary school degree","Male","","","",""
"Sometimes","2004","secondary school degree","Female","","","",""
"Sometimes","2004","college entrance qualification","Male","","","",""
"Sometimes","2004","college entrance qualification","Female","","","",""
"Sometimes","2004","Other degree","Male","","","",""
"Sometimes","2004","Other degree","Female","","","",""
"Sometimes","2004","no degree/no degree yet","Male","","","",""
"Sometimes","2004","no degree/no degree yet","Female","","","",""
"Rarely","2004","lower secondary degree","Male","","","",""
"Rarely","2004","lower secondary degree","Female","","","",""
"Rarely","2004","secondary school degree","Male","","","",""
"Rarely","2004","secondary school degree","Female","","","",""
"Rarely","2004","college entrance qualification","Male","","","",""
"Rarely","2004","college entrance qualification","Female","","","",""
"Rarely","2004","Other degree","Male","","","",""
"Rarely","2004","Other degree","Female","","","",""
"Rarely","2004","no degree/no degree yet","Male","","","",""
"Rarely","2004","no degree/no degree yet","Female","","","",""
"Never","2004","lower secondary degree","Male","","","",""
"Never","2004","lower secondary degree","Female","","","",""
"Never","2004","secondary school degree","Male","","","",""
"Never","2004","secondary school degree","Female","","","",""
"Never","2004","college entrance qualification","Male","","","",""
"Never","2004","college entrance qualification","Female","","","",""
"Never","2004","Other degree","Male","","","",""
"Never","2004","Other degree","Female","","","",""
"Never","2004","no degree/no degree yet","Male","","","",""
"Never","2004","no degree/no degree yet","Female","","","",""
"Very often","2005","lower secondary degree","Male","","","",""
"Very often","2005","lower secondary degree","Female","","","",""
"Very often","2005","secondary school degree","Male","","","",""
"Very often","2005","secondary school degree","Female","","","",""
"Very often","2005","college entrance qualification","Male","","","",""
"Very often","2005","college entrance qualification","Female","","","",""
"Very often","2005","Other degree","Male","","","",""
"Very often","2005","Other degree","Female","","","",""
"Very often","2005","no degree/no degree yet","Male","","","",""
"Very often","2005","no degree/no degree yet","Female","","","",""
"Often","2005","lower secondary degree","Male","","","",""
"Often","2005","lower secondary degree","Female","","","",""
"Often","2005","secondary school degree","Male","","","",""
"Often","2005","secondary school degree","Female","","","",""
"Often","2005","college entrance qualification","Male","","","",""
"Often","2005","college entrance qualification","Female","","","",""
"Often","2005","Other degree","Male","","","",""
"Often","2005","Other degree","Female","","","",""
"Often","2005","no degree/no degree yet","Male","","","",""
"Often","2005","no degree/no degree yet","Female","","","",""
"Sometimes","2005","lower secondary degree","Male","","","",""
"Sometimes","2005","lower secondary degree","Female","","","",""
"Sometimes","2005","secondary school degree","Male","","","",""
"Sometimes","2005","secondary school degree","Female","","","",""
"Sometimes","2005","college entrance qualification","Male","","","",""
"Sometimes","2005","college entrance qualification","Female","","","",""
"Sometimes","2005","Other degree","Male","","","",""
"Sometimes","2005","Other degree","Female","","","",""
"Sometimes","2005","no degree/no degree yet","Male","","","",""
"Sometimes","2005","no degree/no degree yet","Female","","","",""
"Rarely","2005","lower secondary degree","Male","","","",""
"Rarely","2005","lower secondary degree","Female","","","",""
"Rarely","2005","secondary school degree","Male","","","",""
"Rarely","2005","secondary school degree","Female","","","",""
"Rarely","2005","college entrance qualification","Male","","","",""
"Rarely","2005","college entrance qualification","Female","","","",""
"Rarely","2005","Other degree","Male","","","",""
"Rarely","2005","Other degree","Female","","","",""
"Rarely","2005","no degree/no degree yet","Male","","","",""
"Rarely","2005","no degree/no degree yet","Female","","","",""
"Never","2005","lower secondary degree","Male","","","",""
"Never","2005","lower secondary degree","Female","","","",""
"Never","2005","secondary school degree","Male","","","",""
"Never","2005","secondary school degree","Female","","","",""
"Never","2005","college entrance qualification","Male","","","",""
"Never","2005","college entrance qualification","Female","","","",""
"Never","2005","Other degree","Male","","","",""
"Never","2005","Other degree","Female","","","",""
"Never","2005","no degree/no degree yet","Male","","","",""
"Never","2005","no degree/no degree yet","Female","","","",""
"Very often","2006","lower secondary degree","Male","","","",""
"Very often","2006","lower secondary degree","Female","","","",""
"Very often","2006","secondary school degree","Male","","","",""
"Very often","2006","secondary school degree","Female","","","",""
"Very often","2006","college entrance qualification","Male","","","",""
"Very often","2006","college entrance qualification","Female","","","",""
"Very often","2006","Other degree","Male","","","",""
"Very often","2006","Other degree","Female","","","",""
"Very often","2006","no degree/no degree yet","Male","","","",""
"Very often","2006","no degree/no degree yet","Female","","","",""
"Often","2006","lower secondary degree","Male","","","",""
"Often","2006","lower secondary degree","Female","","","",""
"Often","2006","secondary school degree","Male","","","",""
"Often","2006","secondary school degree","Female","","","",""
"Often","2006","college entrance qualification","Male","","","",""
"Often","2006","college entrance qualification","Female","","","",""
"Often","2006","Other degree","Male","","","",""
"Often","2006","Other degree","Female","","","",""
"Often","2006","no degree/no degree yet","Male","","","",""
"Often","2006","no degree/no degree yet","Female","","","",""
"Sometimes","2006","lower secondary degree","Male","","","",""
"Sometimes","2006","lower secondary degree","Female","","","",""
"Sometimes","2006","secondary school degree","Male","","","",""
"Sometimes","2006","secondary school degree","Female","","","",""
"Sometimes","2006","college entrance qualification","Male","","","",""
"Sometimes","2006","college entrance qualification","Female","","","",""
"Sometimes","2006","Other degree","Male","","","",""
"Sometimes","2006","Other degree","Female","","","",""
"Sometimes","2006","no degree/no degree yet","Male","","","",""
"Sometimes","2006","no degree/no degree yet","Female","","","",""
"Rarely","2006","lower secondary degree","Male","","","",""
"Rarely","2006","lower secondary degree","Female","","","",""
"Rarely","2006","secondary school degree","Male","","","",""
"Rarely","2006","secondary school degree","Female","","","",""
"Rarely","2006","college entrance qualification","Male","","","",""
"Rarely","2006","college entrance qualification","Female","","","",""
"Rarely","2006","Other degree","Male","","","",""
"Rarely","2006","Other degree","Female","","","",""
"Rarely","2006","no degree/no degree yet","Male","","","",""
"Rarely","2006","no degree/no degree yet","Female","","","",""
"Never","2006","lower secondary degree","Male","","","",""
"Never","2006","lower secondary degree","Female","","","",""
"Never","2006","secondary school degree","Male","","","",""
"Never","2006","secondary school degree","Female","","","",""
"Never","2006","college entrance qualification","Male","","","",""
"Never","2006","college entrance qualification","Female","","","",""
"Never","2006","Other degree","Male","","","",""
"Never","2006","Other degree","Female","","","",""
"Never","2006","no degree/no degree yet","Male","","","",""
"Never","2006","no degree/no degree yet","Female","","","",""
"Very often","2007","lower secondary degree","Male","","","",""
"Very often","2007","lower secondary degree","Female","","","",""
"Very often","2007","secondary school degree","Male","","","",""
"Very often","2007","secondary school degree","Female","","","",""
"Very often","2007","college entrance qualification","Male","","","",""
"Very often","2007","college entrance qualification","Female","","","",""
"Very often","2007","Other degree","Male","","","",""
"Very often","2007","Other degree","Female","","","",""
"Very often","2007","no degree/no degree yet","Male","","","",""
"Very often","2007","no degree/no degree yet","Female","","","",""
"Often","2007","lower secondary degree","Male","","","",""
"Often","2007","lower secondary degree","Female","","","",""
"Often","2007","secondary school degree","Male","","","",""
"Often","2007","secondary school degree","Female","","","",""
"Often","2007","college entrance qualification","Male","","","",""
"Often","2007","college entrance qualification","Female","","","",""
"Often","2007","Other degree","Male","","","",""
"Often","2007","Other degree","Female","","","",""
"Often","2007","no degree/no degree yet","Male","","","",""
"Often","2007","no degree/no degree yet","Female","","","",""
"Sometimes","2007","lower secondary degree","Male","","","",""
"Sometimes","2007","lower secondary degree","Female","","","",""
"Sometimes","2007","secondary school degree","Male","","","",""
"Sometimes","2007","secondary school degree","Female","","","",""
"Sometimes","2007","college entrance qualification","Male","","","",""
"Sometimes","2007","college entrance qualification","Female","","","",""
"Sometimes","2007","Other degree","Male","","","",""
"Sometimes","2007","Other degree","Female","","","",""
"Sometimes","2007","no degree/no degree yet","Male","","","",""
"Sometimes","2007","no degree/no degree yet","Female","","","",""
"Rarely","2007","lower secondary degree","Male","","","",""
"Rarely","2007","lower secondary degree","Female","","","",""
"Rarely","2007","secondary school degree","Male","","","",""
"Rarely","2007","secondary school degree","Female","","","",""
"Rarely","2007","college entrance qualification","Male","","","",""
"Rarely","2007","college entrance qualification","Female","","","",""
"Rarely","2007","Other degree","Male","","","",""
"Rarely","2007","Other degree","Female","","","",""
"Rarely","2007","no degree/no degree yet","Male","","","",""
"Rarely","2007","no degree/no degree yet","Female","","","",""
"Never","2007","lower secondary degree","Male","","","",""
"Never","2007","lower secondary degree","Female","","","",""
"Never","2007","secondary school degree","Male","","","",""
"Never","2007","secondary school degree","Female","","","",""
"Never","2007","college entrance qualification","Male","","","",""
"Never","2007","college entrance qualification","Female","","","",""
"Never","2007","Other degree","Male","","","",""
"Never","2007","Other degree","Female","","","",""
"Never","2007","no degree/no degree yet","Male","","","",""
"Never","2007","no degree/no degree yet","Female","","","",""
"Very often","2008","lower secondary degree","Male","155","0.050423023139655","0.0427925264818664","0.0580535197974437"
"Very often","2008","lower secondary degree","Female","152","0.0502558257027634","0.0427995957915558","0.057712055613971"
"Very often","2008","secondary school degree","Male","110","0.0443166203222179","0.0361609399387504","0.0524723007056854"
"Very often","2008","secondary school degree","Female","197","0.0538156046406084","0.0461061057090467","0.0615251035721701"
"Very often","2008","college entrance qualification","Male","135","0.0572573013300294","0.048418168547483","0.0660964341125758"
"Very often","2008","college entrance qualification","Female","173","0.0588173934659337","0.0495423983116275","0.06809238862024"
"Very often","2008","Other degree","Male","14","","",""
"Very often","2008","Other degree","Female","21","","",""
"Very often","2008","no degree/no degree yet","Male","13","","",""
"Very often","2008","no degree/no degree yet","Female","13","","",""
"Often","2008","lower secondary degree","Male","266","0.0963164430733899","0.0860284257689451","0.106604460377835"
"Often","2008","lower secondary degree","Female","234","0.0666338940685219","0.0581225847221636","0.0751452034148802"
"Often","2008","secondary school degree","Male","210","0.0830603283571534","0.0721236090000673","0.0939970477142396"
"Often","2008","secondary school degree","Female","294","0.0987461568773194","0.0885539597254177","0.108938354029221"
"Often","2008","college entrance qualification","Male","255","0.0920430574824021","0.081044752032723","0.103041362932081"
"Often","2008","college entrance qualification","Female","315","0.122734448117681","0.109799263461522","0.135669632773841"
"Often","2008","Other degree","Male","37","0.0965034185345884","0.0688185810541092","0.124188256015068"
"Often","2008","Other degree","Female","29","","",""
"Often","2008","no degree/no degree yet","Male","24","","",""
"Often","2008","no degree/no degree yet","Female","24","","",""
"Sometimes","2008","lower secondary degree","Male","288","0.0878704632547213","0.077998057517139","0.0977428689923036"
"Sometimes","2008","lower secondary degree","Female","284","0.0827274400823255","0.073325948551588","0.0921289316130629"
"Sometimes","2008","secondary school degree","Male","283","0.119472764318962","0.106619136585981","0.132326392051942"
"Sometimes","2008","secondary school degree","Female","341","0.112933806003339","0.102120110247386","0.123747501759292"
"Sometimes","2008","college entrance qualification","Male","309","0.105945478617431","0.0942364505428765","0.117654506691985"
"Sometimes","2008","college entrance qualification","Female","293","0.109019812849566","0.0967338104097515","0.121305815289381"
"Sometimes","2008","Other degree","Male","46","0.105151469680064","0.0763914081623633","0.133911531197765"
"Sometimes","2008","Other degree","Female","45","0.110875390854594","0.0834094089404714","0.138341372768716"
"Sometimes","2008","no degree/no degree yet","Male","27","","",""
"Sometimes","2008","no degree/no degree yet","Female","26","","",""
"Rarely","2008","lower secondary degree","Male","542","0.164292544416708","0.151371151160899","0.177213937672518"
"Rarely","2008","lower secondary degree","Female","484","0.147370281555988","0.135272438254741","0.159468124857235"
"Rarely","2008","secondary school degree","Male","497","0.204688782803148","0.18869926229687","0.220678303309426"
"Rarely","2008","secondary school degree","Female","588","0.167387377527182","0.154632772985678","0.180141982068685"
"Rarely","2008","college entrance qualification","Male","530","0.211218318762296","0.195689378100961","0.226747259423631"
"Rarely","2008","college entrance qualification","Female","411","0.177859751439131","0.162785503530771","0.19293399934749"
"Rarely","2008","Other degree","Male","58","0.158418468120243","0.124184410641805","0.192652525598682"
"Rarely","2008","Other degree","Female","77","0.128827759530094","0.0995220005437037","0.158133518516485"
"Rarely","2008","no degree/no degree yet","Male","52","0.251628494562548","0.198050512575705","0.305206476549392"
"Rarely","2008","no degree/no degree yet","Female","53","0.158021186288272","0.11618376521741","0.199858607359134"
"Never","2008","lower secondary degree","Male","1908","0.601097526115525","0.584021802640463","0.618173249590588"
"Never","2008","lower secondary degree","Female","2144","0.653012558590401","0.636766784473819","0.669258332706983"
"Never","2008","secondary school degree","Male","1346","0.548461504198518","0.528739986628954","0.568183021768083"
"Never","2008","secondary school degree","Female","1871","0.567117054951552","0.55018905139142","0.584045058511684"
"Never","2008","college entrance qualification","Male","1425","0.533535843807841","0.514556177560752","0.552515510054931"
"Never","2008","college entrance qualification","Female","1280","0.531568594127688","0.511897590557259","0.551239597698117"
"Never","2008","Other degree","Male","282","0.610857716573505","0.565145569933775","0.656569863213235"
"Never","2008","Other degree","Female","330","0.645135044783856","0.603279489706266","0.686990599861447"
"Never","2008","no degree/no degree yet","Male","136","0.543377609892426","0.481877301763177","0.604877918021675"
"Never","2008","no degree/no degree yet","Female","176","0.560628214830597","0.50370227321536","0.617554156445833"
"Very often","2009","lower secondary degree","Male","","","",""
"Very often","2009","lower secondary degree","Female","","","",""
"Very often","2009","secondary school degree","Male","","","",""
"Very often","2009","secondary school degree","Female","","","",""
"Very often","2009","college entrance qualification","Male","","","",""
"Very often","2009","college entrance qualification","Female","","","",""
"Very often","2009","Other degree","Male","","","",""
"Very often","2009","Other degree","Female","","","",""
"Very often","2009","no degree/no degree yet","Male","","","",""
"Very often","2009","no degree/no degree yet","Female","","","",""
"Often","2009","lower secondary degree","Male","","","",""
"Often","2009","lower secondary degree","Female","","","",""
"Often","2009","secondary school degree","Male","","","",""
"Often","2009","secondary school degree","Female","","","",""
"Often","2009","college entrance qualification","Male","","","",""
"Often","2009","college entrance qualification","Female","","","",""
"Often","2009","Other degree","Male","","","",""
"Often","2009","Other degree","Female","","","",""
"Often","2009","no degree/no degree yet","Male","","","",""
"Often","2009","no degree/no degree yet","Female","","","",""
"Sometimes","2009","lower secondary degree","Male","","","",""
"Sometimes","2009","lower secondary degree","Female","","","",""
"Sometimes","2009","secondary school degree","Male","","","",""
"Sometimes","2009","secondary school degree","Female","","","",""
"Sometimes","2009","college entrance qualification","Male","","","",""
"Sometimes","2009","college entrance qualification","Female","","","",""
"Sometimes","2009","Other degree","Male","","","",""
"Sometimes","2009","Other degree","Female","","","",""
"Sometimes","2009","no degree/no degree yet","Male","","","",""
"Sometimes","2009","no degree/no degree yet","Female","","","",""
"Rarely","2009","lower secondary degree","Male","","","",""
"Rarely","2009","lower secondary degree","Female","","","",""
"Rarely","2009","secondary school degree","Male","","","",""
"Rarely","2009","secondary school degree","Female","","","",""
"Rarely","2009","college entrance qualification","Male","","","",""
"Rarely","2009","college entrance qualification","Female","","","",""
"Rarely","2009","Other degree","Male","","","",""
"Rarely","2009","Other degree","Female","","","",""
"Rarely","2009","no degree/no degree yet","Male","","","",""
"Rarely","2009","no degree/no degree yet","Female","","","",""
"Never","2009","lower secondary degree","Male","","","",""
"Never","2009","lower secondary degree","Female","","","",""
"Never","2009","secondary school degree","Male","","","",""
"Never","2009","secondary school degree","Female","","","",""
"Never","2009","college entrance qualification","Male","","","",""
"Never","2009","college entrance qualification","Female","","","",""
"Never","2009","Other degree","Male","","","",""
"Never","2009","Other degree","Female","","","",""
"Never","2009","no degree/no degree yet","Male","","","",""
"Never","2009","no degree/no degree yet","Female","","","",""
"Very often","2010","lower secondary degree","Male","","","",""
"Very often","2010","lower secondary degree","Female","","","",""
"Very often","2010","secondary school degree","Male","","","",""
"Very often","2010","secondary school degree","Female","","","",""
"Very often","2010","college entrance qualification","Male","","","",""
"Very often","2010","college entrance qualification","Female","","","",""
"Very often","2010","Other degree","Male","","","",""
"Very often","2010","Other degree","Female","","","",""
"Very often","2010","no degree/no degree yet","Male","","","",""
"Very often","2010","no degree/no degree yet","Female","","","",""
"Often","2010","lower secondary degree","Male","","","",""
"Often","2010","lower secondary degree","Female","","","",""
"Often","2010","secondary school degree","Male","","","",""
"Often","2010","secondary school degree","Female","","","",""
"Often","2010","college entrance qualification","Male","","","",""
"Often","2010","college entrance qualification","Female","","","",""
"Often","2010","Other degree","Male","","","",""
"Often","2010","Other degree","Female","","","",""
"Often","2010","no degree/no degree yet","Male","","","",""
"Often","2010","no degree/no degree yet","Female","","","",""
"Sometimes","2010","lower secondary degree","Male","","","",""
"Sometimes","2010","lower secondary degree","Female","","","",""
"Sometimes","2010","secondary school degree","Male","","","",""
"Sometimes","2010","secondary school degree","Female","","","",""
"Sometimes","2010","college entrance qualification","Male","","","",""
"Sometimes","2010","college entrance qualification","Female","","","",""
"Sometimes","2010","Other degree","Male","","","",""
"Sometimes","2010","Other degree","Female","","","",""
"Sometimes","2010","no degree/no degree yet","Male","","","",""
"Sometimes","2010","no degree/no degree yet","Female","","","",""
"Rarely","2010","lower secondary degree","Male","","","",""
"Rarely","2010","lower secondary degree","Female","","","",""
"Rarely","2010","secondary school degree","Male","","","",""
"Rarely","2010","secondary school degree","Female","","","",""
"Rarely","2010","college entrance qualification","Male","","","",""
"Rarely","2010","college entrance qualification","Female","","","",""
"Rarely","2010","Other degree","Male","","","",""
"Rarely","2010","Other degree","Female","","","",""
"Rarely","2010","no degree/no degree yet","Male","","","",""
"Rarely","2010","no degree/no degree yet","Female","","","",""
"Never","2010","lower secondary degree","Male","","","",""
"Never","2010","lower secondary degree","Female","","","",""
"Never","2010","secondary school degree","Male","","","",""
"Never","2010","secondary school degree","Female","","","",""
"Never","2010","college entrance qualification","Male","","","",""
"Never","2010","college entrance qualification","Female","","","",""
"Never","2010","Other degree","Male","","","",""
"Never","2010","Other degree","Female","","","",""
"Never","2010","no degree/no degree yet","Male","","","",""
"Never","2010","no degree/no degree yet","Female","","","",""
"Very often","2011","lower secondary degree","Male","","","",""
"Very often","2011","lower secondary degree","Female","","","",""
"Very often","2011","secondary school degree","Male","","","",""
"Very often","2011","secondary school degree","Female","","","",""
"Very often","2011","college entrance qualification","Male","","","",""
"Very often","2011","college entrance qualification","Female","","","",""
"Very often","2011","Other degree","Male","","","",""
"Very often","2011","Other degree","Female","","","",""
"Very often","2011","no degree/no degree yet","Male","","","",""
"Very often","2011","no degree/no degree yet","Female","","","",""
"Often","2011","lower secondary degree","Male","","","",""
"Often","2011","lower secondary degree","Female","","","",""
"Often","2011","secondary school degree","Male","","","",""
"Often","2011","secondary school degree","Female","","","",""
"Often","2011","college entrance qualification","Male","","","",""
"Often","2011","college entrance qualification","Female","","","",""
"Often","2011","Other degree","Male","","","",""
"Often","2011","Other degree","Female","","","",""
"Often","2011","no degree/no degree yet","Male","","","",""
"Often","2011","no degree/no degree yet","Female","","","",""
"Sometimes","2011","lower secondary degree","Male","","","",""
"Sometimes","2011","lower secondary degree","Female","","","",""
"Sometimes","2011","secondary school degree","Male","","","",""
"Sometimes","2011","secondary school degree","Female","","","",""
"Sometimes","2011","college entrance qualification","Male","","","",""
"Sometimes","2011","college entrance qualification","Female","","","",""
"Sometimes","2011","Other degree","Male","","","",""
"Sometimes","2011","Other degree","Female","","","",""
"Sometimes","2011","no degree/no degree yet","Male","","","",""
"Sometimes","2011","no degree/no degree yet","Female","","","",""
"Rarely","2011","lower secondary degree","Male","","","",""
"Rarely","2011","lower secondary degree","Female","","","",""
"Rarely","2011","secondary school degree","Male","","","",""
"Rarely","2011","secondary school degree","Female","","","",""
"Rarely","2011","college entrance qualification","Male","","","",""
"Rarely","2011","college entrance qualification","Female","","","",""
"Rarely","2011","Other degree","Male","","","",""
"Rarely","2011","Other degree","Female","","","",""
"Rarely","2011","no degree/no degree yet","Male","","","",""
"Rarely","2011","no degree/no degree yet","Female","","","",""
"Never","2011","lower secondary degree","Male","","","",""
"Never","2011","lower secondary degree","Female","","","",""
"Never","2011","secondary school degree","Male","","","",""
"Never","2011","secondary school degree","Female","","","",""
"Never","2011","college entrance qualification","Male","","","",""
"Never","2011","college entrance qualification","Female","","","",""
"Never","2011","Other degree","Male","","","",""
"Never","2011","Other degree","Female","","","",""
"Never","2011","no degree/no degree yet","Male","","","",""
"Never","2011","no degree/no degree yet","Female","","","",""
"Very often","2012","lower secondary degree","Male","","","",""
"Very often","2012","lower secondary degree","Female","","","",""
"Very often","2012","secondary school degree","Male","","","",""
"Very often","2012","secondary school degree","Female","","","",""
"Very often","2012","college entrance qualification","Male","","","",""
"Very often","2012","college entrance qualification","Female","","","",""
"Very often","2012","Other degree","Male","","","",""
"Very often","2012","Other degree","Female","","","",""
"Very often","2012","no degree/no degree yet","Male","","","",""
"Very often","2012","no degree/no degree yet","Female","","","",""
"Often","2012","lower secondary degree","Male","","","",""
"Often","2012","lower secondary degree","Female","","","",""
"Often","2012","secondary school degree","Male","","","",""
"Often","2012","secondary school degree","Female","","","",""
"Often","2012","college entrance qualification","Male","","","",""
"Often","2012","college entrance qualification","Female","","","",""
"Often","2012","Other degree","Male","","","",""
"Often","2012","Other degree","Female","","","",""
"Often","2012","no degree/no degree yet","Male","","","",""
"Often","2012","no degree/no degree yet","Female","","","",""
"Sometimes","2012","lower secondary degree","Male","","","",""
"Sometimes","2012","lower secondary degree","Female","","","",""
"Sometimes","2012","secondary school degree","Male","","","",""
"Sometimes","2012","secondary school degree","Female","","","",""
"Sometimes","2012","college entrance qualification","Male","","","",""
"Sometimes","2012","college entrance qualification","Female","","","",""
"Sometimes","2012","Other degree","Male","","","",""
"Sometimes","2012","Other degree","Female","","","",""
"Sometimes","2012","no degree/no degree yet","Male","","","",""
"Sometimes","2012","no degree/no degree yet","Female","","","",""
"Rarely","2012","lower secondary degree","Male","","","",""
"Rarely","2012","lower secondary degree","Female","","","",""
"Rarely","2012","secondary school degree","Male","","","",""
"Rarely","2012","secondary school degree","Female","","","",""
"Rarely","2012","college entrance qualification","Male","","","",""
"Rarely","2012","college entrance qualification","Female","","","",""
"Rarely","2012","Other degree","Male","","","",""
"Rarely","2012","Other degree","Female","","","",""
"Rarely","2012","no degree/no degree yet","Male","","","",""
"Rarely","2012","no degree/no degree yet","Female","","","",""
"Never","2012","lower secondary degree","Male","","","",""
"Never","2012","lower secondary degree","Female","","","",""
"Never","2012","secondary school degree","Male","","","",""
"Never","2012","secondary school degree","Female","","","",""
"Never","2012","college entrance qualification","Male","","","",""
"Never","2012","college entrance qualification","Female","","","",""
"Never","2012","Other degree","Male","","","",""
"Never","2012","Other degree","Female","","","",""
"Never","2012","no degree/no degree yet","Male","","","",""
"Never","2012","no degree/no degree yet","Female","","","",""
