"pld0045","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","Rhineland-Palatinate,Saarland","general elemantary","156","0.733582048717965","0.675945235379719","0.791218862056211","5"
"Never","2003","Rhineland-Palatinate,Saarland","middle vocational","432","0.61292883239172","0.576479760857068","0.649377903926373","5"
"Never","2003","Rhineland-Palatinate,Saarland","vocational + Abi","32","0.544041690502768","0.413595099022558","0.674488281982978","5"
"Never","2003","Rhineland-Palatinate,Saarland","higher vocational","63","0.518743004140704","0.424071155750489","0.613414852530919","5"
"Never","2003","Rhineland-Palatinate,Saarland","higher education","102","0.501541913993805","0.429492547580253","0.573591280407357","5"
"Never","2003","Baden-Württemberg","in school","38","0.457861040258235","0.345849324602577","0.569872755913893","5"
"Never","2003","Baden-Württemberg","inadequately","36","0.835787057836443","0.727545671449739","0.944028444223147","5"
"Never","2003","Baden-Württemberg","general elemantary","313","0.715166623991226","0.673741413151044","0.756591834831409","5"
"Never","2003","Baden-Württemberg","middle vocational","758","0.621564230340867","0.594699343039777","0.648429117641958","5"
"Never","2003","Baden-Württemberg","vocational + Abi","73","0.471354582864986","0.389538972422796","0.553170193307176","5"
"Never","2003","Baden-Württemberg","higher vocational","100","0.512370102907526","0.444604079633336","0.580136126181715","5"
"Never","2003","Baden-Württemberg","higher education","250","0.550185709458684","0.505210785331544","0.595160633585824","5"
"Never","2003","Bavaria","in school","40","0.574451625712522","0.45606247939476","0.692840772030284","5"
"Never","2003","Bavaria","inadequately","23","","","","5"
"Never","2003","Bavaria","general elemantary","232","0.611477531379559","0.563288284681504","0.659666778077614","5"
"Never","2003","Bavaria","middle vocational","864","0.537246795993501","0.513115102458786","0.561378489528216","5"
"Never","2003","Bavaria","vocational + Abi","74","0.463864768101329","0.382972962245625","0.544756573957033","5"
"Never","2003","Bavaria","higher vocational","103","0.485718463895749","0.423389144156273","0.548047783635226","5"
"Never","2003","Bavaria","higher education","245","0.413520818179922","0.373648244196893","0.453393392162951","5"
"Never","2003","Berlin","in school","18","","","","5"
"Never","2003","Berlin","inadequately","5","","","","5"
"Never","2003","Berlin","general elemantary","48","0.702152450880482","0.598654873831445","0.805650027929519","5"
"Never","2003","Berlin","middle vocational","228","0.687796228808168","0.638969344870942","0.736623112745393","5"
"Never","2003","Berlin","vocational + Abi","18","","","","5"
"Never","2003","Berlin","higher vocational","49","0.785543610004054","0.684191577607897","0.886895642400211","5"
"Never","2003","Berlin","higher education","160","0.648157908454411","0.588603498870284","0.707712318038538","5"
"Never","2003","Brandenburg","in school","12","","","","5"
"Never","2003","Brandenburg","inadequately","1","","","","5"
"Never","2003","Brandenburg","general elemantary","58","0.726790362286822","0.625941722062948","0.827639002510696","5"
"Never","2003","Brandenburg","middle vocational","282","0.619436368352847","0.575018906329496","0.663853830376198","5"
"Never","2003","Brandenburg","vocational + Abi","19","","","","5"
"Never","2003","Brandenburg","higher vocational","44","0.574630146540944","0.466292186298885","0.682968106783003","5"
"Never","2003","Brandenburg","higher education","134","0.51901585533681","0.458166791388913","0.579864919284708","5"
"Never","2003","Mecklenburg-Western Pomerania","in school","2","","","","5"
"Never","2003","Mecklenburg-Western Pomerania","inadequately","4","","","","5"
"Never","2003","Mecklenburg-Western Pomerania","general elemantary","34","0.822407136718785","0.710747033754458","0.934067239683111","5"
"Never","2003","Mecklenburg-Western Pomerania","middle vocational","187","0.682073972084362","0.626935898294101","0.737212045874624","5"
"Never","2003","Mecklenburg-Western Pomerania","vocational + Abi","4","","","","5"
"Never","2003","Mecklenburg-Western Pomerania","higher vocational","22","","","","5"
"Never","2003","Mecklenburg-Western Pomerania","higher education","72","0.629150380015157","0.548559722584748","0.709741037445565","5"
"Never","2003","Saxony","in school","27","","","","5"
"Never","2003","Saxony","inadequately","2","","","","5"
"Never","2003","Saxony","general elemantary","77","0.631255412733812","0.544933142698463","0.717577682769161","5"
"Never","2003","Saxony","middle vocational","570","0.642726771338266","0.611084068765315","0.674369473911217","5"
"Never","2003","Saxony","vocational + Abi","30","0.762926070356794","0.638667898098049","0.887184242615539","5"
"Never","2003","Saxony","higher vocational","76","0.584769727457554","0.50164731257613","0.667892142338978","5"
"Never","2003","Saxony","higher education","218","0.620764890546488","0.571657110857257","0.669872670235718","5"
"Never","2003","Saxony-Anhalt","in school","18","","","","5"
"Never","2003","Saxony-Anhalt","inadequately","3","","","","5"
"Never","2003","Saxony-Anhalt","general elemantary","39","0.525634908713423","0.413371104258082","0.637898713168764","5"
"Never","2003","Saxony-Anhalt","middle vocational","264","0.620566579231715","0.576271079021706","0.664862079441724","5"
"Never","2003","Saxony-Anhalt","vocational + Abi","16","","","","5"
"Never","2003","Saxony-Anhalt","higher vocational","53","0.596729142382775","0.498084538825001","0.695373745940549","5"
"Never","2003","Saxony-Anhalt","higher education","103","0.530051692153803","0.464545882752258","0.595557501555349","5"
"Never","2003","Thuringia","in school","17","","","","5"
"Never","2003","Thuringia","inadequately","1","","","","5"
"Never","2003","Thuringia","general elemantary","38","0.532914654351453","0.415194588046046","0.650634720656859","5"
"Never","2003","Thuringia","middle vocational","359","0.631285213703582","0.5918167492258","0.670753678181364","5"
"Never","2003","Thuringia","vocational + Abi","15","","","","5"
"Never","2003","Thuringia","higher vocational","42","0.511949505666734","0.399569968955166","0.624329042378303","5"
"Never","2003","Thuringia","higher education","91","0.571379249886915","0.498266926479139","0.644491573294691","5"
"Often","2003","Schleswig-Holstein","general elemantary","6","","","","2"
"Often","2003","Schleswig-Holstein","inadequately","","","","","2"
"Often","2003","Hesse","inadequately","1","","","","2"
"Often","2003","Hesse","general elemantary","10","","","","2"
"Often","2003","Hesse","in school","3","","","","2"
"Often","2003","Hesse","vocational + Abi","10","","","","2"
"Often","2003","Hesse","higher vocational","10","","","","2"
"Often","2003","Schleswig-Holstein","in school","1","","","","2"
"Often","2003","Hesse","middle vocational","53","0.0606905034492962","0.0429396018976925","0.0784414050008999","2"
"Often","2003","Mecklenburg-Western Pomerania","in school","1","","","","2"
"Often","2003","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Often","2003","Mecklenburg-Western Pomerania","general elemantary","1","","","","2"
"Often","2003","Hesse","higher education","37","0.0941798109411578","0.0623270754607291","0.126032546421587","2"
"Often","2003","Mecklenburg-Western Pomerania","middle vocational","13","","","","2"
"Often","2003","Schleswig-Holstein","middle vocational","17","","","","2"
"Often","2003","Schleswig-Holstein","vocational + Abi","2","","","","2"
"Often","2003","North Rhine-Westphalia","higher education","83","0.0852054007617786","0.0663701144844436","0.104040687039114","2"
"Often","2003","Hamburg","inadequately","","","","","2"
"Often","2003","Hamburg","general elemantary","3","","","","2"
"Often","2003","Hamburg","middle vocational","8","","","","2"
"Often","2003","Rhineland-Palatinate,Saarland","in school","4","","","","2"
"Often","2003","Rhineland-Palatinate,Saarland","inadequately","5","","","","2"
"Often","2003","Schleswig-Holstein","higher vocational","7","","","","2"
"Often","2003","Schleswig-Holstein","higher education","17","","","","2"
"Often","2003","Hamburg","in school","","","","","2"
"Often","2003","Hamburg","vocational + Abi","2","","","","2"
"Often","2003","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","2"
"Often","2003","Mecklenburg-Western Pomerania","higher vocational","2","","","","2"
"Often","2003","Rhineland-Palatinate,Saarland","general elemantary","16","","","","2"
"Often","2003","Rhineland-Palatinate,Saarland","middle vocational","63","0.0920872432651668","0.0704497060258957","0.113724780504438","2"
"Often","2003","Rhineland-Palatinate,Saarland","vocational + Abi","3","","","","2"
"Often","2003","Mecklenburg-Western Pomerania","higher education","12","","","","2"
"Often","2003","Saxony","in school","5","","","","2"
"Often","2003","Saxony","inadequately","","","","","2"
"Often","2003","Saxony","general elemantary","7","","","","2"
"Often","2003","Saxony","middle vocational","56","0.0659595942194937","0.0495694808963077","0.0823497075426797","2"
"Often","2003","Saxony","vocational + Abi","7","","","","2"
"Often","2003","Saxony","higher vocational","14","","","","2"
"Often","2003","Lower Saxony","in school","5","","","","2"
"Often","2003","Hamburg","higher vocational","2","","","","2"
"Often","2003","Hamburg","higher education","4","","","","2"
"Often","2003","Lower Saxony","inadequately","","","","","2"
"Often","2003","Lower Saxony","general elemantary","26","","","","2"
"Often","2003","Lower Saxony","middle vocational","78","0.0769794308002706","0.0604001188117832","0.093558742788758","2"
"Often","2003","Lower Saxony","vocational + Abi","21","","","","2"
"Often","2003","Lower Saxony","higher vocational","14","","","","2"
"Often","2003","Lower Saxony","higher education","32","0.0931735646320793","0.0601709460278929","0.126176183236266","2"
"Often","2003","Bremen","in school","1","","","","2"
"Often","2003","Bremen","inadequately","","","","","2"
"Often","2003","Bremen","general elemantary","1","","","","2"
"Often","2003","Bremen","middle vocational","4","","","","2"
"Often","2003","Bremen","vocational + Abi","2","","","","2"
"Often","2003","Bremen","higher vocational","1","","","","2"
"Often","2003","Bremen","higher education","3","","","","2"
"Often","2003","North Rhine-Westphalia","in school","9","","","","2"
"Often","2003","North Rhine-Westphalia","inadequately","5","","","","2"
"Often","2003","North Rhine-Westphalia","general elemantary","34","0.0553406277397248","0.036984349983356","0.0736969054960935","2"
"Often","2003","North Rhine-Westphalia","middle vocational","133","0.0536117987475533","0.0443292628232233","0.0628943346718832","2"
"Often","2003","North Rhine-Westphalia","vocational + Abi","25","","","","2"
"Often","2003","North Rhine-Westphalia","higher vocational","25","","","","2"
"Often","2003","Rhineland-Palatinate,Saarland","higher vocational","9","","","","2"
"Often","2003","Rhineland-Palatinate,Saarland","higher education","19","","","","2"
"Often","2003","Baden-Württemberg","in school","7","","","","2"
"Often","2003","Baden-Württemberg","inadequately","1","","","","2"
"Often","2003","Baden-Württemberg","general elemantary","22","","","","2"
"Often","2003","Baden-Württemberg","middle vocational","124","0.0997222048511491","0.0831251842912129","0.116319225411085","2"
"Often","2003","Baden-Württemberg","vocational + Abi","15","","","","2"
"Often","2003","Baden-Württemberg","higher vocational","24","","","","2"
"Often","2003","Baden-Württemberg","higher education","42","0.0775057419643051","0.0533317742955607","0.101679709633049","2"
"Often","2003","Bavaria","in school","4","","","","2"
"Often","2003","Bavaria","inadequately","1","","","","2"
"Often","2003","Berlin","middle vocational","16","","","","2"
"Often","2003","Berlin","vocational + Abi","2","","","","2"
"Often","2003","Berlin","higher vocational","2","","","","2"
"Often","2003","Berlin","higher education","13","","","","2"
"Often","2003","Brandenburg","in school","2","","","","2"
"Often","2003","Brandenburg","inadequately","","","","","2"
"Often","2003","Brandenburg","general elemantary","3","","","","2"
"Often","2003","Brandenburg","middle vocational","28","","","","2"
"Often","2003","Brandenburg","vocational + Abi","","","","","2"
"Often","2003","Brandenburg","higher vocational","8","","","","2"
"Often","2003","Brandenburg","higher education","17","","","","2"
"Often","2003","Saxony","higher education","25","","","","2"
"Often","2003","Saxony-Anhalt","in school","3","","","","2"
"Often","2003","Saxony-Anhalt","inadequately","","","","","2"
"Often","2003","Saxony-Anhalt","general elemantary","9","","","","2"
"Often","2003","Saxony-Anhalt","middle vocational","56","0.114732670462928","0.0856403476509223","0.143824993274933","2"
"Often","2003","Saxony-Anhalt","vocational + Abi","2","","","","2"
"Often","2003","Saxony-Anhalt","higher vocational","10","","","","2"
"Often","2003","Saxony-Anhalt","higher education","16","","","","2"
"Often","2003","Thuringia","in school","2","","","","2"
"Often","2003","Thuringia","inadequately","","","","","2"
"Often","2003","Thuringia","general elemantary","5","","","","2"
"Often","2003","Thuringia","middle vocational","25","","","","2"
"Often","2003","Thuringia","vocational + Abi","2","","","","2"
"Often","2003","Thuringia","higher vocational","4","","","","2"
"Often","2003","Thuringia","higher education","22","","","","2"
"Often","2003","Bavaria","general elemantary","35","0.0786838767190407","0.0520644298942575","0.105303323543824","2"
"Often","2003","Bavaria","middle vocational","159","0.087511527483224","0.0738351054956941","0.101187949470754","2"
"Often","2003","Bavaria","vocational + Abi","17","","","","2"
"Often","2003","Bavaria","higher vocational","41","0.122966558377664","0.0820120987365095","0.163921018018819","2"
"Often","2003","Bavaria","higher education","71","0.117269464120261","0.0912195780406664","0.143319350199856","2"
"Often","2003","Berlin","in school","4","","","","2"
"Often","2003","Berlin","inadequately","","","","","2"
"Often","2003","Berlin","general elemantary","4","","","","2"
"Rarely","2003","Schleswig-Holstein","middle vocational","59","0.188115166365118","0.147689239445812","0.228541093284425","4"
"Rarely","2003","Schleswig-Holstein","vocational + Abi","9","","","","4"
"Rarely","2003","Schleswig-Holstein","higher vocational","11","","","","4"
"Rarely","2003","Schleswig-Holstein","higher education","15","","","","4"
"Rarely","2003","Hamburg","in school","2","","","","4"
"Rarely","2003","Schleswig-Holstein","inadequately","1","","","","4"
"Rarely","2003","Schleswig-Holstein","general elemantary","18","","","","4"
"Rarely","2003","North Rhine-Westphalia","vocational + Abi","69","0.167169483157362","0.127682146170529","0.206656820144196","4"
"Rarely","2003","North Rhine-Westphalia","higher vocational","62","0.188849354853893","0.147000173766321","0.230698535941464","4"
"Rarely","2003","North Rhine-Westphalia","higher education","148","0.169365680068048","0.144061369541074","0.194669990595023","4"
"Rarely","2003","Hesse","in school","6","","","","4"
"Rarely","2003","Hesse","inadequately","","","","","4"
"Rarely","2003","Schleswig-Holstein","in school","2","","","","4"
"Rarely","2003","Hamburg","inadequately","1","","","","4"
"Rarely","2003","Hamburg","general elemantary","9","","","","4"
"Rarely","2003","Hesse","general elemantary","29","","","","4"
"Rarely","2003","Hamburg","middle vocational","33","0.168905477114403","0.107063180256329","0.230747773972476","4"
"Rarely","2003","Hamburg","vocational + Abi","6","","","","4"
"Rarely","2003","Hamburg","higher vocational","4","","","","4"
"Rarely","2003","Hamburg","higher education","20","","","","4"
"Rarely","2003","Lower Saxony","in school","9","","","","4"
"Rarely","2003","Lower Saxony","inadequately","6","","","","4"
"Rarely","2003","Lower Saxony","general elemantary","40","0.150362148126105","0.107728509876578","0.192995786375632","4"
"Rarely","2003","Lower Saxony","middle vocational","204","0.193107514489068","0.168555852902776","0.217659176075361","4"
"Rarely","2003","Lower Saxony","vocational + Abi","23","","","","4"
"Rarely","2003","Lower Saxony","higher vocational","25","","","","4"
"Rarely","2003","Lower Saxony","higher education","63","0.222255384668484","0.175050753214299","0.269460016122668","4"
"Rarely","2003","Bremen","in school","","","","","4"
"Rarely","2003","Bremen","inadequately","","","","","4"
"Rarely","2003","Bremen","general elemantary","1","","","","4"
"Rarely","2003","Bremen","middle vocational","9","","","","4"
"Rarely","2003","Bremen","vocational + Abi","4","","","","4"
"Rarely","2003","Bremen","higher vocational","1","","","","4"
"Rarely","2003","Bremen","higher education","2","","","","4"
"Rarely","2003","North Rhine-Westphalia","in school","35","0.262217486104428","0.188833119267516","0.33560185294134","4"
"Rarely","2003","North Rhine-Westphalia","inadequately","15","","","","4"
"Rarely","2003","North Rhine-Westphalia","general elemantary","76","0.119433338317595","0.0933976618319761","0.145469014803215","4"
"Rarely","2003","North Rhine-Westphalia","middle vocational","336","0.148477213805586","0.133824103046208","0.163130324564964","4"
"Rarely","2003","Berlin","middle vocational","60","0.158058682016891","0.11962073965759","0.196496624376191","4"
"Rarely","2003","Berlin","vocational + Abi","9","","","","4"
"Rarely","2003","Berlin","higher vocational","8","","","","4"
"Rarely","2003","Berlin","higher education","50","0.182298771656368","0.134149601043817","0.230447942268919","4"
"Rarely","2003","Brandenburg","in school","8","","","","4"
"Rarely","2003","Brandenburg","inadequately","","","","","4"
"Rarely","2003","Brandenburg","general elemantary","8","","","","4"
"Rarely","2003","Brandenburg","middle vocational","93","0.188357173375787","0.152587472545148","0.224126874206426","4"
"Rarely","2003","Brandenburg","vocational + Abi","7","","","","4"
"Rarely","2003","Brandenburg","higher vocational","15","","","","4"
"Rarely","2003","Brandenburg","higher education","66","0.237820795310037","0.185970447950311","0.289671142669764","4"
"Rarely","2003","Mecklenburg-Western Pomerania","in school","7","","","","4"
"Rarely","2003","Mecklenburg-Western Pomerania","inadequately","","","","","4"
"Rarely","2003","Mecklenburg-Western Pomerania","general elemantary","6","","","","4"
"Rarely","2003","Mecklenburg-Western Pomerania","middle vocational","38","0.151255148347717","0.108830674094193","0.193679622601241","4"
"Rarely","2003","Hesse","middle vocational","118","0.158740006872292","0.13157161053443","0.185908403210155","4"
"Rarely","2003","Hesse","vocational + Abi","15","","","","4"
"Rarely","2003","Hesse","higher vocational","16","","","","4"
"Rarely","2003","Hesse","higher education","54","0.180182923493903","0.138268632465129","0.222097214522676","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","in school","6","","","","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","inadequately","2","","","","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","general elemantary","26","","","","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","middle vocational","105","0.16767393174229","0.139718541725846","0.195629321758733","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","vocational + Abi","10","","","","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","higher vocational","14","","","","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","higher education","32","0.185862792546381","0.129808708877616","0.241916876215145","4"
"Rarely","2003","Baden-Württemberg","in school","23","","","","4"
"Rarely","2003","Baden-Württemberg","inadequately","4","","","","4"
"Rarely","2003","Baden-Württemberg","general elemantary","69","0.136807025354127","0.105266144475842","0.168347906232412","4"
"Rarely","2003","Baden-Württemberg","middle vocational","202","0.143699143322178","0.12426854359424","0.163129743050117","4"
"Rarely","2003","Baden-Württemberg","vocational + Abi","24","","","","4"
"Rarely","2003","Baden-Württemberg","higher vocational","47","0.170636106314384","0.11963460312208","0.221637609506688","4"
"Rarely","2003","Baden-Württemberg","higher education","98","0.199659548401137","0.163520094285363","0.235799002516911","4"
"Rarely","2003","Bavaria","in school","9","","","","4"
"Rarely","2003","Bavaria","inadequately","1","","","","4"
"Rarely","2003","Bavaria","general elemantary","52","0.129539478596019","0.0963402931942486","0.16273866399779","4"
"Rarely","2003","Bavaria","middle vocational","328","0.20364410262124","0.184153929975382","0.223134275267098","4"
"Rarely","2003","Bavaria","vocational + Abi","25","","","","4"
"Rarely","2003","Bavaria","higher vocational","55","0.21423422665476","0.16306715102114","0.26540130228838","4"
"Rarely","2003","Bavaria","higher education","139","0.235592382429102","0.201233232687343","0.26995153217086","4"
"Rarely","2003","Berlin","in school","7","","","","4"
"Rarely","2003","Berlin","inadequately","1","","","","4"
"Rarely","2003","Berlin","general elemantary","14","","","","4"
"Rarely","2003","Saxony-Anhalt","general elemantary","18","","","","4"
"Rarely","2003","Saxony-Anhalt","middle vocational","79","0.148854286704675","0.116362001292835","0.181346572116516","4"
"Rarely","2003","Saxony-Anhalt","vocational + Abi","10","","","","4"
"Rarely","2003","Saxony-Anhalt","higher vocational","16","","","","4"
"Rarely","2003","Saxony-Anhalt","higher education","52","0.191671135591947","0.140009510782099","0.243332760401795","4"
"Rarely","2003","Thuringia","in school","5","","","","4"
"Rarely","2003","Thuringia","inadequately","1","","","","4"
"Rarely","2003","Thuringia","general elemantary","17","","","","4"
"Rarely","2003","Thuringia","middle vocational","114","0.183644957385706","0.15196962443744","0.215320290333972","4"
"Rarely","2003","Thuringia","vocational + Abi","4","","","","4"
"Rarely","2003","Thuringia","higher vocational","12","","","","4"
"Rarely","2003","Thuringia","higher education","36","0.203645042098413","0.144149829347596","0.26314025484923","4"
"Rarely","2003","Mecklenburg-Western Pomerania","vocational + Abi","","","","","4"
"Rarely","2003","Mecklenburg-Western Pomerania","higher vocational","10","","","","4"
"Rarely","2003","Mecklenburg-Western Pomerania","higher education","29","","","","4"
"Rarely","2003","Saxony","in school","5","","","","4"
"Rarely","2003","Saxony","inadequately","","","","","4"
"Rarely","2003","Saxony","general elemantary","17","","","","4"
"Rarely","2003","Saxony","middle vocational","133","0.159444970234809","0.1352709643035","0.183618976166118","4"
"Rarely","2003","Saxony","vocational + Abi","3","","","","4"
"Rarely","2003","Saxony","higher vocational","30","0.196245720804445","0.12925063408135","0.26324080752754","4"
"Rarely","2003","Saxony","higher education","77","0.210421415019544","0.169166556130159","0.251676273908928","4"
"Rarely","2003","Saxony-Anhalt","in school","4","","","","4"
"Rarely","2003","Saxony-Anhalt","inadequately","","","","","4"
"Sometimes","2003","Schleswig-Holstein","vocational + Abi","4","","","","3"
"Sometimes","2003","Schleswig-Holstein","middle vocational","28","","","","3"
"Sometimes","2003","Schleswig-Holstein","higher vocational","2","","","","3"
"Sometimes","2003","Schleswig-Holstein","higher education","9","","","","3"
"Sometimes","2003","Hamburg","in school","1","","","","3"
"Sometimes","2003","Hamburg","inadequately","","","","","3"
"Sometimes","2003","Schleswig-Holstein","in school","","","","","3"
"Sometimes","2003","Schleswig-Holstein","inadequately","","","","","3"
"Sometimes","2003","Schleswig-Holstein","general elemantary","7","","","","3"
"Sometimes","2003","Hamburg","general elemantary","4","","","","3"
"Sometimes","2003","Hamburg","middle vocational","12","","","","3"
"Sometimes","2003","Hamburg","vocational + Abi","","","","","3"
"Sometimes","2003","Hamburg","higher vocational","2","","","","3"
"Sometimes","2003","Hamburg","higher education","7","","","","3"
"Sometimes","2003","Lower Saxony","in school","10","","","","3"
"Sometimes","2003","Lower Saxony","inadequately","2","","","","3"
"Sometimes","2003","Lower Saxony","general elemantary","25","","","","3"
"Sometimes","2003","Lower Saxony","middle vocational","144","0.153468376302502","0.131049981700559","0.175886770904444","3"
"Sometimes","2003","Lower Saxony","higher vocational","18","","","","3"
"Sometimes","2003","Lower Saxony","higher education","41","0.0856233902345133","0.0538547429545813","0.117392037514445","3"
"Sometimes","2003","Bremen","in school","","","","","3"
"Sometimes","2003","Bremen","inadequately","","","","","3"
"Sometimes","2003","Bremen","general elemantary","1","","","","3"
"Sometimes","2003","Lower Saxony","vocational + Abi","14","","","","3"
"Sometimes","2003","North Rhine-Westphalia","higher education","94","0.142468681076727","0.118887716559573","0.166049645593882","3"
"Sometimes","2003","Hesse","in school","4","","","","3"
"Sometimes","2003","Hesse","inadequately","1","","","","3"
"Sometimes","2003","Hesse","general elemantary","21","","","","3"
"Sometimes","2003","Hesse","middle vocational","52","0.0661637051467576","0.0476837474719479","0.0846436628215674","3"
"Sometimes","2003","Hesse","vocational + Abi","15","","","","3"
"Sometimes","2003","Hesse","higher vocational","14","","","","3"
"Sometimes","2003","Hesse","higher education","47","0.133877722446142","0.0967421098769825","0.171013335015301","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","in school","5","","","","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","inadequately","1","","","","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","general elemantary","15","","","","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","middle vocational","53","0.0855139402064637","0.0645876117888996","0.106440268624028","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","vocational + Abi","5","","","","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","higher vocational","10","","","","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","higher education","18","","","","3"
"Sometimes","2003","Baden-Württemberg","in school","5","","","","3"
"Sometimes","2003","Baden-Württemberg","inadequately","3","","","","3"
"Sometimes","2003","Baden-Württemberg","general elemantary","39","0.0700623516467997","0.0466343664976182","0.0934903367959812","3"
"Sometimes","2003","Baden-Württemberg","middle vocational","117","0.094795635607663","0.0785695629020829","0.111021708313243","3"
"Sometimes","2003","Baden-Württemberg","vocational + Abi","21","","","","3"
"Sometimes","2003","Baden-Württemberg","higher vocational","27","","","","3"
"Sometimes","2003","Baden-Württemberg","higher education","52","0.126406312170038","0.0963636588420056","0.15644896549807","3"
"Sometimes","2003","Bavaria","in school","10","","","","3"
"Sometimes","2003","Berlin","middle vocational","34","0.0908353254684771","0.0605551277650176","0.121115523171936","3"
"Sometimes","2003","Berlin","vocational + Abi","6","","","","3"
"Sometimes","2003","Berlin","higher vocational","2","","","","3"
"Sometimes","2003","Berlin","higher education","20","","","","3"
"Sometimes","2003","Brandenburg","in school","4","","","","3"
"Sometimes","2003","Brandenburg","higher vocational","11","","","","3"
"Sometimes","2003","Brandenburg","higher education","34","0.14086059228158","0.0984938779839388","0.18322730657922","3"
"Sometimes","2003","Mecklenburg-Western Pomerania","in school","2","","","","3"
"Sometimes","2003","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Sometimes","2003","Mecklenburg-Western Pomerania","general elemantary","4","","","","3"
