"pld0045","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very often","2004","college entrance qualification","indirect migration background","","","",""
"Very often","2004","Other degree","no migration background","","","",""
"Very often","2004","Other degree","direct migration background","","","",""
"Very often","2004","Other degree","indirect migration background","","","",""
"Very often","2004","no degree/no degree yet","no migration background","","","",""
"Very often","2004","no degree/no degree yet","direct migration background","","","",""
"Very often","2004","no degree/no degree yet","indirect migration background","","","",""
"Often","2004","lower secondary degree","no migration background","","","",""
"Often","2004","lower secondary degree","direct migration background","","","",""
"Often","2004","lower secondary degree","indirect migration background","","","",""
"Often","2004","secondary school degree","no migration background","","","",""
"Often","2004","secondary school degree","direct migration background","","","",""
"Often","2004","secondary school degree","indirect migration background","","","",""
"Often","2004","college entrance qualification","no migration background","","","",""
"Often","2004","college entrance qualification","direct migration background","","","",""
"Often","2004","college entrance qualification","indirect migration background","","","",""
"Often","2004","Other degree","no migration background","","","",""
"Often","2004","Other degree","direct migration background","","","",""
"Often","2004","Other degree","indirect migration background","","","",""
"Often","2004","no degree/no degree yet","no migration background","","","",""
"Often","2004","no degree/no degree yet","direct migration background","","","",""
"Often","2004","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2004","lower secondary degree","no migration background","","","",""
"Sometimes","2004","lower secondary degree","direct migration background","","","",""
"Sometimes","2004","lower secondary degree","indirect migration background","","","",""
"Sometimes","2004","secondary school degree","no migration background","","","",""
"Sometimes","2004","secondary school degree","direct migration background","","","",""
"Sometimes","2004","secondary school degree","indirect migration background","","","",""
"Sometimes","2004","college entrance qualification","no migration background","","","",""
"Sometimes","2004","college entrance qualification","direct migration background","","","",""
"Sometimes","2004","college entrance qualification","indirect migration background","","","",""
"Sometimes","2004","Other degree","no migration background","","","",""
"Sometimes","2004","Other degree","direct migration background","","","",""
"Sometimes","2004","Other degree","indirect migration background","","","",""
"Sometimes","2004","no degree/no degree yet","no migration background","","","",""
"Sometimes","2004","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2004","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2004","lower secondary degree","no migration background","","","",""
"Rarely","2004","lower secondary degree","direct migration background","","","",""
"Rarely","2004","lower secondary degree","indirect migration background","","","",""
"Rarely","2004","secondary school degree","no migration background","","","",""
"Rarely","2004","secondary school degree","direct migration background","","","",""
"Rarely","2004","secondary school degree","indirect migration background","","","",""
"Rarely","2004","college entrance qualification","no migration background","","","",""
"Rarely","2004","college entrance qualification","direct migration background","","","",""
"Rarely","2004","college entrance qualification","indirect migration background","","","",""
"Rarely","2004","Other degree","no migration background","","","",""
"Rarely","2004","Other degree","direct migration background","","","",""
"Rarely","2004","Other degree","indirect migration background","","","",""
"Rarely","2004","no degree/no degree yet","no migration background","","","",""
"Rarely","2004","no degree/no degree yet","direct migration background","","","",""
"Rarely","2004","no degree/no degree yet","indirect migration background","","","",""
"Never","2004","lower secondary degree","no migration background","","","",""
"Never","2004","lower secondary degree","direct migration background","","","",""
"Never","2004","lower secondary degree","indirect migration background","","","",""
"Never","2004","secondary school degree","no migration background","","","",""
"Never","2004","secondary school degree","direct migration background","","","",""
"Never","2004","secondary school degree","indirect migration background","","","",""
"Never","2004","college entrance qualification","no migration background","","","",""
"Never","2004","college entrance qualification","direct migration background","","","",""
"Never","2004","college entrance qualification","indirect migration background","","","",""
"Never","2004","Other degree","no migration background","","","",""
"Never","2004","Other degree","direct migration background","","","",""
"Never","2004","Other degree","indirect migration background","","","",""
"Never","2004","no degree/no degree yet","no migration background","","","",""
"Never","2004","no degree/no degree yet","direct migration background","","","",""
"Never","2004","no degree/no degree yet","indirect migration background","","","",""
"Very often","2005","lower secondary degree","no migration background","","","",""
"Very often","2005","lower secondary degree","direct migration background","","","",""
"Very often","2005","lower secondary degree","indirect migration background","","","",""
"Very often","2005","secondary school degree","no migration background","","","",""
"Very often","2005","secondary school degree","direct migration background","","","",""
"Very often","2005","secondary school degree","indirect migration background","","","",""
"Very often","2005","college entrance qualification","no migration background","","","",""
"Very often","2005","college entrance qualification","direct migration background","","","",""
"Very often","2005","college entrance qualification","indirect migration background","","","",""
"Very often","2005","Other degree","no migration background","","","",""
"Very often","2005","Other degree","direct migration background","","","",""
"Very often","2005","Other degree","indirect migration background","","","",""
"Very often","2005","no degree/no degree yet","no migration background","","","",""
"Very often","2005","no degree/no degree yet","direct migration background","","","",""
"Very often","2005","no degree/no degree yet","indirect migration background","","","",""
"Often","2005","lower secondary degree","no migration background","","","",""
"Often","2005","lower secondary degree","direct migration background","","","",""
"Often","2005","lower secondary degree","indirect migration background","","","",""
"Often","2005","secondary school degree","no migration background","","","",""
"Often","2005","secondary school degree","direct migration background","","","",""
"Often","2005","secondary school degree","indirect migration background","","","",""
"Often","2005","college entrance qualification","no migration background","","","",""
"Often","2005","college entrance qualification","direct migration background","","","",""
"Often","2005","college entrance qualification","indirect migration background","","","",""
"Often","2005","Other degree","no migration background","","","",""
"Often","2005","Other degree","direct migration background","","","",""
"Often","2005","Other degree","indirect migration background","","","",""
"Often","2005","no degree/no degree yet","no migration background","","","",""
"Often","2005","no degree/no degree yet","direct migration background","","","",""
"Often","2005","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2005","lower secondary degree","no migration background","","","",""
"Sometimes","2005","lower secondary degree","direct migration background","","","",""
"Sometimes","2005","lower secondary degree","indirect migration background","","","",""
"Sometimes","2005","secondary school degree","no migration background","","","",""
"Sometimes","2005","secondary school degree","direct migration background","","","",""
"Sometimes","2005","secondary school degree","indirect migration background","","","",""
"Sometimes","2005","college entrance qualification","no migration background","","","",""
"Sometimes","2005","college entrance qualification","direct migration background","","","",""
"Sometimes","2005","college entrance qualification","indirect migration background","","","",""
"Sometimes","2005","Other degree","no migration background","","","",""
"Sometimes","2005","Other degree","direct migration background","","","",""
"Sometimes","2005","Other degree","indirect migration background","","","",""
"Sometimes","2005","no degree/no degree yet","no migration background","","","",""
"Sometimes","2005","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2005","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2005","lower secondary degree","no migration background","","","",""
"Rarely","2005","lower secondary degree","direct migration background","","","",""
"Rarely","2005","lower secondary degree","indirect migration background","","","",""
"Rarely","2005","secondary school degree","no migration background","","","",""
"Rarely","2005","secondary school degree","direct migration background","","","",""
"Rarely","2005","secondary school degree","indirect migration background","","","",""
"Rarely","2005","college entrance qualification","no migration background","","","",""
"Rarely","2005","college entrance qualification","direct migration background","","","",""
"Rarely","2005","college entrance qualification","indirect migration background","","","",""
"Rarely","2005","Other degree","no migration background","","","",""
"Rarely","2005","Other degree","direct migration background","","","",""
"Rarely","2005","Other degree","indirect migration background","","","",""
"Rarely","2005","no degree/no degree yet","no migration background","","","",""
"Rarely","2005","no degree/no degree yet","direct migration background","","","",""
"Rarely","2005","no degree/no degree yet","indirect migration background","","","",""
"Never","2005","lower secondary degree","no migration background","","","",""
"Never","2005","lower secondary degree","direct migration background","","","",""
"Never","2005","lower secondary degree","indirect migration background","","","",""
"Never","2005","secondary school degree","no migration background","","","",""
"Never","2005","secondary school degree","direct migration background","","","",""
"Never","2005","secondary school degree","indirect migration background","","","",""
"Never","2005","college entrance qualification","no migration background","","","",""
"Never","2005","college entrance qualification","direct migration background","","","",""
"Never","2005","college entrance qualification","indirect migration background","","","",""
"Never","2005","Other degree","no migration background","","","",""
"Never","2005","Other degree","direct migration background","","","",""
"Never","2005","Other degree","indirect migration background","","","",""
"Never","2005","no degree/no degree yet","no migration background","","","",""
"Never","2005","no degree/no degree yet","direct migration background","","","",""
"Never","2005","no degree/no degree yet","indirect migration background","","","",""
"Very often","2006","lower secondary degree","no migration background","","","",""
"Very often","2006","lower secondary degree","direct migration background","","","",""
"Very often","2006","lower secondary degree","indirect migration background","","","",""
"Very often","2006","secondary school degree","no migration background","","","",""
"Very often","2006","secondary school degree","direct migration background","","","",""
"Very often","2006","secondary school degree","indirect migration background","","","",""
"Very often","2006","college entrance qualification","no migration background","","","",""
"Very often","2006","college entrance qualification","direct migration background","","","",""
"Very often","2006","college entrance qualification","indirect migration background","","","",""
"Very often","2006","Other degree","no migration background","","","",""
"Very often","2006","Other degree","direct migration background","","","",""
"Very often","2006","Other degree","indirect migration background","","","",""
"Very often","2006","no degree/no degree yet","no migration background","","","",""
"Very often","2006","no degree/no degree yet","direct migration background","","","",""
"Very often","2006","no degree/no degree yet","indirect migration background","","","",""
"Often","2006","lower secondary degree","no migration background","","","",""
"Often","2006","lower secondary degree","direct migration background","","","",""
"Often","2006","lower secondary degree","indirect migration background","","","",""
"Often","2006","secondary school degree","no migration background","","","",""
"Often","2006","secondary school degree","direct migration background","","","",""
"Often","2006","secondary school degree","indirect migration background","","","",""
"Often","2006","college entrance qualification","no migration background","","","",""
"Often","2006","college entrance qualification","direct migration background","","","",""
"Often","2006","college entrance qualification","indirect migration background","","","",""
"Often","2006","Other degree","no migration background","","","",""
"Often","2006","Other degree","direct migration background","","","",""
"Often","2006","Other degree","indirect migration background","","","",""
"Often","2006","no degree/no degree yet","no migration background","","","",""
"Often","2006","no degree/no degree yet","direct migration background","","","",""
"Often","2006","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2006","lower secondary degree","no migration background","","","",""
"Sometimes","2006","lower secondary degree","direct migration background","","","",""
"Sometimes","2006","lower secondary degree","indirect migration background","","","",""
"Sometimes","2006","secondary school degree","no migration background","","","",""
"Sometimes","2006","secondary school degree","direct migration background","","","",""
"Sometimes","2006","secondary school degree","indirect migration background","","","",""
"Sometimes","2006","college entrance qualification","no migration background","","","",""
"Sometimes","2006","college entrance qualification","direct migration background","","","",""
"Sometimes","2006","college entrance qualification","indirect migration background","","","",""
"Sometimes","2006","Other degree","no migration background","","","",""
"Sometimes","2006","Other degree","direct migration background","","","",""
"Sometimes","2006","Other degree","indirect migration background","","","",""
"Sometimes","2006","no degree/no degree yet","no migration background","","","",""
"Sometimes","2006","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2006","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2006","lower secondary degree","no migration background","","","",""
"Rarely","2006","lower secondary degree","direct migration background","","","",""
"Rarely","2006","lower secondary degree","indirect migration background","","","",""
"Rarely","2006","secondary school degree","no migration background","","","",""
"Rarely","2006","secondary school degree","direct migration background","","","",""
"Rarely","2006","secondary school degree","indirect migration background","","","",""
"Rarely","2006","college entrance qualification","no migration background","","","",""
"Rarely","2006","college entrance qualification","direct migration background","","","",""
"Rarely","2006","college entrance qualification","indirect migration background","","","",""
"Rarely","2006","Other degree","no migration background","","","",""
"Rarely","2006","Other degree","direct migration background","","","",""
"Rarely","2006","Other degree","indirect migration background","","","",""
"Rarely","2006","no degree/no degree yet","no migration background","","","",""
"Rarely","2006","no degree/no degree yet","direct migration background","","","",""
"Rarely","2006","no degree/no degree yet","indirect migration background","","","",""
"Never","2006","lower secondary degree","no migration background","","","",""
"Never","2006","lower secondary degree","direct migration background","","","",""
"Never","2006","lower secondary degree","indirect migration background","","","",""
"Never","2006","secondary school degree","no migration background","","","",""
"Never","2006","secondary school degree","direct migration background","","","",""
"Never","2006","secondary school degree","indirect migration background","","","",""
"Never","2006","college entrance qualification","no migration background","","","",""
"Never","2006","college entrance qualification","direct migration background","","","",""
"Never","2006","college entrance qualification","indirect migration background","","","",""
"Never","2006","Other degree","no migration background","","","",""
"Never","2006","Other degree","direct migration background","","","",""
"Never","2006","Other degree","indirect migration background","","","",""
"Never","2006","no degree/no degree yet","no migration background","","","",""
"Never","2006","no degree/no degree yet","direct migration background","","","",""
"Never","2006","no degree/no degree yet","indirect migration background","","","",""
"Very often","2007","lower secondary degree","no migration background","","","",""
"Very often","2007","lower secondary degree","direct migration background","","","",""
"Very often","2007","lower secondary degree","indirect migration background","","","",""
"Very often","2007","secondary school degree","no migration background","","","",""
"Very often","2007","secondary school degree","direct migration background","","","",""
"Very often","2007","secondary school degree","indirect migration background","","","",""
"Very often","2007","college entrance qualification","no migration background","","","",""
"Very often","2007","college entrance qualification","direct migration background","","","",""
"Very often","2007","college entrance qualification","indirect migration background","","","",""
"Very often","2007","Other degree","no migration background","","","",""
"Very often","2007","Other degree","direct migration background","","","",""
"Very often","2007","Other degree","indirect migration background","","","",""
"Very often","2007","no degree/no degree yet","no migration background","","","",""
"Very often","2007","no degree/no degree yet","direct migration background","","","",""
"Very often","2007","no degree/no degree yet","indirect migration background","","","",""
"Often","2007","lower secondary degree","no migration background","","","",""
"Often","2007","lower secondary degree","direct migration background","","","",""
"Often","2007","lower secondary degree","indirect migration background","","","",""
"Often","2007","secondary school degree","no migration background","","","",""
"Often","2007","secondary school degree","direct migration background","","","",""
"Often","2007","secondary school degree","indirect migration background","","","",""
"Often","2007","college entrance qualification","no migration background","","","",""
"Often","2007","college entrance qualification","direct migration background","","","",""
"Often","2007","college entrance qualification","indirect migration background","","","",""
"Often","2007","Other degree","no migration background","","","",""
"Often","2007","Other degree","direct migration background","","","",""
"Often","2007","Other degree","indirect migration background","","","",""
"Often","2007","no degree/no degree yet","no migration background","","","",""
"Often","2007","no degree/no degree yet","direct migration background","","","",""
"Often","2007","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2007","lower secondary degree","no migration background","","","",""
"Sometimes","2007","lower secondary degree","direct migration background","","","",""
"Sometimes","2007","lower secondary degree","indirect migration background","","","",""
"Sometimes","2007","secondary school degree","no migration background","","","",""
"Sometimes","2007","secondary school degree","direct migration background","","","",""
"Sometimes","2007","secondary school degree","indirect migration background","","","",""
"Sometimes","2007","college entrance qualification","no migration background","","","",""
"Sometimes","2007","college entrance qualification","direct migration background","","","",""
"Sometimes","2007","college entrance qualification","indirect migration background","","","",""
"Sometimes","2007","Other degree","no migration background","","","",""
"Sometimes","2007","Other degree","direct migration background","","","",""
"Sometimes","2007","Other degree","indirect migration background","","","",""
"Sometimes","2007","no degree/no degree yet","no migration background","","","",""
"Sometimes","2007","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2007","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2007","lower secondary degree","no migration background","","","",""
"Rarely","2007","lower secondary degree","direct migration background","","","",""
"Rarely","2007","lower secondary degree","indirect migration background","","","",""
"Rarely","2007","secondary school degree","no migration background","","","",""
"Rarely","2007","secondary school degree","direct migration background","","","",""
"Rarely","2007","secondary school degree","indirect migration background","","","",""
"Rarely","2007","college entrance qualification","no migration background","","","",""
"Rarely","2007","college entrance qualification","direct migration background","","","",""
"Rarely","2007","college entrance qualification","indirect migration background","","","",""
"Rarely","2007","Other degree","no migration background","","","",""
"Rarely","2007","Other degree","direct migration background","","","",""
"Rarely","2007","Other degree","indirect migration background","","","",""
"Rarely","2007","no degree/no degree yet","no migration background","","","",""
"Rarely","2007","no degree/no degree yet","direct migration background","","","",""
"Rarely","2007","no degree/no degree yet","indirect migration background","","","",""
"Never","2007","lower secondary degree","no migration background","","","",""
"Never","2007","lower secondary degree","direct migration background","","","",""
"Never","2007","lower secondary degree","indirect migration background","","","",""
"Never","2007","secondary school degree","no migration background","","","",""
"Never","2007","secondary school degree","direct migration background","","","",""
"Never","2007","secondary school degree","indirect migration background","","","",""
"Never","2007","college entrance qualification","no migration background","","","",""
"Never","2007","college entrance qualification","direct migration background","","","",""
"Never","2007","college entrance qualification","indirect migration background","","","",""
"Never","2007","Other degree","no migration background","","","",""
"Never","2007","Other degree","direct migration background","","","",""
"Never","2007","Other degree","indirect migration background","","","",""
"Never","2007","no degree/no degree yet","no migration background","","","",""
"Never","2007","no degree/no degree yet","direct migration background","","","",""
"Never","2007","no degree/no degree yet","indirect migration background","","","",""
"Very often","2008","lower secondary degree","no migration background","270","0.0485395109620796","0.0429916038350791","0.0540874180890801"
"Very often","2008","lower secondary degree","direct migration background","26","","",""
"Very often","2008","lower secondary degree","indirect migration background","11","","",""
"Very often","2008","secondary school degree","no migration background","283","0.0495149159672647","0.0436974101627902","0.0553324217717392"
"Very often","2008","secondary school degree","direct migration background","11","","",""
"Very often","2008","secondary school degree","indirect migration background","13","","",""
"Very often","2008","college entrance qualification","no migration background","277","0.0538872837360845","0.0474189360390638","0.0603556314331051"
"Very often","2008","college entrance qualification","direct migration background","15","","",""
"Very often","2008","college entrance qualification","indirect migration background","16","","",""
"Very often","2008","Other degree","no migration background","3","","",""
"Very often","2008","Other degree","direct migration background","31","0.0443160073329914","0.0301084950951748","0.0585235195708081"
"Very often","2008","Other degree","indirect migration background","1","","",""
"Very often","2008","no degree/no degree yet","no migration background","19","","",""
"Very often","2008","no degree/no degree yet","direct migration background","3","","",""
"Very often","2008","no degree/no degree yet","indirect migration background","4","","",""
"Often","2008","lower secondary degree","no migration background","451","0.0808876776006896","0.0738486675960107","0.0879266876053686"
"Often","2008","lower secondary degree","direct migration background","26","","",""
"Often","2008","lower secondary degree","indirect migration background","23","","",""
"Often","2008","secondary school degree","no migration background","464","0.0898628901344165","0.0821938722328561","0.0975319080359769"
"Often","2008","secondary school degree","direct migration background","18","","",""
"Often","2008","secondary school degree","indirect migration background","22","","",""
"Often","2008","college entrance qualification","no migration background","524","0.106868533175108","0.0980181639330558","0.11571890241716"
"Often","2008","college entrance qualification","direct migration background","30","0.119173092291307","0.0787681951799118","0.159577989402703"
"Often","2008","college entrance qualification","indirect migration background","16","","",""
"Often","2008","Other degree","no migration background","14","","",""
"Often","2008","Other degree","direct migration background","52","0.0704187418475662","0.0527555827678414","0.088081900927291"
"Often","2008","Other degree","indirect migration background","","","",""
"Often","2008","no degree/no degree yet","no migration background","33","0.0775267971597494","0.0501666858646022","0.104886908454897"
"Often","2008","no degree/no degree yet","direct migration background","9","","",""
"Often","2008","no degree/no degree yet","indirect migration background","6","","",""
"Sometimes","2008","lower secondary degree","no migration background","499","0.0852489130957627","0.0780397973677373","0.0924580288237881"
"Sometimes","2008","lower secondary degree","direct migration background","52","0.0804860431461789","0.0557861778931661","0.105185908399192"
"Sometimes","2008","lower secondary degree","indirect migration background","21","","",""
"Sometimes","2008","secondary school degree","no migration background","588","0.120072456088574","0.111355972787064","0.128788939390084"
"Sometimes","2008","secondary school degree","direct migration background","18","","",""
"Sometimes","2008","secondary school degree","indirect migration background","18","","",""
"Sometimes","2008","college entrance qualification","no migration background","555","0.110285481479282","0.10131195226603","0.119259010692533"
"Sometimes","2008","college entrance qualification","direct migration background","24","","",""
"Sometimes","2008","college entrance qualification","indirect migration background","23","","",""
"Sometimes","2008","Other degree","no migration background","9","","",""
"Sometimes","2008","Other degree","direct migration background","80","0.103377942699961","0.0823595635533275","0.124396321846594"
"Sometimes","2008","Other degree","indirect migration background","2","","",""
"Sometimes","2008","no degree/no degree yet","no migration background","31","0.104599126887873","0.0732887824398894","0.135909471335856"
"Sometimes","2008","no degree/no degree yet","direct migration background","15","","",""
"Sometimes","2008","no degree/no degree yet","indirect migration background","7","","",""
"Rarely","2008","lower secondary degree","no migration background","929","0.15905684759719","0.149615247329316","0.168498447865065"
"Rarely","2008","lower secondary degree","direct migration background","68","0.150528040078512","0.118061324223776","0.182994755933248"
"Rarely","2008","lower secondary degree","indirect migration background","29","","",""
"Rarely","2008","secondary school degree","no migration background","1015","0.187849609399603","0.177375441625194","0.198323777174012"
"Rarely","2008","secondary school degree","direct migration background","45","0.141214162947132","0.0934266342199129","0.189001691674352"
"Rarely","2008","secondary school degree","indirect migration background","25","","",""
"Rarely","2008","college entrance qualification","no migration background","871","0.196680447314","0.185293599062286","0.208067295565715"
"Rarely","2008","college entrance qualification","direct migration background","42","0.187118872302487","0.13848129539319","0.235756449211783"
"Rarely","2008","college entrance qualification","indirect migration background","28","","",""
"Rarely","2008","Other degree","no migration background","16","","",""
"Rarely","2008","Other degree","direct migration background","117","0.142132260207406","0.118025598717176","0.166238921697637"
"Rarely","2008","Other degree","indirect migration background","2","","",""
"Rarely","2008","no degree/no degree yet","no migration background","79","0.255072276276644","0.210475470202759","0.299669082350528"
"Rarely","2008","no degree/no degree yet","direct migration background","17","","",""
"Rarely","2008","no degree/no degree yet","indirect migration background","9","","",""
"Never","2008","lower secondary degree","no migration background","3615","0.626267050744278","0.613777506795855","0.638756594692701"
"Never","2008","lower secondary degree","direct migration background","294","0.638785392131659","0.595172461232293","0.682398323031024"
"Never","2008","lower secondary degree","indirect migration background","143","0.644631509780757","0.582368460498085","0.70689455906343"
"Never","2008","secondary school degree","no migration background","2992","0.552700128410142","0.539366746505731","0.566033510314553"
"Never","2008","secondary school degree","direct migration background","112","0.640463849112038","0.57461448276921","0.706313215454866"
"Never","2008","secondary school degree","indirect migration background","113","0.601200809446","0.531759433146478","0.670642185745522"
"Never","2008","college entrance qualification","no migration background","2454","0.532278254295526","0.517984644785011","0.54657186380604"
"Never","2008","college entrance qualification","direct migration background","136","0.553293943078486","0.491294399414569","0.615293486742403"
"Never","2008","college entrance qualification","indirect migration background","115","0.510562641275447","0.440933895761937","0.580191386788956"
"Never","2008","Other degree","no migration background","77","0.57671217721392","0.487940983785772","0.665483370642067"
"Never","2008","Other degree","direct migration background","526","0.639755047912075","0.606612462606861","0.672897633217289"
"Never","2008","Other degree","indirect migration background","9","","",""
"Never","2008","no degree/no degree yet","no migration background","205","0.512920596667688","0.461783035618994","0.564058157716383"
