"pld0045","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","(1b) general elementary school","Male","65","0.111059598278055","0.0871965814194999","0.134922615136609"
"Sometimes","2003","(1b) general elementary school","Female","108","0.0601315919640023","0.0480240651767106","0.0722391187512941"
"Sometimes","2003","(1c) basic vocational qualification","Male","311","0.0840104000868564","0.0746928586942739","0.0933279414794389"
"Sometimes","2003","(1c) basic vocational qualification","Female","252","0.0892812839470773","0.0788869566047654","0.0996756112893892"
"Sometimes","2003","(2b) intermediate general qualification","Male","40","0.114476097687195","0.0761422240886548","0.152809971285734"
"Sometimes","2003","(2b) intermediate general qualification","Female","33","0.0867854424649861","0.057943971771062","0.11562691315891"
"Sometimes","2003","(2a) intermediate vocational","Male","256","0.11825949811901","0.104772110328508","0.131746885909513"
"Sometimes","2003","(2a) intermediate vocational","Female","310","0.105845550402018","0.0947252377018995","0.116965863102136"
"Sometimes","2003","(2c_gen) general maturity certificate","Male","48","0.129854141262546","0.0974745135181078","0.162233769006984"
"Sometimes","2003","(2c_gen) general maturity certificate","Female","54","0.138563652604344","0.106713234970024","0.170414070238665"
"Sometimes","2003","(2c_voc) vocational maturity certificate","Male","79","0.1243042716566","0.100018907746759","0.148589635566441"
"Sometimes","2003","(2c_voc) vocational maturity certificate","Female","103","0.129771892072703","0.107377106474986","0.152166677670419"
"Sometimes","2003","(3a) lower tertiary education","Male","114","0.142392873169184","0.120041530736549","0.16474421560182"
"Sometimes","2003","(3a) lower tertiary education","Female","98","0.118772059523605","0.0960535081738828","0.141490610873327"
"Sometimes","2003","(3b) higher tertiary education","Male","180","0.108500508869812","0.0928188393856284","0.124182178353996"
"Sometimes","2003","(3b) higher tertiary education","Female","142","0.136092274217766","0.115957075953642","0.156227472481891"
"Rarely","2003","(0) in school","Male","56","0.191468057137252","0.146795921486644","0.23614019278786"
"Rarely","2003","(0) in school","Female","72","0.220981675290433","0.174943006058027","0.267020344522838"
"Rarely","2003","(1a) inadequately completed","Male","17","","",""
"Rarely","2003","(1a) inadequately completed","Female","18","","",""
"Rarely","2003","(1b) general elementary school","Male","98","0.131881688212226","0.106184081158172","0.15757929526628"
"Rarely","2003","(1b) general elementary school","Female","204","0.132526847490506","0.11525851044417","0.149795184536843"
"Rarely","2003","(1c) basic vocational qualification","Male","607","0.179766449124106","0.166868738827342","0.19266415942087"
"Rarely","2003","(1c) basic vocational qualification","Female","413","0.13353233284049","0.121133139157273","0.145931526523707"
"Rarely","2003","(2b) intermediate general qualification","Male","46","0.166655504290056","0.121786413348891","0.211524595231221"
"Rarely","2003","(2b) intermediate general qualification","Female","57","0.16081284333574","0.123177374719607","0.198448311951873"
"Rarely","2003","(2a) intermediate vocational","Male","420","0.187488579338648","0.17118655339631","0.203790605280986"
"Rarely","2003","(2a) intermediate vocational","Female","543","0.173549540522026","0.15985982029586","0.187239260748191"
"Rarely","2003","(2c_gen) general maturity certificate","Male","89","0.236994228169607","0.196032269345468","0.277956186993745"
"Rarely","2003","(2c_gen) general maturity certificate","Female","79","0.201611058989726","0.16462455311443","0.238597564865022"
"Rarely","2003","(2c_voc) vocational maturity certificate","Male","143","0.178430742245799","0.150248087228111","0.206613397263487"
"Rarely","2003","(2c_voc) vocational maturity certificate","Female","151","0.166204110578568","0.141396165460139","0.191012055696997"
"Rarely","2003","(3a) lower tertiary education","Male","200","0.199714322061748","0.174143633516996","0.225285010606501"
"Rarely","2003","(3a) lower tertiary education","Female","143","0.151967889247698","0.126758552104231","0.177177226391165"
"Rarely","2003","(3b) higher tertiary education","Male","319","0.222460958638696","0.201490696304897","0.243431220972494"
"Rarely","2003","(3b) higher tertiary education","Female","219","0.195351776945036","0.172069941954146","0.218633611935926"
"Never","2003","(0) in school","Male","169","0.538456650934976","0.481855979859116","0.595057322010835"
"Never","2003","(0) in school","Female","155","0.504697693214964","0.449219586808337","0.560175799621591"
"Never","2003","(1a) inadequately completed","Male","79","0.702494882864699","0.620009709800595","0.784980055928803"
"Never","2003","(1a) inadequately completed","Female","115","0.66843119653827","0.594317678603841","0.742544714472699"
"Never","2003","(1b) general elementary school","Male","443","0.673263426193834","0.637642733292318","0.708884119095349"
"Never","2003","(1b) general elementary school","Female","1015","0.71182910115255","0.688762506078371","0.73489569622673"
"Never","2003","(1c) basic vocational qualification","Male","2103","0.625350733282551","0.609092857236349","0.641608609328752"
"Never","2003","(1c) basic vocational qualification","Female","1909","0.667006500552598","0.649827141517986","0.68418585958721"
"Never","2003","(2b) intermediate general qualification","Male","135","0.554221328850918","0.49437652961909","0.614066128082746"
"Never","2003","(2b) intermediate general qualification","Female","227","0.595938189970782","0.545665507445951","0.646210872495613"
"Never","2003","(2a) intermediate vocational","Male","1271","0.582851631609252","0.562256540544548","0.603446722673956"
"Never","2003","(2a) intermediate vocational","Female","1681","0.574854508208134","0.556984605594465","0.592724410821803"
"Never","2003","(2c_gen) general maturity certificate","Male","216","0.48305705260039","0.43492122518579","0.531192880014991"
"Never","2003","(2c_gen) general maturity certificate","Female","249","0.535822811054042","0.489846791387317","0.581798830720768"
"Never","2003","(2c_voc) vocational maturity certificate","Male","387","0.551970400368306","0.515365753493105","0.588575047243506"
"Never","2003","(2c_voc) vocational maturity certificate","Female","464","0.541562570185628","0.508357500795262","0.574767639575995"
"Never","2003","(3a) lower tertiary education","Male","492","0.523431674249051","0.491486307252443","0.555377041245659"
"Never","2003","(3a) lower tertiary education","Female","428","0.601403712267523","0.567021878258544","0.635785546276502"
"Never","2003","(3b) higher tertiary education","Male","803","0.537089319423646","0.511948020166059","0.562230618681234"
"Never","2003","(3b) higher tertiary education","Female","556","0.513616490149066","0.4842660650241","0.542966915274031"
"Very often","2004","(0) in school","Male","","","",""
"Very often","2004","(0) in school","Female","","","",""
"Very often","2004","(1a) inadequately completed","Male","","","",""
"Very often","2004","(1a) inadequately completed","Female","","","",""
"Very often","2004","(1b) general elementary school","Male","","","",""
"Very often","2004","(1b) general elementary school","Female","","","",""
"Very often","2004","(1c) basic vocational qualification","Male","","","",""
"Very often","2004","(1c) basic vocational qualification","Female","","","",""
"Very often","2004","(2b) intermediate general qualification","Male","","","",""
"Very often","2004","(2b) intermediate general qualification","Female","","","",""
"Very often","2004","(2a) intermediate vocational","Male","","","",""
"Very often","2004","(2a) intermediate vocational","Female","","","",""
"Very often","2004","(2c_gen) general maturity certificate","Male","","","",""
"Very often","2004","(2c_gen) general maturity certificate","Female","","","",""
"Very often","2004","(2c_voc) vocational maturity certificate","Male","","","",""
"Very often","2004","(2c_voc) vocational maturity certificate","Female","","","",""
"Very often","2004","(3a) lower tertiary education","Male","","","",""
"Very often","2004","(3a) lower tertiary education","Female","","","",""
"Very often","2004","(3b) higher tertiary education","Male","","","",""
"Very often","2004","(3b) higher tertiary education","Female","","","",""
"Often","2004","(0) in school","Male","","","",""
"Often","2004","(0) in school","Female","","","",""
"Often","2004","(1a) inadequately completed","Male","","","",""
"Often","2004","(1a) inadequately completed","Female","","","",""
"Often","2004","(1b) general elementary school","Male","","","",""
"Often","2004","(1b) general elementary school","Female","","","",""
"Often","2004","(1c) basic vocational qualification","Male","","","",""
"Often","2004","(1c) basic vocational qualification","Female","","","",""
"Often","2004","(2b) intermediate general qualification","Male","","","",""
"Often","2004","(2b) intermediate general qualification","Female","","","",""
"Often","2004","(2a) intermediate vocational","Male","","","",""
"Often","2004","(2a) intermediate vocational","Female","","","",""
"Often","2004","(2c_gen) general maturity certificate","Male","","","",""
"Often","2004","(2c_gen) general maturity certificate","Female","","","",""
"Often","2004","(2c_voc) vocational maturity certificate","Male","","","",""
"Often","2004","(2c_voc) vocational maturity certificate","Female","","","",""
"Often","2004","(3a) lower tertiary education","Male","","","",""
"Often","2004","(3a) lower tertiary education","Female","","","",""
"Often","2004","(3b) higher tertiary education","Male","","","",""
"Often","2004","(3b) higher tertiary education","Female","","","",""
"Sometimes","2004","(0) in school","Male","","","",""
"Sometimes","2004","(0) in school","Female","","","",""
"Sometimes","2004","(1a) inadequately completed","Male","","","",""
"Sometimes","2004","(1a) inadequately completed","Female","","","",""
"Sometimes","2004","(1b) general elementary school","Male","","","",""
"Sometimes","2004","(1b) general elementary school","Female","","","",""
"Sometimes","2004","(1c) basic vocational qualification","Male","","","",""
"Sometimes","2004","(1c) basic vocational qualification","Female","","","",""
"Sometimes","2004","(2b) intermediate general qualification","Male","","","",""
"Sometimes","2004","(2b) intermediate general qualification","Female","","","",""
"Sometimes","2004","(2a) intermediate vocational","Male","","","",""
"Sometimes","2004","(2a) intermediate vocational","Female","","","",""
"Sometimes","2004","(2c_gen) general maturity certificate","Male","","","",""
"Sometimes","2004","(2c_gen) general maturity certificate","Female","","","",""
"Sometimes","2004","(2c_voc) vocational maturity certificate","Male","","","",""
"Sometimes","2004","(2c_voc) vocational maturity certificate","Female","","","",""
"Sometimes","2004","(3a) lower tertiary education","Male","","","",""
"Sometimes","2004","(3a) lower tertiary education","Female","","","",""
"Sometimes","2004","(3b) higher tertiary education","Male","","","",""
"Sometimes","2004","(3b) higher tertiary education","Female","","","",""
"Rarely","2004","(0) in school","Male","","","",""
"Rarely","2004","(0) in school","Female","","","",""
"Rarely","2004","(1a) inadequately completed","Male","","","",""
"Rarely","2004","(1a) inadequately completed","Female","","","",""
"Rarely","2004","(1b) general elementary school","Male","","","",""
"Rarely","2004","(1b) general elementary school","Female","","","",""
"Rarely","2004","(1c) basic vocational qualification","Male","","","",""
"Rarely","2004","(1c) basic vocational qualification","Female","","","",""
"Rarely","2004","(2b) intermediate general qualification","Male","","","",""
"Rarely","2004","(2b) intermediate general qualification","Female","","","",""
"Rarely","2004","(2a) intermediate vocational","Male","","","",""
"Rarely","2004","(2a) intermediate vocational","Female","","","",""
"Rarely","2004","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2004","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2004","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2004","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2004","(3a) lower tertiary education","Male","","","",""
"Rarely","2004","(3a) lower tertiary education","Female","","","",""
"Rarely","2004","(3b) higher tertiary education","Male","","","",""
"Rarely","2004","(3b) higher tertiary education","Female","","","",""
"Never","2004","(0) in school","Male","","","",""
"Never","2004","(0) in school","Female","","","",""
"Never","2004","(1a) inadequately completed","Male","","","",""
"Never","2004","(1a) inadequately completed","Female","","","",""
"Never","2004","(1b) general elementary school","Male","","","",""
"Never","2004","(1b) general elementary school","Female","","","",""
"Never","2004","(1c) basic vocational qualification","Male","","","",""
"Never","2004","(1c) basic vocational qualification","Female","","","",""
"Never","2004","(2b) intermediate general qualification","Male","","","",""
"Never","2004","(2b) intermediate general qualification","Female","","","",""
"Never","2004","(2a) intermediate vocational","Male","","","",""
"Never","2004","(2a) intermediate vocational","Female","","","",""
"Never","2004","(2c_gen) general maturity certificate","Male","","","",""
"Never","2004","(2c_gen) general maturity certificate","Female","","","",""
"Never","2004","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","2004","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","2004","(3a) lower tertiary education","Male","","","",""
"Never","2004","(3a) lower tertiary education","Female","","","",""
"Never","2004","(3b) higher tertiary education","Male","","","",""
"Never","2004","(3b) higher tertiary education","Female","","","",""
"Very often","2005","(0) in school","Male","","","",""
"Very often","2005","(0) in school","Female","","","",""
"Very often","2005","(1a) inadequately completed","Male","","","",""
"Very often","2005","(1a) inadequately completed","Female","","","",""
"Very often","2005","(1b) general elementary school","Male","","","",""
"Very often","2005","(1b) general elementary school","Female","","","",""
"Very often","2005","(1c) basic vocational qualification","Male","","","",""
"Very often","2005","(1c) basic vocational qualification","Female","","","",""
"Very often","2005","(2b) intermediate general qualification","Male","","","",""
"Very often","2005","(2b) intermediate general qualification","Female","","","",""
"Very often","2005","(2a) intermediate vocational","Male","","","",""
"Very often","2005","(2a) intermediate vocational","Female","","","",""
"Very often","2005","(2c_gen) general maturity certificate","Male","","","",""
"Very often","2005","(2c_gen) general maturity certificate","Female","","","",""
"Very often","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"Very often","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"Very often","2005","(3a) lower tertiary education","Male","","","",""
"Very often","2005","(3a) lower tertiary education","Female","","","",""
"Very often","2005","(3b) higher tertiary education","Male","","","",""
"Very often","2005","(3b) higher tertiary education","Female","","","",""
"Often","2005","(0) in school","Male","","","",""
"Often","2005","(0) in school","Female","","","",""
"Often","2005","(1a) inadequately completed","Male","","","",""
"Often","2005","(1a) inadequately completed","Female","","","",""
"Often","2005","(1b) general elementary school","Male","","","",""
"Often","2005","(1b) general elementary school","Female","","","",""
"Often","2005","(1c) basic vocational qualification","Male","","","",""
"Often","2005","(1c) basic vocational qualification","Female","","","",""
"Often","2005","(2b) intermediate general qualification","Male","","","",""
"Often","2005","(2b) intermediate general qualification","Female","","","",""
"Often","2005","(2a) intermediate vocational","Male","","","",""
"Often","2005","(2a) intermediate vocational","Female","","","",""
"Often","2005","(2c_gen) general maturity certificate","Male","","","",""
"Often","2005","(2c_gen) general maturity certificate","Female","","","",""
"Often","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"Often","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"Often","2005","(3a) lower tertiary education","Male","","","",""
"Often","2005","(3a) lower tertiary education","Female","","","",""
"Often","2005","(3b) higher tertiary education","Male","","","",""
"Often","2005","(3b) higher tertiary education","Female","","","",""
"Sometimes","2005","(0) in school","Male","","","",""
"Sometimes","2005","(0) in school","Female","","","",""
"Sometimes","2005","(1a) inadequately completed","Male","","","",""
"Sometimes","2005","(1a) inadequately completed","Female","","","",""
"Sometimes","2005","(1b) general elementary school","Male","","","",""
"Sometimes","2005","(1b) general elementary school","Female","","","",""
"Sometimes","2005","(1c) basic vocational qualification","Male","","","",""
"Sometimes","2005","(1c) basic vocational qualification","Female","","","",""
"Sometimes","2005","(2b) intermediate general qualification","Male","","","",""
"Sometimes","2005","(2b) intermediate general qualification","Female","","","",""
"Sometimes","2005","(2a) intermediate vocational","Male","","","",""
"Sometimes","2005","(2a) intermediate vocational","Female","","","",""
"Sometimes","2005","(2c_gen) general maturity certificate","Male","","","",""
"Sometimes","2005","(2c_gen) general maturity certificate","Female","","","",""
"Sometimes","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"Sometimes","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"Sometimes","2005","(3a) lower tertiary education","Male","","","",""
"Sometimes","2005","(3a) lower tertiary education","Female","","","",""
"Sometimes","2005","(3b) higher tertiary education","Male","","","",""
"Sometimes","2005","(3b) higher tertiary education","Female","","","",""
"Rarely","2005","(0) in school","Male","","","",""
"Rarely","2005","(0) in school","Female","","","",""
"Rarely","2005","(1a) inadequately completed","Male","","","",""
"Rarely","2005","(1a) inadequately completed","Female","","","",""
"Rarely","2005","(1b) general elementary school","Male","","","",""
"Rarely","2005","(1b) general elementary school","Female","","","",""
"Rarely","2005","(1c) basic vocational qualification","Male","","","",""
"Rarely","2005","(1c) basic vocational qualification","Female","","","",""
"Rarely","2005","(2b) intermediate general qualification","Male","","","",""
"Rarely","2005","(2b) intermediate general qualification","Female","","","",""
"Rarely","2005","(2a) intermediate vocational","Male","","","",""
"Rarely","2005","(2a) intermediate vocational","Female","","","",""
"Rarely","2005","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2005","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2005","(3a) lower tertiary education","Male","","","",""
"Rarely","2005","(3a) lower tertiary education","Female","","","",""
"Rarely","2005","(3b) higher tertiary education","Male","","","",""
"Rarely","2005","(3b) higher tertiary education","Female","","","",""
"Never","2005","(0) in school","Male","","","",""
"Never","2005","(0) in school","Female","","","",""
"Never","2005","(1a) inadequately completed","Male","","","",""
"Never","2005","(1a) inadequately completed","Female","","","",""
"Never","2005","(1b) general elementary school","Male","","","",""
"Never","2005","(1b) general elementary school","Female","","","",""
"Never","2005","(1c) basic vocational qualification","Male","","","",""
"Never","2005","(1c) basic vocational qualification","Female","","","",""
"Never","2005","(2b) intermediate general qualification","Male","","","",""
"Never","2005","(2b) intermediate general qualification","Female","","","",""
"Never","2005","(2a) intermediate vocational","Male","","","",""
"Never","2005","(2a) intermediate vocational","Female","","","",""
"Never","2005","(2c_gen) general maturity certificate","Male","","","",""
"Never","2005","(2c_gen) general maturity certificate","Female","","","",""
"Never","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","2005","(3a) lower tertiary education","Male","","","",""
"Never","2005","(3a) lower tertiary education","Female","","","",""
"Never","2005","(3b) higher tertiary education","Male","","","",""
"Never","2005","(3b) higher tertiary education","Female","","","",""
"Very often","2006","(0) in school","Male","","","",""
"Very often","2006","(0) in school","Female","","","",""
"Very often","2006","(1a) inadequately completed","Male","","","",""
"Very often","2006","(1a) inadequately completed","Female","","","",""
"Very often","2006","(1b) general elementary school","Male","","","",""
"Very often","2006","(1b) general elementary school","Female","","","",""
"Very often","2006","(1c) basic vocational qualification","Male","","","",""
"Very often","2006","(1c) basic vocational qualification","Female","","","",""
"Very often","2006","(2b) intermediate general qualification","Male","","","",""
"Very often","2006","(2b) intermediate general qualification","Female","","","",""
"Very often","2006","(2a) intermediate vocational","Male","","","",""
"Very often","2006","(2a) intermediate vocational","Female","","","",""
"Very often","2006","(2c_gen) general maturity certificate","Male","","","",""
"Very often","2006","(2c_gen) general maturity certificate","Female","","","",""
"Very often","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"Very often","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"Very often","2006","(3a) lower tertiary education","Male","","","",""
"Very often","2006","(3a) lower tertiary education","Female","","","",""
"Very often","2006","(3b) higher tertiary education","Male","","","",""
"Very often","2006","(3b) higher tertiary education","Female","","","",""
"Often","2006","(0) in school","Male","","","",""
"Often","2006","(0) in school","Female","","","",""
"Often","2006","(1a) inadequately completed","Male","","","",""
"Often","2006","(1a) inadequately completed","Female","","","",""
"Often","2006","(1b) general elementary school","Male","","","",""
"Often","2006","(1b) general elementary school","Female","","","",""
"Often","2006","(1c) basic vocational qualification","Male","","","",""
"Often","2006","(1c) basic vocational qualification","Female","","","",""
"Often","2006","(2b) intermediate general qualification","Male","","","",""
"Often","2006","(2b) intermediate general qualification","Female","","","",""
"Often","2006","(2a) intermediate vocational","Male","","","",""
"Often","2006","(2a) intermediate vocational","Female","","","",""
"Often","2006","(2c_gen) general maturity certificate","Male","","","",""
"Often","2006","(2c_gen) general maturity certificate","Female","","","",""
"Often","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"Often","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"Often","2006","(3a) lower tertiary education","Male","","","",""
"Often","2006","(3a) lower tertiary education","Female","","","",""
"Often","2006","(3b) higher tertiary education","Male","","","",""
"Often","2006","(3b) higher tertiary education","Female","","","",""
"Sometimes","2006","(0) in school","Male","","","",""
"Sometimes","2006","(0) in school","Female","","","",""
"Sometimes","2006","(1a) inadequately completed","Male","","","",""
"Sometimes","2006","(1a) inadequately completed","Female","","","",""
"Sometimes","2006","(1b) general elementary school","Male","","","",""
"Sometimes","2006","(1b) general elementary school","Female","","","",""
"Sometimes","2006","(1c) basic vocational qualification","Male","","","",""
"Sometimes","2006","(1c) basic vocational qualification","Female","","","",""
"Sometimes","2006","(2b) intermediate general qualification","Male","","","",""
"Sometimes","2006","(2b) intermediate general qualification","Female","","","",""
"Sometimes","2006","(2a) intermediate vocational","Male","","","",""
"Sometimes","2006","(2a) intermediate vocational","Female","","","",""
"Sometimes","2006","(2c_gen) general maturity certificate","Male","","","",""
"Sometimes","2006","(2c_gen) general maturity certificate","Female","","","",""
"Sometimes","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"Sometimes","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"Sometimes","2006","(3a) lower tertiary education","Male","","","",""
"Sometimes","2006","(3a) lower tertiary education","Female","","","",""
"Sometimes","2006","(3b) higher tertiary education","Male","","","",""
"Sometimes","2006","(3b) higher tertiary education","Female","","","",""
"Rarely","2006","(0) in school","Male","","","",""
"Rarely","2006","(0) in school","Female","","","",""
"Rarely","2006","(1a) inadequately completed","Male","","","",""
"Rarely","2006","(1a) inadequately completed","Female","","","",""
"Rarely","2006","(1b) general elementary school","Male","","","",""
"Rarely","2006","(1b) general elementary school","Female","","","",""
"Rarely","2006","(1c) basic vocational qualification","Male","","","",""
"Rarely","2006","(1c) basic vocational qualification","Female","","","",""
"Rarely","2006","(2b) intermediate general qualification","Male","","","",""
"Rarely","2006","(2b) intermediate general qualification","Female","","","",""
"Rarely","2006","(2a) intermediate vocational","Male","","","",""
"Rarely","2006","(2a) intermediate vocational","Female","","","",""
"Rarely","2006","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2006","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2006","(3a) lower tertiary education","Male","","","",""
"Rarely","2006","(3a) lower tertiary education","Female","","","",""
"Rarely","2006","(3b) higher tertiary education","Male","","","",""
"Rarely","2006","(3b) higher tertiary education","Female","","","",""
"Never","2006","(0) in school","Male","","","",""
"Never","2006","(0) in school","Female","","","",""
"Never","2006","(1a) inadequately completed","Male","","","",""
"Never","2006","(1a) inadequately completed","Female","","","",""
"Never","2006","(1b) general elementary school","Male","","","",""
"Never","2006","(1b) general elementary school","Female","","","",""
"Never","2006","(1c) basic vocational qualification","Male","","","",""
"Never","2006","(1c) basic vocational qualification","Female","","","",""
"Never","2006","(2b) intermediate general qualification","Male","","","",""
"Never","2006","(2b) intermediate general qualification","Female","","","",""
"Never","2006","(2a) intermediate vocational","Male","","","",""
"Never","2006","(2a) intermediate vocational","Female","","","",""
"Never","2006","(2c_gen) general maturity certificate","Male","","","",""
"Never","2006","(2c_gen) general maturity certificate","Female","","","",""
"Never","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","2006","(3a) lower tertiary education","Male","","","",""
"Never","2006","(3a) lower tertiary education","Female","","","",""
"Never","2006","(3b) higher tertiary education","Male","","","",""
"Never","2006","(3b) higher tertiary education","Female","","","",""
"Very often","2007","(0) in school","Male","","","",""
"Very often","2007","(0) in school","Female","","","",""
"Very often","2007","(1a) inadequately completed","Male","","","",""
"Very often","2007","(1a) inadequately completed","Female","","","",""
"Very often","2007","(1b) general elementary school","Male","","","",""
"Very often","2007","(1b) general elementary school","Female","","","",""
"Very often","2007","(1c) basic vocational qualification","Male","","","",""
"Very often","2007","(1c) basic vocational qualification","Female","","","",""
"Very often","2007","(2b) intermediate general qualification","Male","","","",""
"Very often","2007","(2b) intermediate general qualification","Female","","","",""
"Very often","2007","(2a) intermediate vocational","Male","","","",""
"Very often","2007","(2a) intermediate vocational","Female","","","",""
"Very often","2007","(2c_gen) general maturity certificate","Male","","","",""
"Very often","2007","(2c_gen) general maturity certificate","Female","","","",""
"Very often","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"Very often","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"Very often","2007","(3a) lower tertiary education","Male","","","",""
"Very often","2007","(3a) lower tertiary education","Female","","","",""
"Very often","2007","(3b) higher tertiary education","Male","","","",""
"Very often","2007","(3b) higher tertiary education","Female","","","",""
"Often","2007","(0) in school","Male","","","",""
"Often","2007","(0) in school","Female","","","",""
"Often","2007","(1a) inadequately completed","Male","","","",""
"Often","2007","(1a) inadequately completed","Female","","","",""
"Often","2007","(1b) general elementary school","Male","","","",""
