"pld0045","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2005","66 and older","Rural Area","","","","","3"
"Sometimes","2005","16-34 y.","Rural Area","","","","","3"
"Sometimes","2005","66 and older","Urban Area","","","","","3"
"Very often","2005","16-34 y.","Urban Area","","","","","1"
"Very often","2005","16-34 y.","Rural Area","","","","","1"
"Very often","2005","35-65 y.","Urban Area","","","","","1"
"Very often","2005","35-65 y.","Rural Area","","","","","1"
"Very often","2005","66 and older","Urban Area","","","","","1"
"Very often","2005","66 and older","Rural Area","","","","","1"
"Never","2006","16-34 y.","Rural Area","","","","","5"
"Never","2006","16-34 y.","Urban Area","","","","","5"
"Never","2006","35-65 y.","Rural Area","","","","","5"
"Never","2006","35-65 y.","Urban Area","","","","","5"
"Never","2006","66 and older","Urban Area","","","","","5"
"Never","2006","66 and older","Rural Area","","","","","5"
"Often","2006","16-34 y.","Urban Area","","","","","2"
"Often","2006","35-65 y.","Urban Area","","","","","2"
"Often","2006","16-34 y.","Rural Area","","","","","2"
"Often","2006","66 and older","Urban Area","","","","","2"
"Often","2006","35-65 y.","Rural Area","","","","","2"
"Often","2006","66 and older","Rural Area","","","","","2"
"Rarely","2006","16-34 y.","Urban Area","","","","","4"
"Rarely","2006","35-65 y.","Urban Area","","","","","4"
"Rarely","2006","16-34 y.","Rural Area","","","","","4"
"Rarely","2006","66 and older","Urban Area","","","","","4"
"Rarely","2006","35-65 y.","Rural Area","","","","","4"
"Rarely","2006","66 and older","Rural Area","","","","","4"
"Sometimes","2006","35-65 y.","Urban Area","","","","","3"
"Sometimes","2006","16-34 y.","Urban Area","","","","","3"
"Sometimes","2006","16-34 y.","Rural Area","","","","","3"
"Sometimes","2006","35-65 y.","Rural Area","","","","","3"
"Sometimes","2006","66 and older","Urban Area","","","","","3"
"Sometimes","2006","66 and older","Rural Area","","","","","3"
"Very often","2006","16-34 y.","Urban Area","","","","","1"
"Very often","2006","16-34 y.","Rural Area","","","","","1"
"Very often","2006","35-65 y.","Urban Area","","","","","1"
"Very often","2006","35-65 y.","Rural Area","","","","","1"
"Very often","2006","66 and older","Urban Area","","","","","1"
"Very often","2006","66 and older","Rural Area","","","","","1"
"Never","2007","16-34 y.","Urban Area","","","","","5"
"Never","2007","35-65 y.","Urban Area","","","","","5"
"Never","2007","16-34 y.","Rural Area","","","","","5"
"Never","2007","35-65 y.","Rural Area","","","","","5"
"Never","2007","66 and older","Urban Area","","","","","5"
"Never","2007","66 and older","Rural Area","","","","","5"
"Often","2007","16-34 y.","Rural Area","","","","","2"
"Often","2007","16-34 y.","Urban Area","","","","","2"
"Often","2007","35-65 y.","Urban Area","","","","","2"
"Often","2007","35-65 y.","Rural Area","","","","","2"
"Often","2007","66 and older","Urban Area","","","","","2"
"Often","2007","66 and older","Rural Area","","","","","2"
"Rarely","2007","16-34 y.","Urban Area","","","","","4"
"Rarely","2007","16-34 y.","Rural Area","","","","","4"
"Rarely","2007","35-65 y.","Urban Area","","","","","4"
"Rarely","2007","35-65 y.","Rural Area","","","","","4"
"Rarely","2007","66 and older","Urban Area","","","","","4"
"Rarely","2007","66 and older","Rural Area","","","","","4"
"Sometimes","2007","16-34 y.","Urban Area","","","","","3"
"Sometimes","2007","16-34 y.","Rural Area","","","","","3"
"Sometimes","2007","35-65 y.","Urban Area","","","","","3"
"Sometimes","2007","35-65 y.","Rural Area","","","","","3"
"Sometimes","2007","66 and older","Urban Area","","","","","3"
"Sometimes","2007","66 and older","Rural Area","","","","","3"
"Very often","2007","35-65 y.","Urban Area","","","","","1"
"Very often","2007","66 and older","Rural Area","","","","","1"
"Very often","2007","16-34 y.","Urban Area","","","","","1"
"Very often","2007","16-34 y.","Rural Area","","","","","1"
"Very often","2007","35-65 y.","Rural Area","","","","","1"
"Very often","2007","66 and older","Urban Area","","","","","1"
"Never","2008","16-34 y.","Urban Area","1665","0.572700510788344","0.554689882111491","0.590711139465198","5"
"Never","2008","16-34 y.","Rural Area","741","0.496182046161386","0.470526705378297","0.521837386944474","5"
"Never","2008","35-65 y.","Urban Area","3982","0.571502151724436","0.559937563685239","0.583066739763632","5"
"Never","2008","35-65 y.","Rural Area","1810","0.510059381666605","0.493734188460034","0.526384574873177","5"
"Never","2008","66 and older","Urban Area","2086","0.725225141706721","0.708827579788036","0.741622703625407","5"
"Never","2008","66 and older","Rural Area","908","0.608139794729807","0.583116660986884","0.633162928472729","5"
"Often","2008","16-34 y.","Rural Area","163","0.108022472927324","0.0920947218786829","0.123950223975964","2"
"Often","2008","16-34 y.","Urban Area","275","0.100899173623557","0.0899332074085937","0.11186513983852","2"
"Often","2008","35-65 y.","Urban Area","646","0.0900754707214322","0.0833850586780651","0.0967658827647993","2"
"Often","2008","35-65 y.","Rural Area","404","0.109804307871648","0.0995942390302324","0.120014376713063","2"
"Often","2008","66 and older","Urban Area","131","0.0476349603900701","0.0398111379817962","0.055458782798344","2"
"Often","2008","66 and older","Rural Area","110","0.0903357801987425","0.0756416169322438","0.105029943465241","2"
"Rarely","2008","16-34 y.","Urban Area","498","0.170447342956333","0.156756947362106","0.184137738550561","4"
"Rarely","2008","16-34 y.","Rural Area","286","0.195901366152109","0.17553592418433","0.216266808119888","4"
"Rarely","2008","35-65 y.","Urban Area","1272","0.178141548061593","0.169199684623818","0.187083411499368","4"
"Rarely","2008","35-65 y.","Rural Area","717","0.198587321284302","0.185559250783019","0.211615391785584","4"
"Rarely","2008","66 and older","Urban Area","362","0.138961273993984","0.12625516450578","0.151667383482188","4"
"Rarely","2008","66 and older","Rural Area","237","0.156356585681682","0.137739488997329","0.174973682366035","4"
"Sometimes","2008","16-34 y.","Urban Area","277","0.0923584741438621","0.0818171673373149","0.102899780950409","3"
"Sometimes","2008","16-34 y.","Rural Area","158","0.123187221741348","0.106323372518689","0.140051070964007","3"
"Sometimes","2008","35-65 y.","Urban Area","776","0.111708325005596","0.10434680536793","0.119069844643263","3"
"Sometimes","2008","35-65 y.","Rural Area","444","0.116589953187383","0.106109309226221","0.127070597148545","3"
"Sometimes","2008","66 and older","Urban Area","196","0.0638074634096926","0.054829606386159","0.0727853204332263","3"
"Sometimes","2008","66 and older","Rural Area","143","0.0995448815205982","0.0841981849223351","0.114891578118861","3"
"Very often","2008","16-34 y.","Urban Area","183","0.063594498487903","0.0547098417745761","0.07247915520123","1"
"Very often","2008","16-34 y.","Rural Area","111","0.0767068930178337","0.063051398325008","0.0903623877106594","1"
"Very often","2008","35-65 y.","Urban Area","358","0.0485725044869425","0.0435487314976345","0.0535962774762504","1"
"Very often","2008","35-65 y.","Rural Area","227","0.0649590359900616","0.0569106028389878","0.0730074691411353","1"
"Very often","2008","66 and older","Urban Area","72","0.0243711604995315","0.0187070100933729","0.0300353109056901","1"
"Very often","2008","66 and older","Rural Area","64","0.0456229578691709","0.0349268415850185","0.0563190741533232","1"
"Never","2009","16-34 y.","Rural Area","","","","","5"
"Never","2009","16-34 y.","Urban Area","","","","","5"
"Never","2009","35-65 y.","Urban Area","","","","","5"
"Never","2009","35-65 y.","Rural Area","","","","","5"
"Never","2009","66 and older","Urban Area","","","","","5"
"Never","2009","66 and older","Rural Area","","","","","5"
"Often","2009","16-34 y.","Urban Area","","","","","2"
"Often","2009","16-34 y.","Rural Area","","","","","2"
"Often","2009","35-65 y.","Urban Area","","","","","2"
"Often","2009","35-65 y.","Rural Area","","","","","2"
"Often","2009","66 and older","Urban Area","","","","","2"
"Often","2009","66 and older","Rural Area","","","","","2"
"Rarely","2009","16-34 y.","Rural Area","","","","","4"
"Rarely","2009","16-34 y.","Urban Area","","","","","4"
"Rarely","2009","35-65 y.","Urban Area","","","","","4"
"Rarely","2009","35-65 y.","Rural Area","","","","","4"
"Rarely","2009","66 and older","Urban Area","","","","","4"
"Rarely","2009","66 and older","Rural Area","","","","","4"
"Sometimes","2009","16-34 y.","Urban Area","","","","","3"
"Sometimes","2009","35-65 y.","Urban Area","","","","","3"
"Sometimes","2009","16-34 y.","Rural Area","","","","","3"
"Sometimes","2009","66 and older","Urban Area","","","","","3"
"Sometimes","2009","66 and older","Rural Area","","","","","3"
"Sometimes","2009","35-65 y.","Rural Area","","","","","3"
"Very often","2009","16-34 y.","Urban Area","","","","","1"
"Very often","2009","16-34 y.","Rural Area","","","","","1"
"Very often","2009","35-65 y.","Urban Area","","","","","1"
"Very often","2009","35-65 y.","Rural Area","","","","","1"
"Very often","2009","66 and older","Rural Area","","","","","1"
"Very often","2009","66 and older","Urban Area","","","","","1"
"Never","2010","16-34 y.","Urban Area","","","","","5"
"Never","2010","35-65 y.","Urban Area","","","","","5"
"Never","2010","35-65 y.","Rural Area","","","","","5"
"Never","2010","16-34 y.","Rural Area","","","","","5"
"Never","2010","66 and older","Urban Area","","","","","5"
"Never","2010","66 and older","Rural Area","","","","","5"
"Often","2010","16-34 y.","Urban Area","","","","","2"
"Often","2010","16-34 y.","Rural Area","","","","","2"
"Often","2010","35-65 y.","Urban Area","","","","","2"
"Often","2010","35-65 y.","Rural Area","","","","","2"
"Often","2010","66 and older","Urban Area","","","","","2"
"Often","2010","66 and older","Rural Area","","","","","2"
"Rarely","2010","16-34 y.","Urban Area","","","","","4"
"Rarely","2010","16-34 y.","Rural Area","","","","","4"
"Rarely","2010","35-65 y.","Urban Area","","","","","4"
"Rarely","2010","35-65 y.","Rural Area","","","","","4"
"Rarely","2010","66 and older","Urban Area","","","","","4"
"Rarely","2010","66 and older","Rural Area","","","","","4"
"Sometimes","2010","16-34 y.","Urban Area","","","","","3"
"Sometimes","2010","16-34 y.","Rural Area","","","","","3"
"Sometimes","2010","35-65 y.","Urban Area","","","","","3"
"Sometimes","2010","66 and older","Urban Area","","","","","3"
"Sometimes","2010","35-65 y.","Rural Area","","","","","3"
"Sometimes","2010","66 and older","Rural Area","","","","","3"
"Very often","2010","16-34 y.","Urban Area","","","","","1"
"Very often","2010","35-65 y.","Urban Area","","","","","1"
"Very often","2010","66 and older","Rural Area","","","","","1"
"Very often","2010","16-34 y.","Rural Area","","","","","1"
"Very often","2010","35-65 y.","Rural Area","","","","","1"
"Very often","2010","66 and older","Urban Area","","","","","1"
"Never","2011","16-34 y.","Rural Area","","","","","5"
"Never","2011","35-65 y.","Urban Area","","","","","5"
"Never","2011","66 and older","Urban Area","","","","","5"
"Never","2011","16-34 y.","Urban Area","","","","","5"
"Never","2011","35-65 y.","Rural Area","","","","","5"
"Never","2011","66 and older","Rural Area","","","","","5"
"Often","2011","16-34 y.","Urban Area","","","","","2"
"Often","2011","16-34 y.","Rural Area","","","","","2"
"Often","2011","35-65 y.","Urban Area","","","","","2"
"Often","2011","35-65 y.","Rural Area","","","","","2"
"Often","2011","66 and older","Urban Area","","","","","2"
"Often","2011","66 and older","Rural Area","","","","","2"
"Rarely","2011","16-34 y.","Urban Area","","","","","4"
"Rarely","2011","16-34 y.","Rural Area","","","","","4"
"Rarely","2011","35-65 y.","Urban Area","","","","","4"
"Rarely","2011","35-65 y.","Rural Area","","","","","4"
"Rarely","2011","66 and older","Urban Area","","","","","4"
"Rarely","2011","66 and older","Rural Area","","","","","4"
"Sometimes","2011","16-34 y.","Urban Area","","","","","3"
"Sometimes","2011","35-65 y.","Urban Area","","","","","3"
"Sometimes","2011","16-34 y.","Rural Area","","","","","3"
"Sometimes","2011","35-65 y.","Rural Area","","","","","3"
"Sometimes","2011","66 and older","Urban Area","","","","","3"
"Sometimes","2011","66 and older","Rural Area","","","","","3"
"Very often","2011","16-34 y.","Urban Area","","","","","1"
"Very often","2011","16-34 y.","Rural Area","","","","","1"
"Very often","2011","66 and older","Urban Area","","","","","1"
"Very often","2011","35-65 y.","Urban Area","","","","","1"
"Very often","2011","35-65 y.","Rural Area","","","","","1"
"Very often","2011","66 and older","Rural Area","","","","","1"
"Never","2012","16-34 y.","Rural Area","","","","","5"
"Never","2012","16-34 y.","Urban Area","","","","","5"
"Never","2012","35-65 y.","Urban Area","","","","","5"
"Never","2012","35-65 y.","Rural Area","","","","","5"
"Never","2012","66 and older","Urban Area","","","","","5"
"Never","2012","66 and older","Rural Area","","","","","5"
"Often","2012","16-34 y.","Urban Area","","","","","2"
"Often","2012","16-34 y.","Rural Area","","","","","2"
"Often","2012","35-65 y.","Urban Area","","","","","2"
"Often","2012","35-65 y.","Rural Area","","","","","2"
"Often","2012","66 and older","Rural Area","","","","","2"
"Often","2012","66 and older","Urban Area","","","","","2"
"Rarely","2012","16-34 y.","Urban Area","","","","","4"
"Rarely","2012","16-34 y.","Rural Area","","","","","4"
"Rarely","2012","35-65 y.","Urban Area","","","","","4"
"Rarely","2012","35-65 y.","Rural Area","","","","","4"
"Rarely","2012","66 and older","Urban Area","","","","","4"
"Rarely","2012","66 and older","Rural Area","","","","","4"
"Sometimes","2012","35-65 y.","Urban Area","","","","","3"
"Sometimes","2012","16-34 y.","Urban Area","","","","","3"
"Sometimes","2012","16-34 y.","Rural Area","","","","","3"
"Sometimes","2012","66 and older","Urban Area","","","","","3"
"Sometimes","2012","35-65 y.","Rural Area","","","","","3"
"Sometimes","2012","66 and older","Rural Area","","","","","3"
"Very often","2012","16-34 y.","Urban Area","","","","","1"
"Very often","2012","16-34 y.","Rural Area","","","","","1"
"Very often","2012","35-65 y.","Urban Area","","","","","1"
"Very often","2012","35-65 y.","Rural Area","","","","","1"
"Very often","2012","66 and older","Rural Area","","","","","1"
"Very often","2012","66 and older","Urban Area","","","","","1"
"Never","2013","16-34 y.","Urban Area","2013","0.561418448170098","0.545414506609882","0.577422389730314","5"
"Never","2013","16-34 y.","Rural Area","966","0.51324530391515","0.490847358945687","0.535643248884612","5"
"Never","2013","35-65 y.","Urban Area","4834","0.548964778118466","0.538914703758603","0.559014852478329","5"
"Never","2013","35-65 y.","Rural Area","2463","0.471852714880182","0.458623466124071","0.485081963636292","5"
"Never","2013","66 and older","Urban Area","2189","0.685085843836199","0.66909725352329","0.701074434149108","5"
"Never","2013","66 and older","Rural Area","1014","0.59958429806187","0.576528560142372","0.622640035981368","5"
"Often","2013","16-34 y.","Urban Area","388","0.0926904837849952","0.0833374232624662","0.102043544307524","2"
"Often","2013","16-34 y.","Rural Area","232","0.111919409191945","0.0977917730941359","0.126047045289753","2"
"Often","2013","35-65 y.","Urban Area","1145","0.104023220304509","0.0978571946084544","0.110189246000563","2"
"Often","2013","35-65 y.","Rural Area","757","0.127515613031515","0.118676372714934","0.136354853348097","2"
"Often","2013","66 and older","Urban Area","202","0.062785535996583","0.0544354513112835","0.0711356206818826","2"
"Often","2013","66 and older","Rural Area","124","0.065503003281351","0.0538612628256844","0.0771447437370176","2"
"Rarely","2013","16-34 y.","Urban Area","650","0.187358863901847","0.174774103235754","0.19994362456794","4"
"Rarely","2013","16-34 y.","Rural Area","339","0.199108098941929","0.181213497917409","0.217002699966448","4"
"Rarely","2013","35-65 y.","Urban Area","1655","0.180607944370743","0.17283821118834","0.188377677553145","4"
"Rarely","2013","35-65 y.","Rural Area","1110","0.207660505245627","0.19691103571284","0.218409974778415","4"
"Rarely","2013","66 and older","Rural Area","331","0.186750179868068","0.168412649173803","0.205087710562333","4"
"Rarely","2013","66 and older","Urban Area","491","0.142116374358711","0.13009711145836","0.154135637259063","4"
"Sometimes","2013","16-34 y.","Urban Area","365","0.0954528792636381","0.0859759300882292","0.104929828439047","3"
"Sometimes","2013","16-34 y.","Rural Area","208","0.101938408715616","0.088379879156049","0.115496938275183","3"
"Sometimes","2013","35-65 y.","Urban Area","1117","0.107874786701974","0.101609157532868","0.11414041587108","3"
"Sometimes","2013","35-65 y.","Rural Area","729","0.129318116954532","0.12042582183326","0.138210412075805","3"
"Sometimes","2013","66 and older","Urban Area","244","0.0731640478003601","0.0642002534540686","0.0821278421466515","3"
"Sometimes","2013","66 and older","Rural Area","198","0.113494712263475","0.0985692829932642","0.128420141533685","3"
"Very often","2013","16-34 y.","Urban Area","277","0.0630793248794218","0.0552386514265328","0.0709199983323108","1"
"Very often","2013","16-34 y.","Rural Area","168","0.0737887792353611","0.0620738198377433","0.085503738632979","1"
"Very often","2013","35-65 y.","Urban Area","666","0.0585292705043088","0.0537881414991778","0.0632703995094399","1"
"Very often","2013","35-65 y.","Rural Area","411","0.0636530498881429","0.0571833753059835","0.0701227244703023","1"
"Very often","2013","66 and older","Urban Area","116","0.0368481980081466","0.0303633905825547","0.0433330054337385","1"
"Very often","2013","66 and older","Rural Area","68","0.0346678065252364","0.0260598527028555","0.0432757603476173","1"
"Never","2014","16-34 y.","Rural Area","","","","","5"
"Never","2014","35-65 y.","Urban Area","","","","","5"
"Never","2014","66 and older","Urban Area","","","","","5"
"Never","2014","66 and older","Rural Area","","","","","5"
"Never","2014","16-34 y.","Urban Area","","","","","5"
"Never","2014","35-65 y.","Rural Area","","","","","5"
"Often","2014","16-34 y.","Urban Area","","","","","2"
"Often","2014","16-34 y.","Rural Area","","","","","2"
"Often","2014","35-65 y.","Urban Area","","","","","2"
"Often","2014","35-65 y.","Rural Area","","","","","2"
"Often","2014","66 and older","Urban Area","","","","","2"
"Often","2014","66 and older","Rural Area","","","","","2"
"Rarely","2014","16-34 y.","Urban Area","","","","","4"
"Rarely","2014","16-34 y.","Rural Area","","","","","4"
"Rarely","2014","35-65 y.","Urban Area","","","","","4"
"Rarely","2014","35-65 y.","Rural Area","","","","","4"
"Rarely","2014","66 and older","Rural Area","","","","","4"
"Rarely","2014","66 and older","Urban Area","","","","","4"
"Sometimes","2014","16-34 y.","Urban Area","","","","","3"
"Sometimes","2014","16-34 y.","Rural Area","","","","","3"
"Sometimes","2014","35-65 y.","Urban Area","","","","","3"
"Sometimes","2014","35-65 y.","Rural Area","","","","","3"
"Sometimes","2014","66 and older","Urban Area","","","","","3"
"Sometimes","2014","66 and older","Rural Area","","","","","3"
"Very often","2014","16-34 y.","Urban Area","","","","","1"
"Very often","2014","16-34 y.","Rural Area","","","","","1"
"Very often","2014","35-65 y.","Urban Area","","","","","1"
"Very often","2014","66 and older","Urban Area","","","","","1"
"Very often","2014","35-65 y.","Rural Area","","","","","1"
"Very often","2014","66 and older","Rural Area","","","","","1"
"Never","2015","16-34 y.","Urban Area","","","","","5"
"Never","2015","16-34 y.","Rural Area","","","","","5"
"Never","2015","35-65 y.","Urban Area","","","","","5"
"Never","2015","35-65 y.","Rural Area","","","","","5"
"Never","2015","66 and older","Urban Area","","","","","5"
"Never","2015","66 and older","Rural Area","","","","","5"
"Often","2015","16-34 y.","Urban Area","","","","","2"
"Often","2015","35-65 y.","Urban Area","","","","","2"
"Often","2015","16-34 y.","Rural Area","","","","","2"
"Often","2015","66 and older","Urban Area","","","","","2"
"Often","2015","35-65 y.","Rural Area","","","","","2"
"Often","2015","66 and older","Rural Area","","","","","2"
"Rarely","2015","16-34 y.","Urban Area","","","","","4"
"Rarely","2015","35-65 y.","Urban Area","","","","","4"
"Rarely","2015","16-34 y.","Rural Area","","","","","4"
"Rarely","2015","66 and older","Urban Area","","","","","4"
"Rarely","2015","35-65 y.","Rural Area","","","","","4"
"Rarely","2015","66 and older","Rural Area","","","","","4"
"Sometimes","2015","16-34 y.","Urban Area","","","","","3"
"Sometimes","2015","16-34 y.","Rural Area","","","","","3"
"Sometimes","2015","35-65 y.","Urban Area","","","","","3"
"Sometimes","2015","66 and older","Urban Area","","","","","3"
"Sometimes","2015","66 and older","Rural Area","","","","","3"
"Sometimes","2015","35-65 y.","Rural Area","","","","","3"
"Very often","2015","16-34 y.","Urban Area","","","","","1"
"Very often","2015","16-34 y.","Rural Area","","","","","1"
"Very often","2015","35-65 y.","Rural Area","","","","","1"
"Very often","2015","35-65 y.","Urban Area","","","","","1"
"Very often","2015","66 and older","Rural Area","","","","","1"
"Very often","2015","66 and older","Urban Area","","","","","1"
"Never","2016","16-34 y.","Urban Area","","","","","5"
"Never","2016","16-34 y.","Rural Area","","","","","5"
"Never","2016","35-65 y.","Urban Area","","","","","5"
"Never","2016","35-65 y.","Rural Area","","","","","5"
"Never","2016","66 and older","Urban Area","","","","","5"
"Never","2016","66 and older","Rural Area","","","","","5"
"Often","2016","16-34 y.","Urban Area","","","","","2"
"Often","2016","16-34 y.","Rural Area","","","","","2"
"Often","2016","35-65 y.","Urban Area","","","","","2"
"Often","2016","35-65 y.","Rural Area","","","","","2"
"Often","2016","66 and older","Rural Area","","","","","2"
"Often","2016","66 and older","Urban Area","","","","","2"
"Rarely","2016","16-34 y.","Urban Area","","","","","4"
"Rarely","2016","35-65 y.","Urban Area","","","","","4"
"Rarely","2016","16-34 y.","Rural Area","","","","","4"
"Rarely","2016","35-65 y.","Rural Area","","","","","4"
"Rarely","2016","66 and older","Urban Area","","","","","4"
"Rarely","2016","66 and older","Rural Area","","","","","4"
"Sometimes","2016","16-34 y.","Rural Area","","","","","3"
"Sometimes","2016","66 and older","Urban Area","","","","","3"
"Sometimes","2016","16-34 y.","Urban Area","","","","","3"
"Sometimes","2016","35-65 y.","Urban Area","","","","","3"
"Sometimes","2016","35-65 y.","Rural Area","","","","","3"
"Sometimes","2016","66 and older","Rural Area","","","","","3"
"Very often","2016","16-34 y.","Urban Area","","","","","1"
"Very often","2016","16-34 y.","Rural Area","","","","","1"
"Very often","2016","35-65 y.","Urban Area","","","","","1"
"Very often","2016","66 and older","Urban Area","","","","","1"
"Very often","2016","66 and older","Rural Area","","","","","1"
"Very often","2016","35-65 y.","Rural Area","","","","","1"
"Never","2017","16-34 y.","Urban Area","","","","","5"
"Never","2017","16-34 y.","Rural Area","","","","","5"
"Never","2017","35-65 y.","Urban Area","","","","","5"
"Never","2017","66 and older","Urban Area","","","","","5"
"Never","2017","66 and older","Rural Area","","","","","5"
"Never","2017","35-65 y.","Rural Area","","","","","5"
"Often","2017","16-34 y.","Urban Area","","","","","2"
"Often","2017","35-65 y.","Urban Area","","","","","2"
"Often","2017","16-34 y.","Rural Area","","","","","2"
