"pld0045","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Often","2003","66 and older","lower secondary degree","111","0.0407648479707626","0.0328551943148788","0.0486745016266464"
"Often","2003","66 and older","secondary school degree","30","0.0548802924909009","0.0351531251436137","0.0746074598381881"
"Often","2003","66 and older","college entrance qualification","33","0.057338620859732","0.0369808272690561","0.077696414450408"
"Often","2003","66 and older","Other degree","9","","",""
"Often","2003","66 and older","no degree/no degree yet","4","","",""
"Sometimes","2003","16-34 y.","lower secondary degree","129","0.114338650103776","0.0959625973886893","0.132714702818863"
"Sometimes","2003","16-34 y.","secondary school degree","217","0.115011241341392","0.100740829753654","0.12928165292913"
"Sometimes","2003","16-34 y.","college entrance qualification","193","0.13521490761249","0.118877903509524","0.151551911715456"
"Sometimes","2003","16-34 y.","Other degree","18","","",""
"Sometimes","2003","16-34 y.","no degree/no degree yet","72","0.102485517183678","0.0793649042860986","0.125606130081258"
"Sometimes","2003","35-65 y.","lower secondary degree","400","0.0898838930949084","0.0813657812801754","0.0984020049096414"
"Sometimes","2003","35-65 y.","secondary school degree","456","0.112336064314787","0.102557468207775","0.122114660421799"
"Sometimes","2003","35-65 y.","college entrance qualification","436","0.141411392388523","0.129415202390547","0.153407582386498"
"Sometimes","2003","35-65 y.","Other degree","75","0.0837474455096824","0.065223013835244","0.102271877184121"
"Sometimes","2003","35-65 y.","no degree/no degree yet","12","","",""
"Sometimes","2003","66 and older","lower secondary degree","172","0.06721728393452","0.057201550992869","0.0772330168761709"
"Sometimes","2003","66 and older","secondary school degree","39","0.0863363584662866","0.0620085411797791","0.110664175752794"
"Sometimes","2003","66 and older","college entrance qualification","43","0.107276272070667","0.0801781244894432","0.134374419651891"
"Sometimes","2003","66 and older","Other degree","15","","",""
"Sometimes","2003","66 and older","no degree/no degree yet","3","","",""
"Rarely","2003","16-34 y.","lower secondary degree","220","0.18729393688346","0.164764493575971","0.209823380190949"
"Rarely","2003","16-34 y.","secondary school degree","378","0.199049161427869","0.18118919726889","0.216909125586848"
"Rarely","2003","16-34 y.","college entrance qualification","348","0.205880399409636","0.186562651612813","0.22519814720646"
"Rarely","2003","16-34 y.","Other degree","33","0.21316455680962","0.15764136768536","0.26868774593388"
"Rarely","2003","16-34 y.","no degree/no degree yet","134","0.196092954584081","0.165825125440555","0.226360783727606"
"Rarely","2003","35-65 y.","lower secondary degree","747","0.166489516209191","0.155395137713896","0.177583894704485"
"Rarely","2003","35-65 y.","secondary school degree","772","0.184750337019251","0.172732382609918","0.196768291428584"
"Rarely","2003","35-65 y.","college entrance qualification","680","0.198666042582971","0.18492950846079","0.212402576705151"
"Rarely","2003","35-65 y.","Other degree","113","0.149002718721823","0.125189796594079","0.172815640849568"
"Rarely","2003","35-65 y.","no degree/no degree yet","21","","",""
"Rarely","2003","66 and older","lower secondary degree","301","0.125021000998","0.111791535086907","0.138250466909093"
"Rarely","2003","66 and older","secondary school degree","49","0.0894526107342578","0.0647319031531816","0.114173318315334"
"Rarely","2003","66 and older","college entrance qualification","70","0.154220697283728","0.122595802747723","0.185845591819733"
"Rarely","2003","66 and older","Other degree","20","","",""
"Rarely","2003","66 and older","no degree/no degree yet","8","","",""
"Never","2003","16-34 y.","lower secondary degree","646","0.562848275582264","0.534204278596978","0.59149227256755"
"Never","2003","16-34 y.","secondary school degree","1024","0.519610844446394","0.497263126711407","0.54195856218138"
"Never","2003","16-34 y.","college entrance qualification","882","0.514009578379193","0.490131163483301","0.537887993275086"
"Never","2003","16-34 y.","Other degree","136","0.598305983084595","0.531842315548087","0.664769650621103"
"Never","2003","16-34 y.","no degree/no degree yet","360","0.53937224146541","0.50137371896248","0.577370763968339"
"Never","2003","35-65 y.","lower secondary degree","2673","0.627145979033379","0.612744478802128","0.641547479264631"
"Never","2003","35-65 y.","secondary school degree","2303","0.58658355123654","0.571334197639246","0.601832904833835"
"Never","2003","35-65 y.","college entrance qualification","1570","0.487927691196663","0.470718837031417","0.505136545361908"
"Never","2003","35-65 y.","Other degree","569","0.658344490035201","0.626628934263903","0.6900600458065"
"Never","2003","35-65 y.","no degree/no degree yet","115","0.674223418044969","0.601830346984635","0.746616489105302"
"Never","2003","66 and older","lower secondary degree","1736","0.731847653067509","0.71412808405802","0.749567222076998"
"Never","2003","66 and older","secondary school degree","368","0.704371086991677","0.664844681270234","0.743897492713121"
"Never","2003","66 and older","college entrance qualification","337","0.637981218811369","0.595898990716063","0.680063446906674"
"Never","2003","66 and older","Other degree","127","0.802925013387767","0.743819674254721","0.862030352520813"
"Never","2003","66 and older","no degree/no degree yet","45","0.719122501698749","0.608144288142867","0.830100715254631"
"Very often","2004","16-34 y.","lower secondary degree","","","",""
"Very often","2004","16-34 y.","secondary school degree","","","",""
"Very often","2004","16-34 y.","college entrance qualification","","","",""
"Very often","2004","16-34 y.","Other degree","","","",""
"Very often","2004","16-34 y.","no degree/no degree yet","","","",""
"Very often","2004","35-65 y.","lower secondary degree","","","",""
"Very often","2004","35-65 y.","secondary school degree","","","",""
"Very often","2004","35-65 y.","college entrance qualification","","","",""
"Very often","2004","35-65 y.","Other degree","","","",""
"Very often","2004","35-65 y.","no degree/no degree yet","","","",""
"Very often","2004","66 and older","lower secondary degree","","","",""
"Very often","2004","66 and older","secondary school degree","","","",""
"Very often","2004","66 and older","college entrance qualification","","","",""
"Very often","2004","66 and older","Other degree","","","",""
"Very often","2004","66 and older","no degree/no degree yet","","","",""
"Often","2004","16-34 y.","lower secondary degree","","","",""
"Often","2004","16-34 y.","secondary school degree","","","",""
"Often","2004","16-34 y.","college entrance qualification","","","",""
"Often","2004","16-34 y.","Other degree","","","",""
"Often","2004","16-34 y.","no degree/no degree yet","","","",""
"Often","2004","35-65 y.","lower secondary degree","","","",""
"Often","2004","35-65 y.","secondary school degree","","","",""
"Often","2004","35-65 y.","college entrance qualification","","","",""
"Often","2004","35-65 y.","Other degree","","","",""
"Often","2004","35-65 y.","no degree/no degree yet","","","",""
"Often","2004","66 and older","lower secondary degree","","","",""
"Often","2004","66 and older","secondary school degree","","","",""
"Often","2004","66 and older","college entrance qualification","","","",""
"Often","2004","66 and older","Other degree","","","",""
"Often","2004","66 and older","no degree/no degree yet","","","",""
"Sometimes","2004","16-34 y.","lower secondary degree","","","",""
"Sometimes","2004","16-34 y.","secondary school degree","","","",""
"Sometimes","2004","16-34 y.","college entrance qualification","","","",""
"Sometimes","2004","16-34 y.","Other degree","","","",""
"Sometimes","2004","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2004","35-65 y.","lower secondary degree","","","",""
"Sometimes","2004","35-65 y.","secondary school degree","","","",""
"Sometimes","2004","35-65 y.","college entrance qualification","","","",""
"Sometimes","2004","35-65 y.","Other degree","","","",""
"Sometimes","2004","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2004","66 and older","lower secondary degree","","","",""
"Sometimes","2004","66 and older","secondary school degree","","","",""
"Sometimes","2004","66 and older","college entrance qualification","","","",""
"Sometimes","2004","66 and older","Other degree","","","",""
"Sometimes","2004","66 and older","no degree/no degree yet","","","",""
"Rarely","2004","16-34 y.","lower secondary degree","","","",""
"Rarely","2004","16-34 y.","secondary school degree","","","",""
"Rarely","2004","16-34 y.","college entrance qualification","","","",""
"Rarely","2004","16-34 y.","Other degree","","","",""
"Rarely","2004","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2004","35-65 y.","lower secondary degree","","","",""
"Rarely","2004","35-65 y.","secondary school degree","","","",""
"Rarely","2004","35-65 y.","college entrance qualification","","","",""
"Rarely","2004","35-65 y.","Other degree","","","",""
"Rarely","2004","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2004","66 and older","lower secondary degree","","","",""
"Rarely","2004","66 and older","secondary school degree","","","",""
"Rarely","2004","66 and older","college entrance qualification","","","",""
"Rarely","2004","66 and older","Other degree","","","",""
"Rarely","2004","66 and older","no degree/no degree yet","","","",""
"Never","2004","16-34 y.","lower secondary degree","","","",""
"Never","2004","16-34 y.","secondary school degree","","","",""
"Never","2004","16-34 y.","college entrance qualification","","","",""
"Never","2004","16-34 y.","Other degree","","","",""
"Never","2004","16-34 y.","no degree/no degree yet","","","",""
"Never","2004","35-65 y.","lower secondary degree","","","",""
"Never","2004","35-65 y.","secondary school degree","","","",""
"Never","2004","35-65 y.","college entrance qualification","","","",""
"Never","2004","35-65 y.","Other degree","","","",""
"Never","2004","35-65 y.","no degree/no degree yet","","","",""
"Never","2004","66 and older","lower secondary degree","","","",""
"Never","2004","66 and older","secondary school degree","","","",""
"Never","2004","66 and older","college entrance qualification","","","",""
"Never","2004","66 and older","Other degree","","","",""
"Never","2004","66 and older","no degree/no degree yet","","","",""
"Very often","2005","16-34 y.","lower secondary degree","","","",""
"Very often","2005","16-34 y.","secondary school degree","","","",""
"Very often","2005","16-34 y.","college entrance qualification","","","",""
"Very often","2005","16-34 y.","Other degree","","","",""
"Very often","2005","16-34 y.","no degree/no degree yet","","","",""
"Very often","2005","35-65 y.","lower secondary degree","","","",""
"Very often","2005","35-65 y.","secondary school degree","","","",""
"Very often","2005","35-65 y.","college entrance qualification","","","",""
"Very often","2005","35-65 y.","Other degree","","","",""
"Very often","2005","35-65 y.","no degree/no degree yet","","","",""
"Very often","2005","66 and older","lower secondary degree","","","",""
"Very often","2005","66 and older","secondary school degree","","","",""
"Very often","2005","66 and older","college entrance qualification","","","",""
"Very often","2005","66 and older","Other degree","","","",""
"Very often","2005","66 and older","no degree/no degree yet","","","",""
"Often","2005","16-34 y.","lower secondary degree","","","",""
"Often","2005","16-34 y.","secondary school degree","","","",""
"Often","2005","16-34 y.","college entrance qualification","","","",""
"Often","2005","16-34 y.","Other degree","","","",""
"Often","2005","16-34 y.","no degree/no degree yet","","","",""
"Often","2005","35-65 y.","lower secondary degree","","","",""
"Often","2005","35-65 y.","secondary school degree","","","",""
"Often","2005","35-65 y.","college entrance qualification","","","",""
"Often","2005","35-65 y.","Other degree","","","",""
"Often","2005","35-65 y.","no degree/no degree yet","","","",""
"Often","2005","66 and older","lower secondary degree","","","",""
"Often","2005","66 and older","secondary school degree","","","",""
"Often","2005","66 and older","college entrance qualification","","","",""
"Often","2005","66 and older","Other degree","","","",""
"Often","2005","66 and older","no degree/no degree yet","","","",""
"Sometimes","2005","16-34 y.","lower secondary degree","","","",""
"Sometimes","2005","16-34 y.","secondary school degree","","","",""
"Sometimes","2005","16-34 y.","college entrance qualification","","","",""
"Sometimes","2005","16-34 y.","Other degree","","","",""
"Sometimes","2005","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2005","35-65 y.","lower secondary degree","","","",""
"Sometimes","2005","35-65 y.","secondary school degree","","","",""
"Sometimes","2005","35-65 y.","college entrance qualification","","","",""
"Sometimes","2005","35-65 y.","Other degree","","","",""
"Sometimes","2005","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2005","66 and older","lower secondary degree","","","",""
"Sometimes","2005","66 and older","secondary school degree","","","",""
"Sometimes","2005","66 and older","college entrance qualification","","","",""
"Sometimes","2005","66 and older","Other degree","","","",""
"Sometimes","2005","66 and older","no degree/no degree yet","","","",""
"Rarely","2005","16-34 y.","lower secondary degree","","","",""
"Rarely","2005","16-34 y.","secondary school degree","","","",""
"Rarely","2005","16-34 y.","college entrance qualification","","","",""
"Rarely","2005","16-34 y.","Other degree","","","",""
"Rarely","2005","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2005","35-65 y.","lower secondary degree","","","",""
"Rarely","2005","35-65 y.","secondary school degree","","","",""
"Rarely","2005","35-65 y.","college entrance qualification","","","",""
"Rarely","2005","35-65 y.","Other degree","","","",""
"Rarely","2005","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2005","66 and older","lower secondary degree","","","",""
"Rarely","2005","66 and older","secondary school degree","","","",""
"Rarely","2005","66 and older","college entrance qualification","","","",""
"Rarely","2005","66 and older","Other degree","","","",""
"Rarely","2005","66 and older","no degree/no degree yet","","","",""
"Never","2005","16-34 y.","lower secondary degree","","","",""
"Never","2005","16-34 y.","secondary school degree","","","",""
"Never","2005","16-34 y.","college entrance qualification","","","",""
"Never","2005","16-34 y.","Other degree","","","",""
"Never","2005","16-34 y.","no degree/no degree yet","","","",""
"Never","2005","35-65 y.","lower secondary degree","","","",""
"Never","2005","35-65 y.","secondary school degree","","","",""
"Never","2005","35-65 y.","college entrance qualification","","","",""
"Never","2005","35-65 y.","Other degree","","","",""
"Never","2005","35-65 y.","no degree/no degree yet","","","",""
"Never","2005","66 and older","lower secondary degree","","","",""
"Never","2005","66 and older","secondary school degree","","","",""
"Never","2005","66 and older","college entrance qualification","","","",""
"Never","2005","66 and older","Other degree","","","",""
"Never","2005","66 and older","no degree/no degree yet","","","",""
"Very often","2006","16-34 y.","lower secondary degree","","","",""
"Very often","2006","16-34 y.","secondary school degree","","","",""
"Very often","2006","16-34 y.","college entrance qualification","","","",""
"Very often","2006","16-34 y.","Other degree","","","",""
"Very often","2006","16-34 y.","no degree/no degree yet","","","",""
"Very often","2006","35-65 y.","lower secondary degree","","","",""
"Very often","2006","35-65 y.","secondary school degree","","","",""
"Very often","2006","35-65 y.","college entrance qualification","","","",""
"Very often","2006","35-65 y.","Other degree","","","",""
"Very often","2006","35-65 y.","no degree/no degree yet","","","",""
"Very often","2006","66 and older","lower secondary degree","","","",""
"Very often","2006","66 and older","secondary school degree","","","",""
"Very often","2006","66 and older","college entrance qualification","","","",""
"Very often","2006","66 and older","Other degree","","","",""
"Very often","2006","66 and older","no degree/no degree yet","","","",""
"Often","2006","16-34 y.","lower secondary degree","","","",""
"Often","2006","16-34 y.","secondary school degree","","","",""
"Often","2006","16-34 y.","college entrance qualification","","","",""
"Often","2006","16-34 y.","Other degree","","","",""
"Often","2006","16-34 y.","no degree/no degree yet","","","",""
"Often","2006","35-65 y.","lower secondary degree","","","",""
"Often","2006","35-65 y.","secondary school degree","","","",""
"Often","2006","35-65 y.","college entrance qualification","","","",""
"Often","2006","35-65 y.","Other degree","","","",""
"Often","2006","35-65 y.","no degree/no degree yet","","","",""
"Often","2006","66 and older","lower secondary degree","","","",""
"Often","2006","66 and older","secondary school degree","","","",""
"Often","2006","66 and older","college entrance qualification","","","",""
"Often","2006","66 and older","Other degree","","","",""
"Often","2006","66 and older","no degree/no degree yet","","","",""
"Sometimes","2006","16-34 y.","lower secondary degree","","","",""
"Sometimes","2006","16-34 y.","secondary school degree","","","",""
"Sometimes","2006","16-34 y.","college entrance qualification","","","",""
"Sometimes","2006","16-34 y.","Other degree","","","",""
"Sometimes","2006","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2006","35-65 y.","lower secondary degree","","","",""
"Sometimes","2006","35-65 y.","secondary school degree","","","",""
"Sometimes","2006","35-65 y.","college entrance qualification","","","",""
"Sometimes","2006","35-65 y.","Other degree","","","",""
"Sometimes","2006","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2006","66 and older","lower secondary degree","","","",""
"Sometimes","2006","66 and older","secondary school degree","","","",""
"Sometimes","2006","66 and older","college entrance qualification","","","",""
"Sometimes","2006","66 and older","Other degree","","","",""
"Sometimes","2006","66 and older","no degree/no degree yet","","","",""
"Rarely","2006","16-34 y.","lower secondary degree","","","",""
"Rarely","2006","16-34 y.","secondary school degree","","","",""
"Rarely","2006","16-34 y.","college entrance qualification","","","",""
"Rarely","2006","16-34 y.","Other degree","","","",""
"Rarely","2006","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2006","35-65 y.","lower secondary degree","","","",""
"Rarely","2006","35-65 y.","secondary school degree","","","",""
"Rarely","2006","35-65 y.","college entrance qualification","","","",""
"Rarely","2006","35-65 y.","Other degree","","","",""
"Rarely","2006","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2006","66 and older","lower secondary degree","","","",""
"Rarely","2006","66 and older","secondary school degree","","","",""
"Rarely","2006","66 and older","college entrance qualification","","","",""
"Rarely","2006","66 and older","Other degree","","","",""
"Rarely","2006","66 and older","no degree/no degree yet","","","",""
"Never","2006","16-34 y.","lower secondary degree","","","",""
"Never","2006","16-34 y.","secondary school degree","","","",""
"Never","2006","16-34 y.","college entrance qualification","","","",""
"Never","2006","16-34 y.","Other degree","","","",""
"Never","2006","16-34 y.","no degree/no degree yet","","","",""
"Never","2006","35-65 y.","lower secondary degree","","","",""
"Never","2006","35-65 y.","secondary school degree","","","",""
"Never","2006","35-65 y.","college entrance qualification","","","",""
"Never","2006","35-65 y.","Other degree","","","",""
"Never","2006","35-65 y.","no degree/no degree yet","","","",""
"Never","2006","66 and older","lower secondary degree","","","",""
"Never","2006","66 and older","secondary school degree","","","",""
"Never","2006","66 and older","college entrance qualification","","","",""
"Never","2006","66 and older","Other degree","","","",""
"Never","2006","66 and older","no degree/no degree yet","","","",""
"Very often","2007","16-34 y.","lower secondary degree","","","",""
"Very often","2007","16-34 y.","secondary school degree","","","",""
"Very often","2007","16-34 y.","college entrance qualification","","","",""
"Very often","2007","16-34 y.","Other degree","","","",""
"Very often","2007","16-34 y.","no degree/no degree yet","","","",""
"Very often","2007","35-65 y.","lower secondary degree","","","",""
"Very often","2007","35-65 y.","secondary school degree","","","",""
"Very often","2007","35-65 y.","college entrance qualification","","","",""
"Very often","2007","35-65 y.","Other degree","","","",""
"Very often","2007","35-65 y.","no degree/no degree yet","","","",""
"Very often","2007","66 and older","lower secondary degree","","","",""
"Very often","2007","66 and older","secondary school degree","","","",""
"Very often","2007","66 and older","college entrance qualification","","","",""
"Very often","2007","66 and older","Other degree","","","",""
"Very often","2007","66 and older","no degree/no degree yet","","","",""
"Often","2007","16-34 y.","lower secondary degree","","","",""
"Often","2007","16-34 y.","secondary school degree","","","",""
"Often","2007","16-34 y.","college entrance qualification","","","",""
"Often","2007","16-34 y.","Other degree","","","",""
"Often","2007","16-34 y.","no degree/no degree yet","","","",""
"Often","2007","35-65 y.","lower secondary degree","","","",""
"Often","2007","35-65 y.","secondary school degree","","","",""
"Often","2007","35-65 y.","college entrance qualification","","","",""
"Often","2007","35-65 y.","Other degree","","","",""
"Often","2007","35-65 y.","no degree/no degree yet","","","",""
"Often","2007","66 and older","lower secondary degree","","","",""
"Often","2007","66 and older","secondary school degree","","","",""
"Often","2007","66 and older","college entrance qualification","","","",""
"Often","2007","66 and older","Other degree","","","",""
"Often","2007","66 and older","no degree/no degree yet","","","",""
"Sometimes","2007","16-34 y.","lower secondary degree","","","",""
"Sometimes","2007","16-34 y.","secondary school degree","","","",""
"Sometimes","2007","16-34 y.","college entrance qualification","","","",""
"Sometimes","2007","16-34 y.","Other degree","","","",""
"Sometimes","2007","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2007","35-65 y.","lower secondary degree","","","",""
"Sometimes","2007","35-65 y.","secondary school degree","","","",""
"Sometimes","2007","35-65 y.","college entrance qualification","","","",""
"Sometimes","2007","35-65 y.","Other degree","","","",""
"Sometimes","2007","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2007","66 and older","lower secondary degree","","","",""
"Sometimes","2007","66 and older","secondary school degree","","","",""
"Sometimes","2007","66 and older","college entrance qualification","","","",""
"Sometimes","2007","66 and older","Other degree","","","",""
"Sometimes","2007","66 and older","no degree/no degree yet","","","",""
"Rarely","2007","16-34 y.","lower secondary degree","","","",""
"Rarely","2007","16-34 y.","secondary school degree","","","",""
"Rarely","2007","16-34 y.","college entrance qualification","","","",""
"Rarely","2007","16-34 y.","Other degree","","","",""
"Rarely","2007","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2007","35-65 y.","lower secondary degree","","","",""
"Rarely","2007","35-65 y.","secondary school degree","","","",""
"Rarely","2007","35-65 y.","college entrance qualification","","","",""
"Rarely","2007","35-65 y.","Other degree","","","",""
"Rarely","2007","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2007","66 and older","lower secondary degree","","","",""
"Rarely","2007","66 and older","secondary school degree","","","",""
"Rarely","2007","66 and older","college entrance qualification","","","",""
"Rarely","2007","66 and older","Other degree","","","",""
"Rarely","2007","66 and older","no degree/no degree yet","","","",""
"Never","2007","16-34 y.","lower secondary degree","","","",""
"Never","2007","16-34 y.","secondary school degree","","","",""
"Never","2007","16-34 y.","college entrance qualification","","","",""
"Never","2007","16-34 y.","Other degree","","","",""
"Never","2007","16-34 y.","no degree/no degree yet","","","",""
"Never","2007","35-65 y.","lower secondary degree","","","",""
"Never","2007","35-65 y.","secondary school degree","","","",""
"Never","2007","35-65 y.","college entrance qualification","","","",""
"Never","2007","35-65 y.","Other degree","","","",""
"Never","2007","35-65 y.","no degree/no degree yet","","","",""
"Never","2007","66 and older","lower secondary degree","","","",""
"Never","2007","66 and older","secondary school degree","","","",""
"Never","2007","66 and older","college entrance qualification","","","",""
"Never","2007","66 and older","Other degree","","","",""
"Never","2007","66 and older","no degree/no degree yet","","","",""
"Very often","2008","16-34 y.","lower secondary degree","42","0.0779288871069651","0.0576314065073515","0.0982263677065787"
"Very often","2008","16-34 y.","secondary school degree","91","0.0608679136858262","0.0478410910439356","0.0738947363277168"
"Very often","2008","16-34 y.","college entrance qualification","110","0.078494114178351","0.0645885917445304","0.0923996366121716"
"Very often","2008","16-34 y.","Other degree","4","","",""
"Very often","2008","16-34 y.","no degree/no degree yet","20","","",""
"Very often","2008","35-65 y.","lower secondary degree","188","0.0601090716824523","0.051832237704785","0.0683859056601196"
"Very often","2008","35-65 y.","secondary school degree","188","0.0476132646129692","0.0407994968819812","0.0544270323439572"
"Very often","2008","35-65 y.","college entrance qualification","178","0.0560370693484579","0.0477529935416469","0.0643211451552689"
"Very often","2008","35-65 y.","Other degree","23","","",""
"Very often","2008","35-65 y.","no degree/no degree yet","4","","",""
"Very often","2008","66 and older","lower secondary degree","77","0.0303929602886555","0.0238184301118243","0.0369674904654866"
"Very often","2008","66 and older","secondary school degree","28","","",""
"Very often","2008","66 and older","college entrance qualification","20","","",""
"Very often","2008","66 and older","Other degree","8","","",""
"Very often","2008","66 and older","no degree/no degree yet","2","","",""
"Often","2008","16-34 y.","lower secondary degree","65","0.118830562688702","0.094328396608996","0.143332728768408"
"Often","2008","16-34 y.","secondary school degree","138","0.108680203183495","0.0917222688190704","0.12563813754792"
"Often","2008","16-34 y.","college entrance qualification","156","0.103963632280653","0.0881830418746075","0.119744222686698"
"Often","2008","16-34 y.","Other degree","9","","",""
"Often","2008","16-34 y.","no degree/no degree yet","38","0.0945278124543761","0.0655292096344514","0.123526415274301"
"Often","2008","35-65 y.","lower secondary degree","282","0.0872462614062746","0.0774196059769627","0.0970729168355865"
"Often","2008","35-65 y.","secondary school degree","339","0.0964162401260706","0.0869718051617284","0.105860675090413"
"Often","2008","35-65 y.","college entrance qualification","367","0.115808807263631","0.104282962285908","0.127334652241353"
"Often","2008","35-65 y.","Other degree","47","0.0796212135161587","0.058278405894173","0.100964021138144"
"Often","2008","35-65 y.","no degree/no degree yet","6","","",""
"Often","2008","66 and older","lower secondary degree","153","0.0621231881029943","0.0528787587333746","0.071367617472614"
"Often","2008","66 and older","secondary school degree","27","","",""
"Often","2008","66 and older","college entrance qualification","47","0.0767912379548989","0.0574498251297786","0.0961326507800193"
"Often","2008","66 and older","Other degree","10","","",""
"Often","2008","66 and older","no degree/no degree yet","4","","",""
"Sometimes","2008","16-34 y.","lower secondary degree","77","0.110415707782485","0.0866845092333424","0.134146906331627"
"Sometimes","2008","16-34 y.","secondary school degree","126","0.104478194084579","0.0878121754100464","0.121144212759112"
"Sometimes","2008","16-34 y.","college entrance qualification","138","0.0855471115831554","0.0710859542793238","0.100008268886987"
"Sometimes","2008","16-34 y.","Other degree","11","","",""
"Sometimes","2008","16-34 y.","no degree/no degree yet","35","0.108508280633075","0.0776799640593217","0.139336597206829"
"Sometimes","2008","35-65 y.","lower secondary degree","300","0.0887929350768092","0.0788879631333743","0.0986979070202442"
"Sometimes","2008","35-65 y.","secondary school degree","440","0.127839778401257","0.1171554354871","0.138524121315415"
"Sometimes","2008","35-65 y.","college entrance qualification","395","0.127848390842852","0.11582096982556","0.139875811860144"
"Sometimes","2008","35-65 y.","Other degree","68","0.105101388398055","0.0809220174974763","0.129280759298633"
"Sometimes","2008","35-65 y.","no degree/no degree yet","13","","",""
"Sometimes","2008","66 and older","lower secondary degree","195","0.0734542133315321","0.0634629100832415","0.0834455165798227"
"Sometimes","2008","66 and older","secondary school degree","58","0.0818641394793484","0.0614227980123408","0.102305480946356"
"Sometimes","2008","66 and older","college entrance qualification","69","0.080272907892628","0.0605352149258245","0.100010600859432"
"Sometimes","2008","66 and older","Other degree","12","","",""
"Sometimes","2008","66 and older","no degree/no degree yet","5","","",""
"Rarely","2008","16-34 y.","lower secondary degree","96","0.151769760623361","0.12460160290707","0.178937918339651"
"Rarely","2008","16-34 y.","secondary school degree","243","0.178310918174942","0.157455270609647","0.199166565740236"
"Rarely","2008","16-34 y.","college entrance qualification","267","0.194765432425825","0.174289822290052","0.215241042561598"
"Rarely","2008","16-34 y.","Other degree","19","","",""
"Rarely","2008","16-34 y.","no degree/no degree yet","85","0.244138756464968","0.201559397853443","0.286718115076494"
"Rarely","2008","35-65 y.","lower secondary degree","575","0.170084231862946","0.157001316280461","0.18316714744543"
"Rarely","2008","35-65 y.","secondary school degree","741","0.193444385915614","0.180805409584601","0.206083362246627"
"Rarely","2008","35-65 y.","college entrance qualification","564","0.203705550453345","0.189198899455401","0.218212201451289"
"Rarely","2008","35-65 y.","Other degree","95","0.16815395794456","0.138667074183655","0.197640841705465"
"Rarely","2008","35-65 y.","no degree/no degree yet","10","","",""
