"pld0045","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2003","inadequately","Urban Area","11","","","","3"
"Sometimes","2003","inadequately","Rural Area","4","","","","3"
"Sometimes","2003","general elemantary","Urban Area","144","0.0626185129747927","0.0515933328094339","0.0736436931401516","3"
"Sometimes","2003","general elemantary","Rural Area","99","0.117503667823331","0.0963118385171194","0.138695497129542","3"
"Very often","2003","in school","Urban Area","28","","","","1"
"Very often","2003","in school","Rural Area","10","","","","1"
"Very often","2003","inadequately","Urban Area","12","","","","1"
"Very often","2003","inadequately","Rural Area","1","","","","1"
"Very often","2003","general elemantary","Urban Area","81","0.0459544110143172","0.0364259162401244","0.05548290578851","1"
"Very often","2003","general elemantary","Rural Area","39","0.0396620073401885","0.0268184395679953","0.0525055751123816","1"
"Very often","2003","middle vocational","Urban Area","293","0.0376131649579999","0.0331963518648302","0.0420299780511697","1"
"Very often","2003","middle vocational","Rural Area","178","0.0515456584528618","0.0446763848399843","0.0584149320657394","1"
"Very often","2003","vocational + Abi","Urban Area","50","0.0576101879572555","0.042345022685741","0.07287535322877","1"
"Very often","2003","vocational + Abi","Rural Area","23","","","","1"
"Very often","2003","higher vocational","Urban Area","55","0.0573551819531837","0.0435069529768317","0.0712034109295358","1"
"Very often","2003","higher vocational","Rural Area","36","0.0743496318713234","0.0533759944766514","0.0953232692659954","1"
"Very often","2003","higher education","Urban Area","159","0.0510887632008176","0.0433305193547211","0.0588470070469142","1"
"Very often","2003","higher education","Rural Area","77","0.0501503699333714","0.0380463014764357","0.0622544383903071","1"
"Never","2004","higher education","Rural Area","","","","","5"
"Never","2004","higher vocational","Urban Area","","","","","5"
"Never","2004","higher vocational","Rural Area","","","","","5"
"Never","2004","higher education","Urban Area","","","","","5"
"Never","2004","in school","Urban Area","","","","","5"
"Never","2004","in school","Rural Area","","","","","5"
"Never","2004","inadequately","Urban Area","","","","","5"
"Never","2004","inadequately","Rural Area","","","","","5"
"Never","2004","general elemantary","Urban Area","","","","","5"
"Never","2004","general elemantary","Rural Area","","","","","5"
"Never","2004","middle vocational","Urban Area","","","","","5"
"Never","2004","middle vocational","Rural Area","","","","","5"
"Never","2004","vocational + Abi","Urban Area","","","","","5"
"Never","2004","vocational + Abi","Rural Area","","","","","5"
"Often","2004","vocational + Abi","Rural Area","","","","","2"
"Often","2004","higher vocational","Urban Area","","","","","2"
"Often","2004","higher vocational","Rural Area","","","","","2"
"Often","2004","higher education","Urban Area","","","","","2"
"Often","2004","in school","Urban Area","","","","","2"
"Often","2004","in school","Rural Area","","","","","2"
"Often","2004","inadequately","Urban Area","","","","","2"
"Often","2004","inadequately","Rural Area","","","","","2"
"Often","2004","general elemantary","Urban Area","","","","","2"
"Often","2004","general elemantary","Rural Area","","","","","2"
"Often","2004","middle vocational","Urban Area","","","","","2"
"Often","2004","middle vocational","Rural Area","","","","","2"
"Often","2004","vocational + Abi","Urban Area","","","","","2"
"Often","2004","higher education","Rural Area","","","","","2"
"Rarely","2004","higher vocational","Rural Area","","","","","4"
"Rarely","2004","higher education","Urban Area","","","","","4"
"Rarely","2004","higher education","Rural Area","","","","","4"
"Rarely","2004","general elemantary","Rural Area","","","","","4"
"Rarely","2004","middle vocational","Urban Area","","","","","4"
"Rarely","2004","middle vocational","Rural Area","","","","","4"
"Rarely","2004","vocational + Abi","Urban Area","","","","","4"
"Rarely","2004","vocational + Abi","Rural Area","","","","","4"
"Rarely","2004","higher vocational","Urban Area","","","","","4"
"Rarely","2004","in school","Urban Area","","","","","4"
"Rarely","2004","in school","Rural Area","","","","","4"
"Rarely","2004","inadequately","Urban Area","","","","","4"
"Rarely","2004","inadequately","Rural Area","","","","","4"
"Rarely","2004","general elemantary","Urban Area","","","","","4"
"Sometimes","2004","middle vocational","Urban Area","","","","","3"
"Sometimes","2004","middle vocational","Rural Area","","","","","3"
"Sometimes","2004","higher vocational","Rural Area","","","","","3"
"Sometimes","2004","higher education","Urban Area","","","","","3"
"Sometimes","2004","higher education","Rural Area","","","","","3"
"Sometimes","2004","vocational + Abi","Urban Area","","","","","3"
"Sometimes","2004","vocational + Abi","Rural Area","","","","","3"
"Sometimes","2004","higher vocational","Urban Area","","","","","3"
"Sometimes","2004","in school","Urban Area","","","","","3"
"Sometimes","2004","in school","Rural Area","","","","","3"
"Sometimes","2004","inadequately","Urban Area","","","","","3"
"Sometimes","2004","inadequately","Rural Area","","","","","3"
"Sometimes","2004","general elemantary","Urban Area","","","","","3"
"Sometimes","2004","general elemantary","Rural Area","","","","","3"
"Very often","2004","in school","Urban Area","","","","","1"
"Very often","2004","in school","Rural Area","","","","","1"
"Very often","2004","inadequately","Urban Area","","","","","1"
"Very often","2004","inadequately","Rural Area","","","","","1"
"Very often","2004","general elemantary","Urban Area","","","","","1"
"Very often","2004","general elemantary","Rural Area","","","","","1"
"Very often","2004","middle vocational","Urban Area","","","","","1"
"Very often","2004","middle vocational","Rural Area","","","","","1"
"Very often","2004","vocational + Abi","Urban Area","","","","","1"
"Very often","2004","vocational + Abi","Rural Area","","","","","1"
"Very often","2004","higher vocational","Urban Area","","","","","1"
"Very often","2004","higher vocational","Rural Area","","","","","1"
"Very often","2004","higher education","Urban Area","","","","","1"
"Very often","2004","higher education","Rural Area","","","","","1"
"Never","2005","inadequately","Urban Area","","","","","5"
"Never","2005","inadequately","Rural Area","","","","","5"
"Never","2005","general elemantary","Urban Area","","","","","5"
"Never","2005","general elemantary","Rural Area","","","","","5"
"Never","2005","middle vocational","Urban Area","","","","","5"
"Never","2005","middle vocational","Rural Area","","","","","5"
"Never","2005","vocational + Abi","Urban Area","","","","","5"
"Never","2005","vocational + Abi","Rural Area","","","","","5"
"Never","2005","higher vocational","Urban Area","","","","","5"
"Never","2005","higher vocational","Rural Area","","","","","5"
"Never","2005","higher education","Urban Area","","","","","5"
"Never","2005","higher education","Rural Area","","","","","5"
"Never","2005","in school","Urban Area","","","","","5"
"Never","2005","in school","Rural Area","","","","","5"
"Often","2005","in school","Urban Area","","","","","2"
"Often","2005","in school","Rural Area","","","","","2"
"Often","2005","inadequately","Urban Area","","","","","2"
"Often","2005","inadequately","Rural Area","","","","","2"
"Often","2005","general elemantary","Urban Area","","","","","2"
"Often","2005","middle vocational","Urban Area","","","","","2"
"Often","2005","middle vocational","Rural Area","","","","","2"
"Often","2005","general elemantary","Rural Area","","","","","2"
"Often","2005","vocational + Abi","Urban Area","","","","","2"
"Often","2005","higher vocational","Rural Area","","","","","2"
"Often","2005","higher education","Urban Area","","","","","2"
"Often","2005","higher education","Rural Area","","","","","2"
"Often","2005","vocational + Abi","Rural Area","","","","","2"
"Often","2005","higher vocational","Urban Area","","","","","2"
"Rarely","2005","general elemantary","Rural Area","","","","","4"
"Rarely","2005","vocational + Abi","Rural Area","","","","","4"
"Rarely","2005","inadequately","Rural Area","","","","","4"
"Rarely","2005","middle vocational","Urban Area","","","","","4"
"Rarely","2005","middle vocational","Rural Area","","","","","4"
"Rarely","2005","vocational + Abi","Urban Area","","","","","4"
"Rarely","2005","in school","Urban Area","","","","","4"
"Rarely","2005","in school","Rural Area","","","","","4"
"Rarely","2005","inadequately","Urban Area","","","","","4"
"Rarely","2005","general elemantary","Urban Area","","","","","4"
"Rarely","2005","higher vocational","Urban Area","","","","","4"
"Rarely","2005","higher vocational","Rural Area","","","","","4"
"Rarely","2005","higher education","Urban Area","","","","","4"
"Rarely","2005","higher education","Rural Area","","","","","4"
"Sometimes","2005","in school","Urban Area","","","","","3"
"Sometimes","2005","middle vocational","Urban Area","","","","","3"
"Sometimes","2005","middle vocational","Rural Area","","","","","3"
"Sometimes","2005","vocational + Abi","Rural Area","","","","","3"
"Sometimes","2005","vocational + Abi","Urban Area","","","","","3"
"Sometimes","2005","higher education","Urban Area","","","","","3"
"Sometimes","2005","higher education","Rural Area","","","","","3"
"Sometimes","2005","in school","Rural Area","","","","","3"
"Sometimes","2005","inadequately","Urban Area","","","","","3"
"Sometimes","2005","inadequately","Rural Area","","","","","3"
"Sometimes","2005","general elemantary","Urban Area","","","","","3"
"Sometimes","2005","general elemantary","Rural Area","","","","","3"
"Sometimes","2005","higher vocational","Urban Area","","","","","3"
"Sometimes","2005","higher vocational","Rural Area","","","","","3"
"Very often","2005","in school","Urban Area","","","","","1"
"Very often","2005","in school","Rural Area","","","","","1"
"Very often","2005","inadequately","Urban Area","","","","","1"
"Very often","2005","inadequately","Rural Area","","","","","1"
"Very often","2005","general elemantary","Urban Area","","","","","1"
"Very often","2005","general elemantary","Rural Area","","","","","1"
"Very often","2005","middle vocational","Urban Area","","","","","1"
"Very often","2005","middle vocational","Rural Area","","","","","1"
"Very often","2005","vocational + Abi","Urban Area","","","","","1"
"Very often","2005","vocational + Abi","Rural Area","","","","","1"
"Very often","2005","higher vocational","Urban Area","","","","","1"
"Very often","2005","higher vocational","Rural Area","","","","","1"
"Very often","2005","higher education","Urban Area","","","","","1"
"Very often","2005","higher education","Rural Area","","","","","1"
"Never","2006","in school","Urban Area","","","","","5"
"Never","2006","in school","Rural Area","","","","","5"
"Never","2006","inadequately","Urban Area","","","","","5"
"Never","2006","inadequately","Rural Area","","","","","5"
"Never","2006","general elemantary","Urban Area","","","","","5"
"Never","2006","general elemantary","Rural Area","","","","","5"
"Never","2006","middle vocational","Urban Area","","","","","5"
"Never","2006","middle vocational","Rural Area","","","","","5"
"Never","2006","vocational + Abi","Urban Area","","","","","5"
"Never","2006","vocational + Abi","Rural Area","","","","","5"
"Never","2006","higher vocational","Urban Area","","","","","5"
"Never","2006","higher vocational","Rural Area","","","","","5"
"Never","2006","higher education","Urban Area","","","","","5"
"Never","2006","higher education","Rural Area","","","","","5"
"Often","2006","in school","Urban Area","","","","","2"
"Often","2006","in school","Rural Area","","","","","2"
"Often","2006","inadequately","Rural Area","","","","","2"
"Often","2006","general elemantary","Urban Area","","","","","2"
"Often","2006","inadequately","Urban Area","","","","","2"
"Often","2006","general elemantary","Rural Area","","","","","2"
"Often","2006","middle vocational","Urban Area","","","","","2"
"Often","2006","middle vocational","Rural Area","","","","","2"
"Often","2006","vocational + Abi","Urban Area","","","","","2"
"Often","2006","vocational + Abi","Rural Area","","","","","2"
"Often","2006","higher vocational","Urban Area","","","","","2"
"Often","2006","higher vocational","Rural Area","","","","","2"
"Often","2006","higher education","Urban Area","","","","","2"
"Often","2006","higher education","Rural Area","","","","","2"
"Rarely","2006","vocational + Abi","Rural Area","","","","","4"
"Rarely","2006","general elemantary","Rural Area","","","","","4"
"Rarely","2006","middle vocational","Urban Area","","","","","4"
"Rarely","2006","middle vocational","Rural Area","","","","","4"
"Rarely","2006","vocational + Abi","Urban Area","","","","","4"
"Rarely","2006","in school","Urban Area","","","","","4"
"Rarely","2006","in school","Rural Area","","","","","4"
"Rarely","2006","inadequately","Urban Area","","","","","4"
"Rarely","2006","inadequately","Rural Area","","","","","4"
"Rarely","2006","higher vocational","Urban Area","","","","","4"
"Rarely","2006","higher vocational","Rural Area","","","","","4"
"Rarely","2006","higher education","Urban Area","","","","","4"
"Rarely","2006","higher education","Rural Area","","","","","4"
"Rarely","2006","general elemantary","Urban Area","","","","","4"
"Sometimes","2006","in school","Urban Area","","","","","3"
"Sometimes","2006","in school","Rural Area","","","","","3"
"Sometimes","2006","inadequately","Urban Area","","","","","3"
"Sometimes","2006","inadequately","Rural Area","","","","","3"
"Sometimes","2006","middle vocational","Urban Area","","","","","3"
"Sometimes","2006","middle vocational","Rural Area","","","","","3"
"Sometimes","2006","vocational + Abi","Urban Area","","","","","3"
"Sometimes","2006","vocational + Abi","Rural Area","","","","","3"
"Sometimes","2006","higher vocational","Urban Area","","","","","3"
"Sometimes","2006","higher vocational","Rural Area","","","","","3"
"Sometimes","2006","higher education","Urban Area","","","","","3"
"Sometimes","2006","higher education","Rural Area","","","","","3"
"Sometimes","2006","general elemantary","Urban Area","","","","","3"
"Sometimes","2006","general elemantary","Rural Area","","","","","3"
"Very often","2006","in school","Urban Area","","","","","1"
"Very often","2006","in school","Rural Area","","","","","1"
"Very often","2006","inadequately","Urban Area","","","","","1"
"Very often","2006","inadequately","Rural Area","","","","","1"
"Very often","2006","general elemantary","Urban Area","","","","","1"
"Very often","2006","general elemantary","Rural Area","","","","","1"
"Very often","2006","middle vocational","Urban Area","","","","","1"
"Very often","2006","middle vocational","Rural Area","","","","","1"
"Very often","2006","vocational + Abi","Urban Area","","","","","1"
"Very often","2006","vocational + Abi","Rural Area","","","","","1"
"Very often","2006","higher vocational","Urban Area","","","","","1"
"Very often","2006","higher vocational","Rural Area","","","","","1"
"Very often","2006","higher education","Urban Area","","","","","1"
"Very often","2006","higher education","Rural Area","","","","","1"
"Never","2007","in school","Urban Area","","","","","5"
"Never","2007","in school","Rural Area","","","","","5"
"Never","2007","inadequately","Urban Area","","","","","5"
"Never","2007","inadequately","Rural Area","","","","","5"
"Never","2007","general elemantary","Urban Area","","","","","5"
"Never","2007","general elemantary","Rural Area","","","","","5"
"Never","2007","middle vocational","Urban Area","","","","","5"
"Never","2007","middle vocational","Rural Area","","","","","5"
"Never","2007","vocational + Abi","Urban Area","","","","","5"
"Never","2007","vocational + Abi","Rural Area","","","","","5"
"Never","2007","higher vocational","Urban Area","","","","","5"
"Never","2007","higher vocational","Rural Area","","","","","5"
"Never","2007","higher education","Urban Area","","","","","5"
"Never","2007","higher education","Rural Area","","","","","5"
"Often","2007","vocational + Abi","Urban Area","","","","","2"
"Often","2007","inadequately","Rural Area","","","","","2"
"Often","2007","general elemantary","Urban Area","","","","","2"
"Often","2007","general elemantary","Rural Area","","","","","2"
"Often","2007","middle vocational","Urban Area","","","","","2"
"Often","2007","middle vocational","Rural Area","","","","","2"
"Often","2007","in school","Urban Area","","","","","2"
"Often","2007","in school","Rural Area","","","","","2"
"Often","2007","inadequately","Urban Area","","","","","2"
"Often","2007","vocational + Abi","Rural Area","","","","","2"
"Often","2007","higher vocational","Urban Area","","","","","2"
"Often","2007","higher vocational","Rural Area","","","","","2"
"Often","2007","higher education","Urban Area","","","","","2"
"Often","2007","higher education","Rural Area","","","","","2"
"Rarely","2007","general elemantary","Rural Area","","","","","4"
"Rarely","2007","middle vocational","Urban Area","","","","","4"
"Rarely","2007","middle vocational","Rural Area","","","","","4"
"Rarely","2007","vocational + Abi","Urban Area","","","","","4"
"Rarely","2007","vocational + Abi","Rural Area","","","","","4"
"Rarely","2007","in school","Urban Area","","","","","4"
"Rarely","2007","in school","Rural Area","","","","","4"
"Rarely","2007","inadequately","Urban Area","","","","","4"
"Rarely","2007","inadequately","Rural Area","","","","","4"
"Rarely","2007","general elemantary","Urban Area","","","","","4"
"Rarely","2007","higher vocational","Urban Area","","","","","4"
"Rarely","2007","higher vocational","Rural Area","","","","","4"
"Rarely","2007","higher education","Urban Area","","","","","4"
"Rarely","2007","higher education","Rural Area","","","","","4"
"Sometimes","2007","inadequately","Rural Area","","","","","3"
"Sometimes","2007","general elemantary","Urban Area","","","","","3"
"Sometimes","2007","general elemantary","Rural Area","","","","","3"
"Sometimes","2007","in school","Urban Area","","","","","3"
"Sometimes","2007","in school","Rural Area","","","","","3"
"Sometimes","2007","inadequately","Urban Area","","","","","3"
"Sometimes","2007","middle vocational","Urban Area","","","","","3"
"Sometimes","2007","middle vocational","Rural Area","","","","","3"
"Sometimes","2007","vocational + Abi","Urban Area","","","","","3"
"Sometimes","2007","vocational + Abi","Rural Area","","","","","3"
"Sometimes","2007","higher vocational","Urban Area","","","","","3"
"Sometimes","2007","higher vocational","Rural Area","","","","","3"
"Sometimes","2007","higher education","Urban Area","","","","","3"
"Sometimes","2007","higher education","Rural Area","","","","","3"
"Very often","2007","in school","Urban Area","","","","","1"
"Very often","2007","in school","Rural Area","","","","","1"
"Very often","2007","inadequately","Urban Area","","","","","1"
"Very often","2007","inadequately","Rural Area","","","","","1"
"Very often","2007","general elemantary","Urban Area","","","","","1"
"Very often","2007","general elemantary","Rural Area","","","","","1"
"Very often","2007","middle vocational","Urban Area","","","","","1"
"Very often","2007","middle vocational","Rural Area","","","","","1"
"Very often","2007","vocational + Abi","Urban Area","","","","","1"
"Very often","2007","vocational + Abi","Rural Area","","","","","1"
"Very often","2007","higher vocational","Urban Area","","","","","1"
"Very often","2007","higher vocational","Rural Area","","","","","1"
"Very often","2007","higher education","Urban Area","","","","","1"
"Very often","2007","higher education","Rural Area","","","","","1"
"Never","2008","general elemantary","Rural Area","406","0.592246566403847","0.555365285756125","0.629127847051569","5"
"Never","2008","middle vocational","Urban Area","3829","0.621970117002627","0.609854306865936","0.634085927139318","5"
"Never","2008","middle vocational","Rural Area","1980","0.551754913626096","0.535432352821803","0.568077474430389","5"
"Never","2008","vocational + Abi","Urban Area","487","0.596105961306875","0.562562518423266","0.629649404190485","5"
"Never","2008","vocational + Abi","Rural Area","122","0.385978552130368","0.328230129720377","0.443726974540358","5"
"Never","2008","higher vocational","Urban Area","511","0.596082919989136","0.563755138373716","0.628410701604556","5"
"Never","2008","higher vocational","Rural Area","252","0.471836733071529","0.429256199373569","0.514417266769488","5"
"Never","2008","higher education","Urban Area","1666","0.552565867285001","0.534737384854881","0.570394349715122","5"
"Never","2008","higher education","Rural Area","543","0.450037160194225","0.421900830258675","0.478173490129775","5"
"Never","2008","in school","Urban Area","128","0.478904450096861","0.415169858385691","0.542639041808032","5"
"Never","2008","in school","Rural Area","59","0.462789561165824","0.372441433088198","0.55313768924345","5"
"Never","2008","inadequately","Urban Area","89","0.707688488226837","0.630098595668351","0.785278380785324","5"
"Never","2008","inadequately","Rural Area","30","0.558364313434192","0.419323929752779","0.697404697115605","5"
"Never","2008","general elemantary","Urban Area","884","0.654763299752376","0.629297433995542","0.680229165509211","5"
"Often","2008","inadequately","Rural Area","4","","","","2"
"Often","2008","general elemantary","Urban Area","93","0.0805497946315526","0.0659732653853063","0.0951263238777988","2"
"Often","2008","general elemantary","Rural Area","54","0.0773363022706033","0.0572883822067928","0.0973842223344138","2"
"Often","2008","middle vocational","Urban Area","484","0.0799257512925346","0.0731499691340036","0.0867015334510655","2"
"Often","2008","middle vocational","Rural Area","351","0.100141350384563","0.0902887404110089","0.109993960358118","2"
"Often","2008","vocational + Abi","Urban Area","72","0.0776226519251663","0.0593306712146751","0.0959146326356574","2"
"Often","2008","in school","Urban Area","19","","","","2"
"Often","2008","in school","Rural Area","14","","","","2"
"Often","2008","inadequately","Urban Area","8","","","","2"
"Often","2008","higher vocational","Rural Area","48","0.0904896622615068","0.0660196361228824","0.114959688400131","2"
"Often","2008","higher education","Urban Area","279","0.0903326048662191","0.0800543028268249","0.100610906905613","2"
"Often","2008","higher education","Rural Area","154","0.147804185514491","0.12773223155975","0.167876139469232","2"
"Often","2008","vocational + Abi","Rural Area","44","0.167564305405903","0.123261332510542","0.211867278301265","2"
"Often","2008","higher vocational","Urban Area","80","0.0855758925300355","0.0671458639833258","0.104005921076745","2"
"Rarely","2008","middle vocational","Urban Area","978","0.161424469525747","0.152231402845108","0.170617536206386","4"
"Rarely","2008","vocational + Abi","Rural Area","57","0.229321743288564","0.179453285460168","0.279190201116959","4"
"Rarely","2008","higher vocational","Urban Area","160","0.152347708692301","0.12867198356386","0.176023433820741","4"
"Rarely","2008","middle vocational","Rural Area","641","0.182903863548396","0.170215505078875","0.195592222017917","4"
"Rarely","2008","vocational + Abi","Urban Area","139","0.157987249910058","0.133053790691144","0.182920709128972","4"
"Rarely","2008","in school","Urban Area","56","0.269313080118936","0.212716983473738","0.325909176764134","4"
"Rarely","2008","in school","Rural Area","24","","","","4"
"Rarely","2008","inadequately","Urban Area","16","","","","4"
"Rarely","2008","inadequately","Rural Area","8","","","","4"
"Rarely","2008","general elemantary","Urban Area","195","0.140154500714553","0.121560555885818","0.158748445543287","4"
"Rarely","2008","general elemantary","Rural Area","124","0.15307061291114","0.126048119756485","0.180093106065794","4"
"Rarely","2008","higher vocational","Rural Area","122","0.245300960346427","0.208600826117818","0.282001094575035","4"
"Rarely","2008","higher education","Urban Area","559","0.208931533376172","0.194354577915375","0.223508488836969","4"
"Rarely","2008","higher education","Rural Area","249","0.198803098136012","0.176231734786265","0.221374461485758","4"
"Sometimes","2008","inadequately","Rural Area","6","","","","3"
"Sometimes","2008","general elemantary","Urban Area","121","0.0877741045131712","0.0726178390123701","0.102930370013972","3"
"Sometimes","2008","general elemantary","Rural Area","57","0.0807310430738298","0.0602855549826523","0.101176531165007","3"
"Sometimes","2008","middle vocational","Urban Area","559","0.0946030229170273","0.0872903413807684","0.101915704453286","3"
"Sometimes","2008","middle vocational","Rural Area","391","0.109315924155815","0.0990744851974178","0.119557363114213","3"
"Sometimes","2008","vocational + Abi","Urban Area","87","0.10386152552014","0.0830057140330499","0.12471733700723","3"
"Sometimes","2008","vocational + Abi","Rural Area","32","0.16054144999443","0.116994275008321","0.204088624980539","3"
"Sometimes","2008","in school","Urban Area","22","","","","3"
"Sometimes","2008","in school","Rural Area","13","","","","3"
"Sometimes","2008","inadequately","Urban Area","14","","","","3"
"Sometimes","2008","higher vocational","Rural Area","64","0.123712693269519","0.0956285279383235","0.151796858600715","3"
"Sometimes","2008","higher education","Urban Area","334","0.0967402116840316","0.086141144392648","0.107339278975415","3"
"Sometimes","2008","higher education","Rural Area","171","0.136301655979025","0.116896899499796","0.155706412458253","3"
"Sometimes","2008","higher vocational","Urban Area","91","0.112539592964768","0.0917184954089874","0.133360690520549","3"
"Very often","2008","in school","Urban Area","11","","","","1"
"Very often","2008","in school","Rural Area","7","","","","1"
"Very often","2008","inadequately","Urban Area","5","","","","1"
"Very often","2008","inadequately","Rural Area","1","","","","1"
"Very often","2008","general elemantary","Rural Area","41","0.0966154753405803","0.074442928835232","0.118788021845929","1"
"Very often","2008","middle vocational","Urban Area","303","0.0420766392620642","0.0370602579874035","0.047093020536725","1"
"Very often","2008","middle vocational","Rural Area","203","0.0558839482851296","0.0483449498460234","0.0634229467242357","1"
"Very often","2008","vocational + Abi","Urban Area","37","0.0644226113377607","0.0476395491745635","0.0812056735009579","1"
"Very often","2008","vocational + Abi","Rural Area","18","","","","1"
"Very often","2008","higher vocational","Urban Area","43","0.0534538858237596","0.0386342686481316","0.0682735029993875","1"
"Very often","2008","higher vocational","Rural Area","42","0.0686599510510184","0.0470906032299833","0.0902292988720534","1"
"Very often","2008","higher education","Urban Area","150","0.0514297827885761","0.0435102441527955","0.0593493214243568","1"
"Very often","2008","higher education","Rural Area","84","0.0670539001762475","0.0529084463361136","0.0811993540163814","1"
"Very often","2008","general elemantary","Urban Area","46","0.0367583003883472","0.0266796321094455","0.046836968667249","1"
"Never","2009","general elemantary","Rural Area","","","","","5"
"Never","2009","middle vocational","Urban Area","","","","","5"
"Never","2009","middle vocational","Rural Area","","","","","5"
"Never","2009","vocational + Abi","Urban Area","","","","","5"
"Never","2009","vocational + Abi","Rural Area","","","","","5"
