"pld0045","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2005","Employed","indirect migration background","","","","","3"
"Sometimes","2005","Not Employed","direct migration background","","","","","3"
"Sometimes","2005","Employed","direct migration background","","","","","3"
"Very often","2005","Not Employed","no migration background","","","","","1"
"Very often","2005","Not Employed","direct migration background","","","","","1"
"Very often","2005","Not Employed","indirect migration background","","","","","1"
"Very often","2005","Employed","no migration background","","","","","1"
"Very often","2005","Employed","direct migration background","","","","","1"
"Very often","2005","Employed","indirect migration background","","","","","1"
"Never","2006","Not Employed","direct migration background","","","","","5"
"Never","2006","Not Employed","no migration background","","","","","5"
"Never","2006","Employed","no migration background","","","","","5"
"Never","2006","Not Employed","indirect migration background","","","","","5"
"Never","2006","Employed","direct migration background","","","","","5"
"Never","2006","Employed","indirect migration background","","","","","5"
"Often","2006","Not Employed","no migration background","","","","","2"
"Often","2006","Not Employed","indirect migration background","","","","","2"
"Often","2006","Not Employed","direct migration background","","","","","2"
"Often","2006","Employed","direct migration background","","","","","2"
"Often","2006","Employed","no migration background","","","","","2"
"Often","2006","Employed","indirect migration background","","","","","2"
"Rarely","2006","Not Employed","no migration background","","","","","4"
"Rarely","2006","Not Employed","indirect migration background","","","","","4"
"Rarely","2006","Not Employed","direct migration background","","","","","4"
"Rarely","2006","Employed","direct migration background","","","","","4"
"Rarely","2006","Employed","no migration background","","","","","4"
"Rarely","2006","Employed","indirect migration background","","","","","4"
"Sometimes","2006","Not Employed","indirect migration background","","","","","3"
"Sometimes","2006","Not Employed","no migration background","","","","","3"
"Sometimes","2006","Not Employed","direct migration background","","","","","3"
"Sometimes","2006","Employed","no migration background","","","","","3"
"Sometimes","2006","Employed","direct migration background","","","","","3"
"Sometimes","2006","Employed","indirect migration background","","","","","3"
"Very often","2006","Not Employed","no migration background","","","","","1"
"Very often","2006","Not Employed","direct migration background","","","","","1"
"Very often","2006","Not Employed","indirect migration background","","","","","1"
"Very often","2006","Employed","no migration background","","","","","1"
"Very often","2006","Employed","direct migration background","","","","","1"
"Very often","2006","Employed","indirect migration background","","","","","1"
"Never","2007","Not Employed","no migration background","","","","","5"
"Never","2007","Not Employed","indirect migration background","","","","","5"
"Never","2007","Not Employed","direct migration background","","","","","5"
"Never","2007","Employed","no migration background","","","","","5"
"Never","2007","Employed","direct migration background","","","","","5"
"Never","2007","Employed","indirect migration background","","","","","5"
"Often","2007","Not Employed","direct migration background","","","","","2"
"Often","2007","Not Employed","no migration background","","","","","2"
"Often","2007","Not Employed","indirect migration background","","","","","2"
"Often","2007","Employed","no migration background","","","","","2"
"Often","2007","Employed","direct migration background","","","","","2"
"Often","2007","Employed","indirect migration background","","","","","2"
"Rarely","2007","Not Employed","no migration background","","","","","4"
"Rarely","2007","Not Employed","direct migration background","","","","","4"
"Rarely","2007","Not Employed","indirect migration background","","","","","4"
"Rarely","2007","Employed","no migration background","","","","","4"
"Rarely","2007","Employed","direct migration background","","","","","4"
"Rarely","2007","Employed","indirect migration background","","","","","4"
"Sometimes","2007","Not Employed","no migration background","","","","","3"
"Sometimes","2007","Not Employed","direct migration background","","","","","3"
"Sometimes","2007","Not Employed","indirect migration background","","","","","3"
"Sometimes","2007","Employed","no migration background","","","","","3"
"Sometimes","2007","Employed","direct migration background","","","","","3"
"Sometimes","2007","Employed","indirect migration background","","","","","3"
"Very often","2007","Not Employed","indirect migration background","","","","","1"
"Very often","2007","Employed","indirect migration background","","","","","1"
"Very often","2007","Not Employed","no migration background","","","","","1"
"Very often","2007","Not Employed","direct migration background","","","","","1"
"Very often","2007","Employed","no migration background","","","","","1"
"Very often","2007","Employed","direct migration background","","","","","1"
"Never","2008","Not Employed","no migration background","4232","0.661554109330851","0.649985763865442","0.67312245479626","5"
"Never","2008","Not Employed","direct migration background","532","0.673972032792588","0.641346330938054","0.706597734647122","5"
"Never","2008","Not Employed","indirect migration background","128","0.59955265371841","0.53264113988913","0.666464167547689","5"
"Never","2008","Employed","no migration background","5317","0.519892441972638","0.510201605987267","0.52958327795801","5"
"Never","2008","Employed","direct migration background","643","0.590965728800713","0.561937650199158","0.619993807402268","5"
"Never","2008","Employed","indirect migration background","340","0.601331505882661","0.560923122478854","0.641739889286467","5"
"Often","2008","Not Employed","direct migration background","48","0.0689982666189631","0.0513579720741294","0.0866385611637968","2"
"Often","2008","Not Employed","no migration background","464","0.076928772050757","0.0704138991370989","0.0834436449644151","2"
"Often","2008","Not Employed","indirect migration background","15","","","","2"
"Often","2008","Employed","no migration background","1053","0.100217142604066","0.0943924221735904","0.106041863034542","2"
"Often","2008","Employed","direct migration background","92","0.0804881404114752","0.064426055846825","0.0965502249761255","2"
"Often","2008","Employed","indirect migration background","57","0.114685521744524","0.0883881939600614","0.140982849528986","2"
"Rarely","2008","Not Employed","no migration background","976","0.148860061754403","0.140157772328395","0.15756235118041","4"
"Rarely","2008","Not Employed","direct migration background","112","0.132952065127064","0.109321147015429","0.156582983238699","4"
"Rarely","2008","Not Employed","indirect migration background","34","0.163523844208366","0.113019142806791","0.214028545609941","4"
"Rarely","2008","Employed","no migration background","1995","0.199674739761077","0.191920663896155","0.207428815625998","4"
"Rarely","2008","Employed","direct migration background","189","0.165512578674656","0.14357025113453","0.187454906214783","4"
"Rarely","2008","Employed","indirect migration background","66","0.117281745780614","0.090727449056173","0.143836042505055","4"
"Sometimes","2008","Not Employed","no migration background","505","0.0772548843055198","0.0707273706080371","0.0837823980030025","3"
"Sometimes","2008","Not Employed","direct migration background","72","0.0814367909992338","0.0624007624811357","0.100472819517332","3"
"Sometimes","2008","Not Employed","indirect migration background","18","","","","3"
"Sometimes","2008","Employed","no migration background","1216","0.12056574723743","0.114249648952654","0.126881845522207","3"
"Sometimes","2008","Employed","direct migration background","119","0.102097825701053","0.0842214261854163","0.119974225216689","3"
"Sometimes","2008","Employed","indirect migration background","64","0.0910397271230879","0.0672988662015776","0.114780588044598","3"
"Very often","2008","Not Employed","no migration background","250","0.0354021725584697","0.0308843201601972","0.0399200249567422","1"
"Very often","2008","Not Employed","direct migration background","29","","","","1"
"Very often","2008","Not Employed","indirect migration background","11","","","","1"
"Very often","2008","Employed","no migration background","629","0.0596499284247886","0.0550559921727291","0.0642438646768481","1"
"Very often","2008","Employed","direct migration background","59","0.0609357264121025","0.0468122714539757","0.0750591813702292","1"
"Very often","2008","Employed","indirect migration background","37","0.0756614994691137","0.0538361336203812","0.0974868653178461","1"
"Never","2009","Not Employed","direct migration background","","","","","5"
"Never","2009","Not Employed","no migration background","","","","","5"
"Never","2009","Not Employed","indirect migration background","","","","","5"
"Never","2009","Employed","no migration background","","","","","5"
"Never","2009","Employed","direct migration background","","","","","5"
"Never","2009","Employed","indirect migration background","","","","","5"
"Often","2009","Not Employed","no migration background","","","","","2"
"Often","2009","Not Employed","direct migration background","","","","","2"
"Often","2009","Not Employed","indirect migration background","","","","","2"
"Often","2009","Employed","no migration background","","","","","2"
"Often","2009","Employed","direct migration background","","","","","2"
"Often","2009","Employed","indirect migration background","","","","","2"
"Rarely","2009","Not Employed","direct migration background","","","","","4"
"Rarely","2009","Not Employed","no migration background","","","","","4"
"Rarely","2009","Not Employed","indirect migration background","","","","","4"
"Rarely","2009","Employed","no migration background","","","","","4"
"Rarely","2009","Employed","direct migration background","","","","","4"
"Rarely","2009","Employed","indirect migration background","","","","","4"
"Sometimes","2009","Not Employed","no migration background","","","","","3"
"Sometimes","2009","Not Employed","indirect migration background","","","","","3"
"Sometimes","2009","Not Employed","direct migration background","","","","","3"
"Sometimes","2009","Employed","direct migration background","","","","","3"
"Sometimes","2009","Employed","indirect migration background","","","","","3"
"Sometimes","2009","Employed","no migration background","","","","","3"
"Very often","2009","Not Employed","no migration background","","","","","1"
"Very often","2009","Not Employed","direct migration background","","","","","1"
"Very often","2009","Not Employed","indirect migration background","","","","","1"
"Very often","2009","Employed","no migration background","","","","","1"
"Very often","2009","Employed","indirect migration background","","","","","1"
"Very often","2009","Employed","direct migration background","","","","","1"
"Never","2010","Not Employed","no migration background","","","","","5"
"Never","2010","Not Employed","indirect migration background","","","","","5"
"Never","2010","Employed","no migration background","","","","","5"
"Never","2010","Not Employed","direct migration background","","","","","5"
"Never","2010","Employed","direct migration background","","","","","5"
"Never","2010","Employed","indirect migration background","","","","","5"
"Often","2010","Not Employed","no migration background","","","","","2"
"Often","2010","Not Employed","direct migration background","","","","","2"
"Often","2010","Not Employed","indirect migration background","","","","","2"
"Often","2010","Employed","no migration background","","","","","2"
"Often","2010","Employed","direct migration background","","","","","2"
"Often","2010","Employed","indirect migration background","","","","","2"
"Rarely","2010","Not Employed","no migration background","","","","","4"
"Rarely","2010","Not Employed","direct migration background","","","","","4"
"Rarely","2010","Not Employed","indirect migration background","","","","","4"
"Rarely","2010","Employed","no migration background","","","","","4"
"Rarely","2010","Employed","direct migration background","","","","","4"
"Rarely","2010","Employed","indirect migration background","","","","","4"
"Sometimes","2010","Not Employed","no migration background","","","","","3"
"Sometimes","2010","Not Employed","direct migration background","","","","","3"
"Sometimes","2010","Not Employed","indirect migration background","","","","","3"
"Sometimes","2010","Employed","direct migration background","","","","","3"
"Sometimes","2010","Employed","no migration background","","","","","3"
"Sometimes","2010","Employed","indirect migration background","","","","","3"
"Very often","2010","Not Employed","no migration background","","","","","1"
"Very often","2010","Not Employed","indirect migration background","","","","","1"
"Very often","2010","Employed","indirect migration background","","","","","1"
"Very often","2010","Not Employed","direct migration background","","","","","1"
"Very often","2010","Employed","no migration background","","","","","1"
"Very often","2010","Employed","direct migration background","","","","","1"
"Never","2011","Not Employed","direct migration background","","","","","5"
"Never","2011","Not Employed","indirect migration background","","","","","5"
"Never","2011","Employed","direct migration background","","","","","5"
"Never","2011","Not Employed","no migration background","","","","","5"
"Never","2011","Employed","no migration background","","","","","5"
"Never","2011","Employed","indirect migration background","","","","","5"
"Often","2011","Not Employed","no migration background","","","","","2"
"Often","2011","Not Employed","direct migration background","","","","","2"
"Often","2011","Not Employed","indirect migration background","","","","","2"
"Often","2011","Employed","no migration background","","","","","2"
"Often","2011","Employed","direct migration background","","","","","2"
"Often","2011","Employed","indirect migration background","","","","","2"
"Rarely","2011","Not Employed","no migration background","","","","","4"
"Rarely","2011","Not Employed","direct migration background","","","","","4"
"Rarely","2011","Not Employed","indirect migration background","","","","","4"
"Rarely","2011","Employed","no migration background","","","","","4"
"Rarely","2011","Employed","direct migration background","","","","","4"
"Rarely","2011","Employed","indirect migration background","","","","","4"
"Sometimes","2011","Not Employed","no migration background","","","","","3"
"Sometimes","2011","Not Employed","indirect migration background","","","","","3"
"Sometimes","2011","Not Employed","direct migration background","","","","","3"
"Sometimes","2011","Employed","no migration background","","","","","3"
"Sometimes","2011","Employed","direct migration background","","","","","3"
"Sometimes","2011","Employed","indirect migration background","","","","","3"
"Very often","2011","Not Employed","no migration background","","","","","1"
"Very often","2011","Not Employed","direct migration background","","","","","1"
"Very often","2011","Employed","direct migration background","","","","","1"
"Very often","2011","Not Employed","indirect migration background","","","","","1"
"Very often","2011","Employed","no migration background","","","","","1"
"Very often","2011","Employed","indirect migration background","","","","","1"
"Never","2012","Not Employed","direct migration background","","","","","5"
"Never","2012","Not Employed","no migration background","","","","","5"
"Never","2012","Not Employed","indirect migration background","","","","","5"
"Never","2012","Employed","no migration background","","","","","5"
"Never","2012","Employed","direct migration background","","","","","5"
"Never","2012","Employed","indirect migration background","","","","","5"
"Often","2012","Not Employed","no migration background","","","","","2"
"Often","2012","Not Employed","direct migration background","","","","","2"
"Often","2012","Not Employed","indirect migration background","","","","","2"
"Often","2012","Employed","no migration background","","","","","2"
"Often","2012","Employed","indirect migration background","","","","","2"
"Often","2012","Employed","direct migration background","","","","","2"
"Rarely","2012","Not Employed","no migration background","","","","","4"
"Rarely","2012","Not Employed","direct migration background","","","","","4"
"Rarely","2012","Not Employed","indirect migration background","","","","","4"
"Rarely","2012","Employed","no migration background","","","","","4"
"Rarely","2012","Employed","direct migration background","","","","","4"
"Rarely","2012","Employed","indirect migration background","","","","","4"
"Sometimes","2012","Not Employed","indirect migration background","","","","","3"
"Sometimes","2012","Not Employed","no migration background","","","","","3"
"Sometimes","2012","Not Employed","direct migration background","","","","","3"
"Sometimes","2012","Employed","direct migration background","","","","","3"
"Sometimes","2012","Employed","no migration background","","","","","3"
"Sometimes","2012","Employed","indirect migration background","","","","","3"
"Very often","2012","Not Employed","no migration background","","","","","1"
"Very often","2012","Not Employed","direct migration background","","","","","1"
"Very often","2012","Not Employed","indirect migration background","","","","","1"
"Very often","2012","Employed","no migration background","","","","","1"
"Very often","2012","Employed","indirect migration background","","","","","1"
"Very often","2012","Employed","direct migration background","","","","","1"
"Never","2013","Not Employed","no migration background","4555","0.629327944397771","0.618411716291119","0.640244172504422","5"
"Never","2013","Not Employed","direct migration background","607","0.66859136244131","0.638499680925133","0.698683043957487","5"
"Never","2013","Not Employed","indirect migration background","191","0.610241912238088","0.55595241395055","0.664531410525626","5"
"Never","2013","Employed","no migration background","6761","0.511995620307297","0.503754405020124","0.52023683559447","5"
"Never","2013","Employed","direct migration background","934","0.58644215304659","0.563052623334689","0.609831682758492","5"
"Never","2013","Employed","indirect migration background","431","0.543368274165032","0.51017346187883","0.576563086451234","5"
"Often","2013","Not Employed","no migration background","643","0.0760200443869507","0.0700299384220979","0.0820101503518034","2"
"Often","2013","Not Employed","direct migration background","66","0.0682681513110498","0.0521454166795781","0.0843908859425215","2"
"Often","2013","Not Employed","indirect migration background","22","","","","2"
"Often","2013","Employed","no migration background","1821","0.112951829880401","0.107733079621631","0.118170580139172","2"
"Often","2013","Employed","direct migration background","208","0.0943009873148386","0.0804209435952336","0.108181031034444","2"
"Often","2013","Employed","indirect migration background","88","0.0792176544656877","0.0612194360075012","0.0972158729238743","2"
"Rarely","2013","Not Employed","no migration background","1239","0.160094825077709","0.15180695477318","0.168382695382238","4"
"Rarely","2013","Not Employed","direct migration background","130","0.128194165201577","0.106823001097314","0.14956532930584","4"
"Rarely","2013","Not Employed","indirect migration background","46","0.156997299258206","0.116499836205651","0.19749476231076","4"
"Rarely","2013","Employed","no migration background","2733","0.200181822363495","0.193584704685248","0.206778940041742","4"
"Rarely","2013","Employed","indirect migration background","163","0.174769613753906","0.149461451740009","0.200077775767803","4"
"Rarely","2013","Employed","direct migration background","265","0.168570638790556","0.150790120676703","0.18635115690441","4"
"Sometimes","2013","Not Employed","no migration background","700","0.0915352152181716","0.0850176209280198","0.0980528095083235","3"
"Sometimes","2013","Not Employed","direct migration background","89","0.0821822320715014","0.0646251895508358","0.0997392745921669","3"
"Sometimes","2013","Not Employed","indirect migration background","29","","","","3"
"Sometimes","2013","Employed","no migration background","1747","0.112039497362336","0.106839194029265","0.117239800695407","3"
"Sometimes","2013","Employed","direct migration background","197","0.0979959220864422","0.0838754564128279","0.112116387760057","3"
"Sometimes","2013","Employed","indirect migration background","99","0.134051907841123","0.111346857622918","0.156756958059328","3"
"Very often","2013","Not Employed","no migration background","383","0.0430219709193983","0.0384359576664133","0.0476079841723833","1"
"Very often","2013","Not Employed","direct migration background","48","0.052764088974562","0.0384724359616425","0.0670557419874815","1"
"Very often","2013","Not Employed","indirect migration background","22","","","","1"
"Very often","2013","Employed","no migration background","1070","0.0628312300864701","0.0588304658284345","0.0668319943445057","1"
"Very often","2013","Employed","direct migration background","99","0.0526902987615727","0.0420794019775668","0.0633011955455786","1"
"Very often","2013","Employed","indirect migration background","84","0.0685925497742511","0.0517484283068694","0.0854366712416327","1"
"Never","2014","Not Employed","direct migration background","","","","","5"
"Never","2014","Not Employed","indirect migration background","","","","","5"
"Never","2014","Employed","direct migration background","","","","","5"
"Never","2014","Employed","indirect migration background","","","","","5"
"Never","2014","Not Employed","no migration background","","","","","5"
"Never","2014","Employed","no migration background","","","","","5"
"Often","2014","Not Employed","no migration background","","","","","2"
"Often","2014","Not Employed","direct migration background","","","","","2"
"Often","2014","Not Employed","indirect migration background","","","","","2"
"Often","2014","Employed","no migration background","","","","","2"
"Often","2014","Employed","direct migration background","","","","","2"
"Often","2014","Employed","indirect migration background","","","","","2"
"Rarely","2014","Not Employed","no migration background","","","","","4"
"Rarely","2014","Not Employed","direct migration background","","","","","4"
"Rarely","2014","Not Employed","indirect migration background","","","","","4"
"Rarely","2014","Employed","no migration background","","","","","4"
"Rarely","2014","Employed","indirect migration background","","","","","4"
"Rarely","2014","Employed","direct migration background","","","","","4"
"Sometimes","2014","Not Employed","no migration background","","","","","3"
"Sometimes","2014","Not Employed","direct migration background","","","","","3"
"Sometimes","2014","Not Employed","indirect migration background","","","","","3"
"Sometimes","2014","Employed","no migration background","","","","","3"
"Sometimes","2014","Employed","direct migration background","","","","","3"
"Sometimes","2014","Employed","indirect migration background","","","","","3"
"Very often","2014","Not Employed","no migration background","","","","","1"
"Very often","2014","Not Employed","direct migration background","","","","","1"
"Very often","2014","Not Employed","indirect migration background","","","","","1"
"Very often","2014","Employed","direct migration background","","","","","1"
"Very often","2014","Employed","no migration background","","","","","1"
"Very often","2014","Employed","indirect migration background","","","","","1"
"Never","2015","Not Employed","no migration background","","","","","5"
"Never","2015","Not Employed","direct migration background","","","","","5"
"Never","2015","Not Employed","indirect migration background","","","","","5"
"Never","2015","Employed","no migration background","","","","","5"
"Never","2015","Employed","direct migration background","","","","","5"
"Never","2015","Employed","indirect migration background","","","","","5"
"Often","2015","Not Employed","no migration background","","","","","2"
"Often","2015","Not Employed","indirect migration background","","","","","2"
"Often","2015","Not Employed","direct migration background","","","","","2"
"Often","2015","Employed","direct migration background","","","","","2"
"Often","2015","Employed","no migration background","","","","","2"
"Often","2015","Employed","indirect migration background","","","","","2"
"Rarely","2015","Not Employed","no migration background","","","","","4"
"Rarely","2015","Not Employed","indirect migration background","","","","","4"
"Rarely","2015","Not Employed","direct migration background","","","","","4"
"Rarely","2015","Employed","direct migration background","","","","","4"
"Rarely","2015","Employed","no migration background","","","","","4"
"Rarely","2015","Employed","indirect migration background","","","","","4"
"Sometimes","2015","Not Employed","no migration background","","","","","3"
"Sometimes","2015","Not Employed","direct migration background","","","","","3"
"Sometimes","2015","Not Employed","indirect migration background","","","","","3"
"Sometimes","2015","Employed","direct migration background","","","","","3"
"Sometimes","2015","Employed","indirect migration background","","","","","3"
"Sometimes","2015","Employed","no migration background","","","","","3"
"Very often","2015","Not Employed","no migration background","","","","","1"
"Very often","2015","Not Employed","direct migration background","","","","","1"
"Very often","2015","Employed","no migration background","","","","","1"
"Very often","2015","Not Employed","indirect migration background","","","","","1"
"Very often","2015","Employed","indirect migration background","","","","","1"
"Very often","2015","Employed","direct migration background","","","","","1"
"Never","2016","Not Employed","no migration background","","","","","5"
"Never","2016","Not Employed","direct migration background","","","","","5"
"Never","2016","Not Employed","indirect migration background","","","","","5"
"Never","2016","Employed","no migration background","","","","","5"
"Never","2016","Employed","direct migration background","","","","","5"
"Never","2016","Employed","indirect migration background","","","","","5"
"Often","2016","Not Employed","no migration background","","","","","2"
"Often","2016","Not Employed","direct migration background","","","","","2"
"Often","2016","Not Employed","indirect migration background","","","","","2"
"Often","2016","Employed","no migration background","","","","","2"
"Often","2016","Employed","indirect migration background","","","","","2"
"Often","2016","Employed","direct migration background","","","","","2"
"Rarely","2016","Not Employed","no migration background","","","","","4"
"Rarely","2016","Not Employed","indirect migration background","","","","","4"
"Rarely","2016","Not Employed","direct migration background","","","","","4"
"Rarely","2016","Employed","no migration background","","","","","4"
"Rarely","2016","Employed","direct migration background","","","","","4"
"Rarely","2016","Employed","indirect migration background","","","","","4"
"Sometimes","2016","Not Employed","direct migration background","","","","","3"
"Sometimes","2016","Employed","direct migration background","","","","","3"
"Sometimes","2016","Not Employed","no migration background","","","","","3"
"Sometimes","2016","Not Employed","indirect migration background","","","","","3"
"Sometimes","2016","Employed","no migration background","","","","","3"
"Sometimes","2016","Employed","indirect migration background","","","","","3"
"Very often","2016","Not Employed","no migration background","","","","","1"
"Very often","2016","Not Employed","direct migration background","","","","","1"
"Very often","2016","Not Employed","indirect migration background","","","","","1"
"Very often","2016","Employed","direct migration background","","","","","1"
"Very often","2016","Employed","indirect migration background","","","","","1"
"Very often","2016","Employed","no migration background","","","","","1"
"Never","2017","Not Employed","no migration background","","","","","5"
"Never","2017","Not Employed","direct migration background","","","","","5"
"Never","2017","Not Employed","indirect migration background","","","","","5"
"Never","2017","Employed","direct migration background","","","","","5"
"Never","2017","Employed","indirect migration background","","","","","5"
"Never","2017","Employed","no migration background","","","","","5"
"Often","2017","Not Employed","no migration background","","","","","2"
"Often","2017","Not Employed","indirect migration background","","","","","2"
"Often","2017","Not Employed","direct migration background","","","","","2"
"Often","2017","Employed","direct migration background","","","","","2"
"Often","2017","Employed","no migration background","","","","","2"
"Often","2017","Employed","indirect migration background","","","","","2"
"Rarely","2017","Not Employed","no migration background","","","","","4"
"Rarely","2017","Not Employed","direct migration background","","","","","4"
"Rarely","2017","Not Employed","indirect migration background","","","","","4"
"Rarely","2017","Employed","no migration background","","","","","4"
"Rarely","2017","Employed","indirect migration background","","","","","4"
"Rarely","2017","Employed","direct migration background","","","","","4"
"Sometimes","2017","Not Employed","no migration background","","","","","3"
"Sometimes","2017","Not Employed","indirect migration background","","","","","3"
"Sometimes","2017","Employed","no migration background","","","","","3"
"Sometimes","2017","Employed","indirect migration background","","","","","3"
"Sometimes","2017","Not Employed","direct migration background","","","","","3"
"Sometimes","2017","Employed","direct migration background","","","","","3"
"Very often","2017","Not Employed","no migration background","","","","","1"
"Very often","2017","Not Employed","direct migration background","","","","","1"
"Very often","2017","Not Employed","indirect migration background","","","","","1"
"Very often","2017","Employed","no migration background","","","","","1"
"Very often","2017","Employed","direct migration background","","","","","1"
"Very often","2017","Employed","indirect migration background","","","","","1"
"Never","2018","Not Employed","no migration background","3973","0.616979781527276","0.605157403845753","0.628802159208798","5"
"Never","2018","Not Employed","direct migration background","898","0.663020059356574","0.63775895647796","0.688281162235189","5"
"Never","2018","Not Employed","indirect migration background","229","0.608466217090437","0.560633951607169","0.656298482573706","5"
"Never","2018","Employed","no migration background","6428","0.502896935009845","0.49431822099297","0.511475649026719","5"
"Never","2018","Employed","direct migration background","1872","0.582027224659178","0.56457723017509","0.599477219143265","5"
