"pld0045","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2004","66 and older","indirect migration background","","","","","4"
"Rarely","2004","16-34 y.","direct migration background","","","","","4"
"Rarely","2004","16-34 y.","indirect migration background","","","","","4"
"Rarely","2004","35-65 y.","no migration background","","","","","4"
"Sometimes","2004","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2004","16-34 y.","no migration background","","","","","3"
"Sometimes","2004","16-34 y.","direct migration background","","","","","3"
"Sometimes","2004","35-65 y.","no migration background","","","","","3"
"Sometimes","2004","35-65 y.","direct migration background","","","","","3"
"Sometimes","2004","66 and older","no migration background","","","","","3"
"Sometimes","2004","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2004","66 and older","direct migration background","","","","","3"
"Sometimes","2004","66 and older","indirect migration background","","","","","3"
"Very often","2004","35-65 y.","direct migration background","","","","","1"
"Very often","2004","35-65 y.","indirect migration background","","","","","1"
"Very often","2004","16-34 y.","no migration background","","","","","1"
"Very often","2004","16-34 y.","direct migration background","","","","","1"
"Very often","2004","16-34 y.","indirect migration background","","","","","1"
"Very often","2004","35-65 y.","no migration background","","","","","1"
"Very often","2004","66 and older","no migration background","","","","","1"
"Very often","2004","66 and older","direct migration background","","","","","1"
"Very often","2004","66 and older","indirect migration background","","","","","1"
"Never","2005","16-34 y.","no migration background","","","","","5"
"Never","2005","16-34 y.","direct migration background","","","","","5"
"Never","2005","35-65 y.","indirect migration background","","","","","5"
"Never","2005","35-65 y.","direct migration background","","","","","5"
"Never","2005","35-65 y.","no migration background","","","","","5"
"Never","2005","16-34 y.","indirect migration background","","","","","5"
"Never","2005","66 and older","direct migration background","","","","","5"
"Never","2005","66 and older","indirect migration background","","","","","5"
"Never","2005","66 and older","no migration background","","","","","5"
"Often","2005","16-34 y.","no migration background","","","","","2"
"Often","2005","16-34 y.","direct migration background","","","","","2"
"Often","2005","16-34 y.","indirect migration background","","","","","2"
"Often","2005","35-65 y.","no migration background","","","","","2"
"Often","2005","35-65 y.","direct migration background","","","","","2"
"Often","2005","35-65 y.","indirect migration background","","","","","2"
"Often","2005","66 and older","direct migration background","","","","","2"
"Often","2005","66 and older","indirect migration background","","","","","2"
"Often","2005","66 and older","no migration background","","","","","2"
"Rarely","2005","16-34 y.","no migration background","","","","","4"
"Rarely","2005","16-34 y.","direct migration background","","","","","4"
"Rarely","2005","16-34 y.","indirect migration background","","","","","4"
"Rarely","2005","35-65 y.","no migration background","","","","","4"
"Rarely","2005","35-65 y.","direct migration background","","","","","4"
"Rarely","2005","35-65 y.","indirect migration background","","","","","4"
"Rarely","2005","66 and older","no migration background","","","","","4"
"Rarely","2005","66 and older","direct migration background","","","","","4"
"Rarely","2005","66 and older","indirect migration background","","","","","4"
"Sometimes","2005","16-34 y.","no migration background","","","","","3"
"Sometimes","2005","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2005","35-65 y.","no migration background","","","","","3"
"Sometimes","2005","35-65 y.","direct migration background","","","","","3"
"Sometimes","2005","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2005","66 and older","direct migration background","","","","","3"
"Sometimes","2005","66 and older","indirect migration background","","","","","3"
"Sometimes","2005","16-34 y.","direct migration background","","","","","3"
"Sometimes","2005","66 and older","no migration background","","","","","3"
"Very often","2005","16-34 y.","no migration background","","","","","1"
"Very often","2005","35-65 y.","direct migration background","","","","","1"
"Very often","2005","35-65 y.","indirect migration background","","","","","1"
"Very often","2005","16-34 y.","direct migration background","","","","","1"
"Very often","2005","16-34 y.","indirect migration background","","","","","1"
"Very often","2005","35-65 y.","no migration background","","","","","1"
"Very often","2005","66 and older","no migration background","","","","","1"
"Very often","2005","66 and older","direct migration background","","","","","1"
"Very often","2005","66 and older","indirect migration background","","","","","1"
"Never","2006","16-34 y.","no migration background","","","","","5"
"Never","2006","35-65 y.","indirect migration background","","","","","5"
"Never","2006","35-65 y.","direct migration background","","","","","5"
"Never","2006","35-65 y.","no migration background","","","","","5"
"Never","2006","16-34 y.","direct migration background","","","","","5"
"Never","2006","16-34 y.","indirect migration background","","","","","5"
"Never","2006","66 and older","no migration background","","","","","5"
"Never","2006","66 and older","direct migration background","","","","","5"
"Never","2006","66 and older","indirect migration background","","","","","5"
"Often","2006","16-34 y.","direct migration background","","","","","2"
"Often","2006","16-34 y.","no migration background","","","","","2"
"Often","2006","16-34 y.","indirect migration background","","","","","2"
"Often","2006","35-65 y.","no migration background","","","","","2"
"Often","2006","35-65 y.","direct migration background","","","","","2"
"Often","2006","66 and older","no migration background","","","","","2"
"Often","2006","66 and older","direct migration background","","","","","2"
"Often","2006","35-65 y.","indirect migration background","","","","","2"
"Often","2006","66 and older","indirect migration background","","","","","2"
"Rarely","2006","16-34 y.","no migration background","","","","","4"
"Rarely","2006","35-65 y.","no migration background","","","","","4"
"Rarely","2006","16-34 y.","indirect migration background","","","","","4"
"Rarely","2006","16-34 y.","direct migration background","","","","","4"
"Rarely","2006","35-65 y.","direct migration background","","","","","4"
"Rarely","2006","35-65 y.","indirect migration background","","","","","4"
"Rarely","2006","66 and older","no migration background","","","","","4"
"Rarely","2006","66 and older","direct migration background","","","","","4"
"Rarely","2006","66 and older","indirect migration background","","","","","4"
"Sometimes","2006","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2006","66 and older","direct migration background","","","","","3"
"Sometimes","2006","66 and older","indirect migration background","","","","","3"
"Sometimes","2006","16-34 y.","no migration background","","","","","3"
"Sometimes","2006","16-34 y.","direct migration background","","","","","3"
"Sometimes","2006","35-65 y.","no migration background","","","","","3"
"Sometimes","2006","35-65 y.","direct migration background","","","","","3"
"Sometimes","2006","66 and older","no migration background","","","","","3"
"Sometimes","2006","16-34 y.","indirect migration background","","","","","3"
"Very often","2006","16-34 y.","no migration background","","","","","1"
"Very often","2006","16-34 y.","direct migration background","","","","","1"
"Very often","2006","16-34 y.","indirect migration background","","","","","1"
"Very often","2006","35-65 y.","no migration background","","","","","1"
"Very often","2006","35-65 y.","direct migration background","","","","","1"
"Very often","2006","35-65 y.","indirect migration background","","","","","1"
"Very often","2006","66 and older","no migration background","","","","","1"
"Very often","2006","66 and older","direct migration background","","","","","1"
"Very often","2006","66 and older","indirect migration background","","","","","1"
"Never","2007","35-65 y.","no migration background","","","","","5"
"Never","2007","35-65 y.","direct migration background","","","","","5"
"Never","2007","16-34 y.","indirect migration background","","","","","5"
"Never","2007","16-34 y.","no migration background","","","","","5"
"Never","2007","16-34 y.","direct migration background","","","","","5"
"Never","2007","35-65 y.","indirect migration background","","","","","5"
"Never","2007","66 and older","no migration background","","","","","5"
"Never","2007","66 and older","direct migration background","","","","","5"
"Never","2007","66 and older","indirect migration background","","","","","5"
"Often","2007","16-34 y.","no migration background","","","","","2"
"Often","2007","16-34 y.","direct migration background","","","","","2"
"Often","2007","16-34 y.","indirect migration background","","","","","2"
"Often","2007","35-65 y.","no migration background","","","","","2"
"Often","2007","35-65 y.","direct migration background","","","","","2"
"Often","2007","66 and older","no migration background","","","","","2"
"Often","2007","66 and older","direct migration background","","","","","2"
"Often","2007","35-65 y.","indirect migration background","","","","","2"
"Often","2007","66 and older","indirect migration background","","","","","2"
"Rarely","2007","16-34 y.","no migration background","","","","","4"
"Rarely","2007","16-34 y.","indirect migration background","","","","","4"
"Rarely","2007","35-65 y.","no migration background","","","","","4"
"Rarely","2007","16-34 y.","direct migration background","","","","","4"
"Rarely","2007","35-65 y.","direct migration background","","","","","4"
"Rarely","2007","35-65 y.","indirect migration background","","","","","4"
"Rarely","2007","66 and older","no migration background","","","","","4"
"Rarely","2007","66 and older","direct migration background","","","","","4"
"Rarely","2007","66 and older","indirect migration background","","","","","4"
"Sometimes","2007","35-65 y.","direct migration background","","","","","3"
"Sometimes","2007","16-34 y.","no migration background","","","","","3"
"Sometimes","2007","35-65 y.","no migration background","","","","","3"
"Sometimes","2007","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2007","66 and older","no migration background","","","","","3"
"Sometimes","2007","66 and older","direct migration background","","","","","3"
"Sometimes","2007","66 and older","indirect migration background","","","","","3"
"Sometimes","2007","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2007","16-34 y.","direct migration background","","","","","3"
"Very often","2007","35-65 y.","direct migration background","","","","","1"
"Very often","2007","35-65 y.","indirect migration background","","","","","1"
"Very often","2007","16-34 y.","no migration background","","","","","1"
"Very often","2007","16-34 y.","direct migration background","","","","","1"
"Very often","2007","16-34 y.","indirect migration background","","","","","1"
"Very often","2007","35-65 y.","no migration background","","","","","1"
"Very often","2007","66 and older","no migration background","","","","","1"
"Very often","2007","66 and older","direct migration background","","","","","1"
"Very often","2007","66 and older","indirect migration background","","","","","1"
"Never","2008","35-65 y.","indirect migration background","110","0.562187513359821","0.491829093563727","0.632545933155914","5"
"Never","2008","16-34 y.","no migration background","1837","0.524573035315552","0.507838392768577","0.541307677862527","5"
"Never","2008","35-65 y.","direct migration background","702","0.614832360949845","0.58680404102273","0.64286068087696","5"
"Never","2008","16-34 y.","direct migration background","217","0.606946156661951","0.557043313689731","0.656848999634172","5"
"Never","2008","35-65 y.","no migration background","4980","0.541322711875868","0.531188450275742","0.551456973475994","5"
"Never","2008","16-34 y.","indirect migration background","352","0.613612561621164","0.573569014273432","0.653656108968895","5"
"Never","2008","66 and older","direct migration background","256","0.684585618616415","0.637173480674202","0.731997756558628","5"
"Never","2008","66 and older","indirect migration background","6","","","","5"
"Never","2008","66 and older","no migration background","2732","0.689959663507781","0.675497674494967","0.704421652520596","5"
"Often","2008","16-34 y.","no migration background","352","0.107887940814827","0.0974919063409434","0.118283975288711","2"
"Often","2008","16-34 y.","indirect migration background","57","0.103082406201211","0.0780765074436355","0.128088304958786","2"
"Often","2008","35-65 y.","no migration background","945","0.099611364331925","0.093520487534798","0.105702241129052","2"
"Often","2008","35-65 y.","direct migration background","91","0.0771966798062615","0.0618240667217543","0.0925692928907687","2"
"Often","2008","16-34 y.","direct migration background","29","","","","2"
"Often","2008","35-65 y.","indirect migration background","14","","","","2"
"Often","2008","66 and older","no migration background","220","0.059388369963845","0.0519980549381883","0.0667786849895017","2"
"Often","2008","66 and older","direct migration background","20","","","","2"
"Often","2008","66 and older","indirect migration background","1","","","","2"
"Rarely","2008","16-34 y.","indirect migration background","69","0.130855962495124","0.103121704012532","0.158590220977717","4"
"Rarely","2008","16-34 y.","no migration background","647","0.193461747901157","0.180224991015646","0.206698504786667","4"
"Rarely","2008","35-65 y.","no migration background","1774","0.190844657309924","0.182852457656848","0.198836856963","4"
"Rarely","2008","16-34 y.","direct migration background","68","0.149274786897018","0.112865509162513","0.185684064631524","4"
"Rarely","2008","35-65 y.","direct migration background","186","0.156291032088776","0.135376065577355","0.177205998600196","4"
"Rarely","2008","35-65 y.","indirect migration background","29","","","","4"
"Rarely","2008","66 and older","no migration background","550","0.14470399977831","0.133703673547795","0.155704326008824","4"
"Rarely","2008","66 and older","direct migration background","47","0.140454425795156","0.105002724902758","0.175906126687555","4"
"Rarely","2008","66 and older","indirect migration background","2","","","","4"
"Sometimes","2008","16-34 y.","indirect migration background","55","0.082847145446546","0.0601780830029057","0.105516207890186","3"
"Sometimes","2008","66 and older","direct migration background","32","0.0664942134279981","0.0410736400782075","0.0919147867777887","3"
"Sometimes","2008","35-65 y.","indirect migration background","25","","","","3"
"Sometimes","2008","16-34 y.","direct migration background","39","0.108210244723725","0.0764715099042372","0.139948979543213","3"
"Sometimes","2008","35-65 y.","no migration background","1075","0.115987328593558","0.10947487133064","0.122499785856476","3"
"Sometimes","2008","16-34 y.","no migration background","341","0.105438880986937","0.0951474217764127","0.115730340197461","3"
"Sometimes","2008","35-65 y.","direct migration background","120","0.0961667342404156","0.0791862369009786","0.113147231579853","3"
"Sometimes","2008","66 and older","no migration background","305","0.0755258916129004","0.0672635645333846","0.0837882186924161","3"
"Sometimes","2008","66 and older","indirect migration background","2","","","","3"
"Very often","2008","16-34 y.","no migration background","244","0.0686383949815272","0.060165842281141","0.0771109476819134","1"
"Very often","2008","35-65 y.","direct migration background","59","0.0555131929147022","0.0423248611762695","0.0687015246531349","1"
"Very often","2008","35-65 y.","indirect migration background","13","","","","1"
"Very often","2008","16-34 y.","direct migration background","15","","","","1"
"Very often","2008","16-34 y.","indirect migration background","35","0.0696019242359553","0.048674347255051","0.0905295012168595","1"
"Very often","2008","35-65 y.","no migration background","513","0.0522339378887254","0.0477087425714092","0.0567591332060417","1"
"Very often","2008","66 and older","no migration background","122","0.0304220751371638","0.0250518455443816","0.0357923047299459","1"
"Very often","2008","66 and older","direct migration background","14","","","","1"
"Very often","2008","66 and older","indirect migration background","","","","","1"
"Never","2009","16-34 y.","no migration background","","","","","5"
"Never","2009","35-65 y.","no migration background","","","","","5"
"Never","2009","35-65 y.","direct migration background","","","","","5"
"Never","2009","35-65 y.","indirect migration background","","","","","5"
"Never","2009","16-34 y.","direct migration background","","","","","5"
"Never","2009","16-34 y.","indirect migration background","","","","","5"
"Never","2009","66 and older","no migration background","","","","","5"
"Never","2009","66 and older","direct migration background","","","","","5"
"Never","2009","66 and older","indirect migration background","","","","","5"
"Often","2009","16-34 y.","no migration background","","","","","2"
"Often","2009","35-65 y.","direct migration background","","","","","2"
"Often","2009","35-65 y.","no migration background","","","","","2"
"Often","2009","66 and older","direct migration background","","","","","2"
"Often","2009","16-34 y.","direct migration background","","","","","2"
"Often","2009","16-34 y.","indirect migration background","","","","","2"
"Often","2009","35-65 y.","indirect migration background","","","","","2"
"Often","2009","66 and older","no migration background","","","","","2"
"Often","2009","66 and older","indirect migration background","","","","","2"
"Rarely","2009","16-34 y.","indirect migration background","","","","","4"
"Rarely","2009","16-34 y.","no migration background","","","","","4"
"Rarely","2009","35-65 y.","no migration background","","","","","4"
"Rarely","2009","16-34 y.","direct migration background","","","","","4"
"Rarely","2009","35-65 y.","direct migration background","","","","","4"
"Rarely","2009","35-65 y.","indirect migration background","","","","","4"
"Rarely","2009","66 and older","no migration background","","","","","4"
"Rarely","2009","66 and older","direct migration background","","","","","4"
"Rarely","2009","66 and older","indirect migration background","","","","","4"
"Sometimes","2009","16-34 y.","no migration background","","","","","3"
"Sometimes","2009","35-65 y.","direct migration background","","","","","3"
"Sometimes","2009","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2009","35-65 y.","no migration background","","","","","3"
"Sometimes","2009","66 and older","no migration background","","","","","3"
"Sometimes","2009","66 and older","indirect migration background","","","","","3"
"Sometimes","2009","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2009","66 and older","direct migration background","","","","","3"
"Sometimes","2009","16-34 y.","direct migration background","","","","","3"
"Very often","2009","16-34 y.","no migration background","","","","","1"
"Very often","2009","16-34 y.","direct migration background","","","","","1"
"Very often","2009","16-34 y.","indirect migration background","","","","","1"
"Very often","2009","35-65 y.","no migration background","","","","","1"
"Very often","2009","35-65 y.","direct migration background","","","","","1"
"Very often","2009","35-65 y.","indirect migration background","","","","","1"
"Very often","2009","66 and older","no migration background","","","","","1"
"Very often","2009","66 and older","direct migration background","","","","","1"
"Very often","2009","66 and older","indirect migration background","","","","","1"
"Never","2010","16-34 y.","no migration background","","","","","5"
"Never","2010","16-34 y.","direct migration background","","","","","5"
"Never","2010","16-34 y.","indirect migration background","","","","","5"
"Never","2010","35-65 y.","no migration background","","","","","5"
"Never","2010","35-65 y.","direct migration background","","","","","5"
"Never","2010","35-65 y.","indirect migration background","","","","","5"
"Never","2010","66 and older","no migration background","","","","","5"
"Never","2010","66 and older","direct migration background","","","","","5"
"Never","2010","66 and older","indirect migration background","","","","","5"
"Often","2010","16-34 y.","no migration background","","","","","2"
"Often","2010","16-34 y.","direct migration background","","","","","2"
"Often","2010","16-34 y.","indirect migration background","","","","","2"
"Often","2010","35-65 y.","no migration background","","","","","2"
"Often","2010","35-65 y.","direct migration background","","","","","2"
"Often","2010","35-65 y.","indirect migration background","","","","","2"
"Often","2010","66 and older","no migration background","","","","","2"
"Often","2010","66 and older","direct migration background","","","","","2"
"Often","2010","66 and older","indirect migration background","","","","","2"
"Rarely","2010","16-34 y.","no migration background","","","","","4"
"Rarely","2010","16-34 y.","direct migration background","","","","","4"
"Rarely","2010","16-34 y.","indirect migration background","","","","","4"
"Rarely","2010","35-65 y.","no migration background","","","","","4"
"Rarely","2010","35-65 y.","direct migration background","","","","","4"
"Rarely","2010","35-65 y.","indirect migration background","","","","","4"
"Rarely","2010","66 and older","no migration background","","","","","4"
"Rarely","2010","66 and older","direct migration background","","","","","4"
"Rarely","2010","66 and older","indirect migration background","","","","","4"
"Sometimes","2010","16-34 y.","no migration background","","","","","3"
"Sometimes","2010","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2010","35-65 y.","no migration background","","","","","3"
"Sometimes","2010","35-65 y.","direct migration background","","","","","3"
"Sometimes","2010","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2010","66 and older","no migration background","","","","","3"
"Sometimes","2010","66 and older","direct migration background","","","","","3"
"Sometimes","2010","66 and older","indirect migration background","","","","","3"
"Sometimes","2010","16-34 y.","direct migration background","","","","","3"
"Very often","2010","35-65 y.","direct migration background","","","","","1"
"Very often","2010","35-65 y.","indirect migration background","","","","","1"
"Very often","2010","66 and older","no migration background","","","","","1"
"Very often","2010","66 and older","direct migration background","","","","","1"
"Very often","2010","66 and older","indirect migration background","","","","","1"
"Very often","2010","16-34 y.","no migration background","","","","","1"
"Very often","2010","16-34 y.","direct migration background","","","","","1"
"Very often","2010","16-34 y.","indirect migration background","","","","","1"
"Very often","2010","35-65 y.","no migration background","","","","","1"
"Never","2011","35-65 y.","indirect migration background","","","","","5"
"Never","2011","66 and older","no migration background","","","","","5"
"Never","2011","66 and older","direct migration background","","","","","5"
"Never","2011","66 and older","indirect migration background","","","","","5"
"Never","2011","16-34 y.","no migration background","","","","","5"
"Never","2011","16-34 y.","direct migration background","","","","","5"
"Never","2011","16-34 y.","indirect migration background","","","","","5"
"Never","2011","35-65 y.","no migration background","","","","","5"
"Never","2011","35-65 y.","direct migration background","","","","","5"
"Often","2011","16-34 y.","no migration background","","","","","2"
"Often","2011","16-34 y.","direct migration background","","","","","2"
"Often","2011","16-34 y.","indirect migration background","","","","","2"
"Often","2011","35-65 y.","no migration background","","","","","2"
"Often","2011","35-65 y.","direct migration background","","","","","2"
"Often","2011","35-65 y.","indirect migration background","","","","","2"
"Often","2011","66 and older","no migration background","","","","","2"
"Often","2011","66 and older","direct migration background","","","","","2"
"Often","2011","66 and older","indirect migration background","","","","","2"
"Rarely","2011","16-34 y.","no migration background","","","","","4"
"Rarely","2011","16-34 y.","direct migration background","","","","","4"
"Rarely","2011","16-34 y.","indirect migration background","","","","","4"
"Rarely","2011","35-65 y.","no migration background","","","","","4"
"Rarely","2011","35-65 y.","direct migration background","","","","","4"
"Rarely","2011","35-65 y.","indirect migration background","","","","","4"
"Rarely","2011","66 and older","no migration background","","","","","4"
"Rarely","2011","66 and older","direct migration background","","","","","4"
"Rarely","2011","66 and older","indirect migration background","","","","","4"
"Sometimes","2011","66 and older","direct migration background","","","","","3"
"Sometimes","2011","16-34 y.","no migration background","","","","","3"
"Sometimes","2011","16-34 y.","direct migration background","","","","","3"
"Sometimes","2011","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2011","35-65 y.","no migration background","","","","","3"
"Sometimes","2011","35-65 y.","direct migration background","","","","","3"
"Sometimes","2011","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2011","66 and older","no migration background","","","","","3"
"Sometimes","2011","66 and older","indirect migration background","","","","","3"
"Very often","2011","16-34 y.","no migration background","","","","","1"
"Very often","2011","16-34 y.","direct migration background","","","","","1"
"Very often","2011","16-34 y.","indirect migration background","","","","","1"
"Very often","2011","35-65 y.","no migration background","","","","","1"
"Very often","2011","35-65 y.","direct migration background","","","","","1"
"Very often","2011","35-65 y.","indirect migration background","","","","","1"
"Very often","2011","66 and older","no migration background","","","","","1"
"Very often","2011","66 and older","direct migration background","","","","","1"
"Very often","2011","66 and older","indirect migration background","","","","","1"
"Never","2012","16-34 y.","no migration background","","","","","5"
"Never","2012","16-34 y.","direct migration background","","","","","5"
"Never","2012","16-34 y.","indirect migration background","","","","","5"
"Never","2012","35-65 y.","no migration background","","","","","5"
"Never","2012","35-65 y.","direct migration background","","","","","5"
"Never","2012","35-65 y.","indirect migration background","","","","","5"
"Never","2012","66 and older","no migration background","","","","","5"
"Never","2012","66 and older","direct migration background","","","","","5"
"Never","2012","66 and older","indirect migration background","","","","","5"
"Often","2012","16-34 y.","no migration background","","","","","2"
"Often","2012","16-34 y.","direct migration background","","","","","2"
"Often","2012","16-34 y.","indirect migration background","","","","","2"
"Often","2012","35-65 y.","no migration background","","","","","2"
"Often","2012","35-65 y.","direct migration background","","","","","2"
"Often","2012","66 and older","direct migration background","","","","","2"
"Often","2012","35-65 y.","indirect migration background","","","","","2"
"Often","2012","66 and older","indirect migration background","","","","","2"
"Often","2012","66 and older","no migration background","","","","","2"
"Rarely","2012","16-34 y.","no migration background","","","","","4"
"Rarely","2012","16-34 y.","indirect migration background","","","","","4"
"Rarely","2012","35-65 y.","no migration background","","","","","4"
"Rarely","2012","66 and older","no migration background","","","","","4"
"Rarely","2012","66 and older","direct migration background","","","","","4"
"Rarely","2012","16-34 y.","direct migration background","","","","","4"
"Rarely","2012","35-65 y.","indirect migration background","","","","","4"
"Rarely","2012","35-65 y.","direct migration background","","","","","4"
"Rarely","2012","66 and older","indirect migration background","","","","","4"
"Sometimes","2012","66 and older","direct migration background","","","","","3"
"Sometimes","2012","16-34 y.","direct migration background","","","","","3"
"Sometimes","2012","66 and older","no migration background","","","","","3"
"Sometimes","2012","16-34 y.","no migration background","","","","","3"
"Sometimes","2012","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2012","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2012","35-65 y.","no migration background","","","","","3"
"Sometimes","2012","35-65 y.","direct migration background","","","","","3"
"Sometimes","2012","66 and older","indirect migration background","","","","","3"
"Very often","2012","16-34 y.","no migration background","","","","","1"
"Very often","2012","16-34 y.","direct migration background","","","","","1"
"Very often","2012","16-34 y.","indirect migration background","","","","","1"
"Very often","2012","66 and older","no migration background","","","","","1"
"Very often","2012","66 and older","direct migration background","","","","","1"
"Very often","2012","35-65 y.","no migration background","","","","","1"
"Very often","2012","35-65 y.","direct migration background","","","","","1"
"Very often","2012","35-65 y.","indirect migration background","","","","","1"
"Very often","2012","66 and older","indirect migration background","","","","","1"
