"pld0045","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Often","2005","no migration background","Rural Area","","","",""
"Often","2005","direct migration background","Urban Area","","","",""
"Often","2005","direct migration background","Rural Area","","","",""
"Often","2005","indirect migration background","Urban Area","","","",""
"Often","2005","indirect migration background","Rural Area","","","",""
"Sometimes","2005","no migration background","Urban Area","","","",""
"Sometimes","2005","no migration background","Rural Area","","","",""
"Sometimes","2005","direct migration background","Urban Area","","","",""
"Sometimes","2005","direct migration background","Rural Area","","","",""
"Sometimes","2005","indirect migration background","Urban Area","","","",""
"Sometimes","2005","indirect migration background","Rural Area","","","",""
"Rarely","2005","no migration background","Urban Area","","","",""
"Rarely","2005","no migration background","Rural Area","","","",""
"Rarely","2005","direct migration background","Urban Area","","","",""
"Rarely","2005","direct migration background","Rural Area","","","",""
"Rarely","2005","indirect migration background","Urban Area","","","",""
"Rarely","2005","indirect migration background","Rural Area","","","",""
"Never","2005","no migration background","Urban Area","","","",""
"Never","2005","no migration background","Rural Area","","","",""
"Never","2005","direct migration background","Urban Area","","","",""
"Never","2005","direct migration background","Rural Area","","","",""
"Never","2005","indirect migration background","Urban Area","","","",""
"Never","2005","indirect migration background","Rural Area","","","",""
"Very often","2006","no migration background","Urban Area","","","",""
"Very often","2006","no migration background","Rural Area","","","",""
"Very often","2006","direct migration background","Urban Area","","","",""
"Very often","2006","direct migration background","Rural Area","","","",""
"Very often","2006","indirect migration background","Urban Area","","","",""
"Very often","2006","indirect migration background","Rural Area","","","",""
"Often","2006","no migration background","Urban Area","","","",""
"Often","2006","no migration background","Rural Area","","","",""
"Often","2006","direct migration background","Urban Area","","","",""
"Often","2006","direct migration background","Rural Area","","","",""
"Often","2006","indirect migration background","Urban Area","","","",""
"Often","2006","indirect migration background","Rural Area","","","",""
"Sometimes","2006","no migration background","Urban Area","","","",""
"Sometimes","2006","no migration background","Rural Area","","","",""
"Sometimes","2006","direct migration background","Urban Area","","","",""
"Sometimes","2006","direct migration background","Rural Area","","","",""
"Sometimes","2006","indirect migration background","Urban Area","","","",""
"Sometimes","2006","indirect migration background","Rural Area","","","",""
"Rarely","2006","no migration background","Urban Area","","","",""
"Rarely","2006","no migration background","Rural Area","","","",""
"Rarely","2006","direct migration background","Urban Area","","","",""
"Rarely","2006","direct migration background","Rural Area","","","",""
"Rarely","2006","indirect migration background","Urban Area","","","",""
"Rarely","2006","indirect migration background","Rural Area","","","",""
"Never","2006","no migration background","Urban Area","","","",""
"Never","2006","no migration background","Rural Area","","","",""
"Never","2006","direct migration background","Urban Area","","","",""
"Never","2006","direct migration background","Rural Area","","","",""
"Never","2006","indirect migration background","Urban Area","","","",""
"Never","2006","indirect migration background","Rural Area","","","",""
"Very often","2007","no migration background","Urban Area","","","",""
"Very often","2007","no migration background","Rural Area","","","",""
"Very often","2007","direct migration background","Urban Area","","","",""
"Very often","2007","direct migration background","Rural Area","","","",""
"Very often","2007","indirect migration background","Urban Area","","","",""
"Very often","2007","indirect migration background","Rural Area","","","",""
"Often","2007","no migration background","Urban Area","","","",""
"Often","2007","no migration background","Rural Area","","","",""
"Often","2007","direct migration background","Urban Area","","","",""
"Often","2007","direct migration background","Rural Area","","","",""
"Often","2007","indirect migration background","Urban Area","","","",""
"Often","2007","indirect migration background","Rural Area","","","",""
"Sometimes","2007","no migration background","Urban Area","","","",""
"Sometimes","2007","no migration background","Rural Area","","","",""
"Sometimes","2007","direct migration background","Urban Area","","","",""
"Sometimes","2007","direct migration background","Rural Area","","","",""
"Sometimes","2007","indirect migration background","Urban Area","","","",""
"Sometimes","2007","indirect migration background","Rural Area","","","",""
"Rarely","2007","no migration background","Urban Area","","","",""
"Rarely","2007","no migration background","Rural Area","","","",""
"Rarely","2007","direct migration background","Urban Area","","","",""
"Rarely","2007","direct migration background","Rural Area","","","",""
"Rarely","2007","indirect migration background","Urban Area","","","",""
"Rarely","2007","indirect migration background","Rural Area","","","",""
"Never","2007","no migration background","Urban Area","","","",""
"Never","2007","no migration background","Rural Area","","","",""
"Never","2007","direct migration background","Urban Area","","","",""
"Never","2007","direct migration background","Rural Area","","","",""
"Never","2007","indirect migration background","Urban Area","","","",""
"Never","2007","indirect migration background","Rural Area","","","",""
"Very often","2008","no migration background","Urban Area","505","0.0442349214007868","0.0403152626032115","0.0481545801983621"
"Very often","2008","no migration background","Rural Area","374","0.0611771140670444","0.0551461989634566","0.0672080291706322"
"Very often","2008","direct migration background","Urban Area","64","0.0442788043111379","0.0340377234972846","0.0545198851249912"
"Very often","2008","direct migration background","Rural Area","24","","",""
"Very often","2008","indirect migration background","Urban Area","44","0.0808042792740881","0.0599806548784335","0.101627903669743"
"Very often","2008","indirect migration background","Rural Area","4","","",""
"Often","2008","no migration background","Urban Area","878","0.0816159340622061","0.0763969051554615","0.0868349629689506"
"Often","2008","no migration background","Rural Area","639","0.108991677341673","0.101149540134595","0.116833814548752"
"Often","2008","direct migration background","Urban Area","112","0.0777985506708398","0.0644639229523804","0.0911331783892992"
"Often","2008","direct migration background","Rural Area","28","","",""
"Often","2008","indirect migration background","Urban Area","62","0.106999962298557","0.0833814414781064","0.130618483119008"
"Often","2008","indirect migration background","Rural Area","10","","",""
"Sometimes","2008","no migration background","Urban Area","1029","0.0962346728958071","0.0906127656030383","0.101856580188576"
"Sometimes","2008","no migration background","Rural Area","692","0.117127760551815","0.109035390417992","0.125220130685637"
"Sometimes","2008","direct migration background","Urban Area","155","0.09641841151059","0.081724212595262","0.111112610425918"
"Sometimes","2008","direct migration background","Rural Area","36","0.0807349410488285","0.0519881292162935","0.109481752881363"
"Sometimes","2008","indirect migration background","Urban Area","65","0.0876720458666137","0.0660627206401921","0.109281371093035"
"Sometimes","2008","indirect migration background","Rural Area","17","","",""
"Rarely","2008","no migration background","Urban Area","1815","0.173426797644967","0.166209263989702","0.180644331300232"
"Rarely","2008","no migration background","Rural Area","1156","0.191216127811267","0.181319770005645","0.20111248561689"
"Rarely","2008","direct migration background","Urban Area","239","0.151118249307575","0.133287717463939","0.16894878115121"
"Rarely","2008","direct migration background","Rural Area","62","0.154866721723066","0.116691620477011","0.19304182296912"
"Rarely","2008","indirect migration background","Urban Area","78","0.11846837113008","0.0937764260465781","0.143160316213582"
"Rarely","2008","indirect migration background","Rural Area","22","","",""
"Never","2008","no migration background","Urban Area","6344","0.604487673996233","0.595166646464143","0.613808701528324"
"Never","2008","no migration background","Rural Area","3205","0.5214873202282","0.508916445753962","0.534058194702438"
"Never","2008","direct migration background","Urban Area","980","0.630385984199858","0.60635565436224","0.654416314037475"
"Never","2008","direct migration background","Rural Area","195","0.606582413311611","0.555034589458712","0.65813023716451"
"Never","2008","indirect migration background","Urban Area","409","0.606055341430661","0.568720965690569","0.643389717170753"
"Never","2008","indirect migration background","Rural Area","59","0.57711777091595","0.485626213387909","0.668609328443991"
"Very often","2009","no migration background","Urban Area","","","",""
"Very often","2009","no migration background","Rural Area","","","",""
"Very often","2009","direct migration background","Urban Area","","","",""
"Very often","2009","direct migration background","Rural Area","","","",""
"Very often","2009","indirect migration background","Urban Area","","","",""
"Very often","2009","indirect migration background","Rural Area","","","",""
"Often","2009","no migration background","Urban Area","","","",""
"Often","2009","no migration background","Rural Area","","","",""
"Often","2009","direct migration background","Urban Area","","","",""
"Often","2009","direct migration background","Rural Area","","","",""
"Often","2009","indirect migration background","Urban Area","","","",""
"Often","2009","indirect migration background","Rural Area","","","",""
"Sometimes","2009","no migration background","Urban Area","","","",""
"Sometimes","2009","no migration background","Rural Area","","","",""
"Sometimes","2009","direct migration background","Urban Area","","","",""
"Sometimes","2009","direct migration background","Rural Area","","","",""
"Sometimes","2009","indirect migration background","Urban Area","","","",""
"Sometimes","2009","indirect migration background","Rural Area","","","",""
"Rarely","2009","no migration background","Urban Area","","","",""
"Rarely","2009","no migration background","Rural Area","","","",""
"Rarely","2009","direct migration background","Urban Area","","","",""
"Rarely","2009","direct migration background","Rural Area","","","",""
"Rarely","2009","indirect migration background","Urban Area","","","",""
"Rarely","2009","indirect migration background","Rural Area","","","",""
"Never","2009","no migration background","Urban Area","","","",""
"Never","2009","no migration background","Rural Area","","","",""
"Never","2009","direct migration background","Urban Area","","","",""
"Never","2009","direct migration background","Rural Area","","","",""
"Never","2009","indirect migration background","Urban Area","","","",""
"Never","2009","indirect migration background","Rural Area","","","",""
"Very often","2010","no migration background","Urban Area","","","",""
"Very often","2010","no migration background","Rural Area","","","",""
"Very often","2010","direct migration background","Urban Area","","","",""
"Very often","2010","direct migration background","Rural Area","","","",""
"Very often","2010","indirect migration background","Urban Area","","","",""
"Very often","2010","indirect migration background","Rural Area","","","",""
"Often","2010","no migration background","Urban Area","","","",""
"Often","2010","no migration background","Rural Area","","","",""
"Often","2010","direct migration background","Urban Area","","","",""
"Often","2010","direct migration background","Rural Area","","","",""
"Often","2010","indirect migration background","Urban Area","","","",""
"Often","2010","indirect migration background","Rural Area","","","",""
"Sometimes","2010","no migration background","Urban Area","","","",""
"Sometimes","2010","no migration background","Rural Area","","","",""
"Sometimes","2010","direct migration background","Urban Area","","","",""
"Sometimes","2010","direct migration background","Rural Area","","","",""
"Sometimes","2010","indirect migration background","Urban Area","","","",""
"Sometimes","2010","indirect migration background","Rural Area","","","",""
"Rarely","2010","no migration background","Urban Area","","","",""
"Rarely","2010","no migration background","Rural Area","","","",""
"Rarely","2010","direct migration background","Urban Area","","","",""
"Rarely","2010","direct migration background","Rural Area","","","",""
"Rarely","2010","indirect migration background","Urban Area","","","",""
"Rarely","2010","indirect migration background","Rural Area","","","",""
"Never","2010","no migration background","Urban Area","","","",""
"Never","2010","no migration background","Rural Area","","","",""
"Never","2010","direct migration background","Urban Area","","","",""
"Never","2010","direct migration background","Rural Area","","","",""
"Never","2010","indirect migration background","Urban Area","","","",""
"Never","2010","indirect migration background","Rural Area","","","",""
"Very often","2011","no migration background","Urban Area","","","",""
"Very often","2011","no migration background","Rural Area","","","",""
"Very often","2011","direct migration background","Urban Area","","","",""
"Very often","2011","direct migration background","Rural Area","","","",""
"Very often","2011","indirect migration background","Urban Area","","","",""
"Very often","2011","indirect migration background","Rural Area","","","",""
"Often","2011","no migration background","Urban Area","","","",""
"Often","2011","no migration background","Rural Area","","","",""
"Often","2011","direct migration background","Urban Area","","","",""
"Often","2011","direct migration background","Rural Area","","","",""
"Often","2011","indirect migration background","Urban Area","","","",""
"Often","2011","indirect migration background","Rural Area","","","",""
"Sometimes","2011","no migration background","Urban Area","","","",""
"Sometimes","2011","no migration background","Rural Area","","","",""
"Sometimes","2011","direct migration background","Urban Area","","","",""
"Sometimes","2011","direct migration background","Rural Area","","","",""
"Sometimes","2011","indirect migration background","Urban Area","","","",""
"Sometimes","2011","indirect migration background","Rural Area","","","",""
"Rarely","2011","no migration background","Urban Area","","","",""
"Rarely","2011","no migration background","Rural Area","","","",""
"Rarely","2011","direct migration background","Urban Area","","","",""
"Rarely","2011","direct migration background","Rural Area","","","",""
"Rarely","2011","indirect migration background","Urban Area","","","",""
"Rarely","2011","indirect migration background","Rural Area","","","",""
"Never","2011","no migration background","Urban Area","","","",""
"Never","2011","no migration background","Rural Area","","","",""
"Never","2011","direct migration background","Urban Area","","","",""
"Never","2011","direct migration background","Rural Area","","","",""
"Never","2011","indirect migration background","Urban Area","","","",""
"Never","2011","indirect migration background","Rural Area","","","",""
"Very often","2012","no migration background","Urban Area","","","",""
"Very often","2012","no migration background","Rural Area","","","",""
"Very often","2012","direct migration background","Urban Area","","","",""
"Very often","2012","direct migration background","Rural Area","","","",""
"Very often","2012","indirect migration background","Urban Area","","","",""
"Very often","2012","indirect migration background","Rural Area","","","",""
"Often","2012","no migration background","Urban Area","","","",""
"Often","2012","no migration background","Rural Area","","","",""
"Often","2012","direct migration background","Urban Area","","","",""
"Often","2012","direct migration background","Rural Area","","","",""
"Often","2012","indirect migration background","Urban Area","","","",""
"Often","2012","indirect migration background","Rural Area","","","",""
"Sometimes","2012","no migration background","Urban Area","","","",""
"Sometimes","2012","no migration background","Rural Area","","","",""
"Sometimes","2012","direct migration background","Urban Area","","","",""
"Sometimes","2012","direct migration background","Rural Area","","","",""
"Sometimes","2012","indirect migration background","Urban Area","","","",""
"Sometimes","2012","indirect migration background","Rural Area","","","",""
"Rarely","2012","no migration background","Urban Area","","","",""
"Rarely","2012","no migration background","Rural Area","","","",""
"Rarely","2012","direct migration background","Urban Area","","","",""
"Rarely","2012","direct migration background","Rural Area","","","",""
"Rarely","2012","indirect migration background","Urban Area","","","",""
"Rarely","2012","indirect migration background","Rural Area","","","",""
"Never","2012","no migration background","Urban Area","","","",""
"Never","2012","no migration background","Rural Area","","","",""
"Never","2012","direct migration background","Urban Area","","","",""
"Never","2012","direct migration background","Rural Area","","","",""
"Never","2012","indirect migration background","Urban Area","","","",""
"Never","2012","indirect migration background","Rural Area","","","",""
"Very often","2013","no migration background","Urban Area","869","0.0540046670974232","0.0501768331713728","0.0578325010234736"
"Very often","2013","no migration background","Rural Area","584","0.0572920543927125","0.0522796461752365","0.0623044626101885"
"Very often","2013","direct migration background","Urban Area","105","0.047493499762972","0.0381743646670529","0.0568126348588912"
"Very often","2013","direct migration background","Rural Area","42","0.071359720947439","0.0514469862768312","0.0912724556180468"
"Very often","2013","indirect migration background","Urban Area","85","0.0616188407936189","0.0463839788241562","0.0768537027630816"
"Very often","2013","indirect migration background","Rural Area","21","","",""
"Often","2013","no migration background","Urban Area","1434","0.0916065110674262","0.0867211898840465","0.0964918322508059"
"Often","2013","no migration background","Rural Area","1030","0.111809265788575","0.105012494304128","0.118606037273022"
"Often","2013","direct migration background","Urban Area","212","0.0840795061422557","0.0719204878723679","0.0962385244121435"
"Often","2013","direct migration background","Rural Area","62","0.0834387783212392","0.0620470790379145","0.104830477604564"
"Often","2013","indirect migration background","Urban Area","89","0.0768334270353173","0.0599598460675651","0.0937070080030695"
"Often","2013","indirect migration background","Rural Area","21","","",""
"Sometimes","2013","no migration background","Urban Area","1431","0.095895921496563","0.0909093479785188","0.100882495014607"
"Sometimes","2013","no migration background","Rural Area","1016","0.119469067332293","0.112473697223339","0.126464437441246"
"Sometimes","2013","direct migration background","Urban Area","191","0.0815961170197326","0.069601782739674","0.0935904512997911"
"Sometimes","2013","direct migration background","Rural Area","95","0.127744751797787","0.101923701361017","0.153565802234557"
"Sometimes","2013","indirect migration background","Urban Area","104","0.133021750916813","0.111505948218871","0.154537553614754"
"Sometimes","2013","indirect migration background","Rural Area","24","","",""
"Rarely","2013","no migration background","Urban Area","2345","0.175813595832359","0.169366978448141","0.182260213216577"
"Rarely","2013","no migration background","Rural Area","1627","0.20119450536097","0.19254802754651","0.20984098317543"
"Rarely","2013","direct migration background","Urban Area","287","0.141234264200319","0.125975058182225","0.156493470218413"
"Rarely","2013","direct migration background","Rural Area","108","0.192679807303841","0.162171255961644","0.223188358646038"
"Rarely","2013","indirect migration background","Urban Area","164","0.160159879992972","0.13692356269587","0.183396197290073"
"Rarely","2013","indirect migration background","Rural Area","45","0.210115202137749","0.156035977080589","0.264194427194909"
"Never","2013","no migration background","Urban Area","7315","0.582679304506229","0.574328223400906","0.591030385611552"
"Never","2013","no migration background","Rural Area","4001","0.51023510712545","0.499453347483048","0.521016866767851"
"Never","2013","direct migration background","Urban Area","1206","0.645596612874721","0.624638407092447","0.666554818656994"
"Never","2013","direct migration background","Rural Area","335","0.524776941629694","0.486147653801358","0.56340622945803"
"Never","2013","indirect migration background","Urban Area","515","0.56836610126128","0.536985303610654","0.599746898911905"
"Never","2013","indirect migration background","Rural Area","107","0.529738299074013","0.463483043165371","0.595993554982656"
"Very often","2014","no migration background","Urban Area","","","",""
"Very often","2014","no migration background","Rural Area","","","",""
"Very often","2014","direct migration background","Urban Area","","","",""
"Very often","2014","direct migration background","Rural Area","","","",""
"Very often","2014","indirect migration background","Urban Area","","","",""
"Very often","2014","indirect migration background","Rural Area","","","",""
"Often","2014","no migration background","Urban Area","","","",""
"Often","2014","no migration background","Rural Area","","","",""
"Often","2014","direct migration background","Urban Area","","","",""
"Often","2014","direct migration background","Rural Area","","","",""
"Often","2014","indirect migration background","Urban Area","","","",""
"Often","2014","indirect migration background","Rural Area","","","",""
"Sometimes","2014","no migration background","Urban Area","","","",""
"Sometimes","2014","no migration background","Rural Area","","","",""
"Sometimes","2014","direct migration background","Urban Area","","","",""
"Sometimes","2014","direct migration background","Rural Area","","","",""
"Sometimes","2014","indirect migration background","Urban Area","","","",""
"Sometimes","2014","indirect migration background","Rural Area","","","",""
"Rarely","2014","no migration background","Urban Area","","","",""
"Rarely","2014","no migration background","Rural Area","","","",""
"Rarely","2014","direct migration background","Urban Area","","","",""
"Rarely","2014","direct migration background","Rural Area","","","",""
"Rarely","2014","indirect migration background","Urban Area","","","",""
"Rarely","2014","indirect migration background","Rural Area","","","",""
"Never","2014","no migration background","Urban Area","","","",""
"Never","2014","no migration background","Rural Area","","","",""
"Never","2014","direct migration background","Urban Area","","","",""
"Never","2014","direct migration background","Rural Area","","","",""
"Never","2014","indirect migration background","Urban Area","","","",""
"Never","2014","indirect migration background","Rural Area","","","",""
"Very often","2015","no migration background","Urban Area","","","",""
"Very often","2015","no migration background","Rural Area","","","",""
"Very often","2015","direct migration background","Urban Area","","","",""
"Very often","2015","direct migration background","Rural Area","","","",""
"Very often","2015","indirect migration background","Urban Area","","","",""
"Very often","2015","indirect migration background","Rural Area","","","",""
"Often","2015","no migration background","Urban Area","","","",""
"Often","2015","no migration background","Rural Area","","","",""
"Often","2015","direct migration background","Urban Area","","","",""
"Often","2015","direct migration background","Rural Area","","","",""
"Often","2015","indirect migration background","Urban Area","","","",""
"Often","2015","indirect migration background","Rural Area","","","",""
"Sometimes","2015","no migration background","Urban Area","","","",""
"Sometimes","2015","no migration background","Rural Area","","","",""
"Sometimes","2015","direct migration background","Urban Area","","","",""
"Sometimes","2015","direct migration background","Rural Area","","","",""
"Sometimes","2015","indirect migration background","Urban Area","","","",""
"Sometimes","2015","indirect migration background","Rural Area","","","",""
"Rarely","2015","no migration background","Urban Area","","","",""
"Rarely","2015","no migration background","Rural Area","","","",""
"Rarely","2015","direct migration background","Urban Area","","","",""
"Rarely","2015","direct migration background","Rural Area","","","",""
"Rarely","2015","indirect migration background","Urban Area","","","",""
"Rarely","2015","indirect migration background","Rural Area","","","",""
"Never","2015","no migration background","Urban Area","","","",""
"Never","2015","no migration background","Rural Area","","","",""
"Never","2015","direct migration background","Urban Area","","","",""
"Never","2015","direct migration background","Rural Area","","","",""
"Never","2015","indirect migration background","Urban Area","","","",""
"Never","2015","indirect migration background","Rural Area","","","",""
"Very often","2016","no migration background","Urban Area","","","",""
"Very often","2016","no migration background","Rural Area","","","",""
"Very often","2016","direct migration background","Urban Area","","","",""
"Very often","2016","direct migration background","Rural Area","","","",""
"Very often","2016","indirect migration background","Urban Area","","","",""
"Very often","2016","indirect migration background","Rural Area","","","",""
"Often","2016","no migration background","Urban Area","","","",""
"Often","2016","no migration background","Rural Area","","","",""
"Often","2016","direct migration background","Urban Area","","","",""
"Often","2016","direct migration background","Rural Area","","","",""
"Often","2016","indirect migration background","Urban Area","","","",""
"Often","2016","indirect migration background","Rural Area","","","",""
"Sometimes","2016","no migration background","Urban Area","","","",""
"Sometimes","2016","no migration background","Rural Area","","","",""
"Sometimes","2016","direct migration background","Urban Area","","","",""
"Sometimes","2016","direct migration background","Rural Area","","","",""
"Sometimes","2016","indirect migration background","Urban Area","","","",""
"Sometimes","2016","indirect migration background","Rural Area","","","",""
"Rarely","2016","no migration background","Urban Area","","","",""
"Rarely","2016","no migration background","Rural Area","","","",""
"Rarely","2016","direct migration background","Urban Area","","","",""
"Rarely","2016","direct migration background","Rural Area","","","",""
"Rarely","2016","indirect migration background","Urban Area","","","",""
"Rarely","2016","indirect migration background","Rural Area","","","",""
"Never","2016","no migration background","Urban Area","","","",""
"Never","2016","no migration background","Rural Area","","","",""
"Never","2016","direct migration background","Urban Area","","","",""
"Never","2016","direct migration background","Rural Area","","","",""
"Never","2016","indirect migration background","Urban Area","","","",""
"Never","2016","indirect migration background","Rural Area","","","",""
"Very often","2017","no migration background","Urban Area","","","",""
"Very often","2017","no migration background","Rural Area","","","",""
"Very often","2017","direct migration background","Urban Area","","","",""
"Very often","2017","direct migration background","Rural Area","","","",""
"Very often","2017","indirect migration background","Urban Area","","","",""
"Very often","2017","indirect migration background","Rural Area","","","",""
"Often","2017","no migration background","Urban Area","","","",""
"Often","2017","no migration background","Rural Area","","","",""
"Often","2017","direct migration background","Urban Area","","","",""
"Often","2017","direct migration background","Rural Area","","","",""
"Often","2017","indirect migration background","Urban Area","","","",""
"Often","2017","indirect migration background","Rural Area","","","",""
"Sometimes","2017","no migration background","Urban Area","","","",""
"Sometimes","2017","no migration background","Rural Area","","","",""
"Sometimes","2017","direct migration background","Urban Area","","","",""
"Sometimes","2017","direct migration background","Rural Area","","","",""
"Sometimes","2017","indirect migration background","Urban Area","","","",""
"Sometimes","2017","indirect migration background","Rural Area","","","",""
"Rarely","2017","no migration background","Urban Area","","","",""
"Rarely","2017","no migration background","Rural Area","","","",""
"Rarely","2017","direct migration background","Urban Area","","","",""
"Rarely","2017","direct migration background","Rural Area","","","",""
"Rarely","2017","indirect migration background","Urban Area","","","",""
"Rarely","2017","indirect migration background","Rural Area","","","",""
"Never","2017","no migration background","Urban Area","","","",""
"Never","2017","no migration background","Rural Area","","","",""
"Never","2017","direct migration background","Urban Area","","","",""
"Never","2017","direct migration background","Rural Area","","","",""
"Never","2017","indirect migration background","Urban Area","","","",""
"Never","2017","indirect migration background","Rural Area","","","",""
"Very often","2018","no migration background","Urban Area","861","0.0638722036115365","0.0594940718097653","0.0682503354133077"
"Very often","2018","no migration background","Rural Area","540","0.0673260423484581","0.0616777789632719","0.0729743057336443"
"Very often","2018","direct migration background","Urban Area","190","0.0622596241405696","0.0539968675514139","0.0705223807297253"
"Very often","2018","direct migration background","Rural Area","73","0.060869305458744","0.0469228671257976","0.0748157437916904"
"Very often","2018","indirect migration background","Urban Area","111","0.0705287192881334","0.0570348037510208","0.084022634825246"
"Very often","2018","indirect migration background","Rural Area","24","","",""
"Often","2018","no migration background","Urban Area","1170","0.0897158355009981","0.084599154306388","0.0948325166956082"
"Often","2018","no migration background","Rural Area","900","0.114638010981987","0.107457039046614","0.12181898291736"
"Often","2018","direct migration background","Urban Area","272","0.0830803012257319","0.0736419727690685","0.0925186296823953"
"Often","2018","direct migration background","Rural Area","108","0.0890166315107238","0.0724057789953086","0.105627484026139"
"Often","2018","indirect migration background","Urban Area","146","0.0956854399929341","0.0801822991783883","0.11118858080748"
"Often","2018","indirect migration background","Rural Area","44","0.167040942353661","0.125978785923216","0.208103098784107"
"Sometimes","2018","no migration background","Urban Area","1288","0.108543807762952","0.10297428682779","0.114113328698114"
"Sometimes","2018","no migration background","Rural Area","941","0.125625728561643","0.11815528388805","0.133096173235235"
"Sometimes","2018","direct migration background","Urban Area","303","0.0933130939099691","0.0833663629641967","0.103259824855742"
"Sometimes","2018","direct migration background","Rural Area","118","0.109233573442046","0.0910381942529926","0.1274289526311"
