"pld0043","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2006","Not Employed","direct migration background","","","","","4"
"Rarely","2006","Employed","direct migration background","","","","","4"
"Rarely","2006","Employed","no migration background","","","","","4"
"Rarely","2006","Employed","indirect migration background","","","","","4"
"Sometimes","2006","Not Employed","indirect migration background","","","","","3"
"Sometimes","2006","Not Employed","no migration background","","","","","3"
"Sometimes","2006","Not Employed","direct migration background","","","","","3"
"Sometimes","2006","Employed","no migration background","","","","","3"
"Sometimes","2006","Employed","direct migration background","","","","","3"
"Sometimes","2006","Employed","indirect migration background","","","","","3"
"Very often","2006","Not Employed","no migration background","","","","","1"
"Very often","2006","Not Employed","direct migration background","","","","","1"
"Very often","2006","Not Employed","indirect migration background","","","","","1"
"Very often","2006","Employed","no migration background","","","","","1"
"Very often","2006","Employed","direct migration background","","","","","1"
"Very often","2006","Employed","indirect migration background","","","","","1"
"Never","2007","Not Employed","no migration background","","","","","5"
"Never","2007","Not Employed","indirect migration background","","","","","5"
"Never","2007","Not Employed","direct migration background","","","","","5"
"Never","2007","Employed","no migration background","","","","","5"
"Never","2007","Employed","direct migration background","","","","","5"
"Never","2007","Employed","indirect migration background","","","","","5"
"Often","2007","Not Employed","direct migration background","","","","","2"
"Often","2007","Not Employed","no migration background","","","","","2"
"Often","2007","Not Employed","indirect migration background","","","","","2"
"Often","2007","Employed","no migration background","","","","","2"
"Often","2007","Employed","direct migration background","","","","","2"
"Often","2007","Employed","indirect migration background","","","","","2"
"Rarely","2007","Not Employed","no migration background","","","","","4"
"Rarely","2007","Not Employed","direct migration background","","","","","4"
"Rarely","2007","Not Employed","indirect migration background","","","","","4"
"Rarely","2007","Employed","no migration background","","","","","4"
"Rarely","2007","Employed","direct migration background","","","","","4"
"Rarely","2007","Employed","indirect migration background","","","","","4"
"Sometimes","2007","Not Employed","no migration background","","","","","3"
"Sometimes","2007","Not Employed","direct migration background","","","","","3"
"Sometimes","2007","Not Employed","indirect migration background","","","","","3"
"Sometimes","2007","Employed","no migration background","","","","","3"
"Sometimes","2007","Employed","direct migration background","","","","","3"
"Sometimes","2007","Employed","indirect migration background","","","","","3"
"Very often","2007","Not Employed","indirect migration background","","","","","1"
"Very often","2007","Employed","indirect migration background","","","","","1"
"Very often","2007","Not Employed","no migration background","","","","","1"
"Very often","2007","Not Employed","direct migration background","","","","","1"
"Very often","2007","Employed","no migration background","","","","","1"
"Very often","2007","Employed","direct migration background","","","","","1"
"Never","2008","Not Employed","no migration background","1758","0.294649814714616","0.283490418920513","0.30580921050872","5"
"Never","2008","Not Employed","direct migration background","290","0.340630463960231","0.307624556146702","0.373636371773761","5"
"Never","2008","Not Employed","indirect migration background","25","","","","5"
"Never","2008","Employed","no migration background","1058","0.112259498257905","0.106137637164704","0.118381359351107","5"
"Never","2008","Employed","direct migration background","185","0.158892179346825","0.13728844417395","0.180495914519699","5"
"Never","2008","Employed","indirect migration background","57","0.121835464493988","0.0948643634593929","0.148806565528584","5"
"Often","2008","Not Employed","direct migration background","71","0.0896096236187724","0.0697177058184272","0.109501541419118","2"
"Often","2008","Not Employed","no migration background","709","0.100305454992304","0.092951939320115","0.107658970664493","2"
"Often","2008","Not Employed","indirect migration background","47","0.173013452954423","0.121359490790633","0.224667415118213","2"
"Often","2008","Employed","no migration background","1880","0.185324325563335","0.177789252043386","0.192859399083284","2"
"Often","2008","Employed","direct migration background","188","0.157892661827424","0.13634419142918","0.179441132225667","2"
"Often","2008","Employed","indirect migration background","133","0.233768502451762","0.198870797640615","0.268666207262909","2"
"Rarely","2008","Not Employed","no migration background","1960","0.301485000826985","0.290251737855605","0.312718263798365","4"
"Rarely","2008","Not Employed","direct migration background","226","0.299389671020507","0.26749323388492","0.331286108156094","4"
"Rarely","2008","Not Employed","indirect migration background","39","0.191062770525032","0.137376908861878","0.244748632188187","4"
"Rarely","2008","Employed","no migration background","3030","0.293749997021365","0.284917223960759","0.302582770081972","4"
"Rarely","2008","Employed","direct migration background","300","0.301038905939334","0.273931399902094","0.328146411976574","4"
"Rarely","2008","Employed","indirect migration background","129","0.224649388382604","0.19023614909593","0.259062627669279","4"
"Sometimes","2008","Not Employed","no migration background","1821","0.282332995272356","0.271314367548316","0.293351622996397","3"
"Sometimes","2008","Not Employed","direct migration background","193","0.258545855675463","0.228053116492948","0.289038594857978","3"
"Sometimes","2008","Not Employed","indirect migration background","80","0.452431098734193","0.384462221978104","0.520399975490283","3"
"Sometimes","2008","Employed","no migration background","3899","0.374694619809172","0.365307902975668","0.384081336642676","3"
"Sometimes","2008","Employed","direct migration background","383","0.336729450708346","0.308801590856551","0.364657310560142","3"
"Sometimes","2008","Employed","indirect migration background","215","0.360997145681635","0.32139423099789","0.400600060365379","3"
"Very often","2008","Not Employed","no migration background","163","0.0212267341937381","0.0176984151996723","0.024755053187804","1"
"Very often","2008","Not Employed","direct migration background","12","","","","1"
"Very often","2008","Not Employed","indirect migration background","15","","","","1"
"Very often","2008","Employed","no migration background","348","0.0339715593482223","0.0304585314160522","0.0374845872803924","1"
"Very often","2008","Employed","direct migration background","44","0.0454468021780716","0.033138348888732","0.0577552554674112","1"
"Very often","2008","Employed","indirect migration background","31","0.0587494989900109","0.0393594654203066","0.0781395325597153","1"
"Never","2009","Not Employed","direct migration background","","","","","5"
"Never","2009","Not Employed","no migration background","","","","","5"
"Never","2009","Not Employed","indirect migration background","","","","","5"
"Never","2009","Employed","no migration background","","","","","5"
"Never","2009","Employed","direct migration background","","","","","5"
"Never","2009","Employed","indirect migration background","","","","","5"
"Often","2009","Not Employed","no migration background","","","","","2"
"Often","2009","Not Employed","direct migration background","","","","","2"
"Often","2009","Not Employed","indirect migration background","","","","","2"
"Often","2009","Employed","no migration background","","","","","2"
"Often","2009","Employed","direct migration background","","","","","2"
"Often","2009","Employed","indirect migration background","","","","","2"
"Rarely","2009","Not Employed","direct migration background","","","","","4"
"Rarely","2009","Not Employed","no migration background","","","","","4"
"Rarely","2009","Not Employed","indirect migration background","","","","","4"
"Rarely","2009","Employed","no migration background","","","","","4"
"Rarely","2009","Employed","direct migration background","","","","","4"
"Rarely","2009","Employed","indirect migration background","","","","","4"
"Sometimes","2009","Not Employed","no migration background","","","","","3"
"Sometimes","2009","Not Employed","indirect migration background","","","","","3"
"Sometimes","2009","Not Employed","direct migration background","","","","","3"
"Sometimes","2009","Employed","direct migration background","","","","","3"
"Sometimes","2009","Employed","indirect migration background","","","","","3"
"Sometimes","2009","Employed","no migration background","","","","","3"
"Very often","2009","Not Employed","no migration background","","","","","1"
"Very often","2009","Not Employed","direct migration background","","","","","1"
"Very often","2009","Not Employed","indirect migration background","","","","","1"
"Very often","2009","Employed","no migration background","","","","","1"
"Very often","2009","Employed","indirect migration background","","","","","1"
"Very often","2009","Employed","direct migration background","","","","","1"
"Never","2010","Not Employed","no migration background","","","","","5"
"Never","2010","Not Employed","indirect migration background","","","","","5"
"Never","2010","Employed","no migration background","","","","","5"
"Never","2010","Not Employed","direct migration background","","","","","5"
"Never","2010","Employed","direct migration background","","","","","5"
"Never","2010","Employed","indirect migration background","","","","","5"
"Often","2010","Not Employed","no migration background","","","","","2"
"Often","2010","Not Employed","direct migration background","","","","","2"
"Often","2010","Not Employed","indirect migration background","","","","","2"
"Often","2010","Employed","no migration background","","","","","2"
"Often","2010","Employed","direct migration background","","","","","2"
"Often","2010","Employed","indirect migration background","","","","","2"
"Rarely","2010","Not Employed","no migration background","","","","","4"
"Rarely","2010","Not Employed","direct migration background","","","","","4"
"Rarely","2010","Not Employed","indirect migration background","","","","","4"
"Rarely","2010","Employed","no migration background","","","","","4"
"Rarely","2010","Employed","direct migration background","","","","","4"
"Rarely","2010","Employed","indirect migration background","","","","","4"
"Sometimes","2010","Not Employed","no migration background","","","","","3"
"Sometimes","2010","Not Employed","direct migration background","","","","","3"
"Sometimes","2010","Not Employed","indirect migration background","","","","","3"
"Sometimes","2010","Employed","direct migration background","","","","","3"
"Sometimes","2010","Employed","no migration background","","","","","3"
"Sometimes","2010","Employed","indirect migration background","","","","","3"
"Very often","2010","Not Employed","no migration background","","","","","1"
"Very often","2010","Not Employed","indirect migration background","","","","","1"
"Very often","2010","Employed","indirect migration background","","","","","1"
"Very often","2010","Not Employed","direct migration background","","","","","1"
"Very often","2010","Employed","no migration background","","","","","1"
"Very often","2010","Employed","direct migration background","","","","","1"
"Never","2011","Not Employed","direct migration background","","","","","5"
"Never","2011","Not Employed","indirect migration background","","","","","5"
"Never","2011","Employed","direct migration background","","","","","5"
"Never","2011","Not Employed","no migration background","","","","","5"
"Never","2011","Employed","no migration background","","","","","5"
"Never","2011","Employed","indirect migration background","","","","","5"
"Often","2011","Not Employed","no migration background","","","","","2"
"Often","2011","Not Employed","direct migration background","","","","","2"
"Often","2011","Not Employed","indirect migration background","","","","","2"
"Often","2011","Employed","no migration background","","","","","2"
"Often","2011","Employed","direct migration background","","","","","2"
"Often","2011","Employed","indirect migration background","","","","","2"
"Rarely","2011","Not Employed","no migration background","","","","","4"
"Rarely","2011","Not Employed","direct migration background","","","","","4"
"Rarely","2011","Not Employed","indirect migration background","","","","","4"
"Rarely","2011","Employed","no migration background","","","","","4"
"Rarely","2011","Employed","direct migration background","","","","","4"
"Rarely","2011","Employed","indirect migration background","","","","","4"
"Sometimes","2011","Not Employed","no migration background","","","","","3"
"Sometimes","2011","Not Employed","indirect migration background","","","","","3"
"Sometimes","2011","Not Employed","direct migration background","","","","","3"
"Sometimes","2011","Employed","no migration background","","","","","3"
"Sometimes","2011","Employed","direct migration background","","","","","3"
"Sometimes","2011","Employed","indirect migration background","","","","","3"
"Very often","2011","Not Employed","no migration background","","","","","1"
"Very often","2011","Not Employed","direct migration background","","","","","1"
"Very often","2011","Employed","direct migration background","","","","","1"
"Very often","2011","Not Employed","indirect migration background","","","","","1"
"Very often","2011","Employed","no migration background","","","","","1"
"Very often","2011","Employed","indirect migration background","","","","","1"
"Never","2012","Not Employed","direct migration background","","","","","5"
"Never","2012","Not Employed","no migration background","","","","","5"
"Never","2012","Not Employed","indirect migration background","","","","","5"
"Never","2012","Employed","no migration background","","","","","5"
"Never","2012","Employed","direct migration background","","","","","5"
"Never","2012","Employed","indirect migration background","","","","","5"
"Often","2012","Not Employed","no migration background","","","","","2"
"Often","2012","Not Employed","direct migration background","","","","","2"
"Often","2012","Not Employed","indirect migration background","","","","","2"
"Often","2012","Employed","no migration background","","","","","2"
"Often","2012","Employed","indirect migration background","","","","","2"
"Often","2012","Employed","direct migration background","","","","","2"
"Rarely","2012","Not Employed","no migration background","","","","","4"
"Rarely","2012","Not Employed","direct migration background","","","","","4"
"Rarely","2012","Not Employed","indirect migration background","","","","","4"
"Rarely","2012","Employed","no migration background","","","","","4"
"Rarely","2012","Employed","direct migration background","","","","","4"
"Rarely","2012","Employed","indirect migration background","","","","","4"
"Sometimes","2012","Not Employed","indirect migration background","","","","","3"
"Sometimes","2012","Not Employed","no migration background","","","","","3"
"Sometimes","2012","Not Employed","direct migration background","","","","","3"
"Sometimes","2012","Employed","direct migration background","","","","","3"
"Sometimes","2012","Employed","no migration background","","","","","3"
"Sometimes","2012","Employed","indirect migration background","","","","","3"
"Very often","2012","Not Employed","no migration background","","","","","1"
"Very often","2012","Not Employed","direct migration background","","","","","1"
"Very often","2012","Not Employed","indirect migration background","","","","","1"
"Very often","2012","Employed","no migration background","","","","","1"
"Very often","2012","Employed","indirect migration background","","","","","1"
"Very often","2012","Employed","direct migration background","","","","","1"
"Never","2013","Not Employed","no migration background","1892","0.283695970936874","0.273509404052406","0.293882537821342","5"
"Never","2013","Not Employed","direct migration background","262","0.33732655671546","0.3071501659773","0.367502947453621","5"
"Never","2013","Not Employed","indirect migration background","38","0.107528942561697","0.0731549046212038","0.141902980502189","5"
"Never","2013","Employed","no migration background","1413","0.098295055399001","0.0933919805295753","0.103198130268427","5"
"Never","2013","Employed","direct migration background","237","0.143836634997816","0.127208782485124","0.160464487510508","5"
"Never","2013","Employed","indirect migration background","80","0.0892772264125004","0.0703514680153106","0.10820298480969","5"
"Often","2013","Not Employed","no migration background","917","0.104812144530548","0.0978904017804477","0.111733887280648","2"
"Often","2013","Not Employed","direct migration background","97","0.0820544798829085","0.0645377978559741","0.0995711619098429","2"
"Often","2013","Not Employed","indirect migration background","72","0.178722730675502","0.136211312703039","0.221234148647966","2"
"Often","2013","Employed","no migration background","2457","0.168545314258683","0.16238010108667","0.174710527430696","2"
"Often","2013","Employed","direct migration background","313","0.204446250267928","0.185336833839553","0.223555666696302","2"
"Often","2013","Employed","indirect migration background","188","0.25956040103572","0.230463021071597","0.288657780999842","2"
"Rarely","2013","Not Employed","no migration background","2418","0.320611363381486","0.310065038277404","0.331157688485568","4"
"Rarely","2013","Not Employed","direct migration background","299","0.34236388970163","0.312078787291924","0.372648992111336","4"
"Rarely","2013","Not Employed","indirect migration background","70","0.239831508223239","0.192453276730646","0.287209739715833","4"
"Rarely","2013","Employed","no migration background","4520","0.325737292031372","0.318019043224259","0.333455540838484","4"
"Rarely","2013","Employed","indirect migration background","258","0.271912680039052","0.242380445245915","0.301444914832188","4"
"Rarely","2013","Employed","direct migration background","517","0.284946299289955","0.263558114578698","0.306334484001213","4"
"Sometimes","2013","Not Employed","no migration background","2128","0.270675201044451","0.260635118471488","0.280715283617414","3"
"Sometimes","2013","Not Employed","direct migration background","259","0.217109429306756","0.190795717208296","0.243423141405216","3"
"Sometimes","2013","Not Employed","indirect migration background","119","0.453138944528861","0.397902592781855","0.508375296275866","3"
"Sometimes","2013","Employed","no migration background","5396","0.381902916020975","0.373901344379398","0.389904487662552","3"
"Sometimes","2013","Employed","direct migration background","590","0.337611498721784","0.315204272770976","0.360018724672592","3"
"Sometimes","2013","Employed","indirect migration background","309","0.342374816751169","0.310880660858152","0.373868972644186","3"
"Very often","2013","Not Employed","no migration background","168","0.0202053201066417","0.0170258630305316","0.0233847771827518","1"
"Very often","2013","Not Employed","direct migration background","26","","","","1"
"Very often","2013","Not Employed","indirect migration background","13","","","","1"
"Very often","2013","Employed","no migration background","377","0.0255194222899691","0.0229222995398464","0.0281165450400919","1"
"Very often","2013","Employed","direct migration background","54","0.029159316722517","0.0211869780174355","0.0371316554275984","1"
"Very often","2013","Employed","indirect migration background","37","0.0368748757615598","0.0243666276433847","0.0493831238797349","1"
"Never","2014","Not Employed","direct migration background","","","","","5"
"Never","2014","Not Employed","indirect migration background","","","","","5"
"Never","2014","Employed","direct migration background","","","","","5"
"Never","2014","Employed","indirect migration background","","","","","5"
"Never","2014","Not Employed","no migration background","","","","","5"
"Never","2014","Employed","no migration background","","","","","5"
"Often","2014","Not Employed","no migration background","","","","","2"
"Often","2014","Not Employed","direct migration background","","","","","2"
"Often","2014","Not Employed","indirect migration background","","","","","2"
"Often","2014","Employed","no migration background","","","","","2"
"Often","2014","Employed","direct migration background","","","","","2"
"Often","2014","Employed","indirect migration background","","","","","2"
"Rarely","2014","Not Employed","no migration background","","","","","4"
"Rarely","2014","Not Employed","direct migration background","","","","","4"
"Rarely","2014","Not Employed","indirect migration background","","","","","4"
"Rarely","2014","Employed","no migration background","","","","","4"
"Rarely","2014","Employed","indirect migration background","","","","","4"
"Rarely","2014","Employed","direct migration background","","","","","4"
"Sometimes","2014","Not Employed","no migration background","","","","","3"
"Sometimes","2014","Not Employed","direct migration background","","","","","3"
"Sometimes","2014","Not Employed","indirect migration background","","","","","3"
"Sometimes","2014","Employed","no migration background","","","","","3"
"Sometimes","2014","Employed","direct migration background","","","","","3"
"Sometimes","2014","Employed","indirect migration background","","","","","3"
"Very often","2014","Not Employed","no migration background","","","","","1"
"Very often","2014","Not Employed","direct migration background","","","","","1"
"Very often","2014","Not Employed","indirect migration background","","","","","1"
"Very often","2014","Employed","direct migration background","","","","","1"
"Very often","2014","Employed","no migration background","","","","","1"
"Very often","2014","Employed","indirect migration background","","","","","1"
"Never","2015","Not Employed","no migration background","","","","","5"
"Never","2015","Not Employed","direct migration background","","","","","5"
"Never","2015","Not Employed","indirect migration background","","","","","5"
"Never","2015","Employed","no migration background","","","","","5"
"Never","2015","Employed","direct migration background","","","","","5"
"Never","2015","Employed","indirect migration background","","","","","5"
"Often","2015","Not Employed","no migration background","","","","","2"
"Often","2015","Not Employed","indirect migration background","","","","","2"
"Often","2015","Not Employed","direct migration background","","","","","2"
"Often","2015","Employed","direct migration background","","","","","2"
"Often","2015","Employed","no migration background","","","","","2"
"Often","2015","Employed","indirect migration background","","","","","2"
"Rarely","2015","Not Employed","no migration background","","","","","4"
"Rarely","2015","Not Employed","indirect migration background","","","","","4"
"Rarely","2015","Not Employed","direct migration background","","","","","4"
"Rarely","2015","Employed","direct migration background","","","","","4"
"Rarely","2015","Employed","no migration background","","","","","4"
"Rarely","2015","Employed","indirect migration background","","","","","4"
"Sometimes","2015","Not Employed","no migration background","","","","","3"
"Sometimes","2015","Not Employed","direct migration background","","","","","3"
"Sometimes","2015","Not Employed","indirect migration background","","","","","3"
"Sometimes","2015","Employed","direct migration background","","","","","3"
"Sometimes","2015","Employed","indirect migration background","","","","","3"
"Sometimes","2015","Employed","no migration background","","","","","3"
"Very often","2015","Not Employed","no migration background","","","","","1"
"Very often","2015","Not Employed","direct migration background","","","","","1"
"Very often","2015","Employed","no migration background","","","","","1"
"Very often","2015","Not Employed","indirect migration background","","","","","1"
"Very often","2015","Employed","indirect migration background","","","","","1"
"Very often","2015","Employed","direct migration background","","","","","1"
"Never","2016","Not Employed","no migration background","","","","","5"
"Never","2016","Not Employed","direct migration background","","","","","5"
"Never","2016","Not Employed","indirect migration background","","","","","5"
"Never","2016","Employed","no migration background","","","","","5"
"Never","2016","Employed","direct migration background","","","","","5"
"Never","2016","Employed","indirect migration background","","","","","5"
"Often","2016","Not Employed","no migration background","","","","","2"
"Often","2016","Not Employed","direct migration background","","","","","2"
"Often","2016","Not Employed","indirect migration background","","","","","2"
"Often","2016","Employed","no migration background","","","","","2"
"Often","2016","Employed","indirect migration background","","","","","2"
"Often","2016","Employed","direct migration background","","","","","2"
"Rarely","2016","Not Employed","no migration background","","","","","4"
"Rarely","2016","Not Employed","indirect migration background","","","","","4"
"Rarely","2016","Not Employed","direct migration background","","","","","4"
"Rarely","2016","Employed","no migration background","","","","","4"
"Rarely","2016","Employed","direct migration background","","","","","4"
"Rarely","2016","Employed","indirect migration background","","","","","4"
"Sometimes","2016","Not Employed","direct migration background","","","","","3"
"Sometimes","2016","Employed","direct migration background","","","","","3"
"Sometimes","2016","Not Employed","no migration background","","","","","3"
"Sometimes","2016","Not Employed","indirect migration background","","","","","3"
"Sometimes","2016","Employed","no migration background","","","","","3"
"Sometimes","2016","Employed","indirect migration background","","","","","3"
"Very often","2016","Not Employed","no migration background","","","","","1"
"Very often","2016","Not Employed","direct migration background","","","","","1"
"Very often","2016","Not Employed","indirect migration background","","","","","1"
"Very often","2016","Employed","direct migration background","","","","","1"
"Very often","2016","Employed","indirect migration background","","","","","1"
"Very often","2016","Employed","no migration background","","","","","1"
"Never","2017","Not Employed","no migration background","","","","","5"
"Never","2017","Not Employed","direct migration background","","","","","5"
"Never","2017","Not Employed","indirect migration background","","","","","5"
"Never","2017","Employed","direct migration background","","","","","5"
"Never","2017","Employed","indirect migration background","","","","","5"
"Never","2017","Employed","no migration background","","","","","5"
"Often","2017","Not Employed","no migration background","","","","","2"
"Often","2017","Not Employed","indirect migration background","","","","","2"
"Often","2017","Not Employed","direct migration background","","","","","2"
"Often","2017","Employed","direct migration background","","","","","2"
"Often","2017","Employed","no migration background","","","","","2"
"Often","2017","Employed","indirect migration background","","","","","2"
"Rarely","2017","Not Employed","no migration background","","","","","4"
"Rarely","2017","Not Employed","direct migration background","","","","","4"
"Rarely","2017","Not Employed","indirect migration background","","","","","4"
"Rarely","2017","Employed","no migration background","","","","","4"
"Rarely","2017","Employed","indirect migration background","","","","","4"
"Rarely","2017","Employed","direct migration background","","","","","4"
"Sometimes","2017","Not Employed","no migration background","","","","","3"
"Sometimes","2017","Not Employed","indirect migration background","","","","","3"
"Sometimes","2017","Employed","no migration background","","","","","3"
"Sometimes","2017","Employed","indirect migration background","","","","","3"
"Sometimes","2017","Not Employed","direct migration background","","","","","3"
"Sometimes","2017","Employed","direct migration background","","","","","3"
"Very often","2017","Not Employed","no migration background","","","","","1"
"Very often","2017","Not Employed","direct migration background","","","","","1"
"Very often","2017","Not Employed","indirect migration background","","","","","1"
"Very often","2017","Employed","no migration background","","","","","1"
"Very often","2017","Employed","direct migration background","","","","","1"
"Very often","2017","Employed","indirect migration background","","","","","1"
"Never","2018","Not Employed","no migration background","1493","0.252934629904577","0.242376807688279","0.263492452120875","5"
"Never","2018","Not Employed","direct migration background","404","0.306273269532595","0.281602513197234","0.330944025867956","5"
"Never","2018","Not Employed","indirect migration background","52","0.106578014441037","0.0764134405534084","0.136742588328666","5"
"Never","2018","Employed","no migration background","1214","0.092020229452161","0.0870652688838935","0.0969751900204286","5"
