"pld0043","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","35-65 y.","(2b) intermediate general qualification","35","0.393610290079722","0.295368691276208","0.491851888883235"
"Sometimes","2003","35-65 y.","(2a) intermediate vocational","1272","0.368858213934774","0.352563180858043","0.385153247011506"
"Sometimes","2003","35-65 y.","(2c_gen) general maturity certificate","46","0.339040164813117","0.256053904420669","0.422026425205564"
"Sometimes","2003","35-65 y.","(2c_voc) vocational maturity certificate","354","0.401352997927622","0.369185718958773","0.433520276896472"
"Sometimes","2003","35-65 y.","(3a) lower tertiary education","469","0.37269978144993","0.345754636160706","0.399644926739155"
"Sometimes","2003","35-65 y.","(3b) higher tertiary education","860","0.427681566919551","0.405867645011613","0.449495488827489"
"Sometimes","2003","66 and older","(0) in school","","","",""
"Sometimes","2003","66 and older","(1a) inadequately completed","12","","",""
"Sometimes","2003","66 and older","(1b) general elementary school","116","0.158648393058576","0.132483812006314","0.184812974110837"
"Sometimes","2003","66 and older","(1c) basic vocational qualification","319","0.183949249781533","0.165378153177756","0.202520346385309"
"Sometimes","2003","66 and older","(2b) intermediate general qualification","11","","",""
"Sometimes","2003","66 and older","(2a) intermediate vocational","95","0.241807295661176","0.199202672453693","0.284411918868659"
"Sometimes","2003","66 and older","(2c_gen) general maturity certificate","4","","",""
"Sometimes","2003","66 and older","(2c_voc) vocational maturity certificate","39","0.26094088822971","0.188455713399294","0.333426063060126"
"Sometimes","2003","66 and older","(3a) lower tertiary education","81","0.271523953905586","0.216612931113803","0.326434976697369"
"Sometimes","2003","66 and older","(3b) higher tertiary education","104","0.334272640511572","0.282505834709924","0.38603944631322"
"Rarely","2003","16-34 y.","(0) in school","70","0.115286486623403","0.0900867476919326","0.140486225554873"
"Rarely","2003","16-34 y.","(1a) inadequately completed","15","","",""
"Rarely","2003","16-34 y.","(1b) general elementary school","98","0.215080350728426","0.178957429404579","0.251203272052273"
"Rarely","2003","16-34 y.","(1c) basic vocational qualification","166","0.213062142520024","0.18396977087695","0.242154514163097"
"Rarely","2003","16-34 y.","(2b) intermediate general qualification","75","0.160464823084781","0.12835738880596","0.192572257363603"
"Rarely","2003","16-34 y.","(2a) intermediate vocational","346","0.218179851078624","0.196459956247677","0.239899745909571"
"Rarely","2003","16-34 y.","(2c_gen) general maturity certificate","97","0.12558352101949","0.101528273980023","0.149638768058956"
"Rarely","2003","16-34 y.","(2c_voc) vocational maturity certificate","99","0.190966257180847","0.157814019533304","0.224118494828391"
"Rarely","2003","16-34 y.","(3a) lower tertiary education","42","0.178086052483247","0.128749337426161","0.227422767540333"
"Rarely","2003","16-34 y.","(3b) higher tertiary education","64","0.213861920730964","0.169888423586819","0.257835417875108"
"Rarely","2003","35-65 y.","(0) in school","","","",""
"Rarely","2003","35-65 y.","(1a) inadequately completed","44","0.273122543801059","0.203866304836948","0.34237878276517"
"Rarely","2003","35-65 y.","(1b) general elementary school","259","0.290683656128624","0.260951638844057","0.32041567341319"
"Rarely","2003","35-65 y.","(1c) basic vocational qualification","1250","0.309324322694831","0.294744833557092","0.32390381183257"
"Rarely","2003","35-65 y.","(2b) intermediate general qualification","24","","",""
"Rarely","2003","35-65 y.","(2a) intermediate vocational","1071","0.31529972174539","0.299607873641801","0.330991569848979"
"Rarely","2003","35-65 y.","(2c_gen) general maturity certificate","24","","",""
"Rarely","2003","35-65 y.","(2c_voc) vocational maturity certificate","236","0.245548820648177","0.217303262503516","0.273794378792839"
"Rarely","2003","35-65 y.","(3a) lower tertiary education","389","0.289386887949079","0.264116071443891","0.314657704454266"
"Rarely","2003","35-65 y.","(3b) higher tertiary education","510","0.245212567681861","0.22624383511956","0.264181300244161"
"Rarely","2003","66 and older","(0) in school","","","",""
"Rarely","2003","66 and older","(1a) inadequately completed","15","","",""
"Rarely","2003","66 and older","(1b) general elementary school","190","0.240954303093363","0.210327019018148","0.271581587168578"
"Rarely","2003","66 and older","(1c) basic vocational qualification","498","0.292797794719448","0.270986288451234","0.314609300987663"
"Rarely","2003","66 and older","(2b) intermediate general qualification","10","","",""
"Rarely","2003","66 and older","(2a) intermediate vocational","142","0.358109060721577","0.310403335139999","0.405814786303155"
"Rarely","2003","66 and older","(2c_gen) general maturity certificate","4","","",""
"Rarely","2003","66 and older","(2c_voc) vocational maturity certificate","48","0.385455200092169","0.305120668962535","0.465789731221802"
"Rarely","2003","66 and older","(3a) lower tertiary education","88","0.38160157755793","0.321624253164354","0.441578901951505"
"Rarely","2003","66 and older","(3b) higher tertiary education","119","0.339050426436602","0.287102399109251","0.390998453763953"
"Never","2003","16-34 y.","(0) in school","12","","",""
"Never","2003","16-34 y.","(1a) inadequately completed","13","","",""
"Never","2003","16-34 y.","(1b) general elementary school","56","0.0931290837244547","0.0675794135134236","0.118678753935486"
"Never","2003","16-34 y.","(1c) basic vocational qualification","80","0.111400447522625","0.0890466004513121","0.133754294593938"
"Never","2003","16-34 y.","(2b) intermediate general qualification","23","","",""
"Never","2003","16-34 y.","(2a) intermediate vocational","75","0.0581787191329397","0.0458685705302127","0.0704888677356667"
"Never","2003","16-34 y.","(2c_gen) general maturity certificate","27","","",""
"Never","2003","16-34 y.","(2c_voc) vocational maturity certificate","24","","",""
"Never","2003","16-34 y.","(3a) lower tertiary education","6","","",""
"Never","2003","16-34 y.","(3b) higher tertiary education","7","","",""
"Never","2003","35-65 y.","(0) in school","","","",""
"Never","2003","35-65 y.","(1a) inadequately completed","59","0.348529717728352","0.274464084380535","0.422595351076168"
"Never","2003","35-65 y.","(1b) general elementary school","282","0.31578051870214","0.285344736280487","0.346216301123793"
"Never","2003","35-65 y.","(1c) basic vocational qualification","785","0.209713083197294","0.196871950054076","0.222554216340513"
"Never","2003","35-65 y.","(2b) intermediate general qualification","21","","",""
"Never","2003","35-65 y.","(2a) intermediate vocational","391","0.113710277391305","0.102988920185741","0.124431634596869"
"Never","2003","35-65 y.","(2c_gen) general maturity certificate","17","","",""
"Never","2003","35-65 y.","(2c_voc) vocational maturity certificate","99","0.12315469317975","0.10158953549611","0.144719850863391"
"Never","2003","35-65 y.","(3a) lower tertiary education","100","0.0825503859104504","0.0672143221208377","0.097886449700063"
"Never","2003","35-65 y.","(3b) higher tertiary education","130","0.0802441695355646","0.0682658018745398","0.0922225371965894"
"Never","2003","66 and older","(0) in school","","","",""
"Never","2003","66 and older","(1a) inadequately completed","29","","",""
"Never","2003","66 and older","(1b) general elementary school","405","0.544271258442181","0.508604134392158","0.579938382492205"
"Never","2003","66 and older","(1c) basic vocational qualification","771","0.472773472756258","0.448842787688324","0.496704157824192"
"Never","2003","66 and older","(2b) intermediate general qualification","12","","",""
"Never","2003","66 and older","(2a) intermediate vocational","121","0.326490407099277","0.279830987330369","0.373149826868184"
"Never","2003","66 and older","(2c_gen) general maturity certificate","4","","",""
"Never","2003","66 and older","(2c_voc) vocational maturity certificate","46","0.31290736570676","0.236373425222123","0.389441306191397"
"Never","2003","66 and older","(3a) lower tertiary education","61","0.258154786214705","0.204123592714042","0.312185979715369"
"Never","2003","66 and older","(3b) higher tertiary education","58","0.215199015489876","0.17010149556055","0.260296535419201"
"Very often","2004","16-34 y.","(0) in school","","","",""
"Very often","2004","16-34 y.","(1a) inadequately completed","","","",""
"Very often","2004","16-34 y.","(1b) general elementary school","","","",""
"Very often","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"Very often","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"Very often","2004","16-34 y.","(2a) intermediate vocational","","","",""
"Very often","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","16-34 y.","(3a) lower tertiary education","","","",""
"Very often","2004","16-34 y.","(3b) higher tertiary education","","","",""
"Very often","2004","35-65 y.","(0) in school","","","",""
"Very often","2004","35-65 y.","(1a) inadequately completed","","","",""
"Very often","2004","35-65 y.","(1b) general elementary school","","","",""
"Very often","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"Very often","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"Very often","2004","35-65 y.","(2a) intermediate vocational","","","",""
"Very often","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","35-65 y.","(3a) lower tertiary education","","","",""
"Very often","2004","35-65 y.","(3b) higher tertiary education","","","",""
"Very often","2004","66 and older","(0) in school","","","",""
"Very often","2004","66 and older","(1a) inadequately completed","","","",""
"Very often","2004","66 and older","(1b) general elementary school","","","",""
"Very often","2004","66 and older","(1c) basic vocational qualification","","","",""
"Very often","2004","66 and older","(2b) intermediate general qualification","","","",""
"Very often","2004","66 and older","(2a) intermediate vocational","","","",""
"Very often","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","66 and older","(3a) lower tertiary education","","","",""
"Very often","2004","66 and older","(3b) higher tertiary education","","","",""
"Often","2004","16-34 y.","(0) in school","","","",""
"Often","2004","16-34 y.","(1a) inadequately completed","","","",""
"Often","2004","16-34 y.","(1b) general elementary school","","","",""
"Often","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"Often","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"Often","2004","16-34 y.","(2a) intermediate vocational","","","",""
"Often","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Often","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","16-34 y.","(3a) lower tertiary education","","","",""
"Often","2004","16-34 y.","(3b) higher tertiary education","","","",""
"Often","2004","35-65 y.","(0) in school","","","",""
"Often","2004","35-65 y.","(1a) inadequately completed","","","",""
"Often","2004","35-65 y.","(1b) general elementary school","","","",""
"Often","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"Often","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"Often","2004","35-65 y.","(2a) intermediate vocational","","","",""
"Often","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Often","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","35-65 y.","(3a) lower tertiary education","","","",""
"Often","2004","35-65 y.","(3b) higher tertiary education","","","",""
"Often","2004","66 and older","(0) in school","","","",""
"Often","2004","66 and older","(1a) inadequately completed","","","",""
"Often","2004","66 and older","(1b) general elementary school","","","",""
"Often","2004","66 and older","(1c) basic vocational qualification","","","",""
"Often","2004","66 and older","(2b) intermediate general qualification","","","",""
"Often","2004","66 and older","(2a) intermediate vocational","","","",""
"Often","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","66 and older","(3a) lower tertiary education","","","",""
"Often","2004","66 and older","(3b) higher tertiary education","","","",""
"Sometimes","2004","16-34 y.","(0) in school","","","",""
"Sometimes","2004","16-34 y.","(1a) inadequately completed","","","",""
"Sometimes","2004","16-34 y.","(1b) general elementary school","","","",""
"Sometimes","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2004","16-34 y.","(2a) intermediate vocational","","","",""
"Sometimes","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","16-34 y.","(3a) lower tertiary education","","","",""
"Sometimes","2004","16-34 y.","(3b) higher tertiary education","","","",""
"Sometimes","2004","35-65 y.","(0) in school","","","",""
"Sometimes","2004","35-65 y.","(1a) inadequately completed","","","",""
"Sometimes","2004","35-65 y.","(1b) general elementary school","","","",""
"Sometimes","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2004","35-65 y.","(2a) intermediate vocational","","","",""
"Sometimes","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","35-65 y.","(3a) lower tertiary education","","","",""
"Sometimes","2004","35-65 y.","(3b) higher tertiary education","","","",""
"Sometimes","2004","66 and older","(0) in school","","","",""
"Sometimes","2004","66 and older","(1a) inadequately completed","","","",""
"Sometimes","2004","66 and older","(1b) general elementary school","","","",""
"Sometimes","2004","66 and older","(1c) basic vocational qualification","","","",""
"Sometimes","2004","66 and older","(2b) intermediate general qualification","","","",""
"Sometimes","2004","66 and older","(2a) intermediate vocational","","","",""
"Sometimes","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","66 and older","(3a) lower tertiary education","","","",""
"Sometimes","2004","66 and older","(3b) higher tertiary education","","","",""
"Rarely","2004","16-34 y.","(0) in school","","","",""
"Rarely","2004","16-34 y.","(1a) inadequately completed","","","",""
"Rarely","2004","16-34 y.","(1b) general elementary school","","","",""
"Rarely","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"Rarely","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"Rarely","2004","16-34 y.","(2a) intermediate vocational","","","",""
"Rarely","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Rarely","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2004","16-34 y.","(3a) lower tertiary education","","","",""
"Rarely","2004","16-34 y.","(3b) higher tertiary education","","","",""
"Rarely","2004","35-65 y.","(0) in school","","","",""
"Rarely","2004","35-65 y.","(1a) inadequately completed","","","",""
"Rarely","2004","35-65 y.","(1b) general elementary school","","","",""
"Rarely","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"Rarely","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"Rarely","2004","35-65 y.","(2a) intermediate vocational","","","",""
"Rarely","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Rarely","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2004","35-65 y.","(3a) lower tertiary education","","","",""
"Rarely","2004","35-65 y.","(3b) higher tertiary education","","","",""
"Rarely","2004","66 and older","(0) in school","","","",""
"Rarely","2004","66 and older","(1a) inadequately completed","","","",""
"Rarely","2004","66 and older","(1b) general elementary school","","","",""
"Rarely","2004","66 and older","(1c) basic vocational qualification","","","",""
"Rarely","2004","66 and older","(2b) intermediate general qualification","","","",""
"Rarely","2004","66 and older","(2a) intermediate vocational","","","",""
"Rarely","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Rarely","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2004","66 and older","(3a) lower tertiary education","","","",""
"Rarely","2004","66 and older","(3b) higher tertiary education","","","",""
"Never","2004","16-34 y.","(0) in school","","","",""
"Never","2004","16-34 y.","(1a) inadequately completed","","","",""
"Never","2004","16-34 y.","(1b) general elementary school","","","",""
"Never","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"Never","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"Never","2004","16-34 y.","(2a) intermediate vocational","","","",""
"Never","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Never","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2004","16-34 y.","(3a) lower tertiary education","","","",""
"Never","2004","16-34 y.","(3b) higher tertiary education","","","",""
"Never","2004","35-65 y.","(0) in school","","","",""
"Never","2004","35-65 y.","(1a) inadequately completed","","","",""
"Never","2004","35-65 y.","(1b) general elementary school","","","",""
"Never","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"Never","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"Never","2004","35-65 y.","(2a) intermediate vocational","","","",""
"Never","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Never","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2004","35-65 y.","(3a) lower tertiary education","","","",""
"Never","2004","35-65 y.","(3b) higher tertiary education","","","",""
"Never","2004","66 and older","(0) in school","","","",""
"Never","2004","66 and older","(1a) inadequately completed","","","",""
"Never","2004","66 and older","(1b) general elementary school","","","",""
"Never","2004","66 and older","(1c) basic vocational qualification","","","",""
"Never","2004","66 and older","(2b) intermediate general qualification","","","",""
"Never","2004","66 and older","(2a) intermediate vocational","","","",""
"Never","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Never","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Never","2004","66 and older","(3a) lower tertiary education","","","",""
"Never","2004","66 and older","(3b) higher tertiary education","","","",""
"Very often","2005","16-34 y.","(0) in school","","","",""
"Very often","2005","16-34 y.","(1a) inadequately completed","","","",""
"Very often","2005","16-34 y.","(1b) general elementary school","","","",""
"Very often","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"Very often","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"Very often","2005","16-34 y.","(2a) intermediate vocational","","","",""
"Very often","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2005","16-34 y.","(3a) lower tertiary education","","","",""
"Very often","2005","16-34 y.","(3b) higher tertiary education","","","",""
"Very often","2005","35-65 y.","(0) in school","","","",""
"Very often","2005","35-65 y.","(1a) inadequately completed","","","",""
"Very often","2005","35-65 y.","(1b) general elementary school","","","",""
"Very often","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"Very often","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"Very often","2005","35-65 y.","(2a) intermediate vocational","","","",""
"Very often","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2005","35-65 y.","(3a) lower tertiary education","","","",""
"Very often","2005","35-65 y.","(3b) higher tertiary education","","","",""
"Very often","2005","66 and older","(0) in school","","","",""
"Very often","2005","66 and older","(1a) inadequately completed","","","",""
"Very often","2005","66 and older","(1b) general elementary school","","","",""
"Very often","2005","66 and older","(1c) basic vocational qualification","","","",""
"Very often","2005","66 and older","(2b) intermediate general qualification","","","",""
"Very often","2005","66 and older","(2a) intermediate vocational","","","",""
"Very often","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very often","2005","66 and older","(3a) lower tertiary education","","","",""
"Very often","2005","66 and older","(3b) higher tertiary education","","","",""
"Often","2005","16-34 y.","(0) in school","","","",""
"Often","2005","16-34 y.","(1a) inadequately completed","","","",""
"Often","2005","16-34 y.","(1b) general elementary school","","","",""
"Often","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"Often","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"Often","2005","16-34 y.","(2a) intermediate vocational","","","",""
"Often","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Often","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2005","16-34 y.","(3a) lower tertiary education","","","",""
"Often","2005","16-34 y.","(3b) higher tertiary education","","","",""
"Often","2005","35-65 y.","(0) in school","","","",""
"Often","2005","35-65 y.","(1a) inadequately completed","","","",""
"Often","2005","35-65 y.","(1b) general elementary school","","","",""
"Often","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"Often","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"Often","2005","35-65 y.","(2a) intermediate vocational","","","",""
"Often","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Often","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2005","35-65 y.","(3a) lower tertiary education","","","",""
"Often","2005","35-65 y.","(3b) higher tertiary education","","","",""
"Often","2005","66 and older","(0) in school","","","",""
"Often","2005","66 and older","(1a) inadequately completed","","","",""
"Often","2005","66 and older","(1b) general elementary school","","","",""
"Often","2005","66 and older","(1c) basic vocational qualification","","","",""
"Often","2005","66 and older","(2b) intermediate general qualification","","","",""
"Often","2005","66 and older","(2a) intermediate vocational","","","",""
"Often","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Often","2005","66 and older","(3a) lower tertiary education","","","",""
"Often","2005","66 and older","(3b) higher tertiary education","","","",""
"Sometimes","2005","16-34 y.","(0) in school","","","",""
"Sometimes","2005","16-34 y.","(1a) inadequately completed","","","",""
"Sometimes","2005","16-34 y.","(1b) general elementary school","","","",""
"Sometimes","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2005","16-34 y.","(2a) intermediate vocational","","","",""
"Sometimes","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2005","16-34 y.","(3a) lower tertiary education","","","",""
"Sometimes","2005","16-34 y.","(3b) higher tertiary education","","","",""
"Sometimes","2005","35-65 y.","(0) in school","","","",""
"Sometimes","2005","35-65 y.","(1a) inadequately completed","","","",""
"Sometimes","2005","35-65 y.","(1b) general elementary school","","","",""
