"pld0043","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2004","35-65 y.","Rural Area","","","","","3"
"Sometimes","2004","66 and older","Rural Area","","","","","3"
"Very often","2004","35-65 y.","Urban Area","","","","","1"
"Very often","2004","16-34 y.","Urban Area","","","","","1"
"Very often","2004","16-34 y.","Rural Area","","","","","1"
"Very often","2004","35-65 y.","Rural Area","","","","","1"
"Very often","2004","66 and older","Urban Area","","","","","1"
"Very often","2004","66 and older","Rural Area","","","","","1"
"Never","2005","35-65 y.","Urban Area","","","","","5"
"Never","2005","16-34 y.","Urban Area","","","","","5"
"Never","2005","16-34 y.","Rural Area","","","","","5"
"Never","2005","35-65 y.","Rural Area","","","","","5"
"Never","2005","66 and older","Urban Area","","","","","5"
"Never","2005","66 and older","Rural Area","","","","","5"
"Often","2005","16-34 y.","Urban Area","","","","","2"
"Often","2005","16-34 y.","Rural Area","","","","","2"
"Often","2005","35-65 y.","Urban Area","","","","","2"
"Often","2005","66 and older","Urban Area","","","","","2"
"Often","2005","35-65 y.","Rural Area","","","","","2"
"Often","2005","66 and older","Rural Area","","","","","2"
"Rarely","2005","16-34 y.","Rural Area","","","","","4"
"Rarely","2005","16-34 y.","Urban Area","","","","","4"
"Rarely","2005","35-65 y.","Urban Area","","","","","4"
"Rarely","2005","35-65 y.","Rural Area","","","","","4"
"Rarely","2005","66 and older","Urban Area","","","","","4"
"Rarely","2005","66 and older","Rural Area","","","","","4"
"Sometimes","2005","16-34 y.","Urban Area","","","","","3"
"Sometimes","2005","35-65 y.","Urban Area","","","","","3"
"Sometimes","2005","35-65 y.","Rural Area","","","","","3"
"Sometimes","2005","66 and older","Rural Area","","","","","3"
"Sometimes","2005","16-34 y.","Rural Area","","","","","3"
"Sometimes","2005","66 and older","Urban Area","","","","","3"
"Very often","2005","16-34 y.","Urban Area","","","","","1"
"Very often","2005","16-34 y.","Rural Area","","","","","1"
"Very often","2005","35-65 y.","Urban Area","","","","","1"
"Very often","2005","35-65 y.","Rural Area","","","","","1"
"Very often","2005","66 and older","Urban Area","","","","","1"
"Very often","2005","66 and older","Rural Area","","","","","1"
"Never","2006","16-34 y.","Rural Area","","","","","5"
"Never","2006","16-34 y.","Urban Area","","","","","5"
"Never","2006","35-65 y.","Rural Area","","","","","5"
"Never","2006","35-65 y.","Urban Area","","","","","5"
"Never","2006","66 and older","Urban Area","","","","","5"
"Never","2006","66 and older","Rural Area","","","","","5"
"Often","2006","16-34 y.","Urban Area","","","","","2"
"Often","2006","35-65 y.","Urban Area","","","","","2"
"Often","2006","16-34 y.","Rural Area","","","","","2"
"Often","2006","66 and older","Urban Area","","","","","2"
"Often","2006","35-65 y.","Rural Area","","","","","2"
"Often","2006","66 and older","Rural Area","","","","","2"
"Rarely","2006","16-34 y.","Urban Area","","","","","4"
"Rarely","2006","35-65 y.","Urban Area","","","","","4"
"Rarely","2006","16-34 y.","Rural Area","","","","","4"
"Rarely","2006","66 and older","Urban Area","","","","","4"
"Rarely","2006","35-65 y.","Rural Area","","","","","4"
"Rarely","2006","66 and older","Rural Area","","","","","4"
"Sometimes","2006","35-65 y.","Urban Area","","","","","3"
"Sometimes","2006","16-34 y.","Urban Area","","","","","3"
"Sometimes","2006","16-34 y.","Rural Area","","","","","3"
"Sometimes","2006","35-65 y.","Rural Area","","","","","3"
"Sometimes","2006","66 and older","Urban Area","","","","","3"
"Sometimes","2006","66 and older","Rural Area","","","","","3"
"Very often","2006","16-34 y.","Urban Area","","","","","1"
"Very often","2006","16-34 y.","Rural Area","","","","","1"
"Very often","2006","35-65 y.","Urban Area","","","","","1"
"Very often","2006","35-65 y.","Rural Area","","","","","1"
"Very often","2006","66 and older","Urban Area","","","","","1"
"Very often","2006","66 and older","Rural Area","","","","","1"
"Never","2007","16-34 y.","Urban Area","","","","","5"
"Never","2007","35-65 y.","Urban Area","","","","","5"
"Never","2007","16-34 y.","Rural Area","","","","","5"
"Never","2007","35-65 y.","Rural Area","","","","","5"
"Never","2007","66 and older","Urban Area","","","","","5"
"Never","2007","66 and older","Rural Area","","","","","5"
"Often","2007","16-34 y.","Rural Area","","","","","2"
"Often","2007","16-34 y.","Urban Area","","","","","2"
"Often","2007","35-65 y.","Urban Area","","","","","2"
"Often","2007","35-65 y.","Rural Area","","","","","2"
"Often","2007","66 and older","Urban Area","","","","","2"
"Often","2007","66 and older","Rural Area","","","","","2"
"Rarely","2007","16-34 y.","Urban Area","","","","","4"
"Rarely","2007","16-34 y.","Rural Area","","","","","4"
"Rarely","2007","35-65 y.","Urban Area","","","","","4"
"Rarely","2007","35-65 y.","Rural Area","","","","","4"
"Rarely","2007","66 and older","Urban Area","","","","","4"
"Rarely","2007","66 and older","Rural Area","","","","","4"
"Sometimes","2007","16-34 y.","Urban Area","","","","","3"
"Sometimes","2007","16-34 y.","Rural Area","","","","","3"
"Sometimes","2007","35-65 y.","Urban Area","","","","","3"
"Sometimes","2007","35-65 y.","Rural Area","","","","","3"
"Sometimes","2007","66 and older","Urban Area","","","","","3"
"Sometimes","2007","66 and older","Rural Area","","","","","3"
"Very often","2007","35-65 y.","Urban Area","","","","","1"
"Very often","2007","66 and older","Rural Area","","","","","1"
"Very often","2007","16-34 y.","Urban Area","","","","","1"
"Very often","2007","16-34 y.","Rural Area","","","","","1"
"Very often","2007","35-65 y.","Rural Area","","","","","1"
"Very often","2007","66 and older","Urban Area","","","","","1"
"Never","2008","16-34 y.","Urban Area","175","0.0640113807072547","0.0551103785929622","0.0729123828215471","5"
"Never","2008","16-34 y.","Rural Area","119","0.0814497766770686","0.0674386211088329","0.0954609322453043","5"
"Never","2008","35-65 y.","Urban Area","978","0.155598544934939","0.147121722387803","0.164075367482075","5"
"Never","2008","35-65 y.","Rural Area","612","0.18359008298819","0.170946941980704","0.196233223995676","5"
"Never","2008","66 and older","Urban Area","959","0.358710887973908","0.341049533120957","0.376372242826858","5"
"Never","2008","66 and older","Rural Area","530","0.362201397388489","0.337555772990452","0.386847021786527","5"
"Often","2008","16-34 y.","Rural Area","343","0.236014952136879","0.214263425627713","0.257766478646045","2"
"Often","2008","16-34 y.","Urban Area","754","0.246993722130561","0.231311150546427","0.262676293714696","2"
"Often","2008","35-65 y.","Urban Area","1156","0.157163712889399","0.148652262104639","0.165675163674159","2"
"Often","2008","35-65 y.","Rural Area","475","0.126124270245407","0.115282494776184","0.13696604571463","2"
"Often","2008","66 and older","Urban Area","213","0.0742123127705572","0.0645602866814539","0.0838643388596605","2"
"Often","2008","66 and older","Rural Area","87","0.0613498999364515","0.0490448954097913","0.0736549044631116","2"
"Rarely","2008","16-34 y.","Urban Area","577","0.202553031774842","0.187938150143012","0.217167913406672","4"
"Rarely","2008","16-34 y.","Rural Area","351","0.2345097771939","0.212806373242997","0.256213181144803","4"
"Rarely","2008","35-65 y.","Urban Area","2135","0.307526946519637","0.296735022806504","0.31831887023277","4"
"Rarely","2008","35-65 y.","Rural Area","1221","0.344207801874046","0.328692161153671","0.35972344259442","4"
"Rarely","2008","66 and older","Urban Area","914","0.309859013860066","0.292830537883326","0.326887489836806","4"
"Rarely","2008","66 and older","Rural Area","486","0.333160075458166","0.308990987858713","0.357329163057619","4"
"Sometimes","2008","16-34 y.","Urban Area","1209","0.42791583110343","0.409923635475396","0.445908026731464","3"
"Sometimes","2008","16-34 y.","Rural Area","573","0.396104301985764","0.371051096518742","0.421157507452785","3"
"Sometimes","2008","35-65 y.","Urban Area","2541","0.349716337269226","0.338564017285011","0.36086865725344","3"
"Sometimes","2008","35-65 y.","Rural Area","1214","0.323324351770031","0.308049193514367","0.338599510025695","3"
"Sometimes","2008","66 and older","Urban Area","709","0.245131048227968","0.229290881576714","0.260971214879222","3"
"Sometimes","2008","66 and older","Rural Area","345","0.234978215353365","0.213237507271691","0.256718923435039","3"
"Very often","2008","16-34 y.","Urban Area","190","0.0585260342839116","0.0499900476003947","0.0670620209674284","1"
"Very often","2008","16-34 y.","Rural Area","78","0.0519211920063888","0.0405561224137616","0.063286261599016","1"
"Very often","2008","35-65 y.","Urban Area","214","0.0299944583867995","0.0260054636858633","0.0339834530877356","1"
"Very often","2008","35-65 y.","Rural Area","80","0.0227534931223265","0.017883791635831","0.0276231946088221","1"
"Very often","2008","66 and older","Urban Area","38","0.0120867371675013","0.00806291525961235","0.0161105590753902","1"
"Very often","2008","66 and older","Rural Area","13","","","","1"
"Never","2009","16-34 y.","Rural Area","","","","","5"
"Never","2009","16-34 y.","Urban Area","","","","","5"
"Never","2009","35-65 y.","Urban Area","","","","","5"
"Never","2009","35-65 y.","Rural Area","","","","","5"
"Never","2009","66 and older","Urban Area","","","","","5"
"Never","2009","66 and older","Rural Area","","","","","5"
"Often","2009","16-34 y.","Urban Area","","","","","2"
"Often","2009","16-34 y.","Rural Area","","","","","2"
"Often","2009","35-65 y.","Urban Area","","","","","2"
"Often","2009","35-65 y.","Rural Area","","","","","2"
"Often","2009","66 and older","Urban Area","","","","","2"
"Often","2009","66 and older","Rural Area","","","","","2"
"Rarely","2009","16-34 y.","Rural Area","","","","","4"
"Rarely","2009","16-34 y.","Urban Area","","","","","4"
"Rarely","2009","35-65 y.","Urban Area","","","","","4"
"Rarely","2009","35-65 y.","Rural Area","","","","","4"
"Rarely","2009","66 and older","Urban Area","","","","","4"
"Rarely","2009","66 and older","Rural Area","","","","","4"
"Sometimes","2009","16-34 y.","Urban Area","","","","","3"
"Sometimes","2009","35-65 y.","Urban Area","","","","","3"
"Sometimes","2009","16-34 y.","Rural Area","","","","","3"
"Sometimes","2009","66 and older","Urban Area","","","","","3"
"Sometimes","2009","66 and older","Rural Area","","","","","3"
"Sometimes","2009","35-65 y.","Rural Area","","","","","3"
"Very often","2009","16-34 y.","Urban Area","","","","","1"
"Very often","2009","16-34 y.","Rural Area","","","","","1"
"Very often","2009","35-65 y.","Urban Area","","","","","1"
"Very often","2009","35-65 y.","Rural Area","","","","","1"
"Very often","2009","66 and older","Rural Area","","","","","1"
"Very often","2009","66 and older","Urban Area","","","","","1"
"Never","2010","16-34 y.","Urban Area","","","","","5"
"Never","2010","35-65 y.","Urban Area","","","","","5"
"Never","2010","35-65 y.","Rural Area","","","","","5"
"Never","2010","16-34 y.","Rural Area","","","","","5"
"Never","2010","66 and older","Urban Area","","","","","5"
"Never","2010","66 and older","Rural Area","","","","","5"
"Often","2010","16-34 y.","Urban Area","","","","","2"
"Often","2010","16-34 y.","Rural Area","","","","","2"
"Often","2010","35-65 y.","Urban Area","","","","","2"
"Often","2010","35-65 y.","Rural Area","","","","","2"
"Often","2010","66 and older","Urban Area","","","","","2"
"Often","2010","66 and older","Rural Area","","","","","2"
"Rarely","2010","16-34 y.","Urban Area","","","","","4"
"Rarely","2010","16-34 y.","Rural Area","","","","","4"
"Rarely","2010","35-65 y.","Urban Area","","","","","4"
"Rarely","2010","35-65 y.","Rural Area","","","","","4"
"Rarely","2010","66 and older","Urban Area","","","","","4"
"Rarely","2010","66 and older","Rural Area","","","","","4"
"Sometimes","2010","16-34 y.","Urban Area","","","","","3"
"Sometimes","2010","16-34 y.","Rural Area","","","","","3"
"Sometimes","2010","35-65 y.","Urban Area","","","","","3"
"Sometimes","2010","66 and older","Urban Area","","","","","3"
"Sometimes","2010","35-65 y.","Rural Area","","","","","3"
"Sometimes","2010","66 and older","Rural Area","","","","","3"
"Very often","2010","16-34 y.","Urban Area","","","","","1"
"Very often","2010","35-65 y.","Urban Area","","","","","1"
"Very often","2010","66 and older","Rural Area","","","","","1"
"Very often","2010","16-34 y.","Rural Area","","","","","1"
"Very often","2010","35-65 y.","Rural Area","","","","","1"
"Very often","2010","66 and older","Urban Area","","","","","1"
"Never","2011","16-34 y.","Rural Area","","","","","5"
"Never","2011","35-65 y.","Urban Area","","","","","5"
"Never","2011","66 and older","Urban Area","","","","","5"
"Never","2011","16-34 y.","Urban Area","","","","","5"
"Never","2011","35-65 y.","Rural Area","","","","","5"
"Never","2011","66 and older","Rural Area","","","","","5"
"Often","2011","16-34 y.","Urban Area","","","","","2"
"Often","2011","16-34 y.","Rural Area","","","","","2"
"Often","2011","35-65 y.","Urban Area","","","","","2"
"Often","2011","35-65 y.","Rural Area","","","","","2"
"Often","2011","66 and older","Urban Area","","","","","2"
"Often","2011","66 and older","Rural Area","","","","","2"
"Rarely","2011","16-34 y.","Urban Area","","","","","4"
"Rarely","2011","16-34 y.","Rural Area","","","","","4"
"Rarely","2011","35-65 y.","Urban Area","","","","","4"
"Rarely","2011","35-65 y.","Rural Area","","","","","4"
"Rarely","2011","66 and older","Urban Area","","","","","4"
"Rarely","2011","66 and older","Rural Area","","","","","4"
"Sometimes","2011","16-34 y.","Urban Area","","","","","3"
"Sometimes","2011","35-65 y.","Urban Area","","","","","3"
"Sometimes","2011","16-34 y.","Rural Area","","","","","3"
"Sometimes","2011","35-65 y.","Rural Area","","","","","3"
"Sometimes","2011","66 and older","Urban Area","","","","","3"
"Sometimes","2011","66 and older","Rural Area","","","","","3"
"Very often","2011","16-34 y.","Urban Area","","","","","1"
"Very often","2011","16-34 y.","Rural Area","","","","","1"
"Very often","2011","66 and older","Urban Area","","","","","1"
"Very often","2011","35-65 y.","Urban Area","","","","","1"
"Very often","2011","35-65 y.","Rural Area","","","","","1"
"Very often","2011","66 and older","Rural Area","","","","","1"
"Never","2012","16-34 y.","Rural Area","","","","","5"
"Never","2012","16-34 y.","Urban Area","","","","","5"
"Never","2012","35-65 y.","Urban Area","","","","","5"
"Never","2012","35-65 y.","Rural Area","","","","","5"
"Never","2012","66 and older","Urban Area","","","","","5"
"Never","2012","66 and older","Rural Area","","","","","5"
"Often","2012","16-34 y.","Urban Area","","","","","2"
"Often","2012","16-34 y.","Rural Area","","","","","2"
"Often","2012","35-65 y.","Urban Area","","","","","2"
"Often","2012","35-65 y.","Rural Area","","","","","2"
"Often","2012","66 and older","Rural Area","","","","","2"
"Often","2012","66 and older","Urban Area","","","","","2"
"Rarely","2012","16-34 y.","Urban Area","","","","","4"
"Rarely","2012","16-34 y.","Rural Area","","","","","4"
"Rarely","2012","35-65 y.","Urban Area","","","","","4"
"Rarely","2012","35-65 y.","Rural Area","","","","","4"
"Rarely","2012","66 and older","Urban Area","","","","","4"
"Rarely","2012","66 and older","Rural Area","","","","","4"
"Sometimes","2012","35-65 y.","Urban Area","","","","","3"
"Sometimes","2012","16-34 y.","Urban Area","","","","","3"
"Sometimes","2012","16-34 y.","Rural Area","","","","","3"
"Sometimes","2012","66 and older","Urban Area","","","","","3"
"Sometimes","2012","35-65 y.","Rural Area","","","","","3"
"Sometimes","2012","66 and older","Rural Area","","","","","3"
"Very often","2012","16-34 y.","Urban Area","","","","","1"
"Very often","2012","16-34 y.","Rural Area","","","","","1"
"Very often","2012","35-65 y.","Urban Area","","","","","1"
"Very often","2012","35-65 y.","Rural Area","","","","","1"
"Very often","2012","66 and older","Rural Area","","","","","1"
"Very often","2012","66 and older","Urban Area","","","","","1"
"Never","2013","16-34 y.","Urban Area","306","0.0653614036501481","0.0574145945728446","0.0733082127274517","5"
"Never","2013","16-34 y.","Rural Area","194","0.0762262623171121","0.0643691024500976","0.0880834221841266","5"
"Never","2013","35-65 y.","Urban Area","1083","0.121300024991395","0.114710668608355","0.127889381374434","5"
"Never","2013","35-65 y.","Rural Area","801","0.156505913519309","0.146889663086508","0.16612216395211","5"
"Never","2013","66 and older","Urban Area","971","0.328132034022802","0.311952081934638","0.344311986110965","5"
"Never","2013","66 and older","Rural Area","567","0.338849923830271","0.316578290201693","0.361121557458849","5"
"Often","2013","16-34 y.","Urban Area","874","0.252874805831922","0.238899551817647","0.266850059846197","2"
"Often","2013","16-34 y.","Rural Area","371","0.190934664607588","0.173372431167832","0.208496898047343","2"
"Often","2013","35-65 y.","Urban Area","1616","0.15680927062082","0.149470200730795","0.164148340510845","2"
"Often","2013","35-65 y.","Rural Area","771","0.134976395819582","0.125932776753142","0.144020014886022","2"
"Often","2013","66 and older","Urban Area","293","0.0776505749345501","0.0684284494561603","0.08687270041294","2"
"Often","2013","66 and older","Rural Area","119","0.0763746579046545","0.0638772222134614","0.0888720935958475","2"
"Rarely","2013","16-34 y.","Urban Area","919","0.247882673825244","0.233999904065415","0.261765443585074","4"
"Rarely","2013","16-34 y.","Rural Area","572","0.274499428536894","0.254558969168787","0.294439887905002","4"
"Rarely","2013","35-65 y.","Urban Area","2952","0.325433075825893","0.315976462933559","0.334889688718227","4"
"Rarely","2013","35-65 y.","Rural Area","1872","0.34698745074171","0.334389003669655","0.359585897813765","4"
"Rarely","2013","66 and older","Rural Area","607","0.331243856766533","0.309097302748905","0.353390410784161","4"
"Rarely","2013","66 and older","Urban Area","1160","0.353135022202526","0.336665228352981","0.36960481605207","4"
"Sometimes","2013","16-34 y.","Urban Area","1436","0.387435019695346","0.371771629836396","0.403098409554296","3"
"Sometimes","2013","16-34 y.","Rural Area","711","0.414439558731769","0.392427431055276","0.436451686408263","3"
"Sometimes","2013","35-65 y.","Urban Area","3531","0.373965495218208","0.364199710496584","0.383731279939833","3"
"Sometimes","2013","35-65 y.","Rural Area","1935","0.346478776279768","0.333884664762951","0.359072887796585","3"
"Sometimes","2013","66 and older","Urban Area","763","0.224953848180063","0.210565151946915","0.239342544413212","3"
"Sometimes","2013","66 and older","Rural Area","425","0.240926348678473","0.220803824441234","0.261048872915711","3"
"Very often","2013","16-34 y.","Urban Area","181","0.0464460969973398","0.0396797000040547","0.0532124939906249","1"
"Very often","2013","16-34 y.","Rural Area","76","0.0439000858066369","0.0347456858824963","0.0530544857307774","1"
"Very often","2013","35-65 y.","Urban Area","248","0.0224921333436835","0.0194994022215688","0.0254848644657982","1"
"Very often","2013","35-65 y.","Rural Area","105","0.0150514636396311","0.011828944507496","0.0182739827717662","1"
"Very often","2013","66 and older","Urban Area","48","0.0161285206600591","0.0117876444450333","0.020469396875085","1"
"Very often","2013","66 and older","Rural Area","17","","","","1"
"Never","2014","16-34 y.","Rural Area","","","","","5"
"Never","2014","35-65 y.","Urban Area","","","","","5"
"Never","2014","66 and older","Urban Area","","","","","5"
"Never","2014","66 and older","Rural Area","","","","","5"
"Never","2014","16-34 y.","Urban Area","","","","","5"
"Never","2014","35-65 y.","Rural Area","","","","","5"
"Often","2014","16-34 y.","Urban Area","","","","","2"
"Often","2014","16-34 y.","Rural Area","","","","","2"
"Often","2014","35-65 y.","Urban Area","","","","","2"
"Often","2014","35-65 y.","Rural Area","","","","","2"
"Often","2014","66 and older","Urban Area","","","","","2"
"Often","2014","66 and older","Rural Area","","","","","2"
"Rarely","2014","16-34 y.","Urban Area","","","","","4"
"Rarely","2014","16-34 y.","Rural Area","","","","","4"
"Rarely","2014","35-65 y.","Urban Area","","","","","4"
"Rarely","2014","35-65 y.","Rural Area","","","","","4"
"Rarely","2014","66 and older","Rural Area","","","","","4"
"Rarely","2014","66 and older","Urban Area","","","","","4"
"Sometimes","2014","16-34 y.","Urban Area","","","","","3"
"Sometimes","2014","16-34 y.","Rural Area","","","","","3"
"Sometimes","2014","35-65 y.","Urban Area","","","","","3"
"Sometimes","2014","35-65 y.","Rural Area","","","","","3"
"Sometimes","2014","66 and older","Urban Area","","","","","3"
"Sometimes","2014","66 and older","Rural Area","","","","","3"
"Very often","2014","16-34 y.","Urban Area","","","","","1"
"Very often","2014","16-34 y.","Rural Area","","","","","1"
"Very often","2014","35-65 y.","Urban Area","","","","","1"
"Very often","2014","66 and older","Urban Area","","","","","1"
"Very often","2014","35-65 y.","Rural Area","","","","","1"
"Very often","2014","66 and older","Rural Area","","","","","1"
"Never","2015","16-34 y.","Urban Area","","","","","5"
"Never","2015","16-34 y.","Rural Area","","","","","5"
"Never","2015","35-65 y.","Urban Area","","","","","5"
"Never","2015","35-65 y.","Rural Area","","","","","5"
"Never","2015","66 and older","Urban Area","","","","","5"
"Never","2015","66 and older","Rural Area","","","","","5"
"Often","2015","16-34 y.","Urban Area","","","","","2"
"Often","2015","35-65 y.","Urban Area","","","","","2"
"Often","2015","16-34 y.","Rural Area","","","","","2"
"Often","2015","66 and older","Urban Area","","","","","2"
"Often","2015","35-65 y.","Rural Area","","","","","2"
"Often","2015","66 and older","Rural Area","","","","","2"
"Rarely","2015","16-34 y.","Urban Area","","","","","4"
"Rarely","2015","35-65 y.","Urban Area","","","","","4"
"Rarely","2015","16-34 y.","Rural Area","","","","","4"
"Rarely","2015","66 and older","Urban Area","","","","","4"
"Rarely","2015","35-65 y.","Rural Area","","","","","4"
"Rarely","2015","66 and older","Rural Area","","","","","4"
"Sometimes","2015","16-34 y.","Urban Area","","","","","3"
"Sometimes","2015","16-34 y.","Rural Area","","","","","3"
"Sometimes","2015","35-65 y.","Urban Area","","","","","3"
"Sometimes","2015","66 and older","Urban Area","","","","","3"
"Sometimes","2015","66 and older","Rural Area","","","","","3"
"Sometimes","2015","35-65 y.","Rural Area","","","","","3"
"Very often","2015","16-34 y.","Urban Area","","","","","1"
"Very often","2015","16-34 y.","Rural Area","","","","","1"
"Very often","2015","35-65 y.","Rural Area","","","","","1"
"Very often","2015","35-65 y.","Urban Area","","","","","1"
"Very often","2015","66 and older","Rural Area","","","","","1"
"Very often","2015","66 and older","Urban Area","","","","","1"
"Never","2016","16-34 y.","Urban Area","","","","","5"
"Never","2016","16-34 y.","Rural Area","","","","","5"
"Never","2016","35-65 y.","Urban Area","","","","","5"
"Never","2016","35-65 y.","Rural Area","","","","","5"
"Never","2016","66 and older","Urban Area","","","","","5"
"Never","2016","66 and older","Rural Area","","","","","5"
"Often","2016","16-34 y.","Urban Area","","","","","2"
"Often","2016","16-34 y.","Rural Area","","","","","2"
"Often","2016","35-65 y.","Urban Area","","","","","2"
"Often","2016","35-65 y.","Rural Area","","","","","2"
"Often","2016","66 and older","Rural Area","","","","","2"
"Often","2016","66 and older","Urban Area","","","","","2"
"Rarely","2016","16-34 y.","Urban Area","","","","","4"
"Rarely","2016","35-65 y.","Urban Area","","","","","4"
"Rarely","2016","16-34 y.","Rural Area","","","","","4"
"Rarely","2016","35-65 y.","Rural Area","","","","","4"
"Rarely","2016","66 and older","Urban Area","","","","","4"
"Rarely","2016","66 and older","Rural Area","","","","","4"
"Sometimes","2016","16-34 y.","Rural Area","","","","","3"
"Sometimes","2016","66 and older","Urban Area","","","","","3"
"Sometimes","2016","16-34 y.","Urban Area","","","","","3"
"Sometimes","2016","35-65 y.","Urban Area","","","","","3"
"Sometimes","2016","35-65 y.","Rural Area","","","","","3"
"Sometimes","2016","66 and older","Rural Area","","","","","3"
"Very often","2016","16-34 y.","Urban Area","","","","","1"
"Very often","2016","16-34 y.","Rural Area","","","","","1"
"Very often","2016","35-65 y.","Urban Area","","","","","1"
"Very often","2016","66 and older","Urban Area","","","","","1"
"Very often","2016","66 and older","Rural Area","","","","","1"
"Very often","2016","35-65 y.","Rural Area","","","","","1"
"Never","2017","16-34 y.","Urban Area","","","","","5"
"Never","2017","16-34 y.","Rural Area","","","","","5"
"Never","2017","35-65 y.","Urban Area","","","","","5"
"Never","2017","66 and older","Urban Area","","","","","5"
"Never","2017","66 and older","Rural Area","","","","","5"
"Never","2017","35-65 y.","Rural Area","","","","","5"
"Often","2017","16-34 y.","Urban Area","","","","","2"
"Often","2017","35-65 y.","Urban Area","","","","","2"
"Often","2017","16-34 y.","Rural Area","","","","","2"
"Often","2017","66 and older","Urban Area","","","","","2"
"Often","2017","35-65 y.","Rural Area","","","","","2"
"Often","2017","66 and older","Rural Area","","","","","2"
"Rarely","2017","16-34 y.","Urban Area","","","","","4"
