"pld0043","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2003","Couple + C. LE 16 ","(0) in school","","","",""
"Very often","2003","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"Very often","2003","Couple + C. LE 16 ","(1b) general elementary school","6","","",""
"Very often","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","37","0.0450021678677055","0.0321724964117762","0.0578318393236349"
"Very often","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Very often","2003","Couple + C. LE 16 ","(2a) intermediate vocational","59","0.0444001397482125","0.0336333647343541","0.0551669147620709"
"Very often","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","8","","",""
"Very often","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","21","","",""
"Very often","2003","Couple + C. LE 16 ","(3a) lower tertiary education","20","","",""
"Very often","2003","Couple + C. LE 16 ","(3b) higher tertiary education","21","","",""
"Very often","2003","Couple + C. GT 16 ","(0) in school","37","0.13281759992248","0.0940242336073889","0.171610966237571"
"Very often","2003","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Very often","2003","Couple + C. GT 16 ","(1b) general elementary school","17","","",""
"Very often","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","28","","",""
"Very often","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","22","","",""
"Very often","2003","Couple + C. GT 16 ","(2a) intermediate vocational","43","0.0611338728263043","0.0451033666037816","0.0771643790488271"
"Very often","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","35","0.138183970263729","0.100894496104307","0.175473444423151"
"Very often","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Very often","2003","Couple + C. GT 16 ","(3a) lower tertiary education","9","","",""
"Very often","2003","Couple + C. GT 16 ","(3b) higher tertiary education","21","","",""
"Very often","2003","Couple + C. LE and GT 16","(0) in school","29","","",""
"Very often","2003","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Very often","2003","Couple + C. LE and GT 16","(1b) general elementary school","7","","",""
"Very often","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","8","","",""
"Very often","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","16","","",""
"Very often","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","12","","",""
"Very often","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","9","","",""
"Very often","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"Very often","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","5","","",""
"Very often","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","11","","",""
"Often","2003","1-pers.-HH","(0) in school","2","","",""
"Often","2003","1-pers.-HH","(1a) inadequately completed","2","","",""
"Often","2003","1-pers.-HH","(1b) general elementary school","25","","",""
"Often","2003","1-pers.-HH","(1c) basic vocational qualification","106","0.11774472128378","0.0971077409010354","0.138381701666525"
"Often","2003","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Often","2003","1-pers.-HH","(2a) intermediate vocational","120","0.178198326160866","0.148665598901492","0.207731053420241"
"Often","2003","1-pers.-HH","(2c_gen) general maturity certificate","63","0.486562407226874","0.401617884987304","0.571506929466444"
"Often","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","66","0.259448980214401","0.203760791990038","0.315137168438765"
"Often","2003","1-pers.-HH","(3a) lower tertiary education","52","0.255757909128408","0.197975228703074","0.313540589553741"
"Often","2003","1-pers.-HH","(3b) higher tertiary education","70","0.231197519714462","0.184786892989933","0.27760814643899"
"Often","2003","(Married) couple without C. ","(0) in school","","","",""
"Often","2003","(Married) couple without C. ","(1a) inadequately completed","8","","",""
"Often","2003","(Married) couple without C. ","(1b) general elementary school","57","0.0784185799923698","0.0585180141943312","0.0983191457904084"
"Often","2003","(Married) couple without C. ","(1c) basic vocational qualification","209","0.0807415500291484","0.0704077556222261","0.0910753444360708"
"Often","2003","(Married) couple without C. ","(2b) intermediate general qualification","12","","",""
"Often","2003","(Married) couple without C. ","(2a) intermediate vocational","193","0.114065628862343","0.0977595387415224","0.130371718983164"
"Often","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","35","0.265315336185405","0.188225968608246","0.342404703762564"
"Often","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","71","0.148871239332539","0.116447684316698","0.18129479434838"
"Often","2003","(Married) couple without C. ","(3a) lower tertiary education","123","0.182383911345422","0.153528860171241","0.211238962519603"
"Often","2003","(Married) couple without C. ","(3b) higher tertiary education","158","0.165783250594475","0.142270893158894","0.189295608030056"
"Often","2003","Single parent ","(0) in school","26","","",""
"Often","2003","Single parent ","(1a) inadequately completed","1","","",""
"Often","2003","Single parent ","(1b) general elementary school","19","","",""
"Often","2003","Single parent ","(1c) basic vocational qualification","30","0.131563930954551","0.0894951819517556","0.173632679957346"
"Often","2003","Single parent ","(2b) intermediate general qualification","23","","",""
"Often","2003","Single parent ","(2a) intermediate vocational","52","0.17815681050646","0.133013932347482","0.223299688665438"
"Often","2003","Single parent ","(2c_gen) general maturity certificate","17","","",""
"Often","2003","Single parent ","(2c_voc) vocational maturity certificate","14","","",""
"Often","2003","Single parent ","(3a) lower tertiary education","10","","",""
"Often","2003","Single parent ","(3b) higher tertiary education","17","","",""
"Often","2003","Couple + C. LE 16 ","(0) in school","","","",""
"Often","2003","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"Often","2003","Couple + C. LE 16 ","(1b) general elementary school","35","0.162409601064635","0.117229228963869","0.207589973165402"
"Often","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","147","0.132709600162807","0.111713866042673","0.153705334282941"
"Often","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","13","","",""
"Often","2003","Couple + C. LE 16 ","(2a) intermediate vocational","268","0.204127619441188","0.1830593903163","0.225195848566075"
"Often","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","22","","",""
"Often","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","96","0.174085305799172","0.140163721619847","0.208006889978497"
"Often","2003","Couple + C. LE 16 ","(3a) lower tertiary education","74","0.199277752637211","0.158128290615051","0.24042721465937"
"Often","2003","Couple + C. LE 16 ","(3b) higher tertiary education","161","0.250878724993018","0.217678928350438","0.284078521635598"
"Often","2003","Couple + C. GT 16 ","(0) in school","122","0.360307498912696","0.305429697200898","0.415185300624493"
"Often","2003","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"Often","2003","Couple + C. GT 16 ","(1b) general elementary school","43","0.120420418130116","0.0852532192796062","0.155587616980626"
"Often","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","108","0.122760810049491","0.10145108786293","0.144070532236052"
"Often","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","71","0.294396979120905","0.234577510635615","0.354216447606195"
"Often","2003","Couple + C. GT 16 ","(2a) intermediate vocational","143","0.168465001606713","0.143421240131359","0.193508763082067"
"Often","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","117","0.327277340385155","0.276575218040583","0.377979462729728"
"Often","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","45","0.212889291880629","0.158549913835575","0.267228669925682"
"Often","2003","Couple + C. GT 16 ","(3a) lower tertiary education","44","0.158848915428259","0.114417459069681","0.203280371786837"
"Often","2003","Couple + C. GT 16 ","(3b) higher tertiary education","78","0.181671715423185","0.143980295022169","0.2193631358242"
"Often","2003","Couple + C. LE and GT 16","(0) in school","94","0.473565023722384","0.410131068684034","0.536998978760733"
"Often","2003","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Often","2003","Couple + C. LE and GT 16","(1b) general elementary school","33","0.181313696250129","0.125795378903572","0.236832013596686"
"Often","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","44","0.165463214578467","0.125491523692956","0.205434905463978"
"Often","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","36","0.337503996842907","0.251822656531065","0.423185337154748"
"Often","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","59","0.134376213603277","0.100308458474358","0.168443968732196"
"Often","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","45","0.337269154600407","0.250099410012929","0.424438899187886"
"Often","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","16","","",""
"Often","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","22","","",""
"Often","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","33","0.214166512158426","0.153034866448908","0.275298157867944"
"Sometimes","2003","1-pers.-HH","(0) in school","1","","",""
"Sometimes","2003","1-pers.-HH","(1a) inadequately completed","8","","",""
"Sometimes","2003","1-pers.-HH","(1b) general elementary school","62","0.162598947781229","0.125787740992922","0.199410154569535"
"Sometimes","2003","1-pers.-HH","(1c) basic vocational qualification","211","0.233799361285258","0.206699241493549","0.260899481076968"
"Sometimes","2003","1-pers.-HH","(2b) intermediate general qualification","21","","",""
"Sometimes","2003","1-pers.-HH","(2a) intermediate vocational","219","0.319822594031985","0.283828279681184","0.355816908382785"
"Sometimes","2003","1-pers.-HH","(2c_gen) general maturity certificate","40","0.333883609917547","0.253735205550096","0.414032014284997"
"Sometimes","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","93","0.387870230266768","0.325965392892605","0.449775067640931"
"Sometimes","2003","1-pers.-HH","(3a) lower tertiary education","76","0.340579615515425","0.277814758592677","0.403344472438173"
"Sometimes","2003","1-pers.-HH","(3b) higher tertiary education","138","0.425356222926046","0.370931752813723","0.47978069303837"
"Sometimes","2003","(Married) couple without C. ","(0) in school","1","","",""
"Sometimes","2003","(Married) couple without C. ","(1a) inadequately completed","21","","",""
"Sometimes","2003","(Married) couple without C. ","(1b) general elementary school","152","0.230547585773045","0.199368724135786","0.261726447410303"
"Sometimes","2003","(Married) couple without C. ","(1c) basic vocational qualification","738","0.275729626285244","0.258779047311382","0.292680205259105"
"Sometimes","2003","(Married) couple without C. ","(2b) intermediate general qualification","26","","",""
"Sometimes","2003","(Married) couple without C. ","(2a) intermediate vocational","514","0.35783078127955","0.333242099087469","0.382419463471631"
"Sometimes","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","49","0.354344540223628","0.27082730572396","0.437861774723297"
"Sometimes","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","180","0.37368192567678","0.329615673641201","0.417748177712358"
"Sometimes","2003","(Married) couple without C. ","(3a) lower tertiary education","235","0.31235000495313","0.277719537599586","0.346980472306675"
"Sometimes","2003","(Married) couple without C. ","(3b) higher tertiary education","386","0.392831572508498","0.361953926778413","0.423709218238584"
"Sometimes","2003","Single parent ","(0) in school","20","","",""
"Sometimes","2003","Single parent ","(1a) inadequately completed","3","","",""
"Sometimes","2003","Single parent ","(1b) general elementary school","39","0.23344032431328","0.168698178309583","0.298182470316976"
"Sometimes","2003","Single parent ","(1c) basic vocational qualification","85","0.379938359800434","0.319530109777367","0.440346609823501"
"Sometimes","2003","Single parent ","(2b) intermediate general qualification","33","0.417717364941537","0.306838319336613","0.528596410546461"
"Sometimes","2003","Single parent ","(2a) intermediate vocational","99","0.34867675303379","0.292455135532172","0.404898370535408"
"Sometimes","2003","Single parent ","(2c_gen) general maturity certificate","21","","",""
"Sometimes","2003","Single parent ","(2c_voc) vocational maturity certificate","23","","",""
"Sometimes","2003","Single parent ","(3a) lower tertiary education","21","","",""
"Sometimes","2003","Single parent ","(3b) higher tertiary education","23","","",""
"Sometimes","2003","Couple + C. LE 16 ","(0) in school","","","",""
"Sometimes","2003","Couple + C. LE 16 ","(1a) inadequately completed","11","","",""
"Sometimes","2003","Couple + C. LE 16 ","(1b) general elementary school","103","0.415163687626264","0.354802892255834","0.475524482996694"
"Sometimes","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","402","0.386217345480647","0.356085840958216","0.416348850003078"
"Sometimes","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","26","","",""
"Sometimes","2003","Couple + C. LE 16 ","(2a) intermediate vocational","578","0.414779158205962","0.38902639788836","0.440531918523564"
"Sometimes","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","22","","",""
"Sometimes","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","209","0.458181474364423","0.413608341483535","0.502754607245311"
"Sometimes","2003","Couple + C. LE 16 ","(3a) lower tertiary education","152","0.42325714926064","0.372360749031805","0.474153549489474"
"Sometimes","2003","Couple + C. LE 16 ","(3b) higher tertiary education","287","0.409859149318219","0.372195482667784","0.447522815968655"
"Sometimes","2003","Couple + C. GT 16 ","(0) in school","101","0.389864207128317","0.334114272830795","0.445614141425839"
"Sometimes","2003","Couple + C. GT 16 ","(1a) inadequately completed","11","","",""
"Sometimes","2003","Couple + C. GT 16 ","(1b) general elementary school","111","0.304546849344265","0.254817687789149","0.35427601089938"
"Sometimes","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","325","0.340224827702017","0.309458908983731","0.370990746420303"
"Sometimes","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","82","0.382933856671736","0.319133456661642","0.44673425668183"
"Sometimes","2003","Couple + C. GT 16 ","(2a) intermediate vocational","332","0.402675703401294","0.369859581955341","0.435491824847247"
"Sometimes","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","119","0.340836833405419","0.289619157387418","0.39205450942342"
"Sometimes","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","91","0.295060415556895","0.234519181651766","0.355601649462024"
"Sometimes","2003","Couple + C. GT 16 ","(3a) lower tertiary education","92","0.337913033686917","0.280419181516702","0.395406885857132"
"Sometimes","2003","Couple + C. GT 16 ","(3b) higher tertiary education","173","0.421118682169737","0.37285370715833","0.469383657181144"
"Sometimes","2003","Couple + C. LE and GT 16","(0) in school","86","0.315198803480941","0.256174054630127","0.374223552331754"
"Sometimes","2003","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"Sometimes","2003","Couple + C. LE and GT 16","(1b) general elementary school","77","0.362570383577514","0.293295706693786","0.431845060461243"
"Sometimes","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","109","0.334431071799667","0.283681909373325","0.385180234226009"
"Sometimes","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","42","0.301044414450916","0.217926385298128","0.384162443603704"
"Sometimes","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","156","0.428573122546456","0.379140856016939","0.478005389075974"
"Sometimes","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","35","0.315685167363411","0.22998849973248","0.401381834994343"
"Sometimes","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","34","0.298845295063502","0.203744701971376","0.393945888155629"
"Sometimes","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","43","0.430536432083787","0.337152073661254","0.52392079050632"
"Sometimes","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","74","0.43263451262188","0.35880719704989","0.50646182819387"
"Rarely","2003","1-pers.-HH","(0) in school","1","","",""
"Rarely","2003","1-pers.-HH","(1a) inadequately completed","6","","",""
"Rarely","2003","1-pers.-HH","(1b) general elementary school","99","0.262350379461819","0.218464950404953","0.306235808518685"
"Rarely","2003","1-pers.-HH","(1c) basic vocational qualification","244","0.250812680216023","0.223057231731434","0.278568128700613"
"Rarely","2003","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"Rarely","2003","1-pers.-HH","(2a) intermediate vocational","168","0.26058682577","0.22671114327934","0.29446250826066"
"Rarely","2003","1-pers.-HH","(2c_gen) general maturity certificate","7","","",""
"Rarely","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","41","0.176159720853723","0.127760939113585","0.224558502593861"
"Rarely","2003","1-pers.-HH","(3a) lower tertiary education","55","0.24178974206125","0.18508233398432","0.29849715013818"
"Rarely","2003","1-pers.-HH","(3b) higher tertiary education","60","0.204739729685387","0.160320178520661","0.249159280850114"
"Rarely","2003","(Married) couple without C. ","(0) in school","1","","",""
"Rarely","2003","(Married) couple without C. ","(1a) inadequately completed","21","","",""
"Rarely","2003","(Married) couple without C. ","(1b) general elementary school","194","0.258444830078928","0.226037389004172","0.290852271153684"
"Rarely","2003","(Married) couple without C. ","(1c) basic vocational qualification","836","0.313217934958745","0.295625528765908","0.330810341151582"
"Rarely","2003","(Married) couple without C. ","(2b) intermediate general qualification","22","","",""
"Rarely","2003","(Married) couple without C. ","(2a) intermediate vocational","513","0.35388579989473","0.329358040670893","0.378413559118567"
"Rarely","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","21","","",""
"Rarely","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","128","0.275577914724516","0.234879673524893","0.316276155924139"
"Rarely","2003","(Married) couple without C. ","(3a) lower tertiary education","233","0.351039191244413","0.315374299536749","0.386704082952077"
"Rarely","2003","(Married) couple without C. ","(3b) higher tertiary education","305","0.304225496386617","0.275137188628722","0.333313804144513"
"Rarely","2003","Single parent ","(0) in school","10","","",""
"Rarely","2003","Single parent ","(1a) inadequately completed","7","","",""
"Rarely","2003","Single parent ","(1b) general elementary school","48","0.30347524248661","0.233110341737576","0.373840143235645"
"Rarely","2003","Single parent ","(1c) basic vocational qualification","68","0.230985880697404","0.178531456460878","0.283440304933929"
"Rarely","2003","Single parent ","(2b) intermediate general qualification","10","","",""
"Rarely","2003","Single parent ","(2a) intermediate vocational","79","0.307976175824994","0.253511787063747","0.36244056458624"
"Rarely","2003","Single parent ","(2c_gen) general maturity certificate","9","","",""
"Rarely","2003","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"Rarely","2003","Single parent ","(3a) lower tertiary education","13","","",""
"Rarely","2003","Single parent ","(3b) higher tertiary education","16","","",""
"Rarely","2003","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely","2003","Couple + C. LE 16 ","(1a) inadequately completed","16","","",""
"Rarely","2003","Couple + C. LE 16 ","(1b) general elementary school","66","0.251323016800893","0.198186695868445","0.304459337733342"
"Rarely","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","288","0.284421762256873","0.256502264717579","0.312341259796166"
"Rarely","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","12","","",""
"Rarely","2003","Couple + C. LE 16 ","(2a) intermediate vocational","382","0.259803739355259","0.236881788722084","0.282725689988434"
"Rarely","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","20","","",""
"Rarely","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","114","0.23117426299106","0.193459518500304","0.268889007481816"
"Rarely","2003","Couple + C. LE 16 ","(3a) lower tertiary education","93","0.253415851194277","0.208608416912067","0.298223285476488"
"Rarely","2003","Couple + C. LE 16 ","(3b) higher tertiary education","162","0.26865041834125","0.234704801075895","0.302596035606605"
"Rarely","2003","Couple + C. GT 16 ","(0) in school","29","","",""
"Rarely","2003","Couple + C. GT 16 ","(1a) inadequately completed","14","","",""
"Rarely","2003","Couple + C. GT 16 ","(1b) general elementary school","82","0.261425087424584","0.213943957126326","0.308906217722841"
"Rarely","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","295","0.323498549265781","0.293120531107314","0.353876567424249"
"Rarely","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","37","0.165701419380646","0.116901452625997","0.214501386135295"
"Rarely","2003","Couple + C. GT 16 ","(2a) intermediate vocational","259","0.277067026569236","0.247120539365873","0.307013513772598"
"Rarely","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","46","0.15838031519788","0.118929254359463","0.197831376036296"
"Rarely","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","54","0.313730341853285","0.252135335470168","0.375325348236401"
"Rarely","2003","Couple + C. GT 16 ","(3a) lower tertiary education","92","0.353260169152352","0.295160513597714","0.41135982470699"
"Rarely","2003","Couple + C. GT 16 ","(3b) higher tertiary education","94","0.19415145310083","0.155485198995002","0.232817707206658"
"Rarely","2003","Couple + C. LE and GT 16","(0) in school","26","","",""
"Rarely","2003","Couple + C. LE and GT 16","(1a) inadequately completed","4","","",""
"Rarely","2003","Couple + C. LE and GT 16","(1b) general elementary school","34","0.207600292592761","0.149155158322446","0.266045426863076"
"Rarely","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","120","0.323412864793876","0.273095305998615","0.373730423589137"
"Rarely","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","19","","",""
"Rarely","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","125","0.320799191699414","0.274172623047521","0.367425760351306"
"Rarely","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","18","","",""
"Rarely","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","28","","",""
"Rarely","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","27","","",""
"Rarely","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","44","0.226386917354352","0.164025984214101","0.288747850494602"
"Never","2003","1-pers.-HH","(0) in school","","","",""
"Never","2003","1-pers.-HH","(1a) inadequately completed","14","","",""
"Never","2003","1-pers.-HH","(1b) general elementary school","193","0.492124212767011","0.4422506309486","0.541997794585422"
"Never","2003","1-pers.-HH","(1c) basic vocational qualification","353","0.379849559755832","0.348773021322527","0.410926098189137"
"Never","2003","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"Never","2003","1-pers.-HH","(2a) intermediate vocational","100","0.173116911815307","0.143918445740395","0.20231537789022"
"Never","2003","1-pers.-HH","(2c_gen) general maturity certificate","5","","",""
"Never","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","26","","",""
"Never","2003","1-pers.-HH","(3a) lower tertiary education","26","","",""
"Never","2003","1-pers.-HH","(3b) higher tertiary education","32","0.0903899100342248","0.0588248898359371","0.121954930232512"
"Never","2003","(Married) couple without C. ","(0) in school","","","",""
"Never","2003","(Married) couple without C. ","(1a) inadequately completed","33","0.37003466373421","0.267394305434668","0.472675022033752"
"Never","2003","(Married) couple without C. ","(1b) general elementary school","290","0.421919548667391","0.38536023385921","0.458478863475572"
"Never","2003","(Married) couple without C. ","(1c) basic vocational qualification","840","0.314488445060448","0.296876707843818","0.332100182277078"
"Never","2003","(Married) couple without C. ","(2b) intermediate general qualification","17","","",""
"Never","2003","(Married) couple without C. ","(2a) intermediate vocational","198","0.144373759639152","0.126345332307297","0.162402186971007"
"Never","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","12","","",""
"Never","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","65","0.153275404449097","0.120460970387346","0.186089838510848"
"Never","2003","(Married) couple without C. ","(3a) lower tertiary education","79","0.133692953199796","0.108263088248462","0.159122818151129"
"Never","2003","(Married) couple without C. ","(3b) higher tertiary education","83","0.1114622389267","0.0915652103823238","0.131359267471076"
"Never","2003","Single parent ","(0) in school","4","","",""
"Never","2003","Single parent ","(1a) inadequately completed","7","","",""
"Never","2003","Single parent ","(1b) general elementary school","52","0.307027964808809","0.236433119903451","0.377622809714166"
"Never","2003","Single parent ","(1c) basic vocational qualification","55","0.20800464709519","0.157489678635185","0.258519615555195"
"Never","2003","Single parent ","(2b) intermediate general qualification","6","","",""
"Never","2003","Single parent ","(2a) intermediate vocational","32","0.102814742109641","0.0669834631874207","0.138646021031862"
"Never","2003","Single parent ","(2c_gen) general maturity certificate","3","","",""
"Never","2003","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"Never","2003","Single parent ","(3a) lower tertiary education","3","","",""
"Never","2003","Single parent ","(3b) higher tertiary education","7","","",""
"Never","2003","Couple + C. LE 16 ","(0) in school","","","",""
"Never","2003","Couple + C. LE 16 ","(1a) inadequately completed","10","","",""
"Never","2003","Couple + C. LE 16 ","(1b) general elementary school","46","0.153608595152541","0.109439196230311","0.19777799407477"
"Never","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","129","0.151649124231968","0.129451559350096","0.17384668911384"
"Never","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","6","","",""
"Never","2003","Couple + C. LE 16 ","(2a) intermediate vocational","119","0.0768893432493793","0.0629636960371616","0.0908149904615971"
"Never","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","9","","",""
"Never","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","40","0.0848597068775415","0.0599297185743999","0.109789695180683"
"Never","2003","Couple + C. LE 16 ","(3a) lower tertiary education","23","","",""
"Never","2003","Couple + C. LE 16 ","(3b) higher tertiary education","24","","",""
"Never","2003","Couple + C. GT 16 ","(0) in school","5","","",""
"Never","2003","Couple + C. GT 16 ","(1a) inadequately completed","18","","",""
"Never","2003","Couple + C. GT 16 ","(1b) general elementary school","76","0.235513036360597","0.189662685867823","0.281363386853371"
"Never","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","155","0.178027683109756","0.153187129639632","0.20286823657988"
"Never","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","11","","",""
"Never","2003","Couple + C. GT 16 ","(2a) intermediate vocational","81","0.0906583955964534","0.0714464215036466","0.10987036968926"
"Never","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","12","","",""
"Never","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","19","","",""
"Never","2003","Couple + C. GT 16 ","(3a) lower tertiary education","23","","",""
"Never","2003","Couple + C. GT 16 ","(3b) higher tertiary education","36","0.146006430059777","0.111488212949495","0.180524647170059"
"Never","2003","Couple + C. LE and GT 16","(0) in school","3","","",""
"Never","2003","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
