"pld0043","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2005","indirect migration background","West Germany","","","","","4"
"Rarely","2005","indirect migration background","East Germany","","","","","4"
"Sometimes","2005","no migration background","West Germany","","","","","3"
"Sometimes","2005","direct migration background","West Germany","","","","","3"
"Sometimes","2005","direct migration background","East Germany","","","","","3"
"Sometimes","2005","indirect migration background","East Germany","","","","","3"
"Sometimes","2005","no migration background","East Germany","","","","","3"
"Sometimes","2005","indirect migration background","West Germany","","","","","3"
"Very often","2005","no migration background","West Germany","","","","","1"
"Very often","2005","no migration background","East Germany","","","","","1"
"Very often","2005","direct migration background","West Germany","","","","","1"
"Very often","2005","direct migration background","East Germany","","","","","1"
"Very often","2005","indirect migration background","West Germany","","","","","1"
"Very often","2005","indirect migration background","East Germany","","","","","1"
"Never","2006","no migration background","East Germany","","","","","5"
"Never","2006","no migration background","West Germany","","","","","5"
"Never","2006","direct migration background","East Germany","","","","","5"
"Never","2006","direct migration background","West Germany","","","","","5"
"Never","2006","indirect migration background","West Germany","","","","","5"
"Never","2006","indirect migration background","East Germany","","","","","5"
"Often","2006","no migration background","West Germany","","","","","2"
"Often","2006","direct migration background","West Germany","","","","","2"
"Often","2006","no migration background","East Germany","","","","","2"
"Often","2006","indirect migration background","West Germany","","","","","2"
"Often","2006","direct migration background","East Germany","","","","","2"
"Often","2006","indirect migration background","East Germany","","","","","2"
"Rarely","2006","no migration background","West Germany","","","","","4"
"Rarely","2006","direct migration background","West Germany","","","","","4"
"Rarely","2006","no migration background","East Germany","","","","","4"
"Rarely","2006","indirect migration background","West Germany","","","","","4"
"Rarely","2006","direct migration background","East Germany","","","","","4"
"Rarely","2006","indirect migration background","East Germany","","","","","4"
"Sometimes","2006","direct migration background","West Germany","","","","","3"
"Sometimes","2006","no migration background","West Germany","","","","","3"
"Sometimes","2006","no migration background","East Germany","","","","","3"
"Sometimes","2006","direct migration background","East Germany","","","","","3"
"Sometimes","2006","indirect migration background","West Germany","","","","","3"
"Sometimes","2006","indirect migration background","East Germany","","","","","3"
"Very often","2006","no migration background","West Germany","","","","","1"
"Very often","2006","no migration background","East Germany","","","","","1"
"Very often","2006","direct migration background","West Germany","","","","","1"
"Very often","2006","direct migration background","East Germany","","","","","1"
"Very often","2006","indirect migration background","West Germany","","","","","1"
"Very often","2006","indirect migration background","East Germany","","","","","1"
"Never","2007","no migration background","West Germany","","","","","5"
"Never","2007","direct migration background","West Germany","","","","","5"
"Never","2007","no migration background","East Germany","","","","","5"
"Never","2007","direct migration background","East Germany","","","","","5"
"Never","2007","indirect migration background","West Germany","","","","","5"
"Never","2007","indirect migration background","East Germany","","","","","5"
"Often","2007","no migration background","East Germany","","","","","2"
"Often","2007","no migration background","West Germany","","","","","2"
"Often","2007","direct migration background","West Germany","","","","","2"
"Often","2007","direct migration background","East Germany","","","","","2"
"Often","2007","indirect migration background","West Germany","","","","","2"
"Often","2007","indirect migration background","East Germany","","","","","2"
"Rarely","2007","no migration background","West Germany","","","","","4"
"Rarely","2007","no migration background","East Germany","","","","","4"
"Rarely","2007","direct migration background","West Germany","","","","","4"
"Rarely","2007","direct migration background","East Germany","","","","","4"
"Rarely","2007","indirect migration background","West Germany","","","","","4"
"Rarely","2007","indirect migration background","East Germany","","","","","4"
"Sometimes","2007","no migration background","West Germany","","","","","3"
"Sometimes","2007","no migration background","East Germany","","","","","3"
"Sometimes","2007","direct migration background","West Germany","","","","","3"
"Sometimes","2007","direct migration background","East Germany","","","","","3"
"Sometimes","2007","indirect migration background","West Germany","","","","","3"
"Sometimes","2007","indirect migration background","East Germany","","","","","3"
"Very often","2007","direct migration background","West Germany","","","","","1"
"Very often","2007","indirect migration background","East Germany","","","","","1"
"Very often","2007","no migration background","West Germany","","","","","1"
"Very often","2007","no migration background","East Germany","","","","","1"
"Very often","2007","direct migration background","East Germany","","","","","1"
"Very often","2007","indirect migration background","West Germany","","","","","1"
"Never","2008","no migration background","West Germany","1992","0.184625384394198","0.177678797214148","0.191571971574248","5"
"Never","2008","no migration background","East Germany","824","0.183442992637192","0.172309297087375","0.194576688187009","5"
"Never","2008","direct migration background","West Germany","456","0.235772167873287","0.216238349600937","0.255305986145636","5"
"Never","2008","direct migration background","East Germany","19","","","","5"
"Never","2008","indirect migration background","West Germany","78","0.127870590723865","0.103612411356232","0.152128770091498","5"
"Never","2008","indirect migration background","East Germany","4","","","","5"
"Often","2008","no migration background","East Germany","666","0.143137198366275","0.133062607367943","0.153211789364608","2"
"Often","2008","no migration background","West Germany","1923","0.154087913339258","0.147624021317588","0.160551805360928","2"
"Often","2008","direct migration background","West Germany","249","0.130460446543988","0.114961094205687","0.145959798882288","2"
"Often","2008","direct migration background","East Germany","10","","","","2"
"Often","2008","indirect migration background","West Germany","169","0.210684807716352","0.181062134857667","0.240307480575037","2"
"Often","2008","indirect migration background","East Germany","11","","","","2"
"Rarely","2008","no migration background","West Germany","3550","0.290239329006262","0.282113245389461","0.298365412623063","4"
"Rarely","2008","no migration background","East Germany","1440","0.320508918998751","0.307084130171699","0.333933707825802","4"
"Rarely","2008","direct migration background","West Germany","501","0.298644603063821","0.277583754921547","0.319705451206095","4"
"Rarely","2008","direct migration background","East Germany","25","","","","4"
"Rarely","2008","indirect migration background","West Germany","157","0.219165637883668","0.189115387719184","0.249215888048152","4"
"Rarely","2008","indirect migration background","East Germany","11","","","","4"
"Sometimes","2008","no migration background","West Germany","4136","0.340647274454766","0.332162143429857","0.349132405479675","3"
"Sometimes","2008","no migration background","East Germany","1584","0.329272260744625","0.315753209022235","0.342791312467015","3"
"Sometimes","2008","direct migration background","West Germany","555","0.303756890906635","0.282594098390045","0.324919683423225","3"
"Sometimes","2008","direct migration background","East Germany","21","","","","3"
"Sometimes","2008","indirect migration background","West Germany","280","0.385231833464462","0.349881039627949","0.420582627300974","3"
"Sometimes","2008","indirect migration background","East Germany","15","","","","3"
"Very often","2008","no migration background","West Germany","383","0.030400098805516","0.0273262608445606","0.0334739367664715","1"
"Very often","2008","no migration background","East Germany","128","0.0236386292531567","0.0192683220923939","0.0280089364139194","1"
"Very often","2008","direct migration background","West Germany","53","0.0313658916122693","0.0233447137373264","0.0393870694872123","1"
"Very often","2008","direct migration background","East Germany","3","","","","1"
"Very often","2008","indirect migration background","West Germany","44","0.0570471302116537","0.0401992876464542","0.0738949727768532","1"
"Very often","2008","indirect migration background","East Germany","2","","","","1"
"Never","2009","no migration background","East Germany","","","","","5"
"Never","2009","no migration background","West Germany","","","","","5"
"Never","2009","direct migration background","West Germany","","","","","5"
"Never","2009","direct migration background","East Germany","","","","","5"
"Never","2009","indirect migration background","West Germany","","","","","5"
"Never","2009","indirect migration background","East Germany","","","","","5"
"Often","2009","no migration background","West Germany","","","","","2"
"Often","2009","no migration background","East Germany","","","","","2"
"Often","2009","direct migration background","West Germany","","","","","2"
"Often","2009","direct migration background","East Germany","","","","","2"
"Often","2009","indirect migration background","West Germany","","","","","2"
"Often","2009","indirect migration background","East Germany","","","","","2"
"Rarely","2009","no migration background","East Germany","","","","","4"
"Rarely","2009","no migration background","West Germany","","","","","4"
"Rarely","2009","direct migration background","West Germany","","","","","4"
"Rarely","2009","direct migration background","East Germany","","","","","4"
"Rarely","2009","indirect migration background","West Germany","","","","","4"
"Rarely","2009","indirect migration background","East Germany","","","","","4"
"Sometimes","2009","no migration background","West Germany","","","","","3"
"Sometimes","2009","direct migration background","West Germany","","","","","3"
"Sometimes","2009","no migration background","East Germany","","","","","3"
"Sometimes","2009","indirect migration background","West Germany","","","","","3"
"Sometimes","2009","indirect migration background","East Germany","","","","","3"
"Sometimes","2009","direct migration background","East Germany","","","","","3"
"Very often","2009","no migration background","West Germany","","","","","1"
"Very often","2009","no migration background","East Germany","","","","","1"
"Very often","2009","direct migration background","West Germany","","","","","1"
"Very often","2009","direct migration background","East Germany","","","","","1"
"Very often","2009","indirect migration background","East Germany","","","","","1"
"Very often","2009","indirect migration background","West Germany","","","","","1"
"Never","2010","no migration background","West Germany","","","","","5"
"Never","2010","direct migration background","West Germany","","","","","5"
"Never","2010","direct migration background","East Germany","","","","","5"
"Never","2010","no migration background","East Germany","","","","","5"
"Never","2010","indirect migration background","West Germany","","","","","5"
"Never","2010","indirect migration background","East Germany","","","","","5"
"Often","2010","no migration background","West Germany","","","","","2"
"Often","2010","no migration background","East Germany","","","","","2"
"Often","2010","direct migration background","West Germany","","","","","2"
"Often","2010","direct migration background","East Germany","","","","","2"
"Often","2010","indirect migration background","West Germany","","","","","2"
"Often","2010","indirect migration background","East Germany","","","","","2"
"Rarely","2010","no migration background","West Germany","","","","","4"
"Rarely","2010","no migration background","East Germany","","","","","4"
"Rarely","2010","direct migration background","West Germany","","","","","4"
"Rarely","2010","direct migration background","East Germany","","","","","4"
"Rarely","2010","indirect migration background","West Germany","","","","","4"
"Rarely","2010","indirect migration background","East Germany","","","","","4"
"Sometimes","2010","no migration background","West Germany","","","","","3"
"Sometimes","2010","no migration background","East Germany","","","","","3"
"Sometimes","2010","direct migration background","West Germany","","","","","3"
"Sometimes","2010","indirect migration background","West Germany","","","","","3"
"Sometimes","2010","direct migration background","East Germany","","","","","3"
"Sometimes","2010","indirect migration background","East Germany","","","","","3"
"Very often","2010","no migration background","West Germany","","","","","1"
"Very often","2010","direct migration background","West Germany","","","","","1"
"Very often","2010","indirect migration background","East Germany","","","","","1"
"Very often","2010","no migration background","East Germany","","","","","1"
"Very often","2010","direct migration background","East Germany","","","","","1"
"Very often","2010","indirect migration background","West Germany","","","","","1"
"Never","2011","no migration background","East Germany","","","","","5"
"Never","2011","direct migration background","West Germany","","","","","5"
"Never","2011","indirect migration background","West Germany","","","","","5"
"Never","2011","no migration background","West Germany","","","","","5"
"Never","2011","direct migration background","East Germany","","","","","5"
"Never","2011","indirect migration background","East Germany","","","","","5"
"Often","2011","no migration background","West Germany","","","","","2"
"Often","2011","no migration background","East Germany","","","","","2"
"Often","2011","direct migration background","West Germany","","","","","2"
"Often","2011","direct migration background","East Germany","","","","","2"
"Often","2011","indirect migration background","West Germany","","","","","2"
"Often","2011","indirect migration background","East Germany","","","","","2"
"Rarely","2011","no migration background","West Germany","","","","","4"
"Rarely","2011","no migration background","East Germany","","","","","4"
"Rarely","2011","direct migration background","West Germany","","","","","4"
"Rarely","2011","direct migration background","East Germany","","","","","4"
"Rarely","2011","indirect migration background","West Germany","","","","","4"
"Rarely","2011","indirect migration background","East Germany","","","","","4"
"Sometimes","2011","no migration background","West Germany","","","","","3"
"Sometimes","2011","direct migration background","West Germany","","","","","3"
"Sometimes","2011","no migration background","East Germany","","","","","3"
"Sometimes","2011","direct migration background","East Germany","","","","","3"
"Sometimes","2011","indirect migration background","West Germany","","","","","3"
"Sometimes","2011","indirect migration background","East Germany","","","","","3"
"Very often","2011","no migration background","West Germany","","","","","1"
"Very often","2011","no migration background","East Germany","","","","","1"
"Very often","2011","indirect migration background","West Germany","","","","","1"
"Very often","2011","direct migration background","West Germany","","","","","1"
"Very often","2011","direct migration background","East Germany","","","","","1"
"Very often","2011","indirect migration background","East Germany","","","","","1"
"Never","2012","no migration background","East Germany","","","","","5"
"Never","2012","no migration background","West Germany","","","","","5"
"Never","2012","direct migration background","West Germany","","","","","5"
"Never","2012","direct migration background","East Germany","","","","","5"
"Never","2012","indirect migration background","West Germany","","","","","5"
"Never","2012","indirect migration background","East Germany","","","","","5"
"Often","2012","no migration background","West Germany","","","","","2"
"Often","2012","no migration background","East Germany","","","","","2"
"Often","2012","direct migration background","West Germany","","","","","2"
"Often","2012","direct migration background","East Germany","","","","","2"
"Often","2012","indirect migration background","East Germany","","","","","2"
"Often","2012","indirect migration background","West Germany","","","","","2"
"Rarely","2012","no migration background","West Germany","","","","","4"
"Rarely","2012","no migration background","East Germany","","","","","4"
"Rarely","2012","direct migration background","West Germany","","","","","4"
"Rarely","2012","direct migration background","East Germany","","","","","4"
"Rarely","2012","indirect migration background","West Germany","","","","","4"
"Rarely","2012","indirect migration background","East Germany","","","","","4"
"Sometimes","2012","direct migration background","West Germany","","","","","3"
"Sometimes","2012","no migration background","West Germany","","","","","3"
"Sometimes","2012","no migration background","East Germany","","","","","3"
"Sometimes","2012","indirect migration background","West Germany","","","","","3"
"Sometimes","2012","direct migration background","East Germany","","","","","3"
"Sometimes","2012","indirect migration background","East Germany","","","","","3"
"Very often","2012","no migration background","West Germany","","","","","1"
"Very often","2012","no migration background","East Germany","","","","","1"
"Very often","2012","direct migration background","West Germany","","","","","1"
"Very often","2012","direct migration background","East Germany","","","","","1"
"Very often","2012","indirect migration background","East Germany","","","","","1"
"Very often","2012","indirect migration background","West Germany","","","","","1"
"Never","2013","no migration background","West Germany","2204","0.159558873059","0.153914086822084","0.165203659295917","5"
"Never","2013","no migration background","East Germany","1101","0.208802463451135","0.198079170609623","0.219525756292647","5"
"Never","2013","direct migration background","West Germany","468","0.21900273876486","0.20284591411131","0.23515956341841","5"
"Never","2013","direct migration background","East Germany","31","0.269241734151415","0.194966186052872","0.343517282249958","5"
"Never","2013","indirect migration background","West Germany","110","0.0920844964038642","0.0750668971326734","0.109102095675055","5"
"Never","2013","indirect migration background","East Germany","8","","","","5"
"Often","2013","no migration background","West Germany","2699","0.151290366927161","0.14576681328877","0.156813920565551","2"
"Often","2013","no migration background","East Germany","675","0.116496096610696","0.108032054464903","0.124960138756489","2"
"Often","2013","direct migration background","West Germany","392","0.158913165264279","0.144630579523729","0.17319575100483","2"
"Often","2013","direct migration background","East Germany","18","","","","2"
"Often","2013","indirect migration background","West Germany","245","0.240628732291217","0.215470325221396","0.265787139361038","2"
"Often","2013","indirect migration background","East Germany","15","","","","2"
"Rarely","2013","no migration background","West Germany","5068","0.321642907271296","0.314442624599865","0.328843189942727","4"
"Rarely","2013","no migration background","East Germany","1870","0.331553256513776","0.319133074827953","0.343973438199599","4"
"Rarely","2013","direct migration background","West Germany","774","0.30575086170374","0.287751877211454","0.323749846196026","4"
"Rarely","2013","direct migration background","East Germany","42","0.36198418481477","0.281511530235589","0.44245683939395","4"
"Rarely","2013","indirect migration background","East Germany","23","","","","4"
"Rarely","2013","indirect migration background","West Germany","305","0.266414306723233","0.240395551464568","0.292433061981899","4"
"Sometimes","2013","no migration background","West Germany","5768","0.342138403649035","0.33482530298476","0.34945150431331","3"
"Sometimes","2013","no migration background","East Germany","1756","0.326731196565062","0.314357272648435","0.339105120481689","3"
"Sometimes","2013","direct migration background","West Germany","805","0.289598003890413","0.271878304423089","0.307317703357738","3"
"Sometimes","2013","direct migration background","East Germany","44","0.291391374981453","0.215301061926996","0.36748168803591","3"
"Sometimes","2013","indirect migration background","West Germany","402","0.368160925573265","0.339774912096147","0.396546939050383","3"
"Sometimes","2013","indirect migration background","East Germany","26","","","","3"
"Very often","2013","no migration background","West Germany","428","0.0253694490935076","0.0229455814545958","0.0277933167324194","1"
"Very often","2013","no migration background","East Germany","117","0.0164169868593309","0.0130644764952681","0.0197694972233937","1"
"Very often","2013","direct migration background","West Germany","78","0.0267352303767073","0.0204334400368949","0.0330370207165196","1"
"Very often","2013","direct migration background","East Germany","2","","","","1"
"Very often","2013","indirect migration background","West Germany","47","0.0327115390084207","0.0222424037678875","0.0431806742489539","1"
"Very often","2013","indirect migration background","East Germany","3","","","","1"
"Never","2014","no migration background","East Germany","","","","","5"
"Never","2014","direct migration background","West Germany","","","","","5"
"Never","2014","indirect migration background","West Germany","","","","","5"
"Never","2014","indirect migration background","East Germany","","","","","5"
"Never","2014","no migration background","West Germany","","","","","5"
"Never","2014","direct migration background","East Germany","","","","","5"
"Often","2014","no migration background","West Germany","","","","","2"
"Often","2014","no migration background","East Germany","","","","","2"
"Often","2014","direct migration background","West Germany","","","","","2"
"Often","2014","direct migration background","East Germany","","","","","2"
"Often","2014","indirect migration background","West Germany","","","","","2"
"Often","2014","indirect migration background","East Germany","","","","","2"
"Rarely","2014","no migration background","West Germany","","","","","4"
"Rarely","2014","no migration background","East Germany","","","","","4"
"Rarely","2014","direct migration background","West Germany","","","","","4"
"Rarely","2014","direct migration background","East Germany","","","","","4"
"Rarely","2014","indirect migration background","East Germany","","","","","4"
"Rarely","2014","indirect migration background","West Germany","","","","","4"
"Sometimes","2014","no migration background","West Germany","","","","","3"
"Sometimes","2014","no migration background","East Germany","","","","","3"
"Sometimes","2014","direct migration background","West Germany","","","","","3"
"Sometimes","2014","direct migration background","East Germany","","","","","3"
"Sometimes","2014","indirect migration background","West Germany","","","","","3"
"Sometimes","2014","indirect migration background","East Germany","","","","","3"
"Very often","2014","no migration background","West Germany","","","","","1"
"Very often","2014","no migration background","East Germany","","","","","1"
"Very often","2014","direct migration background","West Germany","","","","","1"
"Very often","2014","indirect migration background","West Germany","","","","","1"
"Very often","2014","direct migration background","East Germany","","","","","1"
"Very often","2014","indirect migration background","East Germany","","","","","1"
"Never","2015","no migration background","West Germany","","","","","5"
"Never","2015","no migration background","East Germany","","","","","5"
"Never","2015","direct migration background","West Germany","","","","","5"
"Never","2015","direct migration background","East Germany","","","","","5"
"Never","2015","indirect migration background","West Germany","","","","","5"
"Never","2015","indirect migration background","East Germany","","","","","5"
"Often","2015","no migration background","West Germany","","","","","2"
"Often","2015","direct migration background","West Germany","","","","","2"
"Often","2015","no migration background","East Germany","","","","","2"
"Often","2015","indirect migration background","West Germany","","","","","2"
"Often","2015","direct migration background","East Germany","","","","","2"
"Often","2015","indirect migration background","East Germany","","","","","2"
"Rarely","2015","no migration background","West Germany","","","","","4"
"Rarely","2015","direct migration background","West Germany","","","","","4"
"Rarely","2015","no migration background","East Germany","","","","","4"
"Rarely","2015","indirect migration background","West Germany","","","","","4"
"Rarely","2015","direct migration background","East Germany","","","","","4"
"Rarely","2015","indirect migration background","East Germany","","","","","4"
"Sometimes","2015","no migration background","West Germany","","","","","3"
"Sometimes","2015","no migration background","East Germany","","","","","3"
"Sometimes","2015","direct migration background","West Germany","","","","","3"
"Sometimes","2015","indirect migration background","West Germany","","","","","3"
"Sometimes","2015","indirect migration background","East Germany","","","","","3"
"Sometimes","2015","direct migration background","East Germany","","","","","3"
"Very often","2015","no migration background","West Germany","","","","","1"
"Very often","2015","no migration background","East Germany","","","","","1"
"Very often","2015","direct migration background","East Germany","","","","","1"
"Very often","2015","direct migration background","West Germany","","","","","1"
"Very often","2015","indirect migration background","East Germany","","","","","1"
"Very often","2015","indirect migration background","West Germany","","","","","1"
"Never","2016","no migration background","West Germany","","","","","5"
"Never","2016","no migration background","East Germany","","","","","5"
"Never","2016","direct migration background","West Germany","","","","","5"
"Never","2016","direct migration background","East Germany","","","","","5"
"Never","2016","indirect migration background","West Germany","","","","","5"
"Never","2016","indirect migration background","East Germany","","","","","5"
"Often","2016","no migration background","West Germany","","","","","2"
"Often","2016","no migration background","East Germany","","","","","2"
"Often","2016","direct migration background","West Germany","","","","","2"
"Often","2016","direct migration background","East Germany","","","","","2"
"Often","2016","indirect migration background","East Germany","","","","","2"
"Often","2016","indirect migration background","West Germany","","","","","2"
"Rarely","2016","no migration background","West Germany","","","","","4"
"Rarely","2016","direct migration background","West Germany","","","","","4"
"Rarely","2016","no migration background","East Germany","","","","","4"
"Rarely","2016","direct migration background","East Germany","","","","","4"
"Rarely","2016","indirect migration background","West Germany","","","","","4"
"Rarely","2016","indirect migration background","East Germany","","","","","4"
"Sometimes","2016","no migration background","East Germany","","","","","3"
"Sometimes","2016","indirect migration background","West Germany","","","","","3"
"Sometimes","2016","no migration background","West Germany","","","","","3"
"Sometimes","2016","direct migration background","West Germany","","","","","3"
"Sometimes","2016","direct migration background","East Germany","","","","","3"
"Sometimes","2016","indirect migration background","East Germany","","","","","3"
"Very often","2016","no migration background","West Germany","","","","","1"
"Very often","2016","no migration background","East Germany","","","","","1"
"Very often","2016","direct migration background","West Germany","","","","","1"
"Very often","2016","indirect migration background","West Germany","","","","","1"
"Very often","2016","indirect migration background","East Germany","","","","","1"
"Very often","2016","direct migration background","East Germany","","","","","1"
"Never","2017","no migration background","West Germany","","","","","5"
"Never","2017","no migration background","East Germany","","","","","5"
"Never","2017","direct migration background","West Germany","","","","","5"
"Never","2017","indirect migration background","West Germany","","","","","5"
"Never","2017","indirect migration background","East Germany","","","","","5"
"Never","2017","direct migration background","East Germany","","","","","5"
"Often","2017","no migration background","West Germany","","","","","2"
"Often","2017","direct migration background","West Germany","","","","","2"
"Often","2017","no migration background","East Germany","","","","","2"
"Often","2017","indirect migration background","West Germany","","","","","2"
"Often","2017","direct migration background","East Germany","","","","","2"
"Often","2017","indirect migration background","East Germany","","","","","2"
"Rarely","2017","no migration background","West Germany","","","","","4"
"Rarely","2017","no migration background","East Germany","","","","","4"
"Rarely","2017","direct migration background","West Germany","","","","","4"
"Rarely","2017","direct migration background","East Germany","","","","","4"
"Rarely","2017","indirect migration background","East Germany","","","","","4"
"Rarely","2017","indirect migration background","West Germany","","","","","4"
"Sometimes","2017","no migration background","West Germany","","","","","3"
"Sometimes","2017","direct migration background","West Germany","","","","","3"
"Sometimes","2017","direct migration background","East Germany","","","","","3"
"Sometimes","2017","indirect migration background","East Germany","","","","","3"
"Sometimes","2017","no migration background","East Germany","","","","","3"
"Sometimes","2017","indirect migration background","West Germany","","","","","3"
"Very often","2017","no migration background","West Germany","","","","","1"
"Very often","2017","no migration background","East Germany","","","","","1"
"Very often","2017","direct migration background","West Germany","","","","","1"
"Very often","2017","direct migration background","East Germany","","","","","1"
"Very often","2017","indirect migration background","West Germany","","","","","1"
"Very often","2017","indirect migration background","East Germany","","","","","1"
"Never","2018","no migration background","West Germany","1756","0.13876466336248","0.133145376718941","0.144383950006019","5"
"Never","2018","no migration background","East Germany","951","0.192864704496565","0.181978561980471","0.203750847012658","5"
"Never","2018","direct migration background","West Germany","895","0.211030651217284","0.198487095845624","0.223574206588945","5"
"Never","2018","direct migration background","East Germany","73","0.153692428670255","0.115800316096874","0.191584541243635","5"
"Never","2018","indirect migration background","West Germany","175","0.106428878880681","0.0912564911142671","0.121601266647095","5"
"Never","2018","indirect migration background","East Germany","17","","","","5"
"Often","2018","no migration background","West Germany","2577","0.171853729933964","0.16572156497533","0.177985894892598","2"
"Often","2018","direct migration background","West Germany","638","0.156018718824383","0.144863641709099","0.167173795939667","2"
"Often","2018","no migration background","East Germany","665","0.134489120100628","0.125075551110595","0.143902689090661","2"
"Often","2018","indirect migration background","West Germany","355","0.237698163046667","0.216755301407344","0.25864102468599","2"
"Often","2018","indirect migration background","East Germany","26","","","","2"
"Often","2018","direct migration background","East Germany","55","0.222969037065394","0.179236979552335","0.266701094578453","2"
"Rarely","2018","no migration background","West Germany","4298","0.300168071518833","0.292718008498326","0.30761813453934","4"
"Rarely","2018","direct migration background","West Germany","1074","0.279260854980876","0.265469342307841","0.293052367653911","4"
