"pld0043","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2003","indirect migration background","higher vocational","15","","","","3"
"Sometimes","2003","direct migration background","in school","20","","","","3"
"Sometimes","2003","direct migration background","inadequately","44","0.278455972755279","0.209644005227947","0.347267940282612","3"
"Sometimes","2003","indirect migration background","inadequately","3","","","","3"
"Sometimes","2003","indirect migration background","in school","22","","","","3"
"Sometimes","2003","no migration background","in school","168","0.343848578818084","0.302046978687965","0.385650178948203","3"
"Sometimes","2003","no migration background","inadequately","25","","","","3"
"Sometimes","2003","no migration background","general elemantary","519","0.253773895387266","0.234175667853013","0.273372122921519","3"
"Sometimes","2003","no migration background","middle vocational","3309","0.326596667106774","0.317316945272221","0.335876388941327","3"
"Sometimes","2003","no migration background","vocational + Abi","360","0.390912006922886","0.358800121518049","0.423023892327723","3"
"Sometimes","2003","no migration background","higher vocational","561","0.376987020970497","0.352469898795981","0.401504143145012","3"
"Sometimes","2003","no migration background","higher education","1586","0.399645152563396","0.384303645121581","0.41498666000521","3"
"Very often","2003","no migration background","in school","61","0.104406808733877","0.077495981066114","0.13131763640164","1"
"Very often","2003","no migration background","inadequately","5","","","","1"
"Very often","2003","no migration background","general elemantary","77","0.0316742613387745","0.023787075216863","0.0395614474606861","1"
"Very often","2003","no migration background","middle vocational","357","0.0368202968899255","0.0330939030156565","0.0405466907641945","1"
"Very often","2003","no migration background","vocational + Abi","39","0.0465197829097804","0.0326598552308423","0.0603797105887185","1"
"Very often","2003","no migration background","higher vocational","47","0.0369957647701166","0.0274469856346388","0.0465445439055944","1"
"Very often","2003","no migration background","higher education","160","0.0371139094205779","0.0311930798834963","0.0430347389576595","1"
"Very often","2003","direct migration background","in school","6","","","","1"
"Very often","2003","direct migration background","inadequately","1","","","","1"
"Very often","2003","direct migration background","general elemantary","18","","","","1"
"Very often","2003","direct migration background","middle vocational","43","0.0483410636511562","0.0348293890268235","0.0618527382754889","1"
"Very often","2003","direct migration background","vocational + Abi","5","","","","1"
"Very often","2003","direct migration background","higher vocational","4","","","","1"
"Very often","2003","direct migration background","higher education","16","","","","1"
"Very often","2003","indirect migration background","in school","8","","","","1"
"Very often","2003","indirect migration background","inadequately","","","","","1"
"Very often","2003","indirect migration background","general elemantary","13","","","","1"
"Very often","2003","indirect migration background","middle vocational","28","","","","1"
"Very often","2003","indirect migration background","vocational + Abi","3","","","","1"
"Very often","2003","indirect migration background","higher vocational","3","","","","1"
"Very often","2003","indirect migration background","higher education","4","","","","1"
"Never","2004","indirect migration background","vocational + Abi","","","","","5"
"Never","2004","indirect migration background","higher education","","","","","5"
"Never","2004","indirect migration background","higher vocational","","","","","5"
"Never","2004","direct migration background","in school","","","","","5"
"Never","2004","direct migration background","inadequately","","","","","5"
"Never","2004","direct migration background","general elemantary","","","","","5"
"Never","2004","direct migration background","middle vocational","","","","","5"
"Never","2004","direct migration background","vocational + Abi","","","","","5"
"Never","2004","indirect migration background","in school","","","","","5"
"Never","2004","indirect migration background","inadequately","","","","","5"
"Never","2004","indirect migration background","general elemantary","","","","","5"
"Never","2004","indirect migration background","middle vocational","","","","","5"
"Never","2004","direct migration background","higher vocational","","","","","5"
"Never","2004","direct migration background","higher education","","","","","5"
"Never","2004","no migration background","in school","","","","","5"
"Never","2004","no migration background","inadequately","","","","","5"
"Never","2004","no migration background","general elemantary","","","","","5"
"Never","2004","no migration background","middle vocational","","","","","5"
"Never","2004","no migration background","vocational + Abi","","","","","5"
"Never","2004","no migration background","higher vocational","","","","","5"
"Never","2004","no migration background","higher education","","","","","5"
"Often","2004","indirect migration background","vocational + Abi","","","","","2"
"Often","2004","indirect migration background","in school","","","","","2"
"Often","2004","indirect migration background","inadequately","","","","","2"
"Often","2004","indirect migration background","general elemantary","","","","","2"
"Often","2004","indirect migration background","middle vocational","","","","","2"
"Often","2004","indirect migration background","higher vocational","","","","","2"
"Often","2004","indirect migration background","higher education","","","","","2"
"Often","2004","direct migration background","in school","","","","","2"
"Often","2004","direct migration background","inadequately","","","","","2"
"Often","2004","direct migration background","general elemantary","","","","","2"
"Often","2004","direct migration background","vocational + Abi","","","","","2"
"Often","2004","direct migration background","higher vocational","","","","","2"
"Often","2004","direct migration background","higher education","","","","","2"
"Often","2004","no migration background","in school","","","","","2"
"Often","2004","no migration background","vocational + Abi","","","","","2"
"Often","2004","no migration background","higher vocational","","","","","2"
"Often","2004","no migration background","higher education","","","","","2"
"Often","2004","direct migration background","middle vocational","","","","","2"
"Often","2004","no migration background","general elemantary","","","","","2"
"Often","2004","no migration background","middle vocational","","","","","2"
"Often","2004","no migration background","inadequately","","","","","2"
"Rarely","2004","indirect migration background","in school","","","","","4"
"Rarely","2004","indirect migration background","inadequately","","","","","4"
"Rarely","2004","indirect migration background","general elemantary","","","","","4"
"Rarely","2004","indirect migration background","middle vocational","","","","","4"
"Rarely","2004","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2004","indirect migration background","higher vocational","","","","","4"
"Rarely","2004","indirect migration background","higher education","","","","","4"
"Rarely","2004","direct migration background","in school","","","","","4"
"Rarely","2004","direct migration background","inadequately","","","","","4"
"Rarely","2004","direct migration background","vocational + Abi","","","","","4"
"Rarely","2004","direct migration background","higher vocational","","","","","4"
"Rarely","2004","direct migration background","higher education","","","","","4"
"Rarely","2004","no migration background","vocational + Abi","","","","","4"
"Rarely","2004","no migration background","higher vocational","","","","","4"
"Rarely","2004","no migration background","higher education","","","","","4"
"Rarely","2004","direct migration background","general elemantary","","","","","4"
"Rarely","2004","direct migration background","middle vocational","","","","","4"
"Rarely","2004","no migration background","general elemantary","","","","","4"
"Rarely","2004","no migration background","middle vocational","","","","","4"
"Rarely","2004","no migration background","inadequately","","","","","4"
"Rarely","2004","no migration background","in school","","","","","4"
"Sometimes","2004","indirect migration background","middle vocational","","","","","3"
"Sometimes","2004","indirect migration background","higher education","","","","","3"
"Sometimes","2004","indirect migration background","higher vocational","","","","","3"
"Sometimes","2004","indirect migration background","vocational + Abi","","","","","3"
"Sometimes","2004","direct migration background","in school","","","","","3"
"Sometimes","2004","direct migration background","inadequately","","","","","3"
"Sometimes","2004","direct migration background","general elemantary","","","","","3"
"Sometimes","2004","direct migration background","middle vocational","","","","","3"
"Sometimes","2004","direct migration background","vocational + Abi","","","","","3"
"Sometimes","2004","direct migration background","higher vocational","","","","","3"
"Sometimes","2004","direct migration background","higher education","","","","","3"
"Sometimes","2004","indirect migration background","in school","","","","","3"
"Sometimes","2004","indirect migration background","inadequately","","","","","3"
"Sometimes","2004","indirect migration background","general elemantary","","","","","3"
"Sometimes","2004","no migration background","in school","","","","","3"
"Sometimes","2004","no migration background","inadequately","","","","","3"
"Sometimes","2004","no migration background","general elemantary","","","","","3"
"Sometimes","2004","no migration background","middle vocational","","","","","3"
"Sometimes","2004","no migration background","vocational + Abi","","","","","3"
"Sometimes","2004","no migration background","higher vocational","","","","","3"
"Sometimes","2004","no migration background","higher education","","","","","3"
"Very often","2004","no migration background","in school","","","","","1"
"Very often","2004","no migration background","inadequately","","","","","1"
"Very often","2004","no migration background","general elemantary","","","","","1"
"Very often","2004","no migration background","middle vocational","","","","","1"
"Very often","2004","no migration background","vocational + Abi","","","","","1"
"Very often","2004","no migration background","higher vocational","","","","","1"
"Very often","2004","no migration background","higher education","","","","","1"
"Very often","2004","direct migration background","in school","","","","","1"
"Very often","2004","direct migration background","inadequately","","","","","1"
"Very often","2004","direct migration background","general elemantary","","","","","1"
"Very often","2004","direct migration background","middle vocational","","","","","1"
"Very often","2004","direct migration background","vocational + Abi","","","","","1"
"Very often","2004","direct migration background","higher vocational","","","","","1"
"Very often","2004","direct migration background","higher education","","","","","1"
"Very often","2004","indirect migration background","in school","","","","","1"
"Very often","2004","indirect migration background","inadequately","","","","","1"
"Very often","2004","indirect migration background","general elemantary","","","","","1"
"Very often","2004","indirect migration background","middle vocational","","","","","1"
"Very often","2004","indirect migration background","vocational + Abi","","","","","1"
"Very often","2004","indirect migration background","higher vocational","","","","","1"
"Very often","2004","indirect migration background","higher education","","","","","1"
"Never","2005","direct migration background","in school","","","","","5"
"Never","2005","direct migration background","general elemantary","","","","","5"
"Never","2005","direct migration background","middle vocational","","","","","5"
"Never","2005","direct migration background","vocational + Abi","","","","","5"
"Never","2005","direct migration background","higher vocational","","","","","5"
"Never","2005","indirect migration background","vocational + Abi","","","","","5"
"Never","2005","indirect migration background","higher vocational","","","","","5"
"Never","2005","indirect migration background","higher education","","","","","5"
"Never","2005","direct migration background","inadequately","","","","","5"
"Never","2005","no migration background","in school","","","","","5"
"Never","2005","no migration background","inadequately","","","","","5"
"Never","2005","no migration background","general elemantary","","","","","5"
"Never","2005","no migration background","middle vocational","","","","","5"
"Never","2005","no migration background","vocational + Abi","","","","","5"
"Never","2005","no migration background","higher vocational","","","","","5"
"Never","2005","no migration background","higher education","","","","","5"
"Never","2005","direct migration background","higher education","","","","","5"
"Never","2005","indirect migration background","in school","","","","","5"
"Never","2005","indirect migration background","inadequately","","","","","5"
"Never","2005","indirect migration background","general elemantary","","","","","5"
"Never","2005","indirect migration background","middle vocational","","","","","5"
"Often","2005","direct migration background","general elemantary","","","","","2"
"Often","2005","direct migration background","middle vocational","","","","","2"
"Often","2005","indirect migration background","vocational + Abi","","","","","2"
"Often","2005","direct migration background","in school","","","","","2"
"Often","2005","direct migration background","inadequately","","","","","2"
"Often","2005","no migration background","in school","","","","","2"
"Often","2005","no migration background","inadequately","","","","","2"
"Often","2005","direct migration background","vocational + Abi","","","","","2"
"Often","2005","direct migration background","higher vocational","","","","","2"
"Often","2005","direct migration background","higher education","","","","","2"
"Often","2005","indirect migration background","in school","","","","","2"
"Often","2005","indirect migration background","inadequately","","","","","2"
"Often","2005","indirect migration background","general elemantary","","","","","2"
"Often","2005","indirect migration background","middle vocational","","","","","2"
"Often","2005","indirect migration background","higher vocational","","","","","2"
"Often","2005","indirect migration background","higher education","","","","","2"
"Often","2005","no migration background","general elemantary","","","","","2"
"Often","2005","no migration background","middle vocational","","","","","2"
"Often","2005","no migration background","vocational + Abi","","","","","2"
"Often","2005","no migration background","higher vocational","","","","","2"
"Often","2005","no migration background","higher education","","","","","2"
"Rarely","2005","direct migration background","general elemantary","","","","","4"
"Rarely","2005","direct migration background","in school","","","","","4"
"Rarely","2005","direct migration background","inadequately","","","","","4"
"Rarely","2005","direct migration background","middle vocational","","","","","4"
"Rarely","2005","direct migration background","vocational + Abi","","","","","4"
"Rarely","2005","direct migration background","higher vocational","","","","","4"
"Rarely","2005","direct migration background","higher education","","","","","4"
"Rarely","2005","indirect migration background","in school","","","","","4"
"Rarely","2005","indirect migration background","inadequately","","","","","4"
"Rarely","2005","indirect migration background","general elemantary","","","","","4"
"Rarely","2005","indirect migration background","middle vocational","","","","","4"
"Rarely","2005","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2005","indirect migration background","higher vocational","","","","","4"
"Rarely","2005","indirect migration background","higher education","","","","","4"
"Rarely","2005","no migration background","in school","","","","","4"
"Rarely","2005","no migration background","inadequately","","","","","4"
"Rarely","2005","no migration background","general elemantary","","","","","4"
"Rarely","2005","no migration background","middle vocational","","","","","4"
"Rarely","2005","no migration background","vocational + Abi","","","","","4"
"Rarely","2005","no migration background","higher vocational","","","","","4"
"Rarely","2005","no migration background","higher education","","","","","4"
"Sometimes","2005","no migration background","in school","","","","","3"
"Sometimes","2005","no migration background","inadequately","","","","","3"
"Sometimes","2005","no migration background","general elemantary","","","","","3"
"Sometimes","2005","no migration background","middle vocational","","","","","3"
"Sometimes","2005","no migration background","vocational + Abi","","","","","3"
"Sometimes","2005","direct migration background","in school","","","","","3"
"Sometimes","2005","direct migration background","inadequately","","","","","3"
"Sometimes","2005","direct migration background","general elemantary","","","","","3"
"Sometimes","2005","direct migration background","middle vocational","","","","","3"
"Sometimes","2005","direct migration background","vocational + Abi","","","","","3"
"Sometimes","2005","direct migration background","higher vocational","","","","","3"
"Sometimes","2005","direct migration background","higher education","","","","","3"
"Sometimes","2005","indirect migration background","middle vocational","","","","","3"
"Sometimes","2005","indirect migration background","vocational + Abi","","","","","3"
"Sometimes","2005","indirect migration background","higher vocational","","","","","3"
"Sometimes","2005","indirect migration background","higher education","","","","","3"
"Sometimes","2005","no migration background","higher vocational","","","","","3"
"Sometimes","2005","no migration background","higher education","","","","","3"
"Sometimes","2005","indirect migration background","in school","","","","","3"
"Sometimes","2005","indirect migration background","inadequately","","","","","3"
"Sometimes","2005","indirect migration background","general elemantary","","","","","3"
"Very often","2005","no migration background","in school","","","","","1"
"Very often","2005","no migration background","inadequately","","","","","1"
"Very often","2005","no migration background","general elemantary","","","","","1"
"Very often","2005","no migration background","middle vocational","","","","","1"
"Very often","2005","no migration background","vocational + Abi","","","","","1"
"Very often","2005","no migration background","higher vocational","","","","","1"
"Very often","2005","no migration background","higher education","","","","","1"
"Very often","2005","direct migration background","in school","","","","","1"
"Very often","2005","direct migration background","inadequately","","","","","1"
"Very often","2005","direct migration background","general elemantary","","","","","1"
"Very often","2005","direct migration background","middle vocational","","","","","1"
"Very often","2005","direct migration background","vocational + Abi","","","","","1"
"Very often","2005","direct migration background","higher vocational","","","","","1"
"Very often","2005","direct migration background","higher education","","","","","1"
"Very often","2005","indirect migration background","in school","","","","","1"
"Very often","2005","indirect migration background","inadequately","","","","","1"
"Very often","2005","indirect migration background","general elemantary","","","","","1"
"Very often","2005","indirect migration background","middle vocational","","","","","1"
"Very often","2005","indirect migration background","vocational + Abi","","","","","1"
"Very often","2005","indirect migration background","higher vocational","","","","","1"
"Very often","2005","indirect migration background","higher education","","","","","1"
"Never","2006","direct migration background","in school","","","","","5"
"Never","2006","direct migration background","inadequately","","","","","5"
"Never","2006","direct migration background","general elemantary","","","","","5"
"Never","2006","direct migration background","middle vocational","","","","","5"
"Never","2006","direct migration background","higher vocational","","","","","5"
"Never","2006","indirect migration background","vocational + Abi","","","","","5"
"Never","2006","indirect migration background","higher education","","","","","5"
"Never","2006","direct migration background","vocational + Abi","","","","","5"
"Never","2006","indirect migration background","middle vocational","","","","","5"
"Never","2006","indirect migration background","higher vocational","","","","","5"
"Never","2006","no migration background","in school","","","","","5"
"Never","2006","no migration background","inadequately","","","","","5"
"Never","2006","no migration background","general elemantary","","","","","5"
"Never","2006","no migration background","middle vocational","","","","","5"
"Never","2006","no migration background","vocational + Abi","","","","","5"
"Never","2006","no migration background","higher vocational","","","","","5"
"Never","2006","no migration background","higher education","","","","","5"
"Never","2006","direct migration background","higher education","","","","","5"
"Never","2006","indirect migration background","in school","","","","","5"
"Never","2006","indirect migration background","inadequately","","","","","5"
"Never","2006","indirect migration background","general elemantary","","","","","5"
"Often","2006","indirect migration background","middle vocational","","","","","2"
"Often","2006","indirect migration background","vocational + Abi","","","","","2"
"Often","2006","direct migration background","in school","","","","","2"
"Often","2006","direct migration background","inadequately","","","","","2"
"Often","2006","direct migration background","general elemantary","","","","","2"
"Often","2006","direct migration background","middle vocational","","","","","2"
"Often","2006","direct migration background","vocational + Abi","","","","","2"
"Often","2006","direct migration background","higher vocational","","","","","2"
"Often","2006","direct migration background","higher education","","","","","2"
"Often","2006","indirect migration background","in school","","","","","2"
"Often","2006","indirect migration background","inadequately","","","","","2"
"Often","2006","indirect migration background","general elemantary","","","","","2"
"Often","2006","indirect migration background","higher vocational","","","","","2"
"Often","2006","indirect migration background","higher education","","","","","2"
"Often","2006","no migration background","in school","","","","","2"
"Often","2006","no migration background","inadequately","","","","","2"
"Often","2006","no migration background","vocational + Abi","","","","","2"
"Often","2006","no migration background","higher vocational","","","","","2"
"Often","2006","no migration background","higher education","","","","","2"
"Often","2006","no migration background","general elemantary","","","","","2"
"Often","2006","no migration background","middle vocational","","","","","2"
"Rarely","2006","direct migration background","inadequately","","","","","4"
"Rarely","2006","direct migration background","in school","","","","","4"
"Rarely","2006","direct migration background","general elemantary","","","","","4"
"Rarely","2006","direct migration background","middle vocational","","","","","4"
"Rarely","2006","direct migration background","vocational + Abi","","","","","4"
"Rarely","2006","direct migration background","higher vocational","","","","","4"
"Rarely","2006","direct migration background","higher education","","","","","4"
"Rarely","2006","indirect migration background","in school","","","","","4"
"Rarely","2006","indirect migration background","inadequately","","","","","4"
"Rarely","2006","indirect migration background","general elemantary","","","","","4"
"Rarely","2006","indirect migration background","middle vocational","","","","","4"
"Rarely","2006","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2006","indirect migration background","higher vocational","","","","","4"
"Rarely","2006","indirect migration background","higher education","","","","","4"
"Rarely","2006","no migration background","in school","","","","","4"
"Rarely","2006","no migration background","inadequately","","","","","4"
"Rarely","2006","no migration background","general elemantary","","","","","4"
"Rarely","2006","no migration background","middle vocational","","","","","4"
"Rarely","2006","no migration background","vocational + Abi","","","","","4"
"Rarely","2006","no migration background","higher vocational","","","","","4"
"Rarely","2006","no migration background","higher education","","","","","4"
"Sometimes","2006","no migration background","in school","","","","","3"
"Sometimes","2006","no migration background","inadequately","","","","","3"
"Sometimes","2006","no migration background","general elemantary","","","","","3"
"Sometimes","2006","no migration background","middle vocational","","","","","3"
"Sometimes","2006","no migration background","vocational + Abi","","","","","3"
"Sometimes","2006","direct migration background","in school","","","","","3"
"Sometimes","2006","direct migration background","inadequately","","","","","3"
"Sometimes","2006","direct migration background","general elemantary","","","","","3"
"Sometimes","2006","direct migration background","middle vocational","","","","","3"
"Sometimes","2006","direct migration background","vocational + Abi","","","","","3"
"Sometimes","2006","direct migration background","higher vocational","","","","","3"
"Sometimes","2006","direct migration background","higher education","","","","","3"
"Sometimes","2006","no migration background","higher vocational","","","","","3"
"Sometimes","2006","no migration background","higher education","","","","","3"
"Sometimes","2006","indirect migration background","in school","","","","","3"
"Sometimes","2006","indirect migration background","inadequately","","","","","3"
"Sometimes","2006","indirect migration background","general elemantary","","","","","3"
"Sometimes","2006","indirect migration background","middle vocational","","","","","3"
"Sometimes","2006","indirect migration background","vocational + Abi","","","","","3"
"Sometimes","2006","indirect migration background","higher vocational","","","","","3"
"Sometimes","2006","indirect migration background","higher education","","","","","3"
"Very often","2006","direct migration background","vocational + Abi","","","","","1"
"Very often","2006","direct migration background","higher vocational","","","","","1"
"Very often","2006","direct migration background","higher education","","","","","1"
"Very often","2006","indirect migration background","in school","","","","","1"
"Very often","2006","indirect migration background","inadequately","","","","","1"
"Very often","2006","no migration background","in school","","","","","1"
"Very often","2006","no migration background","inadequately","","","","","1"
"Very often","2006","no migration background","general elemantary","","","","","1"
"Very often","2006","no migration background","middle vocational","","","","","1"
"Very often","2006","no migration background","vocational + Abi","","","","","1"
"Very often","2006","no migration background","higher vocational","","","","","1"
"Very often","2006","no migration background","higher education","","","","","1"
"Very often","2006","direct migration background","in school","","","","","1"
"Very often","2006","direct migration background","inadequately","","","","","1"
"Very often","2006","direct migration background","general elemantary","","","","","1"
"Very often","2006","direct migration background","middle vocational","","","","","1"
"Very often","2006","indirect migration background","general elemantary","","","","","1"
"Very often","2006","indirect migration background","middle vocational","","","","","1"
"Very often","2006","indirect migration background","vocational + Abi","","","","","1"
"Very often","2006","indirect migration background","higher vocational","","","","","1"
"Very often","2006","indirect migration background","higher education","","","","","1"
"Never","2007","direct migration background","middle vocational","","","","","5"
"Never","2007","direct migration background","vocational + Abi","","","","","5"
"Never","2007","indirect migration background","middle vocational","","","","","5"
"Never","2007","indirect migration background","vocational + Abi","","","","","5"
"Never","2007","indirect migration background","higher vocational","","","","","5"
"Never","2007","indirect migration background","higher education","","","","","5"
"Never","2007","direct migration background","in school","","","","","5"
"Never","2007","direct migration background","general elemantary","","","","","5"
"Never","2007","direct migration background","inadequately","","","","","5"
"Never","2007","direct migration background","higher vocational","","","","","5"
"Never","2007","direct migration background","higher education","","","","","5"
"Never","2007","indirect migration background","in school","","","","","5"
"Never","2007","indirect migration background","inadequately","","","","","5"
"Never","2007","indirect migration background","general elemantary","","","","","5"
"Never","2007","no migration background","in school","","","","","5"
"Never","2007","no migration background","inadequately","","","","","5"
"Never","2007","no migration background","general elemantary","","","","","5"
"Never","2007","no migration background","middle vocational","","","","","5"
"Never","2007","no migration background","vocational + Abi","","","","","5"
"Never","2007","no migration background","higher vocational","","","","","5"
"Never","2007","no migration background","higher education","","","","","5"
"Often","2007","indirect migration background","vocational + Abi","","","","","2"
"Often","2007","direct migration background","vocational + Abi","","","","","2"
"Often","2007","indirect migration background","higher vocational","","","","","2"
"Often","2007","direct migration background","middle vocational","","","","","2"
"Often","2007","direct migration background","in school","","","","","2"
"Often","2007","direct migration background","inadequately","","","","","2"
"Often","2007","direct migration background","general elemantary","","","","","2"
"Often","2007","no migration background","in school","","","","","2"
"Often","2007","no migration background","inadequately","","","","","2"
"Often","2007","no migration background","general elemantary","","","","","2"
"Often","2007","direct migration background","higher vocational","","","","","2"
"Often","2007","direct migration background","higher education","","","","","2"
"Often","2007","indirect migration background","in school","","","","","2"
"Often","2007","indirect migration background","inadequately","","","","","2"
"Often","2007","indirect migration background","general elemantary","","","","","2"
"Often","2007","indirect migration background","middle vocational","","","","","2"
"Often","2007","indirect migration background","higher education","","","","","2"
"Often","2007","no migration background","middle vocational","","","","","2"
"Often","2007","no migration background","vocational + Abi","","","","","2"
"Often","2007","no migration background","higher vocational","","","","","2"
"Often","2007","no migration background","higher education","","","","","2"
"Rarely","2007","direct migration background","in school","","","","","4"
"Rarely","2007","direct migration background","inadequately","","","","","4"
"Rarely","2007","direct migration background","vocational + Abi","","","","","4"
"Rarely","2007","direct migration background","higher vocational","","","","","4"
"Rarely","2007","direct migration background","higher education","","","","","4"
"Rarely","2007","indirect migration background","in school","","","","","4"
"Rarely","2007","indirect migration background","inadequately","","","","","4"
"Rarely","2007","indirect migration background","general elemantary","","","","","4"
"Rarely","2007","indirect migration background","middle vocational","","","","","4"
