"pld0043","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Very often","2003","66 and older","indirect migration background","","","","","1"
"Never","2004","16-34 y.","indirect migration background","","","","","5"
"Never","2004","35-65 y.","direct migration background","","","","","5"
"Never","2004","35-65 y.","no migration background","","","","","5"
"Never","2004","16-34 y.","no migration background","","","","","5"
"Never","2004","16-34 y.","direct migration background","","","","","5"
"Never","2004","35-65 y.","indirect migration background","","","","","5"
"Never","2004","66 and older","no migration background","","","","","5"
"Never","2004","66 and older","direct migration background","","","","","5"
"Never","2004","66 and older","indirect migration background","","","","","5"
"Often","2004","16-34 y.","no migration background","","","","","2"
"Often","2004","16-34 y.","direct migration background","","","","","2"
"Often","2004","35-65 y.","no migration background","","","","","2"
"Often","2004","35-65 y.","direct migration background","","","","","2"
"Often","2004","16-34 y.","indirect migration background","","","","","2"
"Often","2004","35-65 y.","indirect migration background","","","","","2"
"Often","2004","66 and older","direct migration background","","","","","2"
"Often","2004","66 and older","indirect migration background","","","","","2"
"Often","2004","66 and older","no migration background","","","","","2"
"Rarely","2004","16-34 y.","no migration background","","","","","4"
"Rarely","2004","35-65 y.","direct migration background","","","","","4"
"Rarely","2004","35-65 y.","indirect migration background","","","","","4"
"Rarely","2004","66 and older","no migration background","","","","","4"
"Rarely","2004","66 and older","direct migration background","","","","","4"
"Rarely","2004","66 and older","indirect migration background","","","","","4"
"Rarely","2004","16-34 y.","direct migration background","","","","","4"
"Rarely","2004","16-34 y.","indirect migration background","","","","","4"
"Rarely","2004","35-65 y.","no migration background","","","","","4"
"Sometimes","2004","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2004","16-34 y.","no migration background","","","","","3"
"Sometimes","2004","16-34 y.","direct migration background","","","","","3"
"Sometimes","2004","35-65 y.","no migration background","","","","","3"
"Sometimes","2004","35-65 y.","direct migration background","","","","","3"
"Sometimes","2004","66 and older","no migration background","","","","","3"
"Sometimes","2004","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2004","66 and older","direct migration background","","","","","3"
"Sometimes","2004","66 and older","indirect migration background","","","","","3"
"Very often","2004","35-65 y.","direct migration background","","","","","1"
"Very often","2004","35-65 y.","indirect migration background","","","","","1"
"Very often","2004","16-34 y.","no migration background","","","","","1"
"Very often","2004","16-34 y.","direct migration background","","","","","1"
"Very often","2004","16-34 y.","indirect migration background","","","","","1"
"Very often","2004","35-65 y.","no migration background","","","","","1"
"Very often","2004","66 and older","no migration background","","","","","1"
"Very often","2004","66 and older","direct migration background","","","","","1"
"Very often","2004","66 and older","indirect migration background","","","","","1"
"Never","2005","16-34 y.","no migration background","","","","","5"
"Never","2005","16-34 y.","direct migration background","","","","","5"
"Never","2005","35-65 y.","indirect migration background","","","","","5"
"Never","2005","35-65 y.","direct migration background","","","","","5"
"Never","2005","35-65 y.","no migration background","","","","","5"
"Never","2005","16-34 y.","indirect migration background","","","","","5"
"Never","2005","66 and older","direct migration background","","","","","5"
"Never","2005","66 and older","indirect migration background","","","","","5"
"Never","2005","66 and older","no migration background","","","","","5"
"Often","2005","16-34 y.","no migration background","","","","","2"
"Often","2005","16-34 y.","direct migration background","","","","","2"
"Often","2005","16-34 y.","indirect migration background","","","","","2"
"Often","2005","35-65 y.","no migration background","","","","","2"
"Often","2005","35-65 y.","direct migration background","","","","","2"
"Often","2005","35-65 y.","indirect migration background","","","","","2"
"Often","2005","66 and older","direct migration background","","","","","2"
"Often","2005","66 and older","indirect migration background","","","","","2"
"Often","2005","66 and older","no migration background","","","","","2"
"Rarely","2005","16-34 y.","no migration background","","","","","4"
"Rarely","2005","16-34 y.","direct migration background","","","","","4"
"Rarely","2005","16-34 y.","indirect migration background","","","","","4"
"Rarely","2005","35-65 y.","no migration background","","","","","4"
"Rarely","2005","35-65 y.","direct migration background","","","","","4"
"Rarely","2005","35-65 y.","indirect migration background","","","","","4"
"Rarely","2005","66 and older","no migration background","","","","","4"
"Rarely","2005","66 and older","direct migration background","","","","","4"
"Rarely","2005","66 and older","indirect migration background","","","","","4"
"Sometimes","2005","16-34 y.","no migration background","","","","","3"
"Sometimes","2005","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2005","35-65 y.","no migration background","","","","","3"
"Sometimes","2005","35-65 y.","direct migration background","","","","","3"
"Sometimes","2005","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2005","66 and older","direct migration background","","","","","3"
"Sometimes","2005","66 and older","indirect migration background","","","","","3"
"Sometimes","2005","16-34 y.","direct migration background","","","","","3"
"Sometimes","2005","66 and older","no migration background","","","","","3"
"Very often","2005","16-34 y.","no migration background","","","","","1"
"Very often","2005","35-65 y.","direct migration background","","","","","1"
"Very often","2005","35-65 y.","indirect migration background","","","","","1"
"Very often","2005","16-34 y.","direct migration background","","","","","1"
"Very often","2005","16-34 y.","indirect migration background","","","","","1"
"Very often","2005","35-65 y.","no migration background","","","","","1"
"Very often","2005","66 and older","no migration background","","","","","1"
"Very often","2005","66 and older","direct migration background","","","","","1"
"Very often","2005","66 and older","indirect migration background","","","","","1"
"Never","2006","16-34 y.","no migration background","","","","","5"
"Never","2006","35-65 y.","indirect migration background","","","","","5"
"Never","2006","35-65 y.","direct migration background","","","","","5"
"Never","2006","35-65 y.","no migration background","","","","","5"
"Never","2006","16-34 y.","direct migration background","","","","","5"
"Never","2006","16-34 y.","indirect migration background","","","","","5"
"Never","2006","66 and older","no migration background","","","","","5"
"Never","2006","66 and older","direct migration background","","","","","5"
"Never","2006","66 and older","indirect migration background","","","","","5"
"Often","2006","16-34 y.","direct migration background","","","","","2"
"Often","2006","16-34 y.","no migration background","","","","","2"
"Often","2006","16-34 y.","indirect migration background","","","","","2"
"Often","2006","35-65 y.","no migration background","","","","","2"
"Often","2006","35-65 y.","direct migration background","","","","","2"
"Often","2006","66 and older","no migration background","","","","","2"
"Often","2006","66 and older","direct migration background","","","","","2"
"Often","2006","35-65 y.","indirect migration background","","","","","2"
"Often","2006","66 and older","indirect migration background","","","","","2"
"Rarely","2006","16-34 y.","no migration background","","","","","4"
"Rarely","2006","35-65 y.","no migration background","","","","","4"
"Rarely","2006","16-34 y.","indirect migration background","","","","","4"
"Rarely","2006","16-34 y.","direct migration background","","","","","4"
"Rarely","2006","35-65 y.","direct migration background","","","","","4"
"Rarely","2006","35-65 y.","indirect migration background","","","","","4"
"Rarely","2006","66 and older","no migration background","","","","","4"
"Rarely","2006","66 and older","direct migration background","","","","","4"
"Rarely","2006","66 and older","indirect migration background","","","","","4"
"Sometimes","2006","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2006","66 and older","direct migration background","","","","","3"
"Sometimes","2006","66 and older","indirect migration background","","","","","3"
"Sometimes","2006","16-34 y.","no migration background","","","","","3"
"Sometimes","2006","16-34 y.","direct migration background","","","","","3"
"Sometimes","2006","35-65 y.","no migration background","","","","","3"
"Sometimes","2006","35-65 y.","direct migration background","","","","","3"
"Sometimes","2006","66 and older","no migration background","","","","","3"
"Sometimes","2006","16-34 y.","indirect migration background","","","","","3"
"Very often","2006","16-34 y.","no migration background","","","","","1"
"Very often","2006","16-34 y.","direct migration background","","","","","1"
"Very often","2006","16-34 y.","indirect migration background","","","","","1"
"Very often","2006","35-65 y.","no migration background","","","","","1"
"Very often","2006","35-65 y.","direct migration background","","","","","1"
"Very often","2006","35-65 y.","indirect migration background","","","","","1"
"Very often","2006","66 and older","no migration background","","","","","1"
"Very often","2006","66 and older","direct migration background","","","","","1"
"Very often","2006","66 and older","indirect migration background","","","","","1"
"Never","2007","35-65 y.","no migration background","","","","","5"
"Never","2007","35-65 y.","direct migration background","","","","","5"
"Never","2007","16-34 y.","indirect migration background","","","","","5"
"Never","2007","16-34 y.","no migration background","","","","","5"
"Never","2007","16-34 y.","direct migration background","","","","","5"
"Never","2007","35-65 y.","indirect migration background","","","","","5"
"Never","2007","66 and older","no migration background","","","","","5"
"Never","2007","66 and older","direct migration background","","","","","5"
"Never","2007","66 and older","indirect migration background","","","","","5"
"Often","2007","16-34 y.","no migration background","","","","","2"
"Often","2007","16-34 y.","direct migration background","","","","","2"
"Often","2007","16-34 y.","indirect migration background","","","","","2"
"Often","2007","35-65 y.","no migration background","","","","","2"
"Often","2007","35-65 y.","direct migration background","","","","","2"
"Often","2007","66 and older","no migration background","","","","","2"
"Often","2007","66 and older","direct migration background","","","","","2"
"Often","2007","35-65 y.","indirect migration background","","","","","2"
"Often","2007","66 and older","indirect migration background","","","","","2"
"Rarely","2007","16-34 y.","no migration background","","","","","4"
"Rarely","2007","16-34 y.","indirect migration background","","","","","4"
"Rarely","2007","35-65 y.","no migration background","","","","","4"
"Rarely","2007","16-34 y.","direct migration background","","","","","4"
"Rarely","2007","35-65 y.","direct migration background","","","","","4"
"Rarely","2007","35-65 y.","indirect migration background","","","","","4"
"Rarely","2007","66 and older","no migration background","","","","","4"
"Rarely","2007","66 and older","direct migration background","","","","","4"
"Rarely","2007","66 and older","indirect migration background","","","","","4"
"Sometimes","2007","35-65 y.","direct migration background","","","","","3"
"Sometimes","2007","16-34 y.","no migration background","","","","","3"
"Sometimes","2007","35-65 y.","no migration background","","","","","3"
"Sometimes","2007","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2007","66 and older","no migration background","","","","","3"
"Sometimes","2007","66 and older","direct migration background","","","","","3"
"Sometimes","2007","66 and older","indirect migration background","","","","","3"
"Sometimes","2007","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2007","16-34 y.","direct migration background","","","","","3"
"Very often","2007","35-65 y.","direct migration background","","","","","1"
"Very often","2007","35-65 y.","indirect migration background","","","","","1"
"Very often","2007","16-34 y.","no migration background","","","","","1"
"Very often","2007","16-34 y.","direct migration background","","","","","1"
"Very often","2007","16-34 y.","indirect migration background","","","","","1"
"Very often","2007","35-65 y.","no migration background","","","","","1"
"Very often","2007","66 and older","no migration background","","","","","1"
"Very often","2007","66 and older","direct migration background","","","","","1"
"Very often","2007","66 and older","indirect migration background","","","","","1"
"Never","2008","35-65 y.","indirect migration background","21","","","","5"
"Never","2008","16-34 y.","no migration background","207","0.0642645661667983","0.0560591604484623","0.0724699718851342","5"
"Never","2008","35-65 y.","direct migration background","268","0.235945676011296","0.21146985298784","0.260421499034751","5"
"Never","2008","16-34 y.","direct migration background","32","0.0591006787784446","0.0350402856018496","0.0831610719550396","5"
"Never","2008","35-65 y.","no migration background","1301","0.152002251647016","0.144697257641981","0.159307245652051","5"
"Never","2008","16-34 y.","indirect migration background","55","0.104176123021631","0.0790753341858541","0.129276911857407","5"
"Never","2008","66 and older","direct migration background","175","0.449141960781875","0.398252632294301","0.50003128926945","5"
"Never","2008","66 and older","indirect migration background","6","","","","5"
"Never","2008","66 and older","no migration background","1308","0.349800159061134","0.33486326914708","0.364737048975188","5"
"Often","2008","16-34 y.","no migration background","881","0.250924511514297","0.236417696645663","0.265431326382932","2"
"Often","2008","16-34 y.","indirect migration background","139","0.234210816424884","0.199413155998116","0.269008476851652","2"
"Often","2008","35-65 y.","no migration background","1425","0.151650456933623","0.144352407842071","0.158948506025174","2"
"Often","2008","35-65 y.","direct migration background","165","0.118473338923963","0.0998440098620128","0.137102667985914","2"
"Often","2008","16-34 y.","direct migration background","77","0.209775410180697","0.168233403879009","0.251317416482384","2"
"Often","2008","35-65 y.","indirect migration background","41","0.175960691115343","0.121958273686741","0.229963108543944","2"
"Often","2008","66 and older","no migration background","283","0.0709726035256578","0.0629301903955726","0.0790150166557431","2"
"Often","2008","66 and older","direct migration background","17","","","","2"
"Often","2008","66 and older","indirect migration background","","","","","2"
"Rarely","2008","16-34 y.","indirect migration background","116","0.196336398545127","0.16369794916978","0.228974847920475","4"
"Rarely","2008","16-34 y.","no migration background","736","0.210385904157506","0.196747815867331","0.224023992447682","4"
"Rarely","2008","35-65 y.","no migration background","2963","0.319356033964724","0.309869773036004","0.328842294893443","4"
"Rarely","2008","16-34 y.","direct migration background","76","0.248920842069496","0.204803596063507","0.293038088075485","4"
"Rarely","2008","35-65 y.","direct migration background","344","0.324119835051607","0.297138910389216","0.351100759713999","4"
"Rarely","2008","35-65 y.","indirect migration background","49","0.270650697724293","0.207641526274697","0.333659869173888","4"
"Rarely","2008","66 and older","no migration background","1291","0.320199626992067","0.305587014767376","0.334812239216759","4"
"Rarely","2008","66 and older","direct migration background","106","0.28647825736654","0.240222638294879","0.332733876438201","4"
"Rarely","2008","66 and older","indirect migration background","3","","","","4"
"Sometimes","2008","16-34 y.","indirect migration background","223","0.409262501377404","0.368861679059078","0.449663323695729","3"
"Sometimes","2008","66 and older","direct migration background","65","0.189795251412591","0.14967578740909","0.229914715416091","3"
"Sometimes","2008","35-65 y.","indirect migration background","71","0.325220019161049","0.258784376921343","0.391655661400754","3"
"Sometimes","2008","16-34 y.","direct migration background","157","0.408381844170069","0.358229773637979","0.458533914702158","3"
"Sometimes","2008","35-65 y.","no migration background","3330","0.34895434989213","0.339256230359627","0.358652469424633","3"
"Sometimes","2008","16-34 y.","no migration background","1402","0.42085498376909","0.404335455900668","0.437374511637513","3"
"Sometimes","2008","35-65 y.","direct migration background","354","0.299414063837431","0.273012115353128","0.325816012321734","3"
"Sometimes","2008","66 and older","no migration background","988","0.248306666610294","0.234775311592347","0.26183802162824","3"
"Sometimes","2008","66 and older","indirect migration background","1","","","","3"
"Very often","2008","16-34 y.","no migration background","205","0.0535700343923079","0.0460357339263576","0.0611043348582582","1"
"Very often","2008","35-65 y.","direct migration background","25","","","","1"
"Very often","2008","35-65 y.","indirect migration background","9","","","","1"
"Very often","2008","16-34 y.","direct migration background","27","","","","1"
"Very often","2008","16-34 y.","indirect migration background","36","0.0560141606309545","0.0371201735601003","0.0749081477018086","1"
"Very often","2008","35-65 y.","no migration background","260","0.0280369075625075","0.0246780820319921","0.0313957330930228","1"
"Very often","2008","66 and older","no migration background","46","0.0107209438108475","0.00749540206673268","0.0139464855549623","1"
"Very often","2008","66 and older","direct migration background","4","","","","1"
"Very often","2008","66 and older","indirect migration background","1","","","","1"
"Never","2009","16-34 y.","no migration background","","","","","5"
"Never","2009","35-65 y.","no migration background","","","","","5"
"Never","2009","35-65 y.","direct migration background","","","","","5"
"Never","2009","35-65 y.","indirect migration background","","","","","5"
"Never","2009","16-34 y.","direct migration background","","","","","5"
"Never","2009","16-34 y.","indirect migration background","","","","","5"
"Never","2009","66 and older","no migration background","","","","","5"
"Never","2009","66 and older","direct migration background","","","","","5"
"Never","2009","66 and older","indirect migration background","","","","","5"
"Often","2009","16-34 y.","no migration background","","","","","2"
"Often","2009","35-65 y.","direct migration background","","","","","2"
"Often","2009","35-65 y.","no migration background","","","","","2"
"Often","2009","66 and older","direct migration background","","","","","2"
"Often","2009","16-34 y.","direct migration background","","","","","2"
"Often","2009","16-34 y.","indirect migration background","","","","","2"
"Often","2009","35-65 y.","indirect migration background","","","","","2"
"Often","2009","66 and older","no migration background","","","","","2"
"Often","2009","66 and older","indirect migration background","","","","","2"
"Rarely","2009","16-34 y.","indirect migration background","","","","","4"
"Rarely","2009","16-34 y.","no migration background","","","","","4"
"Rarely","2009","35-65 y.","no migration background","","","","","4"
"Rarely","2009","16-34 y.","direct migration background","","","","","4"
"Rarely","2009","35-65 y.","direct migration background","","","","","4"
"Rarely","2009","35-65 y.","indirect migration background","","","","","4"
"Rarely","2009","66 and older","no migration background","","","","","4"
"Rarely","2009","66 and older","direct migration background","","","","","4"
"Rarely","2009","66 and older","indirect migration background","","","","","4"
"Sometimes","2009","16-34 y.","no migration background","","","","","3"
"Sometimes","2009","35-65 y.","direct migration background","","","","","3"
"Sometimes","2009","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2009","35-65 y.","no migration background","","","","","3"
"Sometimes","2009","66 and older","no migration background","","","","","3"
"Sometimes","2009","66 and older","indirect migration background","","","","","3"
"Sometimes","2009","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2009","66 and older","direct migration background","","","","","3"
"Sometimes","2009","16-34 y.","direct migration background","","","","","3"
"Very often","2009","16-34 y.","no migration background","","","","","1"
"Very often","2009","16-34 y.","direct migration background","","","","","1"
"Very often","2009","16-34 y.","indirect migration background","","","","","1"
"Very often","2009","35-65 y.","no migration background","","","","","1"
"Very often","2009","35-65 y.","direct migration background","","","","","1"
"Very often","2009","35-65 y.","indirect migration background","","","","","1"
"Very often","2009","66 and older","no migration background","","","","","1"
"Very often","2009","66 and older","direct migration background","","","","","1"
"Very often","2009","66 and older","indirect migration background","","","","","1"
"Never","2010","16-34 y.","no migration background","","","","","5"
"Never","2010","16-34 y.","direct migration background","","","","","5"
"Never","2010","16-34 y.","indirect migration background","","","","","5"
"Never","2010","35-65 y.","no migration background","","","","","5"
"Never","2010","35-65 y.","direct migration background","","","","","5"
"Never","2010","35-65 y.","indirect migration background","","","","","5"
"Never","2010","66 and older","no migration background","","","","","5"
"Never","2010","66 and older","direct migration background","","","","","5"
"Never","2010","66 and older","indirect migration background","","","","","5"
"Often","2010","16-34 y.","no migration background","","","","","2"
"Often","2010","16-34 y.","direct migration background","","","","","2"
"Often","2010","16-34 y.","indirect migration background","","","","","2"
"Often","2010","35-65 y.","no migration background","","","","","2"
"Often","2010","35-65 y.","direct migration background","","","","","2"
"Often","2010","35-65 y.","indirect migration background","","","","","2"
"Often","2010","66 and older","no migration background","","","","","2"
"Often","2010","66 and older","direct migration background","","","","","2"
"Often","2010","66 and older","indirect migration background","","","","","2"
"Rarely","2010","16-34 y.","no migration background","","","","","4"
"Rarely","2010","16-34 y.","direct migration background","","","","","4"
"Rarely","2010","16-34 y.","indirect migration background","","","","","4"
"Rarely","2010","35-65 y.","no migration background","","","","","4"
"Rarely","2010","35-65 y.","direct migration background","","","","","4"
"Rarely","2010","35-65 y.","indirect migration background","","","","","4"
"Rarely","2010","66 and older","no migration background","","","","","4"
"Rarely","2010","66 and older","direct migration background","","","","","4"
"Rarely","2010","66 and older","indirect migration background","","","","","4"
"Sometimes","2010","16-34 y.","no migration background","","","","","3"
"Sometimes","2010","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2010","35-65 y.","no migration background","","","","","3"
"Sometimes","2010","35-65 y.","direct migration background","","","","","3"
"Sometimes","2010","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2010","66 and older","no migration background","","","","","3"
"Sometimes","2010","66 and older","direct migration background","","","","","3"
"Sometimes","2010","66 and older","indirect migration background","","","","","3"
"Sometimes","2010","16-34 y.","direct migration background","","","","","3"
"Very often","2010","35-65 y.","direct migration background","","","","","1"
"Very often","2010","35-65 y.","indirect migration background","","","","","1"
"Very often","2010","66 and older","no migration background","","","","","1"
"Very often","2010","66 and older","direct migration background","","","","","1"
"Very often","2010","66 and older","indirect migration background","","","","","1"
"Very often","2010","16-34 y.","no migration background","","","","","1"
"Very often","2010","16-34 y.","direct migration background","","","","","1"
"Very often","2010","16-34 y.","indirect migration background","","","","","1"
"Very often","2010","35-65 y.","no migration background","","","","","1"
"Never","2011","35-65 y.","indirect migration background","","","","","5"
"Never","2011","66 and older","no migration background","","","","","5"
"Never","2011","66 and older","direct migration background","","","","","5"
"Never","2011","66 and older","indirect migration background","","","","","5"
"Never","2011","16-34 y.","no migration background","","","","","5"
"Never","2011","16-34 y.","direct migration background","","","","","5"
"Never","2011","16-34 y.","indirect migration background","","","","","5"
"Never","2011","35-65 y.","no migration background","","","","","5"
"Never","2011","35-65 y.","direct migration background","","","","","5"
"Often","2011","16-34 y.","no migration background","","","","","2"
"Often","2011","16-34 y.","direct migration background","","","","","2"
"Often","2011","16-34 y.","indirect migration background","","","","","2"
"Often","2011","35-65 y.","no migration background","","","","","2"
"Often","2011","35-65 y.","direct migration background","","","","","2"
"Often","2011","35-65 y.","indirect migration background","","","","","2"
"Often","2011","66 and older","no migration background","","","","","2"
"Often","2011","66 and older","direct migration background","","","","","2"
"Often","2011","66 and older","indirect migration background","","","","","2"
"Rarely","2011","16-34 y.","no migration background","","","","","4"
"Rarely","2011","16-34 y.","direct migration background","","","","","4"
"Rarely","2011","16-34 y.","indirect migration background","","","","","4"
"Rarely","2011","35-65 y.","no migration background","","","","","4"
"Rarely","2011","35-65 y.","direct migration background","","","","","4"
"Rarely","2011","35-65 y.","indirect migration background","","","","","4"
"Rarely","2011","66 and older","no migration background","","","","","4"
"Rarely","2011","66 and older","direct migration background","","","","","4"
"Rarely","2011","66 and older","indirect migration background","","","","","4"
"Sometimes","2011","66 and older","direct migration background","","","","","3"
"Sometimes","2011","16-34 y.","no migration background","","","","","3"
"Sometimes","2011","16-34 y.","direct migration background","","","","","3"
"Sometimes","2011","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2011","35-65 y.","no migration background","","","","","3"
"Sometimes","2011","35-65 y.","direct migration background","","","","","3"
"Sometimes","2011","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2011","66 and older","no migration background","","","","","3"
"Sometimes","2011","66 and older","indirect migration background","","","","","3"
"Very often","2011","16-34 y.","no migration background","","","","","1"
"Very often","2011","16-34 y.","direct migration background","","","","","1"
"Very often","2011","16-34 y.","indirect migration background","","","","","1"
"Very often","2011","35-65 y.","no migration background","","","","","1"
"Very often","2011","35-65 y.","direct migration background","","","","","1"
"Very often","2011","35-65 y.","indirect migration background","","","","","1"
"Very often","2011","66 and older","no migration background","","","","","1"
"Very often","2011","66 and older","direct migration background","","","","","1"
"Very often","2011","66 and older","indirect migration background","","","","","1"
"Never","2012","16-34 y.","no migration background","","","","","5"
"Never","2012","16-34 y.","direct migration background","","","","","5"
"Never","2012","16-34 y.","indirect migration background","","","","","5"
"Never","2012","35-65 y.","no migration background","","","","","5"
"Never","2012","35-65 y.","direct migration background","","","","","5"
"Never","2012","35-65 y.","indirect migration background","","","","","5"
"Never","2012","66 and older","no migration background","","","","","5"
"Never","2012","66 and older","direct migration background","","","","","5"
"Never","2012","66 and older","indirect migration background","","","","","5"
"Often","2012","16-34 y.","no migration background","","","","","2"
"Often","2012","16-34 y.","direct migration background","","","","","2"
"Often","2012","16-34 y.","indirect migration background","","","","","2"
"Often","2012","35-65 y.","no migration background","","","","","2"
"Often","2012","35-65 y.","direct migration background","","","","","2"
"Often","2012","66 and older","direct migration background","","","","","2"
"Often","2012","35-65 y.","indirect migration background","","","","","2"
"Often","2012","66 and older","indirect migration background","","","","","2"
"Often","2012","66 and older","no migration background","","","","","2"
"Rarely","2012","16-34 y.","no migration background","","","","","4"
"Rarely","2012","16-34 y.","indirect migration background","","","","","4"
"Rarely","2012","35-65 y.","no migration background","","","","","4"
"Rarely","2012","66 and older","no migration background","","","","","4"
"Rarely","2012","66 and older","direct migration background","","","","","4"
"Rarely","2012","16-34 y.","direct migration background","","","","","4"
"Rarely","2012","35-65 y.","indirect migration background","","","","","4"
"Rarely","2012","35-65 y.","direct migration background","","","","","4"
"Rarely","2012","66 and older","indirect migration background","","","","","4"
"Sometimes","2012","66 and older","direct migration background","","","","","3"
"Sometimes","2012","16-34 y.","direct migration background","","","","","3"
"Sometimes","2012","66 and older","no migration background","","","","","3"
"Sometimes","2012","16-34 y.","no migration background","","","","","3"
"Sometimes","2012","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2012","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2012","35-65 y.","no migration background","","","","","3"
"Sometimes","2012","35-65 y.","direct migration background","","","","","3"
"Sometimes","2012","66 and older","indirect migration background","","","","","3"
"Very often","2012","16-34 y.","no migration background","","","","","1"
"Very often","2012","16-34 y.","direct migration background","","","","","1"
"Very often","2012","16-34 y.","indirect migration background","","","","","1"
"Very often","2012","66 and older","no migration background","","","","","1"
"Very often","2012","66 and older","direct migration background","","","","","1"
"Very often","2012","35-65 y.","no migration background","","","","","1"
"Very often","2012","35-65 y.","direct migration background","","","","","1"
