"pld0043","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","higher vocational","Rural Area","203","0.295696373694402","0.259241734274124","0.33215101311468"
"Sometimes","2003","higher education","Urban Area","1235","0.393964504974675","0.376758305146053","0.411170704803297"
"Sometimes","2003","higher education","Rural Area","497","0.368395399533384","0.341665386065438","0.39512541300133"
"Rarely","2003","in school","Urban Area","50","0.131460904745359","0.0992597903487529","0.163662019141965"
"Rarely","2003","in school","Rural Area","20","","",""
"Rarely","2003","inadequately","Urban Area","48","0.205451221172662","0.149871710637649","0.261030731707675"
"Rarely","2003","inadequately","Rural Area","17","","",""
"Rarely","2003","general elemantary","Urban Area","436","0.24100808988808","0.221524038539215","0.260492141236945"
"Rarely","2003","general elemantary","Rural Area","215","0.243118232650644","0.21490425000296","0.271332215298328"
"Rarely","2003","middle vocational","Urban Area","2008","0.282444753359371","0.271993733487267","0.292895773231476"
"Rarely","2003","middle vocational","Rural Area","1216","0.297659181803035","0.283454217345474","0.311864146260597"
"Rarely","2003","vocational + Abi","Urban Area","215","0.249650637063333","0.221279455045893","0.278021819080772"
"Rarely","2003","vocational + Abi","Rural Area","72","0.292252181254969","0.237802060854317","0.346702301655621"
"Rarely","2003","higher vocational","Urban Area","301","0.226614879082317","0.201681796262062","0.251547961902572"
"Rarely","2003","higher vocational","Rural Area","190","0.315942991870718","0.278806544332576","0.35307943940886"
"Rarely","2003","higher education","Urban Area","824","0.25176435826496","0.236480827195739","0.267047889334182"
"Rarely","2003","higher education","Rural Area","388","0.318612458591032","0.292792953858956","0.344431963323107"
"Never","2003","in school","Urban Area","7","","",""
"Never","2003","in school","Rural Area","5","","",""
"Never","2003","inadequately","Urban Area","72","0.330276832578139","0.265579438413155","0.394974226743123"
"Never","2003","inadequately","Rural Area","23","","",""
"Never","2003","general elemantary","Urban Area","509","0.294839943485721","0.274067772288994","0.315612114682447"
"Never","2003","general elemantary","Rural Area","280","0.371837314297954","0.340049976266994","0.403624652328915"
"Never","2003","middle vocational","Urban Area","1331","0.206527687613438","0.197130037422259","0.215925337804616"
"Never","2003","middle vocational","Rural Area","763","0.211785334891434","0.199091970359707","0.224478699423161"
"Never","2003","vocational + Abi","Urban Area","105","0.115906192520963","0.0949225042546367","0.136889880787288"
"Never","2003","vocational + Abi","Rural Area","27","","",""
"Never","2003","higher vocational","Urban Area","139","0.156090826986569","0.13447507208653","0.177706581886609"
"Never","2003","higher vocational","Rural Area","95","0.20029649381428","0.168325876726949","0.232267110901611"
"Never","2003","higher education","Urban Area","249","0.094786869448751","0.084472162428019","0.105101576469483"
"Never","2003","higher education","Rural Area","113","0.101971497306643","0.0852026235621782","0.118740371051109"
"Very often","2004","in school","Urban Area","","","",""
"Very often","2004","in school","Rural Area","","","",""
"Very often","2004","inadequately","Urban Area","","","",""
"Very often","2004","inadequately","Rural Area","","","",""
"Very often","2004","general elemantary","Urban Area","","","",""
"Very often","2004","general elemantary","Rural Area","","","",""
"Very often","2004","middle vocational","Urban Area","","","",""
"Very often","2004","middle vocational","Rural Area","","","",""
"Very often","2004","vocational + Abi","Urban Area","","","",""
"Very often","2004","vocational + Abi","Rural Area","","","",""
"Very often","2004","higher vocational","Urban Area","","","",""
"Very often","2004","higher vocational","Rural Area","","","",""
"Very often","2004","higher education","Urban Area","","","",""
"Very often","2004","higher education","Rural Area","","","",""
"Often","2004","in school","Urban Area","","","",""
"Often","2004","in school","Rural Area","","","",""
"Often","2004","inadequately","Urban Area","","","",""
"Often","2004","inadequately","Rural Area","","","",""
"Often","2004","general elemantary","Urban Area","","","",""
"Often","2004","general elemantary","Rural Area","","","",""
"Often","2004","middle vocational","Urban Area","","","",""
"Often","2004","middle vocational","Rural Area","","","",""
"Often","2004","vocational + Abi","Urban Area","","","",""
"Often","2004","vocational + Abi","Rural Area","","","",""
"Often","2004","higher vocational","Urban Area","","","",""
"Often","2004","higher vocational","Rural Area","","","",""
"Often","2004","higher education","Urban Area","","","",""
"Often","2004","higher education","Rural Area","","","",""
"Sometimes","2004","in school","Urban Area","","","",""
"Sometimes","2004","in school","Rural Area","","","",""
"Sometimes","2004","inadequately","Urban Area","","","",""
"Sometimes","2004","inadequately","Rural Area","","","",""
"Sometimes","2004","general elemantary","Urban Area","","","",""
"Sometimes","2004","general elemantary","Rural Area","","","",""
"Sometimes","2004","middle vocational","Urban Area","","","",""
"Sometimes","2004","middle vocational","Rural Area","","","",""
"Sometimes","2004","vocational + Abi","Urban Area","","","",""
"Sometimes","2004","vocational + Abi","Rural Area","","","",""
"Sometimes","2004","higher vocational","Urban Area","","","",""
"Sometimes","2004","higher vocational","Rural Area","","","",""
"Sometimes","2004","higher education","Urban Area","","","",""
"Sometimes","2004","higher education","Rural Area","","","",""
"Rarely","2004","in school","Urban Area","","","",""
"Rarely","2004","in school","Rural Area","","","",""
"Rarely","2004","inadequately","Urban Area","","","",""
"Rarely","2004","inadequately","Rural Area","","","",""
"Rarely","2004","general elemantary","Urban Area","","","",""
"Rarely","2004","general elemantary","Rural Area","","","",""
"Rarely","2004","middle vocational","Urban Area","","","",""
"Rarely","2004","middle vocational","Rural Area","","","",""
"Rarely","2004","vocational + Abi","Urban Area","","","",""
"Rarely","2004","vocational + Abi","Rural Area","","","",""
"Rarely","2004","higher vocational","Urban Area","","","",""
"Rarely","2004","higher vocational","Rural Area","","","",""
"Rarely","2004","higher education","Urban Area","","","",""
"Rarely","2004","higher education","Rural Area","","","",""
"Never","2004","in school","Urban Area","","","",""
"Never","2004","in school","Rural Area","","","",""
"Never","2004","inadequately","Urban Area","","","",""
"Never","2004","inadequately","Rural Area","","","",""
"Never","2004","general elemantary","Urban Area","","","",""
"Never","2004","general elemantary","Rural Area","","","",""
"Never","2004","middle vocational","Urban Area","","","",""
"Never","2004","middle vocational","Rural Area","","","",""
"Never","2004","vocational + Abi","Urban Area","","","",""
"Never","2004","vocational + Abi","Rural Area","","","",""
"Never","2004","higher vocational","Urban Area","","","",""
"Never","2004","higher vocational","Rural Area","","","",""
"Never","2004","higher education","Urban Area","","","",""
"Never","2004","higher education","Rural Area","","","",""
"Very often","2005","in school","Urban Area","","","",""
"Very often","2005","in school","Rural Area","","","",""
"Very often","2005","inadequately","Urban Area","","","",""
"Very often","2005","inadequately","Rural Area","","","",""
"Very often","2005","general elemantary","Urban Area","","","",""
"Very often","2005","general elemantary","Rural Area","","","",""
"Very often","2005","middle vocational","Urban Area","","","",""
"Very often","2005","middle vocational","Rural Area","","","",""
"Very often","2005","vocational + Abi","Urban Area","","","",""
"Very often","2005","vocational + Abi","Rural Area","","","",""
"Very often","2005","higher vocational","Urban Area","","","",""
"Very often","2005","higher vocational","Rural Area","","","",""
"Very often","2005","higher education","Urban Area","","","",""
"Very often","2005","higher education","Rural Area","","","",""
"Often","2005","in school","Urban Area","","","",""
"Often","2005","in school","Rural Area","","","",""
"Often","2005","inadequately","Urban Area","","","",""
"Often","2005","inadequately","Rural Area","","","",""
"Often","2005","general elemantary","Urban Area","","","",""
"Often","2005","general elemantary","Rural Area","","","",""
"Often","2005","middle vocational","Urban Area","","","",""
"Often","2005","middle vocational","Rural Area","","","",""
"Often","2005","vocational + Abi","Urban Area","","","",""
"Often","2005","vocational + Abi","Rural Area","","","",""
"Often","2005","higher vocational","Urban Area","","","",""
"Often","2005","higher vocational","Rural Area","","","",""
"Often","2005","higher education","Urban Area","","","",""
"Often","2005","higher education","Rural Area","","","",""
"Sometimes","2005","in school","Urban Area","","","",""
"Sometimes","2005","in school","Rural Area","","","",""
"Sometimes","2005","inadequately","Urban Area","","","",""
"Sometimes","2005","inadequately","Rural Area","","","",""
"Sometimes","2005","general elemantary","Urban Area","","","",""
"Sometimes","2005","general elemantary","Rural Area","","","",""
"Sometimes","2005","middle vocational","Urban Area","","","",""
"Sometimes","2005","middle vocational","Rural Area","","","",""
"Sometimes","2005","vocational + Abi","Urban Area","","","",""
"Sometimes","2005","vocational + Abi","Rural Area","","","",""
"Sometimes","2005","higher vocational","Urban Area","","","",""
"Sometimes","2005","higher vocational","Rural Area","","","",""
"Sometimes","2005","higher education","Urban Area","","","",""
"Sometimes","2005","higher education","Rural Area","","","",""
"Rarely","2005","in school","Urban Area","","","",""
"Rarely","2005","in school","Rural Area","","","",""
"Rarely","2005","inadequately","Urban Area","","","",""
"Rarely","2005","inadequately","Rural Area","","","",""
"Rarely","2005","general elemantary","Urban Area","","","",""
"Rarely","2005","general elemantary","Rural Area","","","",""
"Rarely","2005","middle vocational","Urban Area","","","",""
"Rarely","2005","middle vocational","Rural Area","","","",""
"Rarely","2005","vocational + Abi","Urban Area","","","",""
"Rarely","2005","vocational + Abi","Rural Area","","","",""
"Rarely","2005","higher vocational","Urban Area","","","",""
"Rarely","2005","higher vocational","Rural Area","","","",""
"Rarely","2005","higher education","Urban Area","","","",""
"Rarely","2005","higher education","Rural Area","","","",""
"Never","2005","in school","Urban Area","","","",""
"Never","2005","in school","Rural Area","","","",""
"Never","2005","inadequately","Urban Area","","","",""
"Never","2005","inadequately","Rural Area","","","",""
"Never","2005","general elemantary","Urban Area","","","",""
"Never","2005","general elemantary","Rural Area","","","",""
"Never","2005","middle vocational","Urban Area","","","",""
"Never","2005","middle vocational","Rural Area","","","",""
"Never","2005","vocational + Abi","Urban Area","","","",""
"Never","2005","vocational + Abi","Rural Area","","","",""
"Never","2005","higher vocational","Urban Area","","","",""
"Never","2005","higher vocational","Rural Area","","","",""
"Never","2005","higher education","Urban Area","","","",""
"Never","2005","higher education","Rural Area","","","",""
"Very often","2006","in school","Urban Area","","","",""
"Very often","2006","in school","Rural Area","","","",""
"Very often","2006","inadequately","Urban Area","","","",""
"Very often","2006","inadequately","Rural Area","","","",""
"Very often","2006","general elemantary","Urban Area","","","",""
"Very often","2006","general elemantary","Rural Area","","","",""
"Very often","2006","middle vocational","Urban Area","","","",""
"Very often","2006","middle vocational","Rural Area","","","",""
"Very often","2006","vocational + Abi","Urban Area","","","",""
"Very often","2006","vocational + Abi","Rural Area","","","",""
"Very often","2006","higher vocational","Urban Area","","","",""
"Very often","2006","higher vocational","Rural Area","","","",""
"Very often","2006","higher education","Urban Area","","","",""
"Very often","2006","higher education","Rural Area","","","",""
"Often","2006","in school","Urban Area","","","",""
"Often","2006","in school","Rural Area","","","",""
"Often","2006","inadequately","Urban Area","","","",""
"Often","2006","inadequately","Rural Area","","","",""
"Often","2006","general elemantary","Urban Area","","","",""
"Often","2006","general elemantary","Rural Area","","","",""
"Often","2006","middle vocational","Urban Area","","","",""
"Often","2006","middle vocational","Rural Area","","","",""
"Often","2006","vocational + Abi","Urban Area","","","",""
"Often","2006","vocational + Abi","Rural Area","","","",""
"Often","2006","higher vocational","Urban Area","","","",""
"Often","2006","higher vocational","Rural Area","","","",""
"Often","2006","higher education","Urban Area","","","",""
"Often","2006","higher education","Rural Area","","","",""
"Sometimes","2006","in school","Urban Area","","","",""
"Sometimes","2006","in school","Rural Area","","","",""
"Sometimes","2006","inadequately","Urban Area","","","",""
"Sometimes","2006","inadequately","Rural Area","","","",""
"Sometimes","2006","general elemantary","Urban Area","","","",""
"Sometimes","2006","general elemantary","Rural Area","","","",""
"Sometimes","2006","middle vocational","Urban Area","","","",""
"Sometimes","2006","middle vocational","Rural Area","","","",""
"Sometimes","2006","vocational + Abi","Urban Area","","","",""
"Sometimes","2006","vocational + Abi","Rural Area","","","",""
"Sometimes","2006","higher vocational","Urban Area","","","",""
"Sometimes","2006","higher vocational","Rural Area","","","",""
"Sometimes","2006","higher education","Urban Area","","","",""
"Sometimes","2006","higher education","Rural Area","","","",""
"Rarely","2006","in school","Urban Area","","","",""
"Rarely","2006","in school","Rural Area","","","",""
"Rarely","2006","inadequately","Urban Area","","","",""
"Rarely","2006","inadequately","Rural Area","","","",""
"Rarely","2006","general elemantary","Urban Area","","","",""
"Rarely","2006","general elemantary","Rural Area","","","",""
"Rarely","2006","middle vocational","Urban Area","","","",""
"Rarely","2006","middle vocational","Rural Area","","","",""
"Rarely","2006","vocational + Abi","Urban Area","","","",""
"Rarely","2006","vocational + Abi","Rural Area","","","",""
"Rarely","2006","higher vocational","Urban Area","","","",""
"Rarely","2006","higher vocational","Rural Area","","","",""
"Rarely","2006","higher education","Urban Area","","","",""
"Rarely","2006","higher education","Rural Area","","","",""
"Never","2006","in school","Urban Area","","","",""
"Never","2006","in school","Rural Area","","","",""
"Never","2006","inadequately","Urban Area","","","",""
"Never","2006","inadequately","Rural Area","","","",""
"Never","2006","general elemantary","Urban Area","","","",""
"Never","2006","general elemantary","Rural Area","","","",""
"Never","2006","middle vocational","Urban Area","","","",""
"Never","2006","middle vocational","Rural Area","","","",""
"Never","2006","vocational + Abi","Urban Area","","","",""
"Never","2006","vocational + Abi","Rural Area","","","",""
"Never","2006","higher vocational","Urban Area","","","",""
"Never","2006","higher vocational","Rural Area","","","",""
"Never","2006","higher education","Urban Area","","","",""
"Never","2006","higher education","Rural Area","","","",""
"Very often","2007","in school","Urban Area","","","",""
"Very often","2007","in school","Rural Area","","","",""
"Very often","2007","inadequately","Urban Area","","","",""
"Very often","2007","inadequately","Rural Area","","","",""
"Very often","2007","general elemantary","Urban Area","","","",""
"Very often","2007","general elemantary","Rural Area","","","",""
"Very often","2007","middle vocational","Urban Area","","","",""
"Very often","2007","middle vocational","Rural Area","","","",""
"Very often","2007","vocational + Abi","Urban Area","","","",""
"Very often","2007","vocational + Abi","Rural Area","","","",""
"Very often","2007","higher vocational","Urban Area","","","",""
"Very often","2007","higher vocational","Rural Area","","","",""
"Very often","2007","higher education","Urban Area","","","",""
"Very often","2007","higher education","Rural Area","","","",""
"Often","2007","in school","Urban Area","","","",""
"Often","2007","in school","Rural Area","","","",""
"Often","2007","inadequately","Urban Area","","","",""
"Often","2007","inadequately","Rural Area","","","",""
"Often","2007","general elemantary","Urban Area","","","",""
"Often","2007","general elemantary","Rural Area","","","",""
"Often","2007","middle vocational","Urban Area","","","",""
"Often","2007","middle vocational","Rural Area","","","",""
"Often","2007","vocational + Abi","Urban Area","","","",""
"Often","2007","vocational + Abi","Rural Area","","","",""
"Often","2007","higher vocational","Urban Area","","","",""
"Often","2007","higher vocational","Rural Area","","","",""
"Often","2007","higher education","Urban Area","","","",""
"Often","2007","higher education","Rural Area","","","",""
"Sometimes","2007","in school","Urban Area","","","",""
"Sometimes","2007","in school","Rural Area","","","",""
"Sometimes","2007","inadequately","Urban Area","","","",""
"Sometimes","2007","inadequately","Rural Area","","","",""
"Sometimes","2007","general elemantary","Urban Area","","","",""
"Sometimes","2007","general elemantary","Rural Area","","","",""
"Sometimes","2007","middle vocational","Urban Area","","","",""
"Sometimes","2007","middle vocational","Rural Area","","","",""
"Sometimes","2007","vocational + Abi","Urban Area","","","",""
"Sometimes","2007","vocational + Abi","Rural Area","","","",""
"Sometimes","2007","higher vocational","Urban Area","","","",""
"Sometimes","2007","higher vocational","Rural Area","","","",""
"Sometimes","2007","higher education","Urban Area","","","",""
"Sometimes","2007","higher education","Rural Area","","","",""
"Rarely","2007","in school","Urban Area","","","",""
"Rarely","2007","in school","Rural Area","","","",""
"Rarely","2007","inadequately","Urban Area","","","",""
"Rarely","2007","inadequately","Rural Area","","","",""
"Rarely","2007","general elemantary","Urban Area","","","",""
"Rarely","2007","general elemantary","Rural Area","","","",""
"Rarely","2007","middle vocational","Urban Area","","","",""
"Rarely","2007","middle vocational","Rural Area","","","",""
"Rarely","2007","vocational + Abi","Urban Area","","","",""
"Rarely","2007","vocational + Abi","Rural Area","","","",""
"Rarely","2007","higher vocational","Urban Area","","","",""
"Rarely","2007","higher vocational","Rural Area","","","",""
"Rarely","2007","higher education","Urban Area","","","",""
"Rarely","2007","higher education","Rural Area","","","",""
"Never","2007","in school","Urban Area","","","",""
"Never","2007","in school","Rural Area","","","",""
"Never","2007","inadequately","Urban Area","","","",""
"Never","2007","inadequately","Rural Area","","","",""
"Never","2007","general elemantary","Urban Area","","","",""
"Never","2007","general elemantary","Rural Area","","","",""
"Never","2007","middle vocational","Urban Area","","","",""
"Never","2007","middle vocational","Rural Area","","","",""
"Never","2007","vocational + Abi","Urban Area","","","",""
"Never","2007","vocational + Abi","Rural Area","","","",""
"Never","2007","higher vocational","Urban Area","","","",""
"Never","2007","higher vocational","Rural Area","","","",""
"Never","2007","higher education","Urban Area","","","",""
"Never","2007","higher education","Rural Area","","","",""
"Very often","2008","in school","Urban Area","23","","",""
"Very often","2008","in school","Rural Area","14","","",""
"Very often","2008","inadequately","Urban Area","3","","",""
"Very often","2008","inadequately","Rural Area","1","","",""
"Very often","2008","general elemantary","Urban Area","33","0.0197631456532147","0.012285711240185","0.0272405800662444"
"Very often","2008","general elemantary","Rural Area","14","","",""
"Very often","2008","middle vocational","Urban Area","187","0.0313564832370354","0.0269986746541265","0.0357142918199443"
"Very often","2008","middle vocational","Rural Area","83","0.0230363798364116","0.0181146119483847","0.0279581477244386"
"Very often","2008","vocational + Abi","Urban Area","30","0.028614227041622","0.0172308436322836","0.0399976104509604"
"Very often","2008","vocational + Abi","Rural Area","11","","",""
"Very often","2008","higher vocational","Urban Area","21","","",""
"Very often","2008","higher vocational","Rural Area","14","","",""
"Very often","2008","higher education","Urban Area","126","0.0389662319813905","0.0320288011949025","0.0459036627678786"
"Very often","2008","higher education","Rural Area","34","0.0375370542339457","0.0267783342926564","0.048295774175235"
"Often","2008","in school","Urban Area","85","0.35977142936392","0.298540203978453","0.421002654749387"
"Often","2008","in school","Rural Area","37","0.314211270497669","0.230098640741745","0.398323900253593"
"Often","2008","inadequately","Urban Area","9","","",""
"Often","2008","inadequately","Rural Area","3","","",""
"Often","2008","general elemantary","Urban Area","167","0.120073203697246","0.10261074531288","0.137535662081612"
"Often","2008","general elemantary","Rural Area","67","0.0910483578048944","0.0694894632693073","0.112607252340482"
"Often","2008","middle vocational","Urban Area","912","0.142908186647726","0.134157044964924","0.151659328330529"
"Often","2008","middle vocational","Rural Area","436","0.125702352267015","0.114826177580001","0.136578526954029"
"Often","2008","vocational + Abi","Urban Area","165","0.198710529038915","0.171465351452283","0.225955706625548"
"Often","2008","vocational + Abi","Rural Area","50","0.17537054581287","0.130342763492788","0.220398328132953"
"Often","2008","higher vocational","Urban Area","133","0.139267997170459","0.116405704650708","0.16213028969021"
"Often","2008","higher vocational","Rural Area","66","0.15198769771427","0.12136549519829","0.18260990023025"
"Often","2008","higher education","Urban Area","593","0.200382567733207","0.186032424729915","0.2147327107365"
"Often","2008","higher education","Rural Area","219","0.191665121472359","0.169385607983958","0.213944634960761"
"Sometimes","2008","in school","Urban Area","93","0.396048573389774","0.333651054399066","0.458446092380482"
"Sometimes","2008","in school","Rural Area","48","0.435341332969805","0.345502704980368","0.525179960959241"
"Sometimes","2008","inadequately","Urban Area","34","0.213734611946186","0.143801455120573","0.2836677687718"
"Sometimes","2008","inadequately","Rural Area","11","","",""
"Sometimes","2008","general elemantary","Urban Area","388","0.280703407768024","0.256563427698815","0.304843387837234"
"Sometimes","2008","general elemantary","Rural Area","179","0.265295767832774","0.232209980652316","0.298381555013231"
"Sometimes","2008","middle vocational","Urban Area","2055","0.33138959894014","0.319619544045125","0.343159653835154"
"Sometimes","2008","middle vocational","Rural Area","1131","0.320159707565092","0.3048537112434","0.335465703886783"
"Sometimes","2008","vocational + Abi","Urban Area","319","0.366046172167457","0.333154857374991","0.398937486959922"
"Sometimes","2008","vocational + Abi","Rural Area","101","0.377912053354504","0.32050119040506","0.435322916303948"
"Sometimes","2008","higher vocational","Urban Area","320","0.391380501704065","0.359152553240934","0.423608450167195"
"Sometimes","2008","higher vocational","Rural Area","169","0.31381712896377","0.274235889613521","0.35339836831402"
"Sometimes","2008","higher education","Urban Area","1167","0.384812083193721","0.367369396416883","0.402254769970559"
"Sometimes","2008","higher education","Rural Area","452","0.339391977136543","0.312590347144994","0.366193607128092"
"Rarely","2008","in school","Urban Area","31","0.145544375874755","0.10055245244101","0.190536299308499"
"Rarely","2008","in school","Rural Area","15","","",""
"Rarely","2008","inadequately","Urban Area","32","0.322672884822999","0.24292088311398","0.402424886532018"
"Rarely","2008","inadequately","Rural Area","12","","",""
"Rarely","2008","general elemantary","Urban Area","350","0.273436394888016","0.249490887560957","0.297381902215075"
"Rarely","2008","general elemantary","Rural Area","185","0.255758868127059","0.223063048787511","0.288454687466606"
"Rarely","2008","middle vocational","Urban Area","1814","0.285942364751428","0.274643667460137","0.29724106204272"
"Rarely","2008","middle vocational","Rural Area","1167","0.331994709739573","0.316544643359841","0.347444776119306"
"Rarely","2008","vocational + Abi","Urban Area","215","0.295904174468644","0.26473854407284","0.327069804864447"
"Rarely","2008","vocational + Abi","Rural Area","86","0.323361900492154","0.267976479915793","0.378747321068514"
"Rarely","2008","higher vocational","Urban Area","304","0.317729175897522","0.286984700640398","0.348473651154645"
"Rarely","2008","higher vocational","Rural Area","196","0.347843825762205","0.307218291591663","0.388469359932747"
"Rarely","2008","higher education","Urban Area","842","0.288598443615155","0.272354572636824","0.304842314593487"
"Rarely","2008","higher education","Rural Area","371","0.309186250771261","0.283026772847595","0.335345728694928"
"Never","2008","in school","Urban Area","4","","",""
"Never","2008","in school","Rural Area","3","","",""
"Never","2008","inadequately","Urban Area","54","0.33019363938104","0.24996672101459","0.410420557747489"
"Never","2008","inadequately","Rural Area","21","","",""
"Never","2008","general elemantary","Urban Area","393","0.306023847993499","0.281266223453004","0.330781472533995"
"Never","2008","general elemantary","Rural Area","239","0.358716473901002","0.322772942567816","0.394660005234189"
"Never","2008","middle vocational","Urban Area","1176","0.20840336642367","0.198247269851761","0.21855946299558"
"Never","2008","middle vocational","Rural Area","752","0.199106850591908","0.186005827627188","0.212207873556629"
"Never","2008","vocational + Abi","Urban Area","95","0.110724897283362","0.0892996819775875","0.132150112589137"
"Never","2008","vocational + Abi","Rural Area","26","","",""
"Never","2008","higher vocational","Urban Area","103","0.128616045366881","0.106509926947485","0.150722163786277"
"Never","2008","higher vocational","Rural Area","83","0.170009019854233","0.137968186889635","0.202049852818832"
"Never","2008","higher education","Urban Area","261","0.0872406734765254","0.07712434836619","0.0973569985868607"
"Never","2008","higher education","Rural Area","123","0.122219596385891","0.103679932234462","0.140759260537319"
"Very often","2009","in school","Urban Area","","","",""
"Very often","2009","in school","Rural Area","","","",""
"Very often","2009","inadequately","Urban Area","","","",""
"Very often","2009","inadequately","Rural Area","","","",""
"Very often","2009","general elemantary","Urban Area","","","",""
"Very often","2009","general elemantary","Rural Area","","","",""
"Very often","2009","middle vocational","Urban Area","","","",""
"Very often","2009","middle vocational","Rural Area","","","",""
"Very often","2009","vocational + Abi","Urban Area","","","",""
"Very often","2009","vocational + Abi","Rural Area","","","",""
"Very often","2009","higher vocational","Urban Area","","","",""
"Very often","2009","higher vocational","Rural Area","","","",""
"Very often","2009","higher education","Urban Area","","","",""
"Very often","2009","higher education","Rural Area","","","",""
"Often","2009","in school","Urban Area","","","",""
"Often","2009","in school","Rural Area","","","",""
"Often","2009","inadequately","Urban Area","","","",""
"Often","2009","inadequately","Rural Area","","","",""
"Often","2009","general elemantary","Urban Area","","","",""
"Often","2009","general elemantary","Rural Area","","","",""
"Often","2009","middle vocational","Urban Area","","","",""
"Often","2009","middle vocational","Rural Area","","","",""
"Often","2009","vocational + Abi","Urban Area","","","",""
"Often","2009","vocational + Abi","Rural Area","","","",""
"Often","2009","higher vocational","Urban Area","","","",""
"Often","2009","higher vocational","Rural Area","","","",""
"Often","2009","higher education","Urban Area","","","",""
"Often","2009","higher education","Rural Area","","","",""
"Sometimes","2009","in school","Urban Area","","","",""
"Sometimes","2009","in school","Rural Area","","","",""
"Sometimes","2009","inadequately","Urban Area","","","",""
"Sometimes","2009","inadequately","Rural Area","","","",""
"Sometimes","2009","general elemantary","Urban Area","","","",""
"Sometimes","2009","general elemantary","Rural Area","","","",""
"Sometimes","2009","middle vocational","Urban Area","","","",""
"Sometimes","2009","middle vocational","Rural Area","","","",""
"Sometimes","2009","vocational + Abi","Urban Area","","","",""
"Sometimes","2009","vocational + Abi","Rural Area","","","",""
"Sometimes","2009","higher vocational","Urban Area","","","",""
"Sometimes","2009","higher vocational","Rural Area","","","",""
"Sometimes","2009","higher education","Urban Area","","","",""
"Sometimes","2009","higher education","Rural Area","","","",""
"Rarely","2009","in school","Urban Area","","","",""
"Rarely","2009","in school","Rural Area","","","",""
