"pld0043","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Never","2005","college entrance qualification","indirect migration background","","","",""
"Never","2005","Other degree","no migration background","","","",""
"Never","2005","Other degree","direct migration background","","","",""
"Never","2005","Other degree","indirect migration background","","","",""
"Never","2005","no degree/no degree yet","no migration background","","","",""
"Never","2005","no degree/no degree yet","direct migration background","","","",""
"Never","2005","no degree/no degree yet","indirect migration background","","","",""
"Very often","2006","lower secondary degree","no migration background","","","",""
"Very often","2006","lower secondary degree","direct migration background","","","",""
"Very often","2006","lower secondary degree","indirect migration background","","","",""
"Very often","2006","secondary school degree","no migration background","","","",""
"Very often","2006","secondary school degree","direct migration background","","","",""
"Very often","2006","secondary school degree","indirect migration background","","","",""
"Very often","2006","college entrance qualification","no migration background","","","",""
"Very often","2006","college entrance qualification","direct migration background","","","",""
"Very often","2006","college entrance qualification","indirect migration background","","","",""
"Very often","2006","Other degree","no migration background","","","",""
"Very often","2006","Other degree","direct migration background","","","",""
"Very often","2006","Other degree","indirect migration background","","","",""
"Very often","2006","no degree/no degree yet","no migration background","","","",""
"Very often","2006","no degree/no degree yet","direct migration background","","","",""
"Very often","2006","no degree/no degree yet","indirect migration background","","","",""
"Often","2006","lower secondary degree","no migration background","","","",""
"Often","2006","lower secondary degree","direct migration background","","","",""
"Often","2006","lower secondary degree","indirect migration background","","","",""
"Often","2006","secondary school degree","no migration background","","","",""
"Often","2006","secondary school degree","direct migration background","","","",""
"Often","2006","secondary school degree","indirect migration background","","","",""
"Often","2006","college entrance qualification","no migration background","","","",""
"Often","2006","college entrance qualification","direct migration background","","","",""
"Often","2006","college entrance qualification","indirect migration background","","","",""
"Often","2006","Other degree","no migration background","","","",""
"Often","2006","Other degree","direct migration background","","","",""
"Often","2006","Other degree","indirect migration background","","","",""
"Often","2006","no degree/no degree yet","no migration background","","","",""
"Often","2006","no degree/no degree yet","direct migration background","","","",""
"Often","2006","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2006","lower secondary degree","no migration background","","","",""
"Sometimes","2006","lower secondary degree","direct migration background","","","",""
"Sometimes","2006","lower secondary degree","indirect migration background","","","",""
"Sometimes","2006","secondary school degree","no migration background","","","",""
"Sometimes","2006","secondary school degree","direct migration background","","","",""
"Sometimes","2006","secondary school degree","indirect migration background","","","",""
"Sometimes","2006","college entrance qualification","no migration background","","","",""
"Sometimes","2006","college entrance qualification","direct migration background","","","",""
"Sometimes","2006","college entrance qualification","indirect migration background","","","",""
"Sometimes","2006","Other degree","no migration background","","","",""
"Sometimes","2006","Other degree","direct migration background","","","",""
"Sometimes","2006","Other degree","indirect migration background","","","",""
"Sometimes","2006","no degree/no degree yet","no migration background","","","",""
"Sometimes","2006","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2006","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2006","lower secondary degree","no migration background","","","",""
"Rarely","2006","lower secondary degree","direct migration background","","","",""
"Rarely","2006","lower secondary degree","indirect migration background","","","",""
"Rarely","2006","secondary school degree","no migration background","","","",""
"Rarely","2006","secondary school degree","direct migration background","","","",""
"Rarely","2006","secondary school degree","indirect migration background","","","",""
"Rarely","2006","college entrance qualification","no migration background","","","",""
"Rarely","2006","college entrance qualification","direct migration background","","","",""
"Rarely","2006","college entrance qualification","indirect migration background","","","",""
"Rarely","2006","Other degree","no migration background","","","",""
"Rarely","2006","Other degree","direct migration background","","","",""
"Rarely","2006","Other degree","indirect migration background","","","",""
"Rarely","2006","no degree/no degree yet","no migration background","","","",""
"Rarely","2006","no degree/no degree yet","direct migration background","","","",""
"Rarely","2006","no degree/no degree yet","indirect migration background","","","",""
"Never","2006","lower secondary degree","no migration background","","","",""
"Never","2006","lower secondary degree","direct migration background","","","",""
"Never","2006","lower secondary degree","indirect migration background","","","",""
"Never","2006","secondary school degree","no migration background","","","",""
"Never","2006","secondary school degree","direct migration background","","","",""
"Never","2006","secondary school degree","indirect migration background","","","",""
"Never","2006","college entrance qualification","no migration background","","","",""
"Never","2006","college entrance qualification","direct migration background","","","",""
"Never","2006","college entrance qualification","indirect migration background","","","",""
"Never","2006","Other degree","no migration background","","","",""
"Never","2006","Other degree","direct migration background","","","",""
"Never","2006","Other degree","indirect migration background","","","",""
"Never","2006","no degree/no degree yet","no migration background","","","",""
"Never","2006","no degree/no degree yet","direct migration background","","","",""
"Never","2006","no degree/no degree yet","indirect migration background","","","",""
"Very often","2007","lower secondary degree","no migration background","","","",""
"Very often","2007","lower secondary degree","direct migration background","","","",""
"Very often","2007","lower secondary degree","indirect migration background","","","",""
"Very often","2007","secondary school degree","no migration background","","","",""
"Very often","2007","secondary school degree","direct migration background","","","",""
"Very often","2007","secondary school degree","indirect migration background","","","",""
"Very often","2007","college entrance qualification","no migration background","","","",""
"Very often","2007","college entrance qualification","direct migration background","","","",""
"Very often","2007","college entrance qualification","indirect migration background","","","",""
"Very often","2007","Other degree","no migration background","","","",""
"Very often","2007","Other degree","direct migration background","","","",""
"Very often","2007","Other degree","indirect migration background","","","",""
"Very often","2007","no degree/no degree yet","no migration background","","","",""
"Very often","2007","no degree/no degree yet","direct migration background","","","",""
"Very often","2007","no degree/no degree yet","indirect migration background","","","",""
"Often","2007","lower secondary degree","no migration background","","","",""
"Often","2007","lower secondary degree","direct migration background","","","",""
"Often","2007","lower secondary degree","indirect migration background","","","",""
"Often","2007","secondary school degree","no migration background","","","",""
"Often","2007","secondary school degree","direct migration background","","","",""
"Often","2007","secondary school degree","indirect migration background","","","",""
"Often","2007","college entrance qualification","no migration background","","","",""
"Often","2007","college entrance qualification","direct migration background","","","",""
"Often","2007","college entrance qualification","indirect migration background","","","",""
"Often","2007","Other degree","no migration background","","","",""
"Often","2007","Other degree","direct migration background","","","",""
"Often","2007","Other degree","indirect migration background","","","",""
"Often","2007","no degree/no degree yet","no migration background","","","",""
"Often","2007","no degree/no degree yet","direct migration background","","","",""
"Often","2007","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2007","lower secondary degree","no migration background","","","",""
"Sometimes","2007","lower secondary degree","direct migration background","","","",""
"Sometimes","2007","lower secondary degree","indirect migration background","","","",""
"Sometimes","2007","secondary school degree","no migration background","","","",""
"Sometimes","2007","secondary school degree","direct migration background","","","",""
"Sometimes","2007","secondary school degree","indirect migration background","","","",""
"Sometimes","2007","college entrance qualification","no migration background","","","",""
"Sometimes","2007","college entrance qualification","direct migration background","","","",""
"Sometimes","2007","college entrance qualification","indirect migration background","","","",""
"Sometimes","2007","Other degree","no migration background","","","",""
"Sometimes","2007","Other degree","direct migration background","","","",""
"Sometimes","2007","Other degree","indirect migration background","","","",""
"Sometimes","2007","no degree/no degree yet","no migration background","","","",""
"Sometimes","2007","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2007","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2007","lower secondary degree","no migration background","","","",""
"Rarely","2007","lower secondary degree","direct migration background","","","",""
"Rarely","2007","lower secondary degree","indirect migration background","","","",""
"Rarely","2007","secondary school degree","no migration background","","","",""
"Rarely","2007","secondary school degree","direct migration background","","","",""
"Rarely","2007","secondary school degree","indirect migration background","","","",""
"Rarely","2007","college entrance qualification","no migration background","","","",""
"Rarely","2007","college entrance qualification","direct migration background","","","",""
"Rarely","2007","college entrance qualification","indirect migration background","","","",""
"Rarely","2007","Other degree","no migration background","","","",""
"Rarely","2007","Other degree","direct migration background","","","",""
"Rarely","2007","Other degree","indirect migration background","","","",""
"Rarely","2007","no degree/no degree yet","no migration background","","","",""
"Rarely","2007","no degree/no degree yet","direct migration background","","","",""
"Rarely","2007","no degree/no degree yet","indirect migration background","","","",""
"Never","2007","lower secondary degree","no migration background","","","",""
"Never","2007","lower secondary degree","direct migration background","","","",""
"Never","2007","lower secondary degree","indirect migration background","","","",""
"Never","2007","secondary school degree","no migration background","","","",""
"Never","2007","secondary school degree","direct migration background","","","",""
"Never","2007","secondary school degree","indirect migration background","","","",""
"Never","2007","college entrance qualification","no migration background","","","",""
"Never","2007","college entrance qualification","direct migration background","","","",""
"Never","2007","college entrance qualification","indirect migration background","","","",""
"Never","2007","Other degree","no migration background","","","",""
"Never","2007","Other degree","direct migration background","","","",""
"Never","2007","Other degree","indirect migration background","","","",""
"Never","2007","no degree/no degree yet","no migration background","","","",""
"Never","2007","no degree/no degree yet","direct migration background","","","",""
"Never","2007","no degree/no degree yet","indirect migration background","","","",""
"Very often","2008","lower secondary degree","no migration background","91","0.0168347041192332","0.013508830630252","0.0201605776082144"
"Very often","2008","lower secondary degree","direct migration background","5","","",""
"Very often","2008","lower secondary degree","indirect migration background","14","","",""
"Very often","2008","secondary school degree","no migration background","168","0.032875038811483","0.0280948101713841","0.037655267451582"
"Very often","2008","secondary school degree","direct migration background","6","","",""
"Very often","2008","secondary school degree","indirect migration background","10","","",""
"Very often","2008","college entrance qualification","no migration background","197","0.0400039410377301","0.0343906378430196","0.0456172442324406"
"Very often","2008","college entrance qualification","direct migration background","11","","",""
"Very often","2008","college entrance qualification","indirect migration background","12","","",""
"Very often","2008","Other degree","no migration background","1","","",""
"Very often","2008","Other degree","direct migration background","24","","",""
"Very often","2008","Other degree","indirect migration background","1","","",""
"Very often","2008","no degree/no degree yet","no migration background","33","0.0664192507786613","0.0409428548880907","0.0918956466692318"
"Very often","2008","no degree/no degree yet","direct migration background","4","","",""
"Very often","2008","no degree/no degree yet","indirect migration background","4","","",""
"Often","2008","lower secondary degree","no migration background","529","0.0919454838823534","0.0844756512021988","0.0994153165625081"
"Often","2008","lower secondary degree","direct migration background","59","0.111812810299085","0.0831697347373354","0.140455885860835"
"Often","2008","lower secondary degree","indirect migration background","39","0.154868698137329","0.107805755316882","0.201931640957775"
"Often","2008","secondary school degree","no migration background","826","0.154044741865302","0.144367059302711","0.163722424427893"
"Often","2008","secondary school degree","direct migration background","36","0.169430247590213","0.117698644770654","0.221161850409771"
"Often","2008","secondary school degree","indirect migration background","52","0.24261308290932","0.181820945223608","0.303405220595032"
"Often","2008","college entrance qualification","no migration background","1016","0.228713239769213","0.216682676056063","0.240743803482363"
"Often","2008","college entrance qualification","direct migration background","51","0.178489947095266","0.130735597333107","0.226244296857426"
"Often","2008","college entrance qualification","indirect migration background","52","0.233035585910996","0.174297433413378","0.291773738408614"
"Often","2008","Other degree","no migration background","11","","",""
"Often","2008","Other degree","direct migration background","95","0.125495745161865","0.102625225413419","0.14836626491031"
"Often","2008","Other degree","indirect migration background","","","",""
"Often","2008","no degree/no degree yet","no migration background","110","0.249410436379839","0.205144094811928","0.29367677794775"
"Often","2008","no degree/no degree yet","direct migration background","8","","",""
"Often","2008","no degree/no degree yet","indirect migration background","19","","",""
"Sometimes","2008","lower secondary degree","no migration background","1575","0.280947037416098","0.269327672811034","0.292566402021162"
"Sometimes","2008","lower secondary degree","direct migration background","131","0.298319516849566","0.256734953407589","0.339904080291543"
"Sometimes","2008","lower secondary degree","indirect migration background","89","0.336921850303222","0.275435019428428","0.398408681178015"
"Sometimes","2008","secondary school degree","no migration background","1996","0.370896643783573","0.357946884696343","0.383846402870803"
"Sometimes","2008","secondary school degree","direct migration background","73","0.389909685513732","0.322650518688611","0.457168852338852"
"Sometimes","2008","secondary school degree","indirect migration background","68","0.408180426260372","0.338477316026417","0.477883536494328"
"Sometimes","2008","college entrance qualification","no migration background","1837","0.377470837332389","0.363585579800634","0.391356094864143"
"Sometimes","2008","college entrance qualification","direct migration background","98","0.382242408836871","0.321641645528005","0.442843172145738"
"Sometimes","2008","college entrance qualification","indirect migration background","86","0.458681952570477","0.389450469931279","0.527913435209674"
"Sometimes","2008","Other degree","no migration background","39","0.317161154068804","0.233548171613101","0.400774136524506"
"Sometimes","2008","Other degree","direct migration background","225","0.278012411410569","0.247082581737607","0.308942241083531"
"Sometimes","2008","Other degree","indirect migration background","3","","",""
"Sometimes","2008","no degree/no degree yet","no migration background","136","0.373362782210985","0.323876062886149","0.42284950153582"
"Sometimes","2008","no degree/no degree yet","direct migration background","28","","",""
"Sometimes","2008","no degree/no degree yet","indirect migration background","25","","",""
"Rarely","2008","lower secondary degree","no migration background","1875","0.309480669839811","0.297529940911176","0.321431398768445"
"Rarely","2008","lower secondary degree","direct migration background","136","0.302983172723347","0.261214324423819","0.344752021022875"
"Rarely","2008","lower secondary degree","indirect migration background","53","0.213016232663601","0.159753382854567","0.266279082472635"
"Rarely","2008","secondary school degree","no migration background","1664","0.310523891564106","0.298119331760936","0.322928451367276"
"Rarely","2008","secondary school degree","direct migration background","62","0.330853015219401","0.265967057767423","0.395738972671379"
"Rarely","2008","secondary school degree","indirect migration background","45","0.218971454801544","0.160322724733224","0.277620184869864"
"Rarely","2008","college entrance qualification","no migration background","1286","0.280390280220481","0.267523722458198","0.293256837982765"
"Rarely","2008","college entrance qualification","direct migration background","61","0.268281107736025","0.213026717072009","0.323535498400041"
"Rarely","2008","college entrance qualification","indirect migration background","41","0.21020836533245","0.153597106124997","0.266819624539903"
"Rarely","2008","Other degree","no migration background","30","0.261926884298388","0.182929203414303","0.340924565182473"
"Rarely","2008","Other degree","direct migration background","223","0.29338178568402","0.261948516052462","0.324815055315577"
"Rarely","2008","Other degree","indirect migration background","4","","",""
"Rarely","2008","no degree/no degree yet","no migration background","58","0.187708404493012","0.147758761934942","0.227658047051082"
"Rarely","2008","no degree/no degree yet","direct migration background","31","0.344124448709839","0.257669953006351","0.430578944413328"
"Rarely","2008","no degree/no degree yet","indirect migration background","9","","",""
"Never","2008","lower secondary degree","no migration background","1678","0.300792104742505","0.288936435095307","0.312647774389703"
"Never","2008","lower secondary degree","direct migration background","134","0.270084853069333","0.229728871319195","0.31044083481947"
"Never","2008","lower secondary degree","indirect migration background","32","0.218187501959178","0.16445941197223","0.271915591946126"
