"pld0043","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2003","secondary school degree","(2b) intermediate general qualification","171","0.253067785726049","0.219118015125991","0.287017556326107"
"Often","2003","secondary school degree","(2a) intermediate vocational","851","0.16437336840513","0.154224730047978","0.174522006762281"
"Often","2003","secondary school degree","(2c_gen) general maturity certificate","2","","",""
"Often","2003","secondary school degree","(2c_voc) vocational maturity certificate","4","","",""
"Often","2003","secondary school degree","(3a) lower tertiary education","86","0.175446065131859","0.1431258959585","0.207766234305218"
"Often","2003","secondary school degree","(3b) higher tertiary education","16","","",""
"Often","2003","college entrance qualification","(0) in school","","","",""
"Often","2003","college entrance qualification","(1a) inadequately completed","","","",""
"Often","2003","college entrance qualification","(1b) general elementary school","","","",""
"Often","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"Often","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"Often","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"Often","2003","college entrance qualification","(2c_gen) general maturity certificate","291","0.350712531839032","0.317394515647645","0.384030548030419"
"Often","2003","college entrance qualification","(2c_voc) vocational maturity certificate","279","0.201931405848923","0.180413280546036","0.22344953115181"
"Often","2003","college entrance qualification","(3a) lower tertiary education","225","0.234576120748271","0.20846949530962","0.260682746186921"
"Often","2003","college entrance qualification","(3b) higher tertiary education","472","0.216229278763689","0.199386702836438","0.23307185469094"
"Often","2003","Other degree","(0) in school","","","",""
"Often","2003","Other degree","(1a) inadequately completed","","","",""
"Often","2003","Other degree","(1b) general elementary school","33","0.0732076973567469","0.047932905252056","0.0984824894614377"
"Often","2003","Other degree","(1c) basic vocational qualification","32","0.100426262852695","0.0711896464953973","0.129662879209992"
"Often","2003","Other degree","(2b) intermediate general qualification","","","",""
"Often","2003","Other degree","(2a) intermediate vocational","","","",""
"Often","2003","Other degree","(2c_gen) general maturity certificate","12","","",""
"Often","2003","Other degree","(2c_voc) vocational maturity certificate","24","","",""
"Often","2003","Other degree","(3a) lower tertiary education","2","","",""
"Often","2003","Other degree","(3b) higher tertiary education","38","0.20240938909617","0.14236267993041","0.26245609826193"
"Often","2003","no degree/no degree yet","(0) in school","250","0.414576469862757","0.375703929721853","0.453449010003661"
"Often","2003","no degree/no degree yet","(1a) inadequately completed","23","","",""
"Often","2003","no degree/no degree yet","(1b) general elementary school","","","",""
"Often","2003","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Often","2003","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Often","2003","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Often","2003","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Often","2003","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Often","2003","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Often","2003","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Sometimes","2003","lower secondary degree","(0) in school","","","",""
"Sometimes","2003","lower secondary degree","(1a) inadequately completed","","","",""
"Sometimes","2003","lower secondary degree","(1b) general elementary school","461","0.249385897128949","0.229021673876906","0.269750120380993"
"Sometimes","2003","lower secondary degree","(1c) basic vocational qualification","1791","0.294625480799498","0.282981292332106","0.30626966926689"
"Sometimes","2003","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Sometimes","2003","lower secondary degree","(2a) intermediate vocational","7","","",""
"Sometimes","2003","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"Sometimes","2003","lower secondary degree","(2c_voc) vocational maturity certificate","12","","",""
"Sometimes","2003","lower secondary degree","(3a) lower tertiary education","42","0.261046412310454","0.190524772493426","0.331568052127482"
"Sometimes","2003","lower secondary degree","(3b) higher tertiary education","17","","",""
"Sometimes","2003","secondary school degree","(0) in school","","","",""
"Sometimes","2003","secondary school degree","(1a) inadequately completed","","","",""
"Sometimes","2003","secondary school degree","(1b) general elementary school","","","",""
"Sometimes","2003","secondary school degree","(1c) basic vocational qualification","","","",""
"Sometimes","2003","secondary school degree","(2b) intermediate general qualification","238","0.375714183762462","0.337896202219912","0.413532165305011"
"Sometimes","2003","secondary school degree","(2a) intermediate vocational","1930","0.373576921308934","0.360330157061329","0.386823685556538"
"Sometimes","2003","secondary school degree","(2c_gen) general maturity certificate","2","","",""
"Sometimes","2003","secondary school degree","(2c_voc) vocational maturity certificate","12","","",""
"Sometimes","2003","secondary school degree","(3a) lower tertiary education","198","0.367215168830625","0.326253219960439","0.408177117700811"
"Sometimes","2003","secondary school degree","(3b) higher tertiary education","38","0.357034794218046","0.268301197342668","0.445768391093424"
"Sometimes","2003","college entrance qualification","(0) in school","","","",""
"Sometimes","2003","college entrance qualification","(1a) inadequately completed","","","",""
"Sometimes","2003","college entrance qualification","(1b) general elementary school","","","",""
"Sometimes","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"Sometimes","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"Sometimes","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"Sometimes","2003","college entrance qualification","(2c_gen) general maturity certificate","278","0.369468141105308","0.335768366391794","0.403167915818823"
"Sometimes","2003","college entrance qualification","(2c_voc) vocational maturity certificate","563","0.401976948658577","0.375695946356082","0.428257950961071"
"Sometimes","2003","college entrance qualification","(3a) lower tertiary education","382","0.371241438730326","0.341474922172883","0.401007955287769"
"Sometimes","2003","college entrance qualification","(3b) higher tertiary education","983","0.421441355949885","0.401239139742504","0.441643572157265"
"Sometimes","2003","Other degree","(0) in school","","","",""
"Sometimes","2003","Other degree","(1a) inadequately completed","","","",""
"Sometimes","2003","Other degree","(1b) general elementary school","118","0.298518234281769","0.254115303659271","0.342921164904268"
"Sometimes","2003","Other degree","(1c) basic vocational qualification","124","0.308889365244701","0.263946543076795","0.353832187412607"
"Sometimes","2003","Other degree","(2b) intermediate general qualification","","","",""
"Sometimes","2003","Other degree","(2a) intermediate vocational","","","",""
"Sometimes","2003","Other degree","(2c_gen) general maturity certificate","18","","",""
"Sometimes","2003","Other degree","(2c_voc) vocational maturity certificate","54","0.351706249100884","0.278175914224461","0.425236583977308"
"Sometimes","2003","Other degree","(3a) lower tertiary education","11","","",""
"Sometimes","2003","Other degree","(3b) higher tertiary education","57","0.320094610481632","0.250376229959402","0.389812991003862"
"Sometimes","2003","no degree/no degree yet","(0) in school","210","0.339607802266751","0.302240193658274","0.376975410875228"
"Sometimes","2003","no degree/no degree yet","(1a) inadequately completed","69","0.253718061788692","0.202006125828511","0.305429997748872"
"Sometimes","2003","no degree/no degree yet","(1b) general elementary school","","","",""
"Sometimes","2003","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Sometimes","2003","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Sometimes","2003","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Sometimes","2003","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Sometimes","2003","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2003","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"Sometimes","2003","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","2003","lower secondary degree","(0) in school","","","",""
"Rarely","2003","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","2003","lower secondary degree","(1b) general elementary school","447","0.258860514045104","0.238244418178529","0.279476609911678"
"Rarely","2003","lower secondary degree","(1c) basic vocational qualification","1807","0.29697600980859","0.285304959345573","0.308647060271606"
"Rarely","2003","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","2003","lower secondary degree","(2a) intermediate vocational","7","","",""
"Rarely","2003","lower secondary degree","(2c_gen) general maturity certificate","4","","",""
"Rarely","2003","lower secondary degree","(2c_voc) vocational maturity certificate","11","","",""
"Rarely","2003","lower secondary degree","(3a) lower tertiary education","58","0.376392544652389","0.298601229746113","0.454183859558665"
"Rarely","2003","lower secondary degree","(3b) higher tertiary education","11","","",""
"Rarely","2003","secondary school degree","(0) in school","","","",""
"Rarely","2003","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","2003","secondary school degree","(1b) general elementary school","","","",""
"Rarely","2003","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","2003","secondary school degree","(2b) intermediate general qualification","109","0.179367466938525","0.149408694177702","0.209326239699347"
"Rarely","2003","secondary school degree","(2a) intermediate vocational","1552","0.293654544070046","0.281183211699006","0.306125876441086"
"Rarely","2003","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2003","secondary school degree","(2c_voc) vocational maturity certificate","16","","",""
"Rarely","2003","secondary school degree","(3a) lower tertiary education","184","0.324195967511004","0.284421308180727","0.363970626841282"
"Rarely","2003","secondary school degree","(3b) higher tertiary education","45","0.301308439806789","0.216334163091581","0.386282716521997"
"Rarely","2003","college entrance qualification","(0) in school","","","",""
"Rarely","2003","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","2003","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","2003","college entrance qualification","(2c_gen) general maturity certificate","104","0.131814770728308","0.108195133776702","0.155434407679914"
"Rarely","2003","college entrance qualification","(2c_voc) vocational maturity certificate","318","0.244898409518376","0.221848030961182","0.26794878807557"
"Rarely","2003","college entrance qualification","(3a) lower tertiary education","270","0.25762322431374","0.23067919582574","0.284567252801739"
"Rarely","2003","college entrance qualification","(3b) higher tertiary education","594","0.24766896416523","0.230008706771256","0.265329221559204"
"Rarely","2003","Other degree","(0) in school","","","",""
"Rarely","2003","Other degree","(1a) inadequately completed","","","",""
"Rarely","2003","Other degree","(1b) general elementary school","100","0.229995974339091","0.189161720458883","0.270830228219299"
"Rarely","2003","Other degree","(1c) basic vocational qualification","107","0.25477913941308","0.212394400811696","0.297163878014465"
"Rarely","2003","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","2003","Other degree","(2a) intermediate vocational","","","",""
"Rarely","2003","Other degree","(2c_gen) general maturity certificate","17","","",""
"Rarely","2003","Other degree","(2c_voc) vocational maturity certificate","38","0.176108282564419","0.117451863899161","0.234764701229677"
"Rarely","2003","Other degree","(3a) lower tertiary education","6","","",""
"Rarely","2003","Other degree","(3b) higher tertiary education","41","0.297145600099091","0.228848666759851","0.36544253343833"
"Rarely","2003","no degree/no degree yet","(0) in school","70","0.115286486623403","0.0900867476919326","0.140486225554873"
"Rarely","2003","no degree/no degree yet","(1a) inadequately completed","74","0.249606492235243","0.198174172626207","0.30103881184428"
"Rarely","2003","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","2003","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","2003","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","2003","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","2003","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","2003","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2003","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely","2003","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Never","2003","lower secondary degree","(0) in school","","","",""
"Never","2003","lower secondary degree","(1a) inadequately completed","","","",""
"Never","2003","lower secondary degree","(1b) general elementary school","595","0.364276382409264","0.341626120667907","0.38692664415062"
"Never","2003","lower secondary degree","(1c) basic vocational qualification","1508","0.276797084765709","0.265368958494782","0.288225211036636"
"Never","2003","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","2003","lower secondary degree","(2a) intermediate vocational","4","","",""
"Never","2003","lower secondary degree","(2c_gen) general maturity certificate","4","","",""
"Never","2003","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"Never","2003","lower secondary degree","(3a) lower tertiary education","29","","",""
"Never","2003","lower secondary degree","(3b) higher tertiary education","10","","",""
"Never","2003","secondary school degree","(0) in school","","","",""
"Never","2003","secondary school degree","(1a) inadequately completed","","","",""
"Never","2003","secondary school degree","(1b) general elementary school","","","",""
"Never","2003","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","2003","secondary school degree","(2b) intermediate general qualification","56","0.110028854716188","0.0855934759339206","0.134464233498455"
"Never","2003","secondary school degree","(2a) intermediate vocational","583","0.122541329100241","0.113562069218642","0.131520588981841"
"Never","2003","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Never","2003","secondary school degree","(2c_voc) vocational maturity certificate","9","","",""
"Never","2003","secondary school degree","(3a) lower tertiary education","51","0.103705920187256","0.0777987896443579","0.129613050730155"
"Never","2003","secondary school degree","(3b) higher tertiary education","9","","",""
"Never","2003","college entrance qualification","(0) in school","","","",""
"Never","2003","college entrance qualification","(1a) inadequately completed","","","",""
"Never","2003","college entrance qualification","(1b) general elementary school","","","",""
"Never","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","2003","college entrance qualification","(2c_gen) general maturity certificate","31","0.0339526284249758","0.0213075684308694","0.0465976884190821"
"Never","2003","college entrance qualification","(2c_voc) vocational maturity certificate","115","0.0910237664461415","0.0756054820370163","0.106442050855267"
"Never","2003","college entrance qualification","(3a) lower tertiary education","83","0.0899749713247266","0.0723452534778838","0.107604689171569"
"Never","2003","college entrance qualification","(3b) higher tertiary education","144","0.0734737650807149","0.0627991615361318","0.0841483686252979"
"Never","2003","Other degree","(0) in school","","","",""
"Never","2003","Other degree","(1a) inadequately completed","","","",""
"Never","2003","Other degree","(1b) general elementary school","148","0.367765546480936","0.320976670812202","0.41455442214967"
"Never","2003","Other degree","(1c) basic vocational qualification","128","0.291723546168475","0.247508282577204","0.335938809759746"
"Never","2003","Other degree","(2b) intermediate general qualification","","","",""
"Never","2003","Other degree","(2a) intermediate vocational","","","",""
"Never","2003","Other degree","(2c_gen) general maturity certificate","13","","",""
"Never","2003","Other degree","(2c_voc) vocational maturity certificate","41","0.272913635267804","0.204318044448762","0.341509226086846"
"Never","2003","Other degree","(3a) lower tertiary education","4","","",""
"Never","2003","Other degree","(3b) higher tertiary education","31","0.15941269612655","0.104706472786627","0.214118919466473"
"Never","2003","no degree/no degree yet","(0) in school","12","","",""
"Never","2003","no degree/no degree yet","(1a) inadequately completed","101","0.380588042330527","0.322887353060177","0.438288731600876"
"Never","2003","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","2003","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","2003","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","2003","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","2003","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","2003","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","2003","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","2003","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Very often","2004","lower secondary degree","(0) in school","","","",""
"Very often","2004","lower secondary degree","(1a) inadequately completed","","","",""
"Very often","2004","lower secondary degree","(1b) general elementary school","","","",""
"Very often","2004","lower secondary degree","(1c) basic vocational qualification","","","",""
"Very often","2004","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very often","2004","lower secondary degree","(2a) intermediate vocational","","","",""
"Very often","2004","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very often","2004","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","lower secondary degree","(3a) lower tertiary education","","","",""
"Very often","2004","lower secondary degree","(3b) higher tertiary education","","","",""
"Very often","2004","secondary school degree","(0) in school","","","",""
"Very often","2004","secondary school degree","(1a) inadequately completed","","","",""
"Very often","2004","secondary school degree","(1b) general elementary school","","","",""
"Very often","2004","secondary school degree","(1c) basic vocational qualification","","","",""
"Very often","2004","secondary school degree","(2b) intermediate general qualification","","","",""
"Very often","2004","secondary school degree","(2a) intermediate vocational","","","",""
"Very often","2004","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very often","2004","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","secondary school degree","(3a) lower tertiary education","","","",""
"Very often","2004","secondary school degree","(3b) higher tertiary education","","","",""
"Very often","2004","college entrance qualification","(0) in school","","","",""
"Very often","2004","college entrance qualification","(1a) inadequately completed","","","",""
"Very often","2004","college entrance qualification","(1b) general elementary school","","","",""
"Very often","2004","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very often","2004","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very often","2004","college entrance qualification","(2a) intermediate vocational","","","",""
"Very often","2004","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Very often","2004","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","college entrance qualification","(3a) lower tertiary education","","","",""
"Very often","2004","college entrance qualification","(3b) higher tertiary education","","","",""
"Very often","2004","Other degree","(0) in school","","","",""
"Very often","2004","Other degree","(1a) inadequately completed","","","",""
"Very often","2004","Other degree","(1b) general elementary school","","","",""
"Very often","2004","Other degree","(1c) basic vocational qualification","","","",""
"Very often","2004","Other degree","(2b) intermediate general qualification","","","",""
"Very often","2004","Other degree","(2a) intermediate vocational","","","",""
"Very often","2004","Other degree","(2c_gen) general maturity certificate","","","",""
"Very often","2004","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","Other degree","(3a) lower tertiary education","","","",""
"Very often","2004","Other degree","(3b) higher tertiary education","","","",""
"Very often","2004","no degree/no degree yet","(0) in school","","","",""
"Very often","2004","no degree/no degree yet","(1a) inadequately completed","","","",""
"Very often","2004","no degree/no degree yet","(1b) general elementary school","","","",""
"Very often","2004","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very often","2004","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very often","2004","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very often","2004","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very often","2004","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very often","2004","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Often","2004","lower secondary degree","(0) in school","","","",""
"Often","2004","lower secondary degree","(1a) inadequately completed","","","",""
"Often","2004","lower secondary degree","(1b) general elementary school","","","",""
"Often","2004","lower secondary degree","(1c) basic vocational qualification","","","",""
"Often","2004","lower secondary degree","(2b) intermediate general qualification","","","",""
"Often","2004","lower secondary degree","(2a) intermediate vocational","","","",""
"Often","2004","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Often","2004","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","lower secondary degree","(3a) lower tertiary education","","","",""
"Often","2004","lower secondary degree","(3b) higher tertiary education","","","",""
"Often","2004","secondary school degree","(0) in school","","","",""
"Often","2004","secondary school degree","(1a) inadequately completed","","","",""
"Often","2004","secondary school degree","(1b) general elementary school","","","",""
"Often","2004","secondary school degree","(1c) basic vocational qualification","","","",""
"Often","2004","secondary school degree","(2b) intermediate general qualification","","","",""
"Often","2004","secondary school degree","(2a) intermediate vocational","","","",""
"Often","2004","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Often","2004","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","secondary school degree","(3a) lower tertiary education","","","",""
"Often","2004","secondary school degree","(3b) higher tertiary education","","","",""
"Often","2004","college entrance qualification","(0) in school","","","",""
"Often","2004","college entrance qualification","(1a) inadequately completed","","","",""
"Often","2004","college entrance qualification","(1b) general elementary school","","","",""
"Often","2004","college entrance qualification","(1c) basic vocational qualification","","","",""
"Often","2004","college entrance qualification","(2b) intermediate general qualification","","","",""
"Often","2004","college entrance qualification","(2a) intermediate vocational","","","",""
"Often","2004","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Often","2004","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","college entrance qualification","(3a) lower tertiary education","","","",""
"Often","2004","college entrance qualification","(3b) higher tertiary education","","","",""
"Often","2004","Other degree","(0) in school","","","",""
"Often","2004","Other degree","(1a) inadequately completed","","","",""
"Often","2004","Other degree","(1b) general elementary school","","","",""
"Often","2004","Other degree","(1c) basic vocational qualification","","","",""
"Often","2004","Other degree","(2b) intermediate general qualification","","","",""
"Often","2004","Other degree","(2a) intermediate vocational","","","",""
"Often","2004","Other degree","(2c_gen) general maturity certificate","","","",""
"Often","2004","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","Other degree","(3a) lower tertiary education","","","",""
"Often","2004","Other degree","(3b) higher tertiary education","","","",""
"Often","2004","no degree/no degree yet","(0) in school","","","",""
"Often","2004","no degree/no degree yet","(1a) inadequately completed","","","",""
"Often","2004","no degree/no degree yet","(1b) general elementary school","","","",""
"Often","2004","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Often","2004","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Often","2004","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Often","2004","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Often","2004","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Often","2004","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Sometimes","2004","lower secondary degree","(0) in school","","","",""
"Sometimes","2004","lower secondary degree","(1a) inadequately completed","","","",""
"Sometimes","2004","lower secondary degree","(1b) general elementary school","","","",""
"Sometimes","2004","lower secondary degree","(1c) basic vocational qualification","","","",""
"Sometimes","2004","lower secondary degree","(2b) intermediate general qualification","","","",""
"Sometimes","2004","lower secondary degree","(2a) intermediate vocational","","","",""
"Sometimes","2004","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","lower secondary degree","(3a) lower tertiary education","","","",""
"Sometimes","2004","lower secondary degree","(3b) higher tertiary education","","","",""
"Sometimes","2004","secondary school degree","(0) in school","","","",""
"Sometimes","2004","secondary school degree","(1a) inadequately completed","","","",""
"Sometimes","2004","secondary school degree","(1b) general elementary school","","","",""
"Sometimes","2004","secondary school degree","(1c) basic vocational qualification","","","",""
"Sometimes","2004","secondary school degree","(2b) intermediate general qualification","","","",""
"Sometimes","2004","secondary school degree","(2a) intermediate vocational","","","",""
"Sometimes","2004","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","secondary school degree","(3a) lower tertiary education","","","",""
"Sometimes","2004","secondary school degree","(3b) higher tertiary education","","","",""
"Sometimes","2004","college entrance qualification","(0) in school","","","",""
"Sometimes","2004","college entrance qualification","(1a) inadequately completed","","","",""
"Sometimes","2004","college entrance qualification","(1b) general elementary school","","","",""
"Sometimes","2004","college entrance qualification","(1c) basic vocational qualification","","","",""
