"pld0043","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2003","35-65 y.","higher education","1329","0.404508127918809","0.387537642163315","0.421478613674302","3"
"Sometimes","2003","66 and older","vocational + Abi","26","","","","3"
"Sometimes","2003","66 and older","higher vocational","61","0.243230562035161","0.189617402538313","0.29684372153201","3"
"Sometimes","2003","35-65 y.","in school","","","","","3"
"Sometimes","2003","35-65 y.","inadequately","46","0.348806526376124","0.271762895037815","0.425850157714433","3"
"Sometimes","2003","66 and older","inadequately","10","","","","3"
"Sometimes","2003","66 and older","in school","","","","","3"
"Sometimes","2003","16-34 y.","in school","210","0.339607802266751","0.302240193658274","0.376975410875228","3"
"Sometimes","2003","16-34 y.","inadequately","16","","","","3"
"Sometimes","2003","16-34 y.","general elemantary","387","0.383818840578459","0.353340170297115","0.414297510859802","3"
"Sometimes","2003","16-34 y.","middle vocational","1068","0.402006702773158","0.383590966982602","0.420422438563714","3"
"Sometimes","2003","16-34 y.","vocational + Abi","204","0.408485196278798","0.362916636827044","0.454053755730552","3"
"Sometimes","2003","16-34 y.","higher vocational","111","0.433944978444633","0.375261011080905","0.49262894580836","3"
"Sometimes","2003","16-34 y.","higher education","218","0.404594127748463","0.364123474782083","0.445064780714844","3"
"Very often","2003","16-34 y.","in school","75","0.109479932266717","0.0848425464595932","0.134117318073841","1"
"Very often","2003","16-34 y.","inadequately","5","","","","1"
"Very often","2003","16-34 y.","general elemantary","86","0.0861186151940104","0.068536460451484","0.103700769936537","1"
"Very often","2003","16-34 y.","middle vocational","229","0.0957456675606388","0.084693966344505","0.106797368776773","1"
"Very often","2003","16-34 y.","vocational + Abi","30","0.0830696413444345","0.0574847443303153","0.108654538358554","1"
"Very often","2003","16-34 y.","higher vocational","15","","","","1"
"Very often","2003","16-34 y.","higher education","42","0.0563212623844813","0.0373116989866299","0.0753308257823328","1"
"Very often","2003","35-65 y.","in school","","","","","1"
"Very often","2003","35-65 y.","inadequately","","","","","1"
"Very often","2003","35-65 y.","general elemantary","20","","","","1"
"Very often","2003","35-65 y.","middle vocational","184","0.0289475565313517","0.0248720151600328","0.0330230979026707","1"
"Very often","2003","35-65 y.","vocational + Abi","16","","","","1"
"Very often","2003","35-65 y.","higher vocational","39","0.0477910733578693","0.035541396144849","0.0600407505708897","1"
"Very often","2003","35-65 y.","higher education","136","0.0439402279349156","0.0368531631401661","0.0510272927296651","1"
"Very often","2003","66 and older","in school","","","","","1"
"Very often","2003","66 and older","inadequately","1","","","","1"
"Very often","2003","66 and older","general elemantary","2","","","","1"
"Very often","2003","66 and older","middle vocational","15","","","","1"
"Very often","2003","66 and older","vocational + Abi","1","","","","1"
"Very often","2003","66 and older","higher vocational","","","","","1"
"Very often","2003","66 and older","higher education","2","","","","1"
"Never","2004","66 and older","vocational + Abi","","","","","5"
"Never","2004","66 and older","higher education","","","","","5"
"Never","2004","66 and older","higher vocational","","","","","5"
"Never","2004","35-65 y.","in school","","","","","5"
"Never","2004","35-65 y.","inadequately","","","","","5"
"Never","2004","35-65 y.","general elemantary","","","","","5"
"Never","2004","35-65 y.","middle vocational","","","","","5"
"Never","2004","35-65 y.","vocational + Abi","","","","","5"
"Never","2004","66 and older","in school","","","","","5"
"Never","2004","66 and older","inadequately","","","","","5"
"Never","2004","66 and older","general elemantary","","","","","5"
"Never","2004","66 and older","middle vocational","","","","","5"
"Never","2004","35-65 y.","higher vocational","","","","","5"
"Never","2004","35-65 y.","higher education","","","","","5"
"Never","2004","16-34 y.","in school","","","","","5"
"Never","2004","16-34 y.","inadequately","","","","","5"
"Never","2004","16-34 y.","general elemantary","","","","","5"
"Never","2004","16-34 y.","middle vocational","","","","","5"
"Never","2004","16-34 y.","vocational + Abi","","","","","5"
"Never","2004","16-34 y.","higher vocational","","","","","5"
"Never","2004","16-34 y.","higher education","","","","","5"
"Often","2004","66 and older","vocational + Abi","","","","","2"
"Often","2004","66 and older","in school","","","","","2"
"Often","2004","66 and older","inadequately","","","","","2"
"Often","2004","66 and older","general elemantary","","","","","2"
"Often","2004","66 and older","middle vocational","","","","","2"
"Often","2004","66 and older","higher vocational","","","","","2"
"Often","2004","66 and older","higher education","","","","","2"
"Often","2004","35-65 y.","in school","","","","","2"
"Often","2004","35-65 y.","inadequately","","","","","2"
"Often","2004","35-65 y.","general elemantary","","","","","2"
"Often","2004","35-65 y.","vocational + Abi","","","","","2"
"Often","2004","35-65 y.","higher vocational","","","","","2"
"Often","2004","35-65 y.","higher education","","","","","2"
"Often","2004","16-34 y.","in school","","","","","2"
"Often","2004","16-34 y.","vocational + Abi","","","","","2"
"Often","2004","16-34 y.","higher vocational","","","","","2"
"Often","2004","16-34 y.","higher education","","","","","2"
"Often","2004","35-65 y.","middle vocational","","","","","2"
"Often","2004","16-34 y.","general elemantary","","","","","2"
"Often","2004","16-34 y.","middle vocational","","","","","2"
"Often","2004","16-34 y.","inadequately","","","","","2"
"Rarely","2004","66 and older","in school","","","","","4"
"Rarely","2004","66 and older","inadequately","","","","","4"
"Rarely","2004","66 and older","general elemantary","","","","","4"
"Rarely","2004","66 and older","middle vocational","","","","","4"
"Rarely","2004","66 and older","vocational + Abi","","","","","4"
"Rarely","2004","66 and older","higher vocational","","","","","4"
"Rarely","2004","66 and older","higher education","","","","","4"
"Rarely","2004","35-65 y.","in school","","","","","4"
"Rarely","2004","35-65 y.","inadequately","","","","","4"
"Rarely","2004","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2004","35-65 y.","higher vocational","","","","","4"
"Rarely","2004","35-65 y.","higher education","","","","","4"
"Rarely","2004","16-34 y.","vocational + Abi","","","","","4"
"Rarely","2004","16-34 y.","higher vocational","","","","","4"
"Rarely","2004","16-34 y.","higher education","","","","","4"
"Rarely","2004","35-65 y.","general elemantary","","","","","4"
"Rarely","2004","35-65 y.","middle vocational","","","","","4"
"Rarely","2004","16-34 y.","general elemantary","","","","","4"
"Rarely","2004","16-34 y.","middle vocational","","","","","4"
"Rarely","2004","16-34 y.","inadequately","","","","","4"
"Rarely","2004","16-34 y.","in school","","","","","4"
"Sometimes","2004","66 and older","middle vocational","","","","","3"
"Sometimes","2004","66 and older","higher education","","","","","3"
"Sometimes","2004","66 and older","higher vocational","","","","","3"
"Sometimes","2004","66 and older","vocational + Abi","","","","","3"
"Sometimes","2004","35-65 y.","in school","","","","","3"
"Sometimes","2004","35-65 y.","inadequately","","","","","3"
"Sometimes","2004","35-65 y.","general elemantary","","","","","3"
"Sometimes","2004","35-65 y.","middle vocational","","","","","3"
"Sometimes","2004","35-65 y.","vocational + Abi","","","","","3"
"Sometimes","2004","35-65 y.","higher vocational","","","","","3"
"Sometimes","2004","35-65 y.","higher education","","","","","3"
"Sometimes","2004","66 and older","in school","","","","","3"
"Sometimes","2004","66 and older","inadequately","","","","","3"
"Sometimes","2004","66 and older","general elemantary","","","","","3"
"Sometimes","2004","16-34 y.","in school","","","","","3"
"Sometimes","2004","16-34 y.","inadequately","","","","","3"
"Sometimes","2004","16-34 y.","general elemantary","","","","","3"
"Sometimes","2004","16-34 y.","middle vocational","","","","","3"
"Sometimes","2004","16-34 y.","vocational + Abi","","","","","3"
"Sometimes","2004","16-34 y.","higher vocational","","","","","3"
"Sometimes","2004","16-34 y.","higher education","","","","","3"
"Very often","2004","16-34 y.","in school","","","","","1"
"Very often","2004","16-34 y.","inadequately","","","","","1"
"Very often","2004","16-34 y.","general elemantary","","","","","1"
"Very often","2004","16-34 y.","middle vocational","","","","","1"
"Very often","2004","16-34 y.","vocational + Abi","","","","","1"
"Very often","2004","16-34 y.","higher vocational","","","","","1"
"Very often","2004","16-34 y.","higher education","","","","","1"
"Very often","2004","35-65 y.","in school","","","","","1"
"Very often","2004","35-65 y.","inadequately","","","","","1"
"Very often","2004","35-65 y.","general elemantary","","","","","1"
"Very often","2004","35-65 y.","middle vocational","","","","","1"
"Very often","2004","35-65 y.","vocational + Abi","","","","","1"
"Very often","2004","35-65 y.","higher vocational","","","","","1"
"Very often","2004","35-65 y.","higher education","","","","","1"
"Very often","2004","66 and older","in school","","","","","1"
"Very often","2004","66 and older","inadequately","","","","","1"
"Very often","2004","66 and older","general elemantary","","","","","1"
"Very often","2004","66 and older","middle vocational","","","","","1"
"Very often","2004","66 and older","vocational + Abi","","","","","1"
"Very often","2004","66 and older","higher vocational","","","","","1"
"Very often","2004","66 and older","higher education","","","","","1"
"Never","2005","35-65 y.","in school","","","","","5"
"Never","2005","35-65 y.","general elemantary","","","","","5"
"Never","2005","35-65 y.","middle vocational","","","","","5"
"Never","2005","35-65 y.","vocational + Abi","","","","","5"
"Never","2005","35-65 y.","higher vocational","","","","","5"
"Never","2005","66 and older","vocational + Abi","","","","","5"
"Never","2005","66 and older","higher vocational","","","","","5"
"Never","2005","66 and older","higher education","","","","","5"
"Never","2005","35-65 y.","inadequately","","","","","5"
"Never","2005","16-34 y.","in school","","","","","5"
"Never","2005","16-34 y.","inadequately","","","","","5"
"Never","2005","16-34 y.","general elemantary","","","","","5"
"Never","2005","16-34 y.","middle vocational","","","","","5"
"Never","2005","16-34 y.","vocational + Abi","","","","","5"
"Never","2005","16-34 y.","higher vocational","","","","","5"
"Never","2005","16-34 y.","higher education","","","","","5"
"Never","2005","35-65 y.","higher education","","","","","5"
"Never","2005","66 and older","in school","","","","","5"
"Never","2005","66 and older","inadequately","","","","","5"
"Never","2005","66 and older","general elemantary","","","","","5"
"Never","2005","66 and older","middle vocational","","","","","5"
"Often","2005","35-65 y.","general elemantary","","","","","2"
"Often","2005","35-65 y.","middle vocational","","","","","2"
"Often","2005","66 and older","vocational + Abi","","","","","2"
"Often","2005","35-65 y.","in school","","","","","2"
"Often","2005","35-65 y.","inadequately","","","","","2"
"Often","2005","16-34 y.","in school","","","","","2"
"Often","2005","16-34 y.","inadequately","","","","","2"
"Often","2005","35-65 y.","vocational + Abi","","","","","2"
"Often","2005","35-65 y.","higher vocational","","","","","2"
"Often","2005","35-65 y.","higher education","","","","","2"
"Often","2005","66 and older","in school","","","","","2"
"Often","2005","66 and older","inadequately","","","","","2"
"Often","2005","66 and older","general elemantary","","","","","2"
"Often","2005","66 and older","middle vocational","","","","","2"
"Often","2005","66 and older","higher vocational","","","","","2"
"Often","2005","66 and older","higher education","","","","","2"
"Often","2005","16-34 y.","general elemantary","","","","","2"
"Often","2005","16-34 y.","middle vocational","","","","","2"
"Often","2005","16-34 y.","vocational + Abi","","","","","2"
"Often","2005","16-34 y.","higher vocational","","","","","2"
"Often","2005","16-34 y.","higher education","","","","","2"
"Rarely","2005","35-65 y.","general elemantary","","","","","4"
"Rarely","2005","35-65 y.","in school","","","","","4"
"Rarely","2005","35-65 y.","inadequately","","","","","4"
"Rarely","2005","35-65 y.","middle vocational","","","","","4"
"Rarely","2005","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2005","35-65 y.","higher vocational","","","","","4"
"Rarely","2005","35-65 y.","higher education","","","","","4"
"Rarely","2005","66 and older","in school","","","","","4"
"Rarely","2005","66 and older","inadequately","","","","","4"
"Rarely","2005","66 and older","general elemantary","","","","","4"
"Rarely","2005","66 and older","middle vocational","","","","","4"
"Rarely","2005","66 and older","vocational + Abi","","","","","4"
"Rarely","2005","66 and older","higher vocational","","","","","4"
"Rarely","2005","66 and older","higher education","","","","","4"
"Rarely","2005","16-34 y.","in school","","","","","4"
"Rarely","2005","16-34 y.","inadequately","","","","","4"
"Rarely","2005","16-34 y.","general elemantary","","","","","4"
"Rarely","2005","16-34 y.","middle vocational","","","","","4"
"Rarely","2005","16-34 y.","vocational + Abi","","","","","4"
"Rarely","2005","16-34 y.","higher vocational","","","","","4"
"Rarely","2005","16-34 y.","higher education","","","","","4"
"Sometimes","2005","16-34 y.","in school","","","","","3"
"Sometimes","2005","16-34 y.","inadequately","","","","","3"
"Sometimes","2005","16-34 y.","general elemantary","","","","","3"
"Sometimes","2005","16-34 y.","middle vocational","","","","","3"
"Sometimes","2005","16-34 y.","vocational + Abi","","","","","3"
"Sometimes","2005","35-65 y.","in school","","","","","3"
"Sometimes","2005","35-65 y.","inadequately","","","","","3"
"Sometimes","2005","35-65 y.","general elemantary","","","","","3"
"Sometimes","2005","35-65 y.","middle vocational","","","","","3"
"Sometimes","2005","35-65 y.","vocational + Abi","","","","","3"
"Sometimes","2005","35-65 y.","higher vocational","","","","","3"
"Sometimes","2005","35-65 y.","higher education","","","","","3"
"Sometimes","2005","66 and older","middle vocational","","","","","3"
"Sometimes","2005","66 and older","vocational + Abi","","","","","3"
"Sometimes","2005","66 and older","higher vocational","","","","","3"
"Sometimes","2005","66 and older","higher education","","","","","3"
"Sometimes","2005","16-34 y.","higher vocational","","","","","3"
"Sometimes","2005","16-34 y.","higher education","","","","","3"
"Sometimes","2005","66 and older","in school","","","","","3"
"Sometimes","2005","66 and older","inadequately","","","","","3"
"Sometimes","2005","66 and older","general elemantary","","","","","3"
"Very often","2005","16-34 y.","in school","","","","","1"
"Very often","2005","16-34 y.","inadequately","","","","","1"
"Very often","2005","16-34 y.","general elemantary","","","","","1"
"Very often","2005","16-34 y.","middle vocational","","","","","1"
"Very often","2005","16-34 y.","vocational + Abi","","","","","1"
"Very often","2005","16-34 y.","higher vocational","","","","","1"
"Very often","2005","16-34 y.","higher education","","","","","1"
"Very often","2005","35-65 y.","in school","","","","","1"
"Very often","2005","35-65 y.","inadequately","","","","","1"
"Very often","2005","35-65 y.","general elemantary","","","","","1"
"Very often","2005","35-65 y.","middle vocational","","","","","1"
"Very often","2005","35-65 y.","vocational + Abi","","","","","1"
"Very often","2005","35-65 y.","higher vocational","","","","","1"
"Very often","2005","35-65 y.","higher education","","","","","1"
"Very often","2005","66 and older","in school","","","","","1"
"Very often","2005","66 and older","inadequately","","","","","1"
"Very often","2005","66 and older","general elemantary","","","","","1"
"Very often","2005","66 and older","middle vocational","","","","","1"
"Very often","2005","66 and older","vocational + Abi","","","","","1"
"Very often","2005","66 and older","higher vocational","","","","","1"
"Very often","2005","66 and older","higher education","","","","","1"
"Never","2006","35-65 y.","in school","","","","","5"
"Never","2006","35-65 y.","inadequately","","","","","5"
"Never","2006","35-65 y.","general elemantary","","","","","5"
"Never","2006","35-65 y.","middle vocational","","","","","5"
"Never","2006","35-65 y.","higher vocational","","","","","5"
"Never","2006","66 and older","vocational + Abi","","","","","5"
"Never","2006","66 and older","higher education","","","","","5"
"Never","2006","35-65 y.","vocational + Abi","","","","","5"
"Never","2006","66 and older","middle vocational","","","","","5"
"Never","2006","66 and older","higher vocational","","","","","5"
"Never","2006","16-34 y.","in school","","","","","5"
"Never","2006","16-34 y.","inadequately","","","","","5"
"Never","2006","16-34 y.","general elemantary","","","","","5"
"Never","2006","16-34 y.","middle vocational","","","","","5"
"Never","2006","16-34 y.","vocational + Abi","","","","","5"
"Never","2006","16-34 y.","higher vocational","","","","","5"
"Never","2006","16-34 y.","higher education","","","","","5"
"Never","2006","35-65 y.","higher education","","","","","5"
"Never","2006","66 and older","in school","","","","","5"
"Never","2006","66 and older","inadequately","","","","","5"
"Never","2006","66 and older","general elemantary","","","","","5"
"Often","2006","66 and older","middle vocational","","","","","2"
"Often","2006","66 and older","vocational + Abi","","","","","2"
"Often","2006","35-65 y.","in school","","","","","2"
"Often","2006","35-65 y.","inadequately","","","","","2"
"Often","2006","35-65 y.","general elemantary","","","","","2"
"Often","2006","35-65 y.","middle vocational","","","","","2"
"Often","2006","35-65 y.","vocational + Abi","","","","","2"
"Often","2006","35-65 y.","higher vocational","","","","","2"
"Often","2006","35-65 y.","higher education","","","","","2"
"Often","2006","66 and older","in school","","","","","2"
"Often","2006","66 and older","inadequately","","","","","2"
"Often","2006","66 and older","general elemantary","","","","","2"
"Often","2006","66 and older","higher vocational","","","","","2"
"Often","2006","66 and older","higher education","","","","","2"
"Often","2006","16-34 y.","in school","","","","","2"
"Often","2006","16-34 y.","inadequately","","","","","2"
"Often","2006","16-34 y.","vocational + Abi","","","","","2"
"Often","2006","16-34 y.","higher vocational","","","","","2"
"Often","2006","16-34 y.","higher education","","","","","2"
"Often","2006","16-34 y.","general elemantary","","","","","2"
"Often","2006","16-34 y.","middle vocational","","","","","2"
"Rarely","2006","35-65 y.","inadequately","","","","","4"
"Rarely","2006","35-65 y.","in school","","","","","4"
"Rarely","2006","35-65 y.","general elemantary","","","","","4"
"Rarely","2006","35-65 y.","middle vocational","","","","","4"
"Rarely","2006","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2006","35-65 y.","higher vocational","","","","","4"
"Rarely","2006","35-65 y.","higher education","","","","","4"
"Rarely","2006","66 and older","in school","","","","","4"
"Rarely","2006","66 and older","inadequately","","","","","4"
"Rarely","2006","66 and older","general elemantary","","","","","4"
"Rarely","2006","66 and older","middle vocational","","","","","4"
"Rarely","2006","66 and older","vocational + Abi","","","","","4"
"Rarely","2006","66 and older","higher vocational","","","","","4"
"Rarely","2006","66 and older","higher education","","","","","4"
"Rarely","2006","16-34 y.","in school","","","","","4"
"Rarely","2006","16-34 y.","inadequately","","","","","4"
"Rarely","2006","16-34 y.","general elemantary","","","","","4"
"Rarely","2006","16-34 y.","middle vocational","","","","","4"
"Rarely","2006","16-34 y.","vocational + Abi","","","","","4"
"Rarely","2006","16-34 y.","higher vocational","","","","","4"
"Rarely","2006","16-34 y.","higher education","","","","","4"
"Sometimes","2006","16-34 y.","in school","","","","","3"
"Sometimes","2006","16-34 y.","inadequately","","","","","3"
"Sometimes","2006","16-34 y.","general elemantary","","","","","3"
"Sometimes","2006","16-34 y.","middle vocational","","","","","3"
"Sometimes","2006","16-34 y.","vocational + Abi","","","","","3"
"Sometimes","2006","35-65 y.","in school","","","","","3"
"Sometimes","2006","35-65 y.","inadequately","","","","","3"
"Sometimes","2006","35-65 y.","general elemantary","","","","","3"
"Sometimes","2006","35-65 y.","middle vocational","","","","","3"
"Sometimes","2006","35-65 y.","vocational + Abi","","","","","3"
"Sometimes","2006","35-65 y.","higher vocational","","","","","3"
"Sometimes","2006","35-65 y.","higher education","","","","","3"
"Sometimes","2006","16-34 y.","higher vocational","","","","","3"
"Sometimes","2006","16-34 y.","higher education","","","","","3"
"Sometimes","2006","66 and older","in school","","","","","3"
"Sometimes","2006","66 and older","inadequately","","","","","3"
"Sometimes","2006","66 and older","general elemantary","","","","","3"
"Sometimes","2006","66 and older","middle vocational","","","","","3"
"Sometimes","2006","66 and older","vocational + Abi","","","","","3"
"Sometimes","2006","66 and older","higher vocational","","","","","3"
"Sometimes","2006","66 and older","higher education","","","","","3"
"Very often","2006","35-65 y.","vocational + Abi","","","","","1"
"Very often","2006","35-65 y.","higher vocational","","","","","1"
"Very often","2006","35-65 y.","higher education","","","","","1"
"Very often","2006","66 and older","in school","","","","","1"
"Very often","2006","66 and older","inadequately","","","","","1"
"Very often","2006","16-34 y.","in school","","","","","1"
"Very often","2006","16-34 y.","inadequately","","","","","1"
"Very often","2006","16-34 y.","general elemantary","","","","","1"
"Very often","2006","16-34 y.","middle vocational","","","","","1"
"Very often","2006","16-34 y.","vocational + Abi","","","","","1"
"Very often","2006","16-34 y.","higher vocational","","","","","1"
"Very often","2006","16-34 y.","higher education","","","","","1"
"Very often","2006","35-65 y.","in school","","","","","1"
"Very often","2006","35-65 y.","inadequately","","","","","1"
"Very often","2006","35-65 y.","general elemantary","","","","","1"
"Very often","2006","35-65 y.","middle vocational","","","","","1"
"Very often","2006","66 and older","general elemantary","","","","","1"
"Very often","2006","66 and older","middle vocational","","","","","1"
"Very often","2006","66 and older","vocational + Abi","","","","","1"
"Very often","2006","66 and older","higher vocational","","","","","1"
"Very often","2006","66 and older","higher education","","","","","1"
"Never","2007","35-65 y.","middle vocational","","","","","5"
"Never","2007","35-65 y.","vocational + Abi","","","","","5"
"Never","2007","66 and older","middle vocational","","","","","5"
"Never","2007","66 and older","vocational + Abi","","","","","5"
"Never","2007","66 and older","higher vocational","","","","","5"
"Never","2007","66 and older","higher education","","","","","5"
"Never","2007","35-65 y.","in school","","","","","5"
"Never","2007","35-65 y.","general elemantary","","","","","5"
"Never","2007","35-65 y.","inadequately","","","","","5"
"Never","2007","35-65 y.","higher vocational","","","","","5"
"Never","2007","35-65 y.","higher education","","","","","5"
"Never","2007","66 and older","in school","","","","","5"
"Never","2007","66 and older","inadequately","","","","","5"
"Never","2007","66 and older","general elemantary","","","","","5"
"Never","2007","16-34 y.","in school","","","","","5"
"Never","2007","16-34 y.","inadequately","","","","","5"
"Never","2007","16-34 y.","general elemantary","","","","","5"
"Never","2007","16-34 y.","middle vocational","","","","","5"
"Never","2007","16-34 y.","vocational + Abi","","","","","5"
"Never","2007","16-34 y.","higher vocational","","","","","5"
"Never","2007","16-34 y.","higher education","","","","","5"
"Often","2007","66 and older","vocational + Abi","","","","","2"
"Often","2007","35-65 y.","vocational + Abi","","","","","2"
"Often","2007","66 and older","higher vocational","","","","","2"
"Often","2007","35-65 y.","middle vocational","","","","","2"
"Often","2007","35-65 y.","in school","","","","","2"
"Often","2007","35-65 y.","inadequately","","","","","2"
"Often","2007","35-65 y.","general elemantary","","","","","2"
"Often","2007","16-34 y.","in school","","","","","2"
"Often","2007","16-34 y.","inadequately","","","","","2"
"Often","2007","16-34 y.","general elemantary","","","","","2"
"Often","2007","35-65 y.","higher vocational","","","","","2"
"Often","2007","35-65 y.","higher education","","","","","2"
"Often","2007","66 and older","in school","","","","","2"
"Often","2007","66 and older","inadequately","","","","","2"
"Often","2007","66 and older","general elemantary","","","","","2"
"Often","2007","66 and older","middle vocational","","","","","2"
"Often","2007","66 and older","higher education","","","","","2"
"Often","2007","16-34 y.","middle vocational","","","","","2"
"Often","2007","16-34 y.","vocational + Abi","","","","","2"
