"pld0043","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Very often","2006","direct migration background","Male","","","",""
"Very often","2006","direct migration background","Female","","","",""
"Very often","2006","indirect migration background","Male","","","",""
"Very often","2006","indirect migration background","Female","","","",""
"Often","2006","no migration background","Male","","","",""
"Often","2006","no migration background","Female","","","",""
"Often","2006","direct migration background","Male","","","",""
"Often","2006","direct migration background","Female","","","",""
"Often","2006","indirect migration background","Male","","","",""
"Often","2006","indirect migration background","Female","","","",""
"Sometimes","2006","no migration background","Male","","","",""
"Sometimes","2006","no migration background","Female","","","",""
"Sometimes","2006","direct migration background","Male","","","",""
"Sometimes","2006","direct migration background","Female","","","",""
"Sometimes","2006","indirect migration background","Male","","","",""
"Sometimes","2006","indirect migration background","Female","","","",""
"Rarely","2006","no migration background","Male","","","",""
"Rarely","2006","no migration background","Female","","","",""
"Rarely","2006","direct migration background","Male","","","",""
"Rarely","2006","direct migration background","Female","","","",""
"Rarely","2006","indirect migration background","Male","","","",""
"Rarely","2006","indirect migration background","Female","","","",""
"Never","2006","no migration background","Male","","","",""
"Never","2006","no migration background","Female","","","",""
"Never","2006","direct migration background","Male","","","",""
"Never","2006","direct migration background","Female","","","",""
"Never","2006","indirect migration background","Male","","","",""
"Never","2006","indirect migration background","Female","","","",""
"Very often","2007","no migration background","Male","","","",""
"Very often","2007","no migration background","Female","","","",""
"Very often","2007","direct migration background","Male","","","",""
"Very often","2007","direct migration background","Female","","","",""
"Very often","2007","indirect migration background","Male","","","",""
"Very often","2007","indirect migration background","Female","","","",""
"Often","2007","no migration background","Male","","","",""
"Often","2007","no migration background","Female","","","",""
"Often","2007","direct migration background","Male","","","",""
"Often","2007","direct migration background","Female","","","",""
"Often","2007","indirect migration background","Male","","","",""
"Often","2007","indirect migration background","Female","","","",""
"Sometimes","2007","no migration background","Male","","","",""
"Sometimes","2007","no migration background","Female","","","",""
"Sometimes","2007","direct migration background","Male","","","",""
"Sometimes","2007","direct migration background","Female","","","",""
"Sometimes","2007","indirect migration background","Male","","","",""
"Sometimes","2007","indirect migration background","Female","","","",""
"Rarely","2007","no migration background","Male","","","",""
"Rarely","2007","no migration background","Female","","","",""
"Rarely","2007","direct migration background","Male","","","",""
"Rarely","2007","direct migration background","Female","","","",""
"Rarely","2007","indirect migration background","Male","","","",""
"Rarely","2007","indirect migration background","Female","","","",""
"Never","2007","no migration background","Male","","","",""
"Never","2007","no migration background","Female","","","",""
"Never","2007","direct migration background","Male","","","",""
"Never","2007","direct migration background","Female","","","",""
"Never","2007","indirect migration background","Male","","","",""
"Never","2007","indirect migration background","Female","","","",""
"Very often","2008","no migration background","Male","203","0.0250003138606145","0.0215664311157439","0.0284341966054851"
"Very often","2008","no migration background","Female","308","0.0326405459822298","0.0289034364481544","0.0363776555163051"
"Very often","2008","direct migration background","Male","21","","",""
"Very often","2008","direct migration background","Female","35","0.0315086240959083","0.0207512575560259","0.0422659906357906"
"Very often","2008","indirect migration background","Male","19","","",""
"Very often","2008","indirect migration background","Female","27","","",""
"Often","2008","no migration background","Male","1180","0.15284801977192","0.144933563817973","0.160762475725867"
"Often","2008","no migration background","Female","1409","0.150639964328464","0.14311716992135","0.158162758735579"
"Often","2008","direct migration background","Male","117","0.126601114183164","0.104618530547257","0.148583697819071"
"Often","2008","direct migration background","Female","142","0.131968583266657","0.111126248485277","0.152810918048037"
"Often","2008","indirect migration background","Male","89","0.214799341704641","0.173065974981907","0.256532708427374"
"Often","2008","indirect migration background","Female","91","0.2209618361202","0.180251972729389","0.261671699511011"
"Sometimes","2008","no migration background","Male","2703","0.339699237815677","0.329282573270262","0.350115902361092"
"Sometimes","2008","no migration background","Female","3017","0.336745257907351","0.326805996661984","0.346684519152719"
"Sometimes","2008","direct migration background","Male","263","0.299555750693348","0.269274119123865","0.329837382262832"
"Sometimes","2008","direct migration background","Female","313","0.308283700674307","0.279846774216052","0.336720627132562"
"Sometimes","2008","indirect migration background","Male","149","0.401170635267493","0.351363365800969","0.450977904734017"
"Sometimes","2008","indirect migration background","Female","146","0.367925563207098","0.320607633143764","0.415243493270432"
"Rarely","2008","no migration background","Male","2564","0.310482046451821","0.300305474008879","0.320658618894764"
"Rarely","2008","no migration background","Female","2426","0.283915605610597","0.274432732999008","0.293398478222186"
"Rarely","2008","direct migration background","Male","260","0.31505445517438","0.2843448319064","0.34576407844236"
"Rarely","2008","direct migration background","Female","266","0.286827041382205","0.258975396523556","0.314678686240854"
"Rarely","2008","indirect migration background","Male","83","0.237849311787473","0.194583187480262","0.281115436094684"
"Rarely","2008","indirect migration background","Female","85","0.19241729787188","0.153738122812025","0.231096472931734"
"Never","2008","no migration background","Male","1291","0.171970382099967","0.163670722956428","0.180270041243505"
"Never","2008","no migration background","Female","1525","0.196058626171358","0.187708974712713","0.204408277630002"
"Never","2008","direct migration background","Male","218","0.227474161629588","0.199761630304257","0.25518669295492"
"Never","2008","direct migration background","Female","257","0.241412050580923","0.215059308559144","0.267764792602701"
"Never","2008","indirect migration background","Male","32","0.101762419051652","0.0710392547847569","0.132485583318547"
"Never","2008","indirect migration background","Female","50","0.148891743525286","0.113962486113686","0.183821000936886"
"Very often","2009","no migration background","Male","","","",""
"Very often","2009","no migration background","Female","","","",""
"Very often","2009","direct migration background","Male","","","",""
"Very often","2009","direct migration background","Female","","","",""
"Very often","2009","indirect migration background","Male","","","",""
"Very often","2009","indirect migration background","Female","","","",""
"Often","2009","no migration background","Male","","","",""
"Often","2009","no migration background","Female","","","",""
"Often","2009","direct migration background","Male","","","",""
"Often","2009","direct migration background","Female","","","",""
"Often","2009","indirect migration background","Male","","","",""
"Often","2009","indirect migration background","Female","","","",""
"Sometimes","2009","no migration background","Male","","","",""
"Sometimes","2009","no migration background","Female","","","",""
"Sometimes","2009","direct migration background","Male","","","",""
"Sometimes","2009","direct migration background","Female","","","",""
"Sometimes","2009","indirect migration background","Male","","","",""
"Sometimes","2009","indirect migration background","Female","","","",""
"Rarely","2009","no migration background","Male","","","",""
"Rarely","2009","no migration background","Female","","","",""
"Rarely","2009","direct migration background","Male","","","",""
"Rarely","2009","direct migration background","Female","","","",""
"Rarely","2009","indirect migration background","Male","","","",""
"Rarely","2009","indirect migration background","Female","","","",""
"Never","2009","no migration background","Male","","","",""
"Never","2009","no migration background","Female","","","",""
"Never","2009","direct migration background","Male","","","",""
"Never","2009","direct migration background","Female","","","",""
"Never","2009","indirect migration background","Male","","","",""
"Never","2009","indirect migration background","Female","","","",""
"Very often","2010","no migration background","Male","","","",""
"Very often","2010","no migration background","Female","","","",""
"Very often","2010","direct migration background","Male","","","",""
"Very often","2010","direct migration background","Female","","","",""
"Very often","2010","indirect migration background","Male","","","",""
"Very often","2010","indirect migration background","Female","","","",""
"Often","2010","no migration background","Male","","","",""
"Often","2010","no migration background","Female","","","",""
"Often","2010","direct migration background","Male","","","",""
"Often","2010","direct migration background","Female","","","",""
"Often","2010","indirect migration background","Male","","","",""
"Often","2010","indirect migration background","Female","","","",""
"Sometimes","2010","no migration background","Male","","","",""
"Sometimes","2010","no migration background","Female","","","",""
"Sometimes","2010","direct migration background","Male","","","",""
"Sometimes","2010","direct migration background","Female","","","",""
"Sometimes","2010","indirect migration background","Male","","","",""
"Sometimes","2010","indirect migration background","Female","","","",""
"Rarely","2010","no migration background","Male","","","",""
"Rarely","2010","no migration background","Female","","","",""
"Rarely","2010","direct migration background","Male","","","",""
"Rarely","2010","direct migration background","Female","","","",""
"Rarely","2010","indirect migration background","Male","","","",""
"Rarely","2010","indirect migration background","Female","","","",""
"Never","2010","no migration background","Male","","","",""
"Never","2010","no migration background","Female","","","",""
"Never","2010","direct migration background","Male","","","",""
"Never","2010","direct migration background","Female","","","",""
"Never","2010","indirect migration background","Male","","","",""
"Never","2010","indirect migration background","Female","","","",""
"Very often","2011","no migration background","Male","","","",""
"Very often","2011","no migration background","Female","","","",""
"Very often","2011","direct migration background","Male","","","",""
"Very often","2011","direct migration background","Female","","","",""
"Very often","2011","indirect migration background","Male","","","",""
"Very often","2011","indirect migration background","Female","","","",""
"Often","2011","no migration background","Male","","","",""
"Often","2011","no migration background","Female","","","",""
"Often","2011","direct migration background","Male","","","",""
"Often","2011","direct migration background","Female","","","",""
"Often","2011","indirect migration background","Male","","","",""
"Often","2011","indirect migration background","Female","","","",""
"Sometimes","2011","no migration background","Male","","","",""
"Sometimes","2011","no migration background","Female","","","",""
"Sometimes","2011","direct migration background","Male","","","",""
"Sometimes","2011","direct migration background","Female","","","",""
"Sometimes","2011","indirect migration background","Male","","","",""
"Sometimes","2011","indirect migration background","Female","","","",""
"Rarely","2011","no migration background","Male","","","",""
"Rarely","2011","no migration background","Female","","","",""
"Rarely","2011","direct migration background","Male","","","",""
"Rarely","2011","direct migration background","Female","","","",""
"Rarely","2011","indirect migration background","Male","","","",""
"Rarely","2011","indirect migration background","Female","","","",""
"Never","2011","no migration background","Male","","","",""
"Never","2011","no migration background","Female","","","",""
"Never","2011","direct migration background","Male","","","",""
"Never","2011","direct migration background","Female","","","",""
"Never","2011","indirect migration background","Male","","","",""
"Never","2011","indirect migration background","Female","","","",""
"Very often","2012","no migration background","Male","","","",""
"Very often","2012","no migration background","Female","","","",""
"Very often","2012","direct migration background","Male","","","",""
"Very often","2012","direct migration background","Female","","","",""
"Very often","2012","indirect migration background","Male","","","",""
"Very often","2012","indirect migration background","Female","","","",""
"Often","2012","no migration background","Male","","","",""
"Often","2012","no migration background","Female","","","",""
"Often","2012","direct migration background","Male","","","",""
"Often","2012","direct migration background","Female","","","",""
"Often","2012","indirect migration background","Male","","","",""
"Often","2012","indirect migration background","Female","","","",""
"Sometimes","2012","no migration background","Male","","","",""
"Sometimes","2012","no migration background","Female","","","",""
"Sometimes","2012","direct migration background","Male","","","",""
"Sometimes","2012","direct migration background","Female","","","",""
"Sometimes","2012","indirect migration background","Male","","","",""
"Sometimes","2012","indirect migration background","Female","","","",""
"Rarely","2012","no migration background","Male","","","",""
"Rarely","2012","no migration background","Female","","","",""
"Rarely","2012","direct migration background","Male","","","",""
"Rarely","2012","direct migration background","Female","","","",""
"Rarely","2012","indirect migration background","Male","","","",""
"Rarely","2012","indirect migration background","Female","","","",""
"Never","2012","no migration background","Male","","","",""
"Never","2012","no migration background","Female","","","",""
"Never","2012","direct migration background","Male","","","",""
"Never","2012","direct migration background","Female","","","",""
"Never","2012","indirect migration background","Male","","","",""
"Never","2012","indirect migration background","Female","","","",""
"Very often","2013","no migration background","Male","215","0.0207872317086079","0.0179692836456752","0.0236051797715406"
"Very often","2013","no migration background","Female","330","0.0259625690446281","0.0230980465551021","0.0288270915341541"
"Very often","2013","direct migration background","Male","34","0.027662739213586","0.0182044376991332","0.0371210407280387"
"Very often","2013","direct migration background","Female","46","0.0244665527351159","0.0166456884773485","0.0322874169928833"
"Very often","2013","indirect migration background","Male","21","","",""
"Very often","2013","indirect migration background","Female","29","","",""
"Often","2013","no migration background","Male","1395","0.140076841006729","0.133221814882201","0.146931867131258"
"Often","2013","no migration background","Female","1979","0.147433547474819","0.141047195383715","0.153819899565923"
"Often","2013","direct migration background","Male","176","0.183390749762755","0.16107286866366","0.205708630861849"
"Often","2013","direct migration background","Female","234","0.131172923960932","0.114083160657094","0.148262687264769"
"Often","2013","indirect migration background","Male","122","0.210639239151977","0.175956911557866","0.245321566746087"
"Often","2013","indirect migration background","Female","138","0.267930510040433","0.233961824668499","0.301899195412367"
"Sometimes","2013","no migration background","Male","3390","0.342817441356999","0.333442456149921","0.352192426564077"
"Sometimes","2013","no migration background","Female","4134","0.335157090286598","0.326654048620281","0.343660131952915"
"Sometimes","2013","direct migration background","Male","372","0.285811733468194","0.259755989304967","0.31186747763142"
"Sometimes","2013","direct migration background","Female","477","0.293086583156215","0.270044148969534","0.316129017342896"
"Sometimes","2013","indirect migration background","Male","184","0.397164734509338","0.355546323460749","0.438783145557927"
"Sometimes","2013","indirect migration background","Female","244","0.343565448144942","0.307141085846952","0.379989810442932"
"Rarely","2013","no migration background","Male","3346","0.338311914210031","0.328966868591996","0.347656959828065"
"Rarely","2013","no migration background","Female","3592","0.310152043410746","0.301819941077049","0.318484145744443"
"Rarely","2013","direct migration background","Male","356","0.299727928548835","0.273306633066579","0.32614922403109"
"Rarely","2013","direct migration background","Female","460","0.314961999171556","0.291447610869119","0.338476387473993"
"Rarely","2013","indirect migration background","Male","154","0.281341505051036","0.243096121960127","0.319586888141945"
"Rarely","2013","indirect migration background","Female","174","0.245407546482514","0.212401638394756","0.278413454570271"
"Never","2013","no migration background","Male","1501","0.158006571717633","0.150802333778422","0.165210809656844"
"Never","2013","no migration background","Female","1804","0.181294749783208","0.174354949343239","0.188234550223176"
"Never","2013","direct migration background","Male","217","0.203406849006631","0.180192411286432","0.22662128672683"
"Never","2013","direct migration background","Female","282","0.236311940976181","0.214806512084549","0.257817369867814"
"Never","2013","indirect migration background","Male","50","0.086971016008543","0.06300309390967","0.110938938107416"
"Never","2013","indirect migration background","Female","68","0.101194294926537","0.0780628679620575","0.124325721891016"
"Very often","2014","no migration background","Male","","","",""
"Very often","2014","no migration background","Female","","","",""
"Very often","2014","direct migration background","Male","","","",""
"Very often","2014","direct migration background","Female","","","",""
"Very often","2014","indirect migration background","Male","","","",""
"Very often","2014","indirect migration background","Female","","","",""
"Often","2014","no migration background","Male","","","",""
"Often","2014","no migration background","Female","","","",""
"Often","2014","direct migration background","Male","","","",""
"Often","2014","direct migration background","Female","","","",""
"Often","2014","indirect migration background","Male","","","",""
"Often","2014","indirect migration background","Female","","","",""
"Sometimes","2014","no migration background","Male","","","",""
"Sometimes","2014","no migration background","Female","","","",""
"Sometimes","2014","direct migration background","Male","","","",""
"Sometimes","2014","direct migration background","Female","","","",""
"Sometimes","2014","indirect migration background","Male","","","",""
"Sometimes","2014","indirect migration background","Female","","","",""
"Rarely","2014","no migration background","Male","","","",""
"Rarely","2014","no migration background","Female","","","",""
"Rarely","2014","direct migration background","Male","","","",""
"Rarely","2014","direct migration background","Female","","","",""
"Rarely","2014","indirect migration background","Male","","","",""
"Rarely","2014","indirect migration background","Female","","","",""
"Never","2014","no migration background","Male","","","",""
"Never","2014","no migration background","Female","","","",""
"Never","2014","direct migration background","Male","","","",""
"Never","2014","direct migration background","Female","","","",""
"Never","2014","indirect migration background","Male","","","",""
"Never","2014","indirect migration background","Female","","","",""
"Very often","2015","no migration background","Male","","","",""
"Very often","2015","no migration background","Female","","","",""
"Very often","2015","direct migration background","Male","","","",""
"Very often","2015","direct migration background","Female","","","",""
"Very often","2015","indirect migration background","Male","","","",""
"Very often","2015","indirect migration background","Female","","","",""
"Often","2015","no migration background","Male","","","",""
"Often","2015","no migration background","Female","","","",""
"Often","2015","direct migration background","Male","","","",""
"Often","2015","direct migration background","Female","","","",""
"Often","2015","indirect migration background","Male","","","",""
"Often","2015","indirect migration background","Female","","","",""
"Sometimes","2015","no migration background","Male","","","",""
"Sometimes","2015","no migration background","Female","","","",""
"Sometimes","2015","direct migration background","Male","","","",""
"Sometimes","2015","direct migration background","Female","","","",""
"Sometimes","2015","indirect migration background","Male","","","",""
"Sometimes","2015","indirect migration background","Female","","","",""
"Rarely","2015","no migration background","Male","","","",""
"Rarely","2015","no migration background","Female","","","",""
"Rarely","2015","direct migration background","Male","","","",""
"Rarely","2015","direct migration background","Female","","","",""
"Rarely","2015","indirect migration background","Male","","","",""
"Rarely","2015","indirect migration background","Female","","","",""
"Never","2015","no migration background","Male","","","",""
"Never","2015","no migration background","Female","","","",""
"Never","2015","direct migration background","Male","","","",""
"Never","2015","direct migration background","Female","","","",""
"Never","2015","indirect migration background","Male","","","",""
"Never","2015","indirect migration background","Female","","","",""
"Very often","2016","no migration background","Male","","","",""
"Very often","2016","no migration background","Female","","","",""
"Very often","2016","direct migration background","Male","","","",""
"Very often","2016","direct migration background","Female","","","",""
"Very often","2016","indirect migration background","Male","","","",""
"Very often","2016","indirect migration background","Female","","","",""
"Often","2016","no migration background","Male","","","",""
"Often","2016","no migration background","Female","","","",""
"Often","2016","direct migration background","Male","","","",""
"Often","2016","direct migration background","Female","","","",""
"Often","2016","indirect migration background","Male","","","",""
"Often","2016","indirect migration background","Female","","","",""
"Sometimes","2016","no migration background","Male","","","",""
"Sometimes","2016","no migration background","Female","","","",""
"Sometimes","2016","direct migration background","Male","","","",""
"Sometimes","2016","direct migration background","Female","","","",""
"Sometimes","2016","indirect migration background","Male","","","",""
"Sometimes","2016","indirect migration background","Female","","","",""
"Rarely","2016","no migration background","Male","","","",""
"Rarely","2016","no migration background","Female","","","",""
"Rarely","2016","direct migration background","Male","","","",""
"Rarely","2016","direct migration background","Female","","","",""
"Rarely","2016","indirect migration background","Male","","","",""
"Rarely","2016","indirect migration background","Female","","","",""
"Never","2016","no migration background","Male","","","",""
"Never","2016","no migration background","Female","","","",""
"Never","2016","direct migration background","Male","","","",""
"Never","2016","direct migration background","Female","","","",""
"Never","2016","indirect migration background","Male","","","",""
"Never","2016","indirect migration background","Female","","","",""
"Very often","2017","no migration background","Male","","","",""
"Very often","2017","no migration background","Female","","","",""
"Very often","2017","direct migration background","Male","","","",""
"Very often","2017","direct migration background","Female","","","",""
"Very often","2017","indirect migration background","Male","","","",""
"Very often","2017","indirect migration background","Female","","","",""
"Often","2017","no migration background","Male","","","",""
"Often","2017","no migration background","Female","","","",""
"Often","2017","direct migration background","Male","","","",""
"Often","2017","direct migration background","Female","","","",""
"Often","2017","indirect migration background","Male","","","",""
"Often","2017","indirect migration background","Female","","","",""
"Sometimes","2017","no migration background","Male","","","",""
"Sometimes","2017","no migration background","Female","","","",""
"Sometimes","2017","direct migration background","Male","","","",""
"Sometimes","2017","direct migration background","Female","","","",""
"Sometimes","2017","indirect migration background","Male","","","",""
"Sometimes","2017","indirect migration background","Female","","","",""
"Rarely","2017","no migration background","Male","","","",""
"Rarely","2017","no migration background","Female","","","",""
"Rarely","2017","direct migration background","Male","","","",""
"Rarely","2017","direct migration background","Female","","","",""
"Rarely","2017","indirect migration background","Male","","","",""
"Rarely","2017","indirect migration background","Female","","","",""
"Never","2017","no migration background","Male","","","",""
"Never","2017","no migration background","Female","","","",""
"Never","2017","direct migration background","Male","","","",""
"Never","2017","direct migration background","Female","","","",""
"Never","2017","indirect migration background","Male","","","",""
"Never","2017","indirect migration background","Female","","","",""
"Very often","2018","no migration background","Male","267","0.030197940730765","0.0266793557693443","0.0337165256921857"
"Very often","2018","no migration background","Female","400","0.0338160160026308","0.0303583268774897","0.0372737051277719"
"Very often","2018","direct migration background","Male","91","0.0403013184251298","0.0316388319019235","0.0489638049483361"
"Very often","2018","direct migration background","Female","116","0.0464472491026418","0.0380848787635547","0.0548096194417288"
"Very often","2018","indirect migration background","Male","53","0.0767412981348832","0.0579890264639733","0.0954935698057931"
"Very often","2018","indirect migration background","Female","61","0.089378650249732","0.0710922552909893","0.107665045208475"
"Often","2018","no migration background","Male","1350","0.150912485629293","0.143552505522293","0.158272465736293"
"Often","2018","no migration background","Female","1892","0.177022501671794","0.169721154079085","0.184323849264502"
"Often","2018","direct migration background","Male","318","0.154569222558319","0.138646547432527","0.170491897684111"
"Often","2018","direct migration background","Female","375","0.163760456117335","0.149056069719942","0.178464842514727"
"Often","2018","indirect migration background","Male","158","0.224619269398874","0.195218505278051","0.254020033519698"
"Often","2018","indirect migration background","Female","223","0.249501406245202","0.221764774157025","0.277238038333379"
"Sometimes","2018","no migration background","Male","3240","0.355504846020846","0.345663139332087","0.365346552709605"
"Sometimes","2018","no migration background","Female","3777","0.34349724406442","0.334413294546053","0.352581193582787"
"Sometimes","2018","direct migration background","Male","630","0.323633976063838","0.30302609011983","0.344241862007845"
"Sometimes","2018","direct migration background","Female","755","0.293354329988658","0.27526284821101","0.311445811766307"
"Sometimes","2018","indirect migration background","Male","258","0.334488136039122","0.301249295128917","0.367726976949327"
"Sometimes","2018","indirect migration background","Female","308","0.345238044490118","0.314763071587517","0.37571301739272"
"Rarely","2018","no migration background","Male","2983","0.327034047243021","0.31738841148703","0.336679682999013"
"Rarely","2018","no migration background","Female","2969","0.282784752747184","0.274169905954662","0.291399599539705"
"Rarely","2018","direct migration background","Male","545","0.285176570705715","0.265289454733742","0.305063686677689"
"Rarely","2018","direct migration background","Female","615","0.277624925661708","0.259830349827476","0.295419501495939"
"Rarely","2018","indirect migration background","Male","215","0.242507017394073","0.212312431852497","0.27270160293565"
"Rarely","2018","indirect migration background","Female","241","0.22280284617239","0.196130067974533","0.249475624370247"
"Never","2018","no migration background","Male","1247","0.136350680376074","0.129295060105228","0.143406300646921"
"Never","2018","no migration background","Female","1460","0.162879485513972","0.155815952266772","0.169943018761172"
"Never","2018","direct migration background","Male","396","0.196318912246998","0.17882292555323","0.213814898940767"
"Never","2018","direct migration background","Female","572","0.218813039129657","0.202384795738694","0.23524128252062"
"Never","2018","indirect migration background","Male","90","0.121644279033047","0.098616149048305","0.14467240901779"
"Never","2018","indirect migration background","Female","102","0.0930790528425582","0.0744559097720916","0.111702195913025"
