"pld0043","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2006","Not Employed","Full Time","","","","","4"
"Rarely","2006","Not Employed","Not Working","","","","","4"
"Rarely","2006","Not Employed","Part Time","","","","","4"
"Rarely","2006","Employed","Part Time","","","","","4"
"Rarely","2006","Employed","Full Time","","","","","4"
"Rarely","2006","Employed","Not Working","","","","","4"
"Sometimes","2006","Not Employed","Not Working","","","","","3"
"Sometimes","2006","Not Employed","Full Time","","","","","3"
"Sometimes","2006","Not Employed","Part Time","","","","","3"
"Sometimes","2006","Employed","Full Time","","","","","3"
"Sometimes","2006","Employed","Part Time","","","","","3"
"Sometimes","2006","Employed","Not Working","","","","","3"
"Very often","2006","Not Employed","Full Time","","","","","1"
"Very often","2006","Not Employed","Part Time","","","","","1"
"Very often","2006","Not Employed","Not Working","","","","","1"
"Very often","2006","Employed","Full Time","","","","","1"
"Very often","2006","Employed","Part Time","","","","","1"
"Very often","2006","Employed","Not Working","","","","","1"
"Never","2007","Not Employed","Full Time","","","","","5"
"Never","2007","Not Employed","Not Working","","","","","5"
"Never","2007","Not Employed","Part Time","","","","","5"
"Never","2007","Employed","Full Time","","","","","5"
"Never","2007","Employed","Part Time","","","","","5"
"Never","2007","Employed","Not Working","","","","","5"
"Often","2007","Not Employed","Part Time","","","","","2"
"Often","2007","Not Employed","Full Time","","","","","2"
"Often","2007","Not Employed","Not Working","","","","","2"
"Often","2007","Employed","Full Time","","","","","2"
"Often","2007","Employed","Part Time","","","","","2"
"Often","2007","Employed","Not Working","","","","","2"
"Rarely","2007","Not Employed","Full Time","","","","","4"
"Rarely","2007","Not Employed","Part Time","","","","","4"
"Rarely","2007","Not Employed","Not Working","","","","","4"
"Rarely","2007","Employed","Full Time","","","","","4"
"Rarely","2007","Employed","Part Time","","","","","4"
"Rarely","2007","Employed","Not Working","","","","","4"
"Sometimes","2007","Not Employed","Full Time","","","","","3"
"Sometimes","2007","Not Employed","Part Time","","","","","3"
"Sometimes","2007","Not Employed","Not Working","","","","","3"
"Sometimes","2007","Employed","Full Time","","","","","3"
"Sometimes","2007","Employed","Part Time","","","","","3"
"Sometimes","2007","Employed","Not Working","","","","","3"
"Very often","2007","Not Employed","Not Working","","","","","1"
"Very often","2007","Employed","Not Working","","","","","1"
"Very often","2007","Not Employed","Full Time","","","","","1"
"Very often","2007","Not Employed","Part Time","","","","","1"
"Very often","2007","Employed","Full Time","","","","","1"
"Very often","2007","Employed","Part Time","","","","","1"
"Never","2008","Not Employed","Full Time","","","","","5"
"Never","2008","Not Employed","Part Time","","","","","5"
"Never","2008","Not Employed","Not Working","2073","0.295756328992168","0.285364385094162","0.306148272890173","5"
"Never","2008","Employed","Full Time","809","0.117430951634744","0.110130437828232","0.124731465441256","5"
"Never","2008","Employed","Part Time","491","0.120287373950045","0.110686533980988","0.129888213919103","5"
"Never","2008","Employed","Not Working","","","","","5"
"Often","2008","Not Employed","Part Time","","","","","2"
"Often","2008","Not Employed","Full Time","","","","","2"
"Often","2008","Not Employed","Not Working","827","0.10114933182209","0.0942834934498379","0.108015170194342","2"
"Often","2008","Employed","Full Time","1309","0.178426006284161","0.169743597902151","0.187108414666171","2"
"Often","2008","Employed","Part Time","892","0.195673619645331","0.183964854576057","0.207382384714605","2"
"Often","2008","Employed","Not Working","","","","","2"
"Rarely","2008","Not Employed","Full Time","","","","","4"
"Rarely","2008","Not Employed","Part Time","","","","","4"
"Rarely","2008","Not Employed","Not Working","2225","0.297724475541537","0.287312591337414","0.308136359745659","4"
"Rarely","2008","Employed","Full Time","2293","0.300978250539175","0.290576637546183","0.311379863532166","4"
"Rarely","2008","Employed","Part Time","1166","0.272930716665329","0.259783225043853","0.286078208286806","4"
"Rarely","2008","Employed","Not Working","","","","","4"
"Sometimes","2008","Not Employed","Full Time","","","","","3"
"Sometimes","2008","Not Employed","Part Time","","","","","3"
"Sometimes","2008","Not Employed","Not Working","2094","0.284474212503286","0.274201091803257","0.294747333203315","3"
"Sometimes","2008","Employed","Full Time","2817","0.371626019774457","0.360667549250495","0.382584490298419","3"
"Sometimes","2008","Employed","Part Time","1680","0.365266627559095","0.351055469814812","0.379477785303378","3"
"Sometimes","2008","Employed","Not Working","","","","","3"
"Very often","2008","Not Employed","Full Time","","","","","1"
"Very often","2008","Not Employed","Part Time","","","","","1"
"Very often","2008","Not Employed","Not Working","190","0.0208956511409198","0.0176387037920961","0.0241525984897436","1"
"Very often","2008","Employed","Full Time","242","0.0315387717674635","0.0275755233249582","0.0355020202099687","1"
"Very often","2008","Employed","Part Time","181","0.0458416621801997","0.0396690470458875","0.0520142773145119","1"
"Very often","2008","Employed","Not Working","","","","","1"
"Never","2009","Not Employed","Part Time","","","","","5"
"Never","2009","Not Employed","Full Time","","","","","5"
"Never","2009","Not Employed","Not Working","","","","","5"
"Never","2009","Employed","Full Time","","","","","5"
"Never","2009","Employed","Part Time","","","","","5"
"Never","2009","Employed","Not Working","","","","","5"
"Often","2009","Not Employed","Full Time","","","","","2"
"Often","2009","Not Employed","Part Time","","","","","2"
"Often","2009","Not Employed","Not Working","","","","","2"
"Often","2009","Employed","Full Time","","","","","2"
"Often","2009","Employed","Part Time","","","","","2"
"Often","2009","Employed","Not Working","","","","","2"
"Rarely","2009","Not Employed","Part Time","","","","","4"
"Rarely","2009","Not Employed","Full Time","","","","","4"
"Rarely","2009","Not Employed","Not Working","","","","","4"
"Rarely","2009","Employed","Full Time","","","","","4"
"Rarely","2009","Employed","Part Time","","","","","4"
"Rarely","2009","Employed","Not Working","","","","","4"
"Sometimes","2009","Not Employed","Full Time","","","","","3"
"Sometimes","2009","Not Employed","Not Working","","","","","3"
"Sometimes","2009","Not Employed","Part Time","","","","","3"
"Sometimes","2009","Employed","Part Time","","","","","3"
"Sometimes","2009","Employed","Not Working","","","","","3"
"Sometimes","2009","Employed","Full Time","","","","","3"
"Very often","2009","Not Employed","Full Time","","","","","1"
"Very often","2009","Not Employed","Part Time","","","","","1"
"Very often","2009","Not Employed","Not Working","","","","","1"
"Very often","2009","Employed","Full Time","","","","","1"
"Very often","2009","Employed","Not Working","","","","","1"
"Very often","2009","Employed","Part Time","","","","","1"
"Never","2010","Not Employed","Full Time","","","","","5"
"Never","2010","Not Employed","Not Working","","","","","5"
"Never","2010","Employed","Full Time","","","","","5"
"Never","2010","Not Employed","Part Time","","","","","5"
"Never","2010","Employed","Part Time","","","","","5"
"Never","2010","Employed","Not Working","","","","","5"
"Often","2010","Not Employed","Full Time","","","","","2"
"Often","2010","Not Employed","Part Time","","","","","2"
"Often","2010","Not Employed","Not Working","","","","","2"
"Often","2010","Employed","Full Time","","","","","2"
"Often","2010","Employed","Part Time","","","","","2"
"Often","2010","Employed","Not Working","","","","","2"
"Rarely","2010","Not Employed","Full Time","","","","","4"
"Rarely","2010","Not Employed","Part Time","","","","","4"
"Rarely","2010","Not Employed","Not Working","","","","","4"
"Rarely","2010","Employed","Full Time","","","","","4"
"Rarely","2010","Employed","Part Time","","","","","4"
"Rarely","2010","Employed","Not Working","","","","","4"
"Sometimes","2010","Not Employed","Full Time","","","","","3"
"Sometimes","2010","Not Employed","Part Time","","","","","3"
"Sometimes","2010","Not Employed","Not Working","","","","","3"
"Sometimes","2010","Employed","Part Time","","","","","3"
"Sometimes","2010","Employed","Full Time","","","","","3"
"Sometimes","2010","Employed","Not Working","","","","","3"
"Very often","2010","Not Employed","Full Time","","","","","1"
"Very often","2010","Not Employed","Not Working","","","","","1"
"Very often","2010","Employed","Not Working","","","","","1"
"Very often","2010","Not Employed","Part Time","","","","","1"
"Very often","2010","Employed","Full Time","","","","","1"
"Very often","2010","Employed","Part Time","","","","","1"
"Never","2011","Not Employed","Part Time","","","","","5"
"Never","2011","Not Employed","Not Working","","","","","5"
"Never","2011","Employed","Part Time","","","","","5"
"Never","2011","Not Employed","Full Time","","","","","5"
"Never","2011","Employed","Full Time","","","","","5"
"Never","2011","Employed","Not Working","","","","","5"
"Often","2011","Not Employed","Full Time","","","","","2"
"Often","2011","Not Employed","Part Time","","","","","2"
"Often","2011","Not Employed","Not Working","","","","","2"
"Often","2011","Employed","Full Time","","","","","2"
"Often","2011","Employed","Part Time","","","","","2"
"Often","2011","Employed","Not Working","","","","","2"
"Rarely","2011","Not Employed","Full Time","","","","","4"
"Rarely","2011","Not Employed","Part Time","","","","","4"
"Rarely","2011","Not Employed","Not Working","","","","","4"
"Rarely","2011","Employed","Full Time","","","","","4"
"Rarely","2011","Employed","Part Time","","","","","4"
"Rarely","2011","Employed","Not Working","","","","","4"
"Sometimes","2011","Not Employed","Full Time","","","","","3"
"Sometimes","2011","Not Employed","Not Working","","","","","3"
"Sometimes","2011","Not Employed","Part Time","","","","","3"
"Sometimes","2011","Employed","Full Time","","","","","3"
"Sometimes","2011","Employed","Part Time","","","","","3"
"Sometimes","2011","Employed","Not Working","","","","","3"
"Very often","2011","Not Employed","Full Time","","","","","1"
"Very often","2011","Not Employed","Part Time","","","","","1"
"Very often","2011","Employed","Part Time","","","","","1"
"Very often","2011","Not Employed","Not Working","","","","","1"
"Very often","2011","Employed","Full Time","","","","","1"
"Very often","2011","Employed","Not Working","","","","","1"
"Never","2012","Not Employed","Part Time","","","","","5"
"Never","2012","Not Employed","Full Time","","","","","5"
"Never","2012","Not Employed","Not Working","","","","","5"
"Never","2012","Employed","Full Time","","","","","5"
"Never","2012","Employed","Part Time","","","","","5"
"Never","2012","Employed","Not Working","","","","","5"
"Often","2012","Not Employed","Full Time","","","","","2"
"Often","2012","Not Employed","Part Time","","","","","2"
"Often","2012","Not Employed","Not Working","","","","","2"
"Often","2012","Employed","Full Time","","","","","2"
"Often","2012","Employed","Not Working","","","","","2"
"Often","2012","Employed","Part Time","","","","","2"
"Rarely","2012","Not Employed","Full Time","","","","","4"
"Rarely","2012","Not Employed","Part Time","","","","","4"
"Rarely","2012","Not Employed","Not Working","","","","","4"
"Rarely","2012","Employed","Full Time","","","","","4"
"Rarely","2012","Employed","Part Time","","","","","4"
"Rarely","2012","Employed","Not Working","","","","","4"
"Sometimes","2012","Not Employed","Not Working","","","","","3"
"Sometimes","2012","Not Employed","Full Time","","","","","3"
"Sometimes","2012","Not Employed","Part Time","","","","","3"
"Sometimes","2012","Employed","Part Time","","","","","3"
"Sometimes","2012","Employed","Full Time","","","","","3"
"Sometimes","2012","Employed","Not Working","","","","","3"
"Very often","2012","Not Employed","Full Time","","","","","1"
"Very often","2012","Not Employed","Part Time","","","","","1"
"Very often","2012","Not Employed","Not Working","","","","","1"
"Very often","2012","Employed","Full Time","","","","","1"
"Very often","2012","Employed","Not Working","","","","","1"
"Very often","2012","Employed","Part Time","","","","","1"
"Never","2013","Not Employed","Full Time","","","","","5"
"Never","2013","Not Employed","Part Time","","","","","5"
"Never","2013","Not Employed","Not Working","2192","0.285310677818759","0.275864242345908","0.29475711329161","5"
"Never","2013","Employed","Full Time","949","0.0911150999686576","0.0853669290608866","0.0968632708764286","5"
"Never","2013","Employed","Part Time","781","0.120477575191502","0.11291541859083","0.128039731792174","5"
"Never","2013","Employed","Not Working","","","","","5"
"Often","2013","Not Employed","Full Time","","","","","2"
"Often","2013","Not Employed","Part Time","","","","","2"
"Often","2013","Not Employed","Not Working","1086","0.104110065822437","0.0977211966964884","0.110498934948386","2"
"Often","2013","Employed","Full Time","1665","0.178642310930435","0.170990955481921","0.186293666378948","2"
"Often","2013","Employed","Part Time","1293","0.169108145162869","0.160400041044438","0.1778162492813","2"
"Often","2013","Employed","Not Working","","","","","2"
"Rarely","2013","Not Employed","Full Time","","","","","4"
"Rarely","2013","Not Employed","Part Time","","","","","4"
"Rarely","2013","Not Employed","Not Working","2787","0.321079694380704","0.31131258340565","0.330846805355758","4"
"Rarely","2013","Employed","Full Time","3157","0.326700036042934","0.317331776006434","0.336068296079435","4"
"Rarely","2013","Employed","Not Working","","","","","4"
"Rarely","2013","Employed","Part Time","2138","0.30905013826977","0.298315019901851","0.319785256637689","4"
"Sometimes","2013","Not Employed","Full Time","","","","","3"
"Sometimes","2013","Not Employed","Part Time","","","","","3"
"Sometimes","2013","Not Employed","Not Working","2506","0.269192679940392","0.259914060338451","0.278471299542332","3"
"Sometimes","2013","Employed","Full Time","3607","0.379906859305511","0.370211875648094","0.389601842962927","3"
"Sometimes","2013","Employed","Part Time","2688","0.370709291841996","0.359488810325428","0.381929773358563","3"
"Sometimes","2013","Employed","Not Working","","","","","3"
"Very often","2013","Not Employed","Full Time","","","","","1"
"Very often","2013","Not Employed","Part Time","","","","","1"
"Very often","2013","Not Employed","Not Working","207","0.0203068820377078","0.01735623708594","0.0232575269894757","1"
"Very often","2013","Employed","Full Time","250","0.0236356937524628","0.0206013123048363","0.0266700752000894","1"
"Very often","2013","Employed","Part Time","218","0.0306548495338636","0.0266502608616865","0.0346594382060407","1"
"Very often","2013","Employed","Not Working","","","","","1"
"Never","2014","Not Employed","Part Time","","","","","5"
"Never","2014","Not Employed","Not Working","","","","","5"
"Never","2014","Employed","Part Time","","","","","5"
"Never","2014","Employed","Not Working","","","","","5"
"Never","2014","Not Employed","Full Time","","","","","5"
"Never","2014","Employed","Full Time","","","","","5"
"Often","2014","Not Employed","Full Time","","","","","2"
"Often","2014","Not Employed","Part Time","","","","","2"
"Often","2014","Not Employed","Not Working","","","","","2"
"Often","2014","Employed","Full Time","","","","","2"
"Often","2014","Employed","Part Time","","","","","2"
"Often","2014","Employed","Not Working","","","","","2"
"Rarely","2014","Not Employed","Full Time","","","","","4"
"Rarely","2014","Not Employed","Part Time","","","","","4"
"Rarely","2014","Not Employed","Not Working","","","","","4"
"Rarely","2014","Employed","Full Time","","","","","4"
"Rarely","2014","Employed","Not Working","","","","","4"
"Rarely","2014","Employed","Part Time","","","","","4"
"Sometimes","2014","Not Employed","Full Time","","","","","3"
"Sometimes","2014","Not Employed","Part Time","","","","","3"
"Sometimes","2014","Not Employed","Not Working","","","","","3"
"Sometimes","2014","Employed","Full Time","","","","","3"
"Sometimes","2014","Employed","Part Time","","","","","3"
"Sometimes","2014","Employed","Not Working","","","","","3"
"Very often","2014","Not Employed","Full Time","","","","","1"
"Very often","2014","Not Employed","Part Time","","","","","1"
"Very often","2014","Not Employed","Not Working","","","","","1"
"Very often","2014","Employed","Part Time","","","","","1"
"Very often","2014","Employed","Full Time","","","","","1"
"Very often","2014","Employed","Not Working","","","","","1"
"Never","2015","Not Employed","Full Time","","","","","5"
"Never","2015","Not Employed","Part Time","","","","","5"
"Never","2015","Not Employed","Not Working","","","","","5"
"Never","2015","Employed","Full Time","","","","","5"
"Never","2015","Employed","Part Time","","","","","5"
"Never","2015","Employed","Not Working","","","","","5"
"Often","2015","Not Employed","Full Time","","","","","2"
"Often","2015","Not Employed","Not Working","","","","","2"
"Often","2015","Not Employed","Part Time","","","","","2"
"Often","2015","Employed","Part Time","","","","","2"
"Often","2015","Employed","Full Time","","","","","2"
"Often","2015","Employed","Not Working","","","","","2"
"Rarely","2015","Not Employed","Full Time","","","","","4"
"Rarely","2015","Not Employed","Not Working","","","","","4"
"Rarely","2015","Not Employed","Part Time","","","","","4"
"Rarely","2015","Employed","Part Time","","","","","4"
"Rarely","2015","Employed","Full Time","","","","","4"
"Rarely","2015","Employed","Not Working","","","","","4"
"Sometimes","2015","Not Employed","Full Time","","","","","3"
"Sometimes","2015","Not Employed","Part Time","","","","","3"
"Sometimes","2015","Not Employed","Not Working","","","","","3"
"Sometimes","2015","Employed","Part Time","","","","","3"
"Sometimes","2015","Employed","Not Working","","","","","3"
"Sometimes","2015","Employed","Full Time","","","","","3"
"Very often","2015","Not Employed","Full Time","","","","","1"
"Very often","2015","Not Employed","Part Time","","","","","1"
"Very often","2015","Employed","Full Time","","","","","1"
"Very often","2015","Not Employed","Not Working","","","","","1"
"Very often","2015","Employed","Not Working","","","","","1"
"Very often","2015","Employed","Part Time","","","","","1"
"Never","2016","Not Employed","Full Time","","","","","5"
"Never","2016","Not Employed","Part Time","","","","","5"
"Never","2016","Not Employed","Not Working","","","","","5"
"Never","2016","Employed","Full Time","","","","","5"
"Never","2016","Employed","Part Time","","","","","5"
"Never","2016","Employed","Not Working","","","","","5"
"Often","2016","Not Employed","Full Time","","","","","2"
"Often","2016","Not Employed","Part Time","","","","","2"
"Often","2016","Not Employed","Not Working","","","","","2"
"Often","2016","Employed","Full Time","","","","","2"
"Often","2016","Employed","Not Working","","","","","2"
"Often","2016","Employed","Part Time","","","","","2"
"Rarely","2016","Not Employed","Full Time","","","","","4"
"Rarely","2016","Not Employed","Not Working","","","","","4"
"Rarely","2016","Not Employed","Part Time","","","","","4"
"Rarely","2016","Employed","Full Time","","","","","4"
"Rarely","2016","Employed","Part Time","","","","","4"
"Rarely","2016","Employed","Not Working","","","","","4"
"Sometimes","2016","Not Employed","Part Time","","","","","3"
"Sometimes","2016","Employed","Part Time","","","","","3"
"Sometimes","2016","Not Employed","Full Time","","","","","3"
"Sometimes","2016","Not Employed","Not Working","","","","","3"
"Sometimes","2016","Employed","Full Time","","","","","3"
"Sometimes","2016","Employed","Not Working","","","","","3"
"Very often","2016","Not Employed","Full Time","","","","","1"
"Very often","2016","Not Employed","Part Time","","","","","1"
"Very often","2016","Not Employed","Not Working","","","","","1"
"Very often","2016","Employed","Part Time","","","","","1"
"Very often","2016","Employed","Not Working","","","","","1"
"Very often","2016","Employed","Full Time","","","","","1"
"Never","2017","Not Employed","Full Time","","","","","5"
"Never","2017","Not Employed","Part Time","","","","","5"
"Never","2017","Not Employed","Not Working","","","","","5"
"Never","2017","Employed","Part Time","","","","","5"
"Never","2017","Employed","Not Working","","","","","5"
"Never","2017","Employed","Full Time","","","","","5"
"Often","2017","Not Employed","Full Time","","","","","2"
"Often","2017","Not Employed","Not Working","","","","","2"
"Often","2017","Not Employed","Part Time","","","","","2"
"Often","2017","Employed","Part Time","","","","","2"
"Often","2017","Employed","Full Time","","","","","2"
"Often","2017","Employed","Not Working","","","","","2"
"Rarely","2017","Not Employed","Full Time","","","","","4"
"Rarely","2017","Not Employed","Part Time","","","","","4"
"Rarely","2017","Not Employed","Not Working","","","","","4"
"Rarely","2017","Employed","Full Time","","","","","4"
"Rarely","2017","Employed","Not Working","","","","","4"
"Rarely","2017","Employed","Part Time","","","","","4"
"Sometimes","2017","Not Employed","Full Time","","","","","3"
"Sometimes","2017","Not Employed","Not Working","","","","","3"
"Sometimes","2017","Employed","Full Time","","","","","3"
"Sometimes","2017","Employed","Not Working","","","","","3"
"Sometimes","2017","Not Employed","Part Time","","","","","3"
"Sometimes","2017","Employed","Part Time","","","","","3"
"Very often","2017","Not Employed","Full Time","","","","","1"
"Very often","2017","Not Employed","Part Time","","","","","1"
"Very often","2017","Not Employed","Not Working","","","","","1"
"Very often","2017","Employed","Full Time","","","","","1"
"Very often","2017","Employed","Part Time","","","","","1"
"Very often","2017","Employed","Not Working","","","","","1"
"Never","2018","Not Employed","Full Time","","","","","5"
"Never","2018","Not Employed","Part Time","","","","","5"
"Never","2018","Not Employed","Not Working","1949","0.255138344405809","0.245734287948537","0.264542400863081","5"
"Never","2018","Employed","Full Time","1043","0.0972444345127355","0.0914118236440401","0.103077045381431","5"
"Never","2018","Employed","Part Time","875","0.114388492932189","0.107203869441935","0.121573116422444","5"
"Never","2018","Employed","Not Working","","","","","5"
"Often","2018","Not Employed","Full Time","","","","","2"
"Often","2018","Not Employed","Not Working","1116","0.12491043377231","0.117778370894557","0.132042496650063","2"
"Often","2018","Not Employed","Part Time","","","","","2"
"Often","2018","Employed","Part Time","1429","0.192782356320626","0.183877638035681","0.201687074605571","2"
"Often","2018","Employed","Not Working","","","","","2"
"Often","2018","Employed","Full Time","1771","0.188709027417585","0.181006554183009","0.19641150065216","2"
"Rarely","2018","Not Employed","Full Time","","","","","4"
"Rarely","2018","Not Employed","Not Working","2449","0.308134545682197","0.298174288078971","0.318094803285422","4"
"Rarely","2018","Not Employed","Part Time","","","","","4"
"Rarely","2018","Employed","Part Time","2064","0.275550498114903","0.265465034227602","0.285635962002204","4"
"Rarely","2018","Employed","Not Working","","","","","4"
"Rarely","2018","Employed","Full Time","3055","0.300791795044505","0.291763997967406","0.309819592121604","4"
"Sometimes","2018","Not Employed","Full Time","","","","","3"
"Sometimes","2018","Not Employed","Not Working","2475","0.284609286344379","0.274875412023169","0.29434316066559","3"
"Sometimes","2018","Not Employed","Part Time","","","","","3"
"Sometimes","2018","Employed","Full Time","3662","0.372773031767795","0.363254276909569","0.382291786626021","3"
"Sometimes","2018","Employed","Part Time","2831","0.373406239550501","0.362487436368355","0.384325042732647","3"
"Sometimes","2018","Employed","Not Working","","","","","3"
"Very often","2018","Not Employed","Full Time","","","","","1"
"Very often","2018","Not Employed","Part Time","","","","","1"
"Very often","2018","Not Employed","Not Working","266","0.0272073897953052","0.0236979069571294","0.030716872633481","1"
"Very often","2018","Employed","Full Time","382","0.0404817112573797","0.0366019804102938","0.0443614421044656","1"
"Very often","2018","Employed","Part Time","340","0.0438724130817806","0.0392491894117727","0.0484956367517885","1"
"Very often","2018","Employed","Not Working","","","","","1"
