"pld0043","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Rarely","2003","35-65 y.","no degree/no degree yet","44","0.271993303745584","0.203257669230513","0.340728938260654"
"Rarely","2003","66 and older","lower secondary degree","699","0.284061410462325","0.265981630276611","0.30214119064804"
"Rarely","2003","66 and older","secondary school degree","183","0.348936152708306","0.307569747934667","0.390302557481944"
"Rarely","2003","66 and older","college entrance qualification","178","0.362160281072199","0.320032432764189","0.404288129380208"
"Rarely","2003","66 and older","Other degree","39","0.231350337659325","0.167583814287121","0.295116861031528"
"Rarely","2003","66 and older","no degree/no degree yet","15","","",""
"Never","2003","16-34 y.","lower secondary degree","112","0.0998021319768122","0.082538478473771","0.117065785479853"
"Never","2003","16-34 y.","secondary school degree","98","0.0542217001086378","0.0441029517621273","0.0643404484551483"
"Never","2003","16-34 y.","college entrance qualification","51","0.0197012312773499","0.0130696596778104","0.0263328028768894"
"Never","2003","16-34 y.","Other degree","37","0.102507836434663","0.0613863491175718","0.143629323751755"
"Never","2003","16-34 y.","no degree/no degree yet","25","","",""
"Never","2003","35-65 y.","lower secondary degree","911","0.217703629818259","0.205417301111538","0.22998995852498"
"Never","2003","35-65 y.","secondary school degree","458","0.115277607223515","0.105391938577662","0.125163275869368"
"Never","2003","35-65 y.","college entrance qualification","208","0.0704642355028851","0.0616586514942376","0.0792698195115325"
"Never","2003","35-65 y.","Other degree","247","0.294555149790416","0.264053783704635","0.325056515876197"
"Never","2003","35-65 y.","no degree/no degree yet","60","0.349711335528056","0.27604940447987","0.423373266576243"
"Never","2003","66 and older","lower secondary degree","1131","0.487953222283097","0.467913437439449","0.507993007126745"
"Never","2003","66 and older","secondary school degree","152","0.323245474930001","0.282653067017441","0.363837882842561"
"Never","2003","66 and older","college entrance qualification","114","0.257106510744971","0.218799090841819","0.295413930648123"
"Never","2003","66 and older","Other degree","81","0.430898898936275","0.356017171373263","0.505780626499287"
"Never","2003","66 and older","no degree/no degree yet","29","","",""
"Very often","2004","16-34 y.","lower secondary degree","","","",""
"Very often","2004","16-34 y.","secondary school degree","","","",""
"Very often","2004","16-34 y.","college entrance qualification","","","",""
"Very often","2004","16-34 y.","Other degree","","","",""
"Very often","2004","16-34 y.","no degree/no degree yet","","","",""
"Very often","2004","35-65 y.","lower secondary degree","","","",""
"Very often","2004","35-65 y.","secondary school degree","","","",""
"Very often","2004","35-65 y.","college entrance qualification","","","",""
"Very often","2004","35-65 y.","Other degree","","","",""
"Very often","2004","35-65 y.","no degree/no degree yet","","","",""
"Very often","2004","66 and older","lower secondary degree","","","",""
"Very often","2004","66 and older","secondary school degree","","","",""
"Very often","2004","66 and older","college entrance qualification","","","",""
"Very often","2004","66 and older","Other degree","","","",""
"Very often","2004","66 and older","no degree/no degree yet","","","",""
"Often","2004","16-34 y.","lower secondary degree","","","",""
"Often","2004","16-34 y.","secondary school degree","","","",""
"Often","2004","16-34 y.","college entrance qualification","","","",""
"Often","2004","16-34 y.","Other degree","","","",""
"Often","2004","16-34 y.","no degree/no degree yet","","","",""
"Often","2004","35-65 y.","lower secondary degree","","","",""
"Often","2004","35-65 y.","secondary school degree","","","",""
"Often","2004","35-65 y.","college entrance qualification","","","",""
"Often","2004","35-65 y.","Other degree","","","",""
"Often","2004","35-65 y.","no degree/no degree yet","","","",""
"Often","2004","66 and older","lower secondary degree","","","",""
"Often","2004","66 and older","secondary school degree","","","",""
"Often","2004","66 and older","college entrance qualification","","","",""
"Often","2004","66 and older","Other degree","","","",""
"Often","2004","66 and older","no degree/no degree yet","","","",""
"Sometimes","2004","16-34 y.","lower secondary degree","","","",""
"Sometimes","2004","16-34 y.","secondary school degree","","","",""
"Sometimes","2004","16-34 y.","college entrance qualification","","","",""
"Sometimes","2004","16-34 y.","Other degree","","","",""
"Sometimes","2004","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2004","35-65 y.","lower secondary degree","","","",""
"Sometimes","2004","35-65 y.","secondary school degree","","","",""
"Sometimes","2004","35-65 y.","college entrance qualification","","","",""
"Sometimes","2004","35-65 y.","Other degree","","","",""
"Sometimes","2004","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2004","66 and older","lower secondary degree","","","",""
"Sometimes","2004","66 and older","secondary school degree","","","",""
"Sometimes","2004","66 and older","college entrance qualification","","","",""
"Sometimes","2004","66 and older","Other degree","","","",""
"Sometimes","2004","66 and older","no degree/no degree yet","","","",""
"Rarely","2004","16-34 y.","lower secondary degree","","","",""
"Rarely","2004","16-34 y.","secondary school degree","","","",""
"Rarely","2004","16-34 y.","college entrance qualification","","","",""
"Rarely","2004","16-34 y.","Other degree","","","",""
"Rarely","2004","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2004","35-65 y.","lower secondary degree","","","",""
"Rarely","2004","35-65 y.","secondary school degree","","","",""
"Rarely","2004","35-65 y.","college entrance qualification","","","",""
"Rarely","2004","35-65 y.","Other degree","","","",""
"Rarely","2004","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2004","66 and older","lower secondary degree","","","",""
"Rarely","2004","66 and older","secondary school degree","","","",""
"Rarely","2004","66 and older","college entrance qualification","","","",""
"Rarely","2004","66 and older","Other degree","","","",""
"Rarely","2004","66 and older","no degree/no degree yet","","","",""
"Never","2004","16-34 y.","lower secondary degree","","","",""
"Never","2004","16-34 y.","secondary school degree","","","",""
"Never","2004","16-34 y.","college entrance qualification","","","",""
"Never","2004","16-34 y.","Other degree","","","",""
"Never","2004","16-34 y.","no degree/no degree yet","","","",""
"Never","2004","35-65 y.","lower secondary degree","","","",""
"Never","2004","35-65 y.","secondary school degree","","","",""
"Never","2004","35-65 y.","college entrance qualification","","","",""
"Never","2004","35-65 y.","Other degree","","","",""
"Never","2004","35-65 y.","no degree/no degree yet","","","",""
"Never","2004","66 and older","lower secondary degree","","","",""
"Never","2004","66 and older","secondary school degree","","","",""
"Never","2004","66 and older","college entrance qualification","","","",""
"Never","2004","66 and older","Other degree","","","",""
"Never","2004","66 and older","no degree/no degree yet","","","",""
"Very often","2005","16-34 y.","lower secondary degree","","","",""
"Very often","2005","16-34 y.","secondary school degree","","","",""
"Very often","2005","16-34 y.","college entrance qualification","","","",""
"Very often","2005","16-34 y.","Other degree","","","",""
"Very often","2005","16-34 y.","no degree/no degree yet","","","",""
"Very often","2005","35-65 y.","lower secondary degree","","","",""
"Very often","2005","35-65 y.","secondary school degree","","","",""
"Very often","2005","35-65 y.","college entrance qualification","","","",""
"Very often","2005","35-65 y.","Other degree","","","",""
"Very often","2005","35-65 y.","no degree/no degree yet","","","",""
"Very often","2005","66 and older","lower secondary degree","","","",""
"Very often","2005","66 and older","secondary school degree","","","",""
"Very often","2005","66 and older","college entrance qualification","","","",""
"Very often","2005","66 and older","Other degree","","","",""
"Very often","2005","66 and older","no degree/no degree yet","","","",""
"Often","2005","16-34 y.","lower secondary degree","","","",""
"Often","2005","16-34 y.","secondary school degree","","","",""
"Often","2005","16-34 y.","college entrance qualification","","","",""
"Often","2005","16-34 y.","Other degree","","","",""
"Often","2005","16-34 y.","no degree/no degree yet","","","",""
"Often","2005","35-65 y.","lower secondary degree","","","",""
"Often","2005","35-65 y.","secondary school degree","","","",""
"Often","2005","35-65 y.","college entrance qualification","","","",""
"Often","2005","35-65 y.","Other degree","","","",""
"Often","2005","35-65 y.","no degree/no degree yet","","","",""
"Often","2005","66 and older","lower secondary degree","","","",""
"Often","2005","66 and older","secondary school degree","","","",""
"Often","2005","66 and older","college entrance qualification","","","",""
"Often","2005","66 and older","Other degree","","","",""
"Often","2005","66 and older","no degree/no degree yet","","","",""
"Sometimes","2005","16-34 y.","lower secondary degree","","","",""
"Sometimes","2005","16-34 y.","secondary school degree","","","",""
"Sometimes","2005","16-34 y.","college entrance qualification","","","",""
"Sometimes","2005","16-34 y.","Other degree","","","",""
"Sometimes","2005","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2005","35-65 y.","lower secondary degree","","","",""
"Sometimes","2005","35-65 y.","secondary school degree","","","",""
"Sometimes","2005","35-65 y.","college entrance qualification","","","",""
"Sometimes","2005","35-65 y.","Other degree","","","",""
"Sometimes","2005","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2005","66 and older","lower secondary degree","","","",""
"Sometimes","2005","66 and older","secondary school degree","","","",""
"Sometimes","2005","66 and older","college entrance qualification","","","",""
"Sometimes","2005","66 and older","Other degree","","","",""
"Sometimes","2005","66 and older","no degree/no degree yet","","","",""
"Rarely","2005","16-34 y.","lower secondary degree","","","",""
"Rarely","2005","16-34 y.","secondary school degree","","","",""
"Rarely","2005","16-34 y.","college entrance qualification","","","",""
"Rarely","2005","16-34 y.","Other degree","","","",""
"Rarely","2005","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2005","35-65 y.","lower secondary degree","","","",""
"Rarely","2005","35-65 y.","secondary school degree","","","",""
"Rarely","2005","35-65 y.","college entrance qualification","","","",""
"Rarely","2005","35-65 y.","Other degree","","","",""
"Rarely","2005","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2005","66 and older","lower secondary degree","","","",""
"Rarely","2005","66 and older","secondary school degree","","","",""
"Rarely","2005","66 and older","college entrance qualification","","","",""
"Rarely","2005","66 and older","Other degree","","","",""
"Rarely","2005","66 and older","no degree/no degree yet","","","",""
"Never","2005","16-34 y.","lower secondary degree","","","",""
"Never","2005","16-34 y.","secondary school degree","","","",""
"Never","2005","16-34 y.","college entrance qualification","","","",""
"Never","2005","16-34 y.","Other degree","","","",""
"Never","2005","16-34 y.","no degree/no degree yet","","","",""
"Never","2005","35-65 y.","lower secondary degree","","","",""
"Never","2005","35-65 y.","secondary school degree","","","",""
"Never","2005","35-65 y.","college entrance qualification","","","",""
"Never","2005","35-65 y.","Other degree","","","",""
"Never","2005","35-65 y.","no degree/no degree yet","","","",""
"Never","2005","66 and older","lower secondary degree","","","",""
"Never","2005","66 and older","secondary school degree","","","",""
"Never","2005","66 and older","college entrance qualification","","","",""
"Never","2005","66 and older","Other degree","","","",""
"Never","2005","66 and older","no degree/no degree yet","","","",""
"Very often","2006","16-34 y.","lower secondary degree","","","",""
"Very often","2006","16-34 y.","secondary school degree","","","",""
"Very often","2006","16-34 y.","college entrance qualification","","","",""
"Very often","2006","16-34 y.","Other degree","","","",""
"Very often","2006","16-34 y.","no degree/no degree yet","","","",""
"Very often","2006","35-65 y.","lower secondary degree","","","",""
"Very often","2006","35-65 y.","secondary school degree","","","",""
"Very often","2006","35-65 y.","college entrance qualification","","","",""
"Very often","2006","35-65 y.","Other degree","","","",""
"Very often","2006","35-65 y.","no degree/no degree yet","","","",""
"Very often","2006","66 and older","lower secondary degree","","","",""
"Very often","2006","66 and older","secondary school degree","","","",""
"Very often","2006","66 and older","college entrance qualification","","","",""
"Very often","2006","66 and older","Other degree","","","",""
"Very often","2006","66 and older","no degree/no degree yet","","","",""
"Often","2006","16-34 y.","lower secondary degree","","","",""
"Often","2006","16-34 y.","secondary school degree","","","",""
"Often","2006","16-34 y.","college entrance qualification","","","",""
"Often","2006","16-34 y.","Other degree","","","",""
"Often","2006","16-34 y.","no degree/no degree yet","","","",""
"Often","2006","35-65 y.","lower secondary degree","","","",""
"Often","2006","35-65 y.","secondary school degree","","","",""
"Often","2006","35-65 y.","college entrance qualification","","","",""
"Often","2006","35-65 y.","Other degree","","","",""
"Often","2006","35-65 y.","no degree/no degree yet","","","",""
"Often","2006","66 and older","lower secondary degree","","","",""
"Often","2006","66 and older","secondary school degree","","","",""
"Often","2006","66 and older","college entrance qualification","","","",""
"Often","2006","66 and older","Other degree","","","",""
"Often","2006","66 and older","no degree/no degree yet","","","",""
"Sometimes","2006","16-34 y.","lower secondary degree","","","",""
"Sometimes","2006","16-34 y.","secondary school degree","","","",""
"Sometimes","2006","16-34 y.","college entrance qualification","","","",""
"Sometimes","2006","16-34 y.","Other degree","","","",""
"Sometimes","2006","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2006","35-65 y.","lower secondary degree","","","",""
"Sometimes","2006","35-65 y.","secondary school degree","","","",""
"Sometimes","2006","35-65 y.","college entrance qualification","","","",""
"Sometimes","2006","35-65 y.","Other degree","","","",""
"Sometimes","2006","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2006","66 and older","lower secondary degree","","","",""
"Sometimes","2006","66 and older","secondary school degree","","","",""
"Sometimes","2006","66 and older","college entrance qualification","","","",""
"Sometimes","2006","66 and older","Other degree","","","",""
"Sometimes","2006","66 and older","no degree/no degree yet","","","",""
"Rarely","2006","16-34 y.","lower secondary degree","","","",""
"Rarely","2006","16-34 y.","secondary school degree","","","",""
"Rarely","2006","16-34 y.","college entrance qualification","","","",""
"Rarely","2006","16-34 y.","Other degree","","","",""
"Rarely","2006","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2006","35-65 y.","lower secondary degree","","","",""
"Rarely","2006","35-65 y.","secondary school degree","","","",""
"Rarely","2006","35-65 y.","college entrance qualification","","","",""
"Rarely","2006","35-65 y.","Other degree","","","",""
"Rarely","2006","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2006","66 and older","lower secondary degree","","","",""
"Rarely","2006","66 and older","secondary school degree","","","",""
"Rarely","2006","66 and older","college entrance qualification","","","",""
"Rarely","2006","66 and older","Other degree","","","",""
"Rarely","2006","66 and older","no degree/no degree yet","","","",""
"Never","2006","16-34 y.","lower secondary degree","","","",""
"Never","2006","16-34 y.","secondary school degree","","","",""
"Never","2006","16-34 y.","college entrance qualification","","","",""
"Never","2006","16-34 y.","Other degree","","","",""
"Never","2006","16-34 y.","no degree/no degree yet","","","",""
"Never","2006","35-65 y.","lower secondary degree","","","",""
"Never","2006","35-65 y.","secondary school degree","","","",""
"Never","2006","35-65 y.","college entrance qualification","","","",""
"Never","2006","35-65 y.","Other degree","","","",""
"Never","2006","35-65 y.","no degree/no degree yet","","","",""
"Never","2006","66 and older","lower secondary degree","","","",""
"Never","2006","66 and older","secondary school degree","","","",""
"Never","2006","66 and older","college entrance qualification","","","",""
"Never","2006","66 and older","Other degree","","","",""
"Never","2006","66 and older","no degree/no degree yet","","","",""
"Very often","2007","16-34 y.","lower secondary degree","","","",""
"Very often","2007","16-34 y.","secondary school degree","","","",""
"Very often","2007","16-34 y.","college entrance qualification","","","",""
"Very often","2007","16-34 y.","Other degree","","","",""
"Very often","2007","16-34 y.","no degree/no degree yet","","","",""
"Very often","2007","35-65 y.","lower secondary degree","","","",""
"Very often","2007","35-65 y.","secondary school degree","","","",""
"Very often","2007","35-65 y.","college entrance qualification","","","",""
"Very often","2007","35-65 y.","Other degree","","","",""
"Very often","2007","35-65 y.","no degree/no degree yet","","","",""
"Very often","2007","66 and older","lower secondary degree","","","",""
"Very often","2007","66 and older","secondary school degree","","","",""
"Very often","2007","66 and older","college entrance qualification","","","",""
"Very often","2007","66 and older","Other degree","","","",""
"Very often","2007","66 and older","no degree/no degree yet","","","",""
"Often","2007","16-34 y.","lower secondary degree","","","",""
"Often","2007","16-34 y.","secondary school degree","","","",""
"Often","2007","16-34 y.","college entrance qualification","","","",""
"Often","2007","16-34 y.","Other degree","","","",""
"Often","2007","16-34 y.","no degree/no degree yet","","","",""
"Often","2007","35-65 y.","lower secondary degree","","","",""
"Often","2007","35-65 y.","secondary school degree","","","",""
"Often","2007","35-65 y.","college entrance qualification","","","",""
"Often","2007","35-65 y.","Other degree","","","",""
"Often","2007","35-65 y.","no degree/no degree yet","","","",""
"Often","2007","66 and older","lower secondary degree","","","",""
"Often","2007","66 and older","secondary school degree","","","",""
"Often","2007","66 and older","college entrance qualification","","","",""
"Often","2007","66 and older","Other degree","","","",""
"Often","2007","66 and older","no degree/no degree yet","","","",""
"Sometimes","2007","16-34 y.","lower secondary degree","","","",""
"Sometimes","2007","16-34 y.","secondary school degree","","","",""
"Sometimes","2007","16-34 y.","college entrance qualification","","","",""
"Sometimes","2007","16-34 y.","Other degree","","","",""
"Sometimes","2007","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2007","35-65 y.","lower secondary degree","","","",""
"Sometimes","2007","35-65 y.","secondary school degree","","","",""
"Sometimes","2007","35-65 y.","college entrance qualification","","","",""
"Sometimes","2007","35-65 y.","Other degree","","","",""
"Sometimes","2007","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2007","66 and older","lower secondary degree","","","",""
"Sometimes","2007","66 and older","secondary school degree","","","",""
"Sometimes","2007","66 and older","college entrance qualification","","","",""
"Sometimes","2007","66 and older","Other degree","","","",""
"Sometimes","2007","66 and older","no degree/no degree yet","","","",""
"Rarely","2007","16-34 y.","lower secondary degree","","","",""
"Rarely","2007","16-34 y.","secondary school degree","","","",""
"Rarely","2007","16-34 y.","college entrance qualification","","","",""
"Rarely","2007","16-34 y.","Other degree","","","",""
"Rarely","2007","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2007","35-65 y.","lower secondary degree","","","",""
"Rarely","2007","35-65 y.","secondary school degree","","","",""
"Rarely","2007","35-65 y.","college entrance qualification","","","",""
"Rarely","2007","35-65 y.","Other degree","","","",""
"Rarely","2007","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2007","66 and older","lower secondary degree","","","",""
"Rarely","2007","66 and older","secondary school degree","","","",""
"Rarely","2007","66 and older","college entrance qualification","","","",""
"Rarely","2007","66 and older","Other degree","","","",""
"Rarely","2007","66 and older","no degree/no degree yet","","","",""
"Never","2007","16-34 y.","lower secondary degree","","","",""
"Never","2007","16-34 y.","secondary school degree","","","",""
"Never","2007","16-34 y.","college entrance qualification","","","",""
"Never","2007","16-34 y.","Other degree","","","",""
"Never","2007","16-34 y.","no degree/no degree yet","","","",""
"Never","2007","35-65 y.","lower secondary degree","","","",""
"Never","2007","35-65 y.","secondary school degree","","","",""
"Never","2007","35-65 y.","college entrance qualification","","","",""
"Never","2007","35-65 y.","Other degree","","","",""
"Never","2007","35-65 y.","no degree/no degree yet","","","",""
"Never","2007","66 and older","lower secondary degree","","","",""
"Never","2007","66 and older","secondary school degree","","","",""
"Never","2007","66 and older","college entrance qualification","","","",""
"Never","2007","66 and older","Other degree","","","",""
"Never","2007","66 and older","no degree/no degree yet","","","",""
"Very often","2008","16-34 y.","lower secondary degree","31","0.0556527741421244","0.0383198148222304","0.0729857334620184"
"Very often","2008","16-34 y.","secondary school degree","66","0.0434800431760577","0.0323771134413227","0.0545829729107928"
"Very often","2008","16-34 y.","college entrance qualification","97","0.0629410575824134","0.0504106442150921","0.0754714709497348"
"Very often","2008","16-34 y.","Other degree","6","","",""
"Very often","2008","16-34 y.","no degree/no degree yet","40","0.0856771962967215","0.0579349188243756","0.113419473769068"
"Very often","2008","35-65 y.","lower secondary degree","61","0.0201563974689516","0.0152549216348648","0.0250578733030384"
"Very often","2008","35-65 y.","secondary school degree","103","0.0313297415255167","0.0257570199465607","0.0369024631044726"
"Very often","2008","35-65 y.","college entrance qualification","110","0.0355398584968271","0.0288679666843247","0.0422117503093295"
"Very often","2008","35-65 y.","Other degree","16","","",""
"Very often","2008","35-65 y.","no degree/no degree yet","","","",""
"Very often","2008","66 and older","lower secondary degree","18","","",""
"Very often","2008","66 and older","secondary school degree","15","","",""
"Very often","2008","66 and older","college entrance qualification","13","","",""
"Very often","2008","66 and older","Other degree","4","","",""
"Very often","2008","66 and older","no degree/no degree yet","1","","",""
"Often","2008","16-34 y.","lower secondary degree","136","0.203836616014581","0.173378316361171","0.23429491566799"
"Often","2008","16-34 y.","secondary school degree","292","0.235294678710011","0.212200703294065","0.258388654125957"
"Often","2008","16-34 y.","college entrance qualification","403","0.27019242581511","0.247280811293711","0.293104040336508"
"Often","2008","16-34 y.","Other degree","16","","",""
"Often","2008","16-34 y.","no degree/no degree yet","129","0.317121113424139","0.270995289823878","0.3632469370244"
"Often","2008","35-65 y.","lower secondary degree","350","0.10268276974757","0.0920959914328573","0.113269548062282"
"Often","2008","35-65 y.","secondary school degree","568","0.146655061231893","0.135338569950477","0.157971552513309"
"Often","2008","35-65 y.","college entrance qualification","627","0.227870346662026","0.212754306798721","0.242986386525332"
"Often","2008","35-65 y.","Other degree","79","0.12070991617283","0.0950449717348882","0.146374860610772"
"Often","2008","35-65 y.","no degree/no degree yet","5","","",""
"Often","2008","66 and older","lower secondary degree","141","0.0562602374542399","0.0474201869836895","0.0651002879247903"
"Often","2008","66 and older","secondary school degree","54","0.0713450544628544","0.0521113474228045","0.0905787615029043"
"Often","2008","66 and older","college entrance qualification","89","0.12068471234727","0.0970048416121948","0.144364583082346"
"Often","2008","66 and older","Other degree","11","","",""
"Often","2008","66 and older","no degree/no degree yet","3","","",""
"Sometimes","2008","16-34 y.","lower secondary degree","268","0.412006659989895","0.374793052193845","0.449220267785946"
"Sometimes","2008","16-34 y.","secondary school degree","524","0.415919031554004","0.389084963638725","0.442753099469282"
"Sometimes","2008","16-34 y.","college entrance qualification","614","0.425217431774797","0.399709676021145","0.45072518752845"
"Sometimes","2008","16-34 y.","Other degree","49","0.375485458139708","0.288112925190452","0.462857991088964"
"Sometimes","2008","16-34 y.","no degree/no degree yet","157","0.402958227214728","0.354340787426779","0.451575667002677"
"Sometimes","2008","35-65 y.","lower secondary degree","979","0.314506362824376","0.298312201541324","0.330700524107428"
"Sometimes","2008","35-65 y.","secondary school degree","1400","0.363325919637594","0.347940557166445","0.378711282108742"
"Sometimes","2008","35-65 y.","college entrance qualification","1160","0.37752925988919","0.360059626730558","0.394998893047822"
"Sometimes","2008","35-65 y.","Other degree","182","0.28746826018532","0.251814952740066","0.323121567630574"
"Sometimes","2008","35-65 y.","no degree/no degree yet","23","","",""
"Sometimes","2008","66 and older","lower secondary degree","548","0.210699117920252","0.195053940585078","0.226344295255427"
"Sometimes","2008","66 and older","secondary school degree","213","0.340972094473228","0.30555073765851","0.376393451287947"
"Sometimes","2008","66 and older","college entrance qualification","247","0.302873287487717","0.269471690355827","0.336274884619607"
"Sometimes","2008","66 and older","Other degree","36","0.177294127350902","0.12462672724748","0.229961527454324"
"Sometimes","2008","66 and older","no degree/no degree yet","9","","",""
"Rarely","2008","16-34 y.","lower secondary degree","146","0.180162752208791","0.15110514952459","0.209220354892993"
"Rarely","2008","16-34 y.","secondary school degree","322","0.246146317760463","0.222693998798034","0.269598636722891"
"Rarely","2008","16-34 y.","college entrance qualification","289","0.214697186137927","0.193511297820914","0.23588307445494"
"Rarely","2008","16-34 y.","Other degree","29","","",""
"Rarely","2008","16-34 y.","no degree/no degree yet","54","0.167557229136194","0.130538756983342","0.204575701289045"
"Rarely","2008","35-65 y.","lower secondary degree","1062","0.325811875408202","0.30946570461822","0.342158046198184"
"Rarely","2008","35-65 y.","secondary school degree","1222","0.33161055194793","0.31655038035649","0.34667072353937"
"Rarely","2008","35-65 y.","college entrance qualification","844","0.284375960102601","0.268119053637785","0.300632866567416"
