"ple0013","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2012","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2012","66 and older","(0) in school","","","",""
"Yes","2012","66 and older","(1a) inadequately completed","","","",""
"Yes","2012","66 and older","(1b) general elementary school","","","",""
"Yes","2012","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2012","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2012","66 and older","(2a) intermediate vocational","","","",""
"Yes","2012","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2012","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","66 and older","(3a) lower tertiary education","","","",""
"Yes","2012","66 and older","(3b) higher tertiary education","","","",""
"Yes","2013","16-34 y.","(0) in school","18","","",""
"Yes","2013","16-34 y.","(1a) inadequately completed","4","","",""
"Yes","2013","16-34 y.","(1b) general elementary school","16","","",""
"Yes","2013","16-34 y.","(1c) basic vocational qualification","19","","",""
"Yes","2013","16-34 y.","(2b) intermediate general qualification","16","","",""
"Yes","2013","16-34 y.","(2a) intermediate vocational","39","1","1","1"
"Yes","2013","16-34 y.","(2c_gen) general maturity certificate","50","1","1","1"
"Yes","2013","16-34 y.","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2013","16-34 y.","(3a) lower tertiary education","9","","",""
"Yes","2013","16-34 y.","(3b) higher tertiary education","33","1","1","1"
"Yes","2013","35-65 y.","(0) in school","","","",""
"Yes","2013","35-65 y.","(1a) inadequately completed","12","","",""
"Yes","2013","35-65 y.","(1b) general elementary school","46","1","1","1"
"Yes","2013","35-65 y.","(1c) basic vocational qualification","161","1","1","1"
"Yes","2013","35-65 y.","(2b) intermediate general qualification","6","","",""
"Yes","2013","35-65 y.","(2a) intermediate vocational","184","1","1","1"
"Yes","2013","35-65 y.","(2c_gen) general maturity certificate","8","","",""
"Yes","2013","35-65 y.","(2c_voc) vocational maturity certificate","52","1","1","1"
"Yes","2013","35-65 y.","(3a) lower tertiary education","62","1","1","1"
"Yes","2013","35-65 y.","(3b) higher tertiary education","73","1","1","1"
"Yes","2013","66 and older","(0) in school","","","",""
"Yes","2013","66 and older","(1a) inadequately completed","2","","",""
"Yes","2013","66 and older","(1b) general elementary school","44","1","1","1"
"Yes","2013","66 and older","(1c) basic vocational qualification","117","1","1","1"
"Yes","2013","66 and older","(2b) intermediate general qualification","4","","",""
"Yes","2013","66 and older","(2a) intermediate vocational","43","1","1","1"
"Yes","2013","66 and older","(2c_gen) general maturity certificate","1","","",""
"Yes","2013","66 and older","(2c_voc) vocational maturity certificate","9","","",""
"Yes","2013","66 and older","(3a) lower tertiary education","31","1","1","1"
"Yes","2013","66 and older","(3b) higher tertiary education","36","1","1","1"
"Yes","2014","16-34 y.","(0) in school","","","",""
"Yes","2014","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2014","16-34 y.","(1b) general elementary school","","","",""
"Yes","2014","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2014","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2014","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2014","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2014","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2014","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2014","35-65 y.","(0) in school","","","",""
"Yes","2014","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2014","35-65 y.","(1b) general elementary school","","","",""
"Yes","2014","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2014","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2014","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2014","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2014","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2014","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2014","66 and older","(0) in school","","","",""
"Yes","2014","66 and older","(1a) inadequately completed","","","",""
"Yes","2014","66 and older","(1b) general elementary school","","","",""
"Yes","2014","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2014","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2014","66 and older","(2a) intermediate vocational","","","",""
"Yes","2014","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2014","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","66 and older","(3a) lower tertiary education","","","",""
"Yes","2014","66 and older","(3b) higher tertiary education","","","",""
"Yes","2015","16-34 y.","(0) in school","26","","",""
"Yes","2015","16-34 y.","(1a) inadequately completed","6","","",""
"Yes","2015","16-34 y.","(1b) general elementary school","32","1","1","1"
"Yes","2015","16-34 y.","(1c) basic vocational qualification","31","1","1","1"
"Yes","2015","16-34 y.","(2b) intermediate general qualification","40","1","1","1"
"Yes","2015","16-34 y.","(2a) intermediate vocational","56","1","1","1"
"Yes","2015","16-34 y.","(2c_gen) general maturity certificate","65","1","1","1"
"Yes","2015","16-34 y.","(2c_voc) vocational maturity certificate","27","","",""
"Yes","2015","16-34 y.","(3a) lower tertiary education","18","","",""
"Yes","2015","16-34 y.","(3b) higher tertiary education","42","1","1","1"
"Yes","2015","35-65 y.","(0) in school","","","",""
"Yes","2015","35-65 y.","(1a) inadequately completed","29","","",""
"Yes","2015","35-65 y.","(1b) general elementary school","61","1","1","1"
"Yes","2015","35-65 y.","(1c) basic vocational qualification","197","1","1","1"
"Yes","2015","35-65 y.","(2b) intermediate general qualification","15","","",""
"Yes","2015","35-65 y.","(2a) intermediate vocational","246","1","1","1"
"Yes","2015","35-65 y.","(2c_gen) general maturity certificate","30","1","1","1"
"Yes","2015","35-65 y.","(2c_voc) vocational maturity certificate","92","1","1","1"
"Yes","2015","35-65 y.","(3a) lower tertiary education","74","1","1","1"
"Yes","2015","35-65 y.","(3b) higher tertiary education","133","1","1","1"
"Yes","2015","66 and older","(0) in school","","","",""
"Yes","2015","66 and older","(1a) inadequately completed","7","","",""
"Yes","2015","66 and older","(1b) general elementary school","35","1","1","1"
"Yes","2015","66 and older","(1c) basic vocational qualification","113","1","1","1"
"Yes","2015","66 and older","(2b) intermediate general qualification","3","","",""
"Yes","2015","66 and older","(2a) intermediate vocational","45","1","1","1"
"Yes","2015","66 and older","(2c_gen) general maturity certificate","4","","",""
"Yes","2015","66 and older","(2c_voc) vocational maturity certificate","7","","",""
"Yes","2015","66 and older","(3a) lower tertiary education","20","","",""
"Yes","2015","66 and older","(3b) higher tertiary education","38","1","1","1"
"Yes","2016","16-34 y.","(0) in school","","","",""
"Yes","2016","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2016","16-34 y.","(1b) general elementary school","","","",""
"Yes","2016","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2016","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2016","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2016","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2016","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2016","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2016","35-65 y.","(0) in school","","","",""
"Yes","2016","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2016","35-65 y.","(1b) general elementary school","","","",""
"Yes","2016","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2016","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2016","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2016","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2016","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2016","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2016","66 and older","(0) in school","","","",""
"Yes","2016","66 and older","(1a) inadequately completed","","","",""
"Yes","2016","66 and older","(1b) general elementary school","","","",""
"Yes","2016","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2016","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2016","66 and older","(2a) intermediate vocational","","","",""
"Yes","2016","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2016","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","66 and older","(3a) lower tertiary education","","","",""
"Yes","2016","66 and older","(3b) higher tertiary education","","","",""
"Yes","2017","16-34 y.","(0) in school","30","1","1","1"
"Yes","2017","16-34 y.","(1a) inadequately completed","4","","",""
"Yes","2017","16-34 y.","(1b) general elementary school","40","1","1","1"
"Yes","2017","16-34 y.","(1c) basic vocational qualification","41","1","1","1"
"Yes","2017","16-34 y.","(2b) intermediate general qualification","37","1","1","1"
"Yes","2017","16-34 y.","(2a) intermediate vocational","65","1","1","1"
"Yes","2017","16-34 y.","(2c_gen) general maturity certificate","75","1","1","1"
"Yes","2017","16-34 y.","(2c_voc) vocational maturity certificate","32","1","1","1"
"Yes","2017","16-34 y.","(3a) lower tertiary education","20","","",""
"Yes","2017","16-34 y.","(3b) higher tertiary education","49","1","1","1"
"Yes","2017","35-65 y.","(0) in school","","","",""
"Yes","2017","35-65 y.","(1a) inadequately completed","37","1","1","1"
"Yes","2017","35-65 y.","(1b) general elementary school","72","1","1","1"
"Yes","2017","35-65 y.","(1c) basic vocational qualification","214","1","1","1"
"Yes","2017","35-65 y.","(2b) intermediate general qualification","14","","",""
"Yes","2017","35-65 y.","(2a) intermediate vocational","275","1","1","1"
"Yes","2017","35-65 y.","(2c_gen) general maturity certificate","27","","",""
"Yes","2017","35-65 y.","(2c_voc) vocational maturity certificate","121","1","1","1"
"Yes","2017","35-65 y.","(3a) lower tertiary education","98","1","1","1"
"Yes","2017","35-65 y.","(3b) higher tertiary education","148","1","1","1"
"Yes","2017","66 and older","(0) in school","","","",""
"Yes","2017","66 and older","(1a) inadequately completed","4","","",""
"Yes","2017","66 and older","(1b) general elementary school","43","1","1","1"
"Yes","2017","66 and older","(1c) basic vocational qualification","112","1","1","1"
"Yes","2017","66 and older","(2b) intermediate general qualification","5","","",""
"Yes","2017","66 and older","(2a) intermediate vocational","38","1","1","1"
"Yes","2017","66 and older","(2c_gen) general maturity certificate","3","","",""
"Yes","2017","66 and older","(2c_voc) vocational maturity certificate","10","","",""
"Yes","2017","66 and older","(3a) lower tertiary education","23","","",""
"Yes","2017","66 and older","(3b) higher tertiary education","31","1","1","1"
"Yes","2018","16-34 y.","(0) in school","","","",""
"Yes","2018","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2018","16-34 y.","(1b) general elementary school","","","",""
"Yes","2018","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2018","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2018","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2018","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2018","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2018","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2018","35-65 y.","(0) in school","","","",""
"Yes","2018","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2018","35-65 y.","(1b) general elementary school","","","",""
"Yes","2018","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2018","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2018","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2018","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2018","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2018","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2018","66 and older","(0) in school","","","",""
"Yes","2018","66 and older","(1a) inadequately completed","","","",""
"Yes","2018","66 and older","(1b) general elementary school","","","",""
"Yes","2018","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2018","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2018","66 and older","(2a) intermediate vocational","","","",""
"Yes","2018","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2018","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","66 and older","(3a) lower tertiary education","","","",""
"Yes","2018","66 and older","(3b) higher tertiary education","","","",""
"Yes","2019","16-34 y.","(0) in school","15","","",""
"Yes","2019","16-34 y.","(1a) inadequately completed","6","","",""
"Yes","2019","16-34 y.","(1b) general elementary school","44","1","1","1"
"Yes","2019","16-34 y.","(1c) basic vocational qualification","29","","",""
"Yes","2019","16-34 y.","(2b) intermediate general qualification","41","1","1","1"
"Yes","2019","16-34 y.","(2a) intermediate vocational","61","1","1","1"
"Yes","2019","16-34 y.","(2c_gen) general maturity certificate","67","1","1","1"
"Yes","2019","16-34 y.","(2c_voc) vocational maturity certificate","32","1","1","1"
"Yes","2019","16-34 y.","(3a) lower tertiary education","19","","",""
"Yes","2019","16-34 y.","(3b) higher tertiary education","49","1","1","1"
"Yes","2019","35-65 y.","(0) in school","","","",""
"Yes","2019","35-65 y.","(1a) inadequately completed","28","","",""
"Yes","2019","35-65 y.","(1b) general elementary school","64","1","1","1"
"Yes","2019","35-65 y.","(1c) basic vocational qualification","200","1","1","1"
"Yes","2019","35-65 y.","(2b) intermediate general qualification","17","","",""
"Yes","2019","35-65 y.","(2a) intermediate vocational","294","1","1","1"
"Yes","2019","35-65 y.","(2c_gen) general maturity certificate","41","1","1","1"
"Yes","2019","35-65 y.","(2c_voc) vocational maturity certificate","133","1","1","1"
"Yes","2019","35-65 y.","(3a) lower tertiary education","114","1","1","1"
"Yes","2019","35-65 y.","(3b) higher tertiary education","200","1","1","1"
"Yes","2019","66 and older","(0) in school","","","",""
"Yes","2019","66 and older","(1a) inadequately completed","4","","",""
"Yes","2019","66 and older","(1b) general elementary school","34","1","1","1"
"Yes","2019","66 and older","(1c) basic vocational qualification","126","1","1","1"
"Yes","2019","66 and older","(2b) intermediate general qualification","4","","",""
"Yes","2019","66 and older","(2a) intermediate vocational","55","1","1","1"
"Yes","2019","66 and older","(2c_gen) general maturity certificate","8","","",""
"Yes","2019","66 and older","(2c_voc) vocational maturity certificate","14","","",""
"Yes","2019","66 and older","(3a) lower tertiary education","33","1","1","1"
"Yes","2019","66 and older","(3b) higher tertiary education","43","1","1","1"
