"ple0013","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Other degree","direct migration background","","","",""
"Yes","2012","Other degree","indirect migration background","","","",""
"Yes","2012","no degree/no degree yet","no migration background","","","",""
"Yes","2012","no degree/no degree yet","direct migration background","","","",""
"Yes","2012","no degree/no degree yet","indirect migration background","","","",""
"Yes","2013","lower secondary degree","no migration background","356","1","1","1"
"Yes","2013","lower secondary degree","direct migration background","16","","",""
"Yes","2013","lower secondary degree","indirect migration background","11","","",""
"Yes","2013","secondary school degree","no migration background","298","1","1","1"
"Yes","2013","secondary school degree","direct migration background","5","","",""
"Yes","2013","secondary school degree","indirect migration background","19","","",""
"Yes","2013","college entrance qualification","no migration background","294","1","1","1"
"Yes","2013","college entrance qualification","direct migration background","10","","",""
"Yes","2013","college entrance qualification","indirect migration background","14","","",""
"Yes","2013","Other degree","no migration background","5","","",""
"Yes","2013","Other degree","direct migration background","36","1","1","1"
"Yes","2013","Other degree","indirect migration background","1","","",""
"Yes","2013","no degree/no degree yet","no migration background","26","","",""
"Yes","2013","no degree/no degree yet","direct migration background","6","","",""
"Yes","2013","no degree/no degree yet","indirect migration background","4","","",""
"Yes","2014","lower secondary degree","no migration background","","","",""
"Yes","2014","lower secondary degree","direct migration background","","","",""
"Yes","2014","lower secondary degree","indirect migration background","","","",""
"Yes","2014","secondary school degree","no migration background","","","",""
"Yes","2014","secondary school degree","direct migration background","","","",""
"Yes","2014","secondary school degree","indirect migration background","","","",""
"Yes","2014","college entrance qualification","no migration background","","","",""
"Yes","2014","college entrance qualification","direct migration background","","","",""
"Yes","2014","college entrance qualification","indirect migration background","","","",""
"Yes","2014","Other degree","no migration background","","","",""
"Yes","2014","Other degree","direct migration background","","","",""
"Yes","2014","Other degree","indirect migration background","","","",""
"Yes","2014","no degree/no degree yet","no migration background","","","",""
"Yes","2014","no degree/no degree yet","direct migration background","","","",""
"Yes","2014","no degree/no degree yet","indirect migration background","","","",""
"Yes","2015","lower secondary degree","no migration background","373","1","1","1"
"Yes","2015","lower secondary degree","direct migration background","20","","",""
"Yes","2015","lower secondary degree","indirect migration background","30","1","1","1"
"Yes","2015","secondary school degree","no migration background","378","1","1","1"
"Yes","2015","secondary school degree","direct migration background","18","","",""
"Yes","2015","secondary school degree","indirect migration background","38","1","1","1"
"Yes","2015","college entrance qualification","no migration background","387","1","1","1"
"Yes","2015","college entrance qualification","direct migration background","22","","",""
"Yes","2015","college entrance qualification","indirect migration background","39","1","1","1"
"Yes","2015","Other degree","no migration background","9","","",""
"Yes","2015","Other degree","direct migration background","98","1","1","1"
"Yes","2015","Other degree","indirect migration background","3","","",""
"Yes","2015","no degree/no degree yet","no migration background","40","1","1","1"
"Yes","2015","no degree/no degree yet","direct migration background","20","","",""
"Yes","2015","no degree/no degree yet","indirect migration background","9","","",""
"Yes","2016","lower secondary degree","no migration background","","","",""
"Yes","2016","lower secondary degree","direct migration background","","","",""
"Yes","2016","lower secondary degree","indirect migration background","","","",""
"Yes","2016","secondary school degree","no migration background","","","",""
"Yes","2016","secondary school degree","direct migration background","","","",""
"Yes","2016","secondary school degree","indirect migration background","","","",""
"Yes","2016","college entrance qualification","no migration background","","","",""
"Yes","2016","college entrance qualification","direct migration background","","","",""
"Yes","2016","college entrance qualification","indirect migration background","","","",""
"Yes","2016","Other degree","no migration background","","","",""
"Yes","2016","Other degree","direct migration background","","","",""
"Yes","2016","Other degree","indirect migration background","","","",""
"Yes","2016","no degree/no degree yet","no migration background","","","",""
"Yes","2016","no degree/no degree yet","direct migration background","","","",""
"Yes","2016","no degree/no degree yet","indirect migration background","","","",""
"Yes","2017","lower secondary degree","no migration background","413","1","1","1"
"Yes","2017","lower secondary degree","direct migration background","21","","",""
"Yes","2017","lower secondary degree","indirect migration background","28","","",""
"Yes","2017","secondary school degree","no migration background","433","1","1","1"
"Yes","2017","secondary school degree","direct migration background","16","","",""
"Yes","2017","secondary school degree","indirect migration background","27","","",""
"Yes","2017","college entrance qualification","no migration background","451","1","1","1"
"Yes","2017","college entrance qualification","direct migration background","21","","",""
"Yes","2017","college entrance qualification","indirect migration background","43","1","1","1"
"Yes","2017","Other degree","no migration background","12","","",""
"Yes","2017","Other degree","direct migration background","121","1","1","1"
"Yes","2017","Other degree","indirect migration background","2","","",""
"Yes","2017","no degree/no degree yet","no migration background","46","1","1","1"
"Yes","2017","no degree/no degree yet","direct migration background","18","","",""
"Yes","2017","no degree/no degree yet","indirect migration background","11","","",""
"Yes","2018","lower secondary degree","no migration background","","","",""
"Yes","2018","lower secondary degree","direct migration background","","","",""
"Yes","2018","lower secondary degree","indirect migration background","","","",""
"Yes","2018","secondary school degree","no migration background","","","",""
"Yes","2018","secondary school degree","direct migration background","","","",""
"Yes","2018","secondary school degree","indirect migration background","","","",""
"Yes","2018","college entrance qualification","no migration background","","","",""
"Yes","2018","college entrance qualification","direct migration background","","","",""
"Yes","2018","college entrance qualification","indirect migration background","","","",""
"Yes","2018","Other degree","no migration background","","","",""
"Yes","2018","Other degree","direct migration background","","","",""
"Yes","2018","Other degree","indirect migration background","","","",""
"Yes","2018","no degree/no degree yet","no migration background","","","",""
"Yes","2018","no degree/no degree yet","direct migration background","","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","","","",""
"Yes","2019","lower secondary degree","no migration background","392","1","1","1"
"Yes","2019","lower secondary degree","direct migration background","19","","",""
"Yes","2019","lower secondary degree","indirect migration background","31","1","1","1"
"Yes","2019","secondary school degree","no migration background","477","1","1","1"
"Yes","2019","secondary school degree","direct migration background","12","","",""
"Yes","2019","secondary school degree","indirect migration background","32","1","1","1"
"Yes","2019","college entrance qualification","no migration background","553","1","1","1"
"Yes","2019","college entrance qualification","direct migration background","21","","",""
"Yes","2019","college entrance qualification","indirect migration background","51","1","1","1"
"Yes","2019","Other degree","no migration background","18","","",""
"Yes","2019","Other degree","direct migration background","104","1","1","1"
"Yes","2019","Other degree","indirect migration background","2","","",""
"Yes","2019","no degree/no degree yet","no migration background","31","1","1","1"
"Yes","2019","no degree/no degree yet","direct migration background","18","","",""
"Yes","2019","no degree/no degree yet","indirect migration background","6","","",""
