"ple0013","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2013","indirect migration background","East Germany","43","0.993580622467783","0.970246587220014","1.01691465771555","2"
"Yes","2013","no migration background","West Germany","791","0.0660827788643812","0.0616750677173887","0.0704904900113737","1"
"Yes","2013","no migration background","East Germany","217","0.0528538159441745","0.0462094914172961","0.059498140471053","1"
"Yes","2013","direct migration background","West Germany","76","0.0549605508247184","0.0438454774259181","0.0660756242235187","1"
"Yes","2013","direct migration background","East Germany","2","","","","1"
"Yes","2013","indirect migration background","West Germany","49","0.0805091920906414","0.0599226567959809","0.101095727385302","1"
"Yes","2013","indirect migration background","East Germany","2","","","","1"
"No","2014","no migration background","West Germany","","","","","2"
"No","2014","no migration background","East Germany","","","","","2"
"No","2014","direct migration background","West Germany","","","","","2"
"No","2014","direct migration background","East Germany","","","","","2"
"No","2014","indirect migration background","West Germany","","","","","2"
"No","2014","indirect migration background","East Germany","","","","","2"
"Yes","2014","no migration background","West Germany","","","","","1"
"Yes","2014","no migration background","East Germany","","","","","1"
"Yes","2014","direct migration background","West Germany","","","","","1"
"Yes","2014","direct migration background","East Germany","","","","","1"
"Yes","2014","indirect migration background","West Germany","","","","","1"
"Yes","2014","indirect migration background","East Germany","","","","","1"
"No","2015","no migration background","West Germany","13367","0.933804828799239","0.929733161279229","0.93787649631925","2"
"No","2015","no migration background","East Germany","4618","0.943872045729878","0.937422833752538","0.950321257707219","2"
"No","2015","direct migration background","West Germany","3846","0.945914002120315","0.938927183704737","0.952900820535894","2"
"No","2015","direct migration background","East Germany","287","0.983538023724918","0.969017788697758","0.998058258752078","2"
"No","2015","indirect migration background","West Germany","1415","0.90737277182514","0.892846151652701","0.921899391997578","2"
"No","2015","indirect migration background","East Germany","94","0.89343720490372","0.833848451904983","0.953025957902457","2"
"Yes","2015","no migration background","West Germany","956","0.0661951712007607","0.0621235036807499","0.0702668387207714","1"
"Yes","2015","no migration background","East Germany","275","0.0561279542701216","0.0496787422927809","0.0625771662474622","1"
"Yes","2015","direct migration background","West Germany","180","0.0540859978796845","0.0470991794641063","0.0610728162952627","1"
"Yes","2015","direct migration background","East Germany","8","","","","1"
"Yes","2015","indirect migration background","West Germany","115","0.0926272281748603","0.0781006080024217","0.107153848347299","1"
"Yes","2015","indirect migration background","East Germany","9","","","","1"
"No","2016","no migration background","West Germany","","","","","2"
"No","2016","no migration background","East Germany","","","","","2"
"No","2016","direct migration background","West Germany","","","","","2"
"No","2016","direct migration background","East Germany","","","","","2"
"No","2016","indirect migration background","West Germany","","","","","2"
"No","2016","indirect migration background","East Germany","","","","","2"
"Yes","2016","direct migration background","West Germany","","","","","1"
"Yes","2016","direct migration background","East Germany","","","","","1"
"Yes","2016","no migration background","West Germany","","","","","1"
"Yes","2016","no migration background","East Germany","","","","","1"
"Yes","2016","indirect migration background","West Germany","","","","","1"
"Yes","2016","indirect migration background","East Germany","","","","","1"
"No","2017","no migration background","West Germany","14079","0.928404231564489","0.924302363709888","0.932506099419089","2"
"No","2017","no migration background","East Germany","4850","0.9375964017102","0.930999078571686","0.944193724848714","2"
"No","2017","direct migration background","West Germany","4108","0.94771352897087","0.941059302553279","0.954367755388461","2"
"No","2017","direct migration background","East Germany","354","0.923337261453648","0.896191173401892","0.950483349505404","2"
"No","2017","indirect migration background","West Germany","1493","0.926976533166133","0.914259943363777","0.939693122968488","2"
"No","2017","indirect migration background","East Germany","100","0.874009400363633","0.811133629082395","0.936885171644872","2"
"Yes","2017","direct migration background","West Germany","191","0.0522864710291302","0.0456322446115391","0.0589406974467214","1"
"Yes","2017","direct migration background","East Germany","15","","","","1"
"Yes","2017","indirect migration background","West Germany","115","0.0730234668338673","0.0603068770315121","0.0857400566362225","1"
"Yes","2017","no migration background","West Germany","1097","0.0715957684355114","0.0674939005809108","0.0756976362901119","1"
"Yes","2017","no migration background","East Germany","314","0.0624035982898003","0.0558062751512863","0.0690009214283144","1"
"Yes","2017","indirect migration background","East Germany","7","","","","1"
"No","2018","no migration background","West Germany","","","","","2"
"No","2018","no migration background","East Germany","","","","","2"
"No","2018","direct migration background","West Germany","","","","","2"
"No","2018","direct migration background","East Germany","","","","","2"
"No","2018","indirect migration background","West Germany","","","","","2"
"No","2018","indirect migration background","East Germany","","","","","2"
"Yes","2018","direct migration background","West Germany","","","","","1"
"Yes","2018","direct migration background","East Germany","","","","","1"
"Yes","2018","indirect migration background","West Germany","","","","","1"
"Yes","2018","no migration background","West Germany","","","","","1"
"Yes","2018","indirect migration background","East Germany","","","","","1"
"Yes","2018","no migration background","East Germany","","","","","1"
"No","2019","no migration background","West Germany","13893","0.924335339493472","0.920114543674386","0.928556135312559","2"
"No","2019","no migration background","East Germany","4819","0.927011806012086","0.919913834229897","0.934109777794275","2"
"No","2019","direct migration background","West Germany","3391","0.942710619366247","0.935082023871481","0.950339214861014","2"
"No","2019","direct migration background","East Germany","285","0.98875049528964","0.97663303362345","1.00086795695583","2"
"No","2019","indirect migration background","West Germany","1447","0.91077221803777","0.896680084299046","0.924864351776494","2"
"No","2019","indirect migration background","East Germany","124","0.951814306062923","0.915417988683104","0.988210623442743","2"
"Yes","2019","direct migration background","West Germany","174","0.0572893806337528","0.0496607851389864","0.0649179761285192","1"
"Yes","2019","direct migration background","East Germany","6","","","","1"
"Yes","2019","no migration background","West Germany","1188","0.0756646605065275","0.071443864687441","0.0798854563256141","1"
"Yes","2019","indirect migration background","West Germany","125","0.0892277819622301","0.0751356482235064","0.103319915700954","1"
"Yes","2019","indirect migration background","East Germany","9","","","","1"
"Yes","2019","no migration background","East Germany","340","0.0729881939879144","0.0658902222057254","0.0800861657701033","1"
