"ple0013","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2015","(1b) general elementary school","Female","93","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Male","168","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Female","173","1","1","1"
"Yes","2015","(2b) intermediate general qualification","Male","20","","",""
"Yes","2015","(2b) intermediate general qualification","Female","38","1","1","1"
"Yes","2015","(2a) intermediate vocational","Male","121","1","1","1"
"Yes","2015","(2a) intermediate vocational","Female","226","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Male","49","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Female","50","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","Male","48","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","Female","78","1","1","1"
"Yes","2015","(3a) lower tertiary education","Male","47","1","1","1"
"Yes","2015","(3a) lower tertiary education","Female","65","1","1","1"
"Yes","2015","(3b) higher tertiary education","Male","101","1","1","1"
"Yes","2015","(3b) higher tertiary education","Female","112","1","1","1"
"Yes","2016","(0) in school","Male","","","",""
"Yes","2016","(0) in school","Female","","","",""
"Yes","2016","(1a) inadequately completed","Male","","","",""
"Yes","2016","(1a) inadequately completed","Female","","","",""
"Yes","2016","(1b) general elementary school","Male","","","",""
"Yes","2016","(1b) general elementary school","Female","","","",""
"Yes","2016","(1c) basic vocational qualification","Male","","","",""
"Yes","2016","(1c) basic vocational qualification","Female","","","",""
"Yes","2016","(2b) intermediate general qualification","Male","","","",""
"Yes","2016","(2b) intermediate general qualification","Female","","","",""
"Yes","2016","(2a) intermediate vocational","Male","","","",""
"Yes","2016","(2a) intermediate vocational","Female","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2016","(3a) lower tertiary education","Male","","","",""
"Yes","2016","(3a) lower tertiary education","Female","","","",""
"Yes","2016","(3b) higher tertiary education","Male","","","",""
"Yes","2016","(3b) higher tertiary education","Female","","","",""
"Yes","2017","(0) in school","Male","19","","",""
"Yes","2017","(0) in school","Female","11","","",""
"Yes","2017","(1a) inadequately completed","Male","15","","",""
"Yes","2017","(1a) inadequately completed","Female","30","1","1","1"
"Yes","2017","(1b) general elementary school","Male","48","1","1","1"
"Yes","2017","(1b) general elementary school","Female","107","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Male","192","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Female","175","1","1","1"
"Yes","2017","(2b) intermediate general qualification","Male","20","","",""
"Yes","2017","(2b) intermediate general qualification","Female","36","1","1","1"
"Yes","2017","(2a) intermediate vocational","Male","130","1","1","1"
"Yes","2017","(2a) intermediate vocational","Female","248","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","Male","57","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","Female","48","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Male","56","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Female","107","1","1","1"
"Yes","2017","(3a) lower tertiary education","Male","65","1","1","1"
"Yes","2017","(3a) lower tertiary education","Female","76","1","1","1"
"Yes","2017","(3b) higher tertiary education","Male","104","1","1","1"
"Yes","2017","(3b) higher tertiary education","Female","124","1","1","1"
"Yes","2018","(0) in school","Male","","","",""
"Yes","2018","(0) in school","Female","","","",""
"Yes","2018","(1a) inadequately completed","Male","","","",""
"Yes","2018","(1a) inadequately completed","Female","","","",""
"Yes","2018","(1b) general elementary school","Male","","","",""
"Yes","2018","(1b) general elementary school","Female","","","",""
"Yes","2018","(1c) basic vocational qualification","Male","","","",""
"Yes","2018","(1c) basic vocational qualification","Female","","","",""
"Yes","2018","(2b) intermediate general qualification","Male","","","",""
"Yes","2018","(2b) intermediate general qualification","Female","","","",""
"Yes","2018","(2a) intermediate vocational","Male","","","",""
"Yes","2018","(2a) intermediate vocational","Female","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2018","(3a) lower tertiary education","Male","","","",""
"Yes","2018","(3a) lower tertiary education","Female","","","",""
"Yes","2018","(3b) higher tertiary education","Male","","","",""
"Yes","2018","(3b) higher tertiary education","Female","","","",""
"Yes","2019","(0) in school","Male","6","","",""
"Yes","2019","(0) in school","Female","9","","",""
"Yes","2019","(1a) inadequately completed","Male","11","","",""
"Yes","2019","(1a) inadequately completed","Female","27","","",""
"Yes","2019","(1b) general elementary school","Male","48","1","1","1"
"Yes","2019","(1b) general elementary school","Female","94","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Male","180","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Female","175","1","1","1"
"Yes","2019","(2b) intermediate general qualification","Male","19","","",""
"Yes","2019","(2b) intermediate general qualification","Female","42","1","1","1"
"Yes","2019","(2a) intermediate vocational","Male","162","1","1","1"
"Yes","2019","(2a) intermediate vocational","Female","248","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","Male","66","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","Female","50","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","Male","64","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","Female","115","1","1","1"
"Yes","2019","(3a) lower tertiary education","Male","89","1","1","1"
"Yes","2019","(3a) lower tertiary education","Female","76","1","1","1"
"Yes","2019","(3b) higher tertiary education","Male","142","1","1","1"
"Yes","2019","(3b) higher tertiary education","Female","150","1","1","1"
