"ple0013","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2013","higher education","4234","0.935959383524682","0.928788671201229","0.943130095848135","2"
"No","2013","higher vocational","1272","0.954453896288854","0.943261164181249","0.965646628396458","2"
"No","2013","general elemantary","1735","0.924849976502026","0.912888288331159","0.936811664672893","2"
"No","2013","middle vocational","8866","0.93693098834461","0.932032215604146","0.941829761085074","2"
"No","2013","in school","242","0.934713714412331","0.904686730956331","0.964740697868331","2"
"No","2013","inadequately","179","0.932834546695088","0.897702288069737","0.967966805320439","2"
"Yes","2013","higher vocational","61","0.0455461037111463","0.0343533716035418","0.0567388358187507","1"
"Yes","2013","higher education","244","0.0640406164753183","0.0568699041518654","0.0712113287987711","1"
"Yes","2013","middle vocational","593","0.0630690116553901","0.0581702389149263","0.0679677843958539","1"
"Yes","2013","in school","18","","","","1"
"Yes","2013","inadequately","16","","","","1"
"Yes","2013","general elemantary","131","0.075150023497974","0.063188335327107","0.087111711668841","1"
"Yes","2013","vocational + Abi","54","0.052314409455202","0.0391741743092998","0.0654546446011041","1"
"No","2014","general elemantary","","","","","2"
"No","2014","higher education","","","","","2"
"No","2014","middle vocational","","","","","2"
"No","2014","vocational + Abi","","","","","2"
"No","2014","higher vocational","","","","","2"
"No","2014","in school","","","","","2"
"No","2014","inadequately","","","","","2"
"Yes","2014","higher vocational","","","","","1"
"Yes","2014","higher education","","","","","1"
"Yes","2014","inadequately","","","","","1"
"Yes","2014","general elemantary","","","","","1"
"Yes","2014","middle vocational","","","","","1"
"Yes","2014","in school","","","","","1"
"Yes","2014","vocational + Abi","","","","","1"
"No","2015","general elemantary","2509","0.928662219760424","0.91893201132684","0.938392428194008","2"
"No","2015","vocational + Abi","1853","0.941873957639496","0.931517980913404","0.952229934365588","2"
"No","2015","higher vocational","1452","0.959302362875689","0.949408154260669","0.969196571490709","2"
"No","2015","higher education","5568","0.932501631484087","0.926096156956276","0.938907106011899","2"
"No","2015","middle vocational","10965","0.935256283167923","0.93079956437879","0.939713001957055","2"
"No","2015","in school","326","0.934720300835067","0.908915134131806","0.960525467538328","2"
"No","2015","inadequately","370","0.914683473975749","0.887709093380112","0.941657854571386","2"
"Yes","2015","higher vocational","80","0.0406976371243108","0.0308034285092906","0.050591845739331","1"
"Yes","2015","higher education","325","0.0674983685159126","0.0610928939881006","0.0739038430437245","1"
"Yes","2015","middle vocational","746","0.0647437168320772","0.0602869980429449","0.0692004356212095","1"
"Yes","2015","vocational + Abi","108","0.0581260423605039","0.0477700656344119","0.0684820190865958","1"
"Yes","2015","inadequately","42","0.0853165260242508","0.0583421454286137","0.112290906619888","1"
"Yes","2015","in school","26","","","","1"
"Yes","2015","general elemantary","179","0.0713377802395759","0.0616075718059919","0.08106798867316","1"
"No","2016","general elemantary","","","","","2"
"No","2016","middle vocational","","","","","2"
"No","2016","vocational + Abi","","","","","2"
"No","2016","higher education","","","","","2"
"No","2016","higher vocational","","","","","2"
"No","2016","in school","","","","","2"
"No","2016","inadequately","","","","","2"
"Yes","2016","higher vocational","","","","","1"
"Yes","2016","higher education","","","","","1"
"Yes","2016","middle vocational","","","","","1"
"Yes","2016","vocational + Abi","","","","","1"
"Yes","2016","inadequately","","","","","1"
"Yes","2016","in school","","","","","1"
"Yes","2016","general elemantary","","","","","1"
"No","2017","inadequately","415","0.898474706236561","0.870784254162861","0.926165158310261","2"
"No","2017","general elemantary","2560","0.92290366448361","0.912962962448966","0.932844366518254","2"
"No","2017","in school","383","0.924777695179711","0.899309892622907","0.950245497736515","2"
"No","2017","higher vocational","1457","0.949906037361968","0.939032361971314","0.960779712752622","2"
"No","2017","higher education","6185","0.934558045217731","0.928570812425541","0.94054527800992","2"
"No","2017","middle vocational","11324","0.932732697173744","0.92827641150959","0.937188982837898","2"
"No","2017","vocational + Abi","2087","0.936766677687961","0.926656140564541","0.946877214811381","2"
"Yes","2017","higher education","369","0.0654419547822694","0.0594547219900796","0.0714291875744591","1"
"Yes","2017","higher vocational","89","0.0500939626380317","0.0392202872473777","0.0609676380286857","1"
"Yes","2017","middle vocational","813","0.0672673028262556","0.0628110171621016","0.0717235884904097","1"
"Yes","2017","vocational + Abi","139","0.063233322312039","0.0531227851886189","0.0733438594354591","1"
"Yes","2017","inadequately","42","0.101525293763439","0.0738348416897385","0.129215745837139","1"
"Yes","2017","general elemantary","206","0.0770963355163902","0.0671556334817461","0.0870370375510343","1"
"Yes","2017","in school","29","","","","1"
"No","2018","in school","","","","","2"
"No","2018","inadequately","","","","","2"
"No","2018","general elemantary","","","","","2"
"No","2018","middle vocational","","","","","2"
"No","2018","vocational + Abi","","","","","2"
"No","2018","higher vocational","","","","","2"
"No","2018","higher education","","","","","2"
"Yes","2018","higher vocational","","","","","1"
"Yes","2018","higher education","","","","","1"
"Yes","2018","middle vocational","","","","","1"
"Yes","2018","vocational + Abi","","","","","1"
"Yes","2018","inadequately","","","","","1"
"Yes","2018","general elemantary","","","","","1"
"Yes","2018","in school","","","","","1"
"No","2019","in school","317","0.957997032427487","0.936386962931451","0.979607101923523","2"
"No","2019","inadequately","351","0.882469047593206","0.850547379269873","0.914390715916539","2"
"No","2019","general elemantary","2227","0.922594329447121","0.911951605421075","0.933237053473167","2"
"No","2019","middle vocational","10300","0.924185730932529","0.919269428565029","0.92910203330003","2"
"No","2019","vocational + Abi","2026","0.945627954273248","0.936094150352178","0.955161758194318","2"
"No","2019","higher vocational","1568","0.942129443652073","0.930937279490085","0.95332160781406","2"
"No","2019","higher education","6565","0.92938070376887","0.923389069789886","0.935372337747855","2"
"Yes","2019","higher education","458","0.0706192962311295","0.0646276622521455","0.0766109302101136","1"
"Yes","2019","higher vocational","104","0.0578705563479272","0.0466783921859398","0.0690627205099146","1"
"Yes","2019","vocational + Abi","147","0.0543720457267517","0.0448382418056818","0.0639058496478217","1"
"Yes","2019","middle vocational","836","0.0758142690674706","0.0708979666999704","0.0807305714349708","1"
"Yes","2019","general elemantary","195","0.0774056705528792","0.066762946526833","0.0880483945789253","1"
"Yes","2019","inadequately","40","0.117530952406794","0.0856092840834611","0.149452620730127","1"
"Yes","2019","in school","14","","","","1"
