"ple0013","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2013","lower secondary degree","Single parent ","32","1","1","1"
"Yes","2013","lower secondary degree","Couple + C. LE 16 ","31","1","1","1"
"Yes","2013","lower secondary degree","Couple + C. GT 16 ","42","1","1","1"
"Yes","2013","lower secondary degree","Couple + C. LE and GT 16","10","","",""
"Yes","2013","secondary school degree","1-pers.-HH","56","1","1","1"
"Yes","2013","secondary school degree","(Married) couple without C. ","131","1","1","1"
"Yes","2013","secondary school degree","Single parent ","20","","",""
"Yes","2013","secondary school degree","Couple + C. LE 16 ","48","1","1","1"
"Yes","2013","secondary school degree","Couple + C. GT 16 ","48","1","1","1"
"Yes","2013","secondary school degree","Couple + C. LE and GT 16","13","","",""
"Yes","2013","college entrance qualification","1-pers.-HH","73","1","1","1"
"Yes","2013","college entrance qualification","(Married) couple without C. ","108","1","1","1"
"Yes","2013","college entrance qualification","Single parent ","13","","",""
"Yes","2013","college entrance qualification","Couple + C. LE 16 ","57","1","1","1"
"Yes","2013","college entrance qualification","Couple + C. GT 16 ","49","1","1","1"
"Yes","2013","college entrance qualification","Couple + C. LE and GT 16","16","","",""
"Yes","2013","Other degree","1-pers.-HH","8","","",""
"Yes","2013","Other degree","(Married) couple without C. ","21","","",""
"Yes","2013","Other degree","Single parent ","1","","",""
"Yes","2013","Other degree","Couple + C. LE 16 ","2","","",""
"Yes","2013","Other degree","Couple + C. GT 16 ","6","","",""
"Yes","2013","Other degree","Couple + C. LE and GT 16","3","","",""
"Yes","2013","no degree/no degree yet","1-pers.-HH","5","","",""
"Yes","2013","no degree/no degree yet","(Married) couple without C. ","8","","",""
"Yes","2013","no degree/no degree yet","Single parent ","6","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Yes","2013","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"Yes","2014","lower secondary degree","1-pers.-HH","","","",""
"Yes","2014","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2014","lower secondary degree","Single parent ","","","",""
"Yes","2014","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2014","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2014","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","secondary school degree","1-pers.-HH","","","",""
"Yes","2014","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2014","secondary school degree","Single parent ","","","",""
"Yes","2014","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2014","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2014","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","college entrance qualification","1-pers.-HH","","","",""
"Yes","2014","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2014","college entrance qualification","Single parent ","","","",""
"Yes","2014","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2014","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2014","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2014","Other degree","1-pers.-HH","","","",""
"Yes","2014","Other degree","(Married) couple without C. ","","","",""
"Yes","2014","Other degree","Single parent ","","","",""
"Yes","2014","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2014","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2014","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2014","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2014","no degree/no degree yet","Single parent ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2015","lower secondary degree","1-pers.-HH","88","1","1","1"
"Yes","2015","lower secondary degree","(Married) couple without C. ","144","1","1","1"
"Yes","2015","lower secondary degree","Single parent ","51","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. LE 16 ","56","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. GT 16 ","39","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. LE and GT 16","30","1","1","1"
"Yes","2015","secondary school degree","1-pers.-HH","61","1","1","1"
"Yes","2015","secondary school degree","(Married) couple without C. ","126","1","1","1"
"Yes","2015","secondary school degree","Single parent ","62","1","1","1"
"Yes","2015","secondary school degree","Couple + C. LE 16 ","96","1","1","1"
"Yes","2015","secondary school degree","Couple + C. GT 16 ","52","1","1","1"
"Yes","2015","secondary school degree","Couple + C. LE and GT 16","25","","",""
"Yes","2015","college entrance qualification","1-pers.-HH","77","1","1","1"
"Yes","2015","college entrance qualification","(Married) couple without C. ","119","1","1","1"
"Yes","2015","college entrance qualification","Single parent ","51","1","1","1"
"Yes","2015","college entrance qualification","Couple + C. LE 16 ","115","1","1","1"
"Yes","2015","college entrance qualification","Couple + C. GT 16 ","45","1","1","1"
"Yes","2015","college entrance qualification","Couple + C. LE and GT 16","34","1","1","1"
"Yes","2015","Other degree","1-pers.-HH","11","","",""
"Yes","2015","Other degree","(Married) couple without C. ","32","1","1","1"
"Yes","2015","Other degree","Single parent ","4","","",""
"Yes","2015","Other degree","Couple + C. LE 16 ","32","1","1","1"
"Yes","2015","Other degree","Couple + C. GT 16 ","13","","",""
"Yes","2015","Other degree","Couple + C. LE and GT 16","10","","",""
"Yes","2015","no degree/no degree yet","1-pers.-HH","10","","",""
"Yes","2015","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Yes","2015","no degree/no degree yet","Single parent ","16","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"Yes","2015","no degree/no degree yet","Couple + C. GT 16 ","8","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"Yes","2016","lower secondary degree","1-pers.-HH","","","",""
"Yes","2016","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2016","lower secondary degree","Single parent ","","","",""
"Yes","2016","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2016","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2016","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","secondary school degree","1-pers.-HH","","","",""
"Yes","2016","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2016","secondary school degree","Single parent ","","","",""
"Yes","2016","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2016","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2016","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","college entrance qualification","1-pers.-HH","","","",""
"Yes","2016","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2016","college entrance qualification","Single parent ","","","",""
"Yes","2016","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2016","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2016","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2016","Other degree","1-pers.-HH","","","",""
"Yes","2016","Other degree","(Married) couple without C. ","","","",""
"Yes","2016","Other degree","Single parent ","","","",""
"Yes","2016","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2016","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2016","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2016","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2016","no degree/no degree yet","Single parent ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2017","lower secondary degree","1-pers.-HH","107","1","1","1"
"Yes","2017","lower secondary degree","(Married) couple without C. ","158","1","1","1"
"Yes","2017","lower secondary degree","Single parent ","41","1","1","1"
"Yes","2017","lower secondary degree","Couple + C. LE 16 ","58","1","1","1"
"Yes","2017","lower secondary degree","Couple + C. GT 16 ","54","1","1","1"
"Yes","2017","lower secondary degree","Couple + C. LE and GT 16","29","","",""
"Yes","2017","secondary school degree","1-pers.-HH","85","1","1","1"
"Yes","2017","secondary school degree","(Married) couple without C. ","139","1","1","1"
"Yes","2017","secondary school degree","Single parent ","58","1","1","1"
"Yes","2017","secondary school degree","Couple + C. LE 16 ","99","1","1","1"
"Yes","2017","secondary school degree","Couple + C. GT 16 ","50","1","1","1"
"Yes","2017","secondary school degree","Couple + C. LE and GT 16","34","1","1","1"
"Yes","2017","college entrance qualification","1-pers.-HH","88","1","1","1"
"Yes","2017","college entrance qualification","(Married) couple without C. ","139","1","1","1"
"Yes","2017","college entrance qualification","Single parent ","46","1","1","1"
"Yes","2017","college entrance qualification","Couple + C. LE 16 ","138","1","1","1"
"Yes","2017","college entrance qualification","Couple + C. GT 16 ","49","1","1","1"
"Yes","2017","college entrance qualification","Couple + C. LE and GT 16","48","1","1","1"
"Yes","2017","Other degree","1-pers.-HH","17","","",""
"Yes","2017","Other degree","(Married) couple without C. ","47","1","1","1"
"Yes","2017","Other degree","Single parent ","8","","",""
"Yes","2017","Other degree","Couple + C. LE 16 ","32","1","1","1"
"Yes","2017","Other degree","Couple + C. GT 16 ","15","","",""
"Yes","2017","Other degree","Couple + C. LE and GT 16","8","","",""
"Yes","2017","no degree/no degree yet","1-pers.-HH","13","","",""
"Yes","2017","no degree/no degree yet","(Married) couple without C. ","9","","",""
"Yes","2017","no degree/no degree yet","Single parent ","17","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"Yes","2017","no degree/no degree yet","Couple + C. GT 16 ","13","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"Yes","2018","lower secondary degree","1-pers.-HH","","","",""
"Yes","2018","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2018","lower secondary degree","Single parent ","","","",""
"Yes","2018","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2018","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2018","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","secondary school degree","1-pers.-HH","","","",""
"Yes","2018","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2018","secondary school degree","Single parent ","","","",""
"Yes","2018","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2018","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2018","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","college entrance qualification","1-pers.-HH","","","",""
"Yes","2018","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2018","college entrance qualification","Single parent ","","","",""
"Yes","2018","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2018","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2018","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2018","Other degree","1-pers.-HH","","","",""
"Yes","2018","Other degree","(Married) couple without C. ","","","",""
"Yes","2018","Other degree","Single parent ","","","",""
"Yes","2018","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2018","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2018","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2018","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2018","no degree/no degree yet","Single parent ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2019","lower secondary degree","1-pers.-HH","97","1","1","1"
"Yes","2019","lower secondary degree","(Married) couple without C. ","163","1","1","1"
"Yes","2019","lower secondary degree","Single parent ","47","1","1","1"
"Yes","2019","lower secondary degree","Couple + C. LE 16 ","50","1","1","1"
"Yes","2019","lower secondary degree","Couple + C. GT 16 ","43","1","1","1"
"Yes","2019","lower secondary degree","Couple + C. LE and GT 16","31","1","1","1"
"Yes","2019","secondary school degree","1-pers.-HH","90","1","1","1"
"Yes","2019","secondary school degree","(Married) couple without C. ","172","1","1","1"
"Yes","2019","secondary school degree","Single parent ","50","1","1","1"
"Yes","2019","secondary school degree","Couple + C. LE 16 ","100","1","1","1"
"Yes","2019","secondary school degree","Couple + C. GT 16 ","57","1","1","1"
"Yes","2019","secondary school degree","Couple + C. LE and GT 16","41","1","1","1"
"Yes","2019","college entrance qualification","1-pers.-HH","113","1","1","1"
"Yes","2019","college entrance qualification","(Married) couple without C. ","177","1","1","1"
"Yes","2019","college entrance qualification","Single parent ","56","1","1","1"
"Yes","2019","college entrance qualification","Couple + C. LE 16 ","156","1","1","1"
"Yes","2019","college entrance qualification","Couple + C. GT 16 ","66","1","1","1"
"Yes","2019","college entrance qualification","Couple + C. LE and GT 16","46","1","1","1"
"Yes","2019","Other degree","1-pers.-HH","11","","",""
"Yes","2019","Other degree","(Married) couple without C. ","37","1","1","1"
"Yes","2019","Other degree","Single parent ","10","","",""
"Yes","2019","Other degree","Couple + C. LE 16 ","31","1","1","1"
"Yes","2019","Other degree","Couple + C. GT 16 ","13","","",""
"Yes","2019","Other degree","Couple + C. LE and GT 16","12","","",""
"Yes","2019","no degree/no degree yet","1-pers.-HH","9","","",""
"Yes","2019","no degree/no degree yet","(Married) couple without C. ","10","","",""
"Yes","2019","no degree/no degree yet","Single parent ","9","","",""
"Yes","2019","no degree/no degree yet","Couple + C. LE 16 ","7","","",""
"Yes","2019","no degree/no degree yet","Couple + C. GT 16 ","9","","",""
"Yes","2019","no degree/no degree yet","Couple + C. LE and GT 16","8","","",""
