"ple0013","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2014","16-34 y.","Other degree","","","",""
"Yes","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes","2014","35-65 y.","lower secondary degree","","","",""
"Yes","2014","35-65 y.","secondary school degree","","","",""
"Yes","2014","35-65 y.","college entrance qualification","","","",""
"Yes","2014","35-65 y.","Other degree","","","",""
"Yes","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes","2014","66 and older","lower secondary degree","","","",""
"Yes","2014","66 and older","secondary school degree","","","",""
"Yes","2014","66 and older","college entrance qualification","","","",""
"Yes","2014","66 and older","Other degree","","","",""
"Yes","2014","66 and older","no degree/no degree yet","","","",""
"Yes","2015","16-34 y.","lower secondary degree","57","1","1","1"
"Yes","2015","16-34 y.","secondary school degree","99","1","1","1"
"Yes","2015","16-34 y.","college entrance qualification","133","1","1","1"
"Yes","2015","16-34 y.","Other degree","16","","",""
"Yes","2015","16-34 y.","no degree/no degree yet","32","1","1","1"
"Yes","2015","35-65 y.","lower secondary degree","223","1","1","1"
"Yes","2015","35-65 y.","secondary school degree","277","1","1","1"
"Yes","2015","35-65 y.","college entrance qualification","266","1","1","1"
"Yes","2015","35-65 y.","Other degree","80","1","1","1"
"Yes","2015","35-65 y.","no degree/no degree yet","30","1","1","1"
"Yes","2015","66 and older","lower secondary degree","143","1","1","1"
"Yes","2015","66 and older","secondary school degree","58","1","1","1"
"Yes","2015","66 and older","college entrance qualification","49","1","1","1"
"Yes","2015","66 and older","Other degree","14","","",""
"Yes","2015","66 and older","no degree/no degree yet","7","","",""
"Yes","2016","16-34 y.","lower secondary degree","","","",""
"Yes","2016","16-34 y.","secondary school degree","","","",""
"Yes","2016","16-34 y.","college entrance qualification","","","",""
"Yes","2016","16-34 y.","Other degree","","","",""
"Yes","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes","2016","35-65 y.","lower secondary degree","","","",""
"Yes","2016","35-65 y.","secondary school degree","","","",""
"Yes","2016","35-65 y.","college entrance qualification","","","",""
"Yes","2016","35-65 y.","Other degree","","","",""
"Yes","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes","2016","66 and older","lower secondary degree","","","",""
"Yes","2016","66 and older","secondary school degree","","","",""
"Yes","2016","66 and older","college entrance qualification","","","",""
"Yes","2016","66 and older","Other degree","","","",""
"Yes","2016","66 and older","no degree/no degree yet","","","",""
"Yes","2017","16-34 y.","lower secondary degree","72","1","1","1"
"Yes","2017","16-34 y.","secondary school degree","107","1","1","1"
"Yes","2017","16-34 y.","college entrance qualification","155","1","1","1"
"Yes","2017","16-34 y.","Other degree","22","","",""
"Yes","2017","16-34 y.","no degree/no degree yet","34","1","1","1"
"Yes","2017","35-65 y.","lower secondary degree","247","1","1","1"
"Yes","2017","35-65 y.","secondary school degree","311","1","1","1"
"Yes","2017","35-65 y.","college entrance qualification","318","1","1","1"
"Yes","2017","35-65 y.","Other degree","91","1","1","1"
"Yes","2017","35-65 y.","no degree/no degree yet","37","1","1","1"
"Yes","2017","66 and older","lower secondary degree","143","1","1","1"
"Yes","2017","66 and older","secondary school degree","58","1","1","1"
"Yes","2017","66 and older","college entrance qualification","42","1","1","1"
"Yes","2017","66 and older","Other degree","22","","",""
"Yes","2017","66 and older","no degree/no degree yet","4","","",""
"Yes","2018","16-34 y.","lower secondary degree","","","",""
"Yes","2018","16-34 y.","secondary school degree","","","",""
"Yes","2018","16-34 y.","college entrance qualification","","","",""
"Yes","2018","16-34 y.","Other degree","","","",""
"Yes","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes","2018","35-65 y.","lower secondary degree","","","",""
"Yes","2018","35-65 y.","secondary school degree","","","",""
"Yes","2018","35-65 y.","college entrance qualification","","","",""
"Yes","2018","35-65 y.","Other degree","","","",""
"Yes","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","66","1","1","1"
"Yes","2019","16-34 y.","secondary school degree","106","1","1","1"
"Yes","2019","16-34 y.","college entrance qualification","156","1","1","1"
"Yes","2019","16-34 y.","Other degree","11","","",""
"Yes","2019","16-34 y.","no degree/no degree yet","21","","",""
"Yes","2019","35-65 y.","lower secondary degree","225","1","1","1"
"Yes","2019","35-65 y.","secondary school degree","339","1","1","1"
"Yes","2019","35-65 y.","college entrance qualification","401","1","1","1"
"Yes","2019","35-65 y.","Other degree","92","1","1","1"
"Yes","2019","35-65 y.","no degree/no degree yet","29","","",""
"Yes","2019","66 and older","lower secondary degree","151","1","1","1"
"Yes","2019","66 and older","secondary school degree","76","1","1","1"
"Yes","2019","66 and older","college entrance qualification","68","1","1","1"
"Yes","2019","66 and older","Other degree","21","","",""
"Yes","2019","66 and older","no degree/no degree yet","5","","",""
