"ple0013","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2015","direct migration background","in school","2","","",""
"Yes","2015","direct migration background","inadequately","15","","",""
"Yes","2015","direct migration background","general elemantary","32","0.0461868170776425","0.0313618613225292","0.0610117728327557"
"Yes","2015","direct migration background","middle vocational","65","0.0514747622863831","0.0402514160131269","0.0626981085596394"
"Yes","2015","direct migration background","vocational + Abi","17","","",""
"Yes","2015","direct migration background","higher vocational","5","","",""
"Yes","2015","direct migration background","higher education","44","0.0684951368710159","0.0526563016241334","0.0843339721178984"
"Yes","2015","indirect migration background","in school","8","","",""
"Yes","2015","indirect migration background","inadequately","1","","",""
"Yes","2015","indirect migration background","general elemantary","27","","",""
"Yes","2015","indirect migration background","middle vocational","55","0.0967412780330021","0.0742232119934501","0.119259344072554"
"Yes","2015","indirect migration background","vocational + Abi","7","","",""
"Yes","2015","indirect migration background","higher vocational","3","","",""
"Yes","2015","indirect migration background","higher education","20","","",""
"No","2015","no migration background","in school","203","0.944520755850711","0.914202999780948","0.974838511920475"
"No","2015","no migration background","inadequately","133","0.90289380293455","0.856869063533464","0.948918542335635"
"No","2015","no migration background","general elemantary","1490","0.923418247460089","0.91042861001729","0.936407884902889"
"No","2015","no migration background","middle vocational","8934","0.935299698656485","0.930368554557132","0.940230842755839"
"No","2015","no migration background","vocational + Abi","1144","0.933731908731235","0.919819182522463","0.947644634940007"
"No","2015","no migration background","higher vocational","1304","0.958593057341135","0.948066348857662","0.969119765824607"
"No","2015","no migration background","higher education","4400","0.935366178384665","0.928307404205758","0.942424952563571"
"No","2015","direct migration background","in school","32","0.971047124954869","0.914686651351081","1.02740759855866"
"No","2015","direct migration background","inadequately","202","0.912720257318584","0.875167329933133","0.950273184704035"
"No","2015","direct migration background","general elemantary","738","0.953813182922358","0.938988227167244","0.968638138677471"
"No","2015","direct migration background","middle vocational","1424","0.948525237713617","0.937301891440361","0.959748583986873"
"No","2015","direct migration background","vocational + Abi","603","0.971674647137476","0.958615935066353","0.984733359208599"
"No","2015","direct migration background","higher vocational","93","0.968171350198865","0.933416111578723","1.00292658881901"
"No","2015","direct migration background","higher education","933","0.931504863128984","0.915666027882102","0.947343698375867"
"No","2015","indirect migration background","in school","91","0.904973978094622","0.847208308237417","0.962739647951827"
"No","2015","indirect migration background","inadequately","35","0.995789058441756","0.974636148388557","1.01694196849495"
"No","2015","indirect migration background","general elemantary","281","0.899625480667289","0.866065991158465","0.933184970176114"
"No","2015","indirect migration background","middle vocational","607","0.903258721966998","0.880740655927446","0.92577678800655"
"No","2015","indirect migration background","vocational + Abi","106","0.914043936156759","0.862362965114743","0.965724907198775"
"No","2015","indirect migration background","higher vocational","55","0.959715669536484","0.909112996099174","1.01031834297379"
"No","2015","indirect migration background","higher education","235","0.879915906359854","0.84001880653829","0.919813006181419"
"Yes","2016","no migration background","in school","","","",""
"Yes","2016","no migration background","inadequately","","","",""
"Yes","2016","no migration background","general elemantary","","","",""
"Yes","2016","no migration background","middle vocational","","","",""
"Yes","2016","no migration background","vocational + Abi","","","",""
"Yes","2016","no migration background","higher vocational","","","",""
"Yes","2016","no migration background","higher education","","","",""
"Yes","2016","direct migration background","in school","","","",""
"Yes","2016","direct migration background","inadequately","","","",""
"Yes","2016","direct migration background","general elemantary","","","",""
"Yes","2016","direct migration background","middle vocational","","","",""
"Yes","2016","direct migration background","vocational + Abi","","","",""
"Yes","2016","direct migration background","higher vocational","","","",""
"Yes","2016","direct migration background","higher education","","","",""
"Yes","2016","indirect migration background","in school","","","",""
"Yes","2016","indirect migration background","inadequately","","","",""
"Yes","2016","indirect migration background","general elemantary","","","",""
"Yes","2016","indirect migration background","middle vocational","","","",""
"Yes","2016","indirect migration background","vocational + Abi","","","",""
"Yes","2016","indirect migration background","higher vocational","","","",""
"Yes","2016","indirect migration background","higher education","","","",""
"No","2016","no migration background","in school","","","",""
"No","2016","no migration background","inadequately","","","",""
"No","2016","no migration background","general elemantary","","","",""
"No","2016","no migration background","middle vocational","","","",""
"No","2016","no migration background","vocational + Abi","","","",""
"No","2016","no migration background","higher vocational","","","",""
"No","2016","no migration background","higher education","","","",""
"No","2016","direct migration background","in school","","","",""
"No","2016","direct migration background","inadequately","","","",""
"No","2016","direct migration background","general elemantary","","","",""
"No","2016","direct migration background","middle vocational","","","",""
"No","2016","direct migration background","vocational + Abi","","","",""
"No","2016","direct migration background","higher vocational","","","",""
"No","2016","direct migration background","higher education","","","",""
"No","2016","indirect migration background","in school","","","",""
"No","2016","indirect migration background","inadequately","","","",""
"No","2016","indirect migration background","general elemantary","","","",""
"No","2016","indirect migration background","middle vocational","","","",""
"No","2016","indirect migration background","vocational + Abi","","","",""
"No","2016","indirect migration background","higher vocational","","","",""
"No","2016","indirect migration background","higher education","","","",""
"Yes","2017","no migration background","in school","23","","",""
"Yes","2017","no migration background","inadequately","23","","",""
"Yes","2017","no migration background","general elemantary","154","0.0837608974935263","0.070665001270582","0.0968567937164707"
"Yes","2017","no migration background","middle vocational","684","0.0682805090655853","0.0633032469576274","0.0732577711735432"
"Yes","2017","no migration background","vocational + Abi","104","0.0704912529723554","0.0572795191177174","0.0837029868269934"
"Yes","2017","no migration background","higher vocational","82","0.0532393270103344","0.0414621347408949","0.0650165192797739"
"Yes","2017","no migration background","higher education","306","0.0663669955239469","0.0595198637515293","0.0732141272963646"
"Yes","2017","direct migration background","in school","","","",""
"Yes","2017","direct migration background","inadequately","15","","",""
"Yes","2017","direct migration background","general elemantary","35","0.0643587498488521","0.0469810542223505","0.0817364454753536"
"Yes","2017","direct migration background","middle vocational","69","0.0481189331135358","0.0374644697316545","0.0587733964954171"
"Yes","2017","direct migration background","vocational + Abi","30","0.0406224129342763","0.0254924850057679","0.0557523408627847"
"Yes","2017","direct migration background","higher vocational","4","","",""
"Yes","2017","direct migration background","higher education","46","0.0584633174056388","0.0451499407452879","0.0717766940659898"
"Yes","2017","indirect migration background","in school","6","","",""
"Yes","2017","indirect migration background","inadequately","4","","",""
"Yes","2017","indirect migration background","general elemantary","17","","",""
"Yes","2017","indirect migration background","middle vocational","60","0.0911402844587342","0.0701468685830733","0.112133700334395"
"Yes","2017","indirect migration background","vocational + Abi","5","","",""
"Yes","2017","indirect migration background","higher vocational","3","","",""
"Yes","2017","indirect migration background","higher education","17","","",""
"No","2017","no migration background","in school","267","0.909325257022341","0.876276746892602","0.94237376715208"
"No","2017","no migration background","inadequately","146","0.847024546155525","0.792754072509813","0.901295019801237"
"No","2017","no migration background","general elemantary","1565","0.916239102506474","0.903143206283529","0.929334998729418"
"No","2017","no migration background","middle vocational","9181","0.931719490934415","0.926742228826457","0.936696753042373"
"No","2017","no migration background","vocational + Abi","1338","0.929508747027645","0.916297013173007","0.942720480882283"
"No","2017","no migration background","higher vocational","1314","0.946760672989666","0.934983480720226","0.958537865259105"
"No","2017","no migration background","higher education","4771","0.933633004476053","0.926785872703635","0.940480136248471"
"No","2017","direct migration background","in school","34","1","1","1"
"No","2017","direct migration background","inadequately","234","0.932105256770694","0.900858929931824","0.963351583609564"
"No","2017","direct migration background","general elemantary","731","0.935641250151148","0.918263554524646","0.953018945777649"
"No","2017","direct migration background","middle vocational","1481","0.951881066886464","0.941226603504583","0.962535530268345"
"No","2017","direct migration background","vocational + Abi","624","0.959377587065724","0.944247659137215","0.974507514994232"
"No","2017","direct migration background","higher vocational","87","0.971883117595869","0.937919182977134","1.0058470522146"
"No","2017","direct migration background","higher education","1147","0.941536682594361","0.92822330593401","0.954850059254712"
"No","2017","indirect migration background","in school","82","0.968584544656887","0.932138768639842","1.00503032067393"
"No","2017","indirect migration background","inadequately","35","0.934695385994102","0.857155926319427","1.01223484566878"
"No","2017","indirect migration background","general elemantary","264","0.93903037074904","0.911053990157024","0.967006751341055"
"No","2017","indirect migration background","middle vocational","662","0.908859715541266","0.887866299665605","0.929853131416927"
"No","2017","indirect migration background","vocational + Abi","125","0.924703065048962","0.87934377875848","0.970062351339443"
"No","2017","indirect migration background","higher vocational","56","0.991033980895344","0.966981150543668","1.01508681124702"
"No","2017","indirect migration background","higher education","267","0.927179535215211","0.896959319301723","0.9573997511287"
"Yes","2018","no migration background","in school","","","",""
"Yes","2018","no migration background","inadequately","","","",""
"Yes","2018","no migration background","general elemantary","","","",""
"Yes","2018","no migration background","middle vocational","","","",""
"Yes","2018","no migration background","vocational + Abi","","","",""
"Yes","2018","no migration background","higher vocational","","","",""
"Yes","2018","no migration background","higher education","","","",""
"Yes","2018","direct migration background","in school","","","",""
"Yes","2018","direct migration background","inadequately","","","",""
"Yes","2018","direct migration background","general elemantary","","","",""
"Yes","2018","direct migration background","middle vocational","","","",""
"Yes","2018","direct migration background","vocational + Abi","","","",""
"Yes","2018","direct migration background","higher vocational","","","",""
"Yes","2018","direct migration background","higher education","","","",""
"Yes","2018","indirect migration background","in school","","","",""
"Yes","2018","indirect migration background","inadequately","","","",""
"Yes","2018","indirect migration background","general elemantary","","","",""
"Yes","2018","indirect migration background","middle vocational","","","",""
"Yes","2018","indirect migration background","vocational + Abi","","","",""
"Yes","2018","indirect migration background","higher vocational","","","",""
"Yes","2018","indirect migration background","higher education","","","",""
"No","2018","no migration background","in school","","","",""
"No","2018","no migration background","inadequately","","","",""
"No","2018","no migration background","general elemantary","","","",""
"No","2018","no migration background","middle vocational","","","",""
"No","2018","no migration background","vocational + Abi","","","",""
"No","2018","no migration background","higher vocational","","","",""
"No","2018","no migration background","higher education","","","",""
"No","2018","direct migration background","in school","","","",""
"No","2018","direct migration background","inadequately","","","",""
"No","2018","direct migration background","general elemantary","","","",""
"No","2018","direct migration background","middle vocational","","","",""
"No","2018","direct migration background","vocational + Abi","","","",""
"No","2018","direct migration background","higher vocational","","","",""
"No","2018","direct migration background","higher education","","","",""
"No","2018","indirect migration background","in school","","","",""
"No","2018","indirect migration background","inadequately","","","",""
"No","2018","indirect migration background","general elemantary","","","",""
"No","2018","indirect migration background","middle vocational","","","",""
"No","2018","indirect migration background","vocational + Abi","","","",""
"No","2018","indirect migration background","higher vocational","","","",""
"No","2018","indirect migration background","higher education","","","",""
"Yes","2019","no migration background","in school","12","","",""
"Yes","2019","no migration background","inadequately","20","","",""
"Yes","2019","no migration background","general elemantary","155","0.082792546343677","0.0692432871743557","0.0963418055129983"
"Yes","2019","no migration background","middle vocational","701","0.0765206157324669","0.0710986597654456","0.0819425716994883"
"Yes","2019","no migration background","vocational + Abi","122","0.0652364574952508","0.0527769883517367","0.077695926638765"
"Yes","2019","no migration background","higher vocational","95","0.0556886338505839","0.0441716427867931","0.0672056249143747"
"Yes","2019","no migration background","higher education","386","0.0736807789384631","0.0668486929900511","0.0805128648868751"
"Yes","2019","direct migration background","in school","1","","",""
"Yes","2019","direct migration background","inadequately","15","","",""
"Yes","2019","direct migration background","general elemantary","27","","",""
"Yes","2019","direct migration background","middle vocational","68","0.0580110342870681","0.0449682977005485","0.0710537708735876"
"Yes","2019","direct migration background","vocational + Abi","19","","",""
"Yes","2019","direct migration background","higher vocational","3","","",""
"Yes","2019","direct migration background","higher education","43","0.0465654854617246","0.033934514386067","0.0591964565373821"
"Yes","2019","indirect migration background","in school","1","","",""
"Yes","2019","indirect migration background","inadequately","5","","",""
"Yes","2019","indirect migration background","general elemantary","13","","",""
"Yes","2019","indirect migration background","middle vocational","67","0.102229621657952","0.0792559255242475","0.125203317791656"
"Yes","2019","indirect migration background","vocational + Abi","6","","",""
"Yes","2019","indirect migration background","higher vocational","6","","",""
"Yes","2019","indirect migration background","higher education","29","","",""
"No","2019","no migration background","in school","192","0.945612679340641","0.914492758554414","0.976732600126868"
"No","2019","no migration background","inadequately","128","0.883935040854607","0.832331682083703","0.93553839962551"
"No","2019","no migration background","general elemantary","1434","0.917207453656323","0.903658194487002","0.930756712825644"
"No","2019","no migration background","middle vocational","8533","0.923479384267533","0.918057428300512","0.928901340234554"
"No","2019","no migration background","vocational + Abi","1387","0.934763542504749","0.922304073361235","0.947223011648263"
"No","2019","no migration background","higher vocational","1428","0.944311366149416","0.932794375085625","0.955828357213207"
