"ple0013","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2017","secondary school degree","Female","306","1","1","1"
"Yes","2017","college entrance qualification","Male","227","1","1","1"
"Yes","2017","college entrance qualification","Female","288","1","1","1"
"Yes","2017","Other degree","Male","62","1","1","1"
"Yes","2017","Other degree","Female","73","1","1","1"
"Yes","2017","no degree/no degree yet","Male","34","1","1","1"
"Yes","2017","no degree/no degree yet","Female","41","1","1","1"
"Yes","2018","lower secondary degree","Male","","","",""
"Yes","2018","lower secondary degree","Female","","","",""
"Yes","2018","secondary school degree","Male","","","",""
"Yes","2018","secondary school degree","Female","","","",""
"Yes","2018","college entrance qualification","Male","","","",""
"Yes","2018","college entrance qualification","Female","","","",""
"Yes","2018","Other degree","Male","","","",""
"Yes","2018","Other degree","Female","","","",""
"Yes","2018","no degree/no degree yet","Male","","","",""
"Yes","2018","no degree/no degree yet","Female","","","",""
"Yes","2019","lower secondary degree","Male","204","1","1","1"
"Yes","2019","lower secondary degree","Female","238","1","1","1"
"Yes","2019","secondary school degree","Male","208","1","1","1"
"Yes","2019","secondary school degree","Female","312","1","1","1"
"Yes","2019","college entrance qualification","Male","298","1","1","1"
"Yes","2019","college entrance qualification","Female","326","1","1","1"
"Yes","2019","Other degree","Male","56","1","1","1"
"Yes","2019","Other degree","Female","68","1","1","1"
"Yes","2019","no degree/no degree yet","Male","19","","",""
"Yes","2019","no degree/no degree yet","Female","36","1","1","1"
