"ple0013","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2014","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2014","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2014","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2014","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","2014","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2014","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2014","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","2014","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","2014","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2014","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2014","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","2014","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","2014","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","2014","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","2014","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2014","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","2014","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","2014","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2014","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2014","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","2014","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","2014","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","2014","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","2014","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","2014","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","2014","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Yes","2015","1-pers.-HH","(0) in school","1","","",""
"Yes","2015","1-pers.-HH","(1a) inadequately completed","8","","",""
"Yes","2015","1-pers.-HH","(1b) general elementary school","26","","",""
"Yes","2015","1-pers.-HH","(1c) basic vocational qualification","67","1","1","1"
"Yes","2015","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Yes","2015","1-pers.-HH","(2a) intermediate vocational","47","1","1","1"
"Yes","2015","1-pers.-HH","(2c_gen) general maturity certificate","15","","",""
"Yes","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","17","","",""
"Yes","2015","1-pers.-HH","(3a) lower tertiary education","23","","",""
"Yes","2015","1-pers.-HH","(3b) higher tertiary education","36","1","1","1"
"Yes","2015","(Married) couple without C. ","(0) in school","","","",""
"Yes","2015","(Married) couple without C. ","(1a) inadequately completed","11","","",""
"Yes","2015","(Married) couple without C. ","(1b) general elementary school","24","","",""
"Yes","2015","(Married) couple without C. ","(1c) basic vocational qualification","131","1","1","1"
"Yes","2015","(Married) couple without C. ","(2b) intermediate general qualification","10","","",""
"Yes","2015","(Married) couple without C. ","(2a) intermediate vocational","104","1","1","1"
"Yes","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","18","","",""
