"ple0013","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2011","Saxony-Anhalt","Male","18","","",""
"Yes","2011","Saxony-Anhalt","Female","25","","",""
"Yes","2011","Thuringia","Male","18","","",""
"Yes","2011","Thuringia","Female","20","","",""
"Yes","2012","Schleswig-Holstein","Male","","","",""
"Yes","2012","Schleswig-Holstein","Female","","","",""
"Yes","2012","Hamburg","Male","","","",""
"Yes","2012","Hamburg","Female","","","",""
"Yes","2012","Lower Saxony","Male","","","",""
"Yes","2012","Lower Saxony","Female","","","",""
"Yes","2012","Bremen","Male","","","",""
"Yes","2012","Bremen","Female","","","",""
"Yes","2012","North Rhine-Westphalia","Male","","","",""
"Yes","2012","North Rhine-Westphalia","Female","","","",""
"Yes","2012","Hesse","Male","","","",""
"Yes","2012","Hesse","Female","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2012","Baden-Württemberg","Male","","","",""
"Yes","2012","Baden-Württemberg","Female","","","",""
"Yes","2012","Bavaria","Male","","","",""
"Yes","2012","Bavaria","Female","","","",""
"Yes","2012","Berlin","Male","","","",""
"Yes","2012","Berlin","Female","","","",""
"Yes","2012","Brandenburg","Male","","","",""
"Yes","2012","Brandenburg","Female","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2012","Saxony","Male","","","",""
"Yes","2012","Saxony","Female","","","",""
"Yes","2012","Saxony-Anhalt","Male","","","",""
"Yes","2012","Saxony-Anhalt","Female","","","",""
"Yes","2012","Thuringia","Male","","","",""
"Yes","2012","Thuringia","Female","","","",""
"Yes","2013","Schleswig-Holstein","Male","14","","",""
"Yes","2013","Schleswig-Holstein","Female","27","","",""
"Yes","2013","Hamburg","Male","11","","",""
"Yes","2013","Hamburg","Female","10","","",""
"Yes","2013","Lower Saxony","Male","44","1","1","1"
"Yes","2013","Lower Saxony","Female","70","1","1","1"
"Yes","2013","Bremen","Male","","","",""
"Yes","2013","Bremen","Female","1","","",""
"Yes","2013","North Rhine-Westphalia","Male","88","1","1","1"
"Yes","2013","North Rhine-Westphalia","Female","153","1","1","1"
"Yes","2013","Hesse","Male","43","1","1","1"
"Yes","2013","Hesse","Female","47","1","1","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Male","31","1","1","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Female","35","1","1","1"
"Yes","2013","Baden-Württemberg","Male","44","1","1","1"
"Yes","2013","Baden-Württemberg","Female","84","1","1","1"
"Yes","2013","Bavaria","Male","84","1","1","1"
"Yes","2013","Bavaria","Female","93","1","1","1"
"Yes","2013","Berlin","Male","29","","",""
"Yes","2013","Berlin","Female","33","1","1","1"
"Yes","2013","Brandenburg","Male","13","","",""
"Yes","2013","Brandenburg","Female","21","","",""
"Yes","2013","Mecklenburg-Western Pomerania","Male","8","","",""
"Yes","2013","Mecklenburg-Western Pomerania","Female","12","","",""
"Yes","2013","Saxony","Male","33","1","1","1"
"Yes","2013","Saxony","Female","34","1","1","1"
"Yes","2013","Saxony-Anhalt","Male","20","","",""
"Yes","2013","Saxony-Anhalt","Female","22","","",""
"Yes","2013","Thuringia","Male","13","","",""
"Yes","2013","Thuringia","Female","20","","",""
"Yes","2014","Schleswig-Holstein","Male","","","",""
"Yes","2014","Schleswig-Holstein","Female","","","",""
"Yes","2014","Hamburg","Male","","","",""
"Yes","2014","Hamburg","Female","","","",""
"Yes","2014","Lower Saxony","Male","","","",""
"Yes","2014","Lower Saxony","Female","","","",""
"Yes","2014","Bremen","Male","","","",""
"Yes","2014","Bremen","Female","","","",""
"Yes","2014","North Rhine-Westphalia","Male","","","",""
"Yes","2014","North Rhine-Westphalia","Female","","","",""
"Yes","2014","Hesse","Male","","","",""
"Yes","2014","Hesse","Female","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2014","Baden-Württemberg","Male","","","",""
"Yes","2014","Baden-Württemberg","Female","","","",""
"Yes","2014","Bavaria","Male","","","",""
"Yes","2014","Bavaria","Female","","","",""
"Yes","2014","Berlin","Male","","","",""
"Yes","2014","Berlin","Female","","","",""
"Yes","2014","Brandenburg","Male","","","",""
"Yes","2014","Brandenburg","Female","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2014","Saxony","Male","","","",""
"Yes","2014","Saxony","Female","","","",""
"Yes","2014","Saxony-Anhalt","Male","","","",""
"Yes","2014","Saxony-Anhalt","Female","","","",""
"Yes","2014","Thuringia","Male","","","",""
"Yes","2014","Thuringia","Female","","","",""
"Yes","2015","Schleswig-Holstein","Male","22","","",""
"Yes","2015","Schleswig-Holstein","Female","54","1","1","1"
"Yes","2015","Hamburg","Male","11","","",""
"Yes","2015","Hamburg","Female","15","","",""
"Yes","2015","Lower Saxony","Male","65","1","1","1"
"Yes","2015","Lower Saxony","Female","90","1","1","1"
"Yes","2015","Bremen","Male","2","","",""
"Yes","2015","Bremen","Female","6","","",""
"Yes","2015","North Rhine-Westphalia","Male","127","1","1","1"
"Yes","2015","North Rhine-Westphalia","Female","209","1","1","1"
"Yes","2015","Hesse","Male","48","1","1","1"
"Yes","2015","Hesse","Female","57","1","1","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Male","30","1","1","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Female","46","1","1","1"
"Yes","2015","Baden-Württemberg","Male","81","1","1","1"
"Yes","2015","Baden-Württemberg","Female","112","1","1","1"
"Yes","2015","Bavaria","Male","101","1","1","1"
"Yes","2015","Bavaria","Female","133","1","1","1"
"Yes","2015","Berlin","Male","31","1","1","1"
"Yes","2015","Berlin","Female","37","1","1","1"
"Yes","2015","Brandenburg","Male","13","","",""
"Yes","2015","Brandenburg","Female","28","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Male","14","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Female","19","","",""
"Yes","2015","Saxony","Male","44","1","1","1"
"Yes","2015","Saxony","Female","49","1","1","1"
"Yes","2015","Saxony-Anhalt","Male","26","","",""
"Yes","2015","Saxony-Anhalt","Female","31","1","1","1"
"Yes","2015","Thuringia","Male","12","","",""
"Yes","2015","Thuringia","Female","30","1","1","1"
"Yes","2016","Schleswig-Holstein","Male","","","",""
"Yes","2016","Schleswig-Holstein","Female","","","",""
"Yes","2016","Hamburg","Male","","","",""
"Yes","2016","Hamburg","Female","","","",""
"Yes","2016","Lower Saxony","Male","","","",""
"Yes","2016","Lower Saxony","Female","","","",""
"Yes","2016","Bremen","Male","","","",""
"Yes","2016","Bremen","Female","","","",""
"Yes","2016","North Rhine-Westphalia","Male","","","",""
"Yes","2016","North Rhine-Westphalia","Female","","","",""
"Yes","2016","Hesse","Male","","","",""
"Yes","2016","Hesse","Female","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2016","Baden-Württemberg","Male","","","",""
"Yes","2016","Baden-Württemberg","Female","","","",""
"Yes","2016","Bavaria","Male","","","",""
"Yes","2016","Bavaria","Female","","","",""
"Yes","2016","Berlin","Male","","","",""
"Yes","2016","Berlin","Female","","","",""
"Yes","2016","Brandenburg","Male","","","",""
"Yes","2016","Brandenburg","Female","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2016","Saxony","Male","","","",""
"Yes","2016","Saxony","Female","","","",""
"Yes","2016","Saxony-Anhalt","Male","","","",""
"Yes","2016","Saxony-Anhalt","Female","","","",""
"Yes","2016","Thuringia","Male","","","",""
"Yes","2016","Thuringia","Female","","","",""
"Yes","2017","Schleswig-Holstein","Male","28","","",""
"Yes","2017","Schleswig-Holstein","Female","40","1","1","1"
"Yes","2017","Hamburg","Male","13","","",""
"Yes","2017","Hamburg","Female","16","","",""
"Yes","2017","Lower Saxony","Male","82","1","1","1"
"Yes","2017","Lower Saxony","Female","105","1","1","1"
"Yes","2017","Bremen","Male","2","","",""
"Yes","2017","Bremen","Female","6","","",""
"Yes","2017","North Rhine-Westphalia","Male","155","1","1","1"
"Yes","2017","North Rhine-Westphalia","Female","245","1","1","1"
"Yes","2017","Hesse","Male","55","1","1","1"
"Yes","2017","Hesse","Female","60","1","1","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Male","30","1","1","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Female","47","1","1","1"
"Yes","2017","Baden-Württemberg","Male","95","1","1","1"
"Yes","2017","Baden-Württemberg","Female","115","1","1","1"
"Yes","2017","Bavaria","Male","114","1","1","1"
"Yes","2017","Bavaria","Female","144","1","1","1"
"Yes","2017","Berlin","Male","39","1","1","1"
"Yes","2017","Berlin","Female","44","1","1","1"
"Yes","2017","Brandenburg","Male","16","","",""
"Yes","2017","Brandenburg","Female","31","1","1","1"
"Yes","2017","Mecklenburg-Western Pomerania","Male","14","","",""
"Yes","2017","Mecklenburg-Western Pomerania","Female","22","","",""
"Yes","2017","Saxony","Male","46","1","1","1"
"Yes","2017","Saxony","Female","57","1","1","1"
"Yes","2017","Saxony-Anhalt","Male","26","","",""
"Yes","2017","Saxony-Anhalt","Female","36","1","1","1"
"Yes","2017","Thuringia","Male","19","","",""
"Yes","2017","Thuringia","Female","37","1","1","1"
"Yes","2018","Schleswig-Holstein","Male","","","",""
"Yes","2018","Schleswig-Holstein","Female","","","",""
"Yes","2018","Hamburg","Male","","","",""
"Yes","2018","Hamburg","Female","","","",""
"Yes","2018","Lower Saxony","Male","","","",""
"Yes","2018","Lower Saxony","Female","","","",""
"Yes","2018","Bremen","Male","","","",""
"Yes","2018","Bremen","Female","","","",""
"Yes","2018","North Rhine-Westphalia","Male","","","",""
"Yes","2018","North Rhine-Westphalia","Female","","","",""
"Yes","2018","Hesse","Male","","","",""
"Yes","2018","Hesse","Female","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2018","Baden-Württemberg","Male","","","",""
"Yes","2018","Baden-Württemberg","Female","","","",""
"Yes","2018","Bavaria","Male","","","",""
"Yes","2018","Bavaria","Female","","","",""
"Yes","2018","Berlin","Male","","","",""
"Yes","2018","Berlin","Female","","","",""
"Yes","2018","Brandenburg","Male","","","",""
"Yes","2018","Brandenburg","Female","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2018","Saxony","Male","","","",""
"Yes","2018","Saxony","Female","","","",""
"Yes","2018","Saxony-Anhalt","Male","","","",""
"Yes","2018","Saxony-Anhalt","Female","","","",""
"Yes","2018","Thuringia","Male","","","",""
"Yes","2018","Thuringia","Female","","","",""
"Yes","2019","Schleswig-Holstein","Male","32","1","1","1"
"Yes","2019","Schleswig-Holstein","Female","47","1","1","1"
"Yes","2019","Hamburg","Male","23","","",""
"Yes","2019","Hamburg","Female","24","","",""
"Yes","2019","Lower Saxony","Male","82","1","1","1"
"Yes","2019","Lower Saxony","Female","110","1","1","1"
"Yes","2019","Bremen","Male","4","","",""
"Yes","2019","Bremen","Female","10","","",""
"Yes","2019","North Rhine-Westphalia","Male","170","1","1","1"
"Yes","2019","North Rhine-Westphalia","Female","238","1","1","1"
"Yes","2019","Hesse","Male","64","1","1","1"
"Yes","2019","Hesse","Female","61","1","1","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Male","39","1","1","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Female","60","1","1","1"
"Yes","2019","Baden-Württemberg","Male","108","1","1","1"
"Yes","2019","Baden-Württemberg","Female","116","1","1","1"
"Yes","2019","Bavaria","Male","121","1","1","1"
"Yes","2019","Bavaria","Female","131","1","1","1"
"Yes","2019","Berlin","Male","47","1","1","1"
"Yes","2019","Berlin","Female","38","1","1","1"
"Yes","2019","Brandenburg","Male","23","","",""
"Yes","2019","Brandenburg","Female","34","1","1","1"
"Yes","2019","Mecklenburg-Western Pomerania","Male","18","","",""
"Yes","2019","Mecklenburg-Western Pomerania","Female","25","","",""
"Yes","2019","Saxony","Male","43","1","1","1"
"Yes","2019","Saxony","Female","49","1","1","1"
"Yes","2019","Saxony-Anhalt","Male","29","","",""
"Yes","2019","Saxony-Anhalt","Female","37","1","1","1"
"Yes","2019","Thuringia","Male","18","","",""
"Yes","2019","Thuringia","Female","46","1","1","1"
