"ple0013","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2011","1-pers.-HH","Female","1958","0.935536917295741","0.925023631951244","0.946050202640237","2"
"No","2011","(Married) couple without C. ","Female","3847","0.933423111990122","0.92578881347565","0.941057410504594","2"
"No","2011","(Married) couple without C. ","Male","3863","0.95479460336604","0.948395423423827","0.961193783308252","2"
"No","2011","Single parent ","Male","309","0.932054303219614","0.905025453689902","0.959083152749326","2"
"No","2011","Single parent ","Female","798","0.957237544726934","0.943563680236669","0.970911409217199","2"
"No","2011","Couple + C. LE 16 ","Male","1428","0.947451900091586","0.936129962061461","0.958773838121711","2"
"No","2011","Couple + C. LE 16 ","Female","1545","0.954444486991794","0.944306138484808","0.964582835498779","2"
"Yes","2011","Single parent ","Male","24","","","","1"
"Yes","2011","Single parent ","Female","43","0.042762455273066","0.0290885907828007","0.0564363197633313","1"
"Yes","2011","Couple + C. LE 16 ","Male","64","0.0525480999084137","0.0412261618782888","0.0638700379385386","1"
"Yes","2011","Couple + C. LE 16 ","Female","80","0.0455555130082064","0.0354171645012206","0.0556938615151921","1"
"Yes","2011","Couple + C. GT 16 ","Male","85","0.0491883021101633","0.0388593747915457","0.0595172294287809","1"
"Yes","2011","Couple + C. GT 16 ","Female","79","0.0532434824991355","0.0419453235799221","0.0645416414183489","1"
"Yes","2011","Couple + C. LE and GT 16","Male","26","","","","1"
"Yes","2011","Couple + C. LE and GT 16","Female","27","","","","1"
"Yes","2011","1-pers.-HH","Male","92","0.0672833043240356","0.0545118779151649","0.0800547307329063","1"
"Yes","2011","1-pers.-HH","Female","138","0.0644630827042595","0.053949797359763","0.074976368048756","1"
"Yes","2011","(Married) couple without C. ","Male","186","0.0452053966339602","0.0388062166917475","0.0516045765761728","1"
"Yes","2011","(Married) couple without C. ","Female","249","0.0665768880098781","0.0589425894954064","0.0742111865243497","1"
"No","2012","Couple + C. GT 16 ","Female","","","","","2"
"No","2012","Couple + C. LE and GT 16","Female","","","","","2"
"No","2012","Couple + C. GT 16 ","Male","","","","","2"
"No","2012","Couple + C. LE and GT 16","Male","","","","","2"
"No","2012","1-pers.-HH","Male","","","","","2"
"No","2012","1-pers.-HH","Female","","","","","2"
"No","2012","(Married) couple without C. ","Male","","","","","2"
"No","2012","(Married) couple without C. ","Female","","","","","2"
"No","2012","Single parent ","Male","","","","","2"
"No","2012","Single parent ","Female","","","","","2"
"No","2012","Couple + C. LE 16 ","Male","","","","","2"
"No","2012","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2012","Single parent ","Male","","","","","1"
"Yes","2012","Single parent ","Female","","","","","1"
"Yes","2012","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2012","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2012","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2012","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","Female","","","","","1"
"Yes","2012","1-pers.-HH","Male","","","","","1"
"Yes","2012","1-pers.-HH","Female","","","","","1"
"Yes","2012","(Married) couple without C. ","Male","","","","","1"
"Yes","2012","(Married) couple without C. ","Female","","","","","1"
"No","2013","(Married) couple without C. ","Female","3617","0.931847617907547","0.923892458811847","0.939802777003248","2"
"No","2013","Couple + C. LE and GT 16","Female","470","0.93037285219802","0.907996581157673","0.952749123238367","2"
"No","2013","1-pers.-HH","Male","1355","0.93140419595688","0.918385074438603","0.944423317475157","2"
"No","2013","1-pers.-HH","Female","1871","0.92064937343017","0.908877166474496","0.932421580385844","2"
"No","2013","(Married) couple without C. ","Male","3606","0.947066273211595","0.939947376137791","0.954185170285399","2"
"No","2013","Couple + C. GT 16 ","Male","1313","0.947397350208795","0.935653155261608","0.959141545155983","2"
"No","2013","Couple + C. GT 16 ","Female","1160","0.932387139401274","0.918445884673547","0.946328394129001","2"
"No","2013","Couple + C. LE and GT 16","Male","420","0.9490761728656","0.928650369897351","0.96950197583385","2"
"No","2013","Single parent ","Male","294","0.961297184153877","0.939962639217947","0.982631729089808","2"
"No","2013","Single parent ","Female","744","0.937241764300472","0.92045673567327","0.954026792927673","2"
"No","2013","Couple + C. LE 16 ","Male","1255","0.946844432713543","0.934741940299883","0.958946925127203","2"
"No","2013","Couple + C. LE 16 ","Female","1375","0.953612608913076","0.942798238271298","0.964426979554855","2"
"Yes","2013","Single parent ","Male","20","","","","1"
"Yes","2013","Single parent ","Female","58","0.0627582356995283","0.0459732070723267","0.07954326432673","1"
"Yes","2013","Couple + C. LE 16 ","Male","65","0.0531555672864567","0.0410530748727966","0.0652580597001168","1"
"Yes","2013","Couple + C. LE 16 ","Female","78","0.046387391086924","0.0355730204451455","0.0572017617287025","1"
"Yes","2013","1-pers.-HH","Male","93","0.06859580404312","0.055576682524843","0.0816149255613969","1"
"Yes","2013","1-pers.-HH","Female","154","0.0793506265698301","0.0675784196141565","0.0911228335255038","1"
"Yes","2013","(Married) couple without C. ","Male","194","0.0529337267884048","0.0458148297146007","0.060052623862209","1"
"Yes","2013","(Married) couple without C. ","Female","238","0.0681523820924525","0.0601972229967519","0.076107541188153","1"
"Yes","2013","Couple + C. GT 16 ","Male","75","0.0526026497912046","0.0408584548440169","0.0643468447383923","1"
"Yes","2013","Couple + C. GT 16 ","Female","86","0.067612860598726","0.0536716058709991","0.081554115326453","1"
"Yes","2013","Couple + C. LE and GT 16","Male","25","","","","1"
"Yes","2013","Couple + C. LE and GT 16","Female","27","","","","1"
"No","2014","1-pers.-HH","Male","","","","","2"
"No","2014","1-pers.-HH","Female","","","","","2"
"No","2014","(Married) couple without C. ","Male","","","","","2"
"No","2014","(Married) couple without C. ","Female","","","","","2"
"No","2014","Couple + C. GT 16 ","Male","","","","","2"
"No","2014","Couple + C. GT 16 ","Female","","","","","2"
"No","2014","Couple + C. LE and GT 16","Male","","","","","2"
"No","2014","Couple + C. LE and GT 16","Female","","","","","2"
"No","2014","Single parent ","Male","","","","","2"
"No","2014","Single parent ","Female","","","","","2"
"No","2014","Couple + C. LE 16 ","Male","","","","","2"
"No","2014","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2014","Single parent ","Male","","","","","1"
"Yes","2014","Single parent ","Female","","","","","1"
"Yes","2014","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2014","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2014","1-pers.-HH","Male","","","","","1"
"Yes","2014","1-pers.-HH","Female","","","","","1"
"Yes","2014","(Married) couple without C. ","Male","","","","","1"
"Yes","2014","(Married) couple without C. ","Female","","","","","1"
"Yes","2014","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2014","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","Female","","","","","1"
"No","2015","1-pers.-HH","Male","1404","0.928261201654195","0.915215100276634","0.941307303031755","2"
"No","2015","1-pers.-HH","Female","1866","0.92319343824536","0.911578271516376","0.934808604974344","2"
"No","2015","(Married) couple without C. ","Male","3514","0.942566916704224","0.935091155538306","0.950042677870143","2"
"No","2015","(Married) couple without C. ","Female","3542","0.926497812616503","0.918179847718167","0.934815777514839","2"
"No","2015","Couple + C. GT 16 ","Male","1420","0.946307498790086","0.934900394291245","0.957714603288926","2"
"No","2015","Couple + C. GT 16 ","Female","1315","0.946847056265822","0.935112461011482","0.958581651520162","2"
"No","2015","Couple + C. LE and GT 16","Male","1018","0.956591776677886","0.944364909110979","0.968818644244793","2"
"No","2015","Couple + C. LE and GT 16","Female","1027","0.944898317175318","0.931358565952365","0.958438068398271","2"
"No","2015","Single parent ","Male","501","0.95060171703092","0.932170413362817","0.969033020699023","2"
"No","2015","Single parent ","Female","1631","0.906635032856788","0.893190654318587","0.920079411394989","2"
"No","2015","Couple + C. LE 16 ","Male","2739","0.945445158711129","0.937157917079797","0.953732400342462","2"
"No","2015","Couple + C. LE 16 ","Female","3027","0.951410552473847","0.943959872091485","0.958861232856208","2"
"Yes","2015","Single parent ","Male","30","0.0493982829690803","0.0309669793009772","0.0678295866371834","1"
"Yes","2015","Single parent ","Female","168","0.0933649671432116","0.0799205886050105","0.106809345681413","1"
"Yes","2015","Couple + C. LE 16 ","Male","146","0.0545548412888705","0.0462675996575379","0.0628420829202031","1"
"Yes","2015","Couple + C. LE 16 ","Female","172","0.0485894475261533","0.0411387671437919","0.0560401279085147","1"
"Yes","2015","1-pers.-HH","Female","153","0.0768065617546404","0.0651913950256565","0.0884217284836243","1"
"Yes","2015","(Married) couple without C. ","Male","207","0.0574330832957759","0.0499573221298575","0.0649088444616943","1"
"Yes","2015","(Married) couple without C. ","Female","239","0.0735021873834972","0.0651842224851612","0.0818201522818332","1"
"Yes","2015","Couple + C. GT 16 ","Female","89","0.0531529437341782","0.0414183484798379","0.0648875389885185","1"
"Yes","2015","Couple + C. LE and GT 16","Male","49","0.0434082233221139","0.0311813557552069","0.0556350908890209","1"
"Yes","2015","Couple + C. LE and GT 16","Female","64","0.055101682824682","0.0415619316017292","0.0686414340476348","1"
"Yes","2015","1-pers.-HH","Male","99","0.0717387983458054","0.0586926969682444","0.0847848997233663","1"
"Yes","2015","Couple + C. GT 16 ","Male","80","0.0536925012099142","0.0422853967110738","0.0650996057087546","1"
"No","2016","Couple + C. GT 16 ","Male","","","","","2"
"No","2016","Couple + C. GT 16 ","Female","","","","","2"
"No","2016","Couple + C. LE and GT 16","Male","","","","","2"
"No","2016","Couple + C. LE and GT 16","Female","","","","","2"
"No","2016","1-pers.-HH","Male","","","","","2"
"No","2016","1-pers.-HH","Female","","","","","2"
"No","2016","(Married) couple without C. ","Male","","","","","2"
"No","2016","(Married) couple without C. ","Female","","","","","2"
"No","2016","Single parent ","Male","","","","","2"
"No","2016","Single parent ","Female","","","","","2"
"No","2016","Couple + C. LE 16 ","Male","","","","","2"
"No","2016","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2016","Single parent ","Male","","","","","1"
"Yes","2016","Single parent ","Female","","","","","1"
"Yes","2016","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2016","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2016","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2016","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","Female","","","","","1"
"Yes","2016","1-pers.-HH","Female","","","","","1"
"Yes","2016","(Married) couple without C. ","Female","","","","","1"
"Yes","2016","1-pers.-HH","Male","","","","","1"
"Yes","2016","(Married) couple without C. ","Male","","","","","1"
"No","2017","Couple + C. GT 16 ","Male","1568","0.941648866790134","0.930419907545111","0.952877826035157","2"
"No","2017","Couple + C. GT 16 ","Female","1507","0.940790485678035","0.929211410991139","0.95236956036493","2"
"No","2017","Couple + C. LE and GT 16","Male","1027","0.946264917916281","0.932951406295507","0.959578429537055","2"
"No","2017","Couple + C. LE and GT 16","Female","1080","0.950225620522865","0.93762877966008","0.962822461385649","2"
"No","2017","1-pers.-HH","Male","1606","0.925955984279626","0.913610265628672","0.93830170293058","2"
"No","2017","1-pers.-HH","Female","2021","0.904674694625764","0.892469884610421","0.916879504641108","2"
"No","2017","(Married) couple without C. ","Male","3868","0.943977546454572","0.936932414798659","0.951022678110484","2"
"No","2017","(Married) couple without C. ","Female","3887","0.927952966552667","0.920100400068434","0.935805533036899","2"
"No","2017","Single parent ","Male","520","0.95012718574999","0.932065686325079","0.968188685174902","2"
"No","2017","Single parent ","Female","1541","0.914545145525858","0.901201015971734","0.927889275079983","2"
"No","2017","Couple + C. LE 16 ","Male","2653","0.953665149644881","0.945884588413552","0.961445710876209","2"
"No","2017","Couple + C. LE 16 ","Female","2958","0.934113653803124","0.925454336023448","0.942772971582801","2"
"Yes","2017","Single parent ","Male","38","0.0498728142500097","0.0318113148250979","0.0679343136749214","1"
"Yes","2017","Single parent ","Female","145","0.0854548544741417","0.0721107249200175","0.0987989840282658","1"
"Yes","2017","Couple + C. LE 16 ","Male","151","0.0463348503551192","0.038554289123791","0.0541154115864474","1"
"Yes","2017","Couple + C. LE 16 ","Female","195","0.0658863461968758","0.0572270284171993","0.0745456639765523","1"
"Yes","2017","Couple + C. GT 16 ","Female","89","0.0592095143219654","0.0476304396350698","0.070788589008861","1"
"Yes","2017","Couple + C. GT 16 ","Male","106","0.0583511332098662","0.0471221739648433","0.0695800924548892","1"
"Yes","2017","Couple + C. LE and GT 16","Male","75","0.0537350820837191","0.0404215704629451","0.0670485937044931","1"
"Yes","2017","Couple + C. LE and GT 16","Female","65","0.0497743794771353","0.037177538614351","0.0623712203399197","1"
"Yes","2017","1-pers.-HH","Female","203","0.0953253053742357","0.0831204953588922","0.107530115389579","1"
"Yes","2017","(Married) couple without C. ","Female","278","0.0720470334473332","0.0641944669631008","0.0798995999315657","1"
"Yes","2017","1-pers.-HH","Male","122","0.0740440157203736","0.0616982970694197","0.0863897343713275","1"
"Yes","2017","(Married) couple without C. ","Male","225","0.0560224535454282","0.0489773218895155","0.0630675852013409","1"
"No","2018","1-pers.-HH","Male","","","","","2"
"No","2018","1-pers.-HH","Female","","","","","2"
"No","2018","(Married) couple without C. ","Male","","","","","2"
"No","2018","(Married) couple without C. ","Female","","","","","2"
"No","2018","Single parent ","Male","","","","","2"
"No","2018","Single parent ","Female","","","","","2"
"No","2018","Couple + C. LE 16 ","Male","","","","","2"
"No","2018","Couple + C. LE 16 ","Female","","","","","2"
"No","2018","Couple + C. GT 16 ","Male","","","","","2"
"No","2018","Couple + C. GT 16 ","Female","","","","","2"
"No","2018","Couple + C. LE and GT 16","Male","","","","","2"
"No","2018","Couple + C. LE and GT 16","Female","","","","","2"
"Yes","2018","Single parent ","Male","","","","","1"
"Yes","2018","Single parent ","Female","","","","","1"
"Yes","2018","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2018","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2018","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","Female","","","","","1"
"Yes","2018","1-pers.-HH","Female","","","","","1"
"Yes","2018","(Married) couple without C. ","Female","","","","","1"
"Yes","2018","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2018","1-pers.-HH","Male","","","","","1"
"Yes","2018","(Married) couple without C. ","Male","","","","","1"
"No","2019","1-pers.-HH","Male","1803","0.920144850870776","0.908082643550849","0.932207058190703","2"
"No","2019","1-pers.-HH","Female","2118","0.913782838326218","0.902349028808978","0.925216647843457","2"
"No","2019","(Married) couple without C. ","Male","4101","0.938249617959131","0.931111465841971","0.94538777007629","2"
"No","2019","(Married) couple without C. ","Female","3870","0.917277686232885","0.90893199888241","0.925623373583359","2"
"No","2019","Single parent ","Male","526","0.926447807864476","0.905185172150603","0.947710443578349","2"
"No","2019","Single parent ","Female","1353","0.904999333124439","0.890106127053594","0.919892539195284","2"
"No","2019","Couple + C. LE 16 ","Male","2378","0.940912641999178","0.931748393678991","0.950076890319366","2"
"No","2019","Couple + C. LE 16 ","Female","2475","0.931794758340459","0.922216321027754","0.941373195653164","2"
"No","2019","Couple + C. GT 16 ","Male","1443","0.942424332974073","0.930831624181436","0.95401704176671","2"
"No","2019","Couple + C. GT 16 ","Female","1335","0.929519298453436","0.916239226776731","0.942799370130141","2"
"No","2019","Couple + C. LE and GT 16","Male","1010","0.937860560652561","0.923442958367562","0.952278162937559","2"
"No","2019","Couple + C. LE and GT 16","Female","1036","0.94355316486464","0.92998882434818","0.957117505381099","2"
"Yes","2019","Single parent ","Male","53","0.0735521921355239","0.0522895564216507","0.0948148278493971","1"
"Yes","2019","Single parent ","Female","136","0.0950006668755611","0.0801074608047161","0.109893872946406","1"
"Yes","2019","Couple + C. LE 16 ","Male","165","0.0590873580008214","0.049923109680634","0.0682516063210089","1"
"Yes","2019","Couple + C. LE 16 ","Female","186","0.0682052416595408","0.058626804346836","0.0777836789722456","1"
"Yes","2019","Couple + C. LE and GT 16","Female","76","0.0564468351353604","0.0428824946189011","0.0700111756518196","1"
"Yes","2019","1-pers.-HH","Male","137","0.0798551491292238","0.0677929418092967","0.0919173564491509","1"
"Yes","2019","1-pers.-HH","Female","197","0.0862171616737826","0.0747833521565433","0.0976509711910218","1"
"Yes","2019","(Married) couple without C. ","Female","315","0.0827223137671154","0.0743766264166406","0.0910680011175901","1"
"Yes","2019","Couple + C. LE and GT 16","Male","67","0.0621394393474393","0.0477218370624409","0.0765570416324377","1"
"Yes","2019","Couple + C. GT 16 ","Male","108","0.0575756670259271","0.0459829582332899","0.0691683758185643","1"
"Yes","2019","Couple + C. GT 16 ","Female","92","0.0704807015465644","0.0572006298698594","0.0837607732232693","1"
"Yes","2019","(Married) couple without C. ","Male","267","0.0617503820408693","0.0546122299237097","0.0688885341580288","1"
