"m11126","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Poor","1994","indirect migration background","West Germany","31","0.106383363159479","0.0787428167922741","0.134023909526685"
"Poor","1994","indirect migration background","East Germany","","","",""
"Bad ","1994","no migration background","West Germany","249","0.0493947327775755","0.0440987170697309","0.0546907484854201"
"Bad ","1994","no migration background","East Germany","115","0.0415424981278021","0.0350494714569136","0.0480355247986905"
"Bad ","1994","direct migration background","West Germany","102","0.049625964827841","0.0405961711602881","0.058655758495394"
"Bad ","1994","direct migration background","East Germany","5","","",""
"Bad ","1994","indirect migration background","West Germany","7","","",""
"Bad ","1994","indirect migration background","East Germany","","","",""
"Very good","1995","no migration background","West Germany","571","0.0717244548815912","0.0654404975819752","0.0780084121812072"
"Very good","1995","no migration background","East Germany","278","0.0673645462703824","0.0591029566608889","0.075626135879876"
"Very good","1995","direct migration background","West Germany","311","0.127075972309452","0.114423831692797","0.139728112926107"
"Very good","1995","direct migration background","East Germany","5","","",""
"Very good","1995","indirect migration background","West Germany","144","0.254992373368393","0.216634792644049","0.293349954092738"
"Very good","1995","indirect migration background","East Germany","3","","",""
"Good","1995","no migration background","West Germany","2652","0.378593472630839","0.366781141608182","0.390405803653497"
"Good","1995","no migration background","East Germany","1454","0.387003635086265","0.370949813409898","0.403057456762632"
"Good","1995","direct migration background","West Germany","1099","0.393771283882786","0.375211011798699","0.412331555966874"
"Good","1995","direct migration background","East Germany","43","0.31641345318589","0.239919317371147","0.392907589000633"
"Good","1995","indirect migration background","West Germany","229","0.449342564402148","0.405566492756148","0.493118636048147"
"Good","1995","indirect migration background","East Germany","6","","",""
"Satisfactory","1995","no migration background","West Germany","2124","0.345020191980822","0.333443156760319","0.356597227201326"
"Satisfactory","1995","no migration background","East Germany","1251","0.36493774025119","0.349070203812728","0.380805276689653"
"Satisfactory","1995","direct migration background","West Germany","729","0.281504829488121","0.264420461509055","0.298589197467187"
"Satisfactory","1995","direct migration background","East Germany","59","0.40974971201734","0.328862223504447","0.490637200530232"
"Satisfactory","1995","indirect migration background","West Germany","77","0.1892919835167","0.154816878520021","0.223767088513378"
"Satisfactory","1995","indirect migration background","East Germany","6","","",""
"Poor","1995","no migration background","West Germany","891","0.159140145987231","0.150231476895525","0.168048815078937"
"Poor","1995","no migration background","East Germany","445","0.136875792962483","0.125546783607688","0.148204802317277"
"Poor","1995","direct migration background","West Germany","399","0.147797639088707","0.13431579872818","0.161279479449234"
"Poor","1995","direct migration background","East Germany","29","","",""
"Poor","1995","indirect migration background","West Germany","38","0.0856932273818527","0.0610597075933038","0.110326747170402"
"Poor","1995","indirect migration background","East Germany","1","","",""
"Bad ","1995","no migration background","West Germany","239","0.0455217345195157","0.0404453610574348","0.0505981079815967"
"Bad ","1995","no migration background","East Germany","108","0.0438182854296796","0.037071609185315","0.0505649616740442"
"Bad ","1995","direct migration background","West Germany","124","0.0498502752309344","0.0415827815979556","0.0581177688639132"
"Bad ","1995","direct migration background","East Germany","6","","",""
"Bad ","1995","indirect migration background","West Germany","8","","",""
"Bad ","1995","indirect migration background","East Germany","","","",""
"Very good","1996","no migration background","West Germany","615","0.0805555863346237","0.0738879995858215","0.087223173083426"
"Very good","1996","no migration background","East Germany","247","0.0587130246954103","0.0509600923283402","0.0664659570624803"
"Very good","1996","direct migration background","West Germany","272","0.109030447684883","0.0967513679785658","0.1213095273912"
"Very good","1996","direct migration background","East Germany","2","","",""
"Very good","1996","indirect migration background","West Germany","153","0.27800151337528","0.239823618419288","0.316179408331271"
"Very good","1996","indirect migration background","East Germany","3","","",""
"Good","1996","no migration background","West Germany","2570","0.372805808650379","0.360959025116958","0.384652592183801"
"Good","1996","no migration background","East Germany","1449","0.384664297570013","0.368619481598116","0.400709113541909"
"Good","1996","direct migration background","West Germany","958","0.364821074115877","0.34585626444642","0.383785883785333"
"Good","1996","direct migration background","East Germany","40","0.311405705506733","0.234972244167946","0.387839166845519"
"Good","1996","indirect migration background","West Germany","234","0.385259705620857","0.34378886013664","0.426730551105074"
"Good","1996","indirect migration background","East Germany","9","","",""
"Satisfactory","1996","no migration background","West Germany","2116","0.348709284205946","0.337033735419536","0.360384832992355"
"Satisfactory","1996","no migration background","East Germany","1317","0.386063467639272","0.370007782765973","0.402119152512572"
"Satisfactory","1996","direct migration background","West Germany","752","0.317364835562011","0.299027584975567","0.335702086148454"
"Satisfactory","1996","direct migration background","East Germany","70","0.491880175718915","0.409361687274632","0.574398664163197"
"Satisfactory","1996","indirect migration background","West Germany","111","0.253124914572146","0.216072911776494","0.290176917367799"
"Satisfactory","1996","indirect migration background","East Germany","5","","",""
"Poor","1996","no migration background","West Germany","871","0.153559110354058","0.144726395401605","0.16239182530651"
"Poor","1996","no migration background","East Germany","422","0.134463255958735","0.123212484315532","0.145714027601939"
"Poor","1996","direct migration background","West Germany","367","0.147437912957825","0.133470110488908","0.161405715426742"
"Poor","1996","direct migration background","East Germany","19","","",""
"Poor","1996","indirect migration background","West Germany","28","","",""
"Poor","1996","indirect migration background","East Germany","2","","",""
"Bad ","1996","no migration background","West Germany","228","0.0443702104549936","0.0393253554565475","0.0494150654534397"
"Bad ","1996","no migration background","East Germany","97","0.0360959541365692","0.0299444133447087","0.0422474949284297"
"Bad ","1996","direct migration background","West Germany","126","0.0613457296794053","0.0518919497613421","0.0707995095974684"
"Bad ","1996","direct migration background","East Germany","10","","",""
"Bad ","1996","indirect migration background","West Germany","3","","",""
"Bad ","1996","indirect migration background","East Germany","1","","",""
"Very good","1997","no migration background","West Germany","555","0.078128902744444","0.07152281368743","0.0847349918014579"
"Very good","1997","no migration background","East Germany","245","0.0682244192368459","0.0598643047149373","0.0765845337587545"
"Very good","1997","direct migration background","West Germany","219","0.109486683734413","0.0968782451378451","0.122095122330981"
"Very good","1997","direct migration background","East Germany","4","","",""
"Very good","1997","indirect migration background","West Germany","152","0.256528454361103","0.220096832947053","0.292960075775153"
"Very good","1997","indirect migration background","East Germany","4","","",""
"Good","1997","no migration background","West Germany","2640","0.375941900292724","0.364019152961719","0.387864647623729"
"Good","1997","no migration background","East Germany","1496","0.389398284206018","0.3732300471671","0.405566521244935"
"Good","1997","direct migration background","West Germany","989","0.371971273209515","0.352454639861572","0.391487906557458"
"Good","1997","direct migration background","East Germany","39","0.303095114800776","0.224691272197876","0.381498957403675"
"Good","1997","indirect migration background","West Germany","280","0.475976675524207","0.434314044081873","0.517639306966542"
"Good","1997","indirect migration background","East Germany","12","","",""
"Satisfactory","1997","no migration background","West Germany","2118","0.355225346187462","0.343444963097411","0.367005729277512"
"Satisfactory","1997","no migration background","East Germany","1246","0.376535773799124","0.360470226238376","0.392601321359873"
"Satisfactory","1997","direct migration background","West Germany","678","0.301372077774019","0.282843805515346","0.319900350032692"
"Satisfactory","1997","direct migration background","East Germany","59","0.450855719832873","0.365972245050065","0.53573919461568"
"Satisfactory","1997","indirect migration background","West Germany","86","0.198912831731425","0.165612401856602","0.232213261606247"
"Satisfactory","1997","indirect migration background","East Germany","1","","",""
"Poor","1997","no migration background","West Germany","805","0.146533203723587","0.137828283419139","0.155238124028035"
"Poor","1997","no migration background","East Germany","388","0.121710202587924","0.110869209880721","0.132551195295127"
"Poor","1997","direct migration background","West Germany","362","0.170428842240465","0.155245799416589","0.185611885064341"
"Poor","1997","direct migration background","East Germany","24","","",""
"Poor","1997","indirect migration background","West Germany","29","","",""
"Poor","1997","indirect migration background","East Germany","5","","",""
"Bad ","1997","no migration background","West Germany","222","0.0441706470517831","0.0391128601853589","0.0492284339182072"
"Bad ","1997","no migration background","East Germany","119","0.0441313201700876","0.0373211303645861","0.0509415099755891"
"Bad ","1997","direct migration background","West Germany","108","0.046741123041588","0.0382176724396728","0.0552645736435032"
"Bad ","1997","direct migration background","East Germany","6","","",""
"Bad ","1997","indirect migration background","West Germany","5","","",""
"Bad ","1997","indirect migration background","East Germany","","","",""
"Very good","1998","no migration background","West Germany","790","0.0956963687560564","0.0890581414745341","0.102334596037579"
"Very good","1998","no migration background","East Germany","298","0.0768882230726635","0.0683453940347149","0.085431052110612"
"Very good","1998","direct migration background","West Germany","211","0.110467932179499","0.0976429827011941","0.123292881657805"
"Very good","1998","direct migration background","East Germany","3","","",""
"Very good","1998","indirect migration background","West Germany","173","0.287242293620013","0.250258681771318","0.324225905468709"
"Very good","1998","indirect migration background","East Germany","5","","",""
"Good","1998","no migration background","West Germany","3210","0.39092310363579","0.379912047335305","0.401934159936275"
"Good","1998","no migration background","East Germany","1611","0.403938881692272","0.388204565141496","0.419673198243049"
"Good","1998","direct migration background","West Germany","989","0.408091763281589","0.387984042198041","0.428199484365137"
"Good","1998","direct migration background","East Germany","30","0.219363270533543","0.145013256094922","0.293713284972163"
"Good","1998","indirect migration background","West Germany","264","0.415743737523187","0.375460096726413","0.456027378319961"
"Good","1998","indirect migration background","East Germany","14","","",""
"Satisfactory","1998","no migration background","West Germany","2330","0.322599188328176","0.312050420286421","0.33314795636993"
"Satisfactory","1998","no migration background","East Germany","1277","0.357660587696214","0.34229099051984","0.373030184872589"
"Satisfactory","1998","direct migration background","West Germany","668","0.295702065269262","0.277031299422988","0.314372831115537"
"Satisfactory","1998","direct migration background","East Germany","49","0.437474264398331","0.348344642695157","0.526603886101505"
"Satisfactory","1998","indirect migration background","West Germany","94","0.215981089940443","0.182346564707923","0.249615615172963"
"Satisfactory","1998","indirect migration background","East Germany","3","","",""
"Poor","1998","no migration background","West Germany","929","0.143405255150142","0.135496329601773","0.151314180698511"
"Poor","1998","no migration background","East Germany","417","0.119956753789004","0.109538162133434","0.130375345444574"
"Poor","1998","direct migration background","West Germany","333","0.143452252051032","0.129111028020201","0.157793476081863"
"Poor","1998","direct migration background","East Germany","29","","",""
"Poor","1998","indirect migration background","West Germany","39","0.0741913150732301","0.0527697435353191","0.0956128866111411"
"Poor","1998","indirect migration background","East Germany","4","","",""
"Bad ","1998","no migration background","West Germany","285","0.0473760841298361","0.042582199566938","0.0521699686927342"
"Bad ","1998","no migration background","East Germany","133","0.0415555537498457","0.0351561035055002","0.0479550039941912"
"Bad ","1998","direct migration background","West Germany","94","0.0422859872186165","0.0340527068620155","0.0505192675752174"
"Bad ","1998","direct migration background","East Germany","8","","",""
"Bad ","1998","indirect migration background","West Germany","5","","",""
"Bad ","1998","indirect migration background","East Germany","","","",""
"Very good","1999","no migration background","West Germany","677","0.0883672552104673","0.0818307668939613","0.0949037435269733"
"Very good","1999","no migration background","East Germany","248","0.0638449887083301","0.0559343504448532","0.0717556269718071"
"Very good","1999","direct migration background","West Germany","211","0.1022379167629","0.0893018440346971","0.115173989491102"
"Very good","1999","direct migration background","East Germany","3","","",""
"Very good","1999","indirect migration background","West Germany","167","0.266006168359639","0.230291099907854","0.301721236811424"
"Very good","1999","indirect migration background","East Germany","1","","",""
"Good","1999","no migration background","West Germany","3022","0.381289558886202","0.370103939760103","0.392475178012301"
"Good","1999","no migration background","East Germany","1495","0.392087172091646","0.376289750594118","0.407884593589173"
"Good","1999","direct migration background","West Germany","878","0.395637894226217","0.374758717180349","0.416517071272085"
"Good","1999","direct migration background","East Germany","28","","",""
"Good","1999","indirect migration background","West Germany","277","0.447681097627712","0.407489176996301","0.487873018259124"
"Good","1999","indirect migration background","East Germany","16","","",""
"Satisfactory","1999","no migration background","West Germany","2363","0.335972679878025","0.325095061854227","0.346850297901823"
"Satisfactory","1999","no migration background","East Germany","1339","0.365756496176958","0.35017180240357","0.381341189950346"
"Satisfactory","1999","direct migration background","West Germany","611","0.298594497595196","0.27905374403229","0.318135251158101"
"Satisfactory","1999","direct migration background","East Germany","53","0.452392095632363","0.358953306832289","0.545830884432438"
"Satisfactory","1999","indirect migration background","West Germany","109","0.211136538061408","0.178149596832548","0.244123479290268"
"Satisfactory","1999","indirect migration background","East Germany","3","","",""
"Poor","1999","no migration background","West Germany","903","0.146712488498775","0.138564130811279","0.154860846186271"
"Poor","1999","no migration background","East Germany","456","0.133037168091631","0.122048097316753","0.14402623886651"
"Poor","1999","direct migration background","West Germany","325","0.164851745465684","0.14900849138798","0.180694999543388"
"Poor","1999","direct migration background","East Germany","18","","",""
"Poor","1999","indirect migration background","West Germany","29","","",""
"Poor","1999","indirect migration background","East Germany","2","","",""
"Bad ","1999","no migration background","West Germany","278","0.0476580175265305","0.042751726567529","0.052564308485532"
"Bad ","1999","no migration background","East Germany","131","0.0452741749314349","0.0385469051785731","0.0520014446842966"
"Bad ","1999","direct migration background","West Germany","82","0.0386779459500041","0.0304444935858672","0.046911398314141"
"Bad ","1999","direct migration background","East Germany","7","","",""
"Bad ","1999","indirect migration background","West Germany","6","","",""
"Bad ","1999","indirect migration background","East Germany","","","",""
"Very good","2000","no migration background","West Germany","1615","0.10914548268348","0.104045578389463","0.114245386977497"
"Very good","2000","no migration background","East Germany","476","0.0839512296700982","0.0767476174180632","0.0911548419221331"
"Very good","2000","direct migration background","West Germany","376","0.12567146285439","0.114168534588486","0.137174391120293"
"Very good","2000","direct migration background","East Germany","5","","",""
"Very good","2000","indirect migration background","West Germany","219","0.251469153113109","0.221479787605231","0.281458518620987"
"Very good","2000","indirect migration background","East Germany","3","","",""
"Good","2000","no migration background","West Germany","5777","0.377607946250417","0.369679130387994","0.38553676211284"
"Good","2000","no migration background","East Germany","2311","0.377489112661328","0.36489686693295","0.390081358389707"
"Good","2000","direct migration background","West Germany","1268","0.380688130177193","0.363838432256743","0.397537828097643"
"Good","2000","direct migration background","East Germany","50","0.36487204800256","0.288089852207997","0.441654243797124"
"Good","2000","indirect migration background","West Germany","383","0.456318466480093","0.421889310210241","0.490747622749945"
"Good","2000","indirect migration background","East Germany","13","","",""
"Satisfactory","2000","no migration background","West Germany","4680","0.33847281295801","0.330733694504997","0.346211931411022"
"Satisfactory","2000","no migration background","East Germany","1970","0.358340452083586","0.345884476500589","0.370796427666584"
"Satisfactory","2000","direct migration background","West Germany","978","0.314052854406918","0.297946418503813","0.330159290310023"
"Satisfactory","2000","direct migration background","East Germany","63","0.391214639860945","0.313375278041016","0.469054001680874"
"Satisfactory","2000","indirect migration background","West Germany","154","0.221393418886151","0.192694769713954","0.250092068058347"
"Satisfactory","2000","indirect migration background","East Germany","5","","",""
"Poor","2000","no migration background","West Germany","1781","0.133422067846062","0.127860805329351","0.138983330362773"
"Poor","2000","no migration background","East Germany","725","0.136506866250625","0.127588522830638","0.145425209670612"
"Poor","2000","direct migration background","West Germany","442","0.138151278827595","0.126177100408837","0.150125457246353"
"Poor","2000","direct migration background","East Germany","26","","",""
"Poor","2000","indirect migration background","West Germany","39","0.05743845724642","0.0413551148367546","0.0735217996560854"
"Poor","2000","indirect migration background","East Germany","5","","",""
"Bad ","2000","no migration background","West Germany","508","0.0413516902620317","0.0380953330583956","0.0446080474656678"
"Bad ","2000","no migration background","East Germany","211","0.0437123393343624","0.0384013699288501","0.0490233087398746"
"Bad ","2000","direct migration background","West Germany","126","0.0414362737339042","0.0345202959193497","0.0483522515484587"
"Bad ","2000","direct migration background","East Germany","7","","",""
"Bad ","2000","indirect migration background","West Germany","9","","",""
"Bad ","2000","indirect migration background","East Germany","","","",""
"Very good","2001","no migration background","West Germany","1481","0.110407060296314","0.105021011258693","0.115793109333935"
"Very good","2001","no migration background","East Germany","406","0.0709759676066928","0.0640686271322795","0.0778833080811061"
"Very good","2001","direct migration background","West Germany","343","0.131709596109954","0.119219293067528","0.144199899152381"
"Very good","2001","direct migration background","East Germany","2","","",""
"Very good","2001","indirect migration background","West Germany","194","0.250549203316784","0.219578059378122","0.281520347255445"
"Very good","2001","indirect migration background","East Germany","4","","",""
"Good","2001","no migration background","West Germany","5159","0.371218143427018","0.362915032992974","0.379521253861062"
"Good","2001","no migration background","East Germany","2152","0.379791442143842","0.36673625226077","0.392846632026913"
"Good","2001","direct migration background","West Germany","1134","0.395652097123999","0.377591503886903","0.413712690361095"
"Good","2001","direct migration background","East Germany","23","","",""
"Good","2001","indirect migration background","West Germany","359","0.452506019537369","0.416931337634894","0.488080701439843"
"Good","2001","indirect migration background","East Germany","13","","",""
"Satisfactory","2001","no migration background","West Germany","4264","0.339015509252195","0.330880058241366","0.347150960263025"
"Satisfactory","2001","no migration background","East Germany","1861","0.361368905812462","0.348446536500277","0.374291275124648"
"Satisfactory","2001","direct migration background","West Germany","834","0.282350914481382","0.265725119030947","0.298976709931816"
"Satisfactory","2001","direct migration background","East Germany","62","0.467620734219731","0.379800479051546","0.555440989387917"
"Satisfactory","2001","indirect migration background","West Germany","154","0.244010020010926","0.213312660485426","0.274707379536426"
"Satisfactory","2001","indirect migration background","East Germany","5","","",""
"Poor","2001","no migration background","West Germany","1642","0.137591745611042","0.131671648118526","0.143511843103559"
"Poor","2001","no migration background","East Germany","680","0.141581143194069","0.132203492316063","0.150958794072075"
"Poor","2001","direct migration background","West Germany","393","0.148803492749505","0.135658715080883","0.161948270418127"
"Poor","2001","direct migration background","East Germany","32","0.245127760454806","0.16941480060926","0.320840720300351"
"Poor","2001","indirect migration background","West Germany","36","0.0395381129337376","0.0256101626634647","0.0534660632040105"
"Poor","2001","indirect migration background","East Germany","3","","",""
"Bad ","2001","no migration background","West Germany","460","0.0417675414134301","0.0383293416109751","0.0452057412158851"
"Bad ","2001","no migration background","East Germany","210","0.0462825412429342","0.0406310872924442","0.0519339951934242"
"Bad ","2001","direct migration background","West Germany","112","0.0414838995351597","0.0341189248433537","0.0488488742269658"
"Bad ","2001","direct migration background","East Germany","5","","",""
"Bad ","2001","indirect migration background","West Germany","9","","",""
"Bad ","2001","indirect migration background","East Germany","","","",""
"Very good","2002","no migration background","West Germany","1486","0.0935037568709598","0.0887169204507057","0.0982905932912138"
"Very good","2002","no migration background","East Germany","421","0.0755082142661367","0.0684004787004899","0.0826159498317835"
"Very good","2002","direct migration background","West Germany","266","0.0977673144267609","0.0865646241268375","0.108970004726684"
"Very good","2002","direct migration background","East Germany","4","","",""
"Very good","2002","indirect migration background","West Germany","172","0.179371896486622","0.152041209759166","0.206702583214079"
"Very good","2002","indirect migration background","East Germany","4","","",""
"Good","2002","no migration background","West Germany","5878","0.377727339778221","0.369756012829511","0.385698666726931"
"Good","2002","no migration background","East Germany","2176","0.381938322173113","0.368867733127413","0.395008911218812"
"Good","2002","direct migration background","West Germany","1054","0.375531755276601","0.357265701922394","0.393797808630808"
"Good","2002","direct migration background","East Germany","22","","",""
"Good","2002","indirect migration background","West Germany","370","0.465563045051612","0.430029573300715","0.501096516802509"
"Good","2002","indirect migration background","East Germany","10","","",""
"Satisfactory","2002","no migration background","West Germany","4674","0.348580440438591","0.340745549481693","0.356415331395489"
"Satisfactory","2002","no migration background","East Germany","1841","0.356832477815459","0.34394473458838","0.369720221042538"
"Satisfactory","2002","direct migration background","West Germany","824","0.319461629418339","0.301874220204249","0.337049038632429"
"Satisfactory","2002","direct migration background","East Germany","50","0.430747631048807","0.340635560552248","0.520859701545367"
"Satisfactory","2002","indirect migration background","West Germany","162","0.268680883351112","0.23710380112468","0.300257965577544"
"Satisfactory","2002","indirect migration background","East Germany","6","","",""
"Poor","2002","no migration background","West Germany","1703","0.138175271828095","0.132501450030865","0.143849093625325"
"Poor","2002","no migration background","East Germany","686","0.144144096960458","0.134695193974741","0.153592999946174"
"Poor","2002","direct migration background","West Germany","446","0.159552583526338","0.145740048173208","0.173365118879469"
"Poor","2002","direct migration background","East Germany","32","0.259685687888607","0.179895189717155","0.339476186060059"
"Poor","2002","indirect migration background","West Germany","45","0.0731457495595196","0.0545976071547838","0.0916938919642555"
"Poor","2002","indirect migration background","East Germany","4","","",""
"Bad ","2002","no migration background","West Germany","469","0.0420131910841335","0.0387146366813484","0.0453117454869186"
"Bad ","2002","no migration background","East Germany","184","0.0415768887848341","0.0362067282745891","0.046947049295079"
"Bad ","2002","direct migration background","West Germany","110","0.0476867173519609","0.0396485907219447","0.0557248439819771"
"Bad ","2002","direct migration background","East Germany","8","","",""
"Bad ","2002","indirect migration background","West Germany","8","","",""
"Bad ","2002","indirect migration background","East Germany","","","",""
"Very good","2003","no migration background","West Germany","1414","0.0897687151750602","0.084966501746937","0.0945709286031834"
"Very good","2003","no migration background","East Germany","386","0.0688711990003363","0.062000860351709","0.0757415376489636"
"Very good","2003","direct migration background","West Germany","277","0.112664737321396","0.100356468193953","0.124973006448839"
"Very good","2003","direct migration background","East Germany","4","","",""
"Very good","2003","indirect migration background","West Germany","172","0.196576836021935","0.168229453769587","0.224924218274283"
"Very good","2003","indirect migration background","East Germany","4","","",""
"Good","2003","no migration background","West Germany","5721","0.393930519051894","0.385721824497753","0.402139213606036"
"Good","2003","no migration background","East Germany","2194","0.390572586758961","0.377336295517216","0.403808878000706"
"Good","2003","direct migration background","West Germany","985","0.364459854732079","0.345724779019831","0.383194930444327"
"Good","2003","direct migration background","East Germany","20","","",""
"Good","2003","indirect migration background","West Germany","376","0.483126757800678","0.447481875429508","0.518771640171848"
"Good","2003","indirect migration background","East Germany","11","","",""
"Satisfactory","2003","no migration background","West Germany","4313","0.331636188344599","0.323726843790968","0.33954553289823"
"Satisfactory","2003","no migration background","East Germany","1759","0.350881651836395","0.337933830006227","0.363829473666563"
"Satisfactory","2003","direct migration background","West Germany","775","0.321699251059111","0.303515005711496","0.339883496406726"
"Satisfactory","2003","direct migration background","East Germany","46","0.43767330093213","0.343231439644245","0.532115162220016"
"Satisfactory","2003","indirect migration background","West Germany","145","0.212170558178842","0.18300748564473","0.241333630712953"
"Satisfactory","2003","indirect migration background","East Germany","10","","",""
"Poor","2003","no migration background","West Germany","1708","0.143044166140648","0.137162269764978","0.148926062516318"
"Poor","2003","no migration background","East Germany","677","0.135097414415177","0.125823532558951","0.144371296271402"
"Poor","2003","direct migration background","West Germany","383","0.150672318513696","0.136746732368197","0.164597904659195"
"Poor","2003","direct migration background","East Germany","32","0.273506278831384","0.1886478978875","0.358364659775268"
"Poor","2003","indirect migration background","West Germany","51","0.0927723827348007","0.0720784943729884","0.113466271096613"
"Poor","2003","indirect migration background","East Germany","6","","",""
