"m11126","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Satisfactory","1993","no migration background","higher vocational","","","",""
"Satisfactory","1993","no migration background","higher education","","","",""
"Satisfactory","1993","direct migration background","in school","","","",""
"Satisfactory","1993","direct migration background","inadequately","","","",""
"Satisfactory","1993","direct migration background","general elemantary","","","",""
"Satisfactory","1993","direct migration background","middle vocational","","","",""
"Satisfactory","1993","direct migration background","vocational + Abi","","","",""
"Satisfactory","1993","direct migration background","higher vocational","","","",""
"Satisfactory","1993","direct migration background","higher education","","","",""
"Satisfactory","1993","indirect migration background","in school","","","",""
"Satisfactory","1993","indirect migration background","inadequately","","","",""
"Satisfactory","1993","indirect migration background","general elemantary","","","",""
"Satisfactory","1993","indirect migration background","middle vocational","","","",""
"Satisfactory","1993","indirect migration background","vocational + Abi","","","",""
"Satisfactory","1993","indirect migration background","higher vocational","","","",""
"Satisfactory","1993","indirect migration background","higher education","","","",""
"Poor","1993","no migration background","in school","","","",""
"Poor","1993","no migration background","inadequately","","","",""
"Poor","1993","no migration background","general elemantary","","","",""
"Poor","1993","no migration background","middle vocational","","","",""
"Poor","1993","no migration background","vocational + Abi","","","",""
"Poor","1993","no migration background","higher vocational","","","",""
"Poor","1993","no migration background","higher education","","","",""
"Poor","1993","direct migration background","in school","","","",""
"Poor","1993","direct migration background","inadequately","","","",""
"Poor","1993","direct migration background","general elemantary","","","",""
"Poor","1993","direct migration background","middle vocational","","","",""
"Poor","1993","direct migration background","vocational + Abi","","","",""
"Poor","1993","direct migration background","higher vocational","","","",""
"Poor","1993","direct migration background","higher education","","","",""
"Poor","1993","indirect migration background","in school","","","",""
"Poor","1993","indirect migration background","inadequately","","","",""
"Poor","1993","indirect migration background","general elemantary","","","",""
"Poor","1993","indirect migration background","middle vocational","","","",""
"Poor","1993","indirect migration background","vocational + Abi","","","",""
"Poor","1993","indirect migration background","higher vocational","","","",""
"Poor","1993","indirect migration background","higher education","","","",""
"Bad ","1993","no migration background","in school","","","",""
"Bad ","1993","no migration background","inadequately","","","",""
"Bad ","1993","no migration background","general elemantary","","","",""
"Bad ","1993","no migration background","middle vocational","","","",""
"Bad ","1993","no migration background","vocational + Abi","","","",""
"Bad ","1993","no migration background","higher vocational","","","",""
"Bad ","1993","no migration background","higher education","","","",""
"Bad ","1993","direct migration background","in school","","","",""
"Bad ","1993","direct migration background","inadequately","","","",""
"Bad ","1993","direct migration background","general elemantary","","","",""
"Bad ","1993","direct migration background","middle vocational","","","",""
"Bad ","1993","direct migration background","vocational + Abi","","","",""
"Bad ","1993","direct migration background","higher vocational","","","",""
"Bad ","1993","direct migration background","higher education","","","",""
"Bad ","1993","indirect migration background","in school","","","",""
"Bad ","1993","indirect migration background","inadequately","","","",""
"Bad ","1993","indirect migration background","general elemantary","","","",""
"Bad ","1993","indirect migration background","middle vocational","","","",""
"Bad ","1993","indirect migration background","vocational + Abi","","","",""
"Bad ","1993","indirect migration background","higher vocational","","","",""
"Bad ","1993","indirect migration background","higher education","","","",""
"Very good","1994","no migration background","in school","49","0.311177626728891","0.240959755343537","0.381395498114244"
"Very good","1994","no migration background","inadequately","11","","",""
"Very good","1994","no migration background","general elemantary","117","0.0639330884451563","0.0520094343046932","0.0758567425856195"
"Very good","1994","no migration background","middle vocational","510","0.0775457408859989","0.0705464061121087","0.0845450756598891"
"Very good","1994","no migration background","vocational + Abi","38","0.13163650682652","0.0928575949851251","0.170415418667914"
"Very good","1994","no migration background","higher vocational","48","0.0540848177149259","0.0371466437704004","0.0710229916594513"
"Very good","1994","no migration background","higher education","139","0.0852577771713465","0.0712139469750028","0.0993016073676901"
"Very good","1994","direct migration background","in school","6","","",""
"Very good","1994","direct migration background","inadequately","35","0.0698670110036841","0.046746455914723","0.0929875660926452"
"Very good","1994","direct migration background","general elemantary","80","0.105334606885445","0.0827857799755221","0.127883433795369"
"Very good","1994","direct migration background","middle vocational","96","0.0845752475668154","0.0654956141044093","0.103654881029222"
"Very good","1994","direct migration background","vocational + Abi","9","","",""
"Very good","1994","direct migration background","higher vocational","7","","",""
"Very good","1994","direct migration background","higher education","7","","",""
"Very good","1994","indirect migration background","in school","27","","",""
"Very good","1994","indirect migration background","inadequately","3","","",""
"Very good","1994","indirect migration background","general elemantary","57","0.380688163325947","0.310338516218133","0.45103781043376"
"Very good","1994","indirect migration background","middle vocational","54","0.226524288946087","0.161461862336099","0.291586715556075"
"Very good","1994","indirect migration background","vocational + Abi","4","","",""
"Very good","1994","indirect migration background","higher vocational","3","","",""
"Very good","1994","indirect migration background","higher education","4","","",""
"Good","1994","no migration background","in school","86","0.521766633560247","0.446005241876279","0.597528025244214"
"Good","1994","no migration background","inadequately","24","","",""
"Good","1994","no migration background","general elemantary","501","0.270301189884749","0.248654630416757","0.291947749352741"
"Good","1994","no migration background","middle vocational","2298","0.38002314552688","0.367320384340521","0.39272590671324"
"Good","1994","no migration background","vocational + Abi","157","0.519229821216443","0.461923142406147","0.576536500026739"
"Good","1994","no migration background","higher vocational","277","0.370778260678399","0.334607154029073","0.406949367327724"
"Good","1994","no migration background","higher education","706","0.467215277627319","0.442125107663378","0.49230544759126"
"Good","1994","direct migration background","in school","3","","",""
"Good","1994","direct migration background","inadequately","157","0.376110173626944","0.332176133419827","0.420044213834061"
"Good","1994","direct migration background","general elemantary","288","0.336613822771964","0.30190360997571","0.371324035568218"
"Good","1994","direct migration background","middle vocational","334","0.370164797153639","0.337055643032586","0.403273951274693"
"Good","1994","direct migration background","vocational + Abi","39","0.469871409157905","0.364997226732444","0.574745591583367"
"Good","1994","direct migration background","higher vocational","24","","",""
"Good","1994","direct migration background","higher education","59","0.416736823561504","0.329960655881774","0.503512991241234"
"Good","1994","indirect migration background","in school","24","","",""
"Good","1994","indirect migration background","inadequately","9","","",""
"Good","1994","indirect migration background","general elemantary","83","0.366882070764794","0.297054312992019","0.436709828537569"
"Good","1994","indirect migration background","middle vocational","60","0.366806223789666","0.291896844999575","0.441715602579758"
"Good","1994","indirect migration background","vocational + Abi","4","","",""
"Good","1994","indirect migration background","higher vocational","5","","",""
"Good","1994","indirect migration background","higher education","4","","",""
"Satisfactory","1994","no migration background","in school","25","","",""
"Satisfactory","1994","no migration background","inadequately","19","","",""
"Satisfactory","1994","no migration background","general elemantary","599","0.384832188077075","0.361117054358665","0.408547321795484"
"Satisfactory","1994","no migration background","middle vocational","1897","0.349112204709906","0.336637193315358","0.361587216104454"
"Satisfactory","1994","no migration background","vocational + Abi","65","0.23189194344855","0.18348466620308","0.280299220694021"
"Satisfactory","1994","no migration background","higher vocational","233","0.344771040550093","0.309178028877369","0.380364052222817"
"Satisfactory","1994","no migration background","higher education","475","0.308009113629421","0.284792376990464","0.331225850268378"
"Satisfactory","1994","direct migration background","in school","4","","",""
"Satisfactory","1994","direct migration background","inadequately","140","0.293390181206569","0.252094724610654","0.334685637802485"
"Satisfactory","1994","direct migration background","general elemantary","178","0.253004204644785","0.221071842775793","0.284936566513777"
"Satisfactory","1994","direct migration background","middle vocational","241","0.349857590243885","0.317154637913704","0.382560542574066"
"Satisfactory","1994","direct migration background","vocational + Abi","21","","",""
"Satisfactory","1994","direct migration background","higher vocational","18","","",""
"Satisfactory","1994","direct migration background","higher education","38","0.33951778611961","0.256169038785723","0.422866533453498"
"Satisfactory","1994","indirect migration background","in school","5","","",""
"Satisfactory","1994","indirect migration background","inadequately","3","","",""
"Satisfactory","1994","indirect migration background","general elemantary","31","0.173060375149098","0.118250568765674","0.227870181532523"
"Satisfactory","1994","indirect migration background","middle vocational","28","","",""
"Satisfactory","1994","indirect migration background","vocational + Abi","5","","",""
"Satisfactory","1994","indirect migration background","higher vocational","3","","",""
"Satisfactory","1994","indirect migration background","higher education","","","",""
"Poor","1994","no migration background","in school","7","","",""
"Poor","1994","no migration background","inadequately","8","","",""
"Poor","1994","no migration background","general elemantary","294","0.20162856502233","0.182072944298174","0.221184185746487"
"Poor","1994","no migration background","middle vocational","720","0.14977350710859","0.140434726187339","0.159112288029841"
"Poor","1994","no migration background","vocational + Abi","26","","",""
"Poor","1994","no migration background","higher vocational","103","0.181013565555095","0.152180108190467","0.209847022919724"
"Poor","1994","no migration background","higher education","169","0.114051418110224","0.0980660070845691","0.130036829135879"
"Poor","1994","direct migration background","in school","1","","",""
"Poor","1994","direct migration background","inadequately","103","0.177209403862266","0.142577394298507","0.211841413426026"
"Poor","1994","direct migration background","general elemantary","132","0.233105885651387","0.202049392373442","0.264162378929333"
"Poor","1994","direct migration background","middle vocational","119","0.165001371502091","0.139549265641802","0.190453477362381"
"Poor","1994","direct migration background","vocational + Abi","15","","",""
"Poor","1994","direct migration background","higher vocational","10","","",""
"Poor","1994","direct migration background","higher education","13","","",""
"Poor","1994","indirect migration background","in school","2","","",""
"Poor","1994","indirect migration background","inadequately","1","","",""
"Poor","1994","indirect migration background","general elemantary","10","","",""
"Poor","1994","indirect migration background","middle vocational","14","","",""
"Poor","1994","indirect migration background","vocational + Abi","1","","",""
"Poor","1994","indirect migration background","higher vocational","","","",""
"Poor","1994","indirect migration background","higher education","1","","",""
"Bad ","1994","no migration background","in school","","","",""
"Bad ","1994","no migration background","inadequately","11","","",""
"Bad ","1994","no migration background","general elemantary","106","0.0793049685706897","0.066134501419861","0.0924754357215183"
"Bad ","1994","no migration background","middle vocational","184","0.0435454017686249","0.0382045724181614","0.0488862311190884"
"Bad ","1994","no migration background","vocational + Abi","6","","",""
"Bad ","1994","no migration background","higher vocational","24","","",""
"Bad ","1994","no migration background","higher education","30","0.0254664134616892","0.017544109475671","0.0333887174477074"
"Bad ","1994","direct migration background","in school","","","",""
"Bad ","1994","direct migration background","inadequately","32","0.0834232303005364","0.0583438053081535","0.108502655292919"
"Bad ","1994","direct migration background","general elemantary","34","0.0719414800464182","0.0529619497918502","0.0909210103009862"
"Bad ","1994","direct migration background","middle vocational","27","","",""
"Bad ","1994","direct migration background","vocational + Abi","3","","",""
"Bad ","1994","direct migration background","higher vocational","1","","",""
"Bad ","1994","direct migration background","higher education","7","","",""
"Bad ","1994","indirect migration background","in school","","","",""
"Bad ","1994","indirect migration background","inadequately","1","","",""
"Bad ","1994","indirect migration background","general elemantary","2","","",""
"Bad ","1994","indirect migration background","middle vocational","3","","",""
"Bad ","1994","indirect migration background","vocational + Abi","","","",""
"Bad ","1994","indirect migration background","higher vocational","","","",""
"Bad ","1994","indirect migration background","higher education","","","",""
"Very good","1995","no migration background","in school","51","0.298321872732196","0.23377414561558","0.362869599848812"
"Very good","1995","no migration background","inadequately","4","","",""
"Very good","1995","no migration background","general elemantary","121","0.0582110461840821","0.0465921387890089","0.0698299535791552"
"Very good","1995","no migration background","middle vocational","428","0.0627975264989274","0.0564219335631743","0.0691731194346804"
"Very good","1995","no migration background","vocational + Abi","41","0.133781732931078","0.0955776086681394","0.171985857194016"
"Very good","1995","no migration background","higher vocational","54","0.073577126819945","0.054110750525493","0.093043503114397"
"Very good","1995","no migration background","higher education","136","0.0786633177521947","0.0652480839741724","0.092078551530217"
"Very good","1995","direct migration background","in school","12","","",""
"Very good","1995","direct migration background","inadequately","25","","",""
"Very good","1995","direct migration background","general elemantary","86","0.104138759427229","0.0827172954651696","0.125560223389288"
"Very good","1995","direct migration background","middle vocational","122","0.119101474144854","0.0989450371673803","0.139257911122327"
"Very good","1995","direct migration background","vocational + Abi","13","","",""
"Very good","1995","direct migration background","higher vocational","7","","",""
"Very good","1995","direct migration background","higher education","33","0.1598096900494","0.108770251929012","0.210849128169788"
"Very good","1995","indirect migration background","in school","22","","",""
"Very good","1995","indirect migration background","inadequately","3","","",""
"Very good","1995","indirect migration background","general elemantary","51","0.313311330849385","0.243379849163328","0.383242812535441"
"Very good","1995","indirect migration background","middle vocational","50","0.221776820890478","0.161911903898765","0.281641737882192"
"Very good","1995","indirect migration background","vocational + Abi","2","","",""
"Very good","1995","indirect migration background","higher vocational","2","","",""
"Very good","1995","indirect migration background","higher education","4","","",""
"Good","1995","no migration background","in school","101","0.512568764258795","0.442050407585259","0.583087120932331"
"Good","1995","no migration background","inadequately","24","","",""
"Good","1995","no migration background","general elemantary","483","0.273842786875524","0.251714297230947","0.295971276520101"
"Good","1995","no migration background","middle vocational","2302","0.384846300414264","0.372059317736105","0.397633283092422"
"Good","1995","no migration background","vocational + Abi","154","0.502927001655919","0.446814357509546","0.559039645802292"
"Good","1995","no migration background","higher vocational","289","0.389163439610629","0.352810662352036","0.425516216869221"
"Good","1995","no migration background","higher education","709","0.446051092792912","0.421280859723095","0.470821325862729"
"Good","1995","direct migration background","in school","20","","",""
"Good","1995","direct migration background","inadequately","145","0.325982514059008","0.283147204541958","0.368817823576058"
"Good","1995","direct migration background","general elemantary","307","0.322488843638103","0.289706639747456","0.355271047528749"
"Good","1995","direct migration background","middle vocational","429","0.391994075807131","0.361614205732178","0.422373945882084"
"Good","1995","direct migration background","vocational + Abi","83","0.552962009580514","0.476400507178974","0.629523511982054"
"Good","1995","direct migration background","higher vocational","23","","",""
"Good","1995","direct migration background","higher education","81","0.414882327183037","0.346254607056857","0.483510047309218"
"Good","1995","indirect migration background","in school","22","","",""
"Good","1995","indirect migration background","inadequately","6","","",""
"Good","1995","indirect migration background","general elemantary","81","0.470155414923552","0.394906592146748","0.545404237700355"
"Good","1995","indirect migration background","middle vocational","85","0.407408548363443","0.336605005961318","0.478212090765568"
"Good","1995","indirect migration background","vocational + Abi","5","","",""
"Good","1995","indirect migration background","higher vocational","5","","",""
"Good","1995","indirect migration background","higher education","5","","",""
"Satisfactory","1995","no migration background","in school","33","0.151144859455908","0.100610947590513","0.201678771321304"
"Satisfactory","1995","no migration background","inadequately","14","","",""
"Satisfactory","1995","no migration background","general elemantary","542","0.358743736008453","0.334942814868244","0.382544657148662"
"Satisfactory","1995","no migration background","middle vocational","1917","0.356259178775399","0.34367365904489","0.368844698505908"
"Satisfactory","1995","no migration background","vocational + Abi","81","0.255588443975286","0.206635892639031","0.304540995311542"
"Satisfactory","1995","no migration background","higher vocational","244","0.365673504333531","0.329763766020949","0.401583242646112"
"Satisfactory","1995","no migration background","higher education","519","0.353324504156661","0.329504983603148","0.377144024710173"
"Satisfactory","1995","direct migration background","in school","5","","",""
"Satisfactory","1995","direct migration background","inadequately","161","0.317975118232883","0.275418623074725","0.360531613391041"
"Satisfactory","1995","direct migration background","general elemantary","202","0.284900450953555","0.25324471647567","0.31655618543144"
"Satisfactory","1995","direct migration background","middle vocational","265","0.303919007287715","0.275296935052383","0.332541079523047"
"Satisfactory","1995","direct migration background","vocational + Abi","44","0.256016402853745","0.188810695006055","0.323222110701436"
"Satisfactory","1995","direct migration background","higher vocational","21","","",""
"Satisfactory","1995","direct migration background","higher education","63","0.31413466993272","0.249481048453594","0.378788291411845"
"Satisfactory","1995","indirect migration background","in school","6","","",""
"Satisfactory","1995","indirect migration background","inadequately","4","","",""
"Satisfactory","1995","indirect migration background","general elemantary","23","","",""
"Satisfactory","1995","indirect migration background","middle vocational","31","0.208925424810935","0.150343102069074","0.267507747552796"
"Satisfactory","1995","indirect migration background","vocational + Abi","3","","",""
"Satisfactory","1995","indirect migration background","higher vocational","5","","",""
"Satisfactory","1995","indirect migration background","higher education","4","","",""
"Poor","1995","no migration background","in school","7","","",""
"Poor","1995","no migration background","inadequately","15","","",""
"Poor","1995","no migration background","general elemantary","315","0.225897075471307","0.205146007632995","0.24664814330962"
"Poor","1995","no migration background","middle vocational","729","0.153202204106018","0.143736455526141","0.162667952685895"
"Poor","1995","no migration background","vocational + Abi","24","","",""
"Poor","1995","no migration background","higher vocational","84","0.13054384029682","0.105424333743858","0.155663346849781"
"Poor","1995","no migration background","higher education","150","0.103904027448735","0.088698678623774","0.119109376273695"
"Poor","1995","direct migration background","in school","","","",""
"Poor","1995","direct migration background","inadequately","103","0.229376703140878","0.190956036562094","0.267797369719663"
"Poor","1995","direct migration background","general elemantary","136","0.204202216476965","0.175930370734696","0.232474062219234"
"Poor","1995","direct migration background","middle vocational","135","0.138262538597836","0.116782650984795","0.159742426210877"
"Poor","1995","direct migration background","vocational + Abi","16","","",""
"Poor","1995","direct migration background","higher vocational","7","","",""
"Poor","1995","direct migration background","higher education","18","","",""
"Poor","1995","indirect migration background","in school","3","","",""
"Poor","1995","indirect migration background","inadequately","3","","",""
"Poor","1995","indirect migration background","general elemantary","11","","",""
"Poor","1995","indirect migration background","middle vocational","17","","",""
"Poor","1995","indirect migration background","vocational + Abi","1","","",""
"Poor","1995","indirect migration background","higher vocational","","","",""
"Poor","1995","indirect migration background","higher education","","","",""
"Bad ","1995","no migration background","in school","1","","",""
"Bad ","1995","no migration background","inadequately","2","","",""
"Bad ","1995","no migration background","general elemantary","99","0.0833053554606334","0.0695922883998434","0.0970184225214234"
"Bad ","1995","no migration background","middle vocational","186","0.0428947902053919","0.0375698502755302","0.0482197301352537"
"Bad ","1995","no migration background","vocational + Abi","5","","",""
"Bad ","1995","no migration background","higher vocational","20","","",""
"Bad ","1995","no migration background","higher education","33","0.0180570578494983","0.0114216204644053","0.0246924952345913"
"Bad ","1995","direct migration background","in school","","","",""
"Bad ","1995","direct migration background","inadequately","26","","",""
"Bad ","1995","direct migration background","general elemantary","50","0.0842697295041484","0.0647873428036974","0.103752116204599"
"Bad ","1995","direct migration background","middle vocational","41","0.0467229041624646","0.0335898193505097","0.0598559889744196"
"Bad ","1995","direct migration background","vocational + Abi","6","","",""
"Bad ","1995","direct migration background","higher vocational","2","","",""
"Bad ","1995","direct migration background","higher education","3","","",""
"Bad ","1995","indirect migration background","in school","","","",""
"Bad ","1995","indirect migration background","inadequately","","","",""
"Bad ","1995","indirect migration background","general elemantary","3","","",""
"Bad ","1995","indirect migration background","middle vocational","2","","",""
"Bad ","1995","indirect migration background","vocational + Abi","1","","",""
"Bad ","1995","indirect migration background","higher vocational","","","",""
"Bad ","1995","indirect migration background","higher education","","","",""
"Very good","1996","no migration background","in school","62","0.309910912650789","0.247511877021589","0.372309948279988"
"Very good","1996","no migration background","inadequately","5","","",""
"Very good","1996","no migration background","general elemantary","86","0.0446025511381552","0.0341594464070353","0.0550456558692751"
