"ple0044_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","1994","35-65 y.","direct migration background","406","0.310722660821753","0.286660506041716","0.334784815601789","1"
"Yes","1994","35-65 y.","indirect migration background","7","","","","1"
"Yes","1994","66 and older","no migration background","20","","","","1"
"Yes","1994","66 and older","direct migration background","2","","","","1"
"Yes","1994","66 and older","indirect migration background","","","","","1"
"Yes","1994","16-34 y.","no migration background","1149","0.30960704971564","0.294436921105578","0.324777178325701","1"
"Yes","1994","16-34 y.","direct migration background","224","0.26355971193753","0.231945165247935","0.295174258627126","1"
"Yes","1994","16-34 y.","indirect migration background","127","0.279381152159266","0.238377689300735","0.320384615017797","1"
"Yes","1994","35-65 y.","no migration background","1917","0.352524686647389","0.339403665731586","0.365645707563191","1"
"No","1995","16-34 y.","no migration background","2306","0.678625097990787","0.662980457820063","0.69426973816151","2"
"No","1995","35-65 y.","indirect migration background","15","","","","2"
"No","1995","16-34 y.","direct migration background","648","0.712897732316444","0.683535937470375","0.742259527162514","2"
"No","1995","16-34 y.","indirect migration background","325","0.67687742475204","0.634416074710809","0.719338774793271","2"
"No","1995","35-65 y.","no migration background","3121","0.65377645494045","0.640601003261453","0.666951906619447","2"
"No","1995","35-65 y.","direct migration background","1129","0.702130469473846","0.679580731592653","0.724680207355039","2"
"No","1995","66 and older","no migration background","1298","0.979405265731869","0.971758118258272","0.987052413205466","2"
"No","1995","66 and older","direct migration background","210","0.996366800034167","0.988267743411312","1.00446585665702","2"
"No","1995","66 and older","indirect migration background","6","","","","2"
"Yes","1995","35-65 y.","direct migration background","451","0.297869530526154","0.27531979264496","0.320419268407347","1"
"Yes","1995","35-65 y.","indirect migration background","11","","","","1"
"Yes","1995","66 and older","no migration background","27","","","","1"
"Yes","1995","66 and older","direct migration background","2","","","","1"
"Yes","1995","66 and older","indirect migration background","","","","","1"
"Yes","1995","16-34 y.","no migration background","1117","0.321374902009213","0.30573026183849","0.337019542179937","1"
"Yes","1995","16-34 y.","direct migration background","264","0.287102267683555","0.257740472837486","0.316464062529624","1"
"Yes","1995","16-34 y.","indirect migration background","141","0.32312257524796","0.280661225206729","0.365583925289191","1"
"Yes","1995","35-65 y.","no migration background","1888","0.34622354505955","0.333048093380553","0.359398996738547","1"
"No","1996","16-34 y.","no migration background","2235","0.690559488114182","0.674730058056874","0.70638891817149","2"
"No","1996","35-65 y.","indirect migration background","21","","","","2"
"No","1996","16-34 y.","direct migration background","580","0.732885856757763","0.702168379699144","0.763603333816382","2"
"No","1996","16-34 y.","indirect migration background","360","0.755121800004189","0.716930259485504","0.793313340522874","2"
"No","1996","35-65 y.","no migration background","3173","0.649960265346411","0.636712717514267","0.663207813178556","2"
"No","1996","35-65 y.","direct migration background","1059","0.686908500959071","0.663345439883692","0.710471562034449","2"
"No","1996","66 and older","no migration background","1301","0.979346663634361","0.971706152790815","0.986987174477907","2"
"No","1996","66 and older","direct migration background","229","0.997582317665743","0.991249221379429","1.00391541395206","2"
"No","1996","66 and older","indirect migration background","4","","","","2"
"Yes","1996","35-65 y.","direct migration background","429","0.313091499040929","0.289528437965551","0.336654560116308","1"
"Yes","1996","35-65 y.","indirect migration background","8","","","","1"
"Yes","1996","66 and older","no migration background","30","0.0206533363656395","0.0130128255220935","0.0282938472091855","1"
"Yes","1996","66 and older","direct migration background","2","","","","1"
"Yes","1996","66 and older","indirect migration background","2","","","","1"
"Yes","1996","16-34 y.","no migration background","1041","0.309440511885818","0.29361108182851","0.325269941943126","1"
"Yes","1996","16-34 y.","direct migration background","217","0.267114143242237","0.236396666183618","0.297831620300856","1"
"Yes","1996","16-34 y.","indirect migration background","127","0.244878199995811","0.206686659477126","0.283069740514496","1"
"Yes","1996","35-65 y.","no migration background","1807","0.350039734653589","0.336792186821444","0.363287282485733","1"
"No","1997","35-65 y.","indirect migration background","24","","","","2"
"No","1997","16-34 y.","no migration background","2140","0.674644121422579","0.658283133902553","0.691005108942604","2"
"No","1997","16-34 y.","direct migration background","535","0.730501517610018","0.698704527243115","0.762298507976922","2"
"No","1997","16-34 y.","indirect migration background","377","0.719586613747111","0.680639206674114","0.758534020820108","2"
"No","1997","35-65 y.","no migration background","3116","0.660234416588279","0.647038847154386","0.673429986022173","2"
"No","1997","35-65 y.","direct migration background","1005","0.695438490439551","0.671450699430337","0.719426281448765","2"
"No","1997","66 and older","no migration background","1331","0.98495021645958","0.978469985077091","0.99143044784207","2"
"No","1997","66 and older","direct migration background","233","0.996762354785419","0.989514616019037","1.0040100935518","2"
"No","1997","66 and older","indirect migration background","6","","","","2"
"Yes","1997","35-65 y.","direct migration background","409","0.304561509560449","0.280573718551235","0.328549300569663","1"
"Yes","1997","35-65 y.","indirect migration background","8","","","","1"
"Yes","1997","66 and older","no migration background","25","","","","1"
"Yes","1997","66 and older","direct migration background","3","","","","1"
"Yes","1997","66 and older","indirect migration background","1","","","","1"
"Yes","1997","16-34 y.","no migration background","1010","0.325355878577421","0.308994891057396","0.341716866097447","1"
"Yes","1997","16-34 y.","direct migration background","213","0.269498482389982","0.237701492023078","0.301295472756885","1"
"Yes","1997","16-34 y.","indirect migration background","134","0.280413386252889","0.241465979179892","0.319360793325886","1"
"Yes","1997","35-65 y.","no migration background","1833","0.339765583411721","0.326570013977828","0.352961152845614","1"
"No","1998","35-65 y.","indirect migration background","26","","","","2"
"No","1998","16-34 y.","no migration background","2336","0.691647935855059","0.67619751107543","0.707098360634689","2"
"No","1998","16-34 y.","direct migration background","510","0.735923455366144","0.702958616338784","0.768888294393504","2"
"No","1998","16-34 y.","indirect migration background","382","0.766804304231295","0.730318344349236","0.803290264113354","2"
"No","1998","35-65 y.","no migration background","3592","0.639990110911579","0.627623087105818","0.65235713471734","2"
"No","1998","35-65 y.","direct migration background","952","0.678500815424814","0.653742051515152","0.703259579334475","2"
"No","1998","66 and older","no migration background","1587","0.986186419797126","0.980495793735411","0.991877045858842","2"
"No","1998","66 and older","direct migration background","249","0.997260408399926","0.990794069947712","1.00372674685214","2"
"No","1998","66 and older","indirect migration background","5","","","","2"
"Yes","1998","35-65 y.","direct migration background","415","0.321499184575186","0.296740420665525","0.346257948484848","1"
"Yes","1998","35-65 y.","indirect migration background","16","","","","1"
"Yes","1998","66 and older","no migration background","29","","","","1"
"Yes","1998","66 and older","direct migration background","2","","","","1"
"Yes","1998","66 and older","indirect migration background","1","","","","1"
"Yes","1998","16-34 y.","no migration background","1096","0.308352064144941","0.292901639365311","0.32380248892457","1"
"Yes","1998","16-34 y.","direct migration background","177","0.264076544633856","0.231111705606496","0.297041383661216","1"
"Yes","1998","16-34 y.","indirect migration background","134","0.233195695768705","0.196709735886646","0.269681655650764","1"
"Yes","1998","35-65 y.","no migration background","2195","0.360009889088421","0.34764286528266","0.372376912894182","1"
"No","1999","66 and older","no migration background","1505","0.976250249601153","0.96865513122939","0.983845367972915","2"
"No","1999","66 and older","direct migration background","243","0.985553428320396","0.970672771560769","1.00043408508002","2"
"No","1999","66 and older","indirect migration background","6","","","","2"
"No","1999","35-65 y.","indirect migration background","31","0.795617169564942","0.682709269809612","0.908525069320272","2"
"No","1999","16-34 y.","no migration background","2139","0.650541778435816","0.634202117266062","0.66688143960557","2"
"No","1999","16-34 y.","direct migration background","413","0.667995122557915","0.630469381160589","0.705520863955241","2"
"No","1999","16-34 y.","indirect migration background","354","0.684151791104521","0.644312400201935","0.723991182007106","2"
"No","1999","35-65 y.","no migration background","3529","0.639979860817921","0.627492419821886","0.652467301813955","2"
"No","1999","35-65 y.","direct migration background","891","0.681964898081913","0.656311211947348","0.707618584216479","2"
"Yes","1999","35-65 y.","direct migration background","375","0.318035101918087","0.292381415783521","0.343688788052652","1"
"Yes","1999","35-65 y.","indirect migration background","18","","","","1"
"Yes","1999","66 and older","no migration background","39","0.0237497503988472","0.0161546320270847","0.0313448687706097","1"
"Yes","1999","66 and older","direct migration background","4","","","","1"
"Yes","1999","16-34 y.","no migration background","1132","0.349458221564184","0.33311856039443","0.365797882733938","1"
"Yes","1999","16-34 y.","direct migration background","192","0.332004877442085","0.294479136044759","0.369530618839411","1"
"Yes","1999","16-34 y.","indirect migration background","169","0.315848208895479","0.276008817992894","0.355687599798065","1"
"Yes","1999","35-65 y.","no migration background","2147","0.360020139182079","0.347532698186045","0.372507580178114","1"
"Yes","1999","66 and older","indirect migration background","1","","","","1"
"No","2000","35-65 y.","indirect migration background","58","0.620311404082405","0.522203765268102","0.718419042896708","2"
"No","2000","66 and older","no migration background","3169","0.973867055110618","0.968379852958482","0.979354257262754","2"
"No","2000","66 and older","direct migration background","353","0.985366881267679","0.972945545670899","0.99778821686446","2"
"No","2000","66 and older","indirect migration background","16","","","","2"
"No","2000","16-34 y.","no migration background","3460","0.661052842956228","0.648174840649756","0.6739308452627","2"
"No","2000","16-34 y.","direct migration background","672","0.69466290541754","0.665453464541919","0.72387234629316","2"
"No","2000","16-34 y.","indirect migration background","488","0.718844041054515","0.685324346531366","0.752363735577664","2"
"No","2000","35-65 y.","no migration background","6933","0.636362791335968","0.627356844877011","0.645368737794925","2"
"No","2000","35-65 y.","direct migration background","1313","0.667085378750242","0.645917771710496","0.688252985789987","2"
"Yes","2000","35-65 y.","direct migration background","591","0.332914621249758","0.311747014210013","0.354082228289504","1"
"Yes","2000","35-65 y.","indirect migration background","36","0.379688595917595","0.281580957103292","0.477796234731898","1"
"Yes","2000","66 and older","no migration background","78","0.0261329448893818","0.0206457427372459","0.0316201470415177","1"
"Yes","2000","66 and older","direct migration background","6","","","","1"
"Yes","2000","16-34 y.","no migration background","1730","0.338947157043772","0.3260691547373","0.351825159350244","1"
"Yes","2000","16-34 y.","direct migration background","283","0.30533709458246","0.27612765370684","0.334546535458081","1"
"Yes","2000","16-34 y.","indirect migration background","203","0.281155958945485","0.247636264422336","0.314675653468634","1"
"Yes","2000","35-65 y.","no migration background","4027","0.363637208664032","0.354631262205075","0.372643155122989","1"
"Yes","2000","66 and older","indirect migration background","2","","","","1"
"No","2001","35-65 y.","indirect migration background","66","0.704470823549346","0.613669137837214","0.795272509261478","2"
"No","2001","66 and older","no migration background","2995","0.971950236274151","0.966109527909479","0.977790944638823","2"
"No","2001","66 and older","direct migration background","328","0.96004949919847","0.939201894262536","0.980897104134403","2"
"No","2001","66 and older","indirect migration background","17","","","","2"
"No","2001","16-34 y.","no migration background","3080","0.649488091581319","0.63574022444544","0.663235958717199","2"
"No","2001","16-34 y.","direct migration background","562","0.691779010641424","0.659801354477802","0.723756666805047","2"
"No","2001","16-34 y.","indirect migration background","444","0.696649397857426","0.660894067741318","0.732404727973534","2"
"No","2001","35-65 y.","no migration background","6356","0.631449479352434","0.622046891934834","0.640852066770034","2"
"No","2001","35-65 y.","direct migration background","1153","0.661228112671603","0.638709765705696","0.68374645963751","2"
"Yes","2001","35-65 y.","direct migration background","544","0.338771887328396","0.31625354036249","0.361290234294303","1"
"Yes","2001","35-65 y.","indirect migration background","31","0.295529176450654","0.204727490738522","0.386330862162786","1"
"Yes","2001","66 and older","no migration background","75","0.0280497637258489","0.022209055361177","0.0338904720905208","1"
"Yes","2001","66 and older","direct migration background","11","","","","1"
"Yes","2001","16-34 y.","no migration background","1547","0.350511908418681","0.336764041282802","0.36425977555456","1"
"Yes","2001","16-34 y.","direct migration background","239","0.308220989358576","0.276243333194953","0.340198645522198","1"
"Yes","2001","16-34 y.","indirect migration background","191","0.303350602142574","0.267595272026466","0.339105932258682","1"
"Yes","2001","35-65 y.","no migration background","3756","0.368550520647566","0.359147933229966","0.377953108065166","1"
"Yes","2001","66 and older","indirect migration background","1","","","","1"
"No","2002","35-65 y.","indirect migration background","73","0.617111068613031","0.531554113038051","0.702668024188012","2"
"No","2002","66 and older","no migration background","3135","0.97213146455796","0.966471772416833","0.977791156699087","2"
"No","2002","66 and older","direct migration background","341","0.970542454474085","0.952853584877145","0.988231324071025","2"
"No","2002","66 and older","indirect migration background","14","","","","2"
"No","2002","16-34 y.","no migration background","3122","0.671441784252974","0.657892213448714","0.684991355057233","2"
"No","2002","16-34 y.","direct migration background","492","0.67566684550936","0.641353975292295","0.709979715726425","2"
"No","2002","16-34 y.","indirect migration background","431","0.712903371403038","0.677089832787092","0.748716910018984","2"
"No","2002","35-65 y.","no migration background","6715","0.623187551182091","0.614155186956729","0.632219915407453","2"
"No","2002","35-65 y.","direct migration background","1126","0.689232984701876","0.666908829177885","0.711557140225866","2"
"Yes","2002","35-65 y.","direct migration background","525","0.310767015298124","0.288442859774134","0.333091170822115","1"
"Yes","2002","35-65 y.","indirect migration background","51","0.382888931386969","0.297331975811988","0.468445886961949","1"
"Yes","2002","66 and older","no migration background","114","0.0278685354420398","0.0222088433009125","0.0335282275831671","1"
"Yes","2002","66 and older","direct migration background","10","","","","1"
"Yes","2002","66 and older","indirect migration background","1","","","","1"
"Yes","2002","16-34 y.","no migration background","1494","0.328558215747026","0.315008644942767","0.342107786551286","1"
"Yes","2002","16-34 y.","direct migration background","223","0.32433315449064","0.290020284273575","0.358646024707705","1"
"Yes","2002","16-34 y.","indirect migration background","182","0.287096628596962","0.251283089981016","0.322910167212908","1"
"Yes","2002","35-65 y.","no migration background","4342","0.376812448817909","0.367780084592547","0.385844813043271","1"
"No","2003","16-34 y.","no migration background","3045","0.687193055365836","0.673501502465076","0.700884608266595","2"
"No","2003","35-65 y.","indirect migration background","81","0.660769616533841","0.578750420040372","0.742788813027311","2"
"No","2003","66 and older","no migration background","3205","0.97540452435664","0.970119936569523","0.980689112143757","2"
"No","2003","66 and older","direct migration background","344","0.949581235509247","0.926978604134495","0.972183866884","2"
"No","2003","66 and older","indirect migration background","13","","","","2"
"No","2003","16-34 y.","direct migration background","439","0.6848621941868","0.649147802065927","0.720576586307673","2"
"No","2003","16-34 y.","indirect migration background","420","0.700867751420302","0.66468011738237","0.737055385458233","2"
"No","2003","35-65 y.","no migration background","6514","0.628344062084481","0.619147159736063","0.637540964432899","2"
"No","2003","35-65 y.","direct migration background","1011","0.645601839714784","0.621711856774444","0.669491822655123","2"
"Yes","2003","35-65 y.","direct migration background","529","0.354398160285216","0.330508177344877","0.378288143225556","1"
"Yes","2003","35-65 y.","indirect migration background","47","0.339230383466159","0.257211186972689","0.421249579959628","1"
"Yes","2003","66 and older","no migration background","95","0.0245954756433597","0.0193108878562426","0.0298800634304769","1"
"Yes","2003","66 and older","direct migration background","16","","","","1"
"Yes","2003","66 and older","indirect migration background","","","","","1"
"Yes","2003","16-34 y.","no migration background","1360","0.312806944634164","0.299115391733405","0.326498497534924","1"
"Yes","2003","16-34 y.","direct migration background","211","0.3151378058132","0.279423413692328","0.350852197934073","1"
