"ple0044_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","1985","Couple + C. GT 16 ","inadequately","69","0.567118041457547","0.483226694683655","0.651009388231438","1"
"Yes","1985","Couple + C. GT 16 ","general elemantary","390","0.63680567788482","0.598765994440869","0.67484536132877","1"
"Yes","1985","Couple + C. GT 16 ","middle vocational","558","0.590771639566081","0.559170750754502","0.62237252837766","1"
"Yes","1985","Couple + C. GT 16 ","vocational + Abi","24","","","","1"
"Yes","1985","Couple + C. GT 16 ","higher vocational","61","0.579736651694143","0.48299260976005","0.676480693628236","1"
"Yes","1985","Couple + C. GT 16 ","higher education","64","0.555807446476824","0.462528708977954","0.649086183975695","1"
"Yes","1985","Couple + C. LE and GT 16","in school","53","0.678156917825977","0.575782773454029","0.780531062197925","1"
"Yes","1985","Couple + C. LE and GT 16","inadequately","119","0.607962585778499","0.540470593670023","0.675454577886975","1"
"Yes","1985","Couple + C. LE and GT 16","general elemantary","302","0.587248855427624","0.544478345071857","0.630019365783391","1"
"Yes","1985","Couple + C. LE and GT 16","middle vocational","349","0.620234669162982","0.580634607599701","0.659834730726262","1"
"Yes","1985","Couple + C. LE and GT 16","vocational + Abi","9","","","","1"
"Yes","1985","Couple + C. LE and GT 16","higher vocational","24","","","","1"
"Yes","1985","Couple + C. LE and GT 16","higher education","30","0.672637063105691","0.539887645829181","0.8053864803822","1"
"No","1986","1-pers.-HH","middle vocational","382","0.747121913906289","0.710290148531734","0.783953679280844","2"
"No","1986","1-pers.-HH","general elemantary","245","0.863251716167325","0.824501485942107","0.902001946392543","2"
"No","1986","Couple + C. GT 16 ","inadequately","95","0.769976808669644","0.698183203880873","0.841770413458415","2"
"No","1986","Couple + C. GT 16 ","general elemantary","429","0.67238101428362","0.636382568385649","0.708379460181591","2"
"No","1986","Couple + C. GT 16 ","middle vocational","582","0.608274970961169","0.577412760309851","0.639137181612487","2"
"No","1986","(Married) couple without C. ","higher vocational","95","0.655001878417428","0.579923070468142","0.730080686366714","2"
"No","1986","1-pers.-HH","vocational + Abi","23","","","","2"
"No","1986","1-pers.-HH","higher vocational","49","0.698612542071031","0.592623096685495","0.804601987456567","2"
"No","1986","(Married) couple without C. ","higher education","112","0.623529739794923","0.554272833189447","0.692786646400399","2"
"No","1986","1-pers.-HH","higher education","63","0.620257374805461","0.527428286745305","0.713086462865617","2"
"No","1986","1-pers.-HH","inadequately","33","0.709054982975604","0.576349993283609","0.841759972667599","2"
"No","1986","Couple + C. GT 16 ","in school","77","0.956045756039973","0.911403582876853","1.00068792920309","2"
"No","1986","Couple + C. GT 16 ","vocational + Abi","18","","","","2"
"No","1986","Couple + C. GT 16 ","higher vocational","44","0.519766655609568","0.416548237367581","0.622985073851556","2"
"No","1986","(Married) couple without C. ","vocational + Abi","47","0.687063454323833","0.581416058184031","0.792710850463636","2"
"No","1986","Couple + C. LE and GT 16","middle vocational","301","0.560985898194283","0.518736029487073","0.603235766901493","2"
"No","1986","Couple + C. LE and GT 16","higher education","19","","","","2"
"No","1986","Couple + C. LE and GT 16","vocational + Abi","12","","","","2"
"No","1986","Couple + C. LE and GT 16","higher vocational","29","","","","2"
"No","1986","1-pers.-HH","in school","1","","","","2"
"No","1986","(Married) couple without C. ","in school","1","","","","2"
"No","1986","(Married) couple without C. ","middle vocational","861","0.712954464424108","0.687896128823817","0.738012800024399","2"
"No","1986","Couple + C. GT 16 ","higher education","56","0.525288911072417","0.431970882961009","0.618606939183824","2"
"No","1986","Couple + C. LE and GT 16","in school","68","0.904293496328569","0.837713634657457","0.970873357999681","2"
"No","1986","Couple + C. LE and GT 16","inadequately","129","0.652094082663126","0.583084629896678","0.721103535429575","2"
"No","1986","Couple + C. LE and GT 16","general elemantary","299","0.683227863824523","0.640852458331968","0.725603269317078","2"
"No","1986","(Married) couple without C. ","inadequately","67","0.718690278585916","0.625795759269371","0.811584797902462","2"
"No","1986","(Married) couple without C. ","general elemantary","454","0.81054578492841","0.778817967711806","0.842273602145013","2"
"No","1986","Single parent ","higher vocational","13","","","","2"
"No","1986","Single parent ","higher education","9","","","","2"
"No","1986","Couple + C. LE 16 ","in school","","","","","2"
"No","1986","Couple + C. LE 16 ","inadequately","156","0.790711852258469","0.736956935692755","0.844466768824182","2"
"No","1986","Couple + C. LE 16 ","general elemantary","318","0.668065156191546","0.625893936052287","0.710236376330805","2"
"No","1986","Couple + C. LE 16 ","middle vocational","724","0.622786275430368","0.595025416257183","0.650547134603554","2"
"No","1986","Couple + C. LE 16 ","vocational + Abi","43","0.575622391475677","0.464503892757963","0.686740890193392","2"
"No","1986","Couple + C. LE 16 ","higher vocational","90","0.543752882076072","0.468658820975628","0.618846943176517","2"
"No","1986","Couple + C. LE 16 ","higher education","119","0.510661606785832","0.447286253978349","0.574036959593316","2"
"No","1986","Single parent ","in school","18","","","","2"
"No","1986","Single parent ","inadequately","24","","","","2"
"No","1986","Single parent ","general elemantary","120","0.740419939424353","0.67451797688726","0.806321901961446","2"
"No","1986","Single parent ","middle vocational","134","0.640550595691067","0.5771443039779","0.703956887404235","2"
"No","1986","Single parent ","vocational + Abi","3","","","","2"
"Yes","1986","1-pers.-HH","in school","","","","","1"
"Yes","1986","1-pers.-HH","inadequately","12","","","","1"
"Yes","1986","1-pers.-HH","general elemantary","57","0.136748283832675","0.0979980536074573","0.175498514057893","1"
"Yes","1986","1-pers.-HH","middle vocational","153","0.252878086093711","0.216046320719156","0.289709851468266","1"
"Yes","1986","1-pers.-HH","vocational + Abi","9","","","","1"
"Yes","1986","1-pers.-HH","higher vocational","23","","","","1"
"Yes","1986","1-pers.-HH","higher education","42","0.379742625194539","0.286913537134383","0.472571713254695","1"
"Yes","1986","(Married) couple without C. ","in school","","","","","1"
"Yes","1986","(Married) couple without C. ","inadequately","23","","","","1"
"Yes","1986","(Married) couple without C. ","general elemantary","132","0.18945421507159","0.157726397854987","0.221182032288194","1"
"Yes","1986","(Married) couple without C. ","middle vocational","391","0.287045535575892","0.261987199975601","0.312103871176183","1"
"Yes","1986","(Married) couple without C. ","vocational + Abi","27","","","","1"
"Yes","1986","(Married) couple without C. ","higher vocational","59","0.344998121582572","0.269919313633286","0.420076929531858","1"
"Yes","1986","(Married) couple without C. ","higher education","76","0.376470260205077","0.307213353599601","0.445727166810553","1"
"Yes","1986","Single parent ","in school","2","","","","1"
"Yes","1986","Single parent ","inadequately","8","","","","1"
"Yes","1986","Single parent ","general elemantary","50","0.259580060575647","0.193678098038554","0.32548202311274","1"
"Yes","1986","Single parent ","middle vocational","86","0.359449404308933","0.296043112595765","0.4228556960221","1"
"Yes","1986","Single parent ","vocational + Abi","5","","","","1"
"Yes","1986","Single parent ","higher vocational","9","","","","1"
"Yes","1986","Single parent ","higher education","10","","","","1"
"Yes","1986","Couple + C. LE 16 ","in school","","","","","1"
"Yes","1986","Couple + C. LE 16 ","inadequately","64","0.209288147741531","0.155533231175818","0.263043064307245","1"
"Yes","1986","Couple + C. LE 16 ","general elemantary","161","0.331934843808454","0.289763623669195","0.374106063947713","1"
"Yes","1986","Couple + C. LE 16 ","middle vocational","447","0.377213724569632","0.349452865396446","0.404974583742817","1"
"Yes","1986","Couple + C. LE 16 ","vocational + Abi","33","0.424377608524323","0.313259109806608","0.535496107242037","1"
"Yes","1986","Couple + C. LE 16 ","higher vocational","79","0.456247117923928","0.381153056823483","0.531341179024372","1"
"Yes","1986","Couple + C. LE 16 ","higher education","120","0.489338393214168","0.425963040406684","0.552713746021651","1"
"Yes","1986","Couple + C. GT 16 ","in school","4","","","","1"
"Yes","1986","Couple + C. GT 16 ","inadequately","37","0.230023191330356","0.158229586541585","0.301816796119127","1"
"Yes","1986","Couple + C. GT 16 ","general elemantary","224","0.32761898571638","0.291620539818409","0.363617431614351","1"
"Yes","1986","Couple + C. GT 16 ","middle vocational","379","0.391725029038831","0.360862818387513","0.422587239690148","1"
"Yes","1986","Couple + C. GT 16 ","vocational + Abi","15","","","","1"
"Yes","1986","Couple + C. GT 16 ","higher vocational","46","0.480233344390432","0.377014926148444","0.583451762632419","1"
"Yes","1986","Couple + C. GT 16 ","higher education","54","0.474711088927583","0.381393060816176","0.568029117038991","1"
"Yes","1986","Couple + C. LE and GT 16","in school","7","","","","1"
"Yes","1986","Couple + C. LE and GT 16","inadequately","54","0.347905917336874","0.278896464570425","0.416915370103322","1"
"Yes","1986","Couple + C. LE and GT 16","general elemantary","164","0.316772136175477","0.274396730682922","0.359147541668032","1"
"Yes","1986","Couple + C. LE and GT 16","middle vocational","229","0.439014101805717","0.396764233098507","0.481263970512927","1"
"Yes","1986","Couple + C. LE and GT 16","vocational + Abi","8","","","","1"
"Yes","1986","Couple + C. LE and GT 16","higher vocational","13","","","","1"
"Yes","1986","Couple + C. LE and GT 16","higher education","25","","","","1"
"No","1987","1-pers.-HH","general elemantary","258","0.88513953132392","0.849645248561497","0.920633814086343","2"
"No","1987","1-pers.-HH","middle vocational","400","0.81656666011388","0.78327009982574","0.849863220402019","2"
"No","1987","1-pers.-HH","vocational + Abi","28","","","","2"
"No","1987","1-pers.-HH","higher vocational","42","0.710266493316457","0.59824848635534","0.822284500277573","2"
"No","1987","Couple + C. GT 16 ","vocational + Abi","23","","","","2"
"No","1987","Couple + C. GT 16 ","inadequately","96","0.74421141005905","0.668920597896724","0.819502222221376","2"
"No","1987","Couple + C. GT 16 ","general elemantary","445","0.726347678336368","0.69153402013126","0.761161336541477","2"
"No","1987","(Married) couple without C. ","higher education","110","0.643820583160824","0.574628561934269","0.713012604387379","2"
"No","1987","(Married) couple without C. ","higher vocational","104","0.703621301210787","0.631024199977092","0.776218402444482","2"
"No","1987","Couple + C. GT 16 ","middle vocational","652","0.654229079789029","0.624735702815555","0.683722456762502","2"
"No","1987","1-pers.-HH","inadequately","31","0.73533658027017","0.609215056994411","0.861458103545929","2"
"No","1987","(Married) couple without C. ","vocational + Abi","53","0.752148957122456","0.655078159314847","0.849219754930065","2"
"No","1987","Couple + C. GT 16 ","in school","88","0.975430676095183","0.943447495971722","1.00741385621864","2"
"No","1987","Couple + C. GT 16 ","higher vocational","56","0.614600168341464","0.514604890231544","0.714595446451385","2"
"No","1987","Couple + C. LE and GT 16","higher vocational","25","","","","2"
"No","1987","Couple + C. LE and GT 16","higher education","20","","","","2"
"No","1987","1-pers.-HH","higher education","69","0.621466492848163","0.533581204197753","0.709351781498573","2"
"No","1987","Couple + C. LE and GT 16","middle vocational","294","0.620369303646768","0.576165116744002","0.664573490549533","2"
"No","1987","Couple + C. LE and GT 16","vocational + Abi","13","","","","2"
"No","1987","1-pers.-HH","in school","1","","","","2"
"No","1987","(Married) couple without C. ","in school","","","","","2"
"No","1987","(Married) couple without C. ","middle vocational","907","0.752424820164715","0.728431097489963","0.776418542839467","2"
"No","1987","Couple + C. GT 16 ","higher education","48","0.457119878643388","0.362286290713084","0.551953466573693","2"
"No","1987","Couple + C. LE and GT 16","in school","60","0.820166596169886","0.727512986366891","0.91282020597288","2"
"No","1987","Couple + C. LE and GT 16","inadequately","116","0.691951781268717","0.61782037758979","0.766083184947645","2"
"No","1987","Couple + C. LE and GT 16","general elemantary","307","0.711198140862261","0.668609011578545","0.753787270145976","2"
"No","1987","(Married) couple without C. ","inadequately","65","0.803167662305136","0.718641731775825","0.887693592834447","2"
"No","1987","(Married) couple without C. ","general elemantary","448","0.847984412332913","0.818005885496741","0.877962939169084","2"
"No","1987","Single parent ","higher vocational","11","","","","2"
"No","1987","Single parent ","higher education","14","","","","2"
"No","1987","Couple + C. LE 16 ","in school","","","","","2"
"No","1987","Couple + C. LE 16 ","inadequately","163","0.7696937847177","0.714309898951289","0.825077670484111","2"
"No","1987","Couple + C. LE 16 ","general elemantary","322","0.71659763637181","0.675098562025817","0.758096710717802","2"
"No","1987","Couple + C. LE 16 ","middle vocational","772","0.661992256424293","0.634712098600802","0.689272414247783","2"
"No","1987","Couple + C. LE 16 ","vocational + Abi","42","0.541475134627255","0.430896430874329","0.65205383838018","2"
"No","1987","Couple + C. LE 16 ","higher vocational","96","0.585779723657923","0.510390545068678","0.661168902247168","2"
"No","1987","Couple + C. LE 16 ","higher education","114","0.523603835829447","0.458052552694177","0.589155118964716","2"
"No","1987","Single parent ","in school","25","","","","2"
"No","1987","Single parent ","inadequately","22","","","","2"
"No","1987","Single parent ","general elemantary","119","0.679722076497452","0.609993137438573","0.749451015556331","2"
"No","1987","Single parent ","middle vocational","142","0.622051151360957","0.559658468425932","0.684443834295982","2"
"No","1987","Single parent ","vocational + Abi","5","","","","2"
"Yes","1987","1-pers.-HH","in school","","","","","1"
"Yes","1987","1-pers.-HH","inadequately","16","","","","1"
"Yes","1987","1-pers.-HH","general elemantary","52","0.11486046867608","0.0793661859136566","0.150354751438503","1"
"Yes","1987","1-pers.-HH","middle vocational","119","0.183433339886121","0.150136779597981","0.21672990017426","1"
"Yes","1987","1-pers.-HH","vocational + Abi","7","","","","1"
"Yes","1987","1-pers.-HH","higher vocational","21","","","","1"
"Yes","1987","1-pers.-HH","higher education","48","0.378533507151837","0.290648218501427","0.466418795802247","1"
"Yes","1987","(Married) couple without C. ","in school","1","","","","1"
"Yes","1987","(Married) couple without C. ","inadequately","20","","","","1"
"Yes","1987","(Married) couple without C. ","general elemantary","103","0.152015587667087","0.122037060830916","0.181994114503259","1"
"Yes","1987","(Married) couple without C. ","middle vocational","336","0.247575179835285","0.223581457160533","0.271568902510037","1"
"Yes","1987","(Married) couple without C. ","vocational + Abi","23","","","","1"
"Yes","1987","(Married) couple without C. ","higher vocational","48","0.296378698789213","0.223781597555518","0.368975800022908","1"
"Yes","1987","(Married) couple without C. ","higher education","74","0.356179416839176","0.286987395612621","0.425371438065731","1"
"Yes","1987","Single parent ","in school","2","","","","1"
"Yes","1987","Single parent ","inadequately","9","","","","1"
"Yes","1987","Single parent ","general elemantary","53","0.320277923502548","0.250548984443668","0.390006862561427","1"
"Yes","1987","Single parent ","middle vocational","90","0.377948848639043","0.315556165704018","0.440341531574068","1"
"Yes","1987","Single parent ","vocational + Abi","4","","","","1"
"Yes","1987","Single parent ","higher vocational","10","","","","1"
"Yes","1987","Single parent ","higher education","4","","","","1"
"Yes","1987","Couple + C. LE 16 ","in school","","","","","1"
"Yes","1987","Couple + C. LE 16 ","inadequately","59","0.2303062152823","0.174922329515889","0.285690101048711","1"
"Yes","1987","Couple + C. LE 16 ","general elemantary","131","0.28340236362819","0.241903289282198","0.324901437974183","1"
"Yes","1987","Couple + C. LE 16 ","middle vocational","383","0.338007743575707","0.310727585752217","0.365287901399198","1"
"Yes","1987","Couple + C. LE 16 ","vocational + Abi","36","0.458524865372745","0.34794616161982","0.569103569125671","1"
"Yes","1987","Couple + C. LE 16 ","higher vocational","68","0.414220276342077","0.338831097752832","0.489609454931322","1"
"Yes","1987","Couple + C. LE 16 ","higher education","109","0.476396164170553","0.410844881035284","0.541947447305823","1"
"Yes","1987","Couple + C. GT 16 ","in school","2","","","","1"
"Yes","1987","Couple + C. GT 16 ","inadequately","33","0.25578858994095","0.180497777778624","0.331079402103276","1"
"Yes","1987","Couple + C. GT 16 ","general elemantary","185","0.273652321663632","0.238838663458523","0.30846597986874","1"
"Yes","1987","Couple + C. GT 16 ","middle vocational","347","0.345770920210971","0.316277543237498","0.375264297184445","1"
"Yes","1987","Couple + C. GT 16 ","vocational + Abi","16","","","","1"
"Yes","1987","Couple + C. GT 16 ","higher vocational","35","0.385399831658536","0.285404553548615","0.485395109768456","1"
"Yes","1987","Couple + C. GT 16 ","higher education","58","0.542880121356611","0.448046533426307","0.637713709286916","1"
"Yes","1987","Couple + C. LE and GT 16","in school","6","","","","1"
"Yes","1987","Couple + C. LE and GT 16","inadequately","33","0.308048218731283","0.233916815052355","0.38217962241021","1"
"Yes","1987","Couple + C. LE and GT 16","general elemantary","128","0.288801859137739","0.246212729854024","0.331390988421455","1"
"Yes","1987","Couple + C. LE and GT 16","middle vocational","169","0.379630696353232","0.335426509450467","0.423834883255998","1"
"Yes","1987","Couple + C. LE and GT 16","vocational + Abi","2","","","","1"
"Yes","1987","Couple + C. LE and GT 16","higher vocational","14","","","","1"
"Yes","1987","Couple + C. LE and GT 16","higher education","22","","","","1"
"No","1988","(Married) couple without C. ","higher education","103","0.579863465043239","0.507353751782418","0.652373178304061","2"
"No","1988","1-pers.-HH","general elemantary","258","0.903710317374885","0.870218057151751","0.937202577598019","2"
"No","1988","(Married) couple without C. ","higher vocational","97","0.664196526511213","0.589606867342438","0.738786185679987","2"
"No","1988","1-pers.-HH","inadequately","35","0.8155360831219","0.698235343797655","0.932836822446145","2"
"No","1988","1-pers.-HH","middle vocational","386","0.788183755508778","0.752722314896609","0.823645196120947","2"
"No","1988","(Married) couple without C. ","vocational + Abi","49","0.745450994453491","0.644126564701825","0.846775424205156","2"
"No","1988","1-pers.-HH","vocational + Abi","27","","","","2"
"No","1988","Couple + C. GT 16 ","inadequately","106","0.811056476263439","0.744021108439159","0.878091844087719","2"
"No","1988","Couple + C. GT 16 ","general elemantary","466","0.716805603892425","0.68214239485475","0.7514688129301","2"
"No","1988","1-pers.-HH","higher vocational","42","0.787125063744691","0.678944090937716","0.895306036551666","2"
"No","1988","(Married) couple without C. ","middle vocational","879","0.762175057291163","0.738086347780491","0.786263766801835","2"
"No","1988","Couple + C. GT 16 ","middle vocational","671","0.650064144660853","0.620880015499399","0.679248273822306","2"
"No","1988","Couple + C. GT 16 ","vocational + Abi","26","","","","2"
"No","1988","1-pers.-HH","in school","1","","","","2"
"No","1988","(Married) couple without C. ","in school","","","","","2"
"No","1988","(Married) couple without C. ","inadequately","64","0.866648901702061","0.791684610447375","0.941613192956748","2"
"No","1988","(Married) couple without C. ","general elemantary","452","0.859310012957619","0.830304197259372","0.888315828655866","2"
"No","1988","Couple + C. GT 16 ","in school","77","0.97636686153863","0.942870181839547","1.00986354123771","2"
"No","1988","Couple + C. GT 16 ","higher vocational","55","0.615713298505817","0.515772149164397","0.715654447847237","2"
"No","1988","Couple + C. LE and GT 16","middle vocational","222","0.571274399707262","0.521384310444825","0.621164488969698","2"
"No","1988","Couple + C. LE and GT 16","vocational + Abi","11","","","","2"
"No","1988","Couple + C. LE and GT 16","higher vocational","16","","","","2"
"No","1988","Couple + C. LE and GT 16","higher education","11","","","","2"
"No","1988","1-pers.-HH","higher education","65","0.616350420093857","0.526692206608845","0.706008633578869","2"
"No","1988","Couple + C. GT 16 ","higher education","45","0.405855146821311","0.312373391851512","0.499336901791109","2"
"No","1988","Couple + C. LE and GT 16","in school","51","0.952615449699825","0.895948686938455","1.00928221246119","2"
"No","1988","Couple + C. LE and GT 16","inadequately","102","0.652596451753557","0.573724324885856","0.731468578621258","2"
"No","1988","Couple + C. LE and GT 16","general elemantary","269","0.680537357804603","0.633962262611568","0.727112452997638","2"
"No","1988","Single parent ","in school","18","","","","2"
"No","1988","Single parent ","inadequately","27","","","","2"
"No","1988","Single parent ","general elemantary","104","0.658776051161378","0.584375792495774","0.733176309826981","2"
"No","1988","Single parent ","middle vocational","131","0.570325854573899","0.50607013248958","0.634581576658218","2"
"No","1988","Single parent ","vocational + Abi","10","","","","2"
"No","1988","Single parent ","higher vocational","12","","","","2"
"No","1988","Single parent ","higher education","9","","","","2"
"No","1988","Couple + C. LE 16 ","in school","","","","","2"
"No","1988","Couple + C. LE 16 ","inadequately","145","0.789818278721156","0.73203629204966","0.847600265392651","2"
"No","1988","Couple + C. LE 16 ","general elemantary","302","0.694618263583199","0.651287349039023","0.737949178127375","2"
"No","1988","Couple + C. LE 16 ","middle vocational","694","0.621007229631864","0.592259521902337","0.649754937361392","2"
"No","1988","Couple + C. LE 16 ","vocational + Abi","47","0.725075172881082","0.621222563171981","0.828927782590183","2"
"No","1988","Couple + C. LE 16 ","higher vocational","86","0.579836207675991","0.501880178698879","0.657792236653103","2"
"No","1988","Couple + C. LE 16 ","higher education","104","0.509700302085249","0.441434572015601","0.577966032154897","2"
"Yes","1988","1-pers.-HH","in school","","","","","1"
"Yes","1988","1-pers.-HH","inadequately","7","","","","1"
"Yes","1988","1-pers.-HH","general elemantary","40","0.0962896826251148","0.0627974224019806","0.129781942848249","1"
"Yes","1988","1-pers.-HH","middle vocational","124","0.211816244491222","0.176354803879053","0.247277685103391","1"
"Yes","1988","1-pers.-HH","vocational + Abi","7","","","","1"
"Yes","1988","1-pers.-HH","higher vocational","13","","","","1"
"Yes","1988","1-pers.-HH","higher education","48","0.383649579906143","0.293991366421131","0.473307793391155","1"
"Yes","1988","(Married) couple without C. ","in school","","","","","1"
"Yes","1988","(Married) couple without C. ","inadequately","15","","","","1"
"Yes","1988","(Married) couple without C. ","general elemantary","100","0.140689987042381","0.111684171344134","0.169695802740627","1"
"Yes","1988","(Married) couple without C. ","middle vocational","321","0.237824942708837","0.213736233198165","0.261913652219509","1"
"Yes","1988","(Married) couple without C. ","vocational + Abi","22","","","","1"
"Yes","1988","(Married) couple without C. ","higher vocational","57","0.335803473488787","0.261213814320013","0.410393132657562","1"
"Yes","1988","(Married) couple without C. ","higher education","75","0.420136534956761","0.347626821695939","0.492646248217582","1"
"Yes","1988","Single parent ","in school","2","","","","1"
"Yes","1988","Single parent ","inadequately","8","","","","1"
"Yes","1988","Single parent ","general elemantary","52","0.341223948838623","0.266823690173019","0.415624207504226","1"
"Yes","1988","Single parent ","middle vocational","97","0.429674145426101","0.365418423341782","0.49392986751042","1"
