"ple0044_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1986","Couple + C. LE and GT 16","Male","422","0.570188773920209","0.534544711500828","0.60583283633959","2"
"No","1986","Couple + C. LE and GT 16","Female","456","0.688479383779751","0.652655765911415","0.724303001648086","2"
"Yes","1986","1-pers.-HH","Male","177","0.378534076511692","0.333419409423623","0.423648743599761","1"
"Yes","1986","1-pers.-HH","Female","123","0.161509814018874","0.133349037780201","0.189670590257547","1"
"Yes","1986","(Married) couple without C. ","Male","409","0.320681218862007","0.293994036004325","0.347368401719689","1"
"Yes","1986","(Married) couple without C. ","Female","307","0.227183120721542","0.203346259854993","0.251019981588091","1"
"Yes","1986","Single parent ","Male","68","0.376199730110133","0.304426732388509","0.447972727831758","1"
"Yes","1986","Single parent ","Female","105","0.296697222613091","0.246957484696288","0.346436960529894","1"
"Yes","1986","Couple + C. LE 16 ","Male","589","0.499234675937992","0.470814506730391","0.527654845145593","1"
"Yes","1986","Couple + C. LE 16 ","Female","324","0.268998886267001","0.243793612204451","0.294204160329551","1"
"Yes","1986","Couple + C. GT 16 ","Male","466","0.414189221579743","0.385670250172267","0.442708192987219","1"
"Yes","1986","Couple + C. GT 16 ","Female","303","0.31263331408855","0.282919790718317","0.342346837458784","1"
"Yes","1986","Couple + C. LE and GT 16","Male","319","0.429811226079791","0.39416716366041","0.465455288499172","1"
"Yes","1986","Couple + C. LE and GT 16","Female","186","0.311520616220249","0.275696998351914","0.347344234088585","1"
"No","1987","1-pers.-HH","Male","275","0.671148013276778","0.626948995758537","0.71534703079502","2"
"No","1987","1-pers.-HH","Female","559","0.874527051980716","0.849331392721633","0.899722711239799","2"
"No","1987","(Married) couple without C. ","Female","907","0.812395103958345","0.78991946195972","0.83487074595697","2"
"No","1987","(Married) couple without C. ","Male","790","0.7145792342698","0.688500300545446","0.740658167994154","2"
"No","1987","Couple + C. LE 16 ","Female","911","0.77699473770299","0.753081510219374","0.800907965186606","2"
"No","1987","Single parent ","Male","115","0.539827571575421","0.46932819041002","0.610326952740821","2"
"No","1987","Single parent ","Female","228","0.718717860645082","0.669834989365174","0.76760073192499","2"
"No","1987","Couple + C. LE 16 ","Male","613","0.521359401261325","0.492537769987726","0.550181032534924","2"
"No","1987","Couple + C. GT 16 ","Male","717","0.601498594881782","0.573469019269334","0.629528170494229","2"
"No","1987","Couple + C. GT 16 ","Female","706","0.761668069965013","0.734416640701031","0.788919499228996","2"
"No","1987","Couple + C. LE and GT 16","Male","423","0.608987185661323","0.571758672161089","0.646215699161558","2"
"No","1987","Couple + C. LE and GT 16","Female","435","0.719671513545528","0.68311751698804","0.756225510103015","2"
"Yes","1987","Single parent ","Male","77","0.460172428424579","0.389673047259179","0.53067180958998","1"
"Yes","1987","Single parent ","Female","97","0.281282139354918","0.23239926807501","0.330165010634826","1"
"Yes","1987","Couple + C. LE 16 ","Male","541","0.478640598738675","0.449818967465076","0.507462230012274","1"
"Yes","1987","Couple + C. LE 16 ","Female","253","0.22300526229701","0.199092034813394","0.246918489780626","1"
"Yes","1987","Couple + C. GT 16 ","Male","455","0.398501405118218","0.370471829505771","0.426530980730666","1"
"Yes","1987","Couple + C. GT 16 ","Female","233","0.238331930034987","0.211080500771004","0.26558335929897","1"
"Yes","1987","1-pers.-HH","Male","159","0.328851986723222","0.28465296920498","0.373051004241463","1"
"Yes","1987","1-pers.-HH","Female","105","0.125472948019284","0.100277288760201","0.150668607278367","1"
"Yes","1987","(Married) couple without C. ","Male","362","0.2854207657302","0.259341832005846","0.311499699454554","1"
"Yes","1987","(Married) couple without C. ","Female","252","0.187604896041655","0.16512925404303","0.21008053804028","1"
"Yes","1987","Couple + C. LE and GT 16","Male","237","0.391012814338676","0.353784300838442","0.428241327838911","1"
"Yes","1987","Couple + C. LE and GT 16","Female","145","0.280328486454472","0.243774489896985","0.316882483011959","1"
"No","1988","1-pers.-HH","Male","278","0.653796254913263","0.608670835799037","0.698921674027489","2"
"No","1988","1-pers.-HH","Female","540","0.881240412925491","0.856018902347396","0.906461923503587","2"
"No","1988","(Married) couple without C. ","Female","876","0.798943038709436","0.775605739098006","0.822280338320865","2"
"No","1988","(Married) couple without C. ","Male","785","0.731640501575372","0.705747691549821","0.757533311600923","2"
"No","1988","Single parent ","Male","101","0.499927574140336","0.428455042404877","0.571400105875796","2"
"No","1988","Single parent ","Female","217","0.680981788488938","0.629428217423029","0.732535359554847","2"
"No","1988","Couple + C. LE 16 ","Female","823","0.742467890060665","0.716579958902293","0.768355821219038","2"
"No","1988","Couple + C. LE 16 ","Male","579","0.506642336254837","0.476907547556754","0.536377124952919","2"
"No","1988","Couple + C. GT 16 ","Male","755","0.607933856679856","0.580425589020475","0.635442124339237","2"
"No","1988","Couple + C. GT 16 ","Female","712","0.745173924250808","0.71749301352981","0.772854834971807","2"
"No","1988","Couple + C. LE and GT 16","Male","331","0.57568349734975","0.534564884903842","0.616802109795658","2"
"No","1988","Couple + C. LE and GT 16","Female","370","0.681161785814136","0.64051626211098","0.721807309517293","2"
"Yes","1988","Single parent ","Male","87","0.500072425859664","0.428599894124204","0.571544957595123","1"
"Yes","1988","Single parent ","Female","97","0.319018211511062","0.267464640445153","0.370571782576971","1"
"Yes","1988","Couple + C. LE 16 ","Male","507","0.493357663745163","0.463622875047081","0.523092452443246","1"
"Yes","1988","Couple + C. LE 16 ","Female","273","0.257532109939335","0.231644178780962","0.283420041097707","1"
"Yes","1988","Couple + C. GT 16 ","Male","455","0.392066143320144","0.364557875660763","0.419574410979525","1"
"Yes","1988","Couple + C. GT 16 ","Female","240","0.254826075749192","0.227145165028193","0.28250698647019","1"
"Yes","1988","1-pers.-HH","Male","149","0.346203745086737","0.301078325972511","0.391329164200963","1"
"Yes","1988","1-pers.-HH","Female","92","0.118759587074508","0.0935380764964128","0.143981097652604","1"
"Yes","1988","(Married) couple without C. ","Male","340","0.268359498424628","0.242466688399077","0.294252308450179","1"
"Yes","1988","(Married) couple without C. ","Female","257","0.201056961290565","0.177719661679135","0.224394260901994","1"
"Yes","1988","Couple + C. LE and GT 16","Male","224","0.42431650265025","0.383197890204342","0.465435115096158","1"
"Yes","1988","Couple + C. LE and GT 16","Female","135","0.318838214185864","0.278192690482707","0.35948373788902","1"
"No","1989","1-pers.-HH","Female","547","0.885758158307399","0.861113188952778","0.910403127662021","2"
"No","1989","1-pers.-HH","Male","281","0.670421568418122","0.625626388266231","0.715216748570012","2"
"No","1989","Couple + C. LE 16 ","Female","818","0.756493075195938","0.73072822479254","0.782257925599335","2"
"No","1989","(Married) couple without C. ","Female","858","0.78073114727542","0.756596533949652","0.804865760601187","2"
"No","1989","(Married) couple without C. ","Male","800","0.73996741409054","0.714323452341443","0.765611375839637","2"
"No","1989","Single parent ","Male","112","0.679427651988229","0.608856356753588","0.74999894722287","2"
"No","1989","Single parent ","Female","223","0.734316817698751","0.684083294856751","0.784550340540752","2"
"No","1989","Couple + C. LE 16 ","Male","589","0.550196674802408","0.520248837168009","0.580144512436808","2"
"No","1989","Couple + C. GT 16 ","Male","745","0.615767286647941","0.588188851896689","0.643345721399192","2"
"No","1989","Couple + C. GT 16 ","Female","689","0.734713695070731","0.706308970279454","0.763118419862007","2"
"No","1989","Couple + C. LE and GT 16","Male","316","0.614926444477033","0.572231028353947","0.65762186060012","2"
"No","1989","Couple + C. LE and GT 16","Female","360","0.718816888372317","0.678805743894369","0.758828032850265","2"
"Yes","1989","1-pers.-HH","Male","142","0.329578431581878","0.284783251429988","0.374373611733769","1"
"Yes","1989","1-pers.-HH","Female","93","0.114241841692601","0.0895968723379793","0.138886811047222","1"
"Yes","1989","Single parent ","Male","56","0.320572348011771","0.25000105277713","0.391143643246412","1"
"Yes","1989","Single parent ","Female","74","0.265683182301249","0.215449659459248","0.315916705143249","1"
"Yes","1989","Couple + C. LE 16 ","Male","471","0.449803325197591","0.419855487563192","0.479751162831991","1"
"Yes","1989","Couple + C. LE 16 ","Female","248","0.243506924804062","0.217742074400665","0.26927177520746","1"
"Yes","1989","Couple + C. GT 16 ","Male","450","0.384232713352059","0.356654278600808","0.411811148103311","1"
"Yes","1989","Couple + C. GT 16 ","Female","239","0.265286304929269","0.236881580137993","0.293691029720546","1"
"Yes","1989","(Married) couple without C. ","Male","324","0.26003258590946","0.234388624160363","0.285676547658557","1"
"Yes","1989","(Married) couple without C. ","Female","271","0.21926885272458","0.195134239398813","0.243403466050348","1"
"Yes","1989","Couple + C. LE and GT 16","Male","183","0.385073555522967","0.34237813939988","0.427768971646053","1"
"Yes","1989","Couple + C. LE and GT 16","Female","125","0.281183111627683","0.241171967149735","0.321194256105631","1"
"No","1990","1-pers.-HH","Male","","","","","2"
"No","1990","1-pers.-HH","Female","","","","","2"
"No","1990","Couple + C. LE 16 ","Female","","","","","2"
"No","1990","(Married) couple without C. ","Female","","","","","2"
"No","1990","(Married) couple without C. ","Male","","","","","2"
"No","1990","Single parent ","Male","","","","","2"
"No","1990","Single parent ","Female","","","","","2"
"No","1990","Couple + C. LE 16 ","Male","","","","","2"
"No","1990","Couple + C. GT 16 ","Male","","","","","2"
"No","1990","Couple + C. GT 16 ","Female","","","","","2"
"No","1990","Couple + C. LE and GT 16","Male","","","","","2"
"No","1990","Couple + C. LE and GT 16","Female","","","","","2"
"Yes","1990","1-pers.-HH","Male","","","","","1"
"Yes","1990","1-pers.-HH","Female","","","","","1"
"Yes","1990","Single parent ","Male","","","","","1"
"Yes","1990","Single parent ","Female","","","","","1"
"Yes","1990","Couple + C. LE 16 ","Male","","","","","1"
"Yes","1990","Couple + C. LE 16 ","Female","","","","","1"
"Yes","1990","Couple + C. GT 16 ","Male","","","","","1"
"Yes","1990","Couple + C. GT 16 ","Female","","","","","1"
"Yes","1990","(Married) couple without C. ","Male","","","","","1"
"Yes","1990","(Married) couple without C. ","Female","","","","","1"
"Yes","1990","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","1990","Couple + C. LE and GT 16","Female","","","","","1"
"No","1991","1-pers.-HH","Female","770","0.903929312386837","0.884188096716657","0.923670528057016","2"
"No","1991","1-pers.-HH","Male","349","0.741468579480264","0.702583172144633","0.780353986815895","2"
"No","1991","Couple + C. LE 16 ","Female","1458","0.786195299069051","0.766936794909177","0.805453803228926","2"
"No","1991","(Married) couple without C. ","Male","1301","0.809707065208513","0.790491346781529","0.828922783635496","2"
"No","1991","(Married) couple without C. ","Female","1383","0.86011401489927","0.843212565587768","0.877015464210773","2"
"No","1991","Single parent ","Male","181","0.714214555409372","0.657056575501572","0.771372535317172","2"
"No","1991","Single parent ","Female","340","0.793255865730083","0.754340181560225","0.832171549899942","2"
"No","1991","Couple + C. LE 16 ","Male","1290","0.687707111272238","0.665696932393416","0.70971729015106","2"
"No","1991","Couple + C. GT 16 ","Male","1104","0.670494273434884","0.646957456569021","0.694031090300747","2"
"No","1991","Couple + C. GT 16 ","Female","1025","0.781713024296873","0.758985356863613","0.804440691730134","2"
"No","1991","Couple + C. LE and GT 16","Male","467","0.674508270484641","0.63794904134483","0.711067499624451","2"
"No","1991","Couple + C. LE and GT 16","Female","462","0.777577332230335","0.743703047966031","0.811451616494638","2"
"Yes","1991","1-pers.-HH","Male","138","0.258531420519736","0.219646013184105","0.297416827855367","1"
"Yes","1991","1-pers.-HH","Female","86","0.0960706876131634","0.076329471942984","0.115811903283343","1"
"Yes","1991","Single parent ","Male","59","0.285785444590628","0.228627464682828","0.342943424498428","1"
"Yes","1991","Single parent ","Female","76","0.206744134269917","0.167828450100058","0.245659818439775","1"
"Yes","1991","Couple + C. LE 16 ","Male","413","0.312292888727762","0.29028270984894","0.334303067606584","1"
"Yes","1991","Couple + C. LE 16 ","Female","283","0.213804700930949","0.194546196771074","0.233063205090823","1"
"Yes","1991","Couple + C. GT 16 ","Male","428","0.329505726565116","0.305968909699253","0.353042543430979","1"
"Yes","1991","Couple + C. GT 16 ","Female","244","0.218286975703127","0.195559308269866","0.241014643136387","1"
"Yes","1991","Couple + C. LE and GT 16","Male","164","0.325491729515359","0.288932500375549","0.36205095865517","1"
"Yes","1991","(Married) couple without C. ","Male","302","0.190292934791487","0.171077216364504","0.209508653218471","1"
"Yes","1991","(Married) couple without C. ","Female","235","0.13988598510073","0.122984535789227","0.156787434412232","1"
"Yes","1991","Couple + C. LE and GT 16","Female","117","0.222422667769666","0.188548383505362","0.256296952033969","1"
"No","1992","1-pers.-HH","Female","743","0.879887115517156","0.858197544096906","0.901576686937406","2"
"No","1992","1-pers.-HH","Male","303","0.637908556714761","0.594778776371071","0.681038337058451","2"
"No","1992","Couple + C. LE 16 ","Female","1099","0.685767125873466","0.663314059789929","0.708220191957002","2"
"No","1992","(Married) couple without C. ","Male","1146","0.737183707335469","0.715749640023904","0.758617774647034","2"
"No","1992","(Married) couple without C. ","Female","1259","0.793465073409214","0.773854765577327","0.813075381241102","2"
"No","1992","Single parent ","Male","133","0.624916257647874","0.559435533208206","0.690396982087542","2"
"No","1992","Single parent ","Female","294","0.710571660072986","0.66725235200201","0.753890968143961","2"
"No","1992","Couple + C. LE 16 ","Male","835","0.534289255918001","0.509976206644491","0.558602305191511","2"
"No","1992","Couple + C. GT 16 ","Male","875","0.582634743975389","0.557621240587878","0.607648247362899","2"
"No","1992","Couple + C. GT 16 ","Female","843","0.714009847632161","0.688632157675174","0.739387537589147","2"
"No","1992","Couple + C. LE and GT 16","Male","361","0.591478801971161","0.552146500746558","0.630811103195764","2"
"No","1992","Couple + C. LE and GT 16","Female","377","0.698244234334475","0.659636026378068","0.736852442290882","2"
"Yes","1992","1-pers.-HH","Male","174","0.362091443285239","0.318961662941549","0.405221223628929","1"
"Yes","1992","Single parent ","Male","77","0.375083742352126","0.309603017912458","0.440564466791794","1"
"Yes","1992","Single parent ","Female","127","0.289428339927014","0.246109031856039","0.33274764799799","1"
"Yes","1992","Couple + C. LE 16 ","Male","782","0.465710744081999","0.441397694808489","0.490023793355509","1"
"Yes","1992","Couple + C. LE 16 ","Female","543","0.314232874126534","0.291779808042998","0.336685940210071","1"
"Yes","1992","Couple + C. GT 16 ","Male","618","0.417365256024612","0.392351752637101","0.442378759412122","1"
"Yes","1992","Couple + C. GT 16 ","Female","375","0.285990152367839","0.260612462410853","0.311367842324826","1"
"Yes","1992","1-pers.-HH","Female","120","0.120112884482844","0.0984233130625939","0.141802455903094","1"
"Yes","1992","Couple + C. LE and GT 16","Male","239","0.408521198028839","0.369188896804236","0.447853499253442","1"
"Yes","1992","Couple + C. LE and GT 16","Female","166","0.301755765665525","0.263147557709118","0.340363973621932","1"
"Yes","1992","(Married) couple without C. ","Male","474","0.262816292664531","0.241382225352966","0.284250359976096","1"
"Yes","1992","(Married) couple without C. ","Female","378","0.206534926590786","0.186924618758898","0.226145234422673","1"
"No","1993","1-pers.-HH","Female","","","","","2"
"No","1993","1-pers.-HH","Male","","","","","2"
"No","1993","(Married) couple without C. ","Female","","","","","2"
"No","1993","Couple + C. LE 16 ","Female","","","","","2"
"No","1993","(Married) couple without C. ","Male","","","","","2"
"No","1993","Single parent ","Male","","","","","2"
"No","1993","Single parent ","Female","","","","","2"
"No","1993","Couple + C. LE 16 ","Male","","","","","2"
"No","1993","Couple + C. GT 16 ","Male","","","","","2"
"No","1993","Couple + C. GT 16 ","Female","","","","","2"
"No","1993","Couple + C. LE and GT 16","Male","","","","","2"
"No","1993","Couple + C. LE and GT 16","Female","","","","","2"
"Yes","1993","1-pers.-HH","Male","","","","","1"
"Yes","1993","Single parent ","Male","","","","","1"
"Yes","1993","Single parent ","Female","","","","","1"
"Yes","1993","Couple + C. LE 16 ","Male","","","","","1"
"Yes","1993","Couple + C. LE 16 ","Female","","","","","1"
"Yes","1993","Couple + C. GT 16 ","Male","","","","","1"
"Yes","1993","Couple + C. GT 16 ","Female","","","","","1"
"Yes","1993","1-pers.-HH","Female","","","","","1"
"Yes","1993","(Married) couple without C. ","Male","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","Female","","","","","1"
"Yes","1993","(Married) couple without C. ","Female","","","","","1"
"No","1994","1-pers.-HH","Male","330","0.651569230693068","0.610337843926763","0.692800617459372","2"
"No","1994","1-pers.-HH","Female","798","0.910245396100994","0.891487968594815","0.929002823607172","2"
"No","1994","(Married) couple without C. ","Male","1200","0.737083159789718","0.716076451903444","0.758089867675993","2"
"No","1994","(Married) couple without C. ","Female","1365","0.826078251894194","0.808060061544847","0.84409644224354","2"
"No","1994","Couple + C. GT 16 ","Male","802","0.596365830583102","0.570155294769861","0.622576366396343","2"
"No","1994","Single parent ","Male","123","0.673876694020982","0.604814146493853","0.742939241548111","2"
"No","1994","Single parent ","Female","296","0.734866187046778","0.691500798074014","0.778231576019543","2"
"No","1994","Couple + C. LE 16 ","Male","802","0.553803996584717","0.528512646025008","0.579095347144426","2"
"No","1994","Couple + C. LE 16 ","Female","1069","0.721924464186952","0.699340536923603","0.744508391450301","2"
"No","1994","Couple + C. GT 16 ","Female","787","0.737731242958081","0.711654077824402","0.763808408091761","2"
"No","1994","Couple + C. LE and GT 16","Male","359","0.600620351772235","0.561332895330916","0.639907808213554","2"
"No","1994","Couple + C. LE and GT 16","Female","414","0.743109192373267","0.707272275793026","0.778946108953508","2"
"Yes","1994","1-pers.-HH","Male","183","0.348430769306932","0.307199382540628","0.389662156073236","1"
"Yes","1994","1-pers.-HH","Female","94","0.0897546038990064","0.0709971763928283","0.108512031405185","1"
"Yes","1994","Single parent ","Male","54","0.326123305979018","0.257060758451889","0.395185853506147","1"
"Yes","1994","Single parent ","Female","102","0.265133812953222","0.221768423980457","0.308499201925986","1"
"Yes","1994","Couple + C. LE 16 ","Male","682","0.446196003415283","0.420904652855574","0.471487353974992","1"
"Yes","1994","Couple + C. LE 16 ","Female","443","0.278075535813048","0.255491608549699","0.300659463076396","1"
"Yes","1994","Couple + C. GT 16 ","Male","544","0.403634169416898","0.377423633603657","0.429844705230139","1"
"Yes","1994","Couple + C. GT 16 ","Female","306","0.262268757041919","0.236191591908239","0.288345922175598","1"
"Yes","1994","(Married) couple without C. ","Male","487","0.262916840210282","0.241910132324008","0.283923548096556","1"
"Yes","1994","(Married) couple without C. ","Female","335","0.173921748105806","0.15590355775646","0.191939938455153","1"
"Yes","1994","Couple + C. LE and GT 16","Male","238","0.399379648227765","0.360092191786446","0.438667104669084","1"
"Yes","1994","Couple + C. LE and GT 16","Female","157","0.256890807626733","0.221053891046492","0.292727724206974","1"
"No","1995","1-pers.-HH","Female","798","0.906871214255906","0.887905919322939","0.925836509188874","2"
"No","1995","1-pers.-HH","Male","337","0.686804317105566","0.646748198140101","0.726860436071031","2"
"No","1995","(Married) couple without C. ","Female","1349","0.818556189979633","0.800332688005299","0.836779691953967","2"
"No","1995","Couple + C. GT 16 ","Male","813","0.623186515839393","0.597074499396644","0.649298532282141","2"
"No","1995","(Married) couple without C. ","Male","1230","0.744817906737971","0.724136432995974","0.765499380479969","2"
"No","1995","Single parent ","Male","118","0.589248109538018","0.518546304222634","0.659949914853402","2"
"No","1995","Single parent ","Female","304","0.755220250336872","0.713294391776251","0.797146108897493","2"
"No","1995","Couple + C. LE 16 ","Male","832","0.554298520021644","0.529269971046381","0.579327068996908","2"
"No","1995","Couple + C. LE 16 ","Female","1089","0.703075513307576","0.680263124490543","0.72588790212461","2"
"No","1995","Couple + C. GT 16 ","Female","774","0.72017560285819","0.693647039032999","0.746704166683381","2"
"No","1995","Couple + C. LE and GT 16","Male","371","0.614796728471385","0.576583403726484","0.653010053216286","2"
"No","1995","Couple + C. LE and GT 16","Female","427","0.727446485022247","0.691547615790211","0.763345354254282","2"
"Yes","1995","1-pers.-HH","Male","178","0.313195682894434","0.273139563928969","0.353251801859899","1"
"Yes","1995","1-pers.-HH","Female","104","0.0931287857440937","0.0741634908111262","0.112094080677061","1"
"Yes","1995","Single parent ","Male","68","0.410751890461982","0.340050085146598","0.481453695777366","1"
"Yes","1995","Single parent ","Female","100","0.244779749663128","0.202853891102507","0.286705608223749","1"
"Yes","1995","Couple + C. LE 16 ","Male","683","0.445701479978356","0.420672931003093","0.470730028953619","1"
"Yes","1995","Couple + C. LE 16 ","Female","452","0.296924486692423","0.27411209787539","0.319736875509457","1"
"Yes","1995","Couple + C. GT 16 ","Male","510","0.376813484160607","0.350701467717859","0.402925500603356","1"
"Yes","1995","Couple + C. GT 16 ","Female","326","0.27982439714181","0.253295833316619","0.306352960967001","1"
"Yes","1995","(Married) couple without C. ","Male","477","0.255182093262029","0.234500619520031","0.275863567004026","1"
"Yes","1995","(Married) couple without C. ","Female","369","0.181443810020367","0.163220308046033","0.199667311994701","1"
"Yes","1995","Couple + C. LE and GT 16","Male","252","0.385203271528615","0.346989946783714","0.423416596273516","1"
"Yes","1995","Couple + C. LE and GT 16","Female","164","0.272553514977753","0.236654645745718","0.308452384209789","1"
"No","1996","1-pers.-HH","Male","346","0.680380800789819","0.640529025437403","0.720232576142235","2"
"No","1996","1-pers.-HH","Female","808","0.888115851080871","0.867779813652512","0.90845188850923","2"
"No","1996","(Married) couple without C. ","Male","1263","0.755684791393893","0.735390349631851","0.775979233155935","2"
"No","1996","(Married) couple without C. ","Female","1365","0.809648186525188","0.791212865749506","0.828083507300869","2"
"No","1996","Single parent ","Male","150","0.670290344248347","0.60759741963869","0.732983268858004","2"
"No","1996","Couple + C. GT 16 ","Male","777","0.630989731726007","0.604142928982526","0.657836534469488","2"
"No","1996","Single parent ","Female","302","0.757259184810789","0.715295889766783","0.799222479854794","2"
"No","1996","Couple + C. LE 16 ","Male","799","0.534974725712647","0.509123271194944","0.560826180230351","2"
"No","1996","Couple + C. LE 16 ","Female","1062","0.742288047471412","0.7198068519796","0.764769242963223","2"
"No","1996","Couple + C. GT 16 ","Female","745","0.723048162544332","0.695851403084292","0.750244922004372","2"
"No","1996","Couple + C. LE and GT 16","Male","389","0.633007290045196","0.594945359762051","0.671069220328342","2"
"No","1996","Couple + C. LE and GT 16","Female","413","0.713574429412051","0.676781901572884","0.750366957251218","2"
"Yes","1996","1-pers.-HH","Male","180","0.319619199210181","0.279767423857765","0.359470974562597","1"
"Yes","1996","1-pers.-HH","Female","115","0.111884148919129","0.09154811149077","0.132220186347488","1"
"Yes","1996","Single parent ","Male","66","0.329709655751653","0.267016731141996","0.39240258036131","1"
"Yes","1996","Single parent ","Female","99","0.242740815189211","0.200777520145206","0.284704110233217","1"
"Yes","1996","Couple + C. LE 16 ","Male","631","0.465025274287352","0.439173819769649","0.490876728805056","1"
"Yes","1996","Couple + C. LE 16 ","Female","392","0.257711952528588","0.235230757036777","0.2801931480204","1"
"Yes","1996","Couple + C. GT 16 ","Male","464","0.369010268273993","0.342163465530512","0.395857071017474","1"
"Yes","1996","Couple + C. GT 16 ","Female","295","0.276951837455668","0.249755077995628","0.304148596915708","1"
"Yes","1996","Couple + C. LE and GT 16","Male","227","0.366992709954804","0.328930779671658","0.405054640237949","1"
"Yes","1996","(Married) couple without C. ","Male","459","0.244315208606107","0.224020766844065","0.264609650368149","1"
"Yes","1996","(Married) couple without C. ","Female","377","0.190351813474812","0.171916492699131","0.208787134250494","1"
"Yes","1996","Couple + C. LE and GT 16","Female","167","0.286425570587949","0.249633042748781","0.323218098427116","1"
"No","1997","1-pers.-HH","Male","332","0.657524757904094","0.616259279862843","0.698790235945346","2"
"No","1997","1-pers.-HH","Female","783","0.893373424308749","0.873198240934694","0.913548607682803","2"
"No","1997","(Married) couple without C. ","Female","1389","0.829011036705229","0.811381323966392","0.846640749444066","2"
"No","1997","Couple + C. GT 16 ","Male","794","0.649027558998658","0.62260099906402","0.675454118933296","2"
"No","1997","(Married) couple without C. ","Male","1309","0.777459864553166","0.757960496350143","0.796959232756189","2"
"No","1997","Single parent ","Male","137","0.616182988625167","0.550251647513871","0.682114329736463","2"
"No","1997","Single parent ","Female","283","0.720653300096564","0.67629378621189","0.765012813981239","2"
"No","1997","Couple + C. LE 16 ","Male","729","0.534551371940146","0.508002330354052","0.561100413526239","2"
"No","1997","Couple + C. LE 16 ","Female","993","0.723002918757421","0.699314450171245","0.746691387343597","2"
"No","1997","Couple + C. GT 16 ","Female","726","0.725311847205116","0.698144885980676","0.752478808429556","2"
"No","1997","Couple + C. LE and GT 16","Male","349","0.587614370097704","0.54806062833703","0.627168111858379","2"
