"ple0044_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"No","1987","Not Employed","direct migration background","849","0.988746903463478","0.981684764313012","0.995809042613943","2"
"No","1987","Employed","no migration background","2299","0.513712570431847","0.499055514913001","0.528369625950692","2"
"No","1987","Not Employed","indirect migration background","74","0.994675988314428","0.978315298458397","1.01103667817046","2"
"No","1987","Employed","direct migration background","1095","0.551628626291783","0.529549366589272","0.573707885994295","2"
"No","1987","Employed","indirect migration background","54","0.591321328833031","0.493993326044288","0.688649331621773","2"
"Yes","1987","Not Employed","no migration background","36","0.00922140947179131","0.00571892577537331","0.0127238931682093","1"
"Yes","1987","Not Employed","direct migration background","8","","","","1"
"Yes","1987","Not Employed","indirect migration background","2","","","","1"
"Yes","1987","Employed","no migration background","2168","0.486287429568153","0.471630374049308","0.500944485086999","1"
"Yes","1987","Employed","direct migration background","854","0.448371373708217","0.426292114005705","0.470450633410728","1"
"Yes","1987","Employed","indirect migration background","44","0.408678671166969","0.311350668378227","0.506006673955712","1"
"No","1988","Not Employed","no migration background","2627","0.991111693451835","0.987540196544797","0.994683190358874","2"
"No","1988","Not Employed","direct migration background","800","0.990134546985404","0.983315605764625","0.996953488206183","2"
"No","1988","Not Employed","indirect migration background","95","0.990840210094373","0.971783100034852","1.00989732015389","2"
"No","1988","Employed","no migration background","2169","0.500755993172608","0.485840879259397","0.515671107085818","2"
"No","1988","Employed","direct migration background","1058","0.546969294526721","0.524218188252714","0.569720400800728","2"
"No","1988","Employed","indirect migration background","57","0.410698365157469","0.322677065246026","0.498719665068913","2"
"Yes","1988","Not Employed","no migration background","26","","","","1"
"Yes","1988","Not Employed","direct migration background","7","","","","1"
"Yes","1988","Not Employed","indirect migration background","1","","","","1"
"Yes","1988","Employed","no migration background","2148","0.499244006827392","0.484328892914182","0.514159120740603","1"
"Yes","1988","Employed","direct migration background","781","0.453030705473279","0.430279599199272","0.475781811747286","1"
"Yes","1988","Employed","indirect migration background","63","0.589301634842531","0.501280334931087","0.677322934753974","1"
"No","1989","Not Employed","no migration background","2484","0.990337566157345","0.986515240673006","0.994159891641684","2"
"No","1989","Not Employed","direct migration background","801","0.996536553234458","0.99248322103505","1.00058988543387","2"
"No","1989","Not Employed","indirect migration background","108","0.998584449453477","0.991526314916909","1.00564258399004","2"
"No","1989","Employed","no migration background","2261","0.527588279271348","0.512614133556424","0.542562424986271","2"
"No","1989","Employed","direct migration background","1051","0.580080783323334","0.557120564308793","0.603041002337875","2"
"No","1989","Employed","indirect migration background","80","0.525496124073388","0.445046897351276","0.6059453507955","2"
"Yes","1989","Not Employed","no migration background","32","0.00966243384265498","0.00584010835831627","0.0134847593269937","1"
"Yes","1989","Not Employed","direct migration background","6","","","","1"
"Yes","1989","Not Employed","indirect migration background","1","","","","1"
"Yes","1989","Employed","no migration background","2009","0.472411720728653","0.457437575013729","0.487385866443576","1"
"Yes","1989","Employed","direct migration background","724","0.419919216676666","0.396958997662125","0.442879435691207","1"
"Yes","1989","Employed","indirect migration background","68","0.474503875926612","0.3940546492045","0.554953102648724","1"
"No","1990","Not Employed","no migration background","","","","","2"
"No","1990","Not Employed","direct migration background","","","","","2"
"No","1990","Not Employed","indirect migration background","","","","","2"
"No","1990","Employed","no migration background","","","","","2"
"No","1990","Employed","direct migration background","","","","","2"
"No","1990","Employed","indirect migration background","","","","","2"
"Yes","1990","Not Employed","no migration background","","","","","1"
"Yes","1990","Not Employed","direct migration background","","","","","1"
"Yes","1990","Not Employed","indirect migration background","","","","","1"
"Yes","1990","Employed","no migration background","","","","","1"
"Yes","1990","Employed","direct migration background","","","","","1"
"Yes","1990","Employed","indirect migration background","","","","","1"
"No","1991","Not Employed","no migration background","2345","0.990635487841052","0.986761062884034","0.99450991279807","2"
"No","1991","Not Employed","direct migration background","747","0.986377957889546","0.978126013799247","0.994629901979845","2"
"No","1991","Not Employed","indirect migration background","131","0.99136678585783","0.975644137205886","1.00708943450977","2"
"No","1991","Employed","no migration background","2355","0.557086440856707","0.542078157956352","0.572094723757061","2"
"No","1991","Employed","direct migration background","1025","0.575959374526145","0.55264480751869","0.5992739415336","2"
"No","1991","Employed","indirect migration background","104","0.48417132565528","0.416740397700793","0.551602253609767","2"
"Yes","1991","Not Employed","no migration background","29","","","","1"
"Yes","1991","Not Employed","direct migration background","11","","","","1"
"Yes","1991","Not Employed","indirect migration background","2","","","","1"
"Yes","1991","Employed","no migration background","1853","0.442913559143293","0.427905276242939","0.457921842043648","1"
"Yes","1991","Employed","direct migration background","701","0.424040625473855","0.4007260584664","0.44735519248131","1"
"Yes","1991","Employed","indirect migration background","107","0.51582867434472","0.448397746390233","0.583259602299207","1"
"No","1992","Not Employed","no migration background","3250","0.98836115932572","0.984702918828087","0.992019399823353","2"
"No","1992","Not Employed","direct migration background","800","0.994435579469402","0.989293741748273","0.999577417190532","2"
"No","1992","Not Employed","indirect migration background","156","0.997742817830241","0.99031962272376","1.00516601293672","2"
"No","1992","Employed","no migration background","3494","0.517100353312658","0.505408369273286","0.528792337352031","2"
"No","1992","Employed","direct migration background","1042","0.571882039121769","0.548484430943493","0.595279647300044","2"
"No","1992","Employed","indirect migration background","142","0.580575463028433","0.518785020672982","0.642365905383885","2"
"Yes","1992","Not Employed","no migration background","52","0.01163884067428","0.00798060017664712","0.015297081171913","1"
"Yes","1992","Not Employed","indirect migration background","1","","","","1"
"Yes","1992","Employed","no migration background","3523","0.482899646687342","0.471207662647969","0.494591630726714","1"
"Yes","1992","Employed","direct migration background","676","0.428117960878232","0.404720352699956","0.451515569056507","1"
"Yes","1992","Not Employed","direct migration background","4","","","","1"
"Yes","1992","Employed","indirect migration background","103","0.419424536971567","0.357634094616115","0.481214979327018","1"
"No","1993","Not Employed","no migration background","","","","","2"
"No","1993","Not Employed","direct migration background","","","","","2"
"No","1993","Not Employed","indirect migration background","","","","","2"
"No","1993","Employed","no migration background","","","","","2"
"No","1993","Employed","direct migration background","","","","","2"
"No","1993","Employed","indirect migration background","","","","","2"
"Yes","1993","Not Employed","no migration background","","","","","1"
"Yes","1993","Not Employed","direct migration background","","","","","1"
"Yes","1993","Not Employed","indirect migration background","","","","","1"
"Yes","1993","Employed","no migration background","","","","","1"
"Yes","1993","Employed","direct migration background","","","","","1"
"Yes","1993","Employed","indirect migration background","","","","","1"
"No","1994","Not Employed","no migration background","3512","0.984651968310654","0.980621657520754","0.988682279100555","2"
"No","1994","Not Employed","direct migration background","828","0.988930802117447","0.9818512116097","0.996010392625194","2"
"No","1994","Not Employed","indirect migration background","165","0.948778566079774","0.915928720072844","0.981628412086704","2"
"No","1994","Employed","no migration background","3403","0.544800192160648","0.532625342639134","0.556975041682162","2"
"No","1994","Employed","direct migration background","879","0.583489106917347","0.558541320353873","0.608436893480821","2"
"No","1994","Employed","indirect migration background","193","0.603317848418038","0.549633564274426","0.657002132561651","2"
"Yes","1994","Not Employed","no migration background","62","0.0153480316893454","0.0113177208994452","0.0193783424792456","1"
"Yes","1994","Not Employed","direct migration background","11","","","","1"
"Yes","1994","Not Employed","indirect migration background","8","","","","1"
"Yes","1994","Employed","no migration background","3024","0.455199807839352","0.443024958317838","0.467374657360866","1"
"Yes","1994","Employed","direct migration background","621","0.416510893082653","0.391563106519179","0.441458679646127","1"
"Yes","1994","Employed","indirect migration background","126","0.396682151581961","0.342997867438349","0.450366435725574","1"
"No","1995","Not Employed","no migration background","3518","0.992374883539586","0.989514583383199","0.995235183695972","2"
"No","1995","Not Employed","direct migration background","1094","0.989705853233594","0.983749114088589","0.995662592378599","2"
"No","1995","Not Employed","indirect migration background","168","0.99162524954728","0.977966537114093","1.00528396198047","2"
"No","1995","Employed","no migration background","3207","0.529988965392648","0.517569593350585","0.542408337434711","2"
"No","1995","Employed","direct migration background","893","0.53829856848826","0.513878625367362","0.562718511609159","2"
"No","1995","Employed","indirect migration background","178","0.457865455787612","0.403865090877562","0.511865820697661","2"
"Yes","1995","Not Employed","no migration background","35","0.00762511646041429","0.00476481630402802","0.0104854166168006","1"
"Yes","1995","Not Employed","direct migration background","9","","","","1"
"Yes","1995","Not Employed","indirect migration background","3","","","","1"
"Yes","1995","Employed","no migration background","2997","0.470011034607352","0.457591662565289","0.482430406649415","1"
"Yes","1995","Employed","direct migration background","708","0.461701431511739","0.437281488390841","0.486121374632638","1"
"Yes","1995","Employed","indirect migration background","149","0.542134544212388","0.488134179302339","0.596134909122438","1"
"No","1996","Not Employed","no migration background","3363","0.996883500544333","0.995004141636247","0.998762859452418","2"
"No","1996","Not Employed","direct migration background","1009","0.99854738331821","0.996199738640964","1.00089502799546","2"
"No","1996","Not Employed","indirect migration background","178","1","1","1","2"
"No","1996","Employed","no migration background","3346","0.536226439336233","0.523821365835574","0.548631512836891","2"
"No","1996","Employed","direct migration background","859","0.535469842329545","0.510272524952532","0.560667159706558","2"
"No","1996","Employed","indirect migration background","207","0.608446844440779","0.556867531191581","0.660026157689976","2"
"Yes","1996","Not Employed","no migration background","16","","","","1"
"Yes","1996","Not Employed","direct migration background","2","","","","1"
"Yes","1996","Not Employed","indirect migration background","","","","","1"
"Yes","1996","Employed","no migration background","2862","0.463773560663767","0.451368487163109","0.476178634164425","1"
"Yes","1996","Employed","direct migration background","646","0.464530157670455","0.439332840293442","0.489727475047468","1"
"Yes","1996","Employed","indirect migration background","137","0.391553155559221","0.339973842310024","0.443132468808419","1"
"No","1997","Not Employed","no migration background","3450","0.996694404390154","0.994785423543901","0.998603385236407","2"
"No","1997","Not Employed","direct migration background","1013","0.999742556965907","0.998755110008751","1.00073000392306","2"
"No","1997","Not Employed","indirect migration background","200","0.99716456838491","0.989813625128809","1.00451551164101","2"
"No","1997","Employed","no migration background","3137","0.532433288562164","0.519789440196749","0.545077136927578","2"
"No","1997","Employed","direct migration background","760","0.529347543060186","0.503050878783034","0.555644207337339","2"
"No","1997","Employed","indirect migration background","207","0.552524906691464","0.500357921234197","0.604691892148732","2"
"Yes","1997","Not Employed","no migration background","23","","","","1"
"Yes","1997","Not Employed","direct migration background","1","","","","1"
"Yes","1997","Not Employed","indirect migration background","1","","","","1"
"Yes","1997","Employed","no migration background","2845","0.467566711437836","0.454922863072422","0.480210559803251","1"
"Yes","1997","Employed","direct migration background","624","0.470652456939813","0.444355792662661","0.496949121216965","1"
"Yes","1997","Employed","indirect migration background","142","0.447475093308536","0.395308107851268","0.499642078765803","1"
"No","1998","Not Employed","no migration background","4130","0.998907207868836","0.997900544649774","0.999913871087899","2"
"No","1998","Not Employed","direct migration background","1004","0.99939672932332","0.997879419845784","1.00091403880086","2"
"No","1998","Not Employed","indirect migration background","203","0.995654903930317","0.986651115725","1.00465869213563","2"
"No","1998","Employed","no migration background","3385","0.509603991228466","0.497631133679527","0.521576848777404","2"
"No","1998","Employed","direct migration background","707","0.525766883735941","0.498612742757426","0.552921024714456","2"
"No","1998","Employed","indirect migration background","210","0.602853367796789","0.552238028264493","0.653468707329084","2"
"Yes","1998","Not Employed","no migration background","8","","","","1"
"Yes","1998","Not Employed","direct migration background","2","","","","1"
"Yes","1998","Not Employed","indirect migration background","2","","","","1"
"Yes","1998","Employed","no migration background","3312","0.490396008771534","0.478423151222596","0.502368866320473","1"
"Yes","1998","Employed","direct migration background","592","0.474233116264059","0.447078975285544","0.501387257242574","1"
"Yes","1998","Employed","indirect migration background","149","0.397146632203211","0.346531292670916","0.447761971735507","1"
"No","1999","Not Employed","no migration background","3661","0.974720319196953","0.969712883098859","0.979727755295047","2"
"No","1999","Not Employed","direct migration background","873","0.977926596554359","0.968295691285862","0.987557501822856","2"
"No","1999","Employed","direct migration background","674","0.541870873988414","0.513958341744482","0.569783406232345","2"
"No","1999","Not Employed","indirect migration background","174","0.904624265013562","0.86274777681469","0.946500753212434","2"
"No","1999","Employed","no migration background","3512","0.526763192477911","0.514822219493466","0.538704165462357","2"
"No","1999","Employed","indirect migration background","217","0.572678801525541","0.52358252457847","0.621775078472611","2"
"Yes","1999","Not Employed","no migration background","114","0.0252796808030474","0.0202722447049533","0.0302871169011414","1"
"Yes","1999","Not Employed","indirect migration background","15","","","","1"
"Yes","1999","Not Employed","direct migration background","21","","","","1"
"Yes","1999","Employed","no migration background","3204","0.473236807522089","0.461295834537643","0.485177780506534","1"
"Yes","1999","Employed","direct migration background","550","0.458129126011586","0.430216593767655","0.486041658255518","1"
"Yes","1999","Employed","indirect migration background","173","0.427321198474459","0.378224921527389","0.47641747542153","1"
"No","2000","Not Employed","no migration background","7395","0.993988929196592","0.992233099316602","0.995744759076582","2"
"No","2000","Not Employed","direct migration background","1355","0.989889338638963","0.984584088723656","0.995194588554271","2"
"No","2000","Employed","direct migration background","983","0.521294352264953","0.498543200609809","0.544045503920097","2"
"No","2000","Not Employed","indirect migration background","244","0.991951112029566","0.980807841093522","1.00309438296561","2"
"No","2000","Employed","no migration background","6167","0.518708213313435","0.50975057368788","0.52766585293899","2"
"No","2000","Employed","indirect migration background","318","0.568763584130187","0.527597998296436","0.609929169963937","2"
"Yes","2000","Not Employed","no migration background","50","0.00601107080340808","0.00425524092341818","0.00776690068339798","1"
"Yes","2000","Not Employed","indirect migration background","3","","","","1"
"Yes","2000","Not Employed","direct migration background","11","","","","1"
"Yes","2000","Employed","no migration background","5785","0.481291786686565","0.47233414706101","0.49024942631212","1"
"Yes","2000","Employed","direct migration background","869","0.478705647735047","0.455954496079903","0.501456799390191","1"
"Yes","2000","Employed","indirect migration background","238","0.431236415869813","0.390070830036063","0.472402001703564","1"
"No","2001","Not Employed","no migration background","6717","0.997466950627792","0.996267017586121","0.998666883669464","2"
"No","2001","Not Employed","direct migration background","1143","0.995531403552697","0.991671473523177","0.999391333582216","2"
"No","2001","Employed","direct migration background","900","0.513573136017974","0.489743650613651","0.537402621422298","2"
"No","2001","Not Employed","indirect migration background","232","0.997949448079369","0.992141004344696","1.00375789181404","2"
"No","2001","Employed","no migration background","5714","0.515675998018411","0.50636556305449","0.524986432982331","2"
"No","2001","Employed","indirect migration background","295","0.56488487569801","0.522149760139563","0.607619991256457","2"
"Yes","2001","Not Employed","no migration background","24","","","","1"
"Yes","2001","Not Employed","indirect migration background","1","","","","1"
"Yes","2001","Not Employed","direct migration background","4","","","","1"
"Yes","2001","Employed","no migration background","5354","0.484324001981589","0.475013567017669","0.49363443694551","1"
"Yes","2001","Employed","direct migration background","790","0.486426863982026","0.462597378577702","0.510256349386349","1"
"Yes","2001","Employed","indirect migration background","222","0.43511512430199","0.392380008743543","0.477850239860437","1"
"No","2002","Not Employed","no migration background","6917","0.995545938712975","0.993980172443951","0.997111704981999","2"
"No","2002","Employed","direct migration background","860","0.535952516297173","0.511577246185618","0.560327786408729","2"
"No","2002","Not Employed","direct migration background","1099","0.992992285469828","0.988082715474269","0.997901855465388","2"
"No","2002","Not Employed","indirect migration background","238","0.997639021433579","0.991486092817117","1.00379195005004","2"
"No","2002","Employed","no migration background","6055","0.513664632696061","0.504712299804334","0.522616965587788","2"
"No","2002","Employed","indirect migration background","280","0.557736604201814","0.514758774503355","0.600714433900272","2"
"Yes","2002","Not Employed","no migration background","31","0.00445406128702501","0.00288829501800069","0.00601982755604934","1"
"Yes","2002","Not Employed","indirect migration background","1","","","","1"
"Yes","2002","Employed","no migration background","5919","0.486335367303939","0.477383034412211","0.495287700195666","1"
"Yes","2002","Employed","direct migration background","748","0.464047483702827","0.439672213591271","0.488422753814382","1"
"Yes","2002","Not Employed","direct migration background","10","","","","1"
"Yes","2002","Employed","indirect migration background","233","0.442263395798186","0.399285566099728","0.485241225496645","1"
"No","2003","Not Employed","no migration background","6850","0.99585455402354","0.994337206331066","0.997371901716013","2"
"No","2003","Not Employed","direct migration background","1059","0.983589492679368","0.975969923637275","0.991209061721462","2"
"No","2003","Not Employed","indirect migration background","246","0.995827815966041","0.987805567561873","1.00385006437021","2"
"No","2003","Employed","direct migration background","735","0.484806436634004","0.459361967633323","0.510250905634684","2"
"No","2003","Employed","no migration background","5914","0.522393840785601","0.513233914347385","0.531553767223818","2"
"No","2003","Employed","indirect migration background","268","0.550488712509916","0.50723127940122","0.593746145618612","2"
"Yes","2003","Not Employed","no migration background","38","0.00414544597646031","0.00262809828398696","0.00566279366893367","1"
"Yes","2003","Not Employed","indirect migration background","2","","","","1"
"Yes","2003","Employed","no migration background","5509","0.477606159214399","0.468446232776182","0.486766085652615","1"
"Yes","2003","Not Employed","direct migration background","9","","","","1"
"Yes","2003","Employed","direct migration background","747","0.515193563365996","0.489749094365316","0.540638032366677","1"
"Yes","2003","Employed","indirect migration background","240","0.449511287490084","0.406253854381388","0.49276872059878","1"
"No","2004","Not Employed","no migration background","6837","0.994720706151312","0.993007983364148","0.996433428938476","2"
"No","2004","Not Employed","direct migration background","1065","0.994167221587987","0.989608761493355","0.998725681682619","2"
"No","2004","Not Employed","indirect migration background","258","0.983836073205703","0.968566311701157","0.999105834710248","2"
"No","2004","Employed","direct migration background","719","0.509649915422128","0.483538172031572","0.535761658812683","2"
"No","2004","Employed","no migration background","5516","0.509430539590642","0.500079509789975","0.518781569391309","2"
"No","2004","Employed","indirect migration background","285","0.582079820380599","0.539890125750648","0.624269515010551","2"
"Yes","2004","Not Employed","no migration background","40","0.00527929384868798","0.00356657106152421","0.00699201663585175","1"
"Yes","2004","Not Employed","indirect migration background","4","","","","1"
"Yes","2004","Employed","no migration background","5463","0.490569460409358","0.481218430608691","0.499920490210025","1"
"Yes","2004","Not Employed","direct migration background","7","","","","1"
"Yes","2004","Employed","direct migration background","689","0.490350084577872","0.464238341187316","0.516461827968428","1"
"Yes","2004","Employed","indirect migration background","240","0.417920179619401","0.375730484989449","0.460109874249352","1"
"No","2005","Not Employed","no migration background","6608","0.998067552543453","0.997010031628736","0.99912507345817","2"
"No","2005","Not Employed","direct migration background","1009","0.991442198235325","0.985775502678851","0.997108893791798","2"
"No","2005","Not Employed","indirect migration background","282","0.995593610815268","0.987903933109758","1.00328328852078","2"
"No","2005","Employed","direct migration background","656","0.496063624908048","0.468905539861494","0.523221709954602","2"
"No","2005","Employed","no migration background","5320","0.512820428841041","0.503278086818911","0.522362770863171","2"
"No","2005","Employed","indirect migration background","298","0.608477411447826","0.566765906361569","0.650188916534084","2"
"Yes","2005","Not Employed","no migration background","17","","","","1"
"Yes","2005","Not Employed","indirect migration background","3","","","","1"
"Yes","2005","Employed","no migration background","5220","0.487179571158959","0.477637229136829","0.496721913181089","1"
"Yes","2005","Not Employed","direct migration background","6","","","","1"
"Yes","2005","Employed","direct migration background","646","0.503936375091952","0.476778290045398","0.531094460138506","1"
"Yes","2005","Employed","indirect migration background","228","0.391522588552174","0.349811083465916","0.433234093638431","1"
"No","2006","Not Employed","no migration background","7288","0.997722153068899","0.996629014209684","0.998815291928115","2"
"No","2006","Not Employed","direct migration background","1023","0.997855495409286","0.995024939565417","1.00068605125316","2"
"No","2006","Not Employed","indirect migration background","257","0.997834609768788","0.992162617812314","1.00350660172526","2"
"No","2006","Employed","no migration background","5511","0.503053307481461","0.493752741328998","0.512353873633924","2"
"No","2006","Employed","direct migration background","633","0.482128438342009","0.454997282926644","0.509259593757374","2"
"No","2006","Employed","indirect migration background","306","0.616328809525029","0.575390087906487","0.657267531143572","2"
"Yes","2006","Not Employed","no migration background","18","","","","1"
"Yes","2006","Not Employed","direct migration background","3","","","","1"
"Yes","2006","Not Employed","indirect migration background","1","","","","1"
"Yes","2006","Employed","no migration background","5591","0.496946692518539","0.487646126366076","0.506247258671002","1"
"Yes","2006","Employed","direct migration background","670","0.517871561657991","0.490740406242626","0.545002717073356","1"
"Yes","2006","Employed","indirect migration background","236","0.383671190474971","0.342732468856428","0.424609912093513","1"
"No","2007","Not Employed","no migration background","6858","0.995303716023182","0.993688912941039","0.996918519105325","2"
"No","2007","Not Employed","direct migration background","884","0.997868528253302","0.994831787742672","1.00090526876393","2"
"No","2007","Not Employed","indirect migration background","232","0.999345791884772","0.9960626776956","1.00262890607395","2"
"No","2007","Employed","no migration background","5225","0.517143735551434","0.507512513602919","0.52677495749995","2"
"No","2007","Employed","direct migration background","578","0.465893309314417","0.437479498415026","0.494307120213807","2"
"No","2007","Employed","indirect migration background","295","0.566852382256071","0.524785779568748","0.608918984943395","2"
"Yes","2007","Not Employed","no migration background","28","","","","1"
"Yes","2007","Not Employed","direct migration background","2","","","","1"
"Yes","2007","Not Employed","indirect migration background","1","","","","1"
"Yes","2007","Employed","no migration background","5116","0.482856264448566","0.47322504250005","0.492487486397082","1"
"Yes","2007","Employed","direct migration background","606","0.534106690685584","0.505692879786193","0.562520501584974","1"
"Yes","2007","Employed","indirect migration background","238","0.433147617743929","0.391081015056605","0.475214220431252","1"
"No","2008","Not Employed","no migration background","6448","0.99462220980072","0.992842055729002","0.996402363872437","2"
"No","2008","Not Employed","direct migration background","800","0.998595836556203","0.996007481958071","1.00118419115433","2"
"No","2008","Not Employed","indirect migration background","204","0.992705970594279","0.981114007489664","1.00429793369889","2"
"No","2008","Employed","no migration background","5287","0.544278619481504","0.53449083939441","0.554066399568599","2"
"No","2008","Employed","direct migration background","507","0.468804829628906","0.438692458202925","0.498917201054886","2"
"No","2008","Employed","indirect migration background","319","0.564348840624729","0.522720116969035","0.605977564280422","2"
"Yes","2008","Not Employed","no migration background","36","0.00537779019927998","0.0035976361275625","0.00715794427099746","1"
"Yes","2008","Not Employed","direct migration background","4","","","","1"
"Yes","2008","Not Employed","indirect migration background","3","","","","1"
"Yes","2008","Employed","no migration background","4659","0.455721380518496","0.445933600431401","0.46550916060559","1"
"Yes","2008","Employed","direct migration background","548","0.531195170371095","0.501082798945114","0.561307541797075","1"
"Yes","2008","Employed","indirect migration background","226","0.435651159375271","0.394022435719578","0.477279883030965","1"
"No","2009","Not Employed","no migration background","5969","0.994670492358813","0.992828212400002","0.996512772317625","2"
"No","2009","Not Employed","direct migration background","682","0.998934934106145","0.996490508189388","1.0013793600229","2"
"No","2009","Not Employed","indirect migration background","192","0.984840503000664","0.967646675219346","1.00203433078198","2"
"No","2009","Employed","no migration background","5205","0.564120727512676","0.554106028868783","0.574135426156569","2"
"No","2009","Employed","direct migration background","468","0.478921645180146","0.447037410712042","0.51080587964825","2"
"No","2009","Employed","indirect migration background","287","0.603126485320254","0.560199728616085","0.646053242024423","2"
"Yes","2009","Not Employed","no migration background","31","0.0053295076411866","0.0034872276823747","0.0071717875999985","1"
"Yes","2009","Not Employed","direct migration background","2","","","","1"
"Yes","2009","Not Employed","indirect migration background","2","","","","1"
"Yes","2009","Employed","no migration background","4213","0.435879272487324","0.425864573843431","0.445893971131217","1"
"Yes","2009","Employed","direct migration background","475","0.521078354819854","0.48919412035175","0.552962589287958","1"
"Yes","2009","Employed","indirect migration background","212","0.396873514679746","0.353946757975577","0.439800271383915","1"
"No","2010","Not Employed","no migration background","6862","0.995773915440505","0.994243719083209","0.9973041117978","2"
"No","2010","Not Employed","direct migration background","1198","0.997334512070975","0.99441973972072","1.00024928442123","2"
"No","2010","Not Employed","indirect migration background","340","0.97693643537195","0.961074168988473","0.992798701755426","2"
"No","2010","Employed","no migration background","7163","0.562398057220957","0.553829939846878","0.570966174595036","2"
"No","2010","Employed","direct migration background","819","0.510154636642977","0.486135806554605","0.53417346673135","2"
"No","2010","Employed","indirect migration background","459","0.601864024741419","0.567729060769792","0.635998988713046","2"
"Yes","2010","Not Employed","no migration background","42","0.00422608455949542","0.00269588820220016","0.00575628091679068","1"
"Yes","2010","Not Employed","direct migration background","4","","","","1"
"Yes","2010","Not Employed","indirect migration background","4","","","","1"
"Yes","2010","Employed","no migration background","5715","0.437601942779043","0.429033825404964","0.446170060153122","1"
"Yes","2010","Employed","direct migration background","845","0.489845363357023","0.46582653326865","0.513864193445395","1"
"Yes","2010","Employed","indirect migration background","331","0.398135975258581","0.364001011286954","0.432270939230208","1"
"No","2011","Not Employed","no migration background","8326","0.993686649359544","0.991993147834962","0.995380150884126","2"
"No","2011","Not Employed","direct migration background","1290","0.99172152217949","0.986803625399204","0.996639418959776","2"
"No","2011","Not Employed","indirect migration background","381","0.980965905515878","0.967421723566119","0.994510087465638","2"
"No","2011","Employed","no migration background","5092","0.572029684175478","0.561783582324876","0.582275786026081","2"
"No","2011","Employed","direct migration background","714","0.533729196589572","0.507809779381314","0.559648613797829","2"
"No","2011","Employed","indirect migration background","336","0.607872288185621","0.56750776065838","0.648236815712863","2"
"Yes","2011","Not Employed","no migration background","77","0.00631335064045573","0.00461984911587394","0.00800685216503751","1"
"Yes","2011","Not Employed","direct migration background","14","","","","1"
"Yes","2011","Not Employed","indirect migration background","10","","","","1"
"Yes","2011","Employed","no migration background","3866","0.427970315824522","0.417724213973919","0.438216417675124","1"
"Yes","2011","Employed","direct migration background","709","0.466270803410428","0.440351386202171","0.492190220618686","1"
"Yes","2011","Employed","indirect migration background","226","0.392127711814379","0.351763184287137","0.43249223934162","1"
"No","2012","Not Employed","no migration background","8209","0.989768097585552","0.98760520091984","0.991930994251263","2"
"No","2012","Employed","direct migration background","982","0.546821223747677","0.524192197898234","0.569450249597121","2"
"No","2012","Not Employed","direct migration background","1145","0.984010728004667","0.976792454092123","0.991229001917211","2"
"No","2012","Not Employed","indirect migration background","332","0.980002718343129","0.965122553085691","0.994882883600568","2"
"No","2012","Employed","no migration background","8628","0.589359596712561","0.581434956178107","0.597284237247015","2"
"No","2012","Employed","indirect migration background","577","0.650952204166319","0.620250703883632","0.681653704449005","2"
