"ple0044_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","1985","Hamburg","indirect migration background","1","","","","1"
"Yes","1985","Lower Saxony","no migration background","580","0.622529635118012","0.591622864245294","0.653436405990729","1"
"Yes","1985","Lower Saxony","direct migration background","102","0.611625912742437","0.53489854431133","0.688353281173544","1"
"Yes","1985","Lower Saxony","indirect migration background","5","","","","1"
"Yes","1985","Bremen","no migration background","63","0.696733481686938","0.601766549332697","0.79170041404118","1"
"Yes","1985","Bremen","direct migration background","21","","","","1"
"Yes","1985","Bremen","indirect migration background","","","","","1"
"Yes","1985","North Rhine-Westphalia","no migration background","1263","0.595330977525896","0.574452332300399","0.616209622751393","1"
"Yes","1985","North Rhine-Westphalia","direct migration background","500","0.636815693414546","0.603635284081242","0.669996102747849","1"
"Yes","1985","North Rhine-Westphalia","indirect migration background","30","0.749387026905356","0.621337902724229","0.877436151086482","1"
"Yes","1985","Hesse","no migration background","414","0.598923626496332","0.562744940023041","0.635102312969623","1"
"Yes","1985","Hesse","direct migration background","222","0.615248206249686","0.568882870177809","0.661613542321563","1"
"Yes","1985","Hesse","indirect migration background","7","","","","1"
"Yes","1985","Rhineland-Palatinate,Saarland","no migration background","390","0.616617903642942","0.578801066134169","0.654434741151715","1"
"Yes","1985","Rhineland-Palatinate,Saarland","direct migration background","70","0.620565206848811","0.537470237799669","0.703660175897954","1"
"Yes","1985","Rhineland-Palatinate,Saarland","indirect migration background","7","","","","1"
"Yes","1985","Baden-Württemberg","no migration background","770","0.634018370693657","0.607054426481255","0.66098231490606","1"
"Yes","1985","Baden-Württemberg","direct migration background","479","0.6196018665525","0.585896855207881","0.653306877897118","1"
"Yes","1985","Baden-Württemberg","indirect migration background","18","","","","1"
"Yes","1985","Bavaria","no migration background","893","0.600963439263636","0.576090270742116","0.625836607785155","1"
"Yes","1985","Bavaria","direct migration background","228","0.625222552301464","0.577485721273363","0.672959383329565","1"
"Yes","1985","Bavaria","indirect migration background","22","","","","1"
"Yes","1985","Berlin","no migration background","138","0.516206708252272","0.455695031326749","0.576718385177795","1"
"Yes","1985","Berlin","direct migration background","56","0.597141203642916","0.501957423125355","0.692324984160478","1"
"Yes","1985","Berlin","indirect migration background","4","","","","1"
"Yes","1985","Brandenburg","no migration background","","","","","1"
"Yes","1985","Brandenburg","direct migration background","","","","","1"
"Yes","1985","Brandenburg","indirect migration background","","","","","1"
"Yes","1985","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","1985","Saxony","no migration background","","","","","1"
"Yes","1985","Saxony","direct migration background","","","","","1"
"Yes","1985","Saxony","indirect migration background","","","","","1"
"Yes","1985","Saxony-Anhalt","no migration background","","","","","1"
"Yes","1985","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","1985","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","1985","Thuringia","no migration background","","","","","1"
"Yes","1985","Thuringia","direct migration background","","","","","1"
"Yes","1985","Thuringia","indirect migration background","","","","","1"
"No","1986","Bremen","direct migration background","11","","","","2"
"No","1986","Schleswig-Holstein","no migration background","178","0.665519280705098","0.609957766662663","0.721080794747533","2"
"No","1986","Hamburg","direct migration background","46","0.740645925241955","0.634908682823178","0.846383167660732","2"
"No","1986","Lower Saxony","direct migration background","102","0.571312621089218","0.497353604899177","0.645271637279259","2"
"No","1986","North Rhine-Westphalia","no migration background","1380","0.701527890217457","0.68159284681661","0.721462933618304","2"
"No","1986","Schleswig-Holstein","direct migration background","15","","","","2"
"No","1986","Schleswig-Holstein","indirect migration background","1","","","","2"
"No","1986","Hamburg","no migration background","130","0.762129973779806","0.698683217912912","0.825576729646699","2"
"No","1986","Hesse","direct migration background","246","0.680771324369436","0.633776095802345","0.727766552936528","2"
"No","1986","Hamburg","indirect migration background","2","","","","2"
"No","1986","Hesse","indirect migration background","7","","","","2"
"No","1986","Rhineland-Palatinate,Saarland","no migration background","432","0.706436102318166","0.670819209069085","0.742052995567247","2"
"No","1986","Lower Saxony","indirect migration background","5","","","","2"
"No","1986","Rhineland-Palatinate,Saarland","indirect migration background","6","","","","2"
"No","1986","Bremen","indirect migration background","","","","","2"
"No","1986","Bremen","no migration background","59","0.69985964989428","0.601848357035657","0.797870942752902","2"
"No","1986","North Rhine-Westphalia","direct migration background","499","0.671598140437092","0.638383846303207","0.704812434570978","2"
"No","1986","North Rhine-Westphalia","indirect migration background","28","","","","2"
"No","1986","Hesse","no migration background","442","0.689894056110747","0.65447200642279","0.725316105798703","2"
"No","1986","Lower Saxony","no migration background","612","0.694463620494386","0.66464966235883","0.724277578629943","2"
"No","1986","Rhineland-Palatinate,Saarland","direct migration background","81","0.644147242412755","0.560550267473565","0.727744217351946","2"
"No","1986","Baden-Württemberg","no migration background","747","0.648853600510239","0.621584090847633","0.676123110172844","2"
"No","1986","Baden-Württemberg","direct migration background","527","0.694891126621265","0.662368281529656","0.727413971712874","2"
"No","1986","Baden-Württemberg","indirect migration background","27","","","","2"
"No","1986","Bavaria","no migration background","857","0.664687791886811","0.639410576691511","0.689965007082111","2"
"No","1986","Bavaria","direct migration background","234","0.677222548073178","0.629775305927302","0.724669790219053","2"
"No","1986","Bavaria","indirect migration background","18","","","","2"
"No","1986","Berlin","no migration background","156","0.675913676455767","0.617427058771149","0.734400294140386","2"
"No","1986","Berlin","direct migration background","60","0.621241292651297","0.528459040176452","0.714023545126143","2"
"No","1986","Berlin","indirect migration background","3","","","","2"
"No","1986","Brandenburg","no migration background","","","","","2"
"No","1986","Brandenburg","direct migration background","","","","","2"
"No","1986","Brandenburg","indirect migration background","","","","","2"
"No","1986","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","1986","Saxony","no migration background","","","","","2"
"No","1986","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","1986","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","1986","Saxony","direct migration background","","","","","2"
"No","1986","Saxony","indirect migration background","","","","","2"
"No","1986","Saxony-Anhalt","no migration background","","","","","2"
"No","1986","Saxony-Anhalt","direct migration background","","","","","2"
"No","1986","Saxony-Anhalt","indirect migration background","","","","","2"
"No","1986","Thuringia","no migration background","","","","","2"
"No","1986","Thuringia","direct migration background","","","","","2"
"No","1986","Thuringia","indirect migration background","","","","","2"
"Yes","1986","Schleswig-Holstein","no migration background","99","0.334480719294902","0.278919205252467","0.390042233337337","1"
"Yes","1986","Schleswig-Holstein","direct migration background","23","","","","1"
"Yes","1986","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","1986","Hamburg","no migration background","43","0.237870026220194","0.174423270353301","0.301316782087087","1"
"Yes","1986","Hamburg","direct migration background","20","","","","1"
"Yes","1986","Hamburg","indirect migration background","","","","","1"
"Yes","1986","Lower Saxony","no migration background","305","0.305536379505614","0.275722421370057","0.33535033764117","1"
"Yes","1986","Lower Saxony","direct migration background","70","0.428687378910782","0.35472836272074","0.502646395100823","1"
"Yes","1986","Lower Saxony","indirect migration background","5","","","","1"
"Yes","1986","Bremen","no migration background","25","","","","1"
"Yes","1986","Bremen","direct migration background","13","","","","1"
"Yes","1986","Bremen","indirect migration background","","","","","1"
"Yes","1986","North Rhine-Westphalia","no migration background","644","0.298472109782543","0.278537066381696","0.31840715318339","1"
"Yes","1986","North Rhine-Westphalia","direct migration background","269","0.328401859562908","0.295187565429022","0.361616153696793","1"
"Yes","1986","North Rhine-Westphalia","indirect migration background","17","","","","1"
"Yes","1986","Hesse","no migration background","213","0.310105943889254","0.274683894201297","0.34552799357721","1"
"Yes","1986","Hesse","direct migration background","132","0.319228675630564","0.272233447063472","0.366223904197655","1"
"Yes","1986","Hesse","indirect migration background","2","","","","1"
"Yes","1986","Rhineland-Palatinate,Saarland","no migration background","196","0.293563897681834","0.257947004432753","0.329180790930915","1"
"Yes","1986","Rhineland-Palatinate,Saarland","direct migration background","45","0.355852757587244","0.272255782648054","0.439449732526435","1"
"Yes","1986","Rhineland-Palatinate,Saarland","indirect migration background","3","","","","1"
"Yes","1986","Baden-Württemberg","no migration background","430","0.351146399489761","0.323876889827156","0.378415909152366","1"
"Yes","1986","Baden-Württemberg","direct migration background","243","0.305108873378735","0.272586028287126","0.337631718470344","1"
"Yes","1986","Baden-Württemberg","indirect migration background","16","","","","1"
"Yes","1986","Bavaria","no migration background","483","0.335312208113188","0.310034992917888","0.360589423308488","1"
"Yes","1986","Bavaria","direct migration background","139","0.322777451926822","0.275330209780947","0.370224694072698","1"
"Yes","1986","Bavaria","indirect migration background","13","","","","1"
"Yes","1986","Berlin","no migration background","90","0.324086323544233","0.265599705859614","0.382572941228851","1"
"Yes","1986","Berlin","direct migration background","45","0.378758707348703","0.285976454873857","0.471540959823548","1"
"Yes","1986","Berlin","indirect migration background","","","","","1"
"Yes","1986","Brandenburg","no migration background","","","","","1"
"Yes","1986","Brandenburg","direct migration background","","","","","1"
"Yes","1986","Brandenburg","indirect migration background","","","","","1"
"Yes","1986","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","1986","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","1986","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","1986","Saxony","no migration background","","","","","1"
"Yes","1986","Saxony","direct migration background","","","","","1"
"Yes","1986","Saxony","indirect migration background","","","","","1"
"Yes","1986","Saxony-Anhalt","no migration background","","","","","1"
"Yes","1986","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","1986","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","1986","Thuringia","no migration background","","","","","1"
"Yes","1986","Thuringia","direct migration background","","","","","1"
"Yes","1986","Thuringia","indirect migration background","","","","","1"
"No","1987","Bremen","direct migration background","12","","","","2"
"No","1987","North Rhine-Westphalia","direct migration background","555","0.756191643590136","0.725624580137288","0.786758707042983","2"
"No","1987","Rhineland-Palatinate,Saarland","no migration background","438","0.730961296113264","0.695998317422833","0.765924274803695","2"
"No","1987","Rhineland-Palatinate,Saarland","direct migration background","87","0.596097729943652","0.511750020007783","0.680445439879521","2"
"No","1987","Schleswig-Holstein","no migration background","187","0.713947175497221","0.660043004786226","0.767851346208216","2"
"No","1987","North Rhine-Westphalia","indirect migration background","42","0.87714677329387","0.787923975378794","0.966369571208946","2"
"No","1987","Hesse","direct migration background","253","0.733596067279098","0.690109848072922","0.777082286485273","2"
"No","1987","Hesse","no migration background","463","0.741150523921558","0.707163384992822","0.775137662850295","2"
"No","1987","Schleswig-Holstein","direct migration background","31","0.704377157510129","0.564699227993642","0.844055087026616","2"
"No","1987","Schleswig-Holstein","indirect migration background","2","","","","2"
"No","1987","Hamburg","no migration background","110","0.722126471956843","0.651606446173075","0.792646497740611","2"
"No","1987","Hamburg","direct migration background","45","0.740575760514938","0.630580696638424","0.850570824391453","2"
"No","1987","Hamburg","indirect migration background","2","","","","2"
"No","1987","Lower Saxony","direct migration background","112","0.650087046360725","0.577966465407637","0.722207627313814","2"
"No","1987","Lower Saxony","indirect migration background","5","","","","2"
"No","1987","Bremen","no migration background","58","0.766944732392174","0.673121090671204","0.860768374113145","2"
"No","1987","Bremen","indirect migration background","","","","","2"
"No","1987","North Rhine-Westphalia","no migration background","1403","0.725858141653254","0.706204693997977","0.74551158930853","2"
"No","1987","Hesse","indirect migration background","11","","","","2"
"No","1987","Rhineland-Palatinate,Saarland","indirect migration background","7","","","","2"
"No","1987","Baden-Württemberg","no migration background","769","0.692793377059933","0.666071774613818","0.719514979506047","2"
"No","1987","Baden-Württemberg","direct migration background","530","0.721314402714981","0.689333245120435","0.753295560309527","2"
"No","1987","Baden-Württemberg","indirect migration background","30","0.556151519992753","0.407651061012692","0.704651978972814","2"
"No","1987","Bavaria","no migration background","883","0.709779516628711","0.685050507527664","0.734508525729757","2"
"No","1987","Lower Saxony","no migration background","631","0.714746745242637","0.68542564248582","0.744067847999453","2"
"No","1987","Bavaria","direct migration background","244","0.684902511234215","0.636980907861989","0.732824114606441","2"
"No","1987","Bavaria","indirect migration background","24","","","","2"
"No","1987","Berlin","no migration background","182","0.777546254178721","0.724929331034139","0.830163177323302","2"
"No","1987","Berlin","direct migration background","75","0.609828898770559","0.519891479908175","0.699766317632943","2"
"No","1987","Berlin","indirect migration background","5","","","","2"
"No","1987","Brandenburg","no migration background","","","","","2"
"No","1987","Brandenburg","direct migration background","","","","","2"
"No","1987","Brandenburg","indirect migration background","","","","","2"
"No","1987","Saxony","no migration background","","","","","2"
"No","1987","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","1987","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","1987","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","1987","Saxony","direct migration background","","","","","2"
"No","1987","Saxony","indirect migration background","","","","","2"
"No","1987","Saxony-Anhalt","no migration background","","","","","2"
"No","1987","Saxony-Anhalt","direct migration background","","","","","2"
"No","1987","Saxony-Anhalt","indirect migration background","","","","","2"
"No","1987","Thuringia","no migration background","","","","","2"
"No","1987","Thuringia","direct migration background","","","","","2"
"No","1987","Thuringia","indirect migration background","","","","","2"
"Yes","1987","Schleswig-Holstein","no migration background","83","0.286052824502779","0.232148653791783","0.339956995213774","1"
"Yes","1987","Schleswig-Holstein","direct migration background","10","","","","1"
"Yes","1987","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","1987","Hamburg","no migration background","45","0.277873528043157","0.207353502259389","0.348393553826925","1"
"Yes","1987","Hamburg","direct migration background","16","","","","1"
"Yes","1987","Hamburg","indirect migration background","1","","","","1"
"Yes","1987","Lower Saxony","no migration background","280","0.285253254757363","0.255932152000547","0.31457435751418","1"
"Yes","1987","Lower Saxony","direct migration background","56","0.349912953639275","0.277792372686186","0.422033534592363","1"
"Yes","1987","Lower Saxony","indirect migration background","5","","","","1"
"Yes","1987","Bremen","no migration background","20","","","","1"
"Yes","1987","Bremen","direct migration background","10","","","","1"
"Yes","1987","Bremen","indirect migration background","","","","","1"
"Yes","1987","North Rhine-Westphalia","no migration background","576","0.274141858346746","0.25448841069147","0.293795306002023","1"
"Yes","1987","North Rhine-Westphalia","direct migration background","203","0.243808356409864","0.213241292957017","0.274375419862712","1"
"Yes","1987","North Rhine-Westphalia","indirect migration background","10","","","","1"
"Yes","1987","Hesse","no migration background","175","0.258849476078442","0.224862337149705","0.292836615007178","1"
"Yes","1987","Hesse","direct migration background","144","0.266403932720902","0.222917713514727","0.309890151927078","1"
"Yes","1987","Hesse","indirect migration background","3","","","","1"
"Yes","1987","Rhineland-Palatinate,Saarland","no migration background","180","0.269038703886736","0.234075725196305","0.304001682577167","1"
"Yes","1987","Rhineland-Palatinate,Saarland","direct migration background","43","0.403902270056348","0.319554560120479","0.488249979992217","1"
"Yes","1987","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","1"
"Yes","1987","Baden-Württemberg","no migration background","376","0.307206622940067","0.280485020493953","0.333928225386182","1"
"Yes","1987","Baden-Württemberg","direct migration background","225","0.278685597285019","0.246704439690473","0.310666754879565","1"
"Yes","1987","Baden-Württemberg","indirect migration background","13","","","","1"
"Yes","1987","Bavaria","no migration background","411","0.290220483371289","0.265491474270243","0.314949492472336","1"
"Yes","1987","Bavaria","direct migration background","117","0.315097488765785","0.267175885393559","0.363019092138011","1"
"Yes","1987","Bavaria","indirect migration background","12","","","","1"
"Yes","1987","Berlin","no migration background","58","0.222453745821279","0.169836822676698","0.275070668965861","1"
"Yes","1987","Berlin","direct migration background","38","0.390171101229441","0.300233682367056","0.480108520091825","1"
"Yes","1987","Berlin","indirect migration background","","","","","1"
"Yes","1987","Brandenburg","no migration background","","","","","1"
"Yes","1987","Brandenburg","direct migration background","","","","","1"
"Yes","1987","Brandenburg","indirect migration background","","","","","1"
"Yes","1987","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","1987","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","1987","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","1987","Saxony","no migration background","","","","","1"
"Yes","1987","Saxony","direct migration background","","","","","1"
"Yes","1987","Saxony","indirect migration background","","","","","1"
"Yes","1987","Saxony-Anhalt","no migration background","","","","","1"
"Yes","1987","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","1987","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","1987","Thuringia","no migration background","","","","","1"
"Yes","1987","Thuringia","direct migration background","","","","","1"
"Yes","1987","Thuringia","indirect migration background","","","","","1"
"No","1988","North Rhine-Westphalia","direct migration background","467","0.712252239782739","0.678300609975221","0.746203869590257","2"
"No","1988","Rhineland-Palatinate,Saarland","no migration background","425","0.738058454245197","0.702758630752612","0.773358277737782","2"
"No","1988","North Rhine-Westphalia","indirect migration background","43","0.718239351686416","0.606262819604586","0.830215883768247","2"
"No","1988","Hesse","direct migration background","257","0.731368880626656","0.686626012962581","0.77611174829073","2"
"No","1988","Schleswig-Holstein","no migration background","183","0.712580227417055","0.658092291252138","0.767068163581973","2"
"No","1988","Schleswig-Holstein","direct migration background","28","","","","2"
"No","1988","Schleswig-Holstein","indirect migration background","2","","","","2"
"No","1988","Hamburg","no migration background","108","0.75250135782111","0.682499153250025","0.822503562392196","2"
"No","1988","Hamburg","direct migration background","32","0.726806258042323","0.604511538509619","0.849100977575027","2"
"No","1988","Lower Saxony","direct migration background","117","0.6859380686801","0.614684865874473","0.757191271485727","2"
"No","1988","Lower Saxony","indirect migration background","10","","","","2"
"No","1988","Bremen","no migration background","56","0.785428528913591","0.693133009078148","0.877724048749034","2"
"No","1988","Bremen","direct migration background","10","","","","2"
"No","1988","Bremen","indirect migration background","1","","","","2"
"No","1988","North Rhine-Westphalia","no migration background","1330","0.716660760117924","0.696436021401458","0.736885498834391","2"
"No","1988","Hesse","no migration background","426","0.745631613344315","0.710400792283015","0.780862434405616","2"
"No","1988","Hesse","indirect migration background","13","","","","2"
"No","1988","Rhineland-Palatinate,Saarland","direct migration background","87","0.683676539512181","0.603113814747463","0.764239264276899","2"
"No","1988","Rhineland-Palatinate,Saarland","indirect migration background","6","","","","2"
"No","1988","Baden-Württemberg","no migration background","741","0.706578082604892","0.67959660147277","0.733559563737013","2"
"No","1988","Baden-Württemberg","direct migration background","537","0.707814463168285","0.674711401635321","0.74091752470125","2"
"No","1988","Hamburg","indirect migration background","4","","","","2"
"No","1988","Lower Saxony","no migration background","583","0.704244315119651","0.673617502532768","0.734871127706535","2"
"No","1988","Baden-Württemberg","indirect migration background","43","0.602347459646064","0.476394169560327","0.728300749731801","2"
"No","1988","Bavaria","no migration background","787","0.663513130195647","0.636977263997608","0.690048996393686","2"
"No","1988","Bavaria","direct migration background","253","0.707272559530215","0.660269950798327","0.754275168262103","2"
"No","1988","Bavaria","indirect migration background","26","","","","2"
"No","1988","Berlin","no migration background","157","0.704483498813946","0.645258242605657","0.763708755022235","2"
"No","1988","Berlin","direct migration background","70","0.743647535417056","0.656758586447298","0.830536484386815","2"
"No","1988","Berlin","indirect migration background","4","","","","2"
"No","1988","Brandenburg","no migration background","","","","","2"
"No","1988","Brandenburg","direct migration background","","","","","2"
"No","1988","Brandenburg","indirect migration background","","","","","2"
"No","1988","Saxony","no migration background","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","1988","Saxony","direct migration background","","","","","2"
"No","1988","Saxony","indirect migration background","","","","","2"
"No","1988","Saxony-Anhalt","no migration background","","","","","2"
"No","1988","Saxony-Anhalt","direct migration background","","","","","2"
"No","1988","Saxony-Anhalt","indirect migration background","","","","","2"
"No","1988","Thuringia","no migration background","","","","","2"
"No","1988","Thuringia","direct migration background","","","","","2"
"No","1988","Thuringia","indirect migration background","","","","","2"
"Yes","1988","Hesse","indirect migration background","8","","","","1"
"Yes","1988","Rhineland-Palatinate,Saarland","no migration background","171","0.261941545754803","0.226641722262218","0.297241369247388","1"
"Yes","1988","Rhineland-Palatinate,Saarland","direct migration background","41","0.316323460487819","0.2357607357231","0.396886185252537","1"
"Yes","1988","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","1"
"Yes","1988","Baden-Württemberg","no migration background","353","0.293421917395108","0.266440436262987","0.32040339852723","1"
"Yes","1988","Baden-Württemberg","direct migration background","188","0.292185536831715","0.25908247529875","0.325288598364679","1"
"Yes","1988","Baden-Württemberg","indirect migration background","15","","","","1"
"Yes","1988","Bavaria","no migration background","431","0.336486869804353","0.309951003606314","0.363022736002393","1"
"Yes","1988","Bavaria","direct migration background","107","0.292727440469785","0.245724831737897","0.339730049201673","1"
"Yes","1988","Bavaria","indirect migration background","13","","","","1"
"Yes","1988","Berlin","no migration background","71","0.295516501186054","0.236291244977765","0.354741757394343","1"
"Yes","1988","Berlin","direct migration background","27","","","","1"
"Yes","1988","Berlin","indirect migration background","2","","","","1"
"Yes","1988","Schleswig-Holstein","no migration background","82","0.287419772582945","0.232931836418027","0.341907708747862","1"
"Yes","1988","Schleswig-Holstein","direct migration background","15","","","","1"
"Yes","1988","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","1988","Hamburg","no migration background","38","0.247498642178889","0.177496437607804","0.317500846749974","1"
"Yes","1988","Hamburg","direct migration background","19","","","","1"
"Yes","1988","Hamburg","indirect migration background","","","","","1"
"Yes","1988","Lower Saxony","no migration background","270","0.295755684880349","0.265128872293465","0.326382497467232","1"
"Yes","1988","Lower Saxony","direct migration background","46","0.3140619313199","0.242808728514273","0.385315134125527","1"
"Yes","1988","Lower Saxony","indirect migration background","4","","","","1"
"Yes","1988","Bremen","no migration background","20","","","","1"
"Yes","1988","Bremen","direct migration background","9","","","","1"
"Yes","1988","Bremen","indirect migration background","1","","","","1"
"Yes","1988","North Rhine-Westphalia","no migration background","577","0.283339239882076","0.263114501165609","0.303563978598542","1"
"Yes","1988","North Rhine-Westphalia","direct migration background","216","0.287747760217261","0.253796130409743","0.321699390024779","1"
"Yes","1988","North Rhine-Westphalia","indirect migration background","19","","","","1"
"Yes","1988","Hesse","no migration background","161","0.254368386655685","0.219137565594384","0.289599207716985","1"
"Yes","1988","Hesse","direct migration background","120","0.268631119373344","0.22388825170927","0.313373987037419","1"
"Yes","1988","Brandenburg","no migration background","","","","","1"
"Yes","1988","Brandenburg","direct migration background","","","","","1"
"Yes","1988","Brandenburg","indirect migration background","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","1988","Saxony","no migration background","","","","","1"
"Yes","1988","Saxony","direct migration background","","","","","1"
"Yes","1988","Saxony","indirect migration background","","","","","1"
"Yes","1988","Saxony-Anhalt","no migration background","","","","","1"
"Yes","1988","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","1988","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","1988","Thuringia","no migration background","","","","","1"
"Yes","1988","Thuringia","direct migration background","","","","","1"
"Yes","1988","Thuringia","indirect migration background","","","","","1"
"No","1989","Schleswig-Holstein","no migration background","187","0.765656353191578","0.713666147209677","0.81764655917348","2"
"No","1989","Schleswig-Holstein","direct migration background","28","","","","2"
"No","1989","Schleswig-Holstein","indirect migration background","2","","","","2"
"No","1989","Hamburg","no migration background","102","0.72207019426675","0.648646312086419","0.795494076447081","2"
"No","1989","Hamburg","direct migration background","37","0.655733693094469","0.52403723383555","0.787430152353387","2"
"No","1989","North Rhine-Westphalia","direct migration background","481","0.741620548436141","0.708670723813859","0.774570373058424","2"
"No","1989","North Rhine-Westphalia","indirect migration background","56","0.807842282511147","0.71926272616127","0.896421838861024","2"
"No","1989","Hesse","direct migration background","231","0.714329773096887","0.667601177094629","0.761058369099146","2"
