"ple0044_h","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","1994","higher education","696","0.394017289858232","0.370382634655598","0.417651945060867","1"
"Yes","1994","in school","7","","","","1"
"Yes","1994","inadequately","107","0.19070180832405","0.157988467431755","0.223415149216345","1"
"No","1995","inadequately","406","0.792336127932496","0.757336901671688","0.827335354193304","2"
"No","1995","general elemantary","1916","0.833457382878278","0.818671523129377","0.848243242627179","2"
"No","1995","in school","284","0.99379745988986","0.984682402803856","1.00291251697586","2"
"No","1995","higher vocational","447","0.656078499577216","0.621807444388251","0.690349554766181","2"
"No","1995","higher education","985","0.599432558199966","0.576227781318464","0.622637335081469","2"
"No","1995","middle vocational","4511","0.724415787938765","0.713593604878646","0.735237970998885","2"
"No","1995","vocational + Abi","320","0.691035792108137","0.649128074627267","0.732943509589008","2"
"Yes","1995","general elemantary","523","0.166542617121722","0.151756757372821","0.181328476870623","1"
"Yes","1995","middle vocational","2037","0.275584212061235","0.264762029001115","0.286406395121354","1"
"Yes","1995","vocational + Abi","147","0.308964207891862","0.267056490410992","0.350871925372733","1"
"Yes","1995","higher vocational","291","0.343921500422784","0.309650445233819","0.378192555611749","1"
"Yes","1995","higher education","728","0.400567441800034","0.377362664918531","0.423772218681536","1"
"Yes","1995","in school","1","","","","1"
"Yes","1995","inadequately","110","0.207663872067504","0.172664645806696","0.242663098328312","1"
"No","1996","in school","285","0.982332702764526","0.967170459818743","0.997494945710309","2"
"No","1996","inadequately","400","0.847058096838576","0.814958884936159","0.879157308740994","2"
"No","1996","general elemantary","1840","0.84082116747762","0.825921612766728","0.855720722188512","2"
"No","1996","higher vocational","462","0.639053529039878","0.604542998013877","0.67356406006588","2"
"No","1996","higher education","1003","0.609026853565662","0.585925662716592","0.632128044414732","2"
"No","1996","middle vocational","4475","0.727595146971787","0.716666653088047","0.738523640855527","2"
"No","1996","vocational + Abi","308","0.702678562707324","0.660633826837979","0.744723298576669","2"
"Yes","1996","general elemantary","476","0.15917883252238","0.144279277811487","0.174078387233272","1"
"Yes","1996","middle vocational","1900","0.272404853028213","0.261476359144473","0.283333346911953","1"
"Yes","1996","vocational + Abi","146","0.297321437292676","0.255276701423331","0.339366173162021","1"
"Yes","1996","higher vocational","282","0.360946470960122","0.32643593993412","0.395457001986123","1"
"Yes","1996","higher education","711","0.390973146434338","0.367871955585268","0.414074337283408","1"
"Yes","1996","in school","5","","","","1"
"Yes","1996","inadequately","83","0.152941903161424","0.120842691259006","0.185041115063841","1"
"No","1997","in school","310","0.984291826797466","0.970538490989242","0.998045162605689","2"
"No","1997","inadequately","364","0.811067057844083","0.775019054463006","0.84711506122516","2"
"No","1997","general elemantary","1794","0.841473016742137","0.826415076611053","0.856530956873221","2"
"No","1997","higher vocational","454","0.649949591184597","0.615606125475276","0.684293056893919","2"
"No","1997","higher education","1005","0.619715386023915","0.5966250759643","0.64280569608353","2"
"No","1997","middle vocational","4365","0.735306735104912","0.724363212459197","0.746250257750626","2"
"No","1997","vocational + Abi","292","0.63767652531109","0.592916051094082","0.682436999528097","2"
"Yes","1997","general elemantary","466","0.158526983257863","0.143469043126779","0.173584923388947","1"
"Yes","1997","middle vocational","1878","0.264693264895088","0.253749742249374","0.275636787540803","1"
"Yes","1997","vocational + Abi","151","0.36232347468891","0.317563000471903","0.407083948905918","1"
"Yes","1997","higher vocational","287","0.350050408815403","0.315706943106081","0.384393874524724","1"
"Yes","1997","higher education","693","0.380284613976085","0.35719430391647","0.4033749240357","1"
"Yes","1997","inadequately","89","0.188932942155917","0.15288493877484","0.224980945536995","1"
"Yes","1997","in school","4","","","","1"
"No","1998","in school","321","0.976148420377537","0.95966047108352","0.992636369671555","2"
"No","1998","inadequately","344","0.80868046177165","0.771502806131547","0.845858117411753","2"
"No","1998","general elemantary","1979","0.850723086283189","0.836603514055315","0.864842658511063","2"
"No","1998","higher vocational","504","0.664471566075777","0.631731649611417","0.697211482540136","2"
"No","1998","higher education","1112","0.603741337420072","0.581748253495036","0.625734421345109","2"
"No","1998","middle vocational","4651","0.722256937096791","0.711567452116687","0.732946422076894","2"
"No","1998","vocational + Abi","316","0.670275394058429","0.62869298348237","0.711857804634487","2"
"Yes","1998","general elemantary","468","0.149276913716811","0.135157341488937","0.163396485944686","1"
"Yes","1998","middle vocational","2093","0.277743062903209","0.267053577923106","0.288432547883313","1"
"Yes","1998","vocational + Abi","175","0.329724605941571","0.288142195365513","0.37130701651763","1"
"Yes","1998","higher vocational","295","0.335528433924223","0.302788517459864","0.368268350388583","1"
"Yes","1998","higher education","788","0.396258662579928","0.374265578654891","0.418251746504964","1"
"Yes","1998","inadequately","86","0.19131953822835","0.154141882588247","0.228497193868453","1"
"Yes","1998","in school","8","","","","1"
"No","1999","in school","273","0.878294472141342","0.841781434941099","0.914807509341585","2"
"No","1999","inadequately","333","0.799863605289853","0.761135418269763","0.838591792309943","2"
"No","1999","general elemantary","1848","0.824882428246064","0.809515925097012","0.840248931395115","2"
"No","1999","higher vocational","503","0.681125917280478","0.648668884489547","0.713582950071409","2"
"No","1999","higher education","1125","0.620833368798267","0.599046080421861","0.642620657174674","2"
"No","1999","middle vocational","4528","0.703356536949023","0.69239287968011","0.714320194217936","2"
"No","1999","vocational + Abi","315","0.665011303059824","0.62309208232563","0.706930523794018","2"
"Yes","1999","general elemantary","502","0.175117571753937","0.159751068604885","0.190484074902988","1"
"Yes","1999","middle vocational","2140","0.296643463050977","0.285679805782064","0.30760712031989","1"
"Yes","1999","vocational + Abi","172","0.334988696940176","0.293069476205982","0.37690791767437","1"
"Yes","1999","higher vocational","289","0.318874082719522","0.286417049928591","0.351331115510453","1"
"Yes","1999","higher education","780","0.379166631201733","0.357379342825326","0.400953919578139","1"
"Yes","1999","inadequately","77","0.200136394710147","0.161408207690058","0.238864581730237","1"
"Yes","1999","in school","35","0.121705527858658","0.0851924906584153","0.158218565058901","1"
"No","2000","in school","455","0.937486744314643","0.916051981726957","0.958921506902328","2"
"No","2000","inadequately","321","0.839067237267888","0.802408706582406","0.875725767953371","2"
"No","2000","general elemantary","2799","0.825364031059398","0.812700949028222","0.838027113090575","2"
"No","2000","higher vocational","1188","0.673639036160706","0.652132997070962","0.695145075250449","2"
"No","2000","higher education","2236","0.607161978127766","0.591465795498377","0.622858160757155","2"
"No","2000","middle vocational","8708","0.716509425963728","0.708583179748747","0.724435672178709","2"
"No","2000","vocational + Abi","726","0.688766812198487","0.661293262697537","0.716240361699437","2"
"Yes","2000","general elemantary","654","0.174635968940602","0.161972886909425","0.187299050971778","1"
"Yes","2000","middle vocational","3712","0.283490574036272","0.275564327821291","0.291416820251253","1"
"Yes","2000","vocational + Abi","365","0.311233187801513","0.283759638300564","0.338706737302463","1"
"Yes","2000","higher vocational","638","0.326360963839294","0.304854924749551","0.347867002929038","1"
"Yes","2000","higher education","1483","0.392838021872234","0.377141839242845","0.408534204501623","1"
"Yes","2000","in school","35","0.0625132556853575","0.0410784930976722","0.0839480182730428","1"
"Yes","2000","inadequately","65","0.160932762732112","0.12427423204663","0.197591293417594","1"
"No","2001","in school","485","0.894859074155396","0.869011923147463","0.92070622516333","2"
"No","2001","inadequately","241","0.826114960928696","0.783155002826076","0.869074919031317","2"
"No","2001","general elemantary","2402","0.812787537929658","0.798895871388957","0.826679204470358","2"
"No","2001","higher vocational","1052","0.656130619561084","0.633092506545061","0.679168732577108","2"
"No","2001","higher education","2124","0.615667968161151","0.599497046341152","0.631838889981151","2"
"No","2001","middle vocational","7929","0.714053616541305","0.705713381824386","0.722393851258223","2"
"No","2001","vocational + Abi","704","0.688135195837008","0.660154792317957","0.716115599356058","2"
"Yes","2001","general elemantary","627","0.187212462070342","0.173320795529642","0.201104128611043","1"
"Yes","2001","middle vocational","3347","0.285946383458695","0.277606148741776","0.294286618175614","1"
"Yes","2001","vocational + Abi","349","0.311864804162992","0.283884400643942","0.339845207682043","1"
"Yes","2001","higher vocational","581","0.343869380438916","0.320831267422892","0.366907493454939","1"
"Yes","2001","higher education","1352","0.384332031838849","0.368161110018849","0.400502953658848","1"
"Yes","2001","in school","56","0.105140925844604","0.0792937748366702","0.130988076852537","1"
"Yes","2001","inadequately","58","0.173885039071304","0.130925080968683","0.216844997173924","1"
"No","2002","higher education","2604","0.620098312131573","0.605804069912733","0.634392554350414","2"
"No","2002","higher vocational","1064","0.663263668866693","0.640765284498939","0.685762053234447","2"
"No","2002","in school","547","0.909231296037794","0.886396267613797","0.93206632446179","2"
"No","2002","inadequately","230","0.829838691658278","0.785506337080866","0.874171046235689","2"
"No","2002","general elemantary","2274","0.817624390147687","0.803384745137118","0.831864035158255","2"
"No","2002","middle vocational","7860","0.715177302642802","0.706839526941229","0.723515078344375","2"
"No","2002","vocational + Abi","766","0.715657771763512","0.689448778623375","0.74186676490365","2"
"Yes","2002","general elemantary","551","0.182375609852313","0.168135964841745","0.196615254862882","1"
"Yes","2002","middle vocational","3396","0.284822697357198","0.276484921655625","0.293160473058771","1"
"Yes","2002","vocational + Abi","372","0.284342228236488","0.25813323509635","0.310551221376625","1"
"Yes","2002","higher vocational","631","0.336736331133307","0.314237946765553","0.359234715501062","1"
"Yes","2002","higher education","1825","0.379901687868427","0.365607445649586","0.394195930087267","1"
"Yes","2002","inadequately","46","0.170161308341723","0.125828953764311","0.214493662919134","1"
"Yes","2002","in school","61","0.0907687039622064","0.0679336755382096","0.113603732386203","1"
"No","2003","higher vocational","1031","0.64436871836896","0.621249747734352","0.667487689003569","2"
"No","2003","higher education","2578","0.638540216342156","0.624065855969211","0.653014576715101","2"
"No","2003","in school","562","0.93475303447644","0.915074216674782","0.954431852278098","2"
"No","2003","inadequately","216","0.827292974151494","0.781696548598568","0.872889399704421","2"
"No","2003","general elemantary","2161","0.818818265820938","0.804254783767368","0.833381747874509","2"
"No","2003","middle vocational","7592","0.71952082225319","0.711062863743672","0.727978780762708","2"
"No","2003","vocational + Abi","772","0.710867675205334","0.684328465142864","0.737406885267803","2"
"Yes","2003","general elemantary","526","0.181181734179062","0.166618252125491","0.195745216232632","1"
"Yes","2003","middle vocational","3245","0.28047917774681","0.272021219237292","0.288937136256328","1"
"Yes","2003","in school","43","0.0652469655235599","0.0455681477219015","0.0849257833252184","1"
"Yes","2003","inadequately","48","0.172707025848506","0.127110600295579","0.218303451401432","1"
"Yes","2003","vocational + Abi","349","0.289132324794666","0.262593114732197","0.315671534857136","1"
"Yes","2003","higher vocational","616","0.35563128163104","0.332512310996431","0.378750252265648","1"
"Yes","2003","higher education","1654","0.361459783657844","0.346985423284899","0.375934144030789","1"
"No","2004","higher vocational","1017","0.66689642491078","0.643823631824234","0.689969217997327","2"
"No","2004","higher education","2533","0.631648114634841","0.617053272497025","0.646242956772657","2"
"No","2004","in school","593","0.939394700002792","0.920821667551443","0.95796773245414","2"
"No","2004","inadequately","202","0.820690283023275","0.77265541441775","0.8687251516288","2"
"No","2004","general elemantary","2027","0.81551776523089","0.800373723100398","0.830661807361382","2"
"No","2004","middle vocational","7373","0.722359560639109","0.713810770435479","0.730908350842738","2"
"No","2004","vocational + Abi","752","0.664403392540435","0.636871658161585","0.691935126919285","2"
"Yes","2004","general elemantary","493","0.18448223476911","0.169338192638617","0.199626276899602","1"
"Yes","2004","middle vocational","3169","0.277640439360891","0.269091649157262","0.286189229564521","1"
"Yes","2004","in school","41","0.0606052999972084","0.0420322675458598","0.0791783324485571","1"
"Yes","2004","inadequately","43","0.179309716976725","0.131274848371199","0.22734458558225","1"
"Yes","2004","vocational + Abi","378","0.335596607459565","0.308064873080714","0.363128341838415","1"
"Yes","2004","higher vocational","586","0.33310357508922","0.310030782002673","0.356176368175766","1"
"Yes","2004","higher education","1663","0.368351885365159","0.353757043227343","0.382946727502975","1"
"No","2005","higher education","2484","0.623105654204123","0.608230263119546","0.6379810452887","2"
"No","2005","higher vocational","953","0.661011640016927","0.637238032646903","0.684785247386951","2"
"No","2005","in school","605","0.923373775424629","0.902861713728458","0.943885837120799","2"
"No","2005","inadequately","193","0.763265265481722","0.709486452571867","0.817044078391578","2"
"No","2005","general elemantary","1923","0.82113649677897","0.805681223507175","0.836591770050765","2"
"No","2005","middle vocational","7052","0.717649739906742","0.708844694567826","0.726454785245658","2"
"No","2005","vocational + Abi","748","0.670656670210035","0.643058514805932","0.698254825614139","2"
"Yes","2005","general elemantary","439","0.17886350322103","0.163408229949235","0.194318776492825","1"
"Yes","2005","middle vocational","2988","0.282350260093258","0.273545214754342","0.291155305432174","1"
"Yes","2005","in school","41","0.0766262245753714","0.0561141628792014","0.0971382862715414","1"
"Yes","2005","inadequately","47","0.236734734518278","0.182955921608422","0.290513547428133","1"
"Yes","2005","vocational + Abi","366","0.329343329789965","0.301745174385862","0.356941485194068","1"
"Yes","2005","higher vocational","570","0.338988359983073","0.315214752613049","0.362761967353097","1"
"Yes","2005","higher education","1593","0.376894345795877","0.3620189547113","0.391769736880454","1"
"No","2006","higher education","2762","0.638582903210045","0.624499509532499","0.652666296887591","2"
"No","2006","higher vocational","1040","0.668603953397579","0.645696289748752","0.691511617046406","2"
"No","2006","in school","367","0.932796715420681","0.90807442328109","0.957519007560273","2"
"No","2006","inadequately","194","0.803026141647571","0.752604349440953","0.85344793385419","2"
"No","2006","general elemantary","1997","0.825516025014691","0.810469437424512","0.84056261260487","2"
"No","2006","middle vocational","7634","0.71258571256404","0.704071864134812","0.721099560993269","2"
"No","2006","vocational + Abi","784","0.649381663096744","0.622361559783748","0.67640176640974","2"
"Yes","2006","general elemantary","447","0.174483974985309","0.15943738739513","0.189530562575488","1"
"Yes","2006","middle vocational","3220","0.28741428743596","0.278900439006731","0.295928135865188","1"
"Yes","2006","in school","27","","","","1"
"Yes","2006","inadequately","45","0.196973858352429","0.14655206614581","0.247395650559047","1"
"Yes","2006","vocational + Abi","414","0.350618336903256","0.32359823359026","0.377638440216252","1"
"Yes","2006","higher vocational","582","0.331396046602421","0.308488382953594","0.354303710251248","1"
"Yes","2006","higher education","1708","0.361417096789955","0.347333703112409","0.375500490467501","1"
"No","2007","higher education","2704","0.654006778038819","0.63975891670617","0.668254639371468","2"
"No","2007","higher vocational","972","0.676413564745747","0.652706182491168","0.700120947000327","2"
"No","2007","in school","318","0.931412637937067","0.904507120106392","0.958318155767742","2"
"No","2007","inadequately","177","0.816857399723311","0.765036014697396","0.868678784749225","2"
"No","2007","general elemantary","1793","0.826913132707358","0.810988095504797","0.842838169909919","2"
"No","2007","middle vocational","7118","0.70947162677704","0.700621809471008","0.718321444083072","2"
"No","2007","vocational + Abi","748","0.675114067204785","0.647867976845589","0.702360157563982","2"
"Yes","2007","general elemantary","375","0.173086867292642","0.157161830090081","0.189011904495203","1"
"Yes","2007","middle vocational","2992","0.29052837322296","0.281678555916928","0.299378190528992","1"
"Yes","2007","in school","21","","","","1"
"Yes","2007","inadequately","37","0.183142600276689","0.131321215250775","0.234963985302604","1"
"Yes","2007","vocational + Abi","387","0.324885932795215","0.297639842436018","0.352132023154411","1"
"Yes","2007","higher vocational","524","0.323586435254253","0.299879052999673","0.347293817508832","1"
"Yes","2007","higher education","1578","0.345993221961181","0.331745360628532","0.36024108329383","1"
"No","2008","higher vocational","942","0.710566693046624","0.686802891853317","0.734330494239931","2"
"No","2008","higher education","2709","0.664733659442558","0.650339485490281","0.679127833394835","2"
"No","2008","in school","337","0.950299441125075","0.927628392343239","0.972970489906911","2"
"No","2008","inadequately","143","0.7690657720509","0.707839433027632","0.830292111074168","2"
"No","2008","general elemantary","1639","0.821586403291114","0.804781883367854","0.838390923214375","2"
"No","2008","middle vocational","6845","0.717240764700449","0.708225200422373","0.726256328978524","2"
"No","2008","vocational + Abi","705","0.674053306002211","0.645955031550069","0.702151580454353","2"
"Yes","2008","general elemantary","355","0.178413596708886","0.161609076785626","0.195218116632146","1"
"Yes","2008","middle vocational","2740","0.282759235299551","0.273743671021476","0.291774799577627","1"
"Yes","2008","in school","16","","","","1"
"Yes","2008","inadequately","39","0.2309342279491","0.169707888925831","0.292160566972368","1"
"Yes","2008","vocational + Abi","364","0.325946693997789","0.297848419545647","0.354044968449931","1"
"Yes","2008","higher vocational","457","0.289433306953376","0.265669505760069","0.313197108146683","1"
"Yes","2008","higher education","1423","0.335266340557442","0.320872166605165","0.349660514509719","1"
"No","2009","higher vocational","903","0.712650481376116","0.688145410014261","0.737155552737971","2"
"No","2009","higher education","2661","0.669179700207538","0.654516042933035","0.683843357482041","2"
"No","2009","in school","290","0.935665437144343","0.908397620358368","0.962933253930317","2"
"No","2009","inadequately","127","0.762958940371532","0.697872796754423","0.828045083988641","2"
"No","2009","general elemantary","1448","0.819571328886918","0.801722136393171","0.837420521380665","2"
"No","2009","middle vocational","6452","0.724751687888661","0.715481347995592","0.73402202778173","2"
"No","2009","vocational + Abi","680","0.706499086168485","0.677989193370817","0.735008978966153","2"
"Yes","2009","general elemantary","335","0.180428671113082","0.162579478619335","0.198277863606829","1"
"Yes","2009","middle vocational","2465","0.275248312111339","0.26597797221827","0.284518652004408","1"
"Yes","2009","in school","21","","","","1"
"Yes","2009","inadequately","37","0.237041059628468","0.171954916011359","0.302127203245577","1"
"Yes","2009","higher education","1294","0.330820299792462","0.316156642517959","0.345483957066965","1"
"Yes","2009","vocational + Abi","300","0.293500913831515","0.264991021033847","0.322010806629183","1"
"Yes","2009","higher vocational","407","0.287349518623884","0.262844447262029","0.311854589985739","1"
"No","2010","higher vocational","1067","0.686280427834799","0.663551757015933","0.709009098653665","2"
"No","2010","higher education","3573","0.688435225295369","0.67600181676204","0.700868633828698","2"
"No","2010","in school","390","0.948803697035981","0.927573432541427","0.970033961530535","2"
"No","2010","inadequately","277","0.805118380208748","0.762889938861967","0.847346821555528","2"
"No","2010","general elemantary","1933","0.808383287670688","0.792776565003777","0.823990010337598","2"
