"ple0044_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","1989","higher education","Rural Area","49","0.420394208384732","0.326864210927687","0.513924205841778","1"
"No","1990","inadequately","Urban Area","","","","","2"
"No","1990","higher vocational","Rural Area","","","","","2"
"No","1990","higher education","Urban Area","","","","","2"
"No","1990","in school","Rural Area","","","","","2"
"No","1990","inadequately","Rural Area","","","","","2"
"No","1990","higher vocational","Urban Area","","","","","2"
"No","1990","higher education","Rural Area","","","","","2"
"No","1990","general elemantary","Urban Area","","","","","2"
"No","1990","general elemantary","Rural Area","","","","","2"
"No","1990","in school","Urban Area","","","","","2"
"No","1990","middle vocational","Urban Area","","","","","2"
"No","1990","middle vocational","Rural Area","","","","","2"
"No","1990","vocational + Abi","Urban Area","","","","","2"
"No","1990","vocational + Abi","Rural Area","","","","","2"
"Yes","1990","in school","Urban Area","","","","","1"
"Yes","1990","in school","Rural Area","","","","","1"
"Yes","1990","inadequately","Urban Area","","","","","1"
"Yes","1990","inadequately","Rural Area","","","","","1"
"Yes","1990","general elemantary","Urban Area","","","","","1"
"Yes","1990","general elemantary","Rural Area","","","","","1"
"Yes","1990","middle vocational","Urban Area","","","","","1"
"Yes","1990","middle vocational","Rural Area","","","","","1"
"Yes","1990","vocational + Abi","Urban Area","","","","","1"
"Yes","1990","vocational + Abi","Rural Area","","","","","1"
"Yes","1990","higher vocational","Urban Area","","","","","1"
"Yes","1990","higher vocational","Rural Area","","","","","1"
"Yes","1990","higher education","Urban Area","","","","","1"
"Yes","1990","higher education","Rural Area","","","","","1"
"No","1991","general elemantary","Urban Area","1565","0.820920591910123","0.804216755161298","0.837624428658949","2"
"No","1991","inadequately","Urban Area","423","0.767211131888413","0.731892384021526","0.8025298797553","2"
"No","1991","inadequately","Rural Area","86","0.810850172314612","0.737664674699776","0.884035669929448","2"
"No","1991","in school","Rural Area","36","0.897967677896947","0.804164547259792","0.991770808534102","2"
"No","1991","higher vocational","Rural Area","239","0.829941908021616","0.785779963122634","0.874103852920599","2"
"No","1991","higher education","Urban Area","743","0.690445851172586","0.661647765431293","0.71924393691388","2"
"No","1991","general elemantary","Rural Area","735","0.862882356686775","0.839703854174379","0.886060859199171","2"
"No","1991","higher vocational","Urban Area","345","0.724609904268181","0.68439516923034","0.764824639306021","2"
"No","1991","higher education","Rural Area","624","0.86983272381877","0.844334859149325","0.895330588488216","2"
"No","1991","in school","Urban Area","120","0.971528586422327","0.942016461360314","1.00104071148434","2"
"No","1991","middle vocational","Urban Area","3248","0.7569074270843","0.744071516786276","0.769743337382325","2"
"No","1991","middle vocational","Rural Area","2247","0.826253803118889","0.811599506744852","0.840908099492926","2"
"No","1991","vocational + Abi","Urban Area","214","0.71639239240058","0.664955881205278","0.767828903595882","2"
"No","1991","vocational + Abi","Rural Area","67","0.770393575787114","0.67991257643053","0.860874575143698","2"
"Yes","1991","in school","Urban Area","2","","","","1"
"Yes","1991","in school","Rural Area","4","","","","1"
"Yes","1991","inadequately","Urban Area","127","0.232788868111587","0.1974701202447","0.268107615978474","1"
"Yes","1991","inadequately","Rural Area","24","","","","1"
"Yes","1991","general elemantary","Urban Area","459","0.179079408089877","0.162375571341051","0.195783244838703","1"
"Yes","1991","general elemantary","Rural Area","111","0.137117643313225","0.113939140800829","0.160296145825621","1"
"Yes","1991","middle vocational","Urban Area","1042","0.2430925729157","0.230256662617675","0.255928483213724","1"
"Yes","1991","middle vocational","Rural Area","321","0.173746196881111","0.159091900507074","0.188400493255148","1"
"Yes","1991","vocational + Abi","Urban Area","81","0.28360760759942","0.232171096404118","0.335044118794722","1"
"Yes","1991","vocational + Abi","Rural Area","16","","","","1"
"Yes","1991","higher vocational","Urban Area","129","0.275390095731819","0.235175360693979","0.31560483076966","1"
"Yes","1991","higher vocational","Rural Area","39","0.170058091978384","0.125896147079401","0.214220036877366","1"
"Yes","1991","higher education","Urban Area","247","0.309554148827414","0.28075606308612","0.338352234568707","1"
"Yes","1991","higher education","Rural Area","45","0.13016727618123","0.104669411511784","0.155665140850675","1"
"No","1992","general elemantary","Urban Area","1523","0.825962478023366","0.809112866479575","0.842812089567157","2"
"No","1992","inadequately","Urban Area","433","0.832966940964418","0.800968564795534","0.864965317133303","2"
"No","1992","higher vocational","Rural Area","151","0.600651553246672","0.543590185773413","0.657712920719932","2"
"No","1992","inadequately","Rural Area","80","0.825798906070689","0.751829863956441","0.899767948184936","2"
"No","1992","higher education","Urban Area","548","0.581274887166501","0.550712565897898","0.611837208435104","2"
"No","1992","in school","Rural Area","50","0.857961865389052","0.767337049846727","0.948586680931376","2"
"No","1992","general elemantary","Rural Area","620","0.798480458654459","0.770906853821713","0.826054063487206","2"
"No","1992","higher education","Rural Area","312","0.548026147255787","0.508755975162081","0.587296319349492","2"
"No","1992","higher vocational","Urban Area","287","0.640383705834719","0.597408283683102","0.683359127986337","2"
"No","1992","in school","Urban Area","122","0.925495330810873","0.88018136243227","0.970809299189476","2"
"No","1992","middle vocational","Urban Area","2877","0.715747540063615","0.702104624174755","0.729390455952474","2"
"No","1992","middle vocational","Rural Area","1436","0.636333025329751","0.617123180597456","0.655542870062045","2"
"No","1992","vocational + Abi","Urban Area","208","0.678716609658379","0.625875024236635","0.731558195080123","2"
"No","1992","vocational + Abi","Rural Area","51","0.653839801577455","0.551490876117402","0.756188727037509","2"
"Yes","1992","in school","Urban Area","7","","","","1"
"Yes","1992","in school","Rural Area","7","","","","1"
"Yes","1992","inadequately","Urban Area","89","0.167033059035581","0.135034682866697","0.199031435204466","1"
"Yes","1992","inadequately","Rural Area","21","","","","1"
"Yes","1992","general elemantary","Urban Area","422","0.174037521976634","0.157187910432843","0.190887133520425","1"
"Yes","1992","general elemantary","Rural Area","193","0.201519541345541","0.173945936512794","0.229093146178287","1"
"Yes","1992","middle vocational","Urban Area","1322","0.284252459936385","0.270609544047526","0.297895375825245","1"
"Yes","1992","middle vocational","Rural Area","973","0.363666974670249","0.344457129937955","0.382876819402544","1"
"Yes","1992","vocational + Abi","Urban Area","92","0.321283390341621","0.268441804919877","0.374124975763365","1"
"Yes","1992","vocational + Abi","Rural Area","32","0.346160198422545","0.243811272962491","0.448509123882598","1"
"Yes","1992","higher vocational","Urban Area","192","0.359616294165281","0.316640872013663","0.402591716316898","1"
"Yes","1992","higher vocational","Rural Area","132","0.399348446753328","0.342287079280068","0.456409814226587","1"
"Yes","1992","higher education","Urban Area","453","0.418725112833499","0.388162791564896","0.449287434102102","1"
"Yes","1992","higher education","Rural Area","305","0.451973852744213","0.412703680650508","0.491244024837919","1"
"No","1993","general elemantary","Urban Area","","","","","2"
"No","1993","inadequately","Urban Area","","","","","2"
"No","1993","inadequately","Rural Area","","","","","2"
"No","1993","higher vocational","Rural Area","","","","","2"
"No","1993","higher education","Urban Area","","","","","2"
"No","1993","in school","Rural Area","","","","","2"
"No","1993","general elemantary","Rural Area","","","","","2"
"No","1993","higher education","Rural Area","","","","","2"
"No","1993","higher vocational","Urban Area","","","","","2"
"No","1993","in school","Urban Area","","","","","2"
"No","1993","middle vocational","Urban Area","","","","","2"
"No","1993","middle vocational","Rural Area","","","","","2"
"No","1993","vocational + Abi","Urban Area","","","","","2"
"No","1993","vocational + Abi","Rural Area","","","","","2"
"Yes","1993","in school","Urban Area","","","","","1"
"Yes","1993","in school","Rural Area","","","","","1"
"Yes","1993","inadequately","Urban Area","","","","","1"
"Yes","1993","inadequately","Rural Area","","","","","1"
"Yes","1993","general elemantary","Urban Area","","","","","1"
"Yes","1993","general elemantary","Rural Area","","","","","1"
"Yes","1993","middle vocational","Urban Area","","","","","1"
"Yes","1993","middle vocational","Rural Area","","","","","1"
"Yes","1993","vocational + Abi","Urban Area","","","","","1"
"Yes","1993","vocational + Abi","Rural Area","","","","","1"
"Yes","1993","higher vocational","Urban Area","","","","","1"
"Yes","1993","higher vocational","Rural Area","","","","","1"
"Yes","1993","higher education","Urban Area","","","","","1"
"Yes","1993","higher education","Rural Area","","","","","1"
"No","1994","inadequately","Urban Area","374","0.810781610623575","0.775219400120765","0.846343821126385","2"
"No","1994","general elemantary","Urban Area","1361","0.827655136803708","0.809914361935908","0.845395911671508","2"
"No","1994","in school","Rural Area","67","0.968156011532046","0.926726487120553","1.00958553594354","2"
"No","1994","inadequately","Rural Area","73","0.80253669296522","0.719363685207784","0.885709700722656","2"
"No","1994","higher vocational","Rural Area","176","0.683071433434444","0.628573149137108","0.73756971773178","2"
"No","1994","higher education","Urban Area","612","0.617361600826077","0.587865132577689","0.646858069074466","2"
"No","1994","in school","Urban Area","165","0.966907442976849","0.940018034724483","0.993796851229216","2"
"No","1994","general elemantary","Rural Area","603","0.827172772160468","0.800077002655794","0.854268541665142","2"
"No","1994","higher education","Rural Area","334","0.576749532658057","0.537183087888433","0.616315977427681","2"
"No","1994","higher vocational","Urban Area","287","0.659572813330199","0.61673348498996","0.702412141670439","2"
"No","1994","middle vocational","Urban Area","2939","0.73776003294249","0.724446520061974","0.751073545823006","2"
"No","1994","middle vocational","Rural Area","1572","0.697348452464542","0.678793963151907","0.715902941777176","2"
"No","1994","vocational + Abi","Urban Area","198","0.690223710724624","0.636912543253522","0.743534878195726","2"
"No","1994","vocational + Abi","Rural Area","65","0.594117509015551","0.498819387639643","0.689415630391458","2"
"Yes","1994","general elemantary","Urban Area","380","0.172344863196292","0.154604088328492","0.190085638064092","1"
"Yes","1994","general elemantary","Rural Area","145","0.172827227839532","0.145731458334858","0.199922997344206","1"
"Yes","1994","middle vocational","Urban Area","1254","0.26223996705751","0.248926454176994","0.275553479938026","1"
"Yes","1994","middle vocational","Rural Area","783","0.302651547535458","0.284097058222824","0.321206036848093","1"
"Yes","1994","vocational + Abi","Urban Area","91","0.309776289275376","0.256465121804274","0.363087456746478","1"
"Yes","1994","in school","Urban Area","5","","","","1"
"Yes","1994","in school","Rural Area","2","","","","1"
"Yes","1994","inadequately","Urban Area","92","0.189218389376425","0.153656178873615","0.224780599879235","1"
"Yes","1994","inadequately","Rural Area","15","","","","1"
"Yes","1994","vocational + Abi","Rural Area","37","0.405882490984449","0.310584369608542","0.501180612360357","1"
"Yes","1994","higher vocational","Urban Area","183","0.340427186669801","0.297587858329561","0.38326651501004","1"
"Yes","1994","higher vocational","Rural Area","104","0.316928566565556","0.26243028226822","0.371426850862892","1"
"Yes","1994","higher education","Urban Area","431","0.382638399173923","0.353141930925534","0.412134867422311","1"
"Yes","1994","higher education","Rural Area","265","0.423250467341943","0.383684022572319","0.462816912111567","1"
"No","1995","in school","Rural Area","88","1","1","1","2"
"No","1995","inadequately","Urban Area","341","0.781258472973589","0.742410670884083","0.820106275063095","2"
"No","1995","higher vocational","Rural Area","156","0.603870628217949","0.546377469620886","0.661363786815011","2"
"No","1995","higher education","Urban Area","635","0.609005489988874","0.580023374366095","0.637987605611654","2"
"No","1995","inadequately","Rural Area","65","0.841358521236166","0.76179673862143","0.920920303850901","2"
"No","1995","general elemantary","Urban Area","1327","0.835110210676105","0.817423581691669","0.852796839660542","2"
"No","1995","higher education","Rural Area","350","0.575332482339081","0.53654962835775","0.614115336320412","2"
"No","1995","in school","Urban Area","196","0.99167971295835","0.978995315352012","1.00436411056469","2"
"No","1995","general elemantary","Rural Area","589","0.82979905509326","0.802867294606732","0.856730815579788","2"
"No","1995","higher vocational","Urban Area","291","0.682532277052341","0.63999393484354","0.725070619261143","2"
"No","1995","middle vocational","Urban Area","2938","0.738546838325958","0.725212793469459","0.751880883182456","2"
"No","1995","middle vocational","Rural Area","1573","0.693911461370345","0.675380393903006","0.712442528837684","2"
"No","1995","vocational + Abi","Urban Area","247","0.699804421497661","0.652192733523237","0.747416109472084","2"
"No","1995","vocational + Abi","Rural Area","73","0.661621149859154","0.573598812512612","0.749643487205696","2"
"Yes","1995","general elemantary","Urban Area","364","0.164889789323894","0.147203160339458","0.182576418308331","1"
"Yes","1995","general elemantary","Rural Area","159","0.17020094490674","0.143269184420212","0.197132705393268","1"
"Yes","1995","middle vocational","Urban Area","1234","0.261453161674042","0.248119116817544","0.274787206530541","1"
"Yes","1995","middle vocational","Rural Area","803","0.306088538629655","0.287557471162316","0.324619606096994","1"
"Yes","1995","vocational + Abi","Urban Area","109","0.30019557850234","0.252583890527916","0.347807266476763","1"
"Yes","1995","in school","Urban Area","1","","","","1"
"Yes","1995","in school","Rural Area","","","","","1"
"Yes","1995","inadequately","Urban Area","94","0.218741527026411","0.179893724936905","0.257589329115917","1"
"Yes","1995","inadequately","Rural Area","16","","","","1"
"Yes","1995","vocational + Abi","Rural Area","38","0.338378850140846","0.250356512794305","0.426401187487388","1"
"Yes","1995","higher vocational","Urban Area","169","0.317467722947659","0.274929380738857","0.36000606515646","1"
"Yes","1995","higher vocational","Rural Area","122","0.396129371782051","0.338636213184989","0.453622530379114","1"
"Yes","1995","higher education","Urban Area","454","0.390994510011126","0.362012394388346","0.419976625633905","1"
"Yes","1995","higher education","Rural Area","274","0.424667517660919","0.385884663679588","0.46345037164225","1"
"No","1996","in school","Rural Area","90","0.993424053886923","0.976817716642245","1.0100303911316","2"
"No","1996","inadequately","Urban Area","331","0.836174650069179","0.799812830650458","0.872536469487901","2"
"No","1996","higher education","Urban Area","654","0.610322978977167","0.581503640513641","0.639142317440693","2"
"No","1996","higher education","Rural Area","349","0.605623402473587","0.566967056659321","0.644279748287854","2"
"No","1996","higher vocational","Rural Area","167","0.618907490637919","0.561507764562743","0.676307216713094","2"
"No","1996","inadequately","Rural Area","69","0.887975192945759","0.820925599777526","0.955024786113991","2"
"No","1996","general elemantary","Urban Area","1255","0.828891149932977","0.810500998371006","0.847281301494949","2"
"No","1996","in school","Urban Area","195","0.978010373203346","0.95763515761285","0.998385588793842","2"
"No","1996","general elemantary","Rural Area","585","0.868700278051357","0.843770384966365","0.893630171136349","2"
"No","1996","higher vocational","Urban Area","295","0.649305835333583","0.606119078396873","0.692492592270293","2"
"No","1996","middle vocational","Urban Area","2880","0.732053903018546","0.718439046653905","0.745668759383186","2"
"No","1996","middle vocational","Rural Area","1594","0.717373350335229","0.699007319918341","0.735739380752117","2"
"No","1996","vocational + Abi","Urban Area","237","0.706341151027435","0.658421664689083","0.754260637365787","2"
"No","1996","vocational + Abi","Rural Area","71","0.688904225334888","0.601187444948868","0.776621005720909","2"
"Yes","1996","general elemantary","Urban Area","356","0.171108850067023","0.152718698505051","0.189499001628994","1"
"Yes","1996","general elemantary","Rural Area","120","0.131299721948643","0.106369828863651","0.156229615033635","1"
"Yes","1996","middle vocational","Urban Area","1185","0.267946096981454","0.254331240616814","0.281560953346095","1"
"Yes","1996","middle vocational","Rural Area","715","0.282626649664771","0.264260619247883","0.300992680081659","1"
"Yes","1996","vocational + Abi","Urban Area","110","0.293658848972565","0.245739362634213","0.341578335310917","1"
"Yes","1996","in school","Urban Area","4","","","","1"
"Yes","1996","in school","Rural Area","1","","","","1"
"Yes","1996","inadequately","Urban Area","67","0.163825349930821","0.127463530512099","0.200187169349542","1"
"Yes","1996","inadequately","Rural Area","16","","","","1"
"Yes","1996","vocational + Abi","Rural Area","36","0.311095774665112","0.223378994279091","0.398812555051132","1"
"Yes","1996","higher vocational","Urban Area","174","0.350694164666417","0.307507407729707","0.393880921603127","1"
"Yes","1996","higher vocational","Rural Area","108","0.381092509362081","0.323692783286906","0.438492235437257","1"
"Yes","1996","higher education","Urban Area","446","0.389677021022833","0.360857682559307","0.418496359486359","1"
"Yes","1996","higher education","Rural Area","265","0.394376597526413","0.355720251712146","0.433032943340679","1"
"No","1997","in school","Rural Area","104","0.986914617239178","0.965178275796112","1.00865095868224","2"
"No","1997","inadequately","Urban Area","303","0.797376105904385","0.756801495968754","0.837950715840015","2"
