"ple0044_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","1998","indirect migration background","West Germany","395","0.774014274596859","0.738706633997834","0.809321915195884","2"
"No","1998","indirect migration background","East Germany","18","","","","2"
"Yes","1998","no migration background","West Germany","2148","0.266698850303664","0.256534657123835","0.276863043483492","1"
"Yes","1998","no migration background","East Germany","1172","0.293352551956052","0.278402713059729","0.308302390852375","1"
"Yes","1998","direct migration background","West Germany","573","0.262506249751747","0.244065749624422","0.280946749879071","1"
"Yes","1998","direct migration background","East Germany","21","","","","1"
"Yes","1998","indirect migration background","West Germany","144","0.225985725403141","0.190678084804116","0.261293366002166","1"
"Yes","1998","indirect migration background","East Germany","7","","","","1"
"No","1999","no migration background","West Germany","4818","0.719452831906613","0.708909446240666","0.72999621757256","2"
"No","1999","no migration background","East Germany","2355","0.696581528332086","0.681385480812616","0.711777575851557","2"
"No","1999","indirect migration background","West Germany","378","0.701860006144412","0.663905236620056","0.739814775668768","2"
"No","1999","direct migration background","West Germany","1457","0.720974273423115","0.70137120464801","0.740577342198219","2"
"No","1999","direct migration background","East Germany","90","0.884196817562198","0.823566349188822","0.944827285935574","2"
"No","1999","indirect migration background","East Germany","13","","","","2"
"Yes","1999","no migration background","West Germany","2157","0.280547168093387","0.27000378242744","0.291090553759334","1"
"Yes","1999","direct migration background","West Germany","554","0.279025726576885","0.259422657801781","0.29862879535199","1"
"Yes","1999","no migration background","East Germany","1161","0.303418471667914","0.288222424148443","0.318614519187384","1"
"Yes","1999","direct migration background","East Germany","17","","","","1"
"Yes","1999","indirect migration background","West Germany","180","0.298139993855588","0.260185224331232","0.336094763379945","1"
"Yes","1999","indirect migration background","East Germany","8","","","","1"
"No","2000","no migration background","West Germany","9794","0.719168734074786","0.711694236571205","0.726643231578367","2"
"No","2000","no migration background","East Germany","3768","0.706330907201206","0.694305341441311","0.718356472961101","2"
"No","2000","indirect migration background","West Germany","540","0.703192344252069","0.671069632700346","0.735315055803791","2"
"No","2000","direct migration background","West Germany","2220","0.716404945279568","0.700460569639391","0.732349320919744","2"
"No","2000","direct migration background","East Germany","118","0.828138233448187","0.767358570568226","0.888917896328149","2"
"No","2000","indirect migration background","East Germany","22","","","","2"
"Yes","2000","no migration background","West Germany","4093","0.280831265925214","0.273356768421633","0.288305763428795","1"
"Yes","2000","direct migration background","West Germany","850","0.283595054720433","0.267650679080256","0.299539430360609","1"
"Yes","2000","no migration background","East Germany","1742","0.293669092798794","0.281643527038899","0.305694658558689","1"
"Yes","2000","direct migration background","East Germany","30","0.171861766551813","0.111082103671851","0.232641429431774","1"
"Yes","2000","indirect migration background","West Germany","237","0.296807655747931","0.264684944196209","0.328930367299654","1"
"Yes","2000","indirect migration background","East Germany","4","","","","1"
"No","2001","no migration background","West Germany","8847","0.710144264930473","0.702242137507274","0.718046392353672","2"
"No","2001","no migration background","East Germany","3584","0.718150346870833","0.705858146251357","0.730442547490309","2"
"No","2001","indirect migration background","West Germany","508","0.702863382257571","0.669597991101113","0.736128773414028","2"
"No","2001","direct migration background","West Germany","1942","0.706339092871294","0.689204536722816","0.723473649019773","2"
"No","2001","direct migration background","East Germany","101","0.852114706629935","0.789380117307307","0.914849295952563","2"
"No","2001","indirect migration background","East Germany","19","","","","2"
"Yes","2001","no migration background","West Germany","3816","0.289855735069527","0.281953607646328","0.297757862492726","1"
"Yes","2001","direct migration background","West Germany","772","0.293660907128705","0.276526350980227","0.310795463277184","1"
"Yes","2001","no migration background","East Germany","1562","0.281849653129167","0.269557452509691","0.294141853748642","1"
"Yes","2001","direct migration background","East Germany","22","","","","1"
"Yes","2001","indirect migration background","West Germany","217","0.297136617742429","0.263871226585972","0.330402008898887","1"
"Yes","2001","indirect migration background","East Germany","6","","","","1"
"No","2002","no migration background","West Germany","9466","0.715137177597521","0.707606997250623","0.722667357944418","2"
"No","2002","indirect migration background","West Germany","499","0.698792433631198","0.665465954264131","0.732118912998266","2"
"No","2002","no migration background","East Germany","3506","0.715339377478935","0.702980174447127","0.727698580510744","2"
"No","2002","direct migration background","West Germany","1861","0.721164087742871","0.703943989423854","0.738384186061888","2"
"No","2002","direct migration background","East Germany","98","0.902565826398531","0.847645365194593","0.957486287602468","2"
"No","2002","indirect migration background","East Germany","19","","","","2"
"Yes","2002","no migration background","West Germany","4335","0.284862822402479","0.277332642055582","0.292393002749377","1"
"Yes","2002","direct migration background","West Germany","744","0.278835912257129","0.261615813938112","0.296056010576146","1"
"Yes","2002","direct migration background","East Germany","14","","","","1"
"Yes","2002","indirect migration background","West Germany","229","0.301207566368802","0.267881087001734","0.334534045735869","1"
"Yes","2002","no migration background","East Germany","1615","0.284660622521065","0.272301419489256","0.297019825552873","1"
"Yes","2002","indirect migration background","East Germany","5","","","","1"
"No","2003","no migration background","West Germany","9237","0.724573009670015","0.716959330449448","0.732186688890581","2"
"No","2003","no migration background","East Germany","3527","0.721480094426997","0.709160392239626","0.733799796614368","2"
"No","2003","direct migration background","West Germany","1705","0.69835974454661","0.680170941791993","0.716548547301227","2"
"No","2003","indirect migration background","West Germany","490","0.6972084986492","0.663809452610835","0.730607544687565","2"
"No","2003","direct migration background","East Germany","89","0.876471270246463","0.813232378313434","0.939710162179493","2"
"No","2003","indirect migration background","East Germany","24","","","","2"
"Yes","2003","no migration background","West Germany","3988","0.275426990329985","0.267813311109419","0.283040669550552","1"
"Yes","2003","direct migration background","West Germany","741","0.30164025545339","0.283451452698773","0.319829058208007","1"
"Yes","2003","direct migration background","East Germany","15","","","","1"
"Yes","2003","no migration background","East Germany","1559","0.278519905573003","0.266200203385632","0.290839607760374","1"
"Yes","2003","indirect migration background","West Germany","237","0.3027915013508","0.269392455312435","0.336190547389165","1"
"Yes","2003","indirect migration background","East Germany","5","","","","1"
"No","2004","no migration background","West Germany","8920","0.717862513451685","0.710098195800856","0.725626831102514","2"
"No","2004","no migration background","East Germany","3433","0.722021510712988","0.709541178241706","0.734501843184269","2"
"No","2004","direct migration background","West Germany","1696","0.718931937113719","0.700872290366638","0.7369915838608","2"
"No","2004","indirect migration background","West Germany","517","0.729293524061324","0.697557603226506","0.761029444896142","2"
"No","2004","direct migration background","East Germany","88","0.898167138152916","0.838892263241161","0.95744201306467","2"
"No","2004","indirect migration background","East Germany","26","","","","2"
"Yes","2004","no migration background","West Germany","3986","0.282137486548315","0.274373168897486","0.289901804199144","1"
"Yes","2004","direct migration background","West Germany","684","0.281068062886281","0.263008416139201","0.299127709633362","1"
"Yes","2004","direct migration background","East Germany","12","","","","1"
"Yes","2004","no migration background","East Germany","1517","0.277978489287012","0.265498156815731","0.290458821758294","1"
"Yes","2004","indirect migration background","West Germany","236","0.270706475938676","0.238970555103858","0.302442396773494","1"
"Yes","2004","indirect migration background","East Germany","8","","","","1"
"No","2005","no migration background","West Germany","8608","0.715061917360166","0.707112282909285","0.723011551811048","2"
"No","2005","no migration background","East Germany","3320","0.718753543791754","0.706007726999585","0.731499360583923","2"
"No","2005","direct migration background","West Germany","1578","0.704748545379512","0.685756299243004","0.72374079151602","2"
"No","2005","indirect migration background","West Germany","552","0.731100306306729","0.69992424704628","0.762276365567179","2"
"No","2005","direct migration background","East Germany","87","0.893618686229045","0.833487994535272","0.953749377922818","2"
"No","2005","indirect migration background","East Germany","28","","","","2"
"Yes","2005","no migration background","West Germany","3777","0.284938082639834","0.276988448188952","0.292887717090715","1"
"Yes","2005","direct migration background","West Germany","638","0.295251454620488","0.27625920848398","0.314243700756996","1"
"Yes","2005","direct migration background","East Germany","14","","","","1"
"Yes","2005","no migration background","East Germany","1460","0.281246456208246","0.268500639416077","0.293992273000415","1"
"Yes","2005","indirect migration background","West Germany","225","0.268899693693271","0.237723634432821","0.30007575295372","1"
"Yes","2005","indirect migration background","East Germany","6","","","","1"
"No","2006","no migration background","West Germany","9362","0.714572395186025","0.706932092264283","0.722212698107767","2"
"No","2006","no migration background","East Germany","3437","0.704570178824441","0.691906460311993","0.717233897336889","2"
"No","2006","direct migration background","West Germany","1567","0.711081047267714","0.692222119045574","0.729939975489854","2"
"No","2006","direct migration background","East Germany","89","0.748607179880094","0.667538112400688","0.8296762473595","2"
"No","2006","indirect migration background","West Germany","530","0.735379575447646","0.704017213864166","0.766741937031126","2"
"No","2006","indirect migration background","East Germany","33","0.803260259322161","0.68006548587687","0.926455032767451","2"
"Yes","2006","no migration background","West Germany","4060","0.285427604813975","0.277787301892233","0.293067907735717","1"
"Yes","2006","no migration background","East Germany","1549","0.295429821175559","0.282766102663111","0.308093539688007","1"
"Yes","2006","direct migration background","West Germany","652","0.288918952732286","0.270060024510146","0.307777880954426","1"
"Yes","2006","direct migration background","East Germany","21","","","","1"
"Yes","2006","indirect migration background","West Germany","230","0.264620424552354","0.233258062968874","0.295982786135834","1"
"Yes","2006","indirect migration background","East Germany","7","","","","1"
"No","2007","no migration background","West Germany","8785","0.72204212891699","0.714185474888432","0.729898782945549","2"
"No","2007","no migration background","East Germany","3298","0.706337860695074","0.693368259543517","0.719307461846631","2"
"No","2007","direct migration background","West Germany","1389","0.697204616198203","0.676951143060973","0.717458089335433","2"
"No","2007","direct migration background","East Germany","73","0.767319906106409","0.681443380698862","0.853196431513956","2"
"No","2007","indirect migration background","West Germany","496","0.694956254153884","0.66146437024675","0.728448138061018","2"
"No","2007","indirect migration background","East Germany","31","0.853759486357683","0.744258074603514","0.963260898111852","2"
"Yes","2007","no migration background","West Germany","3705","0.27795787108301","0.270101217054452","0.285814525111568","1"
"Yes","2007","no migration background","East Germany","1439","0.293662139304926","0.280692538153369","0.306631740456483","1"
"Yes","2007","direct migration background","West Germany","588","0.302795383801797","0.282541910664567","0.323048856939027","1"
"Yes","2007","direct migration background","East Germany","20","","","","1"
"Yes","2007","indirect migration background","West Germany","230","0.305043745846116","0.271551861938982","0.33853562975325","1"
"Yes","2007","indirect migration background","East Germany","9","","","","1"
"No","2008","no migration background","West Germany","8524","0.73204254117101","0.724078363208734","0.740006719133285","2"
"No","2008","no migration background","East Germany","3211","0.714461844472574","0.701337911978929","0.72758577696622","2"
"No","2008","direct migration background","West Germany","1246","0.696328349854614","0.674966087072089","0.717690612637139","2"
"No","2008","direct migration background","East Germany","61","0.821188376974497","0.736688940072902","0.905687813876093","2"
"No","2008","indirect migration background","West Germany","492","0.678064816040304","0.643770420504185","0.712359211576424","2"
"No","2008","indirect migration background","East Germany","31","0.816574356526591","0.695111446494656","0.938037266558527","2"
"Yes","2008","no migration background","West Germany","3356","0.26795745882899","0.259993280866715","0.275921636791266","1"
"Yes","2008","no migration background","East Germany","1339","0.285538155527426","0.27241422303378","0.298662088021071","1"
"Yes","2008","direct migration background","West Germany","534","0.303671650145386","0.282309387362861","0.325033912927911","1"
"Yes","2008","direct migration background","East Germany","18","","","","1"
"Yes","2008","indirect migration background","West Germany","221","0.321935183959696","0.287640788423576","0.356229579495815","1"
"Yes","2008","indirect migration background","East Germany","8","","","","1"
"No","2009","no migration background","West Germany","8031","0.738371251753902","0.730191448465953","0.746551055041852","2"
"No","2009","no migration background","East Germany","3143","0.728724681853121","0.715476950157941","0.741972413548301","2"
"No","2009","direct migration background","West Germany","1094","0.692298368096821","0.669343546761145","0.715253189432496","2"
"No","2009","direct migration background","East Germany","56","0.715468763390564","0.612668898071892","0.818268628709235","2"
"No","2009","indirect migration background","West Germany","451","0.699107640814916","0.6639028395311","0.734312442098733","2"
"No","2009","indirect migration background","East Germany","28","","","","2"
"Yes","2009","no migration background","West Germany","3060","0.261628748246097","0.253448944958148","0.269808551534047","1"
"Yes","2009","no migration background","East Germany","1184","0.271275318146879","0.258027586451699","0.284523049842059","1"
"Yes","2009","direct migration background","West Germany","459","0.307701631903179","0.284746810567504","0.330656453238855","1"
"Yes","2009","direct migration background","East Germany","18","","","","1"
"Yes","2009","indirect migration background","West Germany","201","0.300892359185084","0.265687557901267","0.3360971604689","1"
"Yes","2009","indirect migration background","East Germany","13","","","","1"
"No","2010","no migration background","West Germany","10373","0.736368193430617","0.729213196620799","0.743523190240436","2"
"No","2010","no migration background","East Germany","3652","0.718060095875164","0.705848298071718","0.730271893678611","2"
"No","2010","direct migration background","West Germany","1920","0.707371511197142","0.690332901304554","0.72441012108973","2"
"No","2010","direct migration background","East Germany","97","0.724193111515385","0.646465382380054","0.801920840650715","2"
"No","2010","indirect migration background","West Germany","742","0.689245435614321","0.661371658788204","0.717119212440439","2"
"No","2010","indirect migration background","East Germany","57","0.813558352478205","0.725416275621609","0.9017004293348","2"
"Yes","2010","no migration background","West Germany","4194","0.263631806569383","0.256476809759564","0.270786803379201","1"
"Yes","2010","no migration background","East Germany","1563","0.281939904124836","0.269728106321389","0.294151701928282","1"
"Yes","2010","direct migration background","West Germany","819","0.292628488802858","0.27558987891027","0.309667098695446","1"
"Yes","2010","direct migration background","East Germany","30","0.275806888484615","0.198079159349285","0.353534617619946","1"
"Yes","2010","indirect migration background","West Germany","317","0.310754564385679","0.282880787559561","0.338628341211796","1"
"Yes","2010","indirect migration background","East Germany","18","","","","1"
"No","2011","no migration background","West Germany","10161","0.812922178791409","0.806270504563644","0.819573853019173","2"
"No","2011","no migration background","East Germany","3257","0.816528866106687","0.804762896489804","0.828294835723569","2"
"No","2011","direct migration background","West Germany","1891","0.761701307481231","0.745277607704306","0.778125007258156","2"
"No","2011","direct migration background","East Germany","113","0.85555858155013","0.79773903691041","0.913378126189849","2"
"No","2011","indirect migration background","West Germany","672","0.772338442988532","0.74480516522884","0.799871720748225","2"
"No","2011","indirect migration background","East Germany","45","0.714371526607959","0.601933021307967","0.826810031907951","2"
"Yes","2011","no migration background","West Germany","3043","0.187077821208591","0.180426146980827","0.193729495436356","1"
"Yes","2011","no migration background","East Germany","900","0.183471133893313","0.171705164276431","0.195237103510196","1"
"Yes","2011","direct migration background","West Germany","694","0.238298692518769","0.221874992741844","0.254722392295694","1"
"Yes","2011","direct migration background","East Germany","29","","","","1"
"Yes","2011","indirect migration background","West Germany","219","0.227661557011468","0.200128279251775","0.25519483477116","1"
"Yes","2011","indirect migration background","East Germany","17","","","","1"
"No","2012","no migration background","West Germany","12624","0.751825533419623","0.745374852505924","0.758276214333321","2"
"No","2012","indirect migration background","West Germany","857","0.728362284417668","0.703111276228933","0.753613292606404","2"
"No","2012","no migration background","East Germany","4213","0.720698210893459","0.7092451975395","0.732151224247418","2"
"No","2012","direct migration background","West Germany","2016","0.711221099421899","0.694632134457024","0.727810064386773","2"
"No","2012","direct migration background","East Germany","111","0.727431477123349","0.656643387474099","0.798219566772599","2"
"No","2012","indirect migration background","East Germany","52","0.758194600035136","0.660638243489576","0.855750956580696","2"
"Yes","2012","no migration background","West Germany","4601","0.248174466580377","0.241723785666679","0.254625147494076","1"
"Yes","2012","no migration background","East Germany","1682","0.279301789106541","0.267848775752582","0.2907548024605","1"
"Yes","2012","direct migration background","West Germany","851","0.288778900578101","0.272189935613227","0.305367865542976","1"
"Yes","2012","direct migration background","East Germany","41","0.272568522876651","0.201780433227401","0.343356612525901","1"
"Yes","2012","indirect migration background","West Germany","335","0.271637715582332","0.246386707393596","0.296888723771067","1"
"Yes","2012","indirect migration background","East Germany","22","","","","1"
"No","2013","no migration background","West Germany","12251","0.767690819580409","0.761236002753111","0.774145636407707","2"
"No","2013","no migration background","East Germany","3987","0.731235301717995","0.719559510989033","0.742911092446958","2"
"No","2013","direct migration background","West Germany","4033","0.715857831423727","0.704340952126736","0.727374710720719","2"
"No","2013","direct migration background","East Germany","318","0.742146353688661","0.700751070068557","0.783541637308765","2"
"No","2013","indirect migration background","West Germany","1467","0.735724198806254","0.716404036696674","0.755044360915834","2"
"No","2013","indirect migration background","East Germany","81","0.77337448083686","0.693298407944606","0.853450553729114","2"
"Yes","2013","no migration background","West Germany","4192","0.232309180419591","0.225854363592293","0.238763997246889","1"
