"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1986","66 and older","Other degree","","","","","","","","","","",""
"1986","66 and older","secondary school degree","","","","","","","","","","",""
"1987","16-34 y.","college entrance qualification","910.07","842.56","405","241","450","1176","1671","847.63","972.51","767","905"
"1987","16-34 y.","lower secondary degree","772.19","767","1168","256","533","971","1183","751","793.38","767","777"
"1987","16-34 y.","no degree/no degree yet","605.95","614","113","64","205","895","1125","531.64","680.26","609","769"
"1987","16-34 y.","Other degree","766.76","803.78","215","210","588","971","1176","719.89","813.63","767","920"
"1987","16-34 y.","secondary school degree","754.15","767","707","256","358","989","1278","722.83","785.47","716","767"
"1987","35-65 y.","college entrance qualification","1748.98","1778.41","397","670","1274","2199","2627","1666.32","1831.64","1687","1841"
"1987","35-65 y.","lower secondary degree","951.88","971","1673","267","562","1227","1534","927.83","975.93","946","1012"
"1987","35-65 y.","no degree/no degree yet","859.99","869","362","460","665","1023","1277","820.77","899.21","818","869"
"1987","35-65 y.","Other degree","988.34","946","633","614","792","1125","1375","961.02","1015.66","920","972"
"1987","35-65 y.","secondary school degree","1230.35","1125","479","348","767","1630","2117","1160.45","1300.25","1081","1227"
"1987","66 and older","college entrance qualification","","","","","","","","","","",""
"1987","66 and older","lower secondary degree","","","","","","","","","","",""
"1987","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1987","66 and older","Other degree","","","","","","","","","","",""
"1987","66 and older","secondary school degree","","","","","","","","","","",""
"1988","16-34 y.","college entrance qualification","943.7","869","384","251","498","1227","1687","877.16","1010.24","818","971"
"1988","16-34 y.","lower secondary degree","803","818","1129","256","532","1023","1227","780.16","825.84","767","818"
"1988","16-34 y.","no degree/no degree yet","755.34","767","99","220","614","1023","1125","686.74","823.94","690","869"
"1988","16-34 y.","Other degree","768.2","815.65","186","205","511","1010","1227","712.23","824.17","844","920"
"1988","16-34 y.","secondary school degree","772.58","788.31","675","256","419","1023","1278","741.73","803.43","716","787"
"1988","35-65 y.","college entrance qualification","1782.78","1790","395","767","1227","2270","2659","1696.37","1869.19","1733","1943"
"1988","35-65 y.","lower secondary degree","985.15","1013.97","1581","256","614","1278","1616","958.24","1012.06","971","1023"
"1988","35-65 y.","no degree/no degree yet","864.52","899.69","317","399","665","1023","1278","826.98","902.06","864","920"
"1988","35-65 y.","Other degree","1022.75","971","585","614","818","1176","1483","993.35","1052.15","971","1023"
"1988","35-65 y.","secondary school degree","1258.55","1147.25","478","383","767","1636","2147","1190.88","1326.22","1099","1278"
"1988","66 and older","college entrance qualification","","","","","","","","","","",""
"1988","66 and older","lower secondary degree","","","","","","","","","","",""
"1988","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1988","66 and older","Other degree","","","","","","","","","","",""
"1988","66 and older","secondary school degree","","","","","","","","","","",""
"1989","16-34 y.","college entrance qualification","989.18","971","399","261","608","1304","1636","929.46","1048.9","869","1023"
"1989","16-34 y.","lower secondary degree","819.99","844","1151","256","562","1048","1278","796.64","843.34","818","867"
"1989","16-34 y.","no degree/no degree yet","667.19","732.87","101","110","230","1012","1074","593.38","741","665","869"
"1989","16-34 y.","Other degree","857.69","855.05","157","297","569","1023","1278","798.77","916.61","869","997"
"1989","16-34 y.","secondary school degree","813.24","818","686","269","458","1023","1317","779.06","847.42","767","818"
"1989","35-65 y.","college entrance qualification","1866.88","1803.78","396","920","1296","2301","2812","1769.47","1964.29","1780","1943"
"1989","35-65 y.","lower secondary degree","1014.1","1023","1481","256","639","1304","1636","987.19","1041.01","1023","1074"
"1989","35-65 y.","no degree/no degree yet","927.79","920","299","491","716","1125","1380","884.06","971.52","869","971"
"1989","35-65 y.","Other degree","1067.58","1023","593","619","859","1227","1483","1032.92","1102.24","1010","1023"
"1989","35-65 y.","secondary school degree","1328.05","1214.06","459","444","818","1713","2250","1252.4","1403.7","1173","1278"
"1989","66 and older","college entrance qualification","","","","","","","","","","",""
"1989","66 and older","lower secondary degree","","","","","","","","","","",""
"1989","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1989","66 and older","Other degree","","","","","","","","","","",""
"1989","66 and older","secondary school degree","","","","","","","","","","",""
"1990","16-34 y.","college entrance qualification","970.34","869","551","327","537","1278","1758","919.95","1020.73","670","843"
"1990","16-34 y.","lower secondary degree","824.37","861.14","1260","260","460","1099","1282","797.91","850.83","791","869"
"1990","16-34 y.","no degree/no degree yet","762.15","854.07","90","204","435","1063","1176","670.43","853.87","744","971"
"1990","16-34 y.","Other degree","812.67","767","155","211","501","1056","1329","731.18","894.16","844","1023"
"1990","16-34 y.","secondary school degree","675.29","562","1771","256","373","920","1227","657.66","692.92","478","511"
"1990","35-65 y.","college entrance qualification","1628.19","1534","693","511","752","2301","2812","1555.03","1701.35","971","1258"
"1990","35-65 y.","lower secondary degree","943.3","920","2449","281","460","1278","1687","920.14","966.46","588","664"
"1990","35-65 y.","no degree/no degree yet","917.96","946","297","409","706","1125","1329","877.63","958.29","920","986"
"1990","35-65 y.","Other degree","1049.8","1023","603","460","818","1278","1534","1007.97","1091.63","1023","1074"
"1990","35-65 y.","secondary school degree","1061.4","869","1145","343","486","1466","2037","1019.71","1103.09","562","614"
"1990","66 and older","college entrance qualification","","","","","","","","","","",""
"1990","66 and older","lower secondary degree","","","","","","","","","","",""
"1990","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1990","66 and older","Other degree","","","","","","","","","","",""
"1990","66 and older","secondary school degree","","","","","","","","","","",""
"1991","16-34 y.","college entrance qualification","1025.66","920.04","547","307","538","1329","1791","972.98","1078.34","818","920"
"1991","16-34 y.","lower secondary degree","894.68","879","1212","256","511","1185","1483","867.51","921.85","828","905"
"1991","16-34 y.","no degree/no degree yet","771.51","836.23","95","121","256","1125","1329","675.53","867.49","644","971"
"1991","16-34 y.","Other degree","888.32","886.08","143","328","582","1125","1380","807.42","969.22","818","1074"
"1991","16-34 y.","secondary school degree","766.82","672.89","1574","297","454","1023","1329","747.08","786.56","562","614"
"1991","35-65 y.","college entrance qualification","1709.62","1534","696","587","895","2403","2965","1634.58","1784.66","1165","1432"
"1991","35-65 y.","lower secondary degree","1000.69","971","2204","294","511","1351","1779","976.4","1024.98","746","818"
"1991","35-65 y.","no degree/no degree yet","940.83","920","299","373","665","1176","1529","894.49","987.17","895","1023"
"1991","35-65 y.","Other degree","1076.59","1074","608","511","818","1278","1585","1044.08","1109.1","1074","1125"
"1991","35-65 y.","secondary school degree","1113.83","910","1137","394","557","1483","2045","1068.87","1158.79","668","716"
"1991","66 and older","college entrance qualification","","","","","","","","","","",""
"1991","66 and older","lower secondary degree","","","","","","","","","","",""
"1991","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1991","66 and older","Other degree","","","","","","","","","","",""
"1991","66 and older","secondary school degree","","","","","","","","","","",""
"1992","16-34 y.","college entrance qualification","1082.35","1048.56","514","306","614","1432","1892","1031.07","1133.63","971","1074"
"1992","16-34 y.","lower secondary degree","947.3","971","1124","307","603","1228","1483","919.21","975.39","920","971"
"1992","16-34 y.","no degree/no degree yet","806.19","818","80","153","245","1125","1483","690.42","921.96","717","1017"
"1992","16-34 y.","Other degree","947.4","920","132","332","767","1176","1329","866.31","1028.49","920","1099"
"1992","16-34 y.","secondary school degree","846.69","798","1440","320","520","1125","1432","824.96","868.42","716","767"
"1992","35-65 y.","college entrance qualification","1841.72","1790","698","711","1074","2531","3068","1768.61","1914.83","1329","1534"
"1992","35-65 y.","lower secondary degree","1078.46","1074","1993","326","614","1432","1790","1053.52","1103.4","920","997"
"1992","35-65 y.","no degree/no degree yet","1032.83","1023","272","511","741","1278","1534","983.8","1081.86","971","1048"
"1992","35-65 y.","Other degree","1161.76","1125","569","614","904","1380","1636","1125.89","1197.63","1102","1176"
"1992","35-65 y.","secondary school degree","1236.06","1056.63","1119","466","715","1586","2147","1194.38","1277.74","863","920"
"1992","66 and older","college entrance qualification","","","","","","","","","","",""
"1992","66 and older","lower secondary degree","","","","","","","","","","",""
"1992","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1992","66 and older","Other degree","","","","","","","","","","",""
"1992","66 and older","secondary school degree","","","","","","","","","","",""
"1993","16-34 y.","college entrance qualification","1188.94","1125","518","389","716","1552","2045","1133.55","1244.33","1023","1150"
"1993","16-34 y.","lower secondary degree","1006.33","1031.53","1074","322","614","1278","1585","977.08","1035.58","971","1023"
"1993","16-34 y.","no degree/no degree yet","785.28","917.86","71","123","307","1125","1278","670.91","899.65","678","984"
"1993","16-34 y.","Other degree","905.44","941.41","136","303","665","1176","1278","829.35","981.53","869","1049"
"1993","16-34 y.","secondary school degree","935.19","920","1414","358","598","1176","1483","906.63","963.75","844","917"
"1993","35-65 y.","college entrance qualification","1982.95","1909.7","698","767","1227","2608","3119","1903.99","2061.91","1534","1738"
"1993","35-65 y.","lower secondary degree","1159.71","1125","1862","331","706","1534","1992","1131.06","1188.36","1023","1099"
"1993","35-65 y.","no degree/no degree yet","1024.87","1023.97","263","511","767","1278","1534","974.96","1074.78","977","1125"
"1993","35-65 y.","Other degree","1264.95","1179.63","522","665","971","1483","1790","1224.1","1305.8","1176","1227"
"1993","35-65 y.","secondary school degree","1417.54","1227","1142","527","818","1764","2348","1359.86","1475.22","1023","1107"
"1993","66 and older","college entrance qualification","","","","","","","","","","",""
"1993","66 and older","lower secondary degree","","","","","","","","","","",""
"1993","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1993","66 and older","Other degree","","","","","","","","","","",""
"1993","66 and older","secondary school degree","","","","","","","","","","",""
"1994","16-34 y.","college entrance qualification","1166.51","1125","565","389","660","1534","2045","1111.14","1221.88","1038","1169"
"1994","16-34 y.","lower secondary degree","1051.11","1024.77","956","358","649","1329","1636","1018.41","1083.81","1023","1074"
"1994","16-34 y.","no degree/no degree yet","892.48","823.27","65","281","460","1169","1329","758.44","1026.52","818","1120"
"1994","16-34 y.","Other degree","957.49","971","116","389","716","1125","1425","856.65","1058.33","920","1125"
"1994","16-34 y.","secondary school degree","983.13","971","1324","371","652","1227","1534","958.28","1007.98","920","971"
"1994","35-65 y.","college entrance qualification","1982.94","1912.76","701","680","1227","2558","3221","1902.52","2063.36","1608","1790"
"1994","35-65 y.","lower secondary degree","1190.74","1176","1751","358","767","1534","1978","1161.68","1219.8","1075","1145"
"1994","35-65 y.","no degree/no degree yet","1006.79","1023","233","460","700","1278","1470","951.18","1062.4","997","1125"
"1994","35-65 y.","Other degree","1218.47","1227","459","716","1017","1432","1738","1176.86","1260.08","1176","1278"
"1994","35-65 y.","secondary school degree","1444.93","1278","1163","508","869","1790","2454","1394.56","1495.3","1074","1176"
"1994","66 and older","college entrance qualification","","","","","","","","","","",""
"1994","66 and older","lower secondary degree","","","","","","","","","","",""
"1994","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1994","66 and older","Other degree","","","","","","","","","","",""
"1994","66 and older","secondary school degree","","","","","","","","","","",""
"1995","16-34 y.","college entrance qualification","1165.56","1053.17","580","323","619","1534","2045","1076.77","1254.35","1023","1125"
"1995","16-34 y.","lower secondary degree","1030.55","1043","952","348","636","1329","1687","997.79","1063.31","1023","1074"
"1995","16-34 y.","no degree/no degree yet","779","787.67","62","153","256","1227","1487","641.9","916.1","767","1202"
"1995","16-34 y.","Other degree","983","1023","187","286","614","1304","1534","913.03","1052.97","971","1125"
"1995","16-34 y.","secondary school degree","1008.13","1017","1339","376","639","1278","1547","980.47","1035.79","944","999"
"1995","35-65 y.","college entrance qualification","1995.61","1841","762","767","1237","2557","3271","1903.41","2087.81","1585","1790"
"1995","35-65 y.","lower secondary degree","1207.09","1176","1720","358","723","1534","2020","1176.96","1237.22","1084","1145"
"1995","35-65 y.","no degree/no degree yet","1053.3","1125","208","460","767","1329","1527","993.41","1113.19","1023","1176"
"1995","35-65 y.","Other degree","1272","1176","544","501","920","1519","1790","1173.2","1370.8","1125","1278"
"1995","35-65 y.","secondary school degree","1440.72","1278","1258","511","910","1790","2556","1396.21","1485.23","1117","1176"
"1995","66 and older","college entrance qualification","","","","","","","","","","",""
"1995","66 and older","lower secondary degree","","","","","","","","","","",""
"1995","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1995","66 and older","Other degree","","","","","","","","","","",""
"1995","66 and older","secondary school degree","","","","","","","","","","",""
"1996","16-34 y.","college entrance qualification","1251.03","1125","586","383","707","1636","2122","1187.87","1314.19","1074","1217"
"1996","16-34 y.","lower secondary degree","1072.78","1074","923","347","727","1380","1663","1039","1106.56","1023","1125"
"1996","16-34 y.","no degree/no degree yet","614.21","301.16","54","143","230","1074","1483","453.29","775.13","409","1074"
"1996","16-34 y.","Other degree","1033.53","1119.38","153","307","665","1329","1534","950.11","1116.95","1074","1227"
"1996","16-34 y.","secondary school degree","1050.7","1023","1235","376","614","1310","1636","1014.47","1086.93","971","1023"
"1996","35-65 y.","college entrance qualification","2019.8","1882.34","754","818","1278","2659","3323","1945.23","2094.37","1611","1790"
"1996","35-65 y.","lower secondary degree","1238.64","1227","1668","350","767","1585","2045","1205.25","1272.03","1125","1176"
"1996","35-65 y.","no degree/no degree yet","1096.75","1125","194","486","818","1380","1534","1034.51","1158.99","1074","1212"
"1996","35-65 y.","Other degree","1230.39","1227","494","450","920","1534","1892","1182.44","1278.34","1176","1278"
"1996","35-65 y.","secondary school degree","1457.05","1278","1315","511","920","1790","2556","1414.39","1499.71","1125","1176"
"1996","66 and older","college entrance qualification","","","","","","","","","","",""
"1996","66 and older","lower secondary degree","","","","","","","","","","",""
"1996","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1996","66 and older","Other degree","","","","","","","","","","",""
"1996","66 and older","secondary school degree","","","","","","","","","","",""
"1997","16-34 y.","college entrance qualification","1196.01","1074","617","429","618","1585","2051","1140.17","1251.85","1074","1202"
"1997","16-34 y.","lower secondary degree","1070.2","1074","864","341","741","1380","1738","1035.01","1105.39","1023","1092"
"1997","16-34 y.","no degree/no degree yet","714.35","443.32","48","225","307","1150","1534","567.51","861.19","562","1074"
"1997","16-34 y.","Other degree","1039.31","1023","129","562","878","1278","1483","959.69","1118.93","1074","1263"
"1997","16-34 y.","secondary school degree","1026.38","1048","1175","328","572","1329","1668","996.62","1056.14","971","1023"
"1997","35-65 y.","college entrance qualification","2082.04","1943","763","828","1278","2710","3375","2000.86","2163.22","1687","1841"
"1997","35-65 y.","lower secondary degree","1239.85","1227","1591","358","767","1593","2040","1207.75","1271.95","1125","1202"
"1997","35-65 y.","no degree/no degree yet","1100.8","1136.8","176","615","869","1329","1488","1034.99","1166.61","1059","1227"
"1997","35-65 y.","Other degree","1295.94","1278","443","486","920","1534","1994","1241.79","1350.09","1217","1329"
"1997","35-65 y.","secondary school degree","1459.99","1278","1341","506","910","1841","2556","1415.59","1504.39","1125","1176"
"1997","66 and older","college entrance qualification","","","","","","","","","","",""
"1997","66 and older","lower secondary degree","","","","","","","","","","",""
"1997","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1997","66 and older","Other degree","","","","","","","","","","",""
"1997","66 and older","secondary school degree","","","","","","","","","","",""
"1998","16-34 y.","college entrance qualification","1179.3","1099","650","317","614","1534","2043","1125.98","1232.62","1099","1227"
"1998","16-34 y.","lower secondary degree","1031.83","1039.04","848","317","637","1329","1687","995.71","1067.95","1023","1084"
"1998","16-34 y.","no degree/no degree yet","539.77","304.07","49","102","205","920","1176","397.39","682.15","312","920"
"1998","16-34 y.","Other degree","1024.02","1023","129","312","735","1380","1534","886.53","1161.51","1023","1278"
"1998","16-34 y.","secondary school degree","1031.77","1023","1222","358","685","1315","1636","1002.97","1060.57","971","1023"
"1998","35-65 y.","college entrance qualification","1989.14","1841","901","685","1278","2599","3410","1921.19","2057.09","1687","1841"
"1998","35-65 y.","lower secondary degree","1256.26","1227","1748","342","767","1636","2089","1224.48","1288.04","1125","1227"
"1998","35-65 y.","no degree/no degree yet","1071.49","1125","167","409","767","1365","1534","998.21","1144.77","1048","1227"
"1998","35-65 y.","Other degree","1353.02","1278","448","503","961","1636","2096","1291.86","1414.18","1186","1278"
"1998","35-65 y.","secondary school degree","1436.62","1278","1519","511","878","1793","2505","1398.05","1475.19","1125","1217"
"1998","66 and older","college entrance qualification","","","","","","","","","","",""
"1998","66 and older","lower secondary degree","","","","","","","","","","",""
"1998","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1998","66 and older","Other degree","","","","","","","","","","",""
"1998","66 and older","secondary school degree","","","","","","","","","","",""
"1999","16-34 y.","college entrance qualification","1195.79","1125","682","322","588","1534","2096","1142.82","1248.76","1074","1202"
"1999","16-34 y.","lower secondary degree","1031.16","1033","850","317","614","1370","1636","993.8","1068.52","1023","1074"
"1999","16-34 y.","no degree/no degree yet","448.09","264.23","74","56","153","614","1207","330.61","565.57","271","690"
"1999","16-34 y.","Other degree","960.17","1014.04","115","266","511","1380","1483","863.11","1057.23","971","1278"
"1999","16-34 y.","secondary school degree","1010.67","1023","1200","322","585","1319","1636","981.28","1040.06","971","1023"
"1999","35-65 y.","college entrance qualification","2005.99","1892","953","767","1278","2608","3432","1939","2072.98","1683","1841"
"1999","35-65 y.","lower secondary degree","1300.08","1247.15","1744","322","767","1692","2096","1266.67","1333.49","1133","1227"
"1999","35-65 y.","no degree/no degree yet","1118.69","1176","157","562","810","1380","1585","1038.63","1198.75","1071","1227"
"1999","35-65 y.","Other degree","1305.01","1227","420","486","914","1585","2071","1243.84","1366.18","1227","1319"
"1999","35-65 y.","secondary school degree","1449.08","1278","1580","409","869","1790","2556","1407.72","1490.44","1125","1224"
"1999","66 and older","college entrance qualification","","","","","","","","","","",""
"1999","66 and older","lower secondary degree","","","","","","","","","","",""
"1999","66 and older","no degree/no degree yet","","","","","","","","","","",""
"1999","66 and older","Other degree","","","","","","","","","","",""
"1999","66 and older","secondary school degree","","","","","","","","","","",""
"2000","16-34 y.","college entrance qualification","1226.09","1176","1268","307","614","1559","2147","1182.06","1270.12","1090","1185"
"2000","16-34 y.","lower secondary degree","1048.47","1023","1225","322","551","1380","1738","1013.4","1083.54","1023","1074"
"2000","16-34 y.","no degree/no degree yet","577.64","322","80","83","179","920","1347","464.89","690.39","256","373"
"2000","16-34 y.","Other degree","1056.61","1176","180","240","486","1432","1738","954.69","1158.53","920","1227"
"2000","16-34 y.","secondary school degree","1012.39","1023","1941","322","562","1329","1636","988","1036.78","966","1023"
"2000","35-65 y.","college entrance qualification","2106.54","1943","2033","716","1278","2710","3579","2053.81","2159.27","1790","1943"
"2000","35-65 y.","lower secondary degree","1260.01","1278","3259","322","749","1636","2045","1234.35","1285.67","1227","1278"
"2000","35-65 y.","no degree/no degree yet","1082.44","1074","121","271","665","1380","1917","945.72","1219.16","920","1176"
"2000","35-65 y.","Other degree","1300","1176","669","322","751","1559","2181","1230.74","1369.26","1176","1283"
"2000","35-65 y.","secondary school degree","1385.43","1278","2957","460","818","1790","2352","1355.62","1415.24","1176","1242"
"2000","66 and older","college entrance qualification","","","","","","","","","","",""
"2000","66 and older","lower secondary degree","797.49","308.74","42","105","205","971","2236","457.85","1137.13","271","614"
"2000","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2000","66 and older","Other degree","","","","","","","","","","",""
"2000","66 and older","secondary school degree","","","","","","","","","","",""
"2001","16-34 y.","college entrance qualification","1232.12","1185.89","1145","322","562","1636","2147","1188.3","1275.94","1125","1263"
"2001","16-34 y.","lower secondary degree","1043.61","1048","1025","301","501","1432","1790","1003.14","1084.08","1000","1074"
"2001","16-34 y.","no degree/no degree yet","443.42","296.17","112","64","153","614","1074","353.97","532.87","205","322"
"2001","16-34 y.","Other degree","953.07","1074","152","245","383","1329","1534","848.64","1057.5","920","1176"
"2001","16-34 y.","secondary school degree","1054.14","1074","1661","322","562","1377","1735","1026.65","1081.63","971","1023"
"2001","35-65 y.","college entrance qualification","2157.46","2011.1","1952","767","1329","2812","3579","2102.97","2211.95","1892","2030"
"2001","35-65 y.","lower secondary degree","1272.08","1278","2883","322","751","1684","2045","1245.03","1299.13","1278","1329"
"2001","35-65 y.","no degree/no degree yet","1179.89","1176","87","322","767","1444","1994","1004.11","1355.67","869","1258"
"2001","35-65 y.","Other degree","1317.29","1227","604","342","798","1585","2045","1249.47","1385.11","1227","1329"
"2001","35-65 y.","secondary school degree","1386.13","1278","2862","460","869","1790","2352","1357.25","1415.01","1227","1278"
"2001","66 and older","college entrance qualification","","","","","","","","","","",""
"2001","66 and older","lower secondary degree","987","322","46","194","256","1176","3068","665.51","1308.49","307","920"
"2001","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2001","66 and older","Other degree","","","","","","","","","","",""
"2001","66 and older","secondary school degree","","","","","","","","","","",""
"2002","16-34 y.","college entrance qualification","1250.3","1200","1167","315","550","1700","2200","1200.7","1299.9","1100","1200"
"2002","16-34 y.","lower secondary degree","1037.94","1005.45","891","307","489","1431","1800","992.34","1083.54","1000","1100"
"2002","16-34 y.","no degree/no degree yet","612.24","325","102","100","200","810","1407","497.07","727.41","250","325"
"2002","16-34 y.","Other degree","1022.53","1000","120","280","500","1500","1886","892.63","1152.43","920","1300"
"2002","16-34 y.","secondary school degree","1044.93","1046.02","1574","325","520","1384","1750","1011.01","1078.85","1000","1075"
"2002","35-65 y.","college entrance qualification","2304.78","2000","2838","750","1355","2848","3824","2212.11","2397.45","2200","2300"
"2002","35-65 y.","lower secondary degree","1309.46","1300","2785","325","725","1700","2150","1274.5","1344.42","1291","1350"
"2002","35-65 y.","no degree/no degree yet","1017.62","1000","75","250","400","1274","1700","801.36","1233.88","870","1200"
"2002","35-65 y.","Other degree","1294.74","1179.53","602","325","750","1600","2014","1177.26","1412.22","1200","1400"
"2002","35-65 y.","secondary school degree","1449.76","1304.49","3098","400","869","1850","2500","1410.78","1488.74","1300","1350"
"2002","66 and older","college entrance qualification","1708.88","871.65","54","70","200","2475","4101","1118.65","2299.11","1174","2890"
"2002","66 and older","lower secondary degree","1021.63","433.7","53","215","317","1576","2500","731.77","1311.49","322","677"
"2002","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2002","66 and older","Other degree","","","","","","","","","","",""
"2002","66 and older","secondary school degree","","","","","","","","","","",""
"2003","16-34 y.","college entrance qualification","1259.34","1250","1125","300","520","1700","2260","1199.21","1319.47","1100","1200"
"2003","16-34 y.","lower secondary degree","1067.28","1100","802","320","500","1420","1800","1022.21","1112.35","1000","1100"
"2003","16-34 y.","no degree/no degree yet","510.72","278.09","83","55","146","788","1135","393.14","628.3","170","300"
"2003","16-34 y.","Other degree","991.49","829.27","116","240","340","1570","1730","866.6","1116.38","750","1227"
"2003","16-34 y.","secondary school degree","1066.74","1035.83","1419","325","600","1400","1800","1035.39","1098.09","1000","1050"
"2003","35-65 y.","college entrance qualification","2254.2","2000","2708","650","1315","2880","3900","2175.6","2332.8","2100","2290"
"2003","35-65 y.","lower secondary degree","1331.99","1300.41","2577","325","793","1750","2200","1296.87","1367.11","1300","1400"
"2003","35-65 y.","no degree/no degree yet","1071.91","1006.8","69","200","325","1600","1800","856.43","1287.39","800","1300"
"2003","35-65 y.","Other degree","1276.14","1200","536","310","650","1600","2014","1182.27","1370.01","1200","1306"
"2003","35-65 y.","secondary school degree","1482.26","1385.38","3023","421","900","1900","2500","1443.55","1520.97","1300","1370"
"2003","66 and older","college entrance qualification","2086.64","939.58","48","271","400","4000","5447","1409.32","2763.96","859","2194"
"2003","66 and older","lower secondary degree","864.15","489.58","92","250","323","1158","2150","694.84","1033.46","350","574"
"2003","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2003","66 and older","Other degree","","","","","","","","","","",""
"2003","66 and older","secondary school degree","","","","","","","","","","",""
"2004","16-34 y.","college entrance qualification","1235.55","1200","1106","310","563","1770","2150","1186.78","1284.32","1052","1200"
